"Date","ABN","AIG","ANAT","ANFGF","AXELF","AXP","AZO","BAC","BAESF","BAX","BIDU","BK","BRK","BSBR","BTI","CMCSA","CNHI","CNPAF","COP","CSCO","DEO","DVN","EMR","FII","FMCC","GETVF","GL","GOOG","GOOGL","GSK","HAL","HD","HENKY","HKHHF","HYMLF","JEF","JNJ","MA","MBI","MMM","MRC","MURGF","NSRGY","NVS","NWLI","PFE","PM","PNC","RDS","RHHVF","RYN","SCBFF","SKM","SNY","TOT","TRH","UL","UN","UNP","UOVEY","WFC","WMT","WPP","ZFSVF"
2007-08-01,4.22,4.1,0,0,0,4.14,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4.06,2.91,0,3.26,0,0,0,0,2.21,0,7.18,0,3.56,0,0,0,0,0,0,7.8,0,3,0,0,3.61,0,0,0,0,2.87,0,0,4.24,0,2.06,0,0,4.57,2.49,0,0
2007-09-01,4.22,4.1,0,0,0,4.14,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4.06,2.91,0,3.26,0,0,0,0,2.21,0,7.18,0,3.56,0,0,0,0,0,0,7.8,0,3,0,0,3.61,0,0,0,0,2.87,0,0,4.24,0,2.06,0,0,4.57,2.49,0,0
2007-10-01,0,4.29,0,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95,0,0,3.56,0,0,3.85,0,0,0,0,3.46,0,8.64,0,4.22,0,0,0,0,0,0,9.7,0,2.95,0,0,2.73,0,0,0,0,3.5,2.51,0,4.18,2.9,2.96,0,0,4.7,3.3,0,0
2007-11-01,0,4.29,0,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95,0,0,3.56,0,0,3.85,0,0,0,0,3.46,0,8.64,0,4.22,0,0,0,0,0,0,9.7,0,2.95,0,0,2.73,0,0,0,0,3.5,2.51,0,4.18,2.9,2.96,0,0,4.7,3.3,0,0
2007-12-01,0,4.29,0,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95,0,0,3.56,0,0,3.85,0,0,0,0,3.46,0,8.64,0,4.22,0,0,0,0,0,0,9.7,0,2.95,0,0,2.73,0,0,0,0,3.5,2.51,0,4.18,2.9,2.96,0,0,4.7,3.3,0,0
2008-01-01,0,3.74,0,0,0,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89,0,0,3.54,0,0,3.6,0,0,0,0,4.47,0,7.59,0,4.24,0,0,0,0,0,0,9.95,0,3.22,0,0,0,0,0,0,0,2.65,2.17,0,3.99,2.73,2.86,0,0,4.74,3.82,0,0
2008-02-01,0,3.74,0,0,0,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89,0,0,3.54,0,0,3.6,0,0,0,0,4.47,0,7.59,0,4.24,0,0,0,0,0,0,9.95,0,3.22,0,0,0,0,0,0,0,2.65,2.17,0,3.99,2.73,2.86,0,0,4.74,3.82,0,0
2008-03-01,0,3.74,0,0,0,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89,0,0,3.54,0,0,3.6,0,0,0,0,4.47,0,7.59,0,4.24,0,0,0,0,0,0,9.95,0,3.22,0,0,0,0,0,0,0,2.65,2.17,0,3.99,2.73,2.86,0,0,4.74,3.82,0,0
2008-04-01,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,0,0,2.46,0,0,3.52,0,0,0,0,4.31,0,6.82,0,5.07,0,0,0,0,0,0,8.65,0,3.74,0,0,2.07,0,0,2.38,0,2.93,2.21,0,3.4,2.65,2.78,0,0,4.17,4.7,0,0
2008-05-01,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,0,0,2.46,0,0,3.52,0,0,0,0,4.31,0,6.82,0,5.07,0,0,0,0,0,0,8.65,0,3.74,0,0,2.07,0,0,2.38,0,2.93,2.21,0,3.4,2.65,2.78,0,0,4.17,4.7,0,0
2008-06-01,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,0,0,2.46,0,0,3.52,0,0,0,0,4.31,0,6.82,0,5.07,0,0,0,0,0,0,8.65,0,3.74,0,0,2.07,0,0,2.38,0,2.93,2.21,0,3.4,2.65,2.78,0,0,4.17,4.7,0,0
2008-07-01,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81,0,0,2.09,0,0,3.63,0,0,0,0,4.82,0,5.83,0,4.96,0,0,0,0,0,0,8.29,0,3.86,0,0,0,0,0,2.68,0,2.69,2.21,0,3.31,2.57,2.79,0,0,3.49,5.06,0,0
2008-08-01,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81,0,0,2.09,0,0,3.63,0,0,0,0,4.82,0,5.83,0,4.96,0,0,0,0,0,0,8.29,0,3.86,0,0,0,0,0,2.68,0,2.69,2.21,0,3.31,2.57,2.79,0,0,3.49,5.06,0,0
2008-09-01,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81,0,0,2.09,0,0,3.63,0,0,0,0,4.82,0,5.83,0,4.96,0,0,0,0,0,0,8.29,0,3.86,0,0,0,0,0,2.68,0,2.69,2.21,0,3.31,2.57,2.79,0,0,3.49,5.06,0,0
2008-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,5.9,0,2.79,0,0,2.43,3.34,0,0,0,0,0,2.62,5.24,0,2.66,0,0,0,0,0,3.19,9.43,0,3.32,0,0,0,0,0,2.18,0,3.2,0,0,3,2.68,2.99,0,0,0,5.83,0,0
2008-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,5.9,0,2.79,0,0,2.43,3.34,0,0,0,0,0,2.62,5.24,0,2.66,0,0,0,0,0,3.19,9.43,0,3.32,0,0,0,0,0,2.18,0,3.2,0,0,3,2.68,2.99,0,0,0,5.83,0,0
2008-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,5.9,0,2.79,0,0,2.43,3.34,0,0,0,0,0,2.62,5.24,0,2.66,0,0,0,0,0,3.19,9.43,0,3.32,0,0,0,0,0,2.18,0,3.2,0,0,3,2.68,2.99,0,0,0,5.83,0,0
2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,2.34,0,4.8,2.36,0,0,0,0,0,0,0,0,0,0,2.76,4.63,0,0,2.37,0,0,0,0,2.72,5.61,0,2.29,0,2.31,0,0,0,0,0,2.8,0,2.76,2.76,0,2.46,2.55,0,0,4.82,0,0
2009-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,2.34,0,4.8,2.36,0,0,0,0,0,0,0,0,0,0,2.76,4.63,0,0,2.37,0,0,0,0,2.72,5.61,0,2.29,0,2.31,0,0,0,0,0,2.8,0,2.76,2.76,0,2.46,2.55,0,0,4.82,0,0
2009-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,2.34,0,4.8,2.36,0,0,0,0,0,0,0,0,0,0,2.76,4.63,0,0,2.37,0,0,0,0,2.72,5.61,0,2.29,0,2.31,0,0,0,0,0,2.8,0,2.76,2.76,0,2.46,2.55,0,0,4.82,0,0
2009-04-01,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,4.7,2.38,0,0,0,0,0,0,0,0,0,0,2.43,5,0,2.41,3.54,0,0,0,0,3.39,4.53,0,0,0,3.38,0,0,0,0,0,0,0,3.37,2.76,2.33,2.31,2.66,0,0,3.69,0,0
2009-05-01,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,4.7,2.38,0,0,0,0,0,0,0,0,0,0,2.43,5,0,2.41,3.54,0,0,0,0,3.39,4.53,0,0,0,3.38,0,0,0,0,0,0,0,3.37,2.76,2.33,2.31,2.66,0,0,3.69,0,0
2009-06-01,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,4.7,2.38,0,0,0,0,0,0,0,0,0,0,2.43,5,0,2.41,3.54,0,0,0,0,3.39,4.53,0,0,0,3.38,0,0,0,0,0,0,0,3.37,2.76,2.33,2.31,2.66,0,0,3.69,0,0
2009-07-01,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,4.59,2.67,3.75,0,0,0,0,0,0,0,0,0,2.99,5.48,0,0,3.45,0,0,0,0,3.64,4.49,2.93,2.67,0,3.44,0,0,0,0,0,0,0,3.38,2.91,2.58,0,2.72,0,0,3.41,0,0
2009-08-01,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,4.59,2.67,3.75,0,0,0,0,0,0,0,0,0,2.99,5.48,0,0,3.45,0,0,0,0,3.64,4.49,2.93,2.67,0,3.44,0,0,0,0,0,0,0,3.38,2.91,2.58,0,2.72,0,0,3.41,0,0
2009-09-01,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,4.59,2.67,3.75,0,0,0,0,0,0,0,0,0,2.99,5.48,0,0,3.45,0,0,0,0,3.64,4.49,2.93,2.67,0,3.44,0,0,0,0,0,0,0,3.38,2.91,2.58,0,2.72,0,0,3.41,0,0
2009-10-01,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,4.84,2.73,3.72,0,0,2.65,0,0,0,0,0,0,2.67,4.26,0,0,3.41,0,0,0,0,3.5,4.75,3,0,0,3.18,0,0,0,0,0,0,0,3.43,2.83,2.68,0,2.78,0,0,3.47,0,0
2009-11-01,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,4.84,2.73,3.72,0,0,2.65,0,0,0,0,0,0,2.67,4.26,0,0,3.41,0,0,0,0,3.5,4.75,3,0,0,3.18,0,0,0,0,0,0,0,3.43,2.83,2.68,0,2.78,0,0,3.47,0,0
2009-12-01,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,4.84,2.73,3.72,0,0,2.65,0,0,0,0,0,0,2.67,4.26,0,0,3.41,0,0,0,0,3.5,4.75,3,0,0,3.18,0,0,0,0,0,0,0,3.43,2.83,2.68,0,2.78,0,0,3.47,0,0
2010-01-01,0,0,3.32,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,2.56,0,0,4.72,2.4,3.45,0,0,0,0,0,0,0,0,0,2.79,4.54,0,2.42,3.47,0,0,0,0,3.66,5.05,2.98,2.62,0,3.45,0,0,0,0,0,0,0,3.1,2.87,0,2.45,0,0,0,3.62,0,0
2010-02-01,0,0,3.32,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,2.56,0,0,4.72,2.4,3.45,0,0,0,0,0,0,0,0,0,2.79,4.54,0,2.42,3.47,0,0,0,0,3.66,5.05,2.98,2.62,0,3.45,0,0,0,0,0,0,0,3.1,2.87,0,2.45,0,0,0,3.62,0,0
2010-03-01,0,0,3.32,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,2.56,0,0,4.72,2.4,3.45,0,0,0,0,0,0,0,0,0,2.79,4.54,0,2.42,3.47,0,0,0,0,3.66,5.05,2.98,2.62,0,3.45,0,0,0,0,0,0,0,3.1,2.87,0,2.45,0,0,0,3.62,0,0
2010-04-01,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,2.38,2.4,0,5.11,2.64,3.48,0,0,0,0,0,0,0,0,0,2.87,4.37,0,0,3.65,0,0,2.38,0,3.32,5.54,3.12,2.53,0,3.85,0,0,2.44,0,0,0,0,3.49,3.04,0,2.59,0,0,0,3.64,0,0
2010-05-01,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,2.38,2.4,0,5.11,2.64,3.48,0,0,0,0,0,0,0,0,0,2.87,4.37,0,0,3.65,0,0,2.38,0,3.32,5.54,3.12,2.53,0,3.85,0,0,2.44,0,0,0,0,3.49,3.04,0,2.59,0,0,0,3.64,0,0
2010-06-01,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,2.38,2.4,0,5.11,2.64,3.48,0,0,0,0,0,0,0,0,0,2.87,4.37,0,0,3.65,0,0,2.38,0,3.32,5.54,3.12,2.53,0,3.85,0,0,2.44,0,0,0,0,3.49,3.04,0,2.59,0,0,0,3.64,0,0
2010-07-01,0,0,0,0,0,0,0,0,0,2.3,0,0,2.72,0,0,0,0,0,2.41,0,4.82,2.41,2.8,0,0,0,0,0,0,0,0,0,2.72,4.46,0,2.3,3.29,0,0,0,0,3.12,5.26,3.17,0,0,4.04,0,0,3.13,0,0,0,0,3.42,2.76,0,2.43,0,0,0,3.48,0,0
2010-08-01,0,0,0,0,0,0,0,0,0,2.3,0,0,2.72,0,0,0,0,0,2.41,0,4.82,2.41,2.8,0,0,0,0,0,0,0,0,0,2.72,4.46,0,2.3,3.29,0,0,0,0,3.12,5.26,3.17,0,0,4.04,0,0,3.13,0,0,0,0,3.42,2.76,0,2.43,0,0,0,3.48,0,0
2010-09-01,0,0,0,0,0,0,0,0,0,2.3,0,0,2.72,0,0,0,0,0,2.41,0,4.82,2.41,2.8,0,0,0,0,0,0,0,0,0,2.72,4.46,0,2.3,3.29,0,0,0,0,3.12,5.26,3.17,0,0,4.04,0,0,3.13,0,0,0,0,3.42,2.76,0,2.43,0,0,0,3.48,0,0
2010-10-01,0,0,0,0,0,0,0,0,0,2.28,0,0,2.45,0,0,0,0,0,2.67,0,4.84,2.72,0,0,0,0,0,0,0,0,0,0,2.54,4.14,0,2.65,3.06,0,0,0,0,3.19,5.4,3.02,2.21,0,3.93,0,0,3.12,0,0,0,0,3.28,2.61,0,2.38,0,0,0,3.27,0,3.44
2010-11-01,0,0,0,0,0,0,0,0,0,2.28,0,0,2.45,0,0,0,0,0,2.67,0,4.84,2.72,0,0,0,0,0,0,0,0,0,0,2.54,4.14,0,2.65,3.06,0,0,0,0,3.19,5.4,3.02,2.21,0,3.93,0,0,3.12,0,0,0,0,3.28,2.61,0,2.38,0,0,0,3.27,0,3.44
2010-12-01,0,0,0,0,0,0,0,0,0,2.28,0,0,2.45,0,0,0,0,0,2.67,0,4.84,2.72,0,0,0,0,0,0,0,0,0,0,2.54,4.14,0,2.65,3.06,0,0,0,0,3.19,5.4,3.02,2.21,0,3.93,0,0,3.12,0,0,0,0,3.28,2.61,0,2.38,0,0,0,3.27,0,3.44
2011-01-01,0,0,0,0,0,0,0,0,0,2.18,0,0,2.3,0,0,0,0,2.13,2.82,0,4.48,2.87,0,0,0,0,0,0,0,0,0,0,2.32,4.12,0,3.08,2.64,0,0,0,0,3.97,4.76,2.81,0,0,3.97,0,0,2.75,0,0,0,0,3.6,2.22,0,2.14,0,0,0,2.84,0,3.35
2011-02-01,0,0,0,0,0,0,0,0,0,2.18,0,0,2.3,0,0,0,0,2.13,2.82,0,4.48,2.87,0,0,0,0,0,0,0,0,0,0,2.32,4.12,0,3.08,2.64,0,0,0,0,3.97,4.76,2.81,0,0,3.97,0,0,2.75,0,0,0,0,3.6,2.22,0,2.14,0,0,0,2.84,0,3.35
2011-03-01,0,0,0,0,0,0,0,0,0,2.18,0,0,2.3,0,0,0,0,2.13,2.82,0,4.48,2.87,0,0,0,0,0,0,0,0,0,0,2.32,4.12,0,3.08,2.64,0,0,0,0,3.97,4.76,2.81,0,0,3.97,0,0,2.75,0,0,0,0,3.6,2.22,0,2.14,0,0,0,2.84,0,3.35
2011-04-01,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,2.22,2.7,0,4.42,2.51,0,0,0,0,0,0,0,0,0,0,2.58,4.46,0,2.84,3.02,0,0,0,0,3.92,4.34,3.22,0,0,3.8,0,0,3.26,0,0,0,0,3.47,2.28,0,2.29,0,0,2.34,2.96,0,3.07
2011-05-01,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,2.22,2.7,0,4.42,2.51,0,0,0,0,0,0,0,0,0,0,2.58,4.46,0,2.84,3.02,0,0,0,0,3.92,4.34,3.22,0,0,3.8,0,0,3.26,0,0,0,0,3.47,2.28,0,2.29,0,0,2.34,2.96,0,3.07
2011-06-01,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,2.22,2.7,0,4.42,2.51,0,0,0,0,0,0,0,0,0,0,2.58,4.46,0,2.84,3.02,0,0,0,0,3.92,4.34,3.22,0,0,3.8,0,0,3.26,0,0,0,0,3.47,2.28,0,2.29,0,0,2.34,2.96,0,3.07
2011-07-01,0,0,0,0,0,0,0,0,0,2.77,0,0,2.38,0,2.17,0,0,0,2.71,0,4.89,2.1,0,0,0,0,0,0,0,0,0,0,2.38,4.03,0,2.26,3.89,0,0,0,0,3.84,4.57,3.51,0,0,4.23,0,0,4.18,0,0,0,0,4,0,0,0,2.02,0,2.94,3.44,0,3.05
2011-08-01,0,0,0,0,0,0,0,0,0,2.77,0,0,2.38,0,2.17,0,0,0,2.71,0,4.89,2.1,0,0,0,0,0,0,0,0,0,0,2.38,4.03,0,2.26,3.89,0,0,0,0,3.84,4.57,3.51,0,0,4.23,0,0,4.18,0,0,0,0,4,0,0,0,2.02,0,2.94,3.44,0,3.05
2011-09-01,0,0,0,0,0,0,0,0,0,2.77,0,0,2.38,0,2.17,0,0,0,2.71,0,4.89,2.1,0,0,0,0,0,0,0,0,0,0,2.38,4.03,0,2.26,3.89,0,0,0,0,3.84,4.57,3.51,0,0,4.23,0,0,4.18,0,0,0,0,4,0,0,0,2.02,0,2.94,3.44,0,3.05
2011-10-01,0,0,0,0,0,0,0,0,0,2.26,0,0,2.37,0,2.24,0,0,0,2.89,0,5.21,2.18,0,0,0,0,0,0,0,0,0,0,2.42,3.95,0,2.09,3.71,0,0,0,0,2.11,4.44,3.96,0,0,4.93,0,0,4.07,0,0,0,0,4.26,0,0,0,2.43,0,3.11,3.67,0,2.25
2011-11-01,0,0,0,0,0,0,0,0,0,2.26,0,0,2.37,0,2.24,0,0,0,2.89,0,5.21,2.18,0,0,0,0,0,0,0,0,0,0,2.42,3.95,0,2.09,3.71,0,0,0,0,2.11,4.44,3.96,0,0,4.93,0,0,4.07,0,0,0,0,4.26,0,0,0,2.43,0,3.11,3.67,0,2.25
2011-12-01,0,0,0,0,0,0,0,0,0,2.26,0,0,2.37,0,2.24,0,0,0,2.89,0,5.21,2.18,0,0,0,0,0,0,0,0,0,0,2.42,3.95,0,2.09,3.71,0,0,0,0,2.11,4.44,3.96,0,0,4.93,0,0,4.07,0,0,0,0,4.26,0,0,0,2.43,0,3.11,3.67,0,2.25
2012-01-01,0,0,0,0,0,0,0,0,0,2.46,0,0,2.27,0,0,0,0,0,2.73,0,3.94,2.26,0,0,0,0,0,0,0,0,0,0,2.8,4.06,0,2.17,3.37,0,0,0,0,2.33,4.37,3.92,0,0,3.58,0,3.33,3.75,0,0,0,0,3.98,0,0,0,2.22,0,3.48,3.39,0,2.4
2012-02-01,0,0,0,0,0,0,0,0,0,2.46,0,0,2.27,0,0,0,0,0,2.73,0,3.94,2.26,0,0,0,0,0,0,0,0,0,0,2.8,4.06,0,2.17,3.37,0,0,0,0,2.33,4.37,3.92,0,0,3.58,0,3.33,3.75,0,0,0,0,3.98,0,0,0,2.22,0,3.48,3.39,0,2.4
2012-03-01,0,0,0,0,0,0,0,0,0,2.46,0,0,2.27,0,0,0,0,0,2.73,0,3.94,2.26,0,0,0,0,0,0,0,0,0,0,2.8,4.06,0,2.17,3.37,0,0,0,0,2.33,4.37,3.92,0,0,3.58,0,3.33,3.75,0,0,0,0,3.98,0,0,0,2.22,0,3.48,3.39,0,2.4
2012-04-01,0,0,0,0,0,0,0,0,0,2.25,0,2.94,2.4,0,2.23,0,0,0,2.84,0,3.9,0,0,0,0,0,0,0,0,0,0,0,2.57,3.79,0,2.27,3.99,0,0,0,0,2.25,4.27,4.08,0,0,2.7,0,3.31,3.84,0,0,0,0,3.76,0,0,0,2.54,0,3.51,2.73,0,0
2012-05-01,0,0,0,0,0,0,0,0,0,2.25,0,2.94,2.4,0,2.23,0,0,0,2.84,0,3.9,0,0,0,0,0,0,0,0,0,0,0,2.57,3.79,0,2.27,3.99,0,0,0,0,2.25,4.27,4.08,0,0,2.7,0,3.31,3.84,0,0,0,0,3.76,0,0,0,2.54,0,3.51,2.73,0,0
2012-06-01,0,0,0,0,0,0,0,0,0,2.25,0,2.94,2.4,0,2.23,0,0,0,2.84,0,3.9,0,0,0,0,0,0,0,0,0,0,0,2.57,3.79,0,2.27,3.99,0,0,0,0,2.25,4.27,4.08,0,0,2.7,0,3.31,3.84,0,0,0,0,3.76,0,0,0,2.54,0,3.51,2.73,0,0
2012-07-01,0,0,0,0,0,0,0,0,0,2.41,0,2.9,2.4,0,2.12,0,0,0,2.73,0,4.02,0,0,0,0,0,0,0,0,0,0,0,2.85,3.87,0,2.29,3.83,0,0,0,0,2.34,4.25,4.21,0,0,0,0,3.23,3.91,0,0,0,0,4.65,0,0,0,2.38,0,3.41,2.72,0,2.16
2012-08-01,0,0,0,0,0,0,0,0,0,2.41,0,2.9,2.4,0,2.12,0,0,0,2.73,0,4.02,0,0,0,0,0,0,0,0,0,0,0,2.85,3.87,0,2.29,3.83,0,0,0,0,2.34,4.25,4.21,0,0,0,0,3.23,3.91,0,0,0,0,4.65,0,0,0,2.38,0,3.41,2.72,0,2.16
2012-09-01,0,0,0,0,0,0,0,0,0,2.41,0,2.9,2.4,0,2.12,0,0,0,2.73,0,4.02,0,0,0,0,0,0,0,0,0,0,0,2.85,3.87,0,2.29,3.83,0,0,0,0,2.34,4.25,4.21,0,0,0,0,3.23,3.91,0,0,0,0,4.65,0,0,0,2.38,0,3.41,2.72,0,2.16
2012-10-01,0,0,0,0,0,0,0,0,0,2.47,0,3.06,2.25,0,0,0,0,0,2.57,2.58,3.85,2.93,0,0,0,0,0,0,0,0,0,0,2.77,3.72,0,2.22,3.61,0,0,0,0,2.49,4.07,4,0,0,0,0,3.01,3.9,0,0,0,0,4.46,0,0,0,2.34,0,3.13,2.33,0,0
2012-11-01,0,0,0,0,0,0,0,0,0,2.47,0,3.06,2.25,0,0,0,0,0,2.57,2.58,3.85,2.93,0,0,0,0,0,0,0,0,0,0,2.77,3.72,0,2.22,3.61,0,0,0,0,2.49,4.07,4,0,0,0,0,3.01,3.9,0,0,0,0,4.46,0,0,0,2.34,0,3.13,2.33,0,0
2012-12-01,0,0,0,0,0,0,0,0,0,2.47,0,3.06,2.25,0,0,0,0,0,2.57,2.58,3.85,2.93,0,0,0,0,0,0,0,0,0,0,2.77,3.72,0,2.22,3.61,0,0,0,0,2.49,4.07,4,0,0,0,0,3.01,3.9,0,0,0,0,4.46,0,0,0,2.34,0,3.13,2.33,0,0
2013-01-01,0,0,0,0,0,0,0,0,0,2.46,0,3.04,2.39,0,0,0,0,0,2.44,2.51,3.46,2.9,0,0,0,0,0,0,0,0,2.38,0,2.92,3.65,0,0,3.84,0,0,0,0,2.38,4.14,4.15,0,0,0,0,3.74,4.14,0,0,0,0,3.81,0,0,0,2.42,0,3.1,0,0,0
2013-02-01,0,0,0,0,0,0,0,0,0,2.46,0,3.04,2.39,0,0,0,0,0,2.44,2.51,3.46,2.9,0,0,0,0,0,0,0,0,2.38,0,2.92,3.65,0,0,3.84,0,0,0,0,2.38,4.14,4.15,0,0,0,0,3.74,4.14,0,0,0,0,3.81,0,0,0,2.42,0,3.1,0,0,0
2013-03-01,0,0,0,0,0,0,0,0,0,2.46,0,3.04,2.39,0,0,0,0,0,2.44,2.51,3.46,2.9,0,0,0,0,0,0,0,0,2.38,0,2.92,3.65,0,0,3.84,0,0,0,0,2.38,4.14,4.15,0,0,0,0,3.74,4.14,0,0,0,0,3.81,0,0,0,2.42,0,3.1,0,0,0
