"Date","A","ACT","ADP","AGN","AIG","AIV","ALEX","ALX","APD","BEAM","BGP","BHC","BRK","BX","C","CEN","CMG","CP","CXW","EMC","FBHS","FO","GLRE","GM","H","HHC","HLT","JCP","LDG","LOW","MA","MATX","MCD","MDLZ","NKE","NOMD","PG","PK","QSR","RTX","SBUX","SHLDQ","SKS","TGT","V","WB","WEN","YUM","ZTS"
2014-08-01,0,0,0,38.33,0,0,0,0,19.93,0,0,0,0,0,0,0,0,21.54,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52
2014-09-01,0,0,0,38.33,0,0,0,0,19.93,0,0,0,0,0,0,0,0,21.54,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52
2014-10-01,0,0,0,35.3,0,0,0,0,18.47,0,0,0,0,0,0,0,0,16.74,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,0,0,0,0,0,0,0,0,11.15
2014-11-01,0,0,0,35.3,0,0,0,0,18.47,0,0,0,0,0,0,0,0,16.74,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,0,0,0,0,0,0,0,0,11.15
2014-12-01,0,0,0,35.3,0,0,0,0,18.47,0,0,0,0,0,0,0,0,16.74,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,0,0,0,0,0,0,0,0,11.15
2015-01-01,0,2.68,0,0,0,0,0,0,20.77,0,0,25.84,0,0,0,0,0,17.01,0,0,0,0,0,0,0,3.69,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,0,12.93
2015-02-01,0,2.68,0,0,0,0,0,0,20.77,0,0,25.84,0,0,0,0,0,17.01,0,0,0,0,0,0,0,3.69,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,0,12.93
2015-03-01,0,2.68,0,0,0,0,0,0,20.77,0,0,25.84,0,0,0,0,0,17.01,0,0,0,0,0,0,0,3.69,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,0,12.93
2015-04-01,0,0,0,0,0,0,0,0,19.46,0,0,29.95,0,0,0,0,0,15.46,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,10.05,0,0,0,0,0,0,0,0,0,13.96
2015-05-01,0,0,0,0,0,0,0,0,19.46,0,0,29.95,0,0,0,0,0,15.46,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,10.05,0,0,0,0,0,0,0,0,0,13.96
2015-06-01,0,0,0,0,0,0,0,0,19.46,0,0,29.95,0,0,0,0,0,15.46,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,10.05,0,0,0,0,0,0,0,0,0,13.96
2015-07-01,0,0,0,0,0,0,0,0,18.79,0,0,24.9,0,0,0,0,0,14.35,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,13.02,0,0,0,0,9.79,0,0,0,0,0,0,0,0,0,12.35
2015-08-01,0,0,0,0,0,0,0,0,18.79,0,0,24.9,0,0,0,0,0,14.35,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,13.02,0,0,0,0,9.79,0,0,0,0,0,0,0,0,0,12.35
2015-09-01,0,0,0,0,0,0,0,0,18.79,0,0,24.9,0,0,0,0,0,14.35,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,13.02,0,0,0,0,9.79,0,0,0,0,0,0,0,0,0,12.35
2015-10-01,0,0,0,0,0,0,0,0,21.46,0,0,13.54,0,0,0,0,0,14.28,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,15.61,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,16.09
2015-11-01,0,0,0,0,0,0,0,0,21.46,0,0,13.54,0,0,0,0,0,14.28,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,15.61,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,16.09
2015-12-01,0,0,0,0,0,0,0,0,21.46,0,0,13.54,0,0,0,0,0,14.28,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,15.61,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,16.09
2016-01-01,0,0,0,0,0,0,0,0,12.37,0,0,6.41,0,0,0,0,0,20.89,0,0,0,0,0,0,0,4.27,0,0,0,0,0,0,0,10.4,0,3.39,0,0,17.17,0,0,0,0,0,0,0,0,0,20.94
2016-02-01,0,0,0,0,0,0,0,0,12.37,0,0,6.41,0,0,0,0,0,20.89,0,0,0,0,0,0,0,4.27,0,0,0,0,0,0,0,10.4,0,3.39,0,0,17.17,0,0,0,0,0,0,0,0,0,20.94
2016-03-01,0,0,0,0,0,0,0,0,12.37,0,0,6.41,0,0,0,0,0,20.89,0,0,0,0,0,0,0,4.27,0,0,0,0,0,0,0,10.4,0,3.39,0,0,17.17,0,0,0,0,0,0,0,0,0,20.94
2016-04-01,0,0,0,0,0,0,0,0,14.37,0,0,5.79,0,0,0,0,0,16.87,0,0,0,0,0,0,0,5.43,0,0,0,0,0,0,0,13.9,0,3.54,0,0,21.68,0,0,0,0,0,0,0,0,0,13.38
2016-05-01,0,0,0,0,0,0,0,0,14.37,0,0,5.79,0,0,0,0,0,16.87,0,0,0,0,0,0,0,5.43,0,0,0,0,0,0,0,13.9,0,3.54,0,0,21.68,0,0,0,0,0,0,0,0,0,13.38
2016-06-01,0,0,0,0,0,0,0,0,14.37,0,0,5.79,0,0,0,0,0,16.87,0,0,0,0,0,0,0,5.43,0,0,0,0,0,0,0,13.9,0,3.54,0,0,21.68,0,0,0,0,0,0,0,0,0,13.38
2016-07-01,0,0,0,0,0,0,0,0,11.18,0,0,9.79,0,0,0,0,4.34,0,0,0,0,0,0,0,0,7.55,0,0,0,0,0,0,0,18.61,0,7.28,0,0,32.24,0,0,0,0,0,0,0,0,0,2.61
2016-08-01,0,0,0,0,0,0,0,0,11.18,0,0,9.79,0,0,0,0,4.34,0,0,0,0,0,0,0,0,7.55,0,0,0,0,0,0,0,18.61,0,7.28,0,0,32.24,0,0,0,0,0,0,0,0,0,2.61
2016-09-01,0,0,0,0,0,0,0,0,11.18,0,0,9.79,0,0,0,0,4.34,0,0,0,0,0,0,0,0,7.55,0,0,0,0,0,0,0,18.61,0,7.28,0,0,32.24,0,0,0,0,0,0,0,0,0,2.61
