"Date","ACA","ADBE","ADS","ADSK","AES","AFI","ALB","ALSN","ARMK","AWI","AXP","BHC","BHI","BIVV","BKNG","BKR","BP","C","CBRE","CF","COL","CPWR","DAR","DRC","EIX","ES","ESRX","EVA","EXPD","FDX","FNF","FOX","FOXA","GDI","HAL","HE","ICE","INT","KAR","KKR","LIND","LKQ","MCO","MOS","MS","MSCI","MSFT","MSI","NLOK","NTCT","NYT","PCG","PCP","PSN","SLE","SLM","SPGI","STRA","STX","TECH","TRN","TSG","TW","UFI","VLO","VRRM","VRSN","WCC","WLTW","XPO","XRAY"
2013-05-01,0,14.65,0,0,0,0,0,0,0,0,0,16.73,0,0,0,0,0,0,7.68,1.76,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.19,0,0,0,0,0,0,2.12,20.48,17.14,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,7.63,0,0
2013-06-01,0,14.65,0,0,0,0,0,0,0,0,0,16.73,0,0,0,0,0,0,7.68,1.76,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.19,0,0,0,0,0,0,2.12,20.48,17.14,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,7.63,0,0
2013-07-01,0,14.67,0,0,0,0,0,1.05,0,0,0,17.82,0,0,0,0,0,0,6.71,2.69,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.22,0,2.69,20.1,15.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,7.12,0,0
2013-08-01,0,14.67,0,0,0,0,0,1.05,0,0,0,17.82,0,0,0,0,0,0,6.71,2.69,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.22,0,2.69,20.1,15.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,7.12,0,0
2013-09-01,0,14.67,0,0,0,0,0,1.05,0,0,0,17.82,0,0,0,0,0,0,6.71,2.69,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.22,0,2.69,20.1,15.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,7.12,0,0
2013-10-01,0,12.53,0,0,0,0,0,4.12,0,0,0,18.37,0,0,0,0,0,0,7,0,8.02,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,2.7,20.69,16.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0
2013-11-01,0,12.53,0,0,0,0,0,4.12,0,0,0,18.37,0,0,0,0,0,0,7,0,8.02,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,2.7,20.69,16.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0
2013-12-01,0,12.53,0,0,0,0,0,4.12,0,0,0,18.37,0,0,0,0,0,0,7,0,8.02,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,2.7,20.69,16.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0
2014-01-01,0,12.56,0,0,0,0,0,4.07,0,0,0,18.84,0,0,0,0,0,0,6.66,0,7.89,0,0,2.21,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,2.64,22.06,14.03,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,0
2014-02-01,0,12.56,0,0,0,0,0,4.07,0,0,0,18.84,0,0,0,0,0,0,6.66,0,7.89,0,0,2.21,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,2.64,22.06,14.03,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,0
2014-03-01,0,12.56,0,0,0,0,0,4.07,0,0,0,18.84,0,0,0,0,0,0,6.66,0,7.89,0,0,2.21,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,2.64,22.06,14.03,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,0
2014-04-01,0,13.14,0,0,0,0,0,4.14,0,1.15,0,17.64,0,0,0,0,0,0,7.62,0,6.94,0,0,2.05,0,0,0,0,0.3,0,0,0.67,0,0,0,0,0,0,0.19,0,0,0,0,0,0,3.17,22.88,14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0
2014-05-01,0,13.14,0,0,0,0,0,4.14,0,1.15,0,17.64,0,0,0,0,0,0,7.62,0,6.94,0,0,2.05,0,0,0,0,0.3,0,0,0.67,0,0,0,0,0,0,0.19,0,0,0,0,0,0,3.17,22.88,14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0
2014-06-01,0,13.14,0,0,0,0,0,4.14,0,1.15,0,17.64,0,0,0,0,0,0,7.62,0,6.94,0,0,2.05,0,0,0,0,0.3,0,0,0.67,0,0,0,0,0,0,0.19,0,0,0,0,0,0,3.17,22.88,14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0
2014-07-01,0,11.07,0,0,0,0,0,3.44,0,3.45,0,16.64,0,0,0,0,0,0,6.41,0,5.81,0,0,0,0,0,0,0,0,0,0,5.63,1.06,0,0,0,0,0,0,0,0,0,0,0,0,2.93,23.07,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11,0,0
2014-08-01,0,11.07,0,0,0,0,0,3.44,0,3.45,0,16.64,0,0,0,0,0,0,6.41,0,5.81,0,0,0,0,0,0,0,0,0,0,5.63,1.06,0,0,0,0,0,0,0,0,0,0,0,0,2.93,23.07,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11,0,0
2014-09-01,0,11.07,0,0,0,0,0,3.44,0,3.45,0,16.64,0,0,0,0,0,0,6.41,0,5.81,0,0,0,0,0,0,0,0,0,0,5.63,1.06,0,0,0,0,0,0,0,0,0,0,0,0,2.93,23.07,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11,0,0
2014-10-01,0,7.29,0,0,0,0,0,4.06,0,2.95,0,17.38,5.27,0,0,0,0,0,6.72,0,2.36,0,0,0,0,0,0,0,0,0,0,7,0,0,5.15,0,0,0,0,0,0,0,0,0,0,2.77,21.61,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,0,0
2014-11-01,0,7.29,0,0,0,0,0,4.06,0,2.95,0,17.38,5.27,0,0,0,0,0,6.72,0,2.36,0,0,0,0,0,0,0,0,0,0,7,0,0,5.15,0,0,0,0,0,0,0,0,0,0,2.77,21.61,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,0,0
2014-12-01,0,7.29,0,0,0,0,0,4.06,0,2.95,0,17.38,5.27,0,0,0,0,0,6.72,0,2.36,0,0,0,0,0,0,0,0,0,0,7,0,0,5.15,0,0,0,0,0,0,0,0,0,0,2.77,21.61,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,0,0
2015-01-01,0,6.54,0,0,0,0,0,3.38,0,2.92,0,21.28,8.17,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,8.19,0,0,0,0,0,0,0,0,0,0,3.15,16.91,6.48,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,4.91,0,0
2015-02-01,0,6.54,0,0,0,0,0,3.38,0,2.92,0,21.28,8.17,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,8.19,0,0,0,0,0,0,0,0,0,0,3.15,16.91,6.48,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,4.91,0,0
2015-03-01,0,6.54,0,0,0,0,0,3.38,0,2.92,0,21.28,8.17,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,8.19,0,0,0,0,0,0,0,0,0,0,3.15,16.91,6.48,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,4.91,0,0
2015-04-01,0,6.7,0,0,0,0,0,2.95,0,2.58,4.54,17.54,7.55,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,7.56,0,0,8.51,0,0,0,0,0,0,0,0,0,0,3.02,17.5,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0
2015-05-01,0,6.7,0,0,0,0,0,2.95,0,2.58,4.54,17.54,7.55,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,7.56,0,0,8.51,0,0,0,0,0,0,0,0,0,0,3.02,17.5,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0
2015-06-01,0,6.7,0,0,0,0,0,2.95,0,2.58,4.54,17.54,7.55,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,7.56,0,0,8.51,0,0,0,0,0,0,0,0,0,0,3.02,17.5,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0
2015-07-01,0,6.7,0,0,0,0,0,2.97,0,2.55,4.87,15.55,7.03,0,0,0,0,0,5.83,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,7.64,0,0,0,0,0,0,0,0,0,0,3.22,19.37,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,4.39,0,0
2015-08-01,0,6.7,0,0,0,0,0,2.97,0,2.55,4.87,15.55,7.03,0,0,0,0,0,5.83,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,7.64,0,0,0,0,0,0,0,0,0,0,3.22,19.37,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,4.39,0,0
2015-09-01,0,6.7,0,0,0,0,0,2.97,0,2.55,4.87,15.55,7.03,0,0,0,0,0,5.83,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,7.64,0,0,0,0,0,0,0,0,0,0,3.22,19.37,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,4.39,0,0
2015-10-01,0,9.11,0,0,0,0,0,3.43,0,2.91,0,10.55,7.43,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,8.92,0,0,3.89,0,0,0,0,0,0,0,0,0,0,3.16,21.75,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,6.19,0,0
2015-11-01,0,9.11,0,0,0,0,0,3.43,0,2.91,0,10.55,7.43,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,8.92,0,0,3.89,0,0,0,0,0,0,0,0,0,0,3.16,21.75,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,6.19,0,0
2015-12-01,0,9.11,0,0,0,0,0,3.43,0,2.91,0,10.55,7.43,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,8.92,0,0,3.89,0,0,0,0,0,0,0,0,0,0,3.16,21.75,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,6.19,0,0
2016-01-01,0,0.01,1.19,0,0,0,0,5.15,0,4.44,0,3.94,10.17,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,0,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31.21,6.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0
2016-02-01,0,0.01,1.19,0,0,0,0,5.15,0,4.44,0,3.94,10.17,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,0,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31.21,6.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0
2016-03-01,0,0.01,1.19,0,0,0,0,5.15,0,4.44,0,3.94,10.17,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,0,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31.21,6.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0
2016-04-01,0,0,5.85,0,0,0.71,0,4.9,0,3.27,0,2.74,15.93,0,0,0,0,0,7.92,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,8.96,0.91,26.3,0,0,0,0,0,0,0,0,0,0,0,0.66,0,1.01,0,0,0,0,0,0,0,9.15,0,0
2016-05-01,0,0,5.85,0,0,0.71,0,4.9,0,3.27,0,2.74,15.93,0,0,0,0,0,7.92,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,8.96,0.91,26.3,0,0,0,0,0,0,0,0,0,0,0,0.66,0,1.01,0,0,0,0,0,0,0,9.15,0,0
2016-06-01,0,0,5.85,0,0,0.71,0,4.9,0,3.27,0,2.74,15.93,0,0,0,0,0,7.92,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,8.96,0.91,26.3,0,0,0,0,0,0,0,0,0,0,0,0.66,0,1.01,0,0,0,0,0,0,0,9.15,0,0
2016-07-01,0,0,9.33,0,0,0.76,0,4.77,0,3.31,0,3.2,13.13,0,0,0,0,0,8.43,0,0,0,0,0,0,0,0,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0,0,0,0,11.69,0,19.36,0,0,0,0,0,0,0,0,0,0,0,3.2,0,2.61,0,0,0,0,0,0,0,9.37,0,0
2016-08-01,0,0,9.33,0,0,0.76,0,4.77,0,3.31,0,3.2,13.13,0,0,0,0,0,8.43,0,0,0,0,0,0,0,0,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0,0,0,0,11.69,0,19.36,0,0,0,0,0,0,0,0,0,0,0,3.2,0,2.61,0,0,0,0,0,0,0,9.37,0,0
2016-09-01,0,0,9.33,0,0,0.76,0,4.77,0,3.31,0,3.2,13.13,0,0,0,0,0,8.43,0,0,0,0,0,0,0,0,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0,0,0,0,11.69,0,19.36,0,0,0,0,0,0,0,0,0,0,0,3.2,0,2.61,0,0,0,0,0,0,0,9.37,0,0
2016-10-01,0,0,9.85,0,0,0.75,0,2.91,0,3.16,0,1.79,14.62,0,0,0,0,0,10.83,0,0,0,0,0,0,0,0,0,0,0,0,11.93,0,0,0,0,0,0,0,0,0,0,0,0,9.33,0,19.71,0,0,0.43,0,0,0,0,0,0,0,0,2.99,0,3.55,0,0,0,0,0,0,0,8.14,0,0
2016-11-01,0,0,9.85,0,0,0.75,0,2.91,0,3.16,0,1.79,14.62,0,0,0,0,0,10.83,0,0,0,0,0,0,0,0,0,0,0,0,11.93,0,0,0,0,0,0,0,0,0,0,0,0,9.33,0,19.71,0,0,0.43,0,0,0,0,0,0,0,0,2.99,0,3.55,0,0,0,0,0,0,0,8.14,0,0
2016-12-01,0,0,9.85,0,0,0.75,0,2.91,0,3.16,0,1.79,14.62,0,0,0,0,0,10.83,0,0,0,0,0,0,0,0,0,0,0,0,11.93,0,0,0,0,0,0,0,0,0,0,0,0,9.33,0,19.71,0,0,0.43,0,0,0,0,0,0,0,0,2.99,0,3.55,0,0,0,0,0,0,0,8.14,0,0
2017-01-01,0,0,12.25,0,0,0.71,0,0,0,3.55,0,1.66,15.73,3.86,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,14.19,0,0,0,0,0,0,0,0,0,0,0,0,6.41,0,12.69,0,0,0.73,0,0,0,0,0,0,0,0,3.67,0,3.46,0,0,0,0,0,0,0,8.88,0,0
2017-02-01,0,0,12.25,0,0,0.71,0,0,0,3.55,0,1.66,15.73,3.86,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,14.19,0,0,0,0,0,0,0,0,0,0,0,0,6.41,0,12.69,0,0,0.73,0,0,0,0,0,0,0,0,3.67,0,3.46,0,0,0,0,0,0,0,8.88,0,0
2017-03-01,0,0,12.25,0,0,0.71,0,0,0,3.55,0,1.66,15.73,3.86,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,14.19,0,0,0,0,0,0,0,0,0,0,0,0,6.41,0,12.69,0,0,0.73,0,0,0,0,0,0,0,0,3.67,0,3.46,0,0,0,0,0,0,0,8.88,0,0
2017-04-01,0,0,13.48,0,0,0.74,0,0,0,3.78,0,2.78,15.29,3.85,0,0,0,0,11.18,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,0,0,0,0,0.83,0,0,0,0,7.12,0,9.86,0,0,0.54,0,0,0,0,0,0,0,0,4.78,0,3.9,0,0,0,0,0,0,0,8.59,0,0
2017-05-01,0,0,13.48,0,0,0.74,0,0,0,3.78,0,2.78,15.29,3.85,0,0,0,0,11.18,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,0,0,0,0,0.83,0,0,0,0,7.12,0,9.86,0,0,0.54,0,0,0,0,0,0,0,0,4.78,0,3.9,0,0,0,0,0,0,0,8.59,0,0
2017-06-01,0,0,13.48,0,0,0.74,0,0,0,3.78,0,2.78,15.29,3.85,0,0,0,0,11.18,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,0,0,0,0,0.83,0,0,0,0,7.12,0,9.86,0,0,0.54,0,0,0,0,0,0,0,0,4.78,0,3.9,0,0,0,0,0,0,0,8.59,0,0
2017-07-01,0,0,13.05,0,0,0.73,0,0,0,4.73,0,2.59,0,0.73,0,11.53,0,0,10.96,0,0,0,0,0,0,0,0,0,0,0,0,13.78,0,0,0,0,0,0,0,9.28,0,0,0,0,8.63,0,6.73,0,0,0,0,0,0,0,0,0,0,0,7.13,0,5.52,0,0,0,0,0,0,0,4.61,0,0
2017-08-01,0,0,13.05,0,0,0.73,0,0,0,4.73,0,2.59,0,0.73,0,11.53,0,0,10.96,0,0,0,0,0,0,0,0,0,0,0,0,13.78,0,0,0,0,0,0,0,9.28,0,0,0,0,8.63,0,6.73,0,0,0,0,0,0,0,0,0,0,0,7.13,0,5.52,0,0,0,0,0,0,0,4.61,0,0
2017-09-01,0,0,13.05,0,0,0.73,0,0,0,4.73,0,2.59,0,0.73,0,11.53,0,0,10.96,0,0,0,0,0,0,0,0,0,0,0,0,13.78,0,0,0,0,0,0,0,9.28,0,0,0,0,8.63,0,6.73,0,0,0,0,0,0,0,0,0,0,0,7.13,0,5.52,0,0,0,0,0,0,0,4.61,0,0
2017-10-01,0,0,15.07,0,0,0.79,0,0,0,5.64,0,3.79,0,0,0,0,0,0.83,10.92,0,0,0,0,0,0,0,0.91,0,0,0,0,18.41,0,0,0,0,0,0,0,10.18,0,0,0,0,9.53,0,7.8,0,0,0,0,0,0,0,0,0,0,0,9.08,0,7.05,0,0,0,0,0,0,0,0,0,0
2017-11-01,0,0,15.07,0,0,0.79,0,0,0,5.64,0,3.79,0,0,0,0,0,0.83,10.92,0,0,0,0,0,0,0,0.91,0,0,0,0,18.41,0,0,0,0,0,0,0,10.18,0,0,0,0,9.53,0,7.8,0,0,0,0,0,0,0,0,0,0,0,9.08,0,7.05,0,0,0,0,0,0,0,0,0,0
2017-12-01,0,0,15.07,0,0,0.79,0,0,0,5.64,0,3.79,0,0,0,0,0,0.83,10.92,0,0,0,0,0,0,0,0.91,0,0,0,0,18.41,0,0,0,0,0,0,0,10.18,0,0,0,0,9.53,0,7.8,0,0,0,0,0,0,0,0,0,0,0,9.08,0,7.05,0,0,0,0,0,0,0,0,0,0
2018-01-01,0,0,12.54,0,0,0.63,0,0,0,3.87,0,2.87,0,0,0,0,0,10.96,9.43,0,0,0,0,0,0,0,0,0,0,0,0,19.44,0,0,0,0,0,0,0,10.11,0,0,0,0,9.72,0,0,0,0,0,0,0,0,0,0,0.83,0,0,12.59,0,7,0,0,0,0,0,0,0,0,0,0
