"Date","AAL","AAPL","AMP","AMZN","ANTM","AXP","BAC","BK","BUD","CBI","CEG","CHTR","COP","COST","CVS","DAL","DE","DG","DVA","FISV","FWONA","GD","GE","GHC","GL","GM","GS","GSK","IBM","INTC","IR","IRM","JNJ","JPM","KHC","KMX","KO","LSXMK","LUV","MA","MCO","MDLZ","MON","MTB","NKE","NLC","NOV","NRG","NSC","NSRGY","ORCL","PCP","PG","PSX","RSG","SNY","SU","T","TT","UAL","UNP","UPS","USB","V","VRSN","VZ","WFC","WMT","WSC","XOM"
2007-08-01,0,0,0,0,0,13.68,0.7,0,2.7,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,6.15,0,0,0,17.47,0,0,0,3.68,0,0,1.05,0.68,0,0,0,0,0,0,0,11.31,0,0,0,0,0,0.59,0,0.77,0,3.24,0,0,0,15.14,1.32,3.45,0
2007-09-01,0,0,0,0,0,13.68,0.7,0,2.7,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,6.15,0,0,0,17.47,0,0,0,3.68,0,0,1.05,0.68,0,0,0,0,0,0,0,11.31,0,0,0,0,0,0.59,0,0.77,0,3.24,0,0,0,15.14,1.32,3.45,0
2007-10-01,0,0,0,0,0,11.47,0,0,2.72,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,5.99,0,0,0.6,17.85,0,0,0,2.49,6.28,0,0.8,0.71,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0.74,0,0.81,0,3.12,0,0,0,12.7,1.38,3.32,0
2007-11-01,0,0,0,0,0,11.47,0,0,2.72,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,5.99,0,0,0.6,17.85,0,0,0,2.49,6.28,0,0.8,0.71,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0.74,0,0.81,0,3.12,0,0,0,12.7,1.38,3.32,0
2007-12-01,0,0,0,0,0,11.47,0,0,2.72,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,5.99,0,0,0.6,17.85,0,0,0,2.49,6.28,0,0.8,0.71,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0.74,0,0.81,0,3.12,0,0,0,12.7,1.38,3.32,0
2008-01-01,0,0,0,0,0,9.97,0,0,2.54,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,6.03,0,0,0.62,18.32,0,0,0,2.52,6.45,0,0.81,0.78,0,0,0,0,0,0,0,11.16,0,0,0,0,0,0.75,0,0.84,0,3.34,0,0,0,12.73,1.58,3.47,0
2008-02-01,0,0,0,0,0,9.97,0,0,2.54,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,6.03,0,0,0.62,18.32,0,0,0,2.52,6.45,0,0.81,0.78,0,0,0,0,0,0,0,11.16,0,0,0,0,0,0.75,0,0.84,0,3.34,0,0,0,12.73,1.58,3.47,0
2008-03-01,0,0,0,0,0,9.97,0,0,2.54,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,6.03,0,0,0.62,18.32,0,0,0,2.52,6.45,0,0.81,0.78,0,0,0,0,0,0,0,11.16,0,0,0,0,0,0.75,0,0.84,0,3.34,0,0,0,12.73,1.58,3.47,0
2008-04-01,0,0,0,0,0,8.99,0,0,1.35,0,0,0,8.87,0.58,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,6.26,0,0,0.48,16.37,0,0,0,2.6,6.19,0,0.75,0.72,0,0,0,0,0,0,0,10.13,0,0,0,0,0,0,0,1.06,0,3.01,0,0,0,10.87,1.76,3.43,0
2008-05-01,0,0,0,0,0,8.99,0,0,1.35,0,0,0,8.87,0.58,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,6.26,0,0,0.48,16.37,0,0,0,2.6,6.19,0,0.75,0.72,0,0,0,0,0,0,0,10.13,0,0,0,0,0,0,0,1.06,0,3.01,0,0,0,10.87,1.76,3.43,0
2008-06-01,0,0,0,0,0,8.99,0,0,1.35,0,0,0,8.87,0.58,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,6.26,0,0,0.48,16.37,0,0,0,2.6,6.19,0,0.75,0.72,0,0,0,0,0,0,0,10.13,0,0,0,0,0,0,0,1.06,0,3.01,0,0,0,10.87,1.76,3.43,0
2008-07-01,0,0,0,0,0,7.69,0,0,1.29,0,0,0,8.8,0.49,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,6.12,0,0,0.37,15.13,0,0,0,2.34,6.48,0,0.86,0.73,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0.91,0,3.76,0,0,0,15.59,1.71,2.91,0
2008-08-01,0,0,0,0,0,7.69,0,0,1.29,0,0,0,8.8,0.49,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,6.12,0,0,0.37,15.13,0,0,0,2.34,6.48,0,0.86,0.73,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0.91,0,3.76,0,0,0,15.59,1.71,2.91,0
2008-09-01,0,0,0,0,0,7.69,0,0,1.29,0,0,0,8.8,0.49,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,6.12,0,0,0.37,15.13,0,0,0,2.34,6.48,0,0.86,0.73,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0.91,0,3.76,0,0,0,15.59,1.71,2.91,0
2008-10-01,0,0,0,0,0.39,5.42,0,0,0,0,0.96,0,7.98,0.53,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,3.3,0,0,0,17.46,0,0,0,1.86,7.16,0,0.74,0.75,0,0,0,0,0,0,0,11.48,0,0,0,0,0,0,0,0.82,0,3.26,0,0,0,16.49,2.16,3.17,0
2008-11-01,0,0,0,0,0.39,5.42,0,0,0,0,0.96,0,7.98,0.53,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,3.3,0,0,0,17.46,0,0,0,1.86,7.16,0,0.74,0.75,0,0,0,0,0,0,0,11.48,0,0,0,0,0,0,0,0.82,0,3.26,0,0,0,16.49,2.16,3.17,0
2008-12-01,0,0,0,0,0.39,5.42,0,0,0,0,0.96,0,7.98,0.53,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,3.3,0,0,0,17.46,0,0,0,1.86,7.16,0,0.74,0.75,0,0,0,0,0,0,0,11.48,0,0,0,0,0,0,0,0.82,0,3.26,0,0,0,16.49,2.16,3.17,0
2009-01-01,0,0,0,0,0.44,5.06,0,0,0,0,0.75,0,6.82,0.6,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,4.18,0,0,0,21.51,0,0,0,2.69,7.54,0,0.74,0.88,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0.96,0,2.47,0,0,0,10.54,2.54,3.85,0
2009-02-01,0,0,0,0,0.44,5.06,0,0,0,0,0.75,0,6.82,0.6,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,4.18,0,0,0,21.51,0,0,0,2.69,7.54,0,0.74,0.88,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0.96,0,2.47,0,0,0,10.54,2.54,3.85,0
2009-03-01,0,0,0,0,0.44,5.06,0,0,0,0,0.75,0,6.82,0.6,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,4.18,0,0,0,21.51,0,0,0,2.69,7.54,0,0.74,0.88,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0.96,0,2.47,0,0,0,10.54,2.54,3.85,0
2009-04-01,0,0,0,0,0.36,7.19,0,0,0,0,0,0,5.53,0.49,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,4.28,0,0,0,19.58,0,0,0,2.58,7.15,0,0.7,0.81,0,0,0.38,0,0,0,0,10.04,0,0,0,0,0,0,0,1.02,0,2.52,0,0,0,14.98,1.97,3.39,0
2009-05-01,0,0,0,0,0.36,7.19,0,0,0,0,0,0,5.53,0.49,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,4.28,0,0,0,19.58,0,0,0,2.58,7.15,0,0.7,0.81,0,0,0.38,0,0,0,0,10.04,0,0,0,0,0,0,0,1.02,0,2.52,0,0,0,14.98,1.97,3.39,0
2009-06-01,0,0,0,0,0.36,7.19,0,0,0,0,0,0,5.53,0.49,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,4.28,0,0,0,19.58,0,0,0,2.58,7.15,0,0.7,0.81,0,0,0.38,0,0,0,0,10.04,0,0,0,0,0,0,0,1.02,0,2.52,0,0,0,14.98,1.97,3.39,0
2009-07-01,0,0,0,0,0,9.09,0,0,0,0,0,0,4.59,0.52,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0.42,0,3.98,0,0,0,18.99,0,0,0,1.42,6.42,0,0.74,0.87,0,0,0,0,0,0,0,9.87,0,0,0,0,0,0,0,0.99,0,2.67,0,0,0,15.62,3.28,3.28,0
2009-08-01,0,0,0,0,0,9.09,0,0,0,0,0,0,4.59,0.52,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0.42,0,3.98,0,0,0,18.99,0,0,0,1.42,6.42,0,0.74,0.87,0,0,0,0,0,0,0,9.87,0,0,0,0,0,0,0,0.99,0,2.67,0,0,0,15.62,3.28,3.28,0
2009-09-01,0,0,0,0,0,9.09,0,0,0,0,0,0,4.59,0.52,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0.42,0,3.98,0,0,0,18.99,0,0,0,1.42,6.42,0,0.74,0.87,0,0,0,0,0,0,0,9.87,0,0,0,0,0,0,0,0.99,0,2.67,0,0,0,15.62,3.28,3.28,0
2009-10-01,0,0,0,0,0,10.6,0,0,0,0,0,0,3.32,0.54,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0.35,0,3.02,0,0,0,19.68,0,0,0,1.47,6.49,0,0.78,0.87,0.4,0,0,0,0,0,0,9.16,0,0.41,0,0,0,0,0,0,0,2.68,0,0,0,14.91,3.6,3.38,0
2009-11-01,0,0,0,0,0,10.6,0,0,0,0,0,0,3.32,0.54,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0.35,0,3.02,0,0,0,19.68,0,0,0,1.47,6.49,0,0.78,0.87,0.4,0,0,0,0,0,0,9.16,0,0.41,0,0,0,0,0,0,0,2.68,0,0,0,14.91,3.6,3.38,0
2009-12-01,0,0,0,0,0,10.6,0,0,0,0,0,0,3.32,0.54,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0.35,0,3.02,0,0,0,19.68,0,0,0,1.47,6.49,0,0.78,0.87,0.4,0,0,0,0,0,0,9.16,0,0.41,0,0,0,0,0,0,0,2.68,0,0,0,14.91,3.6,3.38,0
2010-01-01,0,0,0,0,0,12.28,0,0,0,0,0,0,3.43,0.51,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0.42,3.06,0,0,0,21.6,0,0,0,1.8,6.34,0,0.87,1.1,0.43,0,0,0,0,0,0,9.83,0,0.62,0,0,0,0,0,0,0,3.51,0,0,0,19.56,4.26,4.32,0
2010-02-01,0,0,0,0,0,12.28,0,0,0,0,0,0,3.43,0.51,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0.42,3.06,0,0,0,21.6,0,0,0,1.8,6.34,0,0.87,1.1,0.43,0,0,0,0,0,0,9.83,0,0.62,0,0,0,0,0,0,0,3.51,0,0,0,19.56,4.26,4.32,0
2010-03-01,0,0,0,0,0,12.28,0,0,0,0,0,0,3.43,0.51,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0.42,3.06,0,0,0,21.6,0,0,0,1.8,6.34,0,0.87,1.1,0.43,0,0,0,0,0,0,9.83,0,0.62,0,0,0,0,0,0,0,3.51,0,0,0,19.56,4.26,4.32,0
2010-04-01,0,0,0,0,0,12.96,0,0,0,0,0,0,3.08,0.51,0,0,0,0,0,0.43,0,0,0,1.53,0,0,0,0,0,0,0.42,0,5.25,0,0,0,21.58,0,0,0,1.32,6.34,0,0.98,1.11,0,0,0,0,0,0,0,10.08,0,0.69,0,0,0,0,0,0,0,3.32,0,0,0,17.64,4.04,3.97,0
2010-05-01,0,0,0,0,0,12.96,0,0,0,0,0,0,3.08,0.51,0,0,0,0,0,0.43,0,0,0,1.53,0,0,0,0,0,0,0.42,0,5.25,0,0,0,21.58,0,0,0,1.32,6.34,0,0.98,1.11,0,0,0,0,0,0,0,10.08,0,0.69,0,0,0,0,0,0,0,3.32,0,0,0,17.64,4.04,3.97,0
2010-06-01,0,0,0,0,0,12.96,0,0,0,0,0,0,3.08,0.51,0,0,0,0,0,0.43,0,0,0,1.53,0,0,0,0,0,0,0.42,0,5.25,0,0,0,21.58,0,0,0,1.32,6.34,0,0.98,1.11,0,0,0,0,0,0,0,10.08,0,0.69,0,0,0,0,0,0,0,3.32,0,0,0,17.64,4.04,3.97,0
2010-07-01,0,0,0,0,0,13.12,0,0,0,0,0,0,3.44,0.58,0,0,0,0,0,0.43,0,0,0,1.42,0.31,0,0,0,0,0,0,0,5.44,0,0,0,24.1,0,0,0,1.49,6.69,0,0.9,0.6,0.32,0,0,0,0.38,0,0,9.48,0,0,0,0,0,0,0,0,0,3.07,0,0,0,17.4,4.3,4.21,0
2010-08-01,0,0,0,0,0,13.12,0,0,0,0,0,0,3.44,0.58,0,0,0,0,0,0.43,0,0,0,1.42,0.31,0,0,0,0,0,0,0,5.44,0,0,0,24.1,0,0,0,1.49,6.69,0,0.9,0.6,0.32,0,0,0,0.38,0,0,9.48,0,0,0,0,0,0,0,0,0,3.07,0,0,0,17.4,4.3,4.21,0
2010-09-01,0,0,0,0,0,13.12,0,0,0,0,0,0,3.44,0.58,0,0,0,0,0,0.43,0,0,0,1.42,0.31,0,0,0,0,0,0,0,5.44,0,0,0,24.1,0,0,0,1.49,6.69,0,0.9,0.6,0.32,0,0,0,0.38,0,0,9.48,0,0,0,0,0,0,0,0,0,3.07,0,0,0,17.4,4.3,4.21,0
2010-10-01,0,0,0,0,0,12.38,0,0,0,0,0,0,3.77,0.6,0,0,0,0,0,0,0,0,0.27,1.44,0.32,0,0,0.11,0,0,0,0,5.02,0,0,0,25.03,0,0,0,1.43,6.31,0,0.89,0,0,0,0,0,0,0,0,9.4,0,0,0.25,0,0,0,0,0,0.2,3.54,0,0,0,20.2,4.01,4,0
2010-11-01,0,0,0,0,0,12.38,0,0,0,0,0,0,3.77,0.6,0,0,0,0,0,0,0,0,0.27,1.44,0.32,0,0,0.11,0,0,0,0,5.02,0,0,0,25.03,0,0,0,1.43,6.31,0,0.89,0,0,0,0,0,0,0,0,9.4,0,0,0.25,0,0,0,0,0,0.2,3.54,0,0,0,20.2,4.01,4,0
2010-12-01,0,0,0,0,0,12.38,0,0,0,0,0,0,3.77,0.6,0,0,0,0,0,0,0,0,0.27,1.44,0.32,0,0,0.11,0,0,0,0,5.02,0,0,0,25.03,0,0,0,1.43,6.31,0,0.89,0,0,0,0,0,0,0,0,9.4,0,0,0.25,0,0,0,0,0,0.2,3.54,0,0,0,20.2,4.01,4,0
2011-01-01,0,0,0,0,0,12.61,0,0,0,0,0,0,4.28,0.58,0,0,0,0,0,0,0,0,0.29,1.39,0.35,0,0,0,1.36,0,0,0,4.65,0,0,0,24.42,0,0,0,1.77,6.07,0,0.87,0,0,0,0,0,0,0,0,8.7,0,0,0.26,0,0,0,0,0,0.2,3.36,0,0,0,19.99,3.74,4.08,0
2011-02-01,0,0,0,0,0,12.61,0,0,0,0,0,0,4.28,0.58,0,0,0,0,0,0,0,0,0.29,1.39,0.35,0,0,0,1.36,0,0,0,4.65,0,0,0,24.42,0,0,0,1.77,6.07,0,0.87,0,0,0,0,0,0,0,0,8.7,0,0,0.26,0,0,0,0,0,0.2,3.36,0,0,0,19.99,3.74,4.08,0
2011-03-01,0,0,0,0,0,12.61,0,0,0,0,0,0,4.28,0.58,0,0,0,0,0,0,0,0,0.29,1.39,0.35,0,0,0,1.36,0,0,0,4.65,0,0,0,24.42,0,0,0,1.77,6.07,0,0.87,0,0,0,0,0,0,0,0,8.7,0,0,0.26,0,0,0,0,0,0.2,3.36,0,0,0,19.99,3.74,4.08,0
2011-04-01,0,0,0,0,0,13.84,0,0,0,0,0,0,3.86,0.62,0,0,0,0,0,0,0,0,0.26,1.28,0.32,0,0,0,7.53,0,0,0,5.01,0,0,0,23.77,0,0,0.22,1.92,6.19,0,0.83,0,0,0,0,0,0,0,0,8.62,0,0,0.29,0,0,0,0,0,0.18,3.11,0,0,0,17.46,3.66,0,0
2011-05-01,0,0,0,0,0,13.84,0,0,0,0,0,0,3.86,0.62,0,0,0,0,0,0,0,0,0.26,1.28,0.32,0,0,0,7.53,0,0,0,5.01,0,0,0,23.77,0,0,0.22,1.92,6.19,0,0.83,0,0,0,0,0,0,0,0,8.62,0,0,0.29,0,0,0,0,0,0.18,3.11,0,0,0,17.46,3.66,0,0
2011-06-01,0,0,0,0,0,13.84,0,0,0,0,0,0,3.86,0.62,0,0,0,0,0,0,0,0,0.26,1.28,0.32,0,0,0,7.53,0,0,0,5.01,0,0,0,23.77,0,0,0.22,1.92,6.19,0,0.83,0,0,0,0,0,0,0,0,8.62,0,0,0.29,0,0,0,0,0,0.18,3.11,0,0,0,17.46,3.66,0,0
2011-07-01,0,0,0,0,0,11.53,0,0,0,0,0,0,3.12,0.6,0.32,0,0,0.29,0,0,0,0.3,0,0.96,0,0,0,0,16.98,0.34,0,0,4.04,0,0,0,22.88,0,0,0,1.47,5.1,0,0.64,0,0,0,0,0,0,0,0,8.21,0,0,0,0,0,0,0,0,0,2.75,0.33,0,0,14.76,3.43,0,0
2011-08-01,0,0,0,0,0,11.53,0,0,0,0,0,0,3.12,0.6,0.32,0,0,0.29,0,0,0,0.3,0,0.96,0,0,0,0,16.98,0.34,0,0,4.04,0,0,0,22.88,0,0,0,1.47,5.1,0,0.64,0,0,0,0,0,0,0,0,8.21,0,0,0,0,0,0,0,0,0,2.75,0.33,0,0,14.76,3.43,0,0
2011-09-01,0,0,0,0,0,11.53,0,0,0,0,0,0,3.12,0.6,0.32,0,0,0.29,0,0,0,0.3,0,0.96,0,0,0,0,16.98,0.34,0,0,4.04,0,0,0,22.88,0,0,0,1.47,5.1,0,0.64,0,0,0,0,0,0,0,0,8.21,0,0,0,0,0,0,0,0,0,2.75,0.33,0,0,14.76,3.43,0,0
2011-10-01,0,0,0,0,0,10.81,0,0,0,0,0,0,3.21,0.55,0.44,0,0,0,0.31,0,0,0.39,0,0.98,0,0,0,0,17.76,0.42,0,0,2.88,0,0,0,21.15,0,0,0,1.45,4.92,0,0.62,0,0,0,0,0,0,0,0,7.74,0,0,0,0,0,0,0,0,0,2.82,0.44,0,0,15.99,3.53,0,0
2011-11-01,0,0,0,0,0,10.81,0,0,0,0,0,0,3.21,0.55,0.44,0,0,0,0.31,0,0,0.39,0,0.98,0,0,0,0,17.76,0.42,0,0,2.88,0,0,0,21.15,0,0,0,1.45,4.92,0,0.62,0,0,0,0,0,0,0,0,7.74,0,0,0,0,0,0,0,0,0,2.82,0.44,0,0,15.99,3.53,0,0
2011-12-01,0,0,0,0,0,10.81,0,0,0,0,0,0,3.21,0.55,0.44,0,0,0,0.31,0,0,0.39,0,0.98,0,0,0,0,17.76,0.42,0,0,2.88,0,0,0,21.15,0,0,0,1.45,4.92,0,0.62,0,0,0,0,0,0,0,0,7.74,0,0,0,0,0,0,0,0,0,2.82,0.44,0,0,15.99,3.53,0,0
2012-01-01,0,0,0,0,0,11.65,0,0,0,0,0,0,2.94,0.52,0.42,0,0,0,0.72,0,0,0.38,0,0.86,0,0,0,0,17.84,0,0,0,2.54,0,0,0,19.66,0,0,0,1.59,3.94,0,0.62,0,0,0,0,0,0,0,0,6.54,0,0,0,0,0,0,0,0,0,2.9,0.45,0,0,17.88,3.8,0,0
2012-02-01,0,0,0,0,0,11.65,0,0,0,0,0,0,2.94,0.52,0.42,0,0,0,0.72,0,0,0.38,0,0.86,0,0,0,0,17.84,0,0,0,2.54,0,0,0,19.66,0,0,0,1.59,3.94,0,0.62,0,0,0,0,0,0,0,0,6.54,0,0,0,0,0,0,0,0,0,2.9,0.45,0,0,17.88,3.8,0,0
2012-03-01,0,0,0,0,0,11.65,0,0,0,0,0,0,2.94,0.52,0.42,0,0,0,0.72,0,0,0.38,0,0.86,0,0,0,0,17.84,0,0,0,2.54,0,0,0,19.66,0,0,0,1.59,3.94,0,0.62,0,0,0,0,0,0,0,0,6.54,0,0,0,0,0,0,0,0,0,2.9,0.45,0,0,17.88,3.8,0,0
2012-04-01,0,0,0,0,0,11.87,0,0.55,0,0,0,0,2.17,0.55,0,0,0,0,1.23,0,0.65,0,0,0.87,0,0,0,0,17.54,0,0,0,0.94,0,0,0,21.04,0,0,0,1.4,3.06,0,0.6,0,0,0,0,0,0,0,0,4.91,61.21,0,0,0,0,0,0,0,0,2.86,0,0,0,18.49,4.38,0,0
2012-05-01,0,0,0,0,0,11.87,0,0.55,0,0,0,0,2.17,0.55,0,0,0,0,1.23,0,0.65,0,0,0.87,0,0,0,0,17.54,0,0,0,0.94,0,0,0,21.04,0,0,0,1.4,3.06,0,0.6,0,0,0,0,0,0,0,0,4.91,61.21,0,0,0,0,0,0,0,0,2.86,0,0,0,18.49,4.38,0,0
2012-06-01,0,0,0,0,0,11.87,0,0.55,0,0,0,0,2.17,0.55,0,0,0,0,1.23,0,0.65,0,0,0.87,0,0,0,0,17.54,0,0,0,0.94,0,0,0,21.04,0,0,0,1.4,3.06,0,0.6,0,0,0,0,0,0,0,0,4.91,61.21,0,0,0,0,0,0,0,0,2.86,0,0,0,18.49,4.38,0,0
2012-07-01,0,0,0,0,0,11.44,0,0.59,0,0,0,0,1.83,0.58,0,0,0,0,1.4,0,0.76,0,0,0.83,0,0,0,0,18.59,0,0,0,0,0,0,0,20.14,0,0,0,1.67,1.67,0,0.68,0,0,0,0,0,0,0,0,4.86,61.67,0,0,0,0,0,0,0,0,2.79,0,0,0,19.37,4.58,0,0
2012-08-01,0,0,0,0,0,11.44,0,0.59,0,0,0,0,1.83,0.58,0,0,0,0,1.4,0,0.76,0,0,0.83,0,0,0,0,18.59,0,0,0,0,0,0,0,20.14,0,0,0,1.67,1.67,0,0.68,0,0,0,0,0,0,0,0,4.86,61.67,0,0,0,0,0,0,0,0,2.79,0,0,0,19.37,4.58,0,0
2012-09-01,0,0,0,0,0,11.44,0,0.59,0,0,0,0,1.83,0.58,0,0,0,0,1.4,0,0.76,0,0,0.83,0,0,0,0,18.59,0,0,0,0,0,0,0,20.14,0,0,0,1.67,1.67,0,0.68,0,0,0,0,0,0,0,0,4.86,61.67,0,0,0,0,0,0,0,0,2.79,0,0,0,19.37,4.58,0,0
2012-10-01,0,0,0,0,0,11.57,0,0.67,0,0,0,0,1.86,0.57,0,0,0,0,2,0,0.87,0,0,0.84,0,0.96,0,0,17.32,0,0,0,0,0,0,0,19.25,0,0,0,1.9,0,0,0.7,0,0,0,0,0,0,0,0,4.76,61.92,0,0,0,0,0,0,0,0,2.6,0,0,0,19.96,4.3,0,0
