"Date","AA","AAPL","ADBE","ADP","AEP","AET","AKAM","ALD","ALL","AMD","AMGN","AMZN","AXP","BA","BAC","BBY","BDX","BIIB","BK","BMY","BUD","C","CAT","CL","CMG","CMP","CPB","CSCO","CVS","DD","DHI","DIS","EBAY","EMC","EMR","EPD","FB","FDX","GE","GIS","GLW","GPS","GR","GS","HD","HNZ","HOT","HPQ","HST","HSY","IBM","INTC","IR","JNJ","JPM","JWN","K","KHC","LH","LLY","LRCX","MCD","MDLZ","MDT","MKC","MRK","MSFT","NKE","NSC","NUE","ORCL","PANL","PETM","PFE","PG","QCOM","RIG","ROK","RTN","SBUX","SJM","SO","SPG","SRCL","SYY","T","TGT","TIF","TXN","VZ","WFC","WMT","WU","XOM","YUM"
2007-08-01,0,0,0,0,0,5.25,4.94,4.46,0,0,0,0,0,5.13,0,0,0,0,0,0,0,5.11,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0,4.45,5.44,0,0,0,5.67,4.66,4.88,0,0,5.35,4.98,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5.47,0,0,0,5.42,0
2007-09-01,0,0,0,0,0,5.25,4.94,4.46,0,0,0,0,0,5.13,0,0,0,0,0,0,0,5.11,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0,4.45,5.44,0,0,0,5.67,4.66,4.88,0,0,5.35,4.98,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5.47,0,0,0,5.42,0
2007-10-01,0,0,0,0,0,5.95,6.34,4.47,0,0,0,0,0,4.55,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,4.04,5.19,0,0,0,0,4.92,4.32,0,0,5.78,4.03,0,0,0,0,0,4.67,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24,0,0,0,5.75,0,0,0,5.85,0
2007-11-01,0,0,0,0,0,5.95,6.34,4.47,0,0,0,0,0,4.55,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,4.04,5.19,0,0,0,0,4.92,4.32,0,0,5.78,4.03,0,0,0,0,0,4.67,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24,0,0,0,5.75,0,0,0,5.85,0
2007-12-01,0,0,0,0,0,5.95,6.34,4.47,0,0,0,0,0,4.55,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,4.04,5.19,0,0,0,0,4.92,4.32,0,0,5.78,4.03,0,0,0,0,0,4.67,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24,0,0,0,5.75,0,0,0,5.85,0
2008-01-01,0,0,0,0,0,4.3,5.89,4.38,0,0,0,0,0,4.42,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,4.79,5.91,0,0,0,0,4.32,5.12,0,0,5.97,4.29,0,0,0,0,0,5.25,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51,0,0,0,5.48,0,0,0,6.03,0
2008-02-01,0,0,0,0,0,4.3,5.89,4.38,0,0,0,0,0,4.42,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,4.79,5.91,0,0,0,0,4.32,5.12,0,0,5.97,4.29,0,0,0,0,0,5.25,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51,0,0,0,5.48,0,0,0,6.03,0
2008-03-01,0,0,0,0,0,4.3,5.89,4.38,0,0,0,0,0,4.42,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,4.79,5.91,0,0,0,0,4.32,5.12,0,0,5.97,4.29,0,0,0,0,0,5.25,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51,0,0,0,5.48,0,0,0,6.03,0
2008-04-01,0,0,0,0,0,6.17,5.99,0,0,0,0,0,0,5.37,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,4.42,0,0,0,0,0,0,0,5.06,0,0,0,0,5.62,5.08,0,0,5.53,5.48,0,0,0,0,0,4.97,0,0,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,0,0,0,0,0,5.74,0,0,0,6.31,0,0,0,6.83,0
2008-05-01,0,0,0,0,0,6.17,5.99,0,0,0,0,0,0,5.37,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,4.42,0,0,0,0,0,0,0,5.06,0,0,0,0,5.62,5.08,0,0,5.53,5.48,0,0,0,0,0,4.97,0,0,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,0,0,0,0,0,5.74,0,0,0,6.31,0,0,0,6.83,0
2008-06-01,0,0,0,0,0,6.17,5.99,0,0,0,0,0,0,5.37,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,4.42,0,0,0,0,0,0,0,5.06,0,0,0,0,5.62,5.08,0,0,5.53,5.48,0,0,0,0,0,4.97,0,0,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,0,0,0,0,0,5.74,0,0,0,6.31,0,0,0,6.83,0
2008-07-01,0,0,0,0,0,5.24,3.47,0,0,0,0,0,0,5.52,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,0,4.64,0,4.75,4.44,5.05,0,0,5.21,5.07,0,0,0,4.76,0,5.95,0,0,0,0,0,5.33,0,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,4.88,0,0,0,5.18,0,0,0,5.12,0
2008-08-01,0,0,0,0,0,5.24,3.47,0,0,0,0,0,0,5.52,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,0,4.64,0,4.75,4.44,5.05,0,0,5.21,5.07,0,0,0,4.76,0,5.95,0,0,0,0,0,5.33,0,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,4.88,0,0,0,5.18,0,0,0,5.12,0
2008-09-01,0,0,0,0,0,5.24,3.47,0,0,0,0,0,0,5.52,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,0,4.64,0,4.75,4.44,5.05,0,0,5.21,5.07,0,0,0,4.76,0,5.95,0,0,0,0,0,5.33,0,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,4.88,0,0,0,5.18,0,0,0,5.12,0
2008-10-01,0,0,0,0,0,5.55,5.03,0,0,0,0,0,0,5.17,0,0,0,0,0,0,0,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,4.93,0,5.35,5.31,4.75,0,0,5.14,5.11,0,0,0,4.89,0,5.25,0,0,0,0,0,4.9,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,5.18,0,0,0,5.13,0,0,0,5.21,0
2008-11-01,0,0,0,0,0,5.55,5.03,0,0,0,0,0,0,5.17,0,0,0,0,0,0,0,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,4.93,0,5.35,5.31,4.75,0,0,5.14,5.11,0,0,0,4.89,0,5.25,0,0,0,0,0,4.9,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,5.18,0,0,0,5.13,0,0,0,5.21,0
2008-12-01,0,0,0,0,0,5.55,5.03,0,0,0,0,0,0,5.17,0,0,0,0,0,0,0,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,4.93,0,5.35,5.31,4.75,0,0,5.14,5.11,0,0,0,4.89,0,5.25,0,0,0,0,0,4.9,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,5.18,0,0,0,5.13,0,0,0,5.21,0
2009-01-01,0,0,4.76,0,0,4.22,0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,5.47,0,5.45,5.43,0,0,0,5.13,3.37,0,0,0,4.95,0,5.63,0,0,0,0,0,0,0,0,0,5.37,0,5.3,0,0,0,0,0,0,5.13,0,0,4.63,0,0,5.66,0,0,0,0,0,4.88,0,0,0,3.89,0,0,0,5.05,0
2009-02-01,0,0,4.76,0,0,4.22,0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,5.47,0,5.45,5.43,0,0,0,5.13,3.37,0,0,0,4.95,0,5.63,0,0,0,0,0,0,0,0,0,5.37,0,5.3,0,0,0,0,0,0,5.13,0,0,4.63,0,0,5.66,0,0,0,0,0,4.88,0,0,0,3.89,0,0,0,5.05,0
2009-03-01,0,0,4.76,0,0,4.22,0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,5.47,0,5.45,5.43,0,0,0,5.13,3.37,0,0,0,4.95,0,5.63,0,0,0,0,0,0,0,0,0,5.37,0,5.3,0,0,0,0,0,0,5.13,0,0,4.63,0,0,5.66,0,0,0,0,0,4.88,0,0,0,3.89,0,0,0,5.05,0
2009-04-01,0,0,5.29,0,0,3.65,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,0,5.56,0,4.92,6.34,0,0,0,5.2,0,0,0,0,4.66,0,6.08,0,0,0,0,0,0,0,0,0,4.97,0,5.76,0,0,0,0,0,0,4.75,0,0,4.9,0,0,5.94,0,0,0,0,4.82,5.17,0,0,0,3.33,0,0,0,4.36,0
2009-05-01,0,0,5.29,0,0,3.65,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,0,5.56,0,4.92,6.34,0,0,0,5.2,0,0,0,0,4.66,0,6.08,0,0,0,0,0,0,0,0,0,4.97,0,5.76,0,0,0,0,0,0,4.75,0,0,4.9,0,0,5.94,0,0,0,0,4.82,5.17,0,0,0,3.33,0,0,0,4.36,0
2009-06-01,0,0,5.29,0,0,3.65,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,0,5.56,0,4.92,6.34,0,0,0,5.2,0,0,0,0,4.66,0,6.08,0,0,0,0,0,0,0,0,0,4.97,0,5.76,0,0,0,0,0,0,4.75,0,0,4.9,0,0,5.94,0,0,0,0,4.82,5.17,0,0,0,3.33,0,0,0,4.36,0
2009-07-01,0,0,0,0,4.85,3.7,0,0,0,0,0,0,0,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,0,4.84,0,4.89,5.77,0,0,0,5.8,0,0,0,0,6.25,0,5.23,0,0,0,0,0,0,0,0,0,4.73,0,5.73,0,0,0,0,0,0,4.78,0,0,5.16,0,0,5.51,0,0,0,0,4.86,5.13,0,0,0,3,0,0,0,3.9,0
2009-08-01,0,0,0,0,4.85,3.7,0,0,0,0,0,0,0,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,0,4.84,0,4.89,5.77,0,0,0,5.8,0,0,0,0,6.25,0,5.23,0,0,0,0,0,0,0,0,0,4.73,0,5.73,0,0,0,0,0,0,4.78,0,0,5.16,0,0,5.51,0,0,0,0,4.86,5.13,0,0,0,3,0,0,0,3.9,0
2009-09-01,0,0,0,0,4.85,3.7,0,0,0,0,0,0,0,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,0,4.84,0,4.89,5.77,0,0,0,5.8,0,0,0,0,6.25,0,5.23,0,0,0,0,0,0,0,0,0,4.73,0,5.73,0,0,0,0,0,0,4.78,0,0,5.16,0,0,5.51,0,0,0,0,4.86,5.13,0,0,0,3,0,0,0,3.9,0
2009-10-01,0,0,0,0,5.24,4.07,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,5.88,0,5.56,5.09,0,0,0,6.1,0,0,0,0,5.09,0,4.79,0,0,0,0,0,0,0,0,0,4.85,0,5.13,0,0,0,0,0,0,5.06,0,0,4.81,0,0,5.93,0,0,0,0,5.26,5.13,0,0,0,3.16,0,0,0,3.74,0
2009-11-01,0,0,0,0,5.24,4.07,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,5.88,0,5.56,5.09,0,0,0,6.1,0,0,0,0,5.09,0,4.79,0,0,0,0,0,0,0,0,0,4.85,0,5.13,0,0,0,0,0,0,5.06,0,0,4.81,0,0,5.93,0,0,0,0,5.26,5.13,0,0,0,3.16,0,0,0,3.74,0
2009-12-01,0,0,0,0,5.24,4.07,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,5.88,0,5.56,5.09,0,0,0,6.1,0,0,0,0,5.09,0,4.79,0,0,0,0,0,0,0,0,0,4.85,0,5.13,0,0,0,0,0,0,5.06,0,0,4.81,0,0,5.93,0,0,0,0,5.26,5.13,0,0,0,3.16,0,0,0,3.74,0
2010-01-01,0,0,0,0,5.11,4.47,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,0,6.11,0,6.05,5.1,0,0,0,5.08,0,0,0,0,4.93,0,5.11,0,0,0,0,0,0,0,0,0,5.11,0,4.89,0,0,0,0,0,0,4.33,0,0,4.98,0,0,5.12,0,0,0,0,5.52,4.69,0,0,0,2.93,0,0,0,3.64,0
2010-02-01,0,0,0,0,5.11,4.47,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,0,6.11,0,6.05,5.1,0,0,0,5.08,0,0,0,0,4.93,0,5.11,0,0,0,0,0,0,0,0,0,5.11,0,4.89,0,0,0,0,0,0,4.33,0,0,4.98,0,0,5.12,0,0,0,0,5.52,4.69,0,0,0,2.93,0,0,0,3.64,0
2010-03-01,0,0,0,0,5.11,4.47,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,0,6.11,0,6.05,5.1,0,0,0,5.08,0,0,0,0,4.93,0,5.11,0,0,0,0,0,0,0,0,0,5.11,0,4.89,0,0,0,0,0,0,4.33,0,0,4.98,0,0,5.12,0,0,0,0,5.52,4.69,0,0,0,2.93,0,0,0,3.64,0
2010-04-01,0,0,0,0,6.03,4.19,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,5.15,0,5.53,4.9,0,0,0,5.17,0,0,0,0,5.46,0,5.22,0,0,0,0,0,0,0,0,0,0,0,4.79,0,0,0,0,0,0,4.49,0,0,3.33,0,0,5.19,0,0,0,0,6.67,5.48,0,0,0,3.31,0,0,5.05,3.87,0
2010-05-01,0,0,0,0,6.03,4.19,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,5.15,0,5.53,4.9,0,0,0,5.17,0,0,0,0,5.46,0,5.22,0,0,0,0,0,0,0,0,0,0,0,4.79,0,0,0,0,0,0,4.49,0,0,3.33,0,0,5.19,0,0,0,0,6.67,5.48,0,0,0,3.31,0,0,5.05,3.87,0
2010-06-01,0,0,0,0,6.03,4.19,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,5.15,0,5.53,4.9,0,0,0,5.17,0,0,0,0,5.46,0,5.22,0,0,0,0,0,0,0,0,0,0,0,4.79,0,0,0,0,0,0,4.49,0,0,3.33,0,0,5.19,0,0,0,0,6.67,5.48,0,0,0,3.31,0,0,5.05,3.87,0
2010-07-01,0,5.13,0,0,0,5.15,0,0,0,0,0,0,0,5.14,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,5.27,0,5.34,4.93,0,0,0,5.15,0,0,0,0,5.17,0,4.84,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,0,0,5.04,0,0,4.74,0,0,5.06,0,0,0,0,0,5.18,0,0,0,3.94,0,0,5.35,4.3,0
2010-08-01,0,5.13,0,0,0,5.15,0,0,0,0,0,0,0,5.14,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,5.27,0,5.34,4.93,0,0,0,5.15,0,0,0,0,5.17,0,4.84,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,0,0,5.04,0,0,4.74,0,0,5.06,0,0,0,0,0,5.18,0,0,0,3.94,0,0,5.35,4.3,0
2010-09-01,0,5.13,0,0,0,5.15,0,0,0,0,0,0,0,5.14,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,5.27,0,5.34,4.93,0,0,0,5.15,0,0,0,0,5.17,0,4.84,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,0,0,5.04,0,0,4.74,0,0,5.06,0,0,0,0,0,5.18,0,0,0,3.94,0,0,5.35,4.3,0
2010-10-01,0,5.57,0,0,0,4.74,0,0,0,0,0,0,0,4.81,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,0,5.31,0,4.97,5.14,0,0,0,4.92,0,0,0,0,5.5,0,5.15,0,0,0,0,0,0,0,0,0,0,0,4.93,0,0,0,0,0,0,4.91,0,0,4.89,0,0,4.87,0,0,0,0,0,5.07,0,0,0,4.14,0,0,4.96,4.85,0
2010-11-01,0,5.57,0,0,0,4.74,0,0,0,0,0,0,0,4.81,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,0,5.31,0,4.97,5.14,0,0,0,4.92,0,0,0,0,5.5,0,5.15,0,0,0,0,0,0,0,0,0,0,0,4.93,0,0,0,0,0,0,4.91,0,0,4.89,0,0,4.87,0,0,0,0,0,5.07,0,0,0,4.14,0,0,4.96,4.85,0
2010-12-01,0,5.57,0,0,0,4.74,0,0,0,0,0,0,0,4.81,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,0,5.31,0,4.97,5.14,0,0,0,4.92,0,0,0,0,5.5,0,5.15,0,0,0,0,0,0,0,0,0,0,0,4.93,0,0,0,0,0,0,4.91,0,0,4.89,0,0,4.87,0,0,0,0,0,5.07,0,0,0,4.14,0,0,4.96,4.85,0
2011-01-01,0,4.93,0,0,0,0,0,0,0,0,0,0,5.24,5.23,4.74,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,4.87,0,4.74,0,0,4.92,0,0,0,4.39,0,0,0,0,5.24,4.97,5.19,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,5.05,0,0,4.89,0,0,5.2,0,0,0,0,0,5.36,0,0,0,0,0,0,5.03,5.33,0
2011-02-01,0,4.93,0,0,0,0,0,0,0,0,0,0,5.24,5.23,4.74,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,4.87,0,4.74,0,0,4.92,0,0,0,4.39,0,0,0,0,5.24,4.97,5.19,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,5.05,0,0,4.89,0,0,5.2,0,0,0,0,0,5.36,0,0,0,0,0,0,5.03,5.33,0
2011-03-01,0,4.93,0,0,0,0,0,0,0,0,0,0,5.24,5.23,4.74,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,4.87,0,4.74,0,0,4.92,0,0,0,4.39,0,0,0,0,5.24,4.97,5.19,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,5.05,0,0,4.89,0,0,5.2,0,0,0,0,0,5.36,0,0,0,0,0,0,5.03,5.33,0
2011-04-01,0,5.05,0,0,0,0,0,0,0,0,0,0,5.29,5.56,4.15,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,4.86,0,4.43,0,0,4.38,0,0,0,4.15,0,0,0,0,5.24,5.24,4.9,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0,0,0,5.44,0,0,4.31,0,0,5.91,0,0,0,0,0,5.27,0,0,0,0,0,0,5.15,5.48,0
2011-05-01,0,5.05,0,0,0,0,0,0,0,0,0,0,5.29,5.56,4.15,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,4.86,0,4.43,0,0,4.38,0,0,0,4.15,0,0,0,0,5.24,5.24,4.9,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0,0,0,5.44,0,0,4.31,0,0,5.91,0,0,0,0,0,5.27,0,0,0,0,0,0,5.15,5.48,0
