"Date","AABA","ABG","AET","AGN","AIG","AIZ","AKBA","BEN","BMC","BMY","BNED","CARS","CCO","COV","CWH","DELL","EGL","ENT","ESRX","ETP","FB","GOOGL","GPI","INXN","JCP","KERX","KMI","LAD","LAMR","MANT","MGI","MSFT","MTW","NAVI","NXY","OI","OPB","ORLY","OXSQ","PACD","PCG","QCP","RYAM","RYN","SCU","SHPG","SLGN","SLM","SPH","TDG","TEVA","TMDX","TWX","UHAL","VEON","WBT","WEN","WFC","WLTW","WU"
2013-08-01,0,0,0,0,18.11,0,0,0,0,0,0,0,2.16,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.86,0,0,0,0,0,0,0,0,0,0,0,25.42
2013-09-01,0,0,0,0,18.11,0,0,0,0,0,0,0,2.16,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.86,0,0,0,0,0,0,0,0,0,0,0,25.42
2013-10-01,0,0,0,0,19.13,0,0,0,0,0,0,0,2.69,0,0,0,0.27,3.52,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,0,0,0,0,0,0,0,0,0,9.93,0,23.65
2013-11-01,0,0,0,0,19.13,0,0,0,0,0,0,0,2.69,0,0,0,0.27,3.52,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,0,0,0,0,0,0,0,0,0,9.93,0,23.65
2013-12-01,0,0,0,0,19.13,0,0,0,0,0,0,0,2.69,0,0,0,0.27,3.52,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,0,0,0,0,0,0,0,0,0,9.93,0,23.65
2014-01-01,0,0,0,0,18.84,0,0,0,0,0,0,0,2.43,0,0,0,0,3.76,0,0,0,0,0,0,1.03,0,0,0,0,0,0,11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.93,0,0,0,0,0,0,0,0,0,10.94,0,22.55
2014-02-01,0,0,0,0,18.84,0,0,0,0,0,0,0,2.43,0,0,0,0,3.76,0,0,0,0,0,0,1.03,0,0,0,0,0,0,11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.93,0,0,0,0,0,0,0,0,0,10.94,0,22.55
2014-03-01,0,0,0,0,18.84,0,0,0,0,0,0,0,2.43,0,0,0,0,3.76,0,0,0,0,0,0,1.03,0,0,0,0,0,0,11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.93,0,0,0,0,0,0,0,0,0,10.94,0,22.55
2014-04-01,0,0,0,0,18.34,0,0,0,0,0,0,0,1.94,0,0,0,0,3.81,0,0,0,0,0,0,0.96,0,0,0,0,0,0,10.1,0,6.49,0,0,4.4,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,10.31,0,26.31
2014-05-01,0,0,0,0,18.34,0,0,0,0,0,0,0,1.94,0,0,0,0,3.81,0,0,0,0,0,0,0.96,0,0,0,0,0,0,10.1,0,6.49,0,0,4.4,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,10.31,0,26.31
2014-06-01,0,0,0,0,18.34,0,0,0,0,0,0,0,1.94,0,0,0,0,3.81,0,0,0,0,0,0,0.96,0,0,0,0,0,0,10.1,0,6.49,0,0,4.4,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,10.31,0,26.31
2014-07-01,0,0,0,0,15.34,0,0,0,0,0,0,0,1.34,13.41,0,0,0,3.32,0,0,0,0,0,1.34,0.89,0,0,0,0,0,0,13.66,0,0,0,0,4.08,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,20.5
2014-08-01,0,0,0,0,15.34,0,0,0,0,0,0,0,1.34,13.41,0,0,0,3.32,0,0,0,0,0,1.34,0.89,0,0,0,0,0,0,13.66,0,0,0,0,4.08,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,20.5
2014-09-01,0,0,0,0,15.34,0,0,0,0,0,0,0,1.34,13.41,0,0,0,3.32,0,0,0,0,0,1.34,0.89,0,0,0,0,0,0,13.66,0,0,0,0,4.08,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,20.5
2014-10-01,0,0,0,0,13.93,0,0,0,0,0,0,0,1.84,15.63,0,0,0,3.53,0,0,0,0,0,3.33,0.5,0,0,0,0,0,1.09,11.98,0,0,0,0,3.34,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87,0,20.05
2014-11-01,0,0,0,0,13.93,0,0,0,0,0,0,0,1.84,15.63,0,0,0,3.53,0,0,0,0,0,3.33,0.5,0,0,0,0,0,1.09,11.98,0,0,0,0,3.34,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87,0,20.05
2014-12-01,0,0,0,0,13.93,0,0,0,0,0,0,0,1.84,15.63,0,0,0,3.53,0,0,0,0,0,3.33,0.5,0,0,0,0,0,1.09,11.98,0,0,0,0,3.34,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87,0,20.05
2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,4.95,0,0,0,0,0,4.92,0,0,0,0,0,0,2.81,15.06,0,0,0,0,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,11.21,0,33.44
2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,4.95,0,0,0,0,0,4.92,0,0,0,0,0,0,2.81,15.06,0,0,0,0,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,11.21,0,33.44
2015-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,4.95,0,0,0,0,0,4.92,0,0,0,0,0,0,2.81,15.06,0,0,0,0,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,11.21,0,33.44
2015-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,4.42,0,0,0,0,0,4.41,0,0,0,0,0,0,3.2,14.93,0,0,0,0,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,3.25,10.58,0,29.82
2015-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,4.42,0,0,0,0,0,4.41,0,0,0,0,0,0,3.2,14.93,0,0,0,0,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,3.25,10.58,0,29.82
2015-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,4.42,0,0,0,0,0,4.41,0,0,0,0,0,0,3.2,14.93,0,0,0,0,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,3.25,10.58,0,29.82
2015-07-01,0,0,0,0,0,0,0,0,0,0,6.5,0,1.71,0,0,0,0,4.11,0,0,0,0,0,4.55,0,1.26,0,0,0,0,2.94,15.78,5.38,0,0,0,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10.18,0,28.4
2015-08-01,0,0,0,0,0,0,0,0,0,0,6.5,0,1.71,0,0,0,0,4.11,0,0,0,0,0,4.55,0,1.26,0,0,0,0,2.94,15.78,5.38,0,0,0,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10.18,0,28.4
2015-09-01,0,0,0,0,0,0,0,0,0,0,6.5,0,1.71,0,0,0,0,4.11,0,0,0,0,0,4.55,0,1.26,0,0,0,0,2.94,15.78,5.38,0,0,0,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10.18,0,28.4
2015-10-01,0,0,0,0,0,0,0,10.62,0,0,4.47,0,1.03,0,0,0,0,2.7,0,0,0,0,0,3.87,0,1.52,0,0,0,0,1.76,15.11,6.06,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,8.23,0,21.16
2015-11-01,0,0,0,0,0,0,0,10.62,0,0,4.47,0,1.03,0,0,0,0,2.7,0,0,0,0,0,3.87,0,1.52,0,0,0,0,1.76,15.11,6.06,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,8.23,0,21.16
2015-12-01,0,0,0,0,0,0,0,10.62,0,0,4.47,0,1.03,0,0,0,0,2.7,0,0,0,0,0,3.87,0,1.52,0,0,0,0,1.76,15.11,6.06,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,8.23,0,21.16
2016-01-01,0,0,0,0,0,0,0,14.66,0,0,4.06,0,0.74,0,0,0,0,2.01,0,0,0,0,0,3.84,0,1.26,0,0,0,0,1.48,12.99,0,0,0,0,2.56,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,7.84,0,6.33,0,19.69
2016-02-01,0,0,0,0,0,0,0,14.66,0,0,4.06,0,0.74,0,0,0,0,2.01,0,0,0,0,0,3.84,0,1.26,0,0,0,0,1.48,12.99,0,0,0,0,2.56,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,7.84,0,6.33,0,19.69
2016-03-01,0,0,0,0,0,0,0,14.66,0,0,4.06,0,0.74,0,0,0,0,2.01,0,0,0,0,0,3.84,0,1.26,0,0,0,0,1.48,12.99,0,0,0,0,2.56,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,7.84,0,6.33,0,19.69
2016-04-01,0,0,0,0,0,0,0,13.85,0,0,4.65,0,1.09,0,0,0,0,1.73,0,0,0,0,0,0,0,1.98,0,0,0,0,1.84,13.31,0,0,0,0,1.86,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.36,0,6.85,0,21.65
2016-05-01,0,0,0,0,0,0,0,13.85,0,0,4.65,0,1.09,0,0,0,0,1.73,0,0,0,0,0,0,0,1.98,0,0,0,0,1.84,13.31,0,0,0,0,1.86,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.36,0,6.85,0,21.65
2016-06-01,0,0,0,0,0,0,0,13.85,0,0,4.65,0,1.09,0,0,0,0,1.73,0,0,0,0,0,0,0,1.98,0,0,0,0,1.84,13.31,0,0,0,0,1.86,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.36,0,6.85,0,21.65
2016-07-01,0,0,0,0,0,0,0,14.03,0,0,4.17,0,0.97,0,0,0,0,2.06,0,0,0,0,0,0,0,1.51,0,0,0,0,1.81,14.24,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,9.06,0,6.09,0,22.33
2016-08-01,0,0,0,0,0,0,0,14.03,0,0,4.17,0,0.97,0,0,0,0,2.06,0,0,0,0,0,0,0,1.51,0,0,0,0,1.81,14.24,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,9.06,0,6.09,0,22.33
2016-09-01,0,0,0,0,0,0,0,14.03,0,0,4.17,0,0.97,0,0,0,0,2.06,0,0,0,0,0,0,0,1.51,0,0,0,0,1.81,14.24,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,9.06,0,6.09,0,22.33
2016-10-01,0,0,0,0,0,0,0,11.54,0,0,3.69,0,0.62,0,0,0,0,1.19,0,0,0,0,0,0,0,1.23,0,0,0,0,2.22,11.36,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,10.81,1.4,2.65,7.99,0,6.76,5.31,17.23
2016-11-01,0,0,0,0,0,0,0,11.54,0,0,3.69,0,0.62,0,0,0,0,1.19,0,0,0,0,0,0,0,1.23,0,0,0,0,2.22,11.36,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,10.81,1.4,2.65,7.99,0,6.76,5.31,17.23
2016-12-01,0,0,0,0,0,0,0,11.54,0,0,3.69,0,0.62,0,0,0,0,1.19,0,0,0,0,0,0,0,1.23,0,0,0,0,2.22,11.36,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,10.81,1.4,2.65,7.99,0,6.76,5.31,17.23
2017-01-01,0,0,0,0,0,0,0,12.83,0,0,3.22,0,0.78,0,0,0,0,0.72,0,0,0,0,0,0,0,1.35,0,0,0,0,0,12.57,0,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,11.42,3.94,2.94,5.67,0,7.13,5.94,16.85
2017-02-01,0,0,0,0,0,0,0,12.83,0,0,3.22,0,0.78,0,0,0,0,0.72,0,0,0,0,0,0,0,1.35,0,0,0,0,0,12.57,0,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,11.42,3.94,2.94,5.67,0,7.13,5.94,16.85
2017-03-01,0,0,0,0,0,0,0,12.83,0,0,3.22,0,0.78,0,0,0,0,0.72,0,0,0,0,0,0,0,1.35,0,0,0,0,0,12.57,0,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,11.42,3.94,2.94,5.67,0,7.13,5.94,16.85
2017-04-01,8.48,0,0,0,0,0,0,14.15,0,0,3.71,2.65,0.65,0,0,0,0,0.99,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0.37,0,0,0,12.17,5.74,2.18,4.47,0,7.36,6.84,16.36
2017-05-01,8.48,0,0,0,0,0,0,14.15,0,0,3.71,2.65,0.65,0,0,0,0,0.99,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0.37,0,0,0,12.17,5.74,2.18,4.47,0,7.36,6.84,16.36
2017-06-01,8.48,0,0,0,0,0,0,14.15,0,0,3.71,2.65,0.65,0,0,0,0,0.99,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0.37,0,0,0,12.17,5.74,2.18,4.47,0,7.36,6.84,16.36
2017-07-01,10.12,2.38,0,0,0,0,0,13.8,0,0,2.23,0,0.61,0,0,0,0,0.93,0,0,0,0,0.71,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,7.18,0,0,0,3.02,0,0,0,0,0,0,0.69,0,14.85,0,0,5.77,0,0,0,7.19,7.12,16.19
2017-08-01,10.12,2.38,0,0,0,0,0,13.8,0,0,2.23,0,0.61,0,0,0,0,0.93,0,0,0,0,0.71,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,7.18,0,0,0,3.02,0,0,0,0,0,0,0.69,0,14.85,0,0,5.77,0,0,0,7.19,7.12,16.19
2017-09-01,10.12,2.38,0,0,0,0,0,13.8,0,0,2.23,0,0.61,0,0,0,0,0.93,0,0,0,0,0.71,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,7.18,0,0,0,3.02,0,0,0,0,0,0,0.69,0,14.85,0,0,5.77,0,0,0,7.19,7.12,16.19
2017-10-01,9.21,2.34,0,0,0,0,0,11.59,0,0,1.81,0,0.52,0,0,0,0,0.54,0,0,0,0,0.6,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,7.15,0,0,4.91,2.36,0,0,0,0,0,0,1.23,0,12.6,0,9.18,5.02,0,0,0,5.85,6,13.83
2017-11-01,9.21,2.34,0,0,0,0,0,11.59,0,0,1.81,0,0.52,0,0,0,0,0.54,0,0,0,0,0.6,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,7.15,0,0,4.91,2.36,0,0,0,0,0,0,1.23,0,12.6,0,9.18,5.02,0,0,0,5.85,6,13.83
2017-12-01,9.21,2.34,0,0,0,0,0,11.59,0,0,1.81,0,0.52,0,0,0,0,0.54,0,0,0,0,0.6,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,7.15,0,0,4.91,2.36,0,0,0,0,0,0,1.23,0,12.6,0,9.18,5.02,0,0,0,5.85,6,13.83
2018-01-01,9.09,2.3,7.31,0,0,0,0,8.64,0,0,1.32,0,0.52,0,0,0,0,0.32,0,0,0,0,1.03,0,0,1.25,4,0,0,0,0,0,0,0,0,0,0,6.85,0,0,5.39,4.26,0,0,0,0,0,0,1.37,0,10.58,0,9.92,5.32,0,0,0,0,5.65,13.03
2018-02-01,9.09,2.3,7.31,0,0,0,0,8.64,0,0,1.32,0,0.52,0,0,0,0,0.32,0,0,0,0,1.03,0,0,1.25,4,0,0,0,0,0,0,0,0,0,0,6.85,0,0,5.39,4.26,0,0,0,0,0,0,1.37,0,10.58,0,9.92,5.32,0,0,0,0,5.65,13.03
2018-03-01,9.09,2.3,7.31,0,0,0,0,8.64,0,0,1.32,0,0.52,0,0,0,0,0.32,0,0,0,0,1.03,0,0,1.25,4,0,0,0,0,0,0,0,0,0,0,6.85,0,0,5.39,4.26,0,0,0,0,0,0,1.37,0,10.58,0,9.92,5.32,0,0,0,0,5.65,13.03
2018-04-01,7.78,2.07,8.04,0,0,0,0,7.08,0,0,0.92,0,0,0,0,0,0,0,5.7,0,0,3.9,0.8,0,0,1.04,4.31,2.74,0,0,0,0,0,0,0,0,0,6.72,0,0,4.63,4.2,0,0,0,0,0,0,1.85,0,13.36,0,0,5.71,0,0,0,0,4.99,12.07
2018-05-01,7.78,2.07,8.04,0,0,0,0,7.08,0,0,0.92,0,0,0,0,0,0,0,5.7,0,0,3.9,0.8,0,0,1.04,4.31,2.74,0,0,0,0,0,0,0,0,0,6.72,0,0,4.63,4.2,0,0,0,0,0,0,1.85,0,13.36,0,0,5.71,0,0,0,0,4.99,12.07
2018-06-01,7.78,2.07,8.04,0,0,0,0,7.08,0,0,0.92,0,0,0,0,0,0,0,5.7,0,0,3.9,0.8,0,0,1.04,4.31,2.74,0,0,0,0,0,0,0,0,0,6.72,0,0,4.63,4.2,0,0,0,0,0,0,1.85,0,13.36,0,0,5.71,0,0,0,0,4.99,12.07
2018-07-01,6.79,2.88,4.42,0,0,0,0,7.99,0,0,0.89,0,0.53,0,0,0,0,0,8.02,0,0,3.96,0,0,0,0.82,4.11,4.32,0,0,0,0,0,0,0,0,0,8.11,0,0,0,0,0,0,0,10.77,0,0,1.86,0,11.12,0,0,5.43,0,0,0,0,4.41,10.66
2018-08-01,6.79,2.88,4.42,0,0,0,0,7.99,0,0,0.89,0,0.53,0,0,0,0,0,8.02,0,0,3.96,0,0,0,0.82,4.11,4.32,0,0,0,0,0,0,0,0,0,8.11,0,0,0,0,0,0,0,10.77,0,0,1.86,0,11.12,0,0,5.43,0,0,0,0,4.41,10.66
2018-09-01,6.79,2.88,4.42,0,0,0,0,7.99,0,0,0.89,0,0.53,0,0,0,0,0,8.02,0,0,3.96,0,0,0,0.82,4.11,4.32,0,0,0,0,0,0,0,0,0,8.11,0,0,0,0,0,0,0,10.77,0,0,1.86,0,11.12,0,0,5.43,0,0,0,0,4.41,10.66
2018-10-01,0,5.24,0,0,0,0,1.29,12.3,0,0,0.97,0,0.72,0,0,0,0,0.56,0,0,5.42,5.36,0,0,0,0,5.57,7.25,0,0,0,0,0,0,0,0,0,12.24,0,4.09,0,0,0,0,0,0,0,0,2.38,0,11.8,0,0,7.81,0,0,0,0,6.96,7.36
2018-11-01,0,5.24,0,0,0,0,1.29,12.3,0,0,0.97,0,0.72,0,0,0,0,0.56,0,0,5.42,5.36,0,0,0,0,5.57,7.25,0,0,0,0,0,0,0,0,0,12.24,0,4.09,0,0,0,0,0,0,0,0,2.38,0,11.8,0,0,7.81,0,0,0,0,6.96,7.36
2018-12-01,0,5.24,0,0,0,0,1.29,12.3,0,0,0.97,0,0.72,0,0,0,0,0.56,0,0,5.42,5.36,0,0,0,0,5.57,7.25,0,0,0,0,0,0,0,0,0,12.24,0,4.09,0,0,0,0,0,0,0,0,2.38,0,11.8,0,0,7.81,0,0,0,0,6.96,7.36
2019-01-01,0,3.71,0,0,0,0,1.3,9.1,0,0,0.5,0,0.5,0,0,0,0,0,0,0,4.8,4.1,0,0,0,0,4.79,5.99,0,0,0,0,0,0,0,0,0,8.16,0,2.94,12.5,0,0,0,0,0,0,0,1.88,0,7.95,0,0,5.86,0,0,0,0,5.47,0
2019-02-01,0,3.71,0,0,0,0,1.3,9.1,0,0,0.5,0,0.5,0,0,0,0,0,0,0,4.8,4.1,0,0,0,0,4.79,5.99,0,0,0,0,0,0,0,0,0,8.16,0,2.94,12.5,0,0,0,0,0,0,0,1.88,0,7.95,0,0,5.86,0,0,0,0,5.47,0
2019-03-01,0,3.71,0,0,0,0,1.3,9.1,0,0,0.5,0,0.5,0,0,0,0,0,0,0,4.8,4.1,0,0,0,0,4.79,5.99,0,0,0,0,0,0,0,0,0,8.16,0,2.94,12.5,0,0,0,0,0,0,0,1.88,0,7.95,0,0,5.86,0,0,0,0,5.47,0
2019-04-01,0,4.36,0,0,0,0,0.74,9.24,0,0,0,0,0.43,0,0,0,0,0,0,0,5.37,3.65,0,0,0,0,4.84,7.42,0,0,0,0,0,0,0,0,0,5.36,0,2.54,15.56,0,0,0,0,0,0,0,1.97,0,4.52,2.39,0,5.77,0,0,0,0,5.77,0
2019-05-01,0,4.36,0,0,0,0,0.74,9.24,0,0,0,0,0.43,0,0,0,0,0,0,0,5.37,3.65,0,0,0,0,4.84,7.42,0,0,0,0,0,0,0,0,0,5.36,0,2.54,15.56,0,0,0,0,0,0,0,1.97,0,4.52,2.39,0,5.77,0,0,0,0,5.77,0
2019-06-01,0,4.36,0,0,0,0,0.74,9.24,0,0,0,0,0.43,0,0,0,0,0,0,0,5.37,3.65,0,0,0,0,4.84,7.42,0,0,0,0,0,0,0,0,0,5.36,0,2.54,15.56,0,0,0,0,0,0,0,1.97,0,4.52,2.39,0,5.77,0,0,0,0,5.77,0
2019-07-01,6.9,5.45,0,0,0,0,0.62,7.9,0,0,0,0,0.24,0,0,0,0,0,0,0,5.11,4.24,0,0,0,0,4.92,8.52,0,0,0,0,0,0,0,0,0,5.96,0,0.81,7,0,0,0,1.21,0,0,0,1.98,0,4.63,2.25,0,6.13,0,0,0,0,6,0
2019-08-01,6.9,5.45,0,0,0,0,0.62,7.9,0,0,0,0,0.24,0,0,0,0,0,0,0,5.11,4.24,0,0,0,0,4.92,8.52,0,0,0,0,0,0,0,0,0,5.96,0,0.81,7,0,0,0,1.21,0,0,0,1.98,0,4.63,2.25,0,6.13,0,0,0,0,6,0
2019-09-01,6.9,5.45,0,0,0,0,0.62,7.9,0,0,0,0,0.24,0,0,0,0,0,0,0,5.11,4.24,0,0,0,0,4.92,8.52,0,0,0,0,0,0,0,0,0,5.96,0,0.81,7,0,0,0,1.21,0,0,0,1.98,0,4.63,2.25,0,6.13,0,0,0,0,6,0
2019-10-01,0,6.61,0,7.35,0,0,1.11,7.84,0,2.17,0,0,0,0,0,0,0,0,0,0,6.5,5.04,0,0,0,0,5.61,10.17,0,0,0,0,0,0,0,1.81,0,7.07,0,0.94,8.44,0,0,0,1.41,0,0,0,2.03,0,7.32,2.07,0,6.55,0,0,0,0,6.86,0
2019-11-01,0,6.61,0,7.35,0,0,1.11,7.84,0,2.17,0,0,0,0,0,0,0,0,0,0,6.5,5.04,0,0,0,0,5.61,10.17,0,0,0,0,0,0,0,1.81,0,7.07,0,0.94,8.44,0,0,0,1.41,0,0,0,2.03,0,7.32,2.07,0,6.55,0,0,0,0,6.86,0
2019-12-01,0,6.61,0,7.35,0,0,1.11,7.84,0,2.17,0,0,0,0,0,0,0,0,0,0,6.5,5.04,0,0,0,0,5.61,10.17,0,0,0,0,0,0,0,1.81,0,7.07,0,0.94,8.44,0,0,0,1.41,0,0,0,2.03,0,7.32,2.07,0,6.55,0,0,0,0,6.86,0
