"Date","AABA","AAL","AAPL","ADBE","AGN","AIG","ALL","ALLY","AMAT","AMZN","APA","AVGO","AY","BA","BABA","BAC","BC","BKNG","BSX","BZH","C","CBI","CBS","CCI","CF","CFG","CHK","CLMT","CNC","CNO","COF","COOP","COP","CRM","CSCO","CVI","CVX","CWEN","CYH","CZR","DAL","DAN","DDAIF","DDS","DG","DIS","DLPH","DVN","EMC","EMN","ET","ETFC","ETP","EXP","F","FB","FITB","FLR","FOXA","GM","GOOG","GOOGL","GPT","GT","HAIN","HAL","HCA","HDS","HFC","HIG","HOT","HPQ","HUM","HUN","I","IP","JBLU","JNJ","JPM","KEY","KLAC","KMI","KMT","LNG","LRCX","LUV","M","MAS","MDT","MEE","MET","MGM","MHK","MOS","MRK","MRO","MS","MSFT","MU","MWA","MYL","NAV","NFLX","NRG","NXPI","NXY","OC","OMX","ORCL","OXY","PCG","PCX","PCZ","PENN","PFE","PHH","PNC","PPG","PRU","QCOM","RAD","RBS","RF","RIG","RTH","S","SBAC","SLM","SMH","STI","STT","SYF","TERP","TEVA","TEX","TGI","TLM","TMO","TMUS","TPX","TSLA","TWTR","UAL","UBS","UNH","URI","VCI","VLO","VST","WB","WDC","WFC","WHR","WLTW","WMB","WPZ","XL","XLE","XPO"
2008-11-01,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,1.94,0,1.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,31.88,0,0,0,0,0,0,0,0,0,0,1.31,3.11,1.43,0,0,1.15,1.92,0,1.96,0,0,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,18.48,0,0,0,0,0,0,3.76,0,0
2008-12-01,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,1.94,0,1.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,31.88,0,0,0,0,0,0,0,0,0,0,1.31,3.11,1.43,0,0,1.15,1.92,0,1.96,0,0,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,18.48,0,0,0,0,0,0,3.76,0,0
2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.87,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0.28,2.37,0,0,0,0,0,0,0,0,0,0,0.02,0,0.53,0,0,0,0,0,0,0,1.44,0,0,0,0,12.37,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.27,0,0,0,0,0,0,0,1.14,0,0,0,0,0.76,0.14,0,0,0,0,0,0,0,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,1.45,0,0
2009-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.87,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0.28,2.37,0,0,0,0,0,0,0,0,0,0,0.02,0,0.53,0,0,0,0,0,0,0,1.44,0,0,0,0,12.37,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.27,0,0,0,0,0,0,0,1.14,0,0,0,0,0.76,0.14,0,0,0,0,0,0,0,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,1.45,0,0
2009-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.87,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0.28,2.37,0,0,0,0,0,0,0,0,0,0,0.02,0,0.53,0,0,0,0,0,0,0,1.44,0,0,0,0,12.37,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.27,0,0,0,0,0,0,0,1.14,0,0,0,0,0.76,0.14,0,0,0,0,0,0,0,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,1.45,0,0
2009-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.58,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.32,5.69,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,17.49,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.66,0,0,0,0,1.39,0.13,0.18,0,0,0,0,0,0,12.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0.96,0,0
2009-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.58,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.32,5.69,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,17.49,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.66,0,0,0,0,1.39,0.13,0.18,0,0,0,0,0,0,12.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0.96,0,0
2009-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.58,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.32,5.69,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,17.49,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.66,0,0,0,0,1.39,0.13,0.18,0,0,0,0,0,0,12.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0.96,0,0
2009-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.47,1.65,0,0,0,19.85,0,0,0,0,0,0,0,0,0.42,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,12.69,0,0,0,0,0,0.27,1.39,0,0,0,0,0,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0.87,0,0
2009-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.47,1.65,0,0,0,19.85,0,0,0,0,0,0,0,0,0.42,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,12.69,0,0,0,0,0,0.27,1.39,0,0,0,0,0,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0.87,0,0
2009-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.47,1.65,0,0,0,19.85,0,0,0,0,0,0,0,0,0.42,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,12.69,0,0,0,0,0,0.27,1.39,0,0,0,0,0,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0.87,0,0
2009-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,1.14,0,0,0,19.18,0,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,9.97,0,0,0,0,0,0,1.18,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,12.46,0,1.32,0,0,0.75,0,0
2009-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,1.14,0,0,0,19.18,0,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,9.97,0,0,0,0,0,0,1.18,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,12.46,0,1.32,0,0,0.75,0,0
2009-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,1.14,0,0,0,19.18,0,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,9.97,0,0,0,0,0,0,1.18,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,12.46,0,1.32,0,0,0.75,0,0
2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.47,1.02,0,0,0,9.55,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,1.26,0,0,0,0,0,7.07,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,2.7,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,10.54,0,1.64,0,0,0,0,0
2010-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.47,1.02,0,0,0,9.55,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,1.26,0,0,0,0,0,7.07,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,2.7,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,10.54,0,1.64,0,0,0,0,0
2010-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.47,1.02,0,0,0,9.55,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,1.26,0,0,0,0,0,7.07,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,2.7,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,10.54,0,1.64,0,0,0,0,0
2010-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.81,0.87,0,0,0,9.29,0,0,0,3.3,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,1.16,0,0,0,0,0,5.85,0,0,0,0,0,0,0,3.35,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,5.75,0,0,2.35,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,8.65,0,1.72,0,0,0,0,0
2010-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.81,0.87,0,0,0,9.29,0,0,0,3.3,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,1.16,0,0,0,0,0,5.85,0,0,0,0,0,0,0,3.35,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,5.75,0,0,2.35,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,8.65,0,1.72,0,0,0,0,0
2010-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.81,0.87,0,0,0,9.29,0,0,0,3.3,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,1.16,0,0,0,0,0,5.85,0,0,0,0,0,0,0,3.35,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,5.75,0,0,2.35,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,8.65,0,1.72,0,0,0,0,0
2010-07-01,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,10.75,0,0,0,0,7.29,0,0,0,2.26,0,0,0,0,0,2.06,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,0,1.54,0,2.99,0,0,0,0,0,0,0,0,3.73,0,1.73,0,0,0,0,0,4.95,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0
2010-08-01,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,10.75,0,0,0,0,7.29,0,0,0,2.26,0,0,0,0,0,2.06,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,0,1.54,0,2.99,0,0,0,0,0,0,0,0,3.73,0,1.73,0,0,0,0,0,4.95,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0
2010-09-01,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,10.75,0,0,0,0,7.29,0,0,0,2.26,0,0,0,0,0,2.06,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,0,1.54,0,2.99,0,0,0,0,0,0,0,0,3.73,0,1.73,0,0,0,0,0,4.95,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0
2010-10-01,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,7.82,0,0,0,0,13,0,0,0,2.05,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,5.76,0,0,0,3.44,0,1.91,0,0,0,0,0,0,1.85,0,3.09,0,0,0,0,0,0,0,3.11,0,0,3.95,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,0
2010-11-01,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,7.82,0,0,0,0,13,0,0,0,2.05,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,5.76,0,0,0,3.44,0,1.91,0,0,0,0,0,0,1.85,0,3.09,0,0,0,0,0,0,0,3.11,0,0,3.95,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,0
