"Date","AA","AABA","ABT","ADI","AIG","AIZ","ALLY","ANTM","AON","APA","ARKAY","ARNC","ARRS","AVGO","AXP","BAC","BIDU","BUD","C","CABJF","CHKP","CHTR","CIT","CKSNF","CMCSA","CNQ","COV","CSCO","CVS","EBAY","ESRX","EXPE","FB","GBLBF","GE","GMALF","GOOG","GOOGL","HCMLF","HPQ","IPG","JEF","JNJ","KMI","LOW","MEGGF","MSFT","MYL","NPSNY","OI","ORCL","ORKLY","OXY","PETM","PFE","PHG","RNSDF","RTX","TEL","TMO","TOT","TRH","TSCDF","UN","VAL","VOD","WBA","WDC","WFC","WMT","WPP"
2010-11-01,0,0,2.29,0,0,0,0,2.53,7.93,3.35,2.29,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,6.96,0,6.13,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,3.76,0,0,0,0,0,6.35,3.45,3.53,0,0,0,0,0,2.38,0,0,0,8.52,3.74,1.71,2.33,0,4.83,0
2010-12-01,0,0,2.29,0,0,0,0,2.53,7.93,3.35,2.29,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,6.96,0,6.13,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,3.76,0,0,0,0,0,6.35,3.45,3.53,0,0,0,0,0,2.38,0,0,0,8.52,3.74,1.71,2.33,0,4.83,0
2011-01-01,0,0,0,0,0,0,0,2.41,7.33,2.86,2.24,0,0,0,0,0,0,3.28,0,0,0,0,0,0,0,0,6.15,0,6.59,0,0,0,0,0,0,0,0,0,0,2.4,0,0,2,0,0,0,4.07,0,0,0,0,0,5.55,2.75,3.64,0,0,0,0,0,2.23,0,0,3.13,7.22,3.2,0,1.99,0,5.4,0
2011-02-01,0,0,0,0,0,0,0,2.41,7.33,2.86,2.24,0,0,0,0,0,0,3.28,0,0,0,0,0,0,0,0,6.15,0,6.59,0,0,0,0,0,0,0,0,0,0,2.4,0,0,2,0,0,0,4.07,0,0,0,0,0,5.55,2.75,3.64,0,0,0,0,0,2.23,0,0,3.13,7.22,3.2,0,1.99,0,5.4,0
2011-03-01,0,0,0,0,0,0,0,2.41,7.33,2.86,2.24,0,0,0,0,0,0,3.28,0,0,0,0,0,0,0,0,6.15,0,6.59,0,0,0,0,0,0,0,0,0,0,2.4,0,0,2,0,0,0,4.07,0,0,0,0,0,5.55,2.75,3.64,0,0,0,0,0,2.23,0,0,3.13,7.22,3.2,0,1.99,0,5.4,0
2011-04-01,0,0,0,0,0,0,0,2.44,6.52,2.42,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,2.99,5.65,2.33,6.51,0,0,0,0,0,0,0,0,0,0,1.99,0,0,2.05,0,0,0,5.02,0,0,2.02,0,0,5.31,2.73,3.14,0,0,0,0,0,0,0,0,2.95,5.96,3.03,0,0,0,6.21,0
2011-05-01,0,0,0,0,0,0,0,2.44,6.52,2.42,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,2.99,5.65,2.33,6.51,0,0,0,0,0,0,0,0,0,0,1.99,0,0,2.05,0,0,0,5.02,0,0,2.02,0,0,5.31,2.73,3.14,0,0,0,0,0,0,0,0,2.95,5.96,3.03,0,0,0,6.21,0
2011-06-01,0,0,0,0,0,0,0,2.44,6.52,2.42,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,2.99,5.65,2.33,6.51,0,0,0,0,0,0,0,0,0,0,1.99,0,0,2.05,0,0,0,5.02,0,0,2.02,0,0,5.31,2.73,3.14,0,0,0,0,0,0,0,0,2.95,5.96,3.03,0,0,0,6.21,0
2011-07-01,0,0,0,0,0,0,0,2.29,7.28,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,2.43,4.93,2.96,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,2.38,0,5.01,0,0,0,0,0,3.65,2.43,2.52,0,0,0,0,2.08,0,0,3.16,2.82,4.4,3.27,0,0,0,6.29,0
2011-08-01,0,0,0,0,0,0,0,2.29,7.28,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,2.43,4.93,2.96,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,2.38,0,5.01,0,0,0,0,0,3.65,2.43,2.52,0,0,0,0,2.08,0,0,3.16,2.82,4.4,3.27,0,0,0,6.29,0
2011-09-01,0,0,0,0,0,0,0,2.29,7.28,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,2.43,4.93,2.96,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,2.38,0,5.01,0,0,0,0,0,3.65,2.43,2.52,0,0,0,0,2.08,0,0,3.16,2.82,4.4,3.27,0,0,0,6.29,0
2011-10-01,0,0,0,0,0,0,0,2,6.45,0,0,0,0,0,0,0,0,3.41,0,0,0,0,2.03,0,0,2.75,4.7,3.03,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,2.86,0,4.5,0,0,0,0,0,4.12,2.52,0,0,0,0,0,2.3,0,0,2.89,2.63,4.43,3.13,0,0,0,6.2,0
2011-11-01,0,0,0,0,0,0,0,2,6.45,0,0,0,0,0,0,0,0,3.41,0,0,0,0,2.03,0,0,2.75,4.7,3.03,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,2.86,0,4.5,0,0,0,0,0,4.12,2.52,0,0,0,0,0,2.3,0,0,2.89,2.63,4.43,3.13,0,0,0,6.2,0
2011-12-01,0,0,0,0,0,0,0,2,6.45,0,0,0,0,0,0,0,0,3.41,0,0,0,0,2.03,0,0,2.75,4.7,3.03,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,2.86,0,4.5,0,0,0,0,0,4.12,2.52,0,0,0,0,0,2.3,0,0,2.89,2.63,4.43,3.13,0,0,0,6.2,0
2012-01-01,0,0,0,0,0,0,0,3.37,6.08,0,0,0,0,0,0,0,0,3.6,0,0,0,0,2.12,0,0,2.65,5.06,3.23,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,3.06,0,4.95,0,0,0,0,0,3.71,2.35,0,0,0,0,0,2.56,0,0,3.02,2.31,3.66,0,0,0,0,5.63,2.31
2012-02-01,0,0,0,0,0,0,0,3.37,6.08,0,0,0,0,0,0,0,0,3.6,0,0,0,0,2.12,0,0,2.65,5.06,3.23,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,3.06,0,4.95,0,0,0,0,0,3.71,2.35,0,0,0,0,0,2.56,0,0,3.02,2.31,3.66,0,0,0,0,5.63,2.31
2012-03-01,0,0,0,0,0,0,0,3.37,6.08,0,0,0,0,0,0,0,0,3.6,0,0,0,0,2.12,0,0,2.65,5.06,3.23,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,3.06,0,4.95,0,0,0,0,0,3.71,2.35,0,0,0,0,0,2.56,0,0,3.02,2.31,3.66,0,0,0,0,5.63,2.31
2012-04-01,0,0,0,0,2.08,0,0,2.72,5.5,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,2.44,4.56,3.31,6.24,0,0,0,0,0,0,0,0,2.69,0,0,0,0,2.25,0,2.5,0,4.53,0,0,0,2.36,0,3.04,2.52,0,0,0,0,0,2.95,0,0,2.69,0,3.01,0,0,0,0,3.45,0
2012-05-01,0,0,0,0,2.08,0,0,2.72,5.5,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,2.44,4.56,3.31,6.24,0,0,0,0,0,0,0,0,2.69,0,0,0,0,2.25,0,2.5,0,4.53,0,0,0,2.36,0,3.04,2.52,0,0,0,0,0,2.95,0,0,2.69,0,3.01,0,0,0,0,3.45,0
2012-06-01,0,0,0,0,2.08,0,0,2.72,5.5,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,2.44,4.56,3.31,6.24,0,0,0,0,0,0,0,0,2.69,0,0,0,0,2.25,0,2.5,0,4.53,0,0,0,2.36,0,3.04,2.52,0,0,0,0,0,2.95,0,0,2.69,0,3.01,0,0,0,0,3.45,0
2012-07-01,0,0,0,2.31,2.41,0,0,2.36,5.94,0,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,2.67,4.83,3.51,5.92,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,2.7,0,4.53,0,0,0,2.76,0,2.91,0,0,0,0,0,0,3.52,0,0,2.84,0,2.35,0,0,0,0,2.51,2.3
2012-08-01,0,0,0,2.31,2.41,0,0,2.36,5.94,0,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,2.67,4.83,3.51,5.92,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,2.7,0,4.53,0,0,0,2.76,0,2.91,0,0,0,0,0,0,3.52,0,0,2.84,0,2.35,0,0,0,0,2.51,2.3
2012-09-01,0,0,0,2.31,2.41,0,0,2.36,5.94,0,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,2.67,4.83,3.51,5.92,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,2.7,0,4.53,0,0,0,2.76,0,2.91,0,0,0,0,0,0,3.52,0,0,2.84,0,2.35,0,0,0,0,2.51,2.3
2012-10-01,0,0,0,2.46,3.03,0,0,0,5.88,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,2.48,4.65,3.58,5.46,0,0,0,0,2.19,0,0,0,3.01,0,0,0,0,2.17,0,2.31,0,4.99,0,0,0,3.22,3.17,2.57,0,0,0,0,0,0,3.77,0,0,2.82,0,0,0,0,0,0,0,2.43
2012-11-01,0,0,0,2.46,3.03,0,0,0,5.88,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,2.48,4.65,3.58,5.46,0,0,0,0,2.19,0,0,0,3.01,0,0,0,0,2.17,0,2.31,0,4.99,0,0,0,3.22,3.17,2.57,0,0,0,0,0,0,3.77,0,0,2.82,0,0,0,0,0,0,0,2.43
2012-12-01,0,0,0,2.46,3.03,0,0,0,5.88,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,2.48,4.65,3.58,5.46,0,0,0,0,2.19,0,0,0,3.01,0,0,0,0,2.17,0,2.31,0,4.99,0,0,0,3.22,3.17,2.57,0,0,0,0,0,0,3.77,0,0,2.82,0,0,0,0,0,0,0,2.43
2013-01-01,0,0,0,2.59,3.17,0,0,2.12,6.07,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,2.63,5.2,3.63,5.91,0,0,0,0,0,0,0,0,3.21,0,0,0,0,2.41,0,0,0,5.3,0,0,2.45,3.15,2.76,2.5,0,0,0,0,0,0,4.47,0,0,2.85,0,0,0,0,0,0,0,2.55
2013-02-01,0,0,0,2.59,3.17,0,0,2.12,6.07,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,2.63,5.2,3.63,5.91,0,0,0,0,0,0,0,0,3.21,0,0,0,0,2.41,0,0,0,5.3,0,0,2.45,3.15,2.76,2.5,0,0,0,0,0,0,4.47,0,0,2.85,0,0,0,0,0,0,0,2.55
2013-03-01,0,0,0,2.59,3.17,0,0,2.12,6.07,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,2.63,5.2,3.63,5.91,0,0,0,0,0,0,0,0,3.21,0,0,0,0,2.41,0,0,0,5.3,0,0,2.45,3.15,2.76,2.5,0,0,0,0,0,0,4.47,0,0,2.85,0,0,0,0,0,0,0,2.55
2013-04-01,0,0,0,2.34,3.41,0,0,2.45,5.93,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,4.5,3.94,5.74,0,0,0,0,2.3,0,0,0,3.33,0,0,0,0,0,0,0,0,5.97,0,0,2.38,4,2.65,3.51,0,0,0,0,0,0,4.61,0,0,2.31,0,0,0,0,0,0,0,2.55
2013-05-01,0,0,0,2.34,3.41,0,0,2.45,5.93,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,4.5,3.94,5.74,0,0,0,0,2.3,0,0,0,3.33,0,0,0,0,0,0,0,0,5.97,0,0,2.38,4,2.65,3.51,0,0,0,0,0,0,4.61,0,0,2.31,0,0,0,0,0,0,0,2.55
2013-06-01,0,0,0,2.34,3.41,0,0,2.45,5.93,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,4.5,3.94,5.74,0,0,0,0,2.3,0,0,0,3.33,0,0,0,0,0,0,0,0,5.97,0,0,2.38,4,2.65,3.51,0,0,0,0,0,0,4.61,0,0,2.31,0,0,0,0,0,0,0,2.55
2013-07-01,0,0,0,2.4,3.64,0,0,2.45,6.74,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,4.28,3.51,5.59,0,0,0,0,2.61,0,0,0,3.25,0,0,2.57,0,0,0,0,0,7.24,0,0,2.53,5.08,2.4,4.9,0,0,0,2.41,0,0,4.93,0,0,2.62,0,0,0,0,0,0,0,3.02
2013-08-01,0,0,0,2.4,3.64,0,0,2.45,6.74,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,4.28,3.51,5.59,0,0,0,0,2.61,0,0,0,3.25,0,0,2.57,0,0,0,0,0,7.24,0,0,2.53,5.08,2.4,4.9,0,0,0,2.41,0,0,4.93,0,0,2.62,0,0,0,0,0,0,0,3.02
2013-09-01,0,0,0,2.4,3.64,0,0,2.45,6.74,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,4.28,3.51,5.59,0,0,0,0,2.61,0,0,0,3.25,0,0,2.57,0,0,0,0,0,7.24,0,0,2.53,5.08,2.4,4.9,0,0,0,2.41,0,0,4.93,0,0,2.62,0,0,0,0,0,0,0,3.02
2013-10-01,0,0,0,2.18,3.41,0,0,2.27,5.86,0,0,0,2.1,0,0,0,0,2.57,0,0,0,0,0,0,0,2.13,4.01,2.82,5.91,0,0,0,0,2.63,0,0,0,3.48,0,0,2.22,0,0,0,0,0,6.82,0,0,2.53,6.18,2.21,4.17,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,2.81
2013-11-01,0,0,0,2.18,3.41,0,0,2.27,5.86,0,0,0,2.1,0,0,0,0,2.57,0,0,0,0,0,0,0,2.13,4.01,2.82,5.91,0,0,0,0,2.63,0,0,0,3.48,0,0,2.22,0,0,0,0,0,6.82,0,0,2.53,6.18,2.21,4.17,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,2.81
2013-12-01,0,0,0,2.18,3.41,0,0,2.27,5.86,0,0,0,2.1,0,0,0,0,2.57,0,0,0,0,0,0,0,2.13,4.01,2.82,5.91,0,0,0,0,2.63,0,0,0,3.48,0,0,2.22,0,0,0,0,0,6.82,0,0,2.53,6.18,2.21,4.17,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,2.81
2014-01-01,2.87,0,0,2.17,3.45,0,0,2.34,5.87,0,0,0,2.32,0,0,0,0,2.43,0,0,2.11,0,0,0,0,2.31,4.15,2.69,5.92,0,0,0,0,2.74,0,0,0,2.79,0,0,0,0,0,0,0,0,7.13,0,0,2.28,6.79,2.31,4.08,0,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0
2014-02-01,2.87,0,0,2.17,3.45,0,0,2.34,5.87,0,0,0,2.32,0,0,0,0,2.43,0,0,2.11,0,0,0,0,2.31,4.15,2.69,5.92,0,0,0,0,2.74,0,0,0,2.79,0,0,0,0,0,0,0,0,7.13,0,0,2.28,6.79,2.31,4.08,0,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,2.87,0,0,2.17,3.45,0,0,2.34,5.87,0,0,0,2.32,0,0,0,0,2.43,0,0,2.11,0,0,0,0,2.31,4.15,2.69,5.92,0,0,0,0,2.74,0,0,0,2.79,0,0,0,0,0,0,0,0,7.13,0,0,2.28,6.79,2.31,4.08,0,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0
2014-04-01,2.92,0,0,1.95,3.31,0,0,2.23,5.52,0,0,0,2.36,0,0,0,0,2.34,2.83,0,0,0,0,0,0,2.43,4.2,2.62,5.24,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,0,2.06,5.9,2.12,3.87,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.26
2014-05-01,2.92,0,0,1.95,3.31,0,0,2.23,5.52,0,0,0,2.36,0,0,0,0,2.34,2.83,0,0,0,0,0,0,2.43,4.2,2.62,5.24,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,0,2.06,5.9,2.12,3.87,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.26
2014-06-01,2.92,0,0,1.95,3.31,0,0,2.23,5.52,0,0,0,2.36,0,0,0,0,2.34,2.83,0,0,0,0,0,0,2.43,4.2,2.62,5.24,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,0,2.06,5.9,2.12,3.87,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.26
2014-07-01,3.27,0,0,1.85,3.69,0,0,1.81,5.57,0,0,0,0,0,0,0,0,2.34,3.49,0,0,0,0,0,0,2.13,4.18,2.76,5.74,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,2.03,6.97,0,0,0,5.86,2.23,3.76,0,0,0,0,0,0,4.27,0,0,0,1.81,0,0,0,0,0,0,2.16
2014-08-01,3.27,0,0,1.85,3.69,0,0,1.81,5.57,0,0,0,0,0,0,0,0,2.34,3.49,0,0,0,0,0,0,2.13,4.18,2.76,5.74,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,2.03,6.97,0,0,0,5.86,2.23,3.76,0,0,0,0,0,0,4.27,0,0,0,1.81,0,0,0,0,0,0,2.16
2014-09-01,3.27,0,0,1.85,3.69,0,0,1.81,5.57,0,0,0,0,0,0,0,0,2.34,3.49,0,0,0,0,0,0,2.13,4.18,2.76,5.74,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,2.03,6.97,0,0,0,5.86,2.23,3.76,0,0,0,0,0,0,4.27,0,0,0,1.81,0,0,0,0,0,0,2.16
2014-10-01,2.75,0,0,1.78,3.84,0,0,0,5.54,0,0,0,0,0,0,0,0,2.03,3.34,0,0,0,0,0,0,0,4.33,3.37,5.45,0,3.26,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,2.16,5.31,0,3.58,0,7.04,0,2.27,0,0,0,0,1.97,3.59,3.85,0,0,0,0,0,0,0,0,0,0,1.93
2014-11-01,2.75,0,0,1.78,3.84,0,0,0,5.54,0,0,0,0,0,0,0,0,2.03,3.34,0,0,0,0,0,0,0,4.33,3.37,5.45,0,3.26,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,2.16,5.31,0,3.58,0,7.04,0,2.27,0,0,0,0,1.97,3.59,3.85,0,0,0,0,0,0,0,0,0,0,1.93
2014-12-01,2.75,0,0,1.78,3.84,0,0,0,5.54,0,0,0,0,0,0,0,0,2.03,3.34,0,0,0,0,0,0,0,4.33,3.37,5.45,0,3.26,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,2.16,5.31,0,3.58,0,7.04,0,2.27,0,0,0,0,1.97,3.59,3.85,0,0,0,0,0,0,0,0,0,0,1.93
2015-01-01,2.26,0,0,2.02,3.79,0,0,0,5.64,0,0,0,0,0,0,0,0,2.21,4.06,1.96,0,0,0,0,0,0,0,3.35,3.9,0,3.35,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,2.18,5.39,0,4.22,0,6.77,0,2.06,0,0,0,0,2.01,4.08,3.9,0,0,0,0,0,0,0,0,0,0,2.1
2015-02-01,2.26,0,0,2.02,3.79,0,0,0,5.64,0,0,0,0,0,0,0,0,2.21,4.06,1.96,0,0,0,0,0,0,0,3.35,3.9,0,3.35,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,2.18,5.39,0,4.22,0,6.77,0,2.06,0,0,0,0,2.01,4.08,3.9,0,0,0,0,0,0,0,0,0,0,2.1
2015-03-01,2.26,0,0,2.02,3.79,0,0,0,5.64,0,0,0,0,0,0,0,0,2.21,4.06,1.96,0,0,0,0,0,0,0,3.35,3.9,0,3.35,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,2.18,5.39,0,4.22,0,6.77,0,2.06,0,0,0,0,2.01,4.08,3.9,0,0,0,0,0,0,0,0,0,0,2.1
2015-04-01,3.06,0,0,2.04,4.22,0,0,0,5.77,0,0,0,0,0,0,2.41,0,2.16,4.3,2.13,0,0,0,0,0,0,0,3.3,3.92,0,3.39,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,2,5.78,0,4.33,0,6.49,0,2.17,0,0,0,0,0,3.61,3.71,0,0,0,0,0,0,0,0,0,0,2.04
2015-05-01,3.06,0,0,2.04,4.22,0,0,0,5.77,0,0,0,0,0,0,2.41,0,2.16,4.3,2.13,0,0,0,0,0,0,0,3.3,3.92,0,3.39,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,2,5.78,0,4.33,0,6.49,0,2.17,0,0,0,0,0,3.61,3.71,0,0,0,0,0,0,0,0,0,0,2.04
2015-06-01,3.06,0,0,2.04,4.22,0,0,0,5.77,0,0,0,0,0,0,2.41,0,2.16,4.3,2.13,0,0,0,0,0,0,0,3.3,3.92,0,3.39,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,2,5.78,0,4.33,0,6.49,0,2.17,0,0,0,0,0,3.61,3.71,0,0,0,0,0,0,0,0,0,0,2.04
2015-07-01,4.05,0,0,2.11,4.58,0,0,0,5.94,0,0,0,0,0,0,2.76,0,0,4.86,0,0,0,1.97,0,0,0,0,3.84,0,0,0,0,0,2.04,2.71,0,0,0,0,0,0,0,0,0,0,2.64,6.57,0,4.13,0,7.5,0,2.08,0,0,0,0,4.71,3.93,2.2,0,0,0,0,0,0,0,0,0,0,2.43
2015-08-01,4.05,0,0,2.11,4.58,0,0,0,5.94,0,0,0,0,0,0,2.76,0,0,4.86,0,0,0,1.97,0,0,0,0,3.84,0,0,0,0,0,2.04,2.71,0,0,0,0,0,0,0,0,0,0,2.64,6.57,0,4.13,0,7.5,0,2.08,0,0,0,0,4.71,3.93,2.2,0,0,0,0,0,0,0,0,0,0,2.43
2015-09-01,4.05,0,0,2.11,4.58,0,0,0,5.94,0,0,0,0,0,0,2.76,0,0,4.86,0,0,0,1.97,0,0,0,0,3.84,0,0,0,0,0,2.04,2.71,0,0,0,0,0,0,0,0,0,0,2.64,6.57,0,4.13,0,7.5,0,2.08,0,0,0,0,4.71,3.93,2.2,0,0,0,0,0,0,0,0,0,0,2.43
2015-10-01,4.04,0,0,0,4.88,0,0,0,6.04,0,0,0,0,0,0,2.93,0,0,4.95,0,0,0,2.08,0,0,0,0,3.91,0,0,0,0,0,2.26,3.27,0,0,0,0,0,2.07,0,0,0,0,2.32,6.35,0,4.42,0,7.41,0,2.07,0,0,0,0,4.96,4.14,2.3,0,0,0,0,0,0,0,0,0,0,2.63
2015-11-01,4.04,0,0,0,4.88,0,0,0,6.04,0,0,0,0,0,0,2.93,0,0,4.95,0,0,0,2.08,0,0,0,0,3.91,0,0,0,0,0,2.26,3.27,0,0,0,0,0,2.07,0,0,0,0,2.32,6.35,0,4.42,0,7.41,0,2.07,0,0,0,0,4.96,4.14,2.3,0,0,0,0,0,0,0,0,0,0,2.63
