"Date","ABT","ADP","AFL","AIG","AMAT","AMGN","ANTM","AXP","BAC","BAX","BDX","BMY","BP","BRK","BWP","C","CAH","CB","CBI","CHK","CL","CSCO","CTAS","DD","DHR","DIS","DOW","EMC","ETN","FFH","GCI","GD","GE","GM","GRA","GS","HAE","HPE","HPQ","IBM","INTC","ITW","JNJ","JPM","KBR","KHC","KMX","L","LAB","LLY","MDLZ","MDT","MKL","MMC","MMM","OC","ORLY","PG","RDS","RSG","SPGI","SWK","SYY","T","TGNA","TRB","TUP","UNH","VMW","WBA","WFC","WU"
2009-06-01,3.19,3.79,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,3.42,0,0,3.61,0,3.8,0,0,0,0,0,0,0,0,0,0,0,3.56,3.73,3.84,3.63,0,0,0,0,3.93,0,0,3.57,0,0,3.43,3.92,0,0,3.48,0,0,3.33,0,0,3.55,0,0,0,3.55,0,0,0,0
2009-07-01,3.01,3.77,0,0,3.19,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,4.08,0,0,3.81,0,3.76,0,0,0,0,0,0,0,0,0,0,0,3.65,3.16,3.94,3.49,0,0,0,0,4.41,0,0,3.32,0,0,3.78,4.32,0,0,3.54,0,0,0,0,0,3.47,0,0,0,3.2,0,0,0,3.3
2009-08-01,3.01,3.77,0,0,3.19,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,4.08,0,0,3.81,0,3.76,0,0,0,0,0,0,0,0,0,0,0,3.65,3.16,3.94,3.49,0,0,0,0,4.41,0,0,3.32,0,0,3.78,4.32,0,0,3.54,0,0,0,0,0,3.47,0,0,0,3.2,0,0,0,3.3
2009-09-01,3.01,3.77,0,0,3.19,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,4.08,0,0,3.81,0,3.76,0,0,0,0,0,0,0,0,0,0,0,3.65,3.16,3.94,3.49,0,0,0,0,4.41,0,0,3.32,0,0,3.78,4.32,0,0,3.54,0,0,0,0,0,3.47,0,0,0,3.2,0,0,0,3.3
2009-10-01,3.5,0,0,0,3.53,0,4.21,0,0,0,3.35,0,0,0,0,0,0,0,0,0,0,3.82,3.73,0,0,4.76,0,4.1,0,0,0,0,0,0,0,0,0,0,0,4.26,3.5,0,3.93,0,0,0,0,4.98,0,0,3.66,0,0,3.59,3.13,0,0,3.94,0,0,3.54,0,0,3.83,0,0,0,4.14,0,0,0,3.5
2009-11-01,3.5,0,0,0,3.53,0,4.21,0,0,0,3.35,0,0,0,0,0,0,0,0,0,0,3.82,3.73,0,0,4.76,0,4.1,0,0,0,0,0,0,0,0,0,0,0,4.26,3.5,0,3.93,0,0,0,0,4.98,0,0,3.66,0,0,3.59,3.13,0,0,3.94,0,0,3.54,0,0,3.83,0,0,0,4.14,0,0,0,3.5
2009-12-01,3.5,0,0,0,3.53,0,4.21,0,0,0,3.35,0,0,0,0,0,0,0,0,0,0,3.82,3.73,0,0,4.76,0,4.1,0,0,0,0,0,0,0,0,0,0,0,4.26,3.5,0,3.93,0,0,0,0,4.98,0,0,3.66,0,0,3.59,3.13,0,0,3.94,0,0,3.54,0,0,3.83,0,0,0,4.14,0,0,0,3.5
2010-01-01,3.2,0,0,0,3.21,0,3.62,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,3.9,3.77,0,0,0,0,3.15,0,0,0,0,3.28,0,0,0,0,0,0,3.91,3.58,0,3.73,0,0,0,0,4.23,0,0,3.82,0,0,3.73,0,0,0,3.86,0,0,3.53,0,0,3.31,0,0,0,3.55,0,0,3.53,3.76
2010-02-01,3.2,0,0,0,3.21,0,3.62,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,3.9,3.77,0,0,0,0,3.15,0,0,0,0,3.28,0,0,0,0,0,0,3.91,3.58,0,3.73,0,0,0,0,4.23,0,0,3.82,0,0,3.73,0,0,0,3.86,0,0,3.53,0,0,3.31,0,0,0,3.55,0,0,3.53,3.76
2010-03-01,3.2,0,0,0,3.21,0,3.62,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,3.9,3.77,0,0,0,0,3.15,0,0,0,0,3.28,0,0,0,0,0,0,3.91,3.58,0,3.73,0,0,0,0,4.23,0,0,3.82,0,0,3.73,0,0,0,3.86,0,0,3.53,0,0,3.31,0,0,0,3.55,0,0,3.53,3.76
2010-04-01,3.21,0,0,0,3.22,0,3.1,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,3.6,3.63,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,4.25,3.53,0,3.81,0,0,0,0,4.26,0,0,3.99,0,0,3.88,3.16,0,0,4.12,0,0,3.14,0,0,3.49,0,0,0,3.48,0,0,3.28,3.72
2010-05-01,3.21,0,0,0,3.22,0,3.1,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,3.6,3.63,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,4.25,3.53,0,3.81,0,0,0,0,4.26,0,0,3.99,0,0,3.88,3.16,0,0,4.12,0,0,3.14,0,0,3.49,0,0,0,3.48,0,0,3.28,3.72
2010-06-01,3.21,0,0,0,3.22,0,3.1,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,3.6,3.63,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,4.25,3.53,0,3.81,0,0,0,0,4.26,0,0,3.99,0,0,3.88,3.16,0,0,4.12,0,0,3.14,0,0,3.49,0,0,0,3.48,0,0,3.28,3.72
2010-07-01,3.31,0,0,0,0,0,3.32,0,0,0,3.08,0,0,0,0,0,0,3.32,0,0,0,3.42,3.86,0,0,0,0,3.7,0,0,0,0,3.05,0,0,0,0,0,0,3.73,3.23,0,3.7,0,0,0,0,4.48,0,0,4.06,0,0,3.84,3.21,0,0,0,0,0,3.42,0,0,3.82,0,0,0,3.98,0,0,0,4.08
2010-08-01,3.31,0,0,0,0,0,3.32,0,0,0,3.08,0,0,0,0,0,0,3.32,0,0,0,3.42,3.86,0,0,0,0,3.7,0,0,0,0,3.05,0,0,0,0,0,0,3.73,3.23,0,3.7,0,0,0,0,4.48,0,0,4.06,0,0,3.84,3.21,0,0,0,0,0,3.42,0,0,3.82,0,0,0,3.98,0,0,0,4.08
2010-09-01,3.31,0,0,0,0,0,3.32,0,0,0,3.08,0,0,0,0,0,0,3.32,0,0,0,3.42,3.86,0,0,0,0,3.7,0,0,0,0,3.05,0,0,0,0,0,0,3.73,3.23,0,3.7,0,0,0,0,4.48,0,0,4.06,0,0,3.84,3.21,0,0,0,0,0,3.42,0,0,3.82,0,0,0,3.98,0,0,0,4.08
2010-10-01,0,3.13,0,0,3.34,0,3.19,0,0,0,3.37,0,0,0,0,0,0,3.33,0,0,0,0,3.75,0,0,0,0,4,0,0,0,0,3.29,0,0,0,0,0,0,3.91,3.38,0,3.54,0,0,0,0,4.41,0,0,3.98,0,0,4.17,0,0,0,0,0,0,3.61,0,0,3.76,0,0,0,3.92,0,0,3.52,4.11
2010-11-01,0,3.13,0,0,3.34,0,3.19,0,0,0,3.37,0,0,0,0,0,0,3.33,0,0,0,0,3.75,0,0,0,0,4,0,0,0,0,3.29,0,0,0,0,0,0,3.91,3.38,0,3.54,0,0,0,0,4.41,0,0,3.98,0,0,4.17,0,0,0,0,0,0,3.61,0,0,3.76,0,0,0,3.92,0,0,3.52,4.11
2010-12-01,0,3.13,0,0,3.34,0,3.19,0,0,0,3.37,0,0,0,0,0,0,3.33,0,0,0,0,3.75,0,0,0,0,4,0,0,0,0,3.29,0,0,0,0,0,0,3.91,3.38,0,3.54,0,0,0,0,4.41,0,0,3.98,0,0,4.17,0,0,0,0,0,0,3.61,0,0,3.76,0,0,0,3.92,0,0,3.52,4.11
2011-01-01,0,3.29,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,3.25,0,0,3.2,0,3.85,0,0,0,0,3.66,0,0,0,0,3.42,0,0,0,0,0,0,3.5,3.08,0,3.21,0,0,0,0,4.1,0,0,3.75,0,0,3.85,3.14,0,0,0,0,0,3.7,0,0,3.72,0,0,0,3.72,0,0,3.41,3.71
2011-02-01,0,3.29,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,3.25,0,0,3.2,0,3.85,0,0,0,0,3.66,0,0,0,0,3.42,0,0,0,0,0,0,3.5,3.08,0,3.21,0,0,0,0,4.1,0,0,3.75,0,0,3.85,3.14,0,0,0,0,0,3.7,0,0,3.72,0,0,0,3.72,0,0,3.41,3.71
2011-03-01,0,3.29,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,3.25,0,0,3.2,0,3.85,0,0,0,0,3.66,0,0,0,0,3.42,0,0,0,0,0,0,3.5,3.08,0,3.21,0,0,0,0,4.1,0,0,3.75,0,0,3.85,3.14,0,0,0,0,0,3.7,0,0,3.72,0,0,0,3.72,0,0,3.41,3.71
2011-04-01,0,3.4,0,0,0,0,3.53,3.23,0,3.24,3.28,0,0,0,0,0,0,3.34,0,0,3.49,0,3.5,0,0,0,0,3.14,0,0,0,0,3.25,0,0,0,0,0,0,3.25,0,0,3.64,0,0,0,0,4.04,0,0,3.48,0,0,4.06,3.21,0,0,0,0,0,3.27,0,0,3.84,0,0,0,3.42,0,0,0,3.61
2011-05-01,0,3.4,0,0,0,0,3.53,3.23,0,3.24,3.28,0,0,0,0,0,0,3.34,0,0,3.49,0,3.5,0,0,0,0,3.14,0,0,0,0,3.25,0,0,0,0,0,0,3.25,0,0,3.64,0,0,0,0,4.04,0,0,3.48,0,0,4.06,3.21,0,0,0,0,0,3.27,0,0,3.84,0,0,0,3.42,0,0,0,3.61
2011-06-01,0,3.4,0,0,0,0,3.53,3.23,0,3.24,3.28,0,0,0,0,0,0,3.34,0,0,3.49,0,3.5,0,0,0,0,3.14,0,0,0,0,3.25,0,0,0,0,0,0,3.25,0,0,3.64,0,0,0,0,4.04,0,0,3.48,0,0,4.06,3.21,0,0,0,0,0,3.27,0,0,3.84,0,0,0,3.42,0,0,0,3.61
2011-07-01,3.66,3.75,0,0,0,0,3.59,3.45,0,3.76,3.44,0,0,0,0,0,0,3.94,0,0,0,3.45,3.67,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,4.08,3.18,0,4.28,0,0,0,0,4.08,0,0,4.08,0,0,3.34,0,0,0,0,0,0,0,0,0,3.5,0,0,0,3.77,0,0,3.22,3.39
2011-08-01,3.66,3.75,0,0,0,0,3.59,3.45,0,3.76,3.44,0,0,0,0,0,0,3.94,0,0,0,3.45,3.67,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,4.08,3.18,0,4.28,0,0,0,0,4.08,0,0,4.08,0,0,3.34,0,0,0,0,0,0,0,0,0,3.5,0,0,0,3.77,0,0,3.22,3.39
2011-09-01,3.66,3.75,0,0,0,0,3.59,3.45,0,3.76,3.44,0,0,0,0,0,0,3.94,0,0,0,3.45,3.67,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,4.08,3.18,0,4.28,0,0,0,0,4.08,0,0,4.08,0,0,3.34,0,0,0,0,0,0,0,0,0,3.5,0,0,0,3.77,0,0,3.22,3.39
2011-10-01,3.67,3.92,0,0,0,0,0,3.31,0,3.02,3.2,0,0,0,0,0,0,4.15,0,0,0,3.14,4.15,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,3.91,3.3,0,4.03,0,0,0,0,4.06,0,0,4.15,0,0,3.63,3.11,0,0,3.02,0,0,0,0,0,3.39,0,0,0,0,0,0,3.36,3.7
2011-11-01,3.67,3.92,0,0,0,0,0,3.31,0,3.02,3.2,0,0,0,0,0,0,4.15,0,0,0,3.14,4.15,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,3.91,3.3,0,4.03,0,0,0,0,4.06,0,0,4.15,0,0,3.63,3.11,0,0,3.02,0,0,0,0,0,3.39,0,0,0,0,0,0,3.36,3.7
2011-12-01,3.67,3.92,0,0,0,0,0,3.31,0,3.02,3.2,0,0,0,0,0,0,4.15,0,0,0,3.14,4.15,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,3.91,3.3,0,4.03,0,0,0,0,4.06,0,0,4.15,0,0,3.63,3.11,0,0,3.02,0,0,0,0,0,3.39,0,0,0,0,0,0,3.36,3.7
2012-01-01,0,0,0,0,0,0,0,3.79,0,3.41,3.1,0,0,0,0,0,0,3.87,0,0,0,3.43,3.63,0,0,0,0,3.57,0,0,3.22,0,4.31,0,0,0,0,0,0,4.14,3.57,0,3.78,0,0,0,0,4.01,0,0,0,0,0,3.52,3.17,0,0,0,0,0,0,0,3.44,3.27,0,0,0,0,0,0,3.88,3.33
2012-02-01,0,0,0,0,0,0,0,3.79,0,3.41,3.1,0,0,0,0,0,0,3.87,0,0,0,3.43,3.63,0,0,0,0,3.57,0,0,3.22,0,4.31,0,0,0,0,0,0,4.14,3.57,0,3.78,0,0,0,0,4.01,0,0,0,0,0,3.52,3.17,0,0,0,0,0,0,0,3.44,3.27,0,0,0,0,0,0,3.88,3.33
2012-03-01,0,0,0,0,0,0,0,3.79,0,3.41,3.1,0,0,0,0,0,0,3.87,0,0,0,3.43,3.63,0,0,0,0,3.57,0,0,3.22,0,4.31,0,0,0,0,0,0,4.14,3.57,0,3.78,0,0,0,0,4.01,0,0,0,0,0,3.52,3.17,0,0,0,0,0,0,0,3.44,3.27,0,0,0,0,0,0,3.88,3.33
2012-04-01,0,0,0,0,0,0,0,3.89,0,3.09,3.04,0,0,0,0,0,0,4.15,0,0,0,2.84,3.65,0,0,0,0,3.12,0,0,3.15,0,4.56,0,0,0,0,0,0,3.96,3.45,0,3.95,0,0,0,0,4.19,0,0,0,0,0,3.52,3.24,0,0,0,0,0,0,0,3.5,3.8,0,0,0,0,0,0,3.88,3.24
2012-05-01,0,0,0,0,0,0,0,3.89,0,3.09,3.04,0,0,0,0,0,0,4.15,0,0,0,2.84,3.65,0,0,0,0,3.12,0,0,3.15,0,4.56,0,0,0,0,0,0,3.96,3.45,0,3.95,0,0,0,0,4.19,0,0,0,0,0,3.52,3.24,0,0,0,0,0,0,0,3.5,3.8,0,0,0,0,0,0,3.88,3.24
2012-06-01,0,0,0,0,0,0,0,3.89,0,3.09,3.04,0,0,0,0,0,0,4.15,0,0,0,2.84,3.65,0,0,0,0,3.12,0,0,3.15,0,4.56,0,0,0,0,0,0,3.96,3.45,0,3.95,0,0,0,0,4.19,0,0,0,0,0,3.52,3.24,0,0,0,0,0,0,0,3.5,3.8,0,0,0,0,0,0,3.88,3.24
2012-07-01,0,0,0,0,0,0,0,3.14,0,3.54,3.24,0,0,0,0,0,0,3.79,0,0,0,3.19,3.96,0,0,0,0,3.36,3.21,0,3.16,0,4.49,0,0,0,0,0,0,4.24,0,0,4.07,0,0,0,0,4.28,0,0,0,0,0,3.75,3.39,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,3.3,4.05,3.55
