"Date","AAPL","ABT","ACN","ADBE","ADP","AME","APH","BDX","CDW","CHRW","CL","CTSH","DHR","ECL","EFX","EMR","GE","GIS","GOOGL","INTU","JNJ","KO","MA","MDT","MMM","MSFT","NKE","OMC","ORCL","PAYX","PEP","PFE","PG","PX","RTX","SPGI","SYK","SYY","TJX","TROW","UNH","UPS","VAR","VFC","WAT","WFC"
2008-03-01,0,5.2,0,0,3.09,0,0,0,0,0,3.85,0,3.51,2.51,3.69,5.34,5.65,0,0,0,4.96,0,0,4.34,5,4.21,0,4.47,0,0,4.52,0,5.89,0,0,0,5.37,3,0,3.35,0,0,0,0,2.88,3.42
2008-04-01,0,5.42,0,2.56,3.31,0,0,0,0,0,2.87,0,3.87,0,3.9,4.76,4.43,0,0,0,5.34,0,0,5.05,4.77,4.43,0,4.93,0,0,4.32,0,5.06,0,0,0,5.63,2.85,0,2.7,0,0,0,0,3.91,3.46
2008-05-01,0,5.42,0,2.56,3.31,0,0,0,0,0,2.87,0,3.87,0,3.9,4.76,4.43,0,0,0,5.34,0,0,5.05,4.77,4.43,0,4.93,0,0,4.32,0,5.06,0,0,0,5.63,2.85,0,2.7,0,0,0,0,3.91,3.46
2008-06-01,0,5.42,0,2.56,3.31,0,0,0,0,0,2.87,0,3.87,0,3.9,4.76,4.43,0,0,0,5.34,0,0,5.05,4.77,4.43,0,4.93,0,0,4.32,0,5.06,0,0,0,5.63,2.85,0,2.7,0,0,0,0,3.91,3.46
2008-07-01,0,5.17,0,2.26,3.6,0,0,0,0,0,2.75,0,4.47,2.51,3.51,4.51,4.94,0,0,0,5.05,0,0,5.11,4.57,4.94,0,4.04,0,0,5.19,0,5.09,0,0,0,4.9,3.38,0,0,0,0,0,0,3.76,5.36
2008-08-01,0,5.17,0,2.26,3.6,0,0,0,0,0,2.75,0,4.47,2.51,3.51,4.51,4.94,0,0,0,5.05,0,0,5.11,4.57,4.94,0,4.04,0,0,5.19,0,5.09,0,0,0,4.9,3.38,0,0,0,0,0,0,3.76,5.36
2008-09-01,0,5.17,0,2.26,3.6,0,0,0,0,0,2.75,0,4.47,2.51,3.51,4.51,4.94,0,0,0,5.05,0,0,5.11,4.57,4.94,0,4.04,0,0,5.19,0,5.09,0,0,0,4.9,3.38,0,0,0,0,0,0,3.76,5.36
2008-10-01,0,5.45,0,0,4.13,0,0,0,0,0,3.12,2.8,4.54,0,3.37,5.04,0,0,0,0,5.43,3.42,0,4.11,4.33,5.22,0,3.51,0,0,4.97,0,5.13,0,2.9,0,4.54,3.13,0,0,0,0,0,0,3.44,4.06
2008-11-01,0,5.45,0,0,4.13,0,0,0,0,0,3.12,2.8,4.54,0,3.37,5.04,0,0,0,0,5.43,3.42,0,4.11,4.33,5.22,0,3.51,0,0,4.97,0,5.13,0,2.9,0,4.54,3.13,0,0,0,0,0,0,3.44,4.06
2008-12-01,0,5.45,0,0,4.13,0,0,0,0,0,3.12,2.8,4.54,0,3.37,5.04,0,0,0,0,5.43,3.42,0,4.11,4.33,5.22,0,3.51,0,0,4.97,0,5.13,0,2.9,0,4.54,3.13,0,0,0,0,0,0,3.44,4.06
2009-01-01,0,4.6,0,2.96,4.19,0,3.7,0,0,0,3.05,3.86,4.33,0,3.53,4.47,0,0,0,0,5.15,3.77,0,4.38,4.25,5.31,0,3.47,0,0,4.67,0,4.44,0,0,0,4.55,3.54,0,0,0,0,0,0,3.94,0
2009-02-01,0,4.6,0,2.96,4.19,0,3.7,0,0,0,3.05,3.86,4.33,0,3.53,4.47,0,0,0,0,5.15,3.77,0,4.38,4.25,5.31,0,3.47,0,0,4.67,0,4.44,0,0,0,4.55,3.54,0,0,0,0,0,0,3.94,0
2009-03-01,0,4.6,0,2.96,4.19,0,3.7,0,0,0,3.05,3.86,4.33,0,3.53,4.47,0,0,0,0,5.15,3.77,0,4.38,4.25,5.31,0,3.47,0,0,4.67,0,4.44,0,0,0,4.55,3.54,0,0,0,0,0,0,3.94,0
2009-04-01,0,4.12,0,3.27,3.83,0,3.37,0,0,0,4.01,3.96,3.46,0,3.27,3.52,0,0,0,0,4.88,3.74,0,4.7,4.66,5.81,0,3.89,0,0,4.52,0,3.74,0,0,0,4.81,3.16,0,0,0,0,0,0,4.38,0
2009-05-01,0,4.12,0,3.27,3.83,0,3.37,0,0,0,4.01,3.96,3.46,0,3.27,3.52,0,0,0,0,4.88,3.74,0,4.7,4.66,5.81,0,3.89,0,0,4.52,0,3.74,0,0,0,4.81,3.16,0,0,0,0,0,0,4.38,0
2009-06-01,0,4.12,0,3.27,3.83,0,3.37,0,0,0,4.01,3.96,3.46,0,3.27,3.52,0,0,0,0,4.88,3.74,0,4.7,4.66,5.81,0,3.89,0,0,4.52,0,3.74,0,0,0,4.81,3.16,0,0,0,0,0,0,4.38,0
2009-07-01,0,4.08,0,0,3.73,3.1,3.52,0,0,0,3.79,3.89,0,0,3.2,3.81,0,0,0,0,4.59,3.67,0,4.35,5.02,5,0,3.99,3.53,0,4.23,0,3.72,0,3.5,0,3.24,0,0,0,0,0,0,0,3.64,0
2009-08-01,0,4.08,0,0,3.73,3.1,3.52,0,0,0,3.79,3.89,0,0,3.2,3.81,0,0,0,0,4.59,3.67,0,4.35,5.02,5,0,3.99,3.53,0,4.23,0,3.72,0,3.5,0,3.24,0,0,0,0,0,0,0,3.64,0
2009-09-01,0,4.08,0,0,3.73,3.1,3.52,0,0,0,3.79,3.89,0,0,3.2,3.81,0,0,0,0,4.59,3.67,0,4.35,5.02,5,0,3.99,3.53,0,4.23,0,3.72,0,3.5,0,3.24,0,0,0,0,0,0,0,3.64,0
2009-10-01,0,4.36,0,0,3.55,0,3.5,0,0,0,3.58,3.71,0,0,3.59,3.55,0,0,0,0,4.25,0,0,4.55,4.93,5.15,0,3.7,4.06,0,4.07,0,3.64,0,3.82,0,3.14,3.02,0,0,0,0,0,0,3.28,0
2009-11-01,0,4.36,0,0,3.55,0,3.5,0,0,0,3.58,3.71,0,0,3.59,3.55,0,0,0,0,4.25,0,0,4.55,4.93,5.15,0,3.7,4.06,0,4.07,0,3.64,0,3.82,0,3.14,3.02,0,0,0,0,0,0,3.28,0
2009-12-01,0,4.36,0,0,3.55,0,3.5,0,0,0,3.58,3.71,0,0,3.59,3.55,0,0,0,0,4.25,0,0,4.55,4.93,5.15,0,3.7,4.06,0,4.07,0,3.64,0,3.82,0,3.14,3.02,0,0,0,0,0,0,3.28,0
2010-01-01,0,5.18,0,0,3.86,0,0,0,0,0,4.21,3.39,0,0,3.59,4.96,0,0,0,0,3.71,3.27,0,4.02,4.29,4.62,0,4.16,4.27,0,3.82,0,3.96,4.61,4.5,0,3.45,0,0,3.18,0,0,0,0,0,0
2010-02-01,0,5.18,0,0,3.86,0,0,0,0,0,4.21,3.39,0,0,3.59,4.96,0,0,0,0,3.71,3.27,0,4.02,4.29,4.62,0,4.16,4.27,0,3.82,0,3.96,4.61,4.5,0,3.45,0,0,3.18,0,0,0,0,0,0
2010-03-01,0,5.18,0,0,3.86,0,0,0,0,0,4.21,3.39,0,0,3.59,4.96,0,0,0,0,3.71,3.27,0,4.02,4.29,4.62,0,4.16,4.27,0,3.82,0,3.96,4.61,4.5,0,3.45,0,0,3.18,0,0,0,0,0,0
2010-04-01,0,5.28,0,3.83,3.68,0,0,0,0,0,4.19,3.26,0,0,3.17,4.46,0,0,0,0,3.49,0,0,4.3,4.25,4.29,0,4,4.34,0,4.09,0,4.33,4.55,4.4,0,3.36,0,0,4.15,0,0,0,0,0,0
2010-05-01,0,5.28,0,3.83,3.68,0,0,0,0,0,4.19,3.26,0,0,3.17,4.46,0,0,0,0,3.49,0,0,4.3,4.25,4.29,0,4,4.34,0,4.09,0,4.33,4.55,4.4,0,3.36,0,0,4.15,0,0,0,0,0,0
2010-06-01,0,5.28,0,3.83,3.68,0,0,0,0,0,4.19,3.26,0,0,3.17,4.46,0,0,0,0,3.49,0,0,4.3,4.25,4.29,0,4,4.34,0,4.09,0,4.33,4.55,4.4,0,3.36,0,0,4.15,0,0,0,0,0,0
2010-07-01,0,5.14,0,4.2,3.35,0,0,0,0,0,3.57,3.48,0,0,3.42,4.61,0,0,0,0,0,3.12,0,4.45,4.66,4.85,0,4.54,4.82,0,3.89,0,3.78,4.18,4.22,0,4.5,0,0,4.37,0,0,0,0,0,0
2010-08-01,0,5.14,0,4.2,3.35,0,0,0,0,0,3.57,3.48,0,0,3.42,4.61,0,0,0,0,0,3.12,0,4.45,4.66,4.85,0,4.54,4.82,0,3.89,0,3.78,4.18,4.22,0,4.5,0,0,4.37,0,0,0,0,0,0
2010-09-01,0,5.14,0,4.2,3.35,0,0,0,0,0,3.57,3.48,0,0,3.42,4.61,0,0,0,0,0,3.12,0,4.45,4.66,4.85,0,4.54,4.82,0,3.89,0,3.78,4.18,4.22,0,4.5,0,0,4.37,0,0,0,0,0,0
2010-10-01,0,4.37,0,4.67,3.14,0,0,0,0,0,3.18,3.36,0,0,4.01,4.25,0,0,0,0,0,2.99,0,4.82,4.78,4.93,0,4.63,4.26,0,4.75,0,4.35,3.46,4.74,0,4.45,0,0,4.93,0,0,0,0,0,0
2010-11-01,0,4.37,0,4.67,3.14,0,0,0,0,0,3.18,3.36,0,0,4.01,4.25,0,0,0,0,0,2.99,0,4.82,4.78,4.93,0,4.63,4.26,0,4.75,0,4.35,3.46,4.74,0,4.45,0,0,4.93,0,0,0,0,0,0
2010-12-01,0,4.37,0,4.67,3.14,0,0,0,0,0,3.18,3.36,0,0,4.01,4.25,0,0,0,0,0,2.99,0,4.82,4.78,4.93,0,4.63,4.26,0,4.75,0,4.35,3.46,4.74,0,4.45,0,0,4.93,0,0,0,0,0,0
2011-01-01,0,4.25,0,4.95,3.11,0,0,3.14,0,0,2.85,3.34,0,0,3.91,4.01,0,0,0,0,0,0,0,4.56,5.18,4.74,0,5.08,4.06,0,4.82,0,4.17,3.67,5.18,0,4.55,0,0,4.77,0,0,0,0,0,0
2011-02-01,0,4.25,0,4.95,3.11,0,0,3.14,0,0,2.85,3.34,0,0,3.91,4.01,0,0,0,0,0,0,0,4.56,5.18,4.74,0,5.08,4.06,0,4.82,0,4.17,3.67,5.18,0,4.55,0,0,4.77,0,0,0,0,0,0
2011-03-01,0,4.25,0,4.95,3.11,0,0,3.14,0,0,2.85,3.34,0,0,3.91,4.01,0,0,0,0,0,0,0,4.56,5.18,4.74,0,5.08,4.06,0,4.82,0,4.17,3.67,5.18,0,4.55,0,0,4.77,0,0,0,0,0,0
2011-04-01,0,4.54,0,4.79,3,0,2.87,3.95,0,0,2.9,3.14,0,0,3.28,4.7,0,0,0,0,0,0,0,4.19,4.93,4.56,0,4.92,3.76,0,4.94,0,4.3,4.05,5.08,0,4.36,0,0,4.63,0,0,0,0,0,0
2011-05-01,0,4.54,0,4.79,3,0,2.87,3.95,0,0,2.9,3.14,0,0,3.28,4.7,0,0,0,0,0,0,0,4.19,4.93,4.56,0,4.92,3.76,0,4.94,0,4.3,4.05,5.08,0,4.36,0,0,4.63,0,0,0,0,0,0
2011-06-01,0,4.54,0,4.79,3,0,2.87,3.95,0,0,2.9,3.14,0,0,3.28,4.7,0,0,0,0,0,0,0,4.19,4.93,4.56,0,4.92,3.76,0,4.94,0,4.3,4.05,5.08,0,4.36,0,0,4.63,0,0,0,0,0,0
2011-07-01,0,4.48,0,4.26,3.38,0,3.67,4.18,0,3.05,3.4,3.93,0,0,3.36,4.44,0,0,0,0,0,0,0,0,4.32,4.34,0,4.46,4.03,0,5.32,0,5.4,4.26,4.67,0,3.33,0,0,4.46,0,0,0,0,0,0
2011-08-01,0,4.48,0,4.26,3.38,0,3.67,4.18,0,3.05,3.4,3.93,0,0,3.36,4.44,0,0,0,0,0,0,0,0,4.32,4.34,0,4.46,4.03,0,5.32,0,5.4,4.26,4.67,0,3.33,0,0,4.46,0,0,0,0,0,0
2011-09-01,0,4.48,0,4.26,3.38,0,3.67,4.18,0,3.05,3.4,3.93,0,0,3.36,4.44,0,0,0,0,0,0,0,0,4.32,4.34,0,4.46,4.03,0,5.32,0,5.4,4.26,4.67,0,3.33,0,0,4.46,0,0,0,0,0,0
2011-10-01,0,4.12,0,3.4,3.63,0,3.96,3.5,0,2.92,3.55,3.78,0,0,3.43,4.7,0,0,0,0,0,0,0,0,4.62,4.25,0,5.07,3.69,0,5.35,0,5.36,4.3,4.55,0,3.09,0,0,5,0,0,0,0,0,0
2011-11-01,0,4.12,0,3.4,3.63,0,3.96,3.5,0,2.92,3.55,3.78,0,0,3.43,4.7,0,0,0,0,0,0,0,0,4.62,4.25,0,5.07,3.69,0,5.35,0,5.36,4.3,4.55,0,3.09,0,0,5,0,0,0,0,0,0
2011-12-01,0,4.12,0,3.4,3.63,0,3.96,3.5,0,2.92,3.55,3.78,0,0,3.43,4.7,0,0,0,0,0,0,0,0,4.62,4.25,0,5.07,3.69,0,5.35,0,5.36,4.3,4.55,0,3.09,0,0,5,0,0,0,0,0,0
2012-01-01,0,3.84,0,3.78,3.16,0,4.15,3.33,0,0,3.44,4.14,0,0,3.44,4.82,0,0,0,0,0,0,0,0,4.68,4.83,0,4.86,4.35,0,4.9,0,4.94,3.71,4.73,0,3.16,0,0,4.75,0,0,0,0,2.97,0
2012-02-01,0,3.84,0,3.78,3.16,0,4.15,3.33,0,0,3.44,4.14,0,0,3.44,4.82,0,0,0,0,0,0,0,0,4.68,4.83,0,4.86,4.35,0,4.9,0,4.94,3.71,4.73,0,3.16,0,0,4.75,0,0,0,0,2.97,0
2012-03-01,0,3.84,0,3.78,3.16,0,4.15,3.33,0,0,3.44,4.14,0,0,3.44,4.82,0,0,0,0,0,0,0,0,4.68,4.83,0,4.86,4.35,0,4.9,0,4.94,3.71,4.73,0,3.16,0,0,4.75,0,0,0,0,2.97,0
2012-04-01,0,4.53,0,3.39,3.5,0,3.26,3.55,0,2.97,4.04,3.92,0,0,3.32,3.39,0,0,0,0,0,0,0,0,5.14,4.96,0,3.7,4.79,0,5.45,0,4.99,3.49,4.68,0,3.37,0,0,3.79,0,0,0,0,0,0
2012-05-01,0,4.53,0,3.39,3.5,0,3.26,3.55,0,2.97,4.04,3.92,0,0,3.32,3.39,0,0,0,0,0,0,0,0,5.14,4.96,0,3.7,4.79,0,5.45,0,4.99,3.49,4.68,0,3.37,0,0,3.79,0,0,0,0,0,0
2012-06-01,0,4.53,0,3.39,3.5,0,3.26,3.55,0,2.97,4.04,3.92,0,0,3.32,3.39,0,0,0,0,0,0,0,0,5.14,4.96,0,3.7,4.79,0,5.45,0,4.99,3.49,4.68,0,3.37,0,0,3.79,0,0,0,0,0,0
2012-07-01,0,4.59,3.5,3.5,3.59,0,2.87,3.6,0,0,4.03,3.8,0,0,2.9,3.28,0,0,0,0,0,0,0,0,4.92,4.77,0,3.89,5.02,0,5.34,0,5.45,2.97,4.4,0,0,0,0,3.76,0,0,0,0,3.27,0
2012-08-01,0,4.59,3.5,3.5,3.59,0,2.87,3.6,0,0,4.03,3.8,0,0,2.9,3.28,0,0,0,0,0,0,0,0,4.92,4.77,0,3.89,5.02,0,5.34,0,5.45,2.97,4.4,0,0,0,0,3.76,0,0,0,0,3.27,0
2012-09-01,0,4.59,3.5,3.5,3.59,0,2.87,3.6,0,0,4.03,3.8,0,0,2.9,3.28,0,0,0,0,0,0,0,0,4.92,4.77,0,3.89,5.02,0,5.34,0,5.45,2.97,4.4,0,0,0,0,3.76,0,0,0,0,3.27,0
2012-10-01,0,4.48,3.4,2.94,3.83,0,3.08,0,0,0,4.01,3.33,0,0,0,3.68,0,0,0,0,0,0,0,0,5.05,3.87,2.95,3.85,5.43,0,5.28,0,5.07,3.2,4.71,0,0,0,0,3.58,0,3.13,0,0,3.5,0
2012-11-01,0,4.48,3.4,2.94,3.83,0,3.08,0,0,0,4.01,3.33,0,0,0,3.68,0,0,0,0,0,0,0,0,5.05,3.87,2.95,3.85,5.43,0,5.28,0,5.07,3.2,4.71,0,0,0,0,3.58,0,3.13,0,0,3.5,0
2012-12-01,0,4.48,3.4,2.94,3.83,0,3.08,0,0,0,4.01,3.33,0,0,0,3.68,0,0,0,0,0,0,0,0,5.05,3.87,2.95,3.85,5.43,0,5.28,0,5.07,3.2,4.71,0,0,0,0,3.58,0,3.13,0,0,3.5,0
2013-01-01,0,3.23,3.64,0,4.06,0,3.13,3.2,0,0,4.33,2.96,0,0,0,3.55,0,0,0,0,0,0,0,0,5.35,3.83,3.18,4.19,4.8,0,5.64,0,5.18,3.03,5.19,0,0,0,0,3.74,0,3.4,0,0,3.24,0
2013-02-01,0,3.23,3.64,0,4.06,0,3.13,3.2,0,0,4.33,2.96,0,0,0,3.55,0,0,0,0,0,0,0,0,5.35,3.83,3.18,4.19,4.8,0,5.64,0,5.18,3.03,5.19,0,0,0,0,3.74,0,3.4,0,0,3.24,0
2013-03-01,0,3.23,3.64,0,4.06,0,3.13,3.2,0,0,4.33,2.96,0,0,0,3.55,0,0,0,0,0,0,0,0,5.35,3.83,3.18,4.19,4.8,0,5.64,0,5.18,3.03,5.19,0,0,0,0,3.74,0,3.4,0,0,3.24,0
2013-04-01,0,3.2,3.46,0,4.22,0,0,3.32,0,0,4.13,0,0,0,2.92,3.47,0,0,0,0,0,0,0,3.5,5.52,3.85,3.36,4.48,4.58,0,5.18,0,4.06,3.68,5.19,0,0,0,0,3.66,0,3.44,0,0,3.46,0
2013-05-01,0,3.2,3.46,0,4.22,0,0,3.32,0,0,4.13,0,0,0,2.92,3.47,0,0,0,0,0,0,0,3.5,5.52,3.85,3.36,4.48,4.58,0,5.18,0,4.06,3.68,5.19,0,0,0,0,3.66,0,3.44,0,0,3.46,0
2013-06-01,0,3.2,3.46,0,4.22,0,0,3.32,0,0,4.13,0,0,0,2.92,3.47,0,0,0,0,0,0,0,3.5,5.52,3.85,3.36,4.48,4.58,0,5.18,0,4.06,3.68,5.19,0,0,0,0,3.66,0,3.44,0,0,3.46,0
2013-07-01,0,0,3.95,0,4.21,0,0,3.94,0,0,4.57,3.41,0,0,0,3.39,0,0,0,0,0,0,0,3.43,5.72,3.52,3.64,4.29,4.18,0,4.78,0,3.78,3.64,5.2,0,0,0,3.48,3.41,0,3.73,0,0,3.48,0
2013-08-01,0,0,3.95,0,4.21,0,0,3.94,0,0,4.57,3.41,0,0,0,3.39,0,0,0,0,0,0,0,3.43,5.72,3.52,3.64,4.29,4.18,0,4.78,0,3.78,3.64,5.2,0,0,0,3.48,3.41,0,3.73,0,0,3.48,0
2013-09-01,0,0,3.95,0,4.21,0,0,3.94,0,0,4.57,3.41,0,0,0,3.39,0,0,0,0,0,0,0,3.43,5.72,3.52,3.64,4.29,4.18,0,4.78,0,3.78,3.64,5.2,0,0,0,3.48,3.41,0,3.73,0,0,3.48,0
2013-10-01,0,0,4.74,0,4.27,0,0,4.38,0,0,4.57,3.82,0,0,3.35,3.34,0,0,0,0,0,3.12,0,3.62,5.02,3.6,3.17,4.05,4.38,0,5.16,0,0,4.01,4.99,0,0,0,3.57,3.62,0,4.04,0,0,0,0
2013-11-01,0,0,4.74,0,4.27,0,0,4.38,0,0,4.57,3.82,0,0,3.35,3.34,0,0,0,0,0,3.12,0,3.62,5.02,3.6,3.17,4.05,4.38,0,5.16,0,0,4.01,4.99,0,0,0,3.57,3.62,0,4.04,0,0,0,0
2013-12-01,0,0,4.74,0,4.27,0,0,4.38,0,0,4.57,3.82,0,0,3.35,3.34,0,0,0,0,0,3.12,0,3.62,5.02,3.6,3.17,4.05,4.38,0,5.16,0,0,4.01,4.99,0,0,0,3.57,3.62,0,4.04,0,0,0,0
2014-01-01,0,0,4.71,0,4.19,0,0,5.49,0,0,4.87,0,0,3.99,3.38,3.26,0,0,0,0,0,2.99,0,3.98,4.98,4.04,3.06,3.55,4.27,0,5.33,0,3.59,4.91,4.74,0,0,0,3.49,0,0,3.83,0,0,0,0
2014-02-01,0,0,4.71,0,4.19,0,0,5.49,0,0,4.87,0,0,3.99,3.38,3.26,0,0,0,0,0,2.99,0,3.98,4.98,4.04,3.06,3.55,4.27,0,5.33,0,3.59,4.91,4.74,0,0,0,3.49,0,0,3.83,0,0,0,0
2014-03-01,0,0,4.71,0,4.19,0,0,5.49,0,0,4.87,0,0,3.99,3.38,3.26,0,0,0,0,0,2.99,0,3.98,4.98,4.04,3.06,3.55,4.27,0,5.33,0,3.59,4.91,4.74,0,0,0,3.49,0,0,3.83,0,0,0,0
2014-04-01,0,0,4.8,0,4.32,0,0,5.84,0,0,4.62,0,0,4.14,3.63,3.26,0,0,0,0,0,3.3,0,4.41,5.29,4.14,0,3.5,4.25,0,5.73,0,3.52,5.27,4.71,0,0,0,4.03,0,0,4.06,0,0,2.73,0
2014-05-01,0,0,4.8,0,4.32,0,0,5.84,0,0,4.62,0,0,4.14,3.63,3.26,0,0,0,0,0,3.3,0,4.41,5.29,4.14,0,3.5,4.25,0,5.73,0,3.52,5.27,4.71,0,0,0,4.03,0,0,4.06,0,0,2.73,0
2014-06-01,0,0,4.8,0,4.32,0,0,5.84,0,0,4.62,0,0,4.14,3.63,3.26,0,0,0,0,0,3.3,0,4.41,5.29,4.14,0,3.5,4.25,0,5.73,0,3.52,5.27,4.71,0,0,0,4.03,0,0,4.06,0,0,2.73,0
2014-07-01,0,0,4.93,0,4.62,0,0,5.73,0,0,3.99,0,0,3.83,3.81,3.14,0,0,0,0,0,3.39,0,4.37,5.34,4.69,0,3.45,4.1,0,5.83,0,2.77,5.22,4.4,0,0,0,4.89,0,0,3.97,0,0,2.64,0
2014-08-01,0,0,4.93,0,4.62,0,0,5.73,0,0,3.99,0,0,3.83,3.81,3.14,0,0,0,0,0,3.39,0,4.37,5.34,4.69,0,3.45,4.1,0,5.83,0,2.77,5.22,4.4,0,0,0,4.89,0,0,3.97,0,0,2.64,0
2014-09-01,0,0,4.93,0,4.62,0,0,5.73,0,0,3.99,0,0,3.83,3.81,3.14,0,0,0,0,0,3.39,0,4.37,5.34,4.69,0,3.45,4.1,0,5.83,0,2.77,5.22,4.4,0,0,0,4.89,0,0,3.97,0,0,2.64,0
2014-10-01,0,0,5.15,0,0,0,2.63,6.67,0,0,3.77,0,0,4.26,3.93,2.94,0,0,0,0,0,0,0,4.85,5.08,4.47,0,3.7,4.58,0,5.63,0,0,5.25,5.31,0,0,0,5.39,2.68,0,4.27,2.62,0,2.86,0
2014-11-01,0,0,5.15,0,0,0,2.63,6.67,0,0,3.77,0,0,4.26,3.93,2.94,0,0,0,0,0,0,0,4.85,5.08,4.47,0,3.7,4.58,0,5.63,0,0,5.25,5.31,0,0,0,5.39,2.68,0,4.27,2.62,0,2.86,0
2014-12-01,0,0,5.15,0,0,0,2.63,6.67,0,0,3.77,0,0,4.26,3.93,2.94,0,0,0,0,0,0,0,4.85,5.08,4.47,0,3.7,4.58,0,5.63,0,0,5.25,5.31,0,0,0,5.39,2.68,0,4.27,2.62,0,2.86,0
2015-01-01,0,0,5.37,0,0,0,2.87,5.8,0,0,3.49,0,0,4.63,3.45,2.95,0,0,0,0,0,0,0,5.2,5.06,3.89,0,3.7,4.36,0,5.14,0,2.84,4.86,5.37,0,0,0,5.47,0,0,2.7,2.83,0,3.13,0
2015-02-01,0,0,5.37,0,0,0,2.87,5.8,0,0,3.49,0,0,4.63,3.45,2.95,0,0,0,0,0,0,0,5.2,5.06,3.89,0,3.7,4.36,0,5.14,0,2.84,4.86,5.37,0,0,0,5.47,0,0,2.7,2.83,0,3.13,0
2015-03-01,0,0,5.37,0,0,0,2.87,5.8,0,0,3.49,0,0,4.63,3.45,2.95,0,0,0,0,0,0,0,5.2,5.06,3.89,0,3.7,4.36,0,5.14,0,2.84,4.86,5.37,0,0,0,5.47,0,0,2.7,2.83,0,3.13,0
2015-04-01,0,0,5.8,0,0,0,2.95,5.99,0,0,3.45,0,0,4.79,0,3.02,0,0,0,0,3.43,0,0,5.17,4.96,4.42,0,3.45,4.52,0,5.25,0,3.1,5.04,5.32,0,0,0,5.4,0,2.73,2.82,2.65,0,0,0
2015-05-01,0,0,5.8,0,0,0,2.95,5.99,0,0,3.45,0,0,4.79,0,3.02,0,0,0,0,3.43,0,0,5.17,4.96,4.42,0,3.45,4.52,0,5.25,0,3.1,5.04,5.32,0,0,0,5.4,0,2.73,2.82,2.65,0,0,0
