"Date","AAPL","ADI","ADM","ADP","AMZN","BAC","BAM","BLK","BRK","BUD","C","CFX","DE","DEO","DIS","FFH","FII","FNF","GD","GE","GOOG","GOOGL","HD","IGT","JNJ","KMX","LFG","MAR","MBI","MMC","MSFT","NVO","RLI","SPGI","SYY","TXN","UL","UNH","UPS","V","WBA","WMT","WPC","WTM","XL","XOM"
2008-02-01,0,0,0,0,0,0,2.74,0,14.43,4.07,0,0,0,5.68,0,4.43,0,1.68,1.82,7.48,0,0,0,2.51,1.92,5.76,2.03,2.4,0,0,0,0,1.73,0,0,0,0,0,2.81,0,0,2.37,0,3.46,0,1.73
2008-03-01,0,0,0,0,0,0,2.74,0,14.43,4.07,0,0,0,5.68,0,4.43,0,1.68,1.82,7.48,0,0,0,2.51,1.92,5.76,2.03,2.4,0,0,0,0,1.73,0,0,0,0,0,2.81,0,0,2.37,0,3.46,0,1.73
2008-04-01,0,0,0,0,0,0,4.6,0,15.48,0,0,0,0,6.14,0,4.68,0,0,2.19,6.43,0,0,0,1.85,2.28,5.01,1.87,2.39,0,1.75,0,0,2.03,0,0,0,0,0,2.82,0,0,3.04,1.63,3.35,0,2.22
2008-05-01,0,0,0,0,0,0,4.6,0,15.48,0,0,0,0,6.14,0,4.68,0,0,2.19,6.43,0,0,0,1.85,2.28,5.01,1.87,2.39,0,1.75,0,0,2.03,0,0,0,0,0,2.82,0,0,3.04,1.63,3.35,0,2.22
2008-06-01,0,0,0,0,0,0,4.6,0,15.48,0,0,0,0,6.14,0,4.68,0,0,2.19,6.43,0,0,0,1.85,2.28,5.01,1.87,2.39,0,1.75,0,0,2.03,0,0,0,0,0,2.82,0,0,3.04,1.63,3.35,0,2.22
2008-07-01,0,0,0,0,0,1.62,3.93,0,16.67,0,0,0,0,5.66,0,5.98,0,0,1.89,6.08,0,0,1.72,0,2.43,4.88,2.19,2.39,0,1.86,0,0,2.52,0,0,0,0,0,2.86,0,0,3.2,0,3.07,0,1.93
2008-08-01,0,0,0,0,0,1.62,3.93,0,16.67,0,0,0,0,5.66,0,5.98,0,0,1.89,6.08,0,0,1.72,0,2.43,4.88,2.19,2.39,0,1.86,0,0,2.52,0,0,0,0,0,2.86,0,0,3.2,0,3.07,0,1.93
2008-09-01,0,0,0,0,0,1.62,3.93,0,16.67,0,0,0,0,5.66,0,5.98,0,0,1.89,6.08,0,0,1.72,0,2.43,4.88,2.19,2.39,0,1.86,0,0,2.52,0,0,0,0,0,2.86,0,0,3.2,0,3.07,0,1.93
2008-10-01,0,0,0,0,0,0,4.21,0,16.68,0,0,0,0,6.34,2.99,7.78,0,2.77,2.01,5.25,0,0,2.02,0,2.86,3.74,0,2.42,0,0,0,0,3.37,0,1.58,0,0,0,3.41,0,0,4.07,1.79,2.22,0,2.7
2008-11-01,0,0,0,0,0,0,4.21,0,16.68,0,0,0,0,6.34,2.99,7.78,0,2.77,2.01,5.25,0,0,2.02,0,2.86,3.74,0,2.42,0,0,0,0,3.37,0,1.58,0,0,0,3.41,0,0,4.07,1.79,2.22,0,2.7
2008-12-01,0,0,0,0,0,0,4.21,0,16.68,0,0,0,0,6.34,2.99,7.78,0,2.77,2.01,5.25,0,0,2.02,0,2.86,3.74,0,2.42,0,0,0,0,3.37,0,1.58,0,0,0,3.41,0,0,4.07,1.79,2.22,0,2.7
2009-01-01,0,0,0,0,0,0,4.31,0,16.79,0,0,0,0,5.68,2.73,7.34,0,3.45,1.65,3.72,0,0,2.34,0,2.85,6.7,0,2.31,0,0,0,0,3.14,0,1.79,0,0,0,3.5,0,0,4.29,1.93,1.62,0,2.61
2009-02-01,0,0,0,0,0,0,4.31,0,16.79,0,0,0,0,5.68,2.73,7.34,0,3.45,1.65,3.72,0,0,2.34,0,2.85,6.7,0,2.31,0,0,0,0,3.14,0,1.79,0,0,0,3.5,0,0,4.29,1.93,1.62,0,2.61
2009-03-01,0,0,0,0,0,0,4.31,0,16.79,0,0,0,0,5.68,2.73,7.34,0,3.45,1.65,3.72,0,0,2.34,0,2.85,6.7,0,2.31,0,0,0,0,3.14,0,1.79,0,0,0,3.5,0,0,4.29,1.93,1.62,0,2.61
2009-04-01,0,0,0,0,0,0,4.78,0,15.52,0,0,0,0,6.5,3.14,6.3,0,2.14,1.97,3.86,0,0,2.1,0,2.76,7.08,0,2.81,0,0,0,0,2.5,0,1.64,0,0,0,3.2,0,0,3.73,1.94,1.93,0,2.39
2009-05-01,0,0,0,0,0,0,4.78,0,15.52,0,0,0,0,6.5,3.14,6.3,0,2.14,1.97,3.86,0,0,2.1,0,2.76,7.08,0,2.81,0,0,0,0,2.5,0,1.64,0,0,0,3.2,0,0,3.73,1.94,1.93,0,2.39
2009-06-01,0,0,0,0,0,0,4.78,0,15.52,0,0,0,0,6.5,3.14,6.3,0,2.14,1.97,3.86,0,0,2.1,0,2.76,7.08,0,2.81,0,0,0,0,2.5,0,1.64,0,0,0,3.2,0,0,3.73,1.94,1.93,0,2.39
2009-07-01,0,0,0,0,0,0,5.25,0,14.54,0,0,0,0,5.76,3.05,7.72,0,1.97,1.89,4.46,0,0,1.95,1.84,2.44,8.31,0,2.92,0,0,0,0,2.44,0,0,0,0,0,2.98,0,0,3.16,1.82,2.14,0,1.96
2009-08-01,0,0,0,0,0,0,5.25,0,14.54,0,0,0,0,5.76,3.05,7.72,0,1.97,1.89,4.46,0,0,1.95,1.84,2.44,8.31,0,2.92,0,0,0,0,2.44,0,0,0,0,0,2.98,0,0,3.16,1.82,2.14,0,1.96
2009-09-01,0,0,0,0,0,0,5.25,0,14.54,0,0,0,0,5.76,3.05,7.72,0,1.97,1.89,4.46,0,0,1.95,1.84,2.44,8.31,0,2.92,0,0,0,0,2.44,0,0,0,0,0,2.98,0,0,3.16,1.82,2.14,0,1.96
2009-10-01,0,0,0,0,0,0,4.86,0,13.59,0,0,0,0,6.17,3.4,7.71,0,1.67,1.89,3.9,0,0,1.98,0,2.5,9.13,0,2.75,0,0,0,0,2.33,0,1.59,0,0,0,2.87,0,0,3.28,1.69,2.2,0,2.01
2009-11-01,0,0,0,0,0,0,4.86,0,13.59,0,0,0,0,6.17,3.4,7.71,0,1.67,1.89,3.9,0,0,1.98,0,2.5,9.13,0,2.75,0,0,0,0,2.33,0,1.59,0,0,0,2.87,0,0,3.28,1.69,2.2,0,2.01
2009-12-01,0,0,0,0,0,0,4.86,0,13.59,0,0,0,0,6.17,3.4,7.71,0,1.67,1.89,3.9,0,0,1.98,0,2.5,9.13,0,2.75,0,0,0,0,2.33,0,1.59,0,0,0,2.87,0,0,3.28,1.69,2.2,0,2.01
2010-01-01,0,0,0,0,0,0,4.89,0,14.66,0,0,0,0,5.25,3.22,6.49,0,1.61,1.87,4.11,0,0,1.94,0,2.25,8.25,0,2.78,0,0,0,0,2.18,0,0,0,0,0,2.82,0,0,2.99,1.71,2.01,0,2.07
2010-02-01,0,0,0,0,0,0,4.89,0,14.66,0,0,0,0,5.25,3.22,6.49,0,1.61,1.87,4.11,0,0,1.94,0,2.25,8.25,0,2.78,0,0,0,0,2.18,0,0,0,0,0,2.82,0,0,2.99,1.71,2.01,0,2.07
2010-03-01,0,0,0,0,0,0,4.89,0,14.66,0,0,0,0,5.25,3.22,6.49,0,1.61,1.87,4.11,0,0,1.94,0,2.25,8.25,0,2.78,0,0,0,0,2.18,0,0,0,0,0,2.82,0,0,2.99,1.71,2.01,0,2.07
2010-04-01,0,0,0,0,0,0,4.78,0,15.84,0,0,0,0,5.37,3.2,7.06,0,0,1.56,3.58,0,0,1.85,0,2.25,7.15,0,2.9,0,0,0,0,2.21,0,1.57,0,0,0,2.74,0,0,2.89,1.82,1.8,0,2.12
2010-05-01,0,0,0,0,0,0,4.78,0,15.84,0,0,0,0,5.37,3.2,7.06,0,0,1.56,3.58,0,0,1.85,0,2.25,7.15,0,2.9,0,0,0,0,2.21,0,1.57,0,0,0,2.74,0,0,2.89,1.82,1.8,0,2.12
2010-06-01,0,0,0,0,0,0,4.78,0,15.84,0,0,0,0,5.37,3.2,7.06,0,0,1.56,3.58,0,0,1.85,0,2.25,7.15,0,2.9,0,0,0,0,2.21,0,1.57,0,0,0,2.74,0,0,2.89,1.82,1.8,0,2.12
2010-07-01,0,0,0,0,0,0,5.31,0,14.56,0,0,0,0,5.23,2.97,6.86,0,1.66,1.48,3.57,0,0,1.85,0,2.08,8.85,0,3.07,0,0,0,0,2.11,0,0,0,0,0,2.84,0,0,3.01,1.69,1.52,0,2.39
2010-08-01,0,0,0,0,0,0,5.31,0,14.56,0,0,0,0,5.23,2.97,6.86,0,1.66,1.48,3.57,0,0,1.85,0,2.08,8.85,0,3.07,0,0,0,0,2.11,0,0,0,0,0,2.84,0,0,3.01,1.69,1.52,0,2.39
2010-09-01,0,0,0,0,0,0,5.31,0,14.56,0,0,0,0,5.23,2.97,6.86,0,1.66,1.48,3.57,0,0,1.85,0,2.08,8.85,0,3.07,0,0,0,0,2.11,0,0,0,0,0,2.84,0,0,3.01,1.69,1.52,0,2.39
2010-10-01,0,0,0,0,0,0,5.75,0,13.39,0,0,0,0,5.2,3.11,6.39,0,0,1.55,2.53,0,0,1.89,0,1.94,9.29,0,3.29,0,0,0,1.45,1.81,0,0,0,0,0,2.86,0,0,2.97,1.69,1.53,0,2.84
2010-11-01,0,0,0,0,0,0,5.75,0,13.39,0,0,0,0,5.2,3.11,6.39,0,0,1.55,2.53,0,0,1.89,0,1.94,9.29,0,3.29,0,0,0,1.45,1.81,0,0,0,0,0,2.86,0,0,2.97,1.69,1.53,0,2.84
2010-12-01,0,0,0,0,0,0,5.75,0,13.39,0,0,0,0,5.2,3.11,6.39,0,0,1.55,2.53,0,0,1.89,0,1.94,9.29,0,3.29,0,0,0,1.45,1.81,0,0,0,0,0,2.86,0,0,2.97,1.69,1.53,0,2.84
2011-01-01,0,0,0,0,0,0,5.44,0,13.54,0,0,0,0,5.17,3.47,5.72,0,0,1.62,2.68,0,0,1.94,0,1.82,9.08,0,2.73,0,0,0,1.56,1.93,0,0,0,0,0,2.9,0,0,2.92,1.87,1.61,0,3.3
2011-02-01,0,0,0,0,0,0,5.44,0,13.54,0,0,0,0,5.17,3.47,5.72,0,0,1.62,2.68,0,0,1.94,0,1.82,9.08,0,2.73,0,0,0,1.56,1.93,0,0,0,0,0,2.9,0,0,2.92,1.87,1.61,0,3.3
2011-03-01,0,0,0,0,0,0,5.44,0,13.54,0,0,0,0,5.17,3.47,5.72,0,0,1.62,2.68,0,0,1.94,0,1.82,9.08,0,2.73,0,0,0,1.56,1.93,0,0,0,0,0,2.9,0,0,2.92,1.87,1.61,0,3.3
2011-04-01,0,0,0,0,0,0,5.45,0,12.29,0,0,0,0,5.44,3.08,5.95,0,0,1.54,2.46,0,0,1.86,0,2,9.13,0,2.67,0,0,0,1.53,2.02,0,0,0,0,0,2.78,0,0,2.98,2.07,1.68,0,3.13
2011-05-01,0,0,0,0,0,0,5.45,0,12.29,0,0,0,0,5.44,3.08,5.95,0,0,1.54,2.46,0,0,1.86,0,2,9.13,0,2.67,0,0,0,1.53,2.02,0,0,0,0,0,2.78,0,0,2.98,2.07,1.68,0,3.13
2011-06-01,0,0,0,0,0,0,5.45,0,12.29,0,0,0,0,5.44,3.08,5.95,0,0,1.54,2.46,0,0,1.86,0,2,9.13,0,2.67,0,0,0,1.53,2.02,0,0,0,0,0,2.78,0,0,2.98,2.07,1.68,0,3.13
2011-07-01,0,0,0,1.41,0,0,5.21,0,13.12,0,0,0,0,5.8,2.84,6.58,0,1.58,0,2.28,0,0,1.94,0,2.21,7.59,0,2.35,0,0,0,1.4,2.39,0,0,0,0,0,2.87,0,0,3.41,2.14,0,0,3.37
2011-08-01,0,0,0,1.41,0,0,5.21,0,13.12,0,0,0,0,5.8,2.84,6.58,0,1.58,0,2.28,0,0,1.94,0,2.21,7.59,0,2.35,0,0,0,1.4,2.39,0,0,0,0,0,2.87,0,0,3.41,2.14,0,0,3.37
2011-09-01,0,0,0,1.41,0,0,5.21,0,13.12,0,0,0,0,5.8,2.84,6.58,0,1.58,0,2.28,0,0,1.94,0,2.21,7.59,0,2.35,0,0,0,1.4,2.39,0,0,0,0,0,2.87,0,0,3.41,2.14,0,0,3.37
2011-10-01,0,0,0,1.43,0,0,4.5,0,12.13,0,0,0,0,5.75,3.04,6.36,0,1.42,0,2.29,0,0,2.14,0,1.96,8.35,0,2.17,0,0,0,1.39,2.36,0,0,0,0,0,2.86,0,0,3.43,2.08,0,0,3.63
2011-11-01,0,0,0,1.43,0,0,4.5,0,12.13,0,0,0,0,5.75,3.04,6.36,0,1.42,0,2.29,0,0,2.14,0,1.96,8.35,0,2.17,0,0,0,1.39,2.36,0,0,0,0,0,2.86,0,0,3.43,2.08,0,0,3.63
2011-12-01,0,0,0,1.43,0,0,4.5,0,12.13,0,0,0,0,5.75,3.04,6.36,0,1.42,0,2.29,0,0,2.14,0,1.96,8.35,0,2.17,0,0,0,1.39,2.36,0,0,0,0,0,2.86,0,0,3.43,2.08,0,0,3.63
2012-01-01,0,0,0,0,0,0,4.48,0,11.47,0,0,1.76,0,5.49,3.12,5.19,2.22,0,0,2.23,0,0,2.24,0,1.71,8.22,0,2.41,0,0,0,1.45,2.01,0,0,0,0,0,2.72,0,0,3.1,2.05,0,0,3.26
2012-02-01,0,0,0,0,0,0,4.48,0,11.47,0,0,1.76,0,5.49,3.12,5.19,2.22,0,0,2.23,0,0,2.24,0,1.71,8.22,0,2.41,0,0,0,1.45,2.01,0,0,0,0,0,2.72,0,0,3.1,2.05,0,0,3.26
2012-03-01,0,0,0,0,0,0,4.48,0,11.47,0,0,1.76,0,5.49,3.12,5.19,2.22,0,0,2.23,0,0,2.24,0,1.71,8.22,0,2.41,0,0,0,1.45,2.01,0,0,0,0,0,2.72,0,0,3.1,2.05,0,0,3.26
2012-04-01,0,0,0,0,0,0,4.68,0,12.12,1.47,0,0,0,5.84,3.43,5,2.15,0,0,2.3,0,0,2.33,0,1.74,6.12,0,2.48,0,0,0,1.52,1.91,0,0,0,0,0,2.67,0,0,3.55,2.01,0,0,3.24
2012-05-01,0,0,0,0,0,0,4.68,0,12.12,1.47,0,0,0,5.84,3.43,5,2.15,0,0,2.3,0,0,2.33,0,1.74,6.12,0,2.48,0,0,0,1.52,1.91,0,0,0,0,0,2.67,0,0,3.55,2.01,0,0,3.24
2012-06-01,0,0,0,0,0,0,4.68,0,12.12,1.47,0,0,0,5.84,3.43,5,2.15,0,0,2.3,0,0,2.33,0,1.74,6.12,0,2.48,0,0,0,1.52,1.91,0,0,0,0,0,2.67,0,0,3.55,2.01,0,0,3.24
2012-07-01,0,0,0,0,0,0,4.54,0,12.04,0,0,1.7,0,5.95,3.45,4.62,1.91,0,0,2.34,0,0,2.47,0,1.71,6.23,0,2.31,0,0,0,0,1.74,0,0,0,0,0,2.29,0,3.35,3.5,2,0,0,3.23
2012-08-01,0,0,0,0,0,0,4.54,0,12.04,0,0,1.7,0,5.95,3.45,4.62,1.91,0,0,2.34,0,0,2.47,0,1.71,6.23,0,2.31,0,0,0,0,1.74,0,0,0,0,0,2.29,0,3.35,3.5,2,0,0,3.23
2012-09-01,0,0,0,0,0,0,4.54,0,12.04,0,0,1.7,0,5.95,3.45,4.62,1.91,0,0,2.34,0,0,2.47,0,1.71,6.23,0,2.31,0,0,0,0,1.74,0,0,0,0,0,2.29,0,3.35,3.5,2,0,0,3.23
2012-10-01,0,0,0,0,0,0,4.7,0,11.99,0,0,1.82,0,5.99,3.19,4.2,1.82,0,0,2.1,0,0,2.46,0,1.73,8.04,0,2.14,0,0,0,0,1.65,0,0,0,0,0,2.29,0,3.32,3.14,2.08,0,0,2.96
2012-11-01,0,0,0,0,0,0,4.7,0,11.99,0,0,1.82,0,5.99,3.19,4.2,1.82,0,0,2.1,0,0,2.46,0,1.73,8.04,0,2.14,0,0,0,0,1.65,0,0,0,0,0,2.29,0,3.32,3.14,2.08,0,0,2.96
2012-12-01,0,0,0,0,0,0,4.7,0,11.99,0,0,1.82,0,5.99,3.19,4.2,1.82,0,0,2.1,0,0,2.46,0,1.73,8.04,0,2.14,0,0,0,0,1.65,0,0,0,0,0,2.29,0,3.32,3.14,2.08,0,0,2.96
2013-01-01,0,0,1.69,0,0,0,4.15,0,12.4,0,0,1.88,0,5.75,3.24,4.06,1.9,0,0,2.05,0,0,2.46,0,1.8,7.93,0,2.15,0,0,0,0,1.63,0,0,0,0,0,2.37,0,3.81,3.09,2.39,0,0,2.75
2013-02-01,0,0,1.69,0,0,0,4.15,0,12.4,0,0,1.88,0,5.75,3.24,4.06,1.9,0,0,2.05,0,0,2.46,0,1.8,7.93,0,2.15,0,0,0,0,1.63,0,0,0,0,0,2.37,0,3.81,3.09,2.39,0,0,2.75
2013-03-01,0,0,1.69,0,0,0,4.15,0,12.4,0,0,1.88,0,5.75,3.24,4.06,1.9,0,0,2.05,0,0,2.46,0,1.8,7.93,0,2.15,0,0,0,0,1.63,0,0,0,0,0,2.37,0,3.81,3.09,2.39,0,0,2.75
2013-04-01,0,0,1.68,0,0,0,4.02,0,12.84,0,0,2.02,0,5.05,3.45,3.9,2.11,0,0,2.02,0,0,2.63,0,1.79,8.44,0,1.97,0,0,0,0,1.67,0,0,0,0,0,2.31,0,3.4,2.96,2.26,0,0,2.73
2013-05-01,0,0,1.68,0,0,0,4.02,0,12.84,0,0,2.02,0,5.05,3.45,3.9,2.11,0,0,2.02,0,0,2.63,0,1.79,8.44,0,1.97,0,0,0,0,1.67,0,0,0,0,0,2.31,0,3.4,2.96,2.26,0,0,2.73
2013-06-01,0,0,1.68,0,0,0,4.02,0,12.84,0,0,2.02,0,5.05,3.45,3.9,2.11,0,0,2.02,0,0,2.63,0,1.79,8.44,0,1.97,0,0,0,0,1.67,0,0,0,0,0,2.31,0,3.4,2.96,2.26,0,0,2.73
2013-07-01,0,0,1.75,0,0,0,4.06,0,12.35,0,0,2.1,0,5.28,3.34,3.9,2.01,0,0,2.01,0,0,2.44,0,1.73,8.37,0,1.93,0,0,0,0,1.8,0,0,0,0,0,2.31,0,3.96,2.83,2.11,0,0,2.53
2013-08-01,0,0,1.75,0,0,0,4.06,0,12.35,0,0,2.1,0,5.28,3.34,3.9,2.01,0,0,2.01,0,0,2.44,0,1.73,8.37,0,1.93,0,0,0,0,1.8,0,0,0,0,0,2.31,0,3.96,2.83,2.11,0,0,2.53
2013-09-01,0,0,1.75,0,0,0,4.06,0,12.35,0,0,2.1,0,5.28,3.34,3.9,2.01,0,0,2.01,0,0,2.44,0,1.73,8.37,0,1.93,0,0,0,0,1.8,0,0,0,0,0,2.31,0,3.96,2.83,2.11,0,0,2.53
2013-10-01,0,0,1.9,0,0,0,3.95,0,11.87,0,0,2.18,0,5.07,3.64,3.53,1.96,0,0,2.3,0,0,2.44,0,1.68,7.47,0,2.09,0,0,0,0,1.85,0,0,0,0,0,2.44,0,3.9,2.81,1.85,0,0,2.81
2013-11-01,0,0,1.9,0,0,0,3.95,0,11.87,0,0,2.18,0,5.07,3.64,3.53,1.96,0,0,2.3,0,0,2.44,0,1.68,7.47,0,2.09,0,0,0,0,1.85,0,0,0,0,0,2.44,0,3.9,2.81,1.85,0,0,2.81
2013-12-01,0,0,1.9,0,0,0,3.95,0,11.87,0,0,2.18,0,5.07,3.64,3.53,1.96,0,0,2.3,0,0,2.44,0,1.68,7.47,0,2.09,0,0,0,0,1.85,0,0,0,0,0,2.44,0,3.9,2.81,1.85,0,0,2.81
2014-01-01,0,0,1.83,0,0,0,4.01,0,12,0,0,2.38,0,4.6,3.65,3.72,2,0,0,2.09,0,0,2.24,0,1.73,7.13,0,2.24,0,0,0,0,1.63,0,0,0,0,0,2.14,0,4.33,2.58,1.75,0,0,2.61
2014-02-01,0,0,1.83,0,0,0,4.01,0,12,0,0,2.38,0,4.6,3.65,3.72,2,0,0,2.09,0,0,2.24,0,1.73,7.13,0,2.24,0,0,0,0,1.63,0,0,0,0,0,2.14,0,4.33,2.58,1.75,0,0,2.61
2014-03-01,0,0,1.83,0,0,0,4.01,0,12,0,0,2.38,0,4.6,3.65,3.72,2,0,0,2.09,0,0,2.24,0,1.73,7.13,0,2.24,0,0,0,0,1.63,0,0,0,0,0,2.14,0,4.33,2.58,1.75,0,0,2.61
2014-04-01,0,0,1.73,0,0,0,4.1,0,11.29,0,0,2.31,0,4.41,3.67,3.76,1.88,0,0,2.11,0,0,2.12,0,1.71,7.36,0,2.39,0,0,0,0,1.56,0,0,0,0,0,2.09,0,4.51,2.35,1.74,0,0,2.49
2014-05-01,0,0,1.73,0,0,0,4.1,0,11.29,0,0,2.31,0,4.41,3.67,3.76,1.88,0,0,2.11,0,0,2.12,0,1.71,7.36,0,2.39,0,0,0,0,1.56,0,0,0,0,0,2.09,0,4.51,2.35,1.74,0,0,2.49
2014-06-01,0,0,1.73,0,0,0,4.1,0,11.29,0,0,2.31,0,4.41,3.67,3.76,1.88,0,0,2.11,0,0,2.12,0,1.71,7.36,0,2.39,0,0,0,0,1.56,0,0,0,0,0,2.09,0,4.51,2.35,1.74,0,0,2.49
2014-07-01,0,0,1.98,0,0,0,4.17,0,12.18,0,0,1.74,0,4,3.8,3.52,1.77,0,0,2.08,0,0,2.38,0,1.73,6.5,0,2.62,0,0,0,0,0,0,0,0,0,1.57,2.01,0,3.57,2.37,1.71,0,0,2.3
2014-08-01,0,0,1.98,0,0,0,4.17,0,12.18,0,0,1.74,0,4,3.8,3.52,1.77,0,0,2.08,0,0,2.38,0,1.73,6.5,0,2.62,0,0,0,0,0,0,0,0,0,1.57,2.01,0,3.57,2.37,1.71,0,0,2.3
2014-09-01,0,0,1.98,0,0,0,4.17,0,12.18,0,0,1.74,0,4,3.8,3.52,1.77,0,0,2.08,0,0,2.38,0,1.73,6.5,0,2.62,0,0,0,0,0,0,0,0,0,1.57,2.01,0,3.57,2.37,1.71,0,0,2.3
2014-10-01,0,0,1.89,0,0,0,4.38,0,7.63,0,0,0,1.94,3.74,3.8,3.86,1.85,0,0,1.96,0,0,2.55,0,1.58,8.72,0,2.79,0,0,0,0,0,0,0,0,0,1.75,2.15,0,4.28,2.49,1.76,0,0,2.12
2014-11-01,0,0,1.89,0,0,0,4.38,0,7.63,0,0,0,1.94,3.74,3.8,3.86,1.85,0,0,1.96,0,0,2.55,0,1.58,8.72,0,2.79,0,0,0,0,0,0,0,0,0,1.75,2.15,0,4.28,2.49,1.76,0,0,2.12
2014-12-01,0,0,1.89,0,0,0,4.38,0,7.63,0,0,0,1.94,3.74,3.8,3.86,1.85,0,0,1.96,0,0,2.55,0,1.58,8.72,0,2.79,0,0,0,0,0,0,0,0,0,1.75,2.15,0,4.28,2.49,1.76,0,0,2.12
2015-01-01,0,0,1.65,0,0,0,4.5,0,11.44,0,0,0,2.01,3.49,4.09,0,1.83,0,0,1.86,0,0,2.64,0,0,8.57,0,2.78,0,0,0,0,1.59,0,0,0,1.54,1.98,1.82,0,4.57,2.28,1.63,0,0,1.87
