"Date","AIG","AMGN","ANTM","APA","AXP","AZN","BAC","BHI","BK","BMY","C","CAH","CHTR","CI","CMCSA","COF","CSCO","CVX","DOW","EBAY","EMC","ESRX","FDX","FOXA","GE","GOOG","GS","GSK","HD","HPE","HPQ","JCI","JPM","LLY","MC","MCD","MCHP","MET","MRK","MSFT","NLOK","NVS","NWSA","OXY","PFE","RHHBY","RTX","S","SCHW","SLB","SNE","SNY","TRV","TWX","UNH","UNP","VOD","WB","WFC","WMT","XRX"
2009-03-01,0,3.45,3.25,0,0,0,0,0,0,0,0,2.54,0,0,4.88,0,0,2.25,0,0,0,0,0,0,2.35,0,0,3.28,2.07,0,5.24,0,0,0,0,0,0,0,0,0,0,3.74,2.4,2.94,0,0,0,0,0,3.78,2.3,2.37,0,2.58,0,0,0,0,2.26,2.29,0
2009-04-01,0,2.92,3.02,0,0,0,0,0,0,0,0,1.97,0,0,3.27,2.12,0,0,0,0,0,0,2,0,2.25,0,0,2.98,0,0,4.87,0,0,0,0,0,0,0,2.92,0,0,3.23,2.58,2.76,2.32,0,0,0,0,4.03,2.1,0,0,2.69,0,0,0,0,3.31,0,0
2009-05-01,0,2.92,3.02,0,0,0,0,0,0,0,0,1.97,0,0,3.27,2.12,0,0,0,0,0,0,2,0,2.25,0,0,2.98,0,0,4.87,0,0,0,0,0,0,0,2.92,0,0,3.23,2.58,2.76,2.32,0,0,0,0,4.03,2.1,0,0,2.69,0,0,0,0,3.31,0,0
2009-06-01,0,2.92,3.02,0,0,0,0,0,0,0,0,1.97,0,0,3.27,2.12,0,0,0,0,0,0,2,0,2.25,0,0,2.98,0,0,4.87,0,0,0,0,0,0,0,2.92,0,0,3.23,2.58,2.76,2.32,0,0,0,0,4.03,2.1,0,0,2.69,0,0,0,0,3.31,0,0
2009-07-01,0,2.75,1.99,0,0,0,0,1.73,0,0,0,0,0,0,3.32,2.93,0,0,2.03,0,0,0,2.3,0,3.28,0,0,2.83,0,0,4.91,0,0,0,0,0,0,0,2.89,0,0,3.38,2.8,2.53,2.17,0,0,0,0,3.57,0,1.93,0,2.61,0,0,0,0,3.25,0,0
2009-08-01,0,2.75,1.99,0,0,0,0,1.73,0,0,0,0,0,0,3.32,2.93,0,0,2.03,0,0,0,2.3,0,3.28,0,0,2.83,0,0,4.91,0,0,0,0,0,0,0,2.89,0,0,3.38,2.8,2.53,2.17,0,0,0,0,3.57,0,1.93,0,2.61,0,0,0,0,3.25,0,0
2009-09-01,0,2.75,1.99,0,0,0,0,1.73,0,0,0,0,0,0,3.32,2.93,0,0,2.03,0,0,0,2.3,0,3.28,0,0,2.83,0,0,4.91,0,0,0,0,0,0,0,2.89,0,0,3.38,2.8,2.53,2.17,0,0,0,0,3.57,0,1.93,0,2.61,0,0,0,0,3.25,0,0
2009-10-01,0,2.42,1.91,0,0,0,0,0,0,0,0,0,0,0,3.24,3.12,0,0,1.98,0,0,0,2.47,0,2.99,0,0,2.99,0,0,5.1,0,0,0,0,0,0,0,3.31,0,0,3.53,2.77,2.39,2.36,0,0,0,0,3.72,0,2.04,0,2.58,1.61,0,0,0,3.26,0,0
2009-11-01,0,2.42,1.91,0,0,0,0,0,0,0,0,0,0,0,3.24,3.12,0,0,1.98,0,0,0,2.47,0,2.99,0,0,2.99,0,0,5.1,0,0,0,0,0,0,0,3.31,0,0,3.53,2.77,2.39,2.36,0,0,0,0,3.72,0,2.04,0,2.58,1.61,0,0,0,3.26,0,0
2009-12-01,0,2.42,1.91,0,0,0,0,0,0,0,0,0,0,0,3.24,3.12,0,0,1.98,0,0,0,2.47,0,2.99,0,0,2.99,0,0,5.1,0,0,0,0,0,0,0,3.31,0,0,3.53,2.77,2.39,2.36,0,0,0,0,3.72,0,2.04,0,2.58,1.61,0,0,0,3.26,0,0
2010-01-01,0,2.34,0,0,0,0,0,1.71,0,0,0,0,0,0,3.38,3.18,0,0,1.69,0,0,0,2.54,0,3.37,0,0,2.55,0,0,4.91,0,0,0,0,0,0,0,3.16,0,0,3.28,2.72,2.29,2.11,0,0,0,0,3.39,1.87,1.81,0,2.58,0,0,0,0,3.51,0,0
2010-02-01,0,2.34,0,0,0,0,0,1.71,0,0,0,0,0,0,3.38,3.18,0,0,1.69,0,0,0,2.54,0,3.37,0,0,2.55,0,0,4.91,0,0,0,0,0,0,0,3.16,0,0,3.28,2.72,2.29,2.11,0,0,0,0,3.39,1.87,1.81,0,2.58,0,0,0,0,3.51,0,0
2010-03-01,0,2.34,0,0,0,0,0,1.71,0,0,0,0,0,0,3.38,3.18,0,0,1.69,0,0,0,2.54,0,3.37,0,0,2.55,0,0,4.91,0,0,0,0,0,0,0,3.16,0,0,3.28,2.72,2.29,2.11,0,0,0,0,3.39,1.87,1.81,0,2.58,0,0,0,0,3.51,0,0
2010-04-01,0,2.32,0,0,0,0,0,0,1.69,0,0,0,0,0,3.62,3.57,0,1.71,0,0,0,0,2.14,0,3.1,0,0,2.62,0,0,4.68,0,0,0,0,0,0,0,3.46,0,0,3.38,2.51,2.4,2.37,0,0,0,0,3.42,0,2.36,0,2.76,0,0,0,0,3.36,0,0
2010-05-01,0,2.32,0,0,0,0,0,0,1.69,0,0,0,0,0,3.62,3.57,0,1.71,0,0,0,0,2.14,0,3.1,0,0,2.62,0,0,4.68,0,0,0,0,0,0,0,3.46,0,0,3.38,2.51,2.4,2.37,0,0,0,0,3.42,0,2.36,0,2.76,0,0,0,0,3.36,0,0
2010-06-01,0,2.32,0,0,0,0,0,0,1.69,0,0,0,0,0,3.62,3.57,0,1.71,0,0,0,0,2.14,0,3.1,0,0,2.62,0,0,4.68,0,0,0,0,0,0,0,3.46,0,0,3.38,2.51,2.4,2.37,0,0,0,0,3.42,0,2.36,0,2.76,0,0,0,0,3.36,0,0
2010-07-01,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,3.46,3.23,0,1.76,0,0,0,0,2.41,0,3.22,0,0,2.79,0,0,4.51,0,0,0,0,0,0,0,3.12,0,0,3.28,2.46,2.25,2.63,0,0,0,0,3.49,0,2.41,0,2.6,0,0,1.79,0,3.08,0,1.75
2010-08-01,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,3.46,3.23,0,1.76,0,0,0,0,2.41,0,3.22,0,0,2.79,0,0,4.51,0,0,0,0,0,0,0,3.12,0,0,3.28,2.46,2.25,2.63,0,0,0,0,3.49,0,2.41,0,2.6,0,0,1.79,0,3.08,0,1.75
2010-09-01,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,3.46,3.23,0,1.76,0,0,0,0,2.41,0,3.22,0,0,2.79,0,0,4.51,0,0,0,0,0,0,0,3.12,0,0,3.28,2.46,2.25,2.63,0,0,0,0,3.49,0,2.41,0,2.6,0,0,1.79,0,3.08,0,1.75
2010-10-01,0,2.41,0,0,0,0,0,0,2.26,0,0,0,0,0,3.82,3.19,0,1.8,2,0,0,0,2.41,0,3.33,0,0,2.54,0,0,4.15,0,0,0,0,0,0,0,2.8,0,0,3.02,2.51,2.56,2.47,0,0,0,0,3.38,0,2.14,0,2.51,0,0,0,0,3.78,0,0
2010-11-01,0,2.41,0,0,0,0,0,0,2.26,0,0,0,0,0,3.82,3.19,0,1.8,2,0,0,0,2.41,0,3.33,0,0,2.54,0,0,4.15,0,0,0,0,0,0,0,2.8,0,0,3.02,2.51,2.56,2.47,0,0,0,0,3.38,0,2.14,0,2.51,0,0,0,0,3.78,0,0
2010-12-01,0,2.41,0,0,0,0,0,0,2.26,0,0,0,0,0,3.82,3.19,0,1.8,2,0,0,0,2.41,0,3.33,0,0,2.54,0,0,4.15,0,0,0,0,0,0,0,2.8,0,0,3.02,2.51,2.56,2.47,0,0,0,0,3.38,0,2.14,0,2.51,0,0,0,0,3.78,0,0
2011-01-01,0,2.23,0,0,0,0,0,1.88,2.16,0,0,0,0,0,3.74,3.71,0,2.02,0,1.85,0,0,2.31,0,3.38,0,0,2.41,0,0,4.25,0,0,0,0,0,0,0,2.56,0,0,2.65,2.88,2.55,2.72,0,0,0,0,3.28,0,2.43,0,2.65,0,0,0,0,3.69,0,0
2011-02-01,0,2.23,0,0,0,0,0,1.88,2.16,0,0,0,0,0,3.74,3.71,0,2.02,0,1.85,0,0,2.31,0,3.38,0,0,2.41,0,0,4.25,0,0,0,0,0,0,0,2.56,0,0,2.65,2.88,2.55,2.72,0,0,0,0,3.28,0,2.43,0,2.65,0,0,0,0,3.69,0,0
2011-03-01,0,2.23,0,0,0,0,0,1.88,2.16,0,0,0,0,0,3.74,3.71,0,2.02,0,1.85,0,0,2.31,0,3.38,0,0,2.41,0,0,4.25,0,0,0,0,0,0,0,2.56,0,0,2.65,2.88,2.55,2.72,0,0,0,0,3.28,0,2.43,0,2.65,0,0,0,0,3.69,0,0
2011-04-01,0,2.5,0,0,0,0,0,1.86,1.9,0,0,0,0,0,3.65,3.61,0,1.85,0,0,0,0,2.4,0,2.96,0,0,2.76,0,0,4.32,0,0,0,0,0,0,0,3.08,0,0,3.06,2.65,2.48,2.41,0,0,0,0,3.01,0,2.96,0,2.74,0,0,0,0,3.38,1.84,0
2011-05-01,0,2.5,0,0,0,0,0,1.86,1.9,0,0,0,0,0,3.65,3.61,0,1.85,0,0,0,0,2.4,0,2.96,0,0,2.76,0,0,4.32,0,0,0,0,0,0,0,3.08,0,0,3.06,2.65,2.48,2.41,0,0,0,0,3.01,0,2.96,0,2.74,0,0,0,0,3.38,1.84,0
2011-06-01,0,2.5,0,0,0,0,0,1.86,1.9,0,0,0,0,0,3.65,3.61,0,1.85,0,0,0,0,2.4,0,2.96,0,0,2.76,0,0,4.32,0,0,0,0,0,0,0,3.08,0,0,3.06,2.65,2.48,2.41,0,0,0,0,3.01,0,2.96,0,2.74,0,0,0,0,3.38,1.84,0
2011-07-01,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.52,0,0,0,2.11,0,0,2.19,0,2.91,0,0,2.95,0,0,3.84,0,0,0,0,0,0,0,3.58,2.34,0,3.01,2.7,2.13,2.6,2.15,0,0,0,2.47,0,3.06,0,2.88,0,0,0,0,3.71,2.38,0
2011-08-01,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.52,0,0,0,2.11,0,0,2.19,0,2.91,0,0,2.95,0,0,3.84,0,0,0,0,0,0,0,3.58,2.34,0,3.01,2.7,2.13,2.6,2.15,0,0,0,2.47,0,3.06,0,2.88,0,0,0,0,3.71,2.38,0
2011-09-01,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.52,0,0,0,2.11,0,0,2.19,0,2.91,0,0,2.95,0,0,3.84,0,0,0,0,0,0,0,3.58,2.34,0,3.01,2.7,2.13,2.6,2.15,0,0,0,2.47,0,3.06,0,2.88,0,0,0,0,3.71,2.38,0
2011-10-01,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,3.69,3.51,0,0,0,1.98,0,0,2.52,0,3.18,0,0,2.92,0,0,4.12,0,0,0,0,0,0,0,3.52,2.28,0,2.69,2.65,2.49,2.91,2.13,0,0,0,2.64,0,3.18,0,3.16,0,0,0,0,3.96,2.21,0
2011-11-01,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,3.69,3.51,0,0,0,1.98,0,0,2.52,0,3.18,0,0,2.92,0,0,4.12,0,0,0,0,0,0,0,3.52,2.28,0,2.69,2.65,2.49,2.91,2.13,0,0,0,2.64,0,3.18,0,3.16,0,0,0,0,3.96,2.21,0
2011-12-01,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,3.69,3.51,0,0,0,1.98,0,0,2.52,0,3.18,0,0,2.92,0,0,4.12,0,0,0,0,0,0,0,3.52,2.28,0,2.69,2.65,2.49,2.91,2.13,0,0,0,2.64,0,3.18,0,3.16,0,0,0,0,3.96,2.21,0
2012-01-01,0,2.31,0,0,0,0,0,0,2.1,0,0,0,0,0,4.04,4.15,0,0,0,2.15,0,0,2.47,0,3.14,0,2.1,2.55,0,0,3.8,0,0,0,0,0,0,0,3.17,2.74,0,2.26,2.45,2.26,2.7,0,0,0,0,2.39,0,2.83,0,2.95,0,0,0,0,4.4,0,0
2012-02-01,0,2.31,0,0,0,0,0,0,2.1,0,0,0,0,0,4.04,4.15,0,0,0,2.15,0,0,2.47,0,3.14,0,2.1,2.55,0,0,3.8,0,0,0,0,0,0,0,3.17,2.74,0,2.26,2.45,2.26,2.7,0,0,0,0,2.39,0,2.83,0,2.95,0,0,0,0,4.4,0,0
2012-03-01,0,2.31,0,0,0,0,0,0,2.1,0,0,0,0,0,4.04,4.15,0,0,0,2.15,0,0,2.47,0,3.14,0,2.1,2.55,0,0,3.8,0,0,0,0,0,0,0,3.17,2.74,0,2.26,2.45,2.26,2.7,0,0,0,0,2.39,0,2.83,0,2.95,0,0,0,0,4.4,0,0
2012-04-01,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,4.32,4.36,0,0,0,0,0,0,2.56,0,3.36,0,1.82,2.7,0,0,3.44,0,0,0,0,0,0,0,3.61,2.79,0,2.43,2.37,2.17,2.65,2,0,0,0,2.38,0,2.85,0,3.05,0,0,0,0,4.44,0,0
2012-05-01,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,4.32,4.36,0,0,0,0,0,0,2.56,0,3.36,0,1.82,2.7,0,0,3.44,0,0,0,0,0,0,0,3.61,2.79,0,2.43,2.37,2.17,2.65,2,0,0,0,2.38,0,2.85,0,3.05,0,0,0,0,4.44,0,0
2012-06-01,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,4.32,4.36,0,0,0,0,0,0,2.56,0,3.36,0,1.82,2.7,0,0,3.44,0,0,0,0,0,0,0,3.61,2.79,0,2.43,2.37,2.17,2.65,2,0,0,0,2.38,0,2.85,0,3.05,0,0,0,0,4.44,0,0
2012-07-01,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,4.29,4.24,0,0,0,0,0,0,2.22,0,3.4,0,2.03,2.71,0,0,2.75,0,0,0,0,0,0,0,3.49,2.56,0,2.74,2.44,0,2.68,1.95,0,2.37,0,2.5,0,3.06,0,3.31,0,0,0,0,4.01,0,0
2012-08-01,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,4.29,4.24,0,0,0,0,0,0,2.22,0,3.4,0,2.03,2.71,0,0,2.75,0,0,0,0,0,0,0,3.49,2.56,0,2.74,2.44,0,2.68,1.95,0,2.37,0,2.5,0,3.06,0,3.31,0,0,0,0,4.01,0,0
2012-09-01,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,4.29,4.24,0,0,0,0,0,0,2.22,0,3.4,0,2.03,2.71,0,0,2.75,0,0,0,0,0,0,0,3.49,2.56,0,2.74,2.44,0,2.68,1.95,0,2.37,0,2.5,0,3.06,0,3.31,0,0,0,0,4.01,0,0
2012-10-01,0,0,0,0,0,0,2.24,0,2.26,0,0,0,0,0,3.96,4.29,0,0,0,0,0,0,2.4,0,2.95,0,2.28,2.83,0,0,2.51,0,0,0,0,0,0,0,3.13,2.64,0,3.04,2.35,0,2.68,2.37,0,2.63,0,2.39,0,3.36,0,3,0,0,0,0,3.81,0,0
2012-11-01,0,0,0,0,0,0,2.24,0,2.26,0,0,0,0,0,3.96,4.29,0,0,0,0,0,0,2.4,0,2.95,0,2.28,2.83,0,0,2.51,0,0,0,0,0,0,0,3.13,2.64,0,3.04,2.35,0,2.68,2.37,0,2.63,0,2.39,0,3.36,0,3,0,0,0,0,3.81,0,0
2012-12-01,0,0,0,0,0,0,2.24,0,2.26,0,0,0,0,0,3.96,4.29,0,0,0,0,0,0,2.4,0,2.95,0,2.28,2.83,0,0,2.51,0,0,0,0,0,0,0,3.13,2.64,0,3.04,2.35,0,2.68,2.37,0,2.63,0,2.39,0,3.36,0,3,0,0,0,0,3.81,0,0
2013-01-01,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,3.62,3.63,0,0,0,0,0,0,2.3,0,2.89,0,2.35,2.72,0,0,3.76,0,0,0,0,0,0,0,3.02,2.92,0,3.06,2.2,0,2.76,2.46,0,2.98,2.13,2.31,0,3.23,0,3.21,0,0,0,0,3.68,0,0
2013-02-01,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,3.62,3.63,0,0,0,0,0,0,2.3,0,2.89,0,2.35,2.72,0,0,3.76,0,0,0,0,0,0,0,3.02,2.92,0,3.06,2.2,0,2.76,2.46,0,2.98,2.13,2.31,0,3.23,0,3.21,0,0,0,0,3.68,0,0
2013-03-01,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,3.62,3.63,0,0,0,0,0,0,2.3,0,2.89,0,2.35,2.72,0,0,3.76,0,0,0,0,0,0,0,3.02,2.92,0,3.06,2.2,0,2.76,2.46,0,2.98,2.13,2.31,0,3.23,0,3.21,0,0,0,0,3.68,0,0
2013-04-01,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,3.35,3.97,0,0,0,0,0,0,2.21,0,2.74,0,2.31,2.75,0,0,3.75,0,0,0,0,0,0,0,3.04,3.37,0,2.92,0,0,2.51,2.46,0,2.29,2.45,2.54,0,3.12,0,2.82,0,0,0,0,3.93,0,0
2013-05-01,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,3.35,3.97,0,0,0,0,0,0,2.21,0,2.74,0,2.31,2.75,0,0,3.75,0,0,0,0,0,0,0,3.04,3.37,0,2.92,0,0,2.51,2.46,0,2.29,2.45,2.54,0,3.12,0,2.82,0,0,0,0,3.93,0,0
