Date,PAYC
2018-11-07,128.229996
2018-11-08,127.33000200000001
2018-11-09,126.970001
2018-11-12,122.589996
2018-11-13,123.699997
2018-11-14,122.91999799999999
2018-11-15,124.699997
2018-11-16,123.620003
2018-11-19,113.18
2018-11-20,114.0
2018-11-21,120.040001
2018-11-23,119.150002
2018-11-26,122.83000200000001
2018-11-27,121.489998
2018-11-28,130.050003
2018-11-29,131.369995
2018-11-30,132.770004
2018-12-03,134.729996
2018-12-04,131.0
2018-12-06,133.570007
2018-12-07,129.639999
2018-12-10,131.720001
2018-12-11,131.619995
2018-12-12,134.58999599999999
2018-12-13,133.360001
2018-12-14,130.619995
2018-12-17,123.349998
2018-12-18,124.870003
2018-12-19,123.650002
2018-12-20,119.559998
2018-12-21,115.010002
2018-12-24,111.540001
2018-12-26,120.220001
2018-12-27,121.75
2018-12-28,121.239998
2018-12-31,122.449997
2019-01-02,119.699997
2019-01-03,116.5
2019-01-04,121.019997
2019-01-07,124.110001
2019-01-08,127.139999
2019-01-09,128.470001
2019-01-10,128.610001
2019-01-11,127.300003
2019-01-14,124.57
2019-01-15,130.770004
2019-01-16,131.380005
2019-01-17,132.220001
2019-01-18,136.240005
2019-01-22,136.53999299999998
2019-01-23,137.020004
2019-01-24,138.490005
2019-01-25,143.050003
2019-01-28,144.0
2019-01-29,141.669998
2019-01-30,145.559998
2019-01-31,148.240005
2019-02-01,150.850006
2019-02-04,155.96000700000002
2019-02-05,156.96000700000002
2019-02-06,169.139999
2019-02-07,168.169998
2019-02-08,175.96000700000002
2019-02-11,172.21000700000002
2019-02-12,173.33999599999999
2019-02-13,173.059998
2019-02-14,178.380005
2019-02-15,182.470001
2019-02-19,179.559998
2019-02-20,177.03999299999998
2019-02-21,178.929993
2019-02-22,184.279999
2019-02-25,181.330002
2019-02-26,180.429993
2019-02-27,182.720001
2019-02-28,181.729996
2019-03-01,181.800003
2019-03-04,177.419998
2019-03-05,178.570007
2019-03-06,175.639999
2019-03-07,176.229996
2019-03-08,178.080002
2019-03-11,181.16000400000001
2019-03-12,182.28999299999998
2019-03-13,181.029999
2019-03-14,183.350006
2019-03-15,181.940002
2019-03-18,181.690002
2019-03-19,183.119995
2019-03-20,181.970001
2019-03-21,190.050003
2019-03-22,181.16000400000001
2019-03-25,183.809998
2019-03-26,185.71000700000002
2019-03-27,182.970001
2019-03-28,186.690002
2019-03-29,189.130005
2019-04-01,190.279999
2019-04-02,190.720001
2019-04-03,190.309998
2019-04-04,183.690002
2019-04-05,183.479996
2019-04-08,184.25
2019-04-09,184.33999599999999
2019-04-10,187.58999599999999
2019-04-11,188.580002
2019-04-12,188.759995
2019-04-15,190.16000400000001
2019-04-16,188.889999
2019-04-17,186.940002
2019-04-18,188.949997
2019-04-22,190.190002
2019-04-23,194.619995
2019-04-24,192.600006
2019-04-25,196.53999299999998
2019-04-26,200.070007
2019-04-29,198.03999299999998
2019-04-30,202.529999
2019-05-01,201.46000700000002
2019-05-02,201.470001
2019-05-03,206.889999
2019-05-06,207.46000700000002
2019-05-07,201.899994
2019-05-08,204.75
2019-05-09,207.889999
2019-05-10,208.389999
2019-05-13,197.25
2019-05-14,203.279999
2019-05-15,204.389999
2019-05-16,212.05000299999998
2019-05-17,210.75
2019-05-20,207.28999299999998
2019-05-21,213.55000299999998
2019-05-22,213.07000699999998
2019-05-23,206.770004
2019-05-24,208.229996
2019-05-28,208.190002
2019-05-29,206.050003
2019-05-30,209.139999
2019-05-31,212.100006
2019-06-03,197.33999599999999
2019-06-04,209.020004
2019-06-05,216.770004
2019-06-06,219.210007
2019-06-07,222.44999700000002
2019-06-10,221.91000400000001
2019-06-11,213.830002
2019-06-12,214.0
2019-06-13,218.75999500000003
2019-06-14,214.33999599999999
2019-06-17,219.520004
2019-06-18,222.419998
2019-06-19,225.88999900000002
2019-06-20,230.149994
2019-06-21,228.25
2019-06-24,225.75
2019-06-25,218.350006
2019-06-26,216.82000699999998
2019-06-27,224.559998
2019-06-28,226.72000099999997
2019-07-01,227.0
2019-07-02,232.919998
2019-07-03,235.74000499999997
2019-07-05,239.30000299999998
2019-07-08,239.059998
2019-07-09,239.919998
2019-07-10,244.47000099999997
2019-07-11,243.86999500000002
2019-07-12,243.63999900000002
2019-07-15,243.38000499999998
2019-07-16,239.97000099999997
2019-07-17,242.41000400000001
2019-07-18,242.05000299999998
2019-07-19,232.809998
2019-07-22,233.92999300000002
2019-07-23,231.88999900000002
2019-07-24,235.13000499999998
2019-07-25,235.11999500000002
2019-07-26,235.19999700000002
2019-07-29,229.61000099999998
2019-07-30,228.61999500000002
2019-07-31,240.75
2019-08-01,237.88000499999998
2019-08-02,236.520004
2019-08-05,221.169998
2019-08-06,225.309998
2019-08-07,231.19999700000002
2019-08-08,240.47000099999997
2019-08-09,240.61999500000002
2019-08-12,239.100006
2019-08-13,243.580002
2019-08-14,232.30000299999998
2019-08-15,235.13999900000002
2019-08-16,241.419998
2019-08-19,243.66000400000001
2019-08-20,246.97000099999997
2019-08-21,251.899994
2019-08-22,248.600006
2019-08-23,248.91000400000001
2019-08-26,252.67999300000002
2019-08-27,255.100006
2019-08-28,253.229996
2019-08-29,254.100006
2019-08-30,250.11999500000002
2019-09-03,244.270004
2019-09-04,247.88000499999998
2019-09-05,252.690002
2019-09-06,249.61999500000002
2019-09-09,228.72000099999997
2019-09-10,211.32000699999998
2019-09-11,206.699997
2019-09-12,212.50999500000003
2019-09-13,209.66000400000001
2019-09-16,211.289993
2019-09-17,215.47000099999997
2019-09-18,216.07000699999998
2019-09-19,219.32000699999998
2019-09-20,215.960007
2019-09-23,217.440002
2019-09-24,208.929993
2019-09-25,211.25999500000003
2019-09-26,212.30000299999998
2019-09-27,206.399994
2019-09-30,209.490005
2019-10-01,207.940002
2019-10-02,204.570007
2019-10-03,209.130005
2019-10-04,214.289993
2019-10-07,214.30000299999998
2019-10-08,207.600006
2019-10-09,215.309998
2019-10-10,214.17999300000002
2019-10-11,220.02999900000003
2019-10-14,220.399994
2019-10-15,220.88000499999998
2019-10-16,212.11000099999998
2019-10-17,210.190002
2019-10-18,202.979996
2019-10-21,206.029999
2019-10-22,190.600006
2019-10-23,194.610001
2019-10-24,203.5
2019-10-25,209.669998
2019-10-28,209.080002
2019-10-29,209.16000400000001
2019-10-30,213.0
2019-10-31,211.52999900000003
2019-11-01,214.309998
2019-11-04,212.05000299999998
2019-11-05,212.80000299999998
2019-11-06,213.559998
2019-11-07,213.0
2019-11-08,218.419998
2019-11-11,220.16000400000001
2019-11-12,222.0
2019-11-13,226.61999500000002
2019-11-14,230.80000299999998
2019-11-15,232.75
2019-11-18,235.25999500000003
2019-11-19,239.49000499999997
2019-11-20,260.929993
2019-11-21,261.459991
2019-11-22,263.309998
2019-11-25,267.23999
2019-11-26,274.100006
2019-11-27,279.660004
2019-11-29,276.809998
2019-12-02,269.040009
2019-12-03,270.429993
2019-12-04,269.910004
2019-12-05,268.52999900000003
2019-12-06,268.790009
2019-12-09,268.799988
2019-12-10,265.5
2019-12-11,262.070007
2019-12-12,254.479996
2019-12-13,256.98999
2019-12-16,259.480011
2019-12-17,256.51001
2019-12-18,259.339996
2019-12-19,261.76001
2019-12-20,263.540009
2019-12-23,265.019989
2019-12-24,264.640015
2019-12-26,268.72000099999997
2019-12-27,268.890015
2019-12-30,262.420013
2019-12-31,264.76001
2020-01-02,271.799988
2020-01-03,272.709991
2020-01-06,278.089996
2020-01-07,279.48999
2020-01-08,283.119995
2020-01-09,285.290009
2020-01-10,285.579987
2020-01-13,295.429993
2020-01-14,286.51001
2020-01-15,289.089996
2020-01-16,294.309998
2020-01-17,296.23999
2020-01-21,299.77999900000003
2020-01-22,303.27999900000003
2020-01-23,314.850006
2020-01-24,314.809998
2020-01-27,312.52999900000003
2020-01-28,318.589996
2020-01-29,322.049988
2020-01-30,325.619995
2020-01-31,318.160004
2020-02-03,323.47000099999997
2020-02-04,337.73999
2020-02-05,322.5
2020-02-06,290.709991
2020-02-07,293.52999900000003
2020-02-10,297.98999
2020-02-11,294.76001
2020-02-12,296.359985
2020-02-13,303.290009
2020-02-14,314.429993
2020-02-18,318.160004
2020-02-19,324.480011
2020-02-20,310.329987
2020-02-21,300.390015
2020-02-24,295.769989
2020-02-25,288.910004
2020-02-26,291.920013
2020-02-27,281.359985
2020-02-28,282.649994
2020-03-02,291.959991
2020-03-03,282.299988
2020-03-04,293.690002
2020-03-05,282.26001
2020-03-06,267.709991
2020-03-09,240.83999599999999
2020-03-10,239.479996
2020-03-11,220.67999300000002
2020-03-12,191.979996
2020-03-13,226.61999500000002
2020-03-16,196.270004
2020-03-17,216.75
2020-03-18,192.389999
2020-03-19,197.550003
2020-03-20,192.809998
2020-03-23,178.940002
2020-03-24,201.619995
2020-03-25,210.649994
2020-03-26,229.210007
2020-03-27,208.940002
2020-03-30,213.11999500000002
2020-03-31,202.009995
2020-04-01,187.440002
2020-04-02,181.259995
2020-04-03,165.009995
2020-04-06,181.850006
2020-04-07,186.020004
2020-04-08,202.580002
2020-04-09,221.99000499999997
2020-04-13,216.350006
2020-04-14,228.50999500000003
2020-04-15,226.399994
2020-04-16,206.71000700000002
2020-04-17,224.99000499999997
2020-04-20,222.36000099999998
2020-04-21,208.199997
2020-04-22,217.74000499999997
2020-04-23,211.669998
2020-04-24,211.80000299999998
2020-04-27,226.100006
2020-04-28,236.690002
2020-04-29,270.0
2020-04-30,261.019989
2020-05-01,241.66000400000001
2020-05-04,248.11999500000002
2020-05-05,256.980011
2020-05-06,255.039993
2020-05-07,268.820007
2020-05-08,272.02999900000003
2020-05-11,274.290009
2020-05-12,263.450012
2020-05-13,243.309998
2020-05-14,252.809998
2020-05-15,261.679993
2020-05-18,283.899994
2020-05-19,279.690002
2020-05-20,273.47000099999997
2020-05-21,274.27999900000003
2020-05-22,269.350006
2020-05-26,280.299988
2020-05-27,287.059998
