Date,PEAK
1985-11-05,4.781421
1985-11-06,4.781421
1985-11-07,4.781421
1985-11-08,4.781421
1985-11-11,4.809882
1985-11-12,4.895264
1985-11-13,4.866803
1985-11-14,4.838343
1985-11-15,4.866803
1985-11-18,4.866803
1985-11-19,4.866803
1985-11-20,4.952186
1985-11-21,4.895264
1985-11-22,4.952186
1985-11-25,4.895264
1985-11-26,4.895264
1985-11-27,4.838343
1985-11-29,4.838343
1985-12-02,4.895264
1985-12-03,4.809882
1985-12-04,4.866803
1985-12-05,4.923725
1985-12-06,4.895264
1985-12-09,4.895264
1985-12-10,4.895264
1985-12-11,4.75296
1985-12-12,4.724499
1985-12-13,4.667577
1985-12-16,4.5537339999999995
1985-12-17,4.5537339999999995
1985-12-18,4.5537339999999995
1985-12-19,4.5537339999999995
1985-12-20,4.5537339999999995
1985-12-23,4.525273
1985-12-24,4.5537339999999995
1985-12-26,4.582195
1985-12-27,4.696038
1985-12-30,4.724499
1985-12-31,4.75296
1986-01-02,4.866803
1986-01-03,4.838343
1986-01-06,4.923725
1986-01-07,4.952186
1986-01-08,4.923725
1986-01-09,4.809882
1986-01-10,4.781421
1986-01-13,4.667577
1986-01-14,4.75296
1986-01-15,4.724499
1986-01-16,4.696038
1986-01-17,4.610656
1986-01-20,4.696038
1986-01-21,4.724499
1986-01-22,4.696038
1986-01-23,4.75296
1986-01-24,4.923725
1986-01-27,5.066029
1986-01-28,5.09449
1986-01-29,5.09449
1986-01-30,5.179873000000001
1986-01-31,5.09449
1986-02-03,5.09449
1986-02-04,5.09449
1986-02-05,5.09449
1986-02-06,5.236794000000001
1986-02-07,5.179873000000001
1986-02-10,5.179873000000001
1986-02-11,5.179873000000001
1986-02-12,5.179873000000001
1986-02-13,5.265255000000001
1986-02-14,5.379098
1986-02-18,5.521401999999999
1986-02-19,5.578323999999999
1986-02-20,5.236794000000001
1986-02-21,5.492942
1986-02-24,5.521401999999999
1986-02-25,5.549862999999999
1986-02-26,5.549862999999999
1986-02-27,5.492942
1986-02-28,5.578323999999999
1986-03-03,5.549862999999999
1986-03-04,5.464481
1986-03-05,5.464481
1986-03-06,5.492942
1986-03-07,5.578323999999999
1986-03-10,5.692168
1986-03-11,5.919854
1986-03-12,5.862933
1986-03-13,5.862933
1986-03-14,5.891394
1986-03-17,5.948315
1986-03-18,5.891394
1986-03-19,5.77755
1986-03-20,5.862933
1986-03-21,5.948315
1986-03-24,5.891394
1986-03-25,5.806011
1986-03-26,5.806011
1986-03-27,5.749089
1986-03-31,5.692168
1986-04-01,5.6352459999999995
1986-04-02,5.6352459999999995
1986-04-03,5.663707
1986-04-04,5.578323999999999
1986-04-07,5.6067849999999995
1986-04-08,5.6067849999999995
1986-04-09,5.578323999999999
1986-04-10,5.549862999999999
1986-04-11,5.6352459999999995
1986-04-14,5.663707
1986-04-15,5.6352459999999995
1986-04-16,5.6352459999999995
1986-04-17,5.692168
1986-04-18,5.862933
1986-04-21,5.834472
1986-04-22,5.862933
1986-04-23,5.948315
1986-04-24,5.948315
1986-04-25,5.806011
1986-04-28,5.891394
1986-04-29,5.891394
1986-04-30,5.834472
1986-05-01,5.834472
1986-05-02,5.891394
1986-05-05,5.862933
1986-05-06,5.77755
1986-05-07,5.834472
1986-05-08,5.749089
1986-05-09,5.806011
1986-05-12,5.834472
1986-05-13,5.891394
1986-05-14,5.891394
1986-05-15,5.891394
1986-05-16,5.891394
1986-05-19,5.862933
1986-05-20,5.862933
1986-05-21,5.891394
1986-05-22,5.891394
1986-05-23,5.891394
1986-05-27,5.891394
1986-05-28,5.891394
1986-05-29,5.806011
1986-05-30,5.862933
1986-06-02,5.834472
1986-06-03,5.834472
1986-06-04,5.806011
1986-06-05,5.806011
1986-06-06,5.834472
1986-06-09,5.806011
1986-06-10,5.692168
1986-06-11,5.749089
1986-06-12,5.806011
1986-06-13,5.834472
1986-06-16,5.862933
1986-06-17,5.834472
1986-06-18,5.834472
1986-06-19,5.749089
1986-06-20,5.862933
1986-06-23,5.891394
1986-06-24,5.919854
1986-06-25,6.204463
1986-06-26,6.1760019999999995
1986-06-27,6.11908
1986-06-30,6.147541
1986-07-01,6.289845
1986-07-02,6.432149
1986-07-03,6.545993
1986-07-07,6.432149
1986-07-08,6.147541
1986-07-09,6.318306
1986-07-10,6.261384
1986-07-11,6.318306
1986-07-14,6.375227
1986-07-15,6.289845
1986-07-16,6.204463
1986-07-17,6.261384
1986-07-18,6.147541
1986-07-21,6.346767
1986-07-22,6.432149
1986-07-23,6.574453
1986-07-24,6.602914
1986-07-25,6.688297
1986-07-28,6.46061
1986-07-29,6.46061
1986-07-30,6.432149
1986-07-31,6.318306
1986-08-01,6.261384
1986-08-04,6.232924
1986-08-05,6.289845
1986-08-06,6.261384
1986-08-07,6.261384
1986-08-08,6.147541
1986-08-11,6.147541
1986-08-12,6.1760019999999995
1986-08-13,6.1760019999999995
1986-08-14,6.261384
1986-08-15,6.318306
1986-08-18,6.318306
1986-08-19,6.318306
1986-08-20,6.403688
1986-08-21,6.688297
1986-08-22,6.830601
1986-08-25,6.773679
1986-08-26,6.773679
1986-08-27,6.602914
1986-08-28,6.602914
1986-08-29,6.80214
1986-09-02,6.830601
1986-09-03,6.887523
1986-09-04,6.887523
1986-09-05,6.773679
1986-09-08,6.659836
1986-09-09,6.631375
1986-09-10,6.602914
1986-09-11,6.204463
1986-09-12,6.318306
1986-09-15,6.489071
1986-09-16,6.318306
1986-09-17,6.432149
1986-09-18,6.375227
1986-09-19,6.346767
1986-09-22,6.489071
1986-09-23,6.545993
1986-09-24,6.517532
1986-09-25,6.489071
1986-09-26,6.659836
1986-09-29,6.7167580000000005
1986-09-30,6.7167580000000005
1986-10-01,6.773679
1986-10-02,6.659836
1986-10-03,6.602914
1986-10-06,6.545993
1986-10-07,6.489071
1986-10-08,6.517532
1986-10-09,6.574453
1986-10-10,6.602914
1986-10-13,6.602914
1986-10-14,6.773679
1986-10-15,7.11521
1986-10-16,6.7167580000000005
1986-10-17,6.7167580000000005
1986-10-20,6.7452190000000005
1986-10-21,6.602914
1986-10-22,6.830601
1986-10-23,6.80214
1986-10-24,6.830601
1986-10-27,6.915984
1986-10-28,6.773679
1986-10-29,6.773679
1986-10-30,6.7452190000000005
1986-10-31,6.830601
1986-11-03,6.773679
1986-11-04,6.7452190000000005
1986-11-05,6.7452190000000005
1986-11-06,6.631375
1986-11-07,6.688297
1986-11-10,6.659836
1986-11-11,6.574453
1986-11-12,6.688297
1986-11-13,6.631375
1986-11-14,6.659836
1986-11-17,6.659836
1986-11-18,6.602914
1986-11-19,6.602914
1986-11-20,6.545993
1986-11-21,6.602914
1986-11-24,6.517532
1986-11-25,6.602914
1986-11-26,6.517532
1986-11-28,6.574453
1986-12-01,6.602914
1986-12-02,6.545993
1986-12-03,6.631375
1986-12-04,6.602914
1986-12-05,6.574453
1986-12-08,6.602914
1986-12-09,6.602914
1986-12-10,6.545993
1986-12-11,6.517532
1986-12-12,6.46061
1986-12-15,6.375227
1986-12-16,6.346767
1986-12-17,6.204463
1986-12-18,6.11908
1986-12-19,6.090619
1986-12-22,6.289845
1986-12-23,6.346767
1986-12-24,6.489071
1986-12-26,6.489071
1986-12-29,6.574453
1986-12-30,6.659836
1986-12-31,6.631375
1987-01-02,6.631375
1987-01-05,6.7167580000000005
1987-01-06,6.80214
1987-01-07,6.773679
1987-01-08,6.688297
1987-01-09,6.602914
1987-01-12,6.574453
1987-01-13,6.631375
1987-01-14,6.80214
1987-01-15,6.773679
1987-01-16,6.7167580000000005
1987-01-19,6.773679
1987-01-20,6.631375
1987-01-21,6.631375
1987-01-22,6.631375
1987-01-23,6.602914
1987-01-26,6.659836
1987-01-27,6.631375
1987-01-28,6.46061
1987-01-29,6.289845
1987-01-30,6.289845
1987-02-02,6.432149
1987-02-03,6.46061
1987-02-04,6.574453
1987-02-05,6.489071
1987-02-06,6.602914
1987-02-09,6.602914
1987-02-10,6.545993
1987-02-11,6.517532
1987-02-12,6.631375
1987-02-13,6.659836
1987-02-17,6.574453
1987-02-18,6.602914
1987-02-19,6.46061
1987-02-20,6.830601
1987-02-23,6.659836
1987-02-24,6.773679
1987-02-25,6.859062
1987-02-26,7.143669999999999
1987-02-27,7.058288
1987-03-02,6.887523
1987-03-03,6.830601
1987-03-04,6.830601
1987-03-05,6.773679
1987-03-06,6.7167580000000005
1987-03-09,6.602914
1987-03-10,6.489071
1987-03-11,6.602914
1987-03-12,6.688297
1987-03-13,6.773679
1987-03-16,6.7452190000000005
1987-03-17,6.830601
1987-03-18,6.830601
1987-03-19,6.688297
1987-03-20,6.602914
1987-03-23,6.602914
1987-03-24,6.688297
1987-03-25,6.7452190000000005
1987-03-26,6.773679
1987-03-27,6.7452190000000005
1987-03-30,6.688297
1987-03-31,6.7167580000000005
1987-04-01,6.659836
1987-04-02,6.545993
1987-04-03,6.830601
1987-04-06,6.887523
1987-04-07,6.887523
1987-04-08,6.80214
1987-04-09,6.659836
1987-04-10,6.7167580000000005
1987-04-13,6.7452190000000005
1987-04-14,6.602914
1987-04-15,6.602914
1987-04-16,6.773679
1987-04-20,6.7452190000000005
1987-04-21,6.659836
1987-04-22,6.688297
1987-04-23,6.602914
1987-04-24,6.602914
1987-04-27,6.602914
1987-04-28,6.545993
1987-04-29,6.432149
1987-04-30,6.403688
1987-05-01,6.375227
1987-05-04,6.318306
1987-05-05,6.232924
1987-05-06,6.261384
1987-05-07,6.289845
1987-05-08,6.318306
1987-05-11,6.1760019999999995
1987-05-12,6.147541
1987-05-13,6.090619
1987-05-14,6.062158999999999
1987-05-15,5.948315
1987-05-18,5.862933
1987-05-19,5.834472
1987-05-20,5.77755
1987-05-21,5.834472
1987-05-22,5.77755
1987-05-26,5.919854
1987-05-27,6.147541
1987-05-28,6.11908
1987-05-29,6.033698
1987-06-01,5.919854
1987-06-02,5.834472
1987-06-03,5.862933
1987-06-04,5.862933
1987-06-05,5.862933
1987-06-08,5.862933
1987-06-09,5.749089
1987-06-10,5.834472
1987-06-11,5.976776
1987-06-12,6.033698
1987-06-15,6.062158999999999
1987-06-16,6.147541
1987-06-17,6.062158999999999
1987-06-18,6.033698
1987-06-19,6.062158999999999
1987-06-22,6.232924
1987-06-23,6.261384
1987-06-24,6.318306
1987-06-25,6.261384
1987-06-26,6.289845
1987-06-29,6.261384
1987-06-30,6.318306
1987-07-01,6.318306
1987-07-02,6.375227
1987-07-06,6.318306
1987-07-07,6.346767
1987-07-08,6.232924
1987-07-09,6.261384
1987-07-10,6.318306
1987-07-13,6.346767
1987-07-14,6.346767
1987-07-15,6.403688
1987-07-16,6.375227
1987-07-17,6.375227
1987-07-20,6.375227
1987-07-21,6.346767
1987-07-22,6.545993
1987-07-23,6.432149
1987-07-24,6.489071
1987-07-27,6.46061
1987-07-28,6.346767
1987-07-29,6.346767
1987-07-30,6.346767
1987-07-31,6.46061
1987-08-03,6.489071
1987-08-04,6.375227
1987-08-05,6.232924
1987-08-06,6.261384
1987-08-07,6.261384
1987-08-10,6.261384
1987-08-11,6.261384
1987-08-12,6.232924
1987-08-13,6.204463
1987-08-14,6.204463
1987-08-17,6.204463
1987-08-18,6.232924
1987-08-19,6.204463
1987-08-20,6.232924
1987-08-21,6.147541
1987-08-24,6.11908
1987-08-25,6.090619
1987-08-26,6.090619
1987-08-27,6.11908
1987-08-28,6.062158999999999
1987-08-31,6.11908
1987-09-01,6.11908
1987-09-02,6.090619
1987-09-03,6.11908
1987-09-04,6.090619
1987-09-08,5.919854
1987-09-09,5.862933
1987-09-10,5.578323999999999
1987-09-11,5.692168
1987-09-14,5.692168
1987-09-15,5.521401999999999
1987-09-16,5.521401999999999
1987-09-17,5.43602
1987-09-18,5.293716000000001
1987-09-21,5.179873000000001
1987-09-22,5.464481
1987-09-23,5.492942
1987-09-24,5.464481
1987-09-25,5.43602
1987-09-28,5.492942
1987-09-29,5.492942
1987-09-30,5.43602
1987-10-01,5.464481
1987-10-02,5.350637
1987-10-05,5.464481
1987-10-06,5.549862999999999
1987-10-07,5.663707
1987-10-08,5.919854
1987-10-09,5.77755
1987-10-12,5.806011
1987-10-13,5.806011
1987-10-14,5.692168
1987-10-15,5.692168
1987-10-16,5.6067849999999995
1987-10-19,5.2083330000000005
1987-10-20,5.066029
1987-10-21,5.066029
1987-10-22,5.009108
1987-10-23,5.464481
1987-10-26,5.293716000000001
1987-10-27,5.350637
1987-10-28,5.179873000000001
1987-10-29,5.322176
1987-10-30,5.521401999999999
1987-11-02,5.692168
1987-11-03,5.749089
1987-11-04,5.806011
1987-11-05,5.862933
1987-11-06,5.834472
1987-11-09,5.806011
1987-11-10,5.692168
1987-11-11,5.77755
1987-11-12,5.720628
1987-11-13,5.891394
1987-11-16,5.919854
1987-11-17,5.919854
1987-11-18,5.976776
1987-11-19,5.948315
1987-11-20,5.891394
1987-11-23,6.033698
1987-11-24,6.261384
1987-11-25,6.261384
1987-11-27,6.147541
1987-11-30,6.033698
1987-12-01,6.033698
1987-12-02,5.919854
1987-12-03,5.806011
1987-12-04,5.692168
1987-12-07,5.919854
1987-12-08,5.862933
1987-12-09,5.834472
1987-12-10,5.862933
1987-12-11,5.806011
1987-12-14,6.005237
1987-12-15,6.204463
1987-12-16,6.261384
1987-12-17,6.289845
1987-12-18,6.147541
1987-12-21,6.289845
1987-12-22,6.375227
1987-12-23,6.375227
1987-12-24,6.375227
1987-12-28,6.147541
1987-12-29,6.204463
1987-12-30,6.090619
1987-12-31,6.261384
1988-01-04,6.261384
1988-01-05,6.375227
1988-01-06,6.318306
1988-01-07,6.261384
1988-01-08,6.261384
1988-01-11,6.261384
1988-01-12,6.147541
1988-01-13,6.090619
1988-01-14,6.289845
1988-01-15,6.318306
1988-01-18,6.232924
1988-01-19,6.204463
1988-01-20,6.147541
1988-01-21,6.1760019999999995
1988-01-22,6.261384
1988-01-25,6.318306
1988-01-26,6.232924
1988-01-27,6.289845
1988-01-28,6.318306
1988-01-29,6.318306
1988-02-01,6.261384
1988-02-02,6.261384
1988-02-03,6.147541
1988-02-04,6.232924
1988-02-05,6.204463
1988-02-08,6.204463
1988-02-09,6.147541
1988-02-10,6.232924
1988-02-11,6.261384
1988-02-12,6.318306
1988-02-16,6.289845
1988-02-17,6.403688
1988-02-18,6.318306
1988-02-19,6.289845
1988-02-22,6.289845
1988-02-23,6.289845
1988-02-24,6.204463
1988-02-25,6.204463
1988-02-26,6.261384
1988-02-29,6.147541
1988-03-01,6.1760019999999995
1988-03-02,6.204463
1988-03-03,6.261384
1988-03-04,6.261384
1988-03-07,6.318306
1988-03-08,6.204463
1988-03-09,6.204463
1988-03-10,6.232924
1988-03-11,6.261384
1988-03-14,6.346767
1988-03-15,6.318306
1988-03-16,6.375227
1988-03-17,6.375227
1988-03-18,6.403688
1988-03-21,6.375227
1988-03-22,6.289845
1988-03-23,6.261384
1988-03-24,6.346767
1988-03-25,6.346767
1988-03-28,6.1760019999999995
1988-03-29,6.1760019999999995
1988-03-30,6.147541
1988-03-31,6.261384
1988-04-04,6.261384
1988-04-05,6.204463
1988-04-06,6.204463
1988-04-07,6.204463
1988-04-08,6.1760019999999995
1988-04-11,6.147541
1988-04-12,6.204463
1988-04-13,6.147541
1988-04-14,6.11908
1988-04-15,6.090619
1988-04-18,6.062158999999999
1988-04-19,6.062158999999999
1988-04-20,6.11908
1988-04-21,6.090619
1988-04-22,6.1760019999999995
1988-04-25,6.204463
1988-04-26,6.1760019999999995
1988-04-27,6.1760019999999995
1988-04-28,6.062158999999999
1988-04-29,6.11908
1988-05-02,6.033698
1988-05-03,5.948315
1988-05-04,5.919854
1988-05-05,5.948315
1988-05-06,6.005237
1988-05-09,5.891394
1988-05-10,5.891394
1988-05-11,5.834472
1988-05-12,5.77755
1988-05-13,5.749089
1988-05-16,5.720628
1988-05-17,5.6067849999999995
1988-05-18,5.464481
1988-05-19,5.407559
1988-05-20,5.407559
1988-05-23,5.407559
1988-05-24,5.407559
1988-05-25,5.492942
1988-05-26,5.692168
1988-05-27,5.720628
1988-05-31,5.77755
1988-06-01,5.692168
1988-06-02,5.549862999999999
1988-06-03,5.692168
1988-06-06,5.77755
1988-06-07,5.834472
1988-06-08,5.891394
1988-06-09,5.891394
1988-06-10,5.919854
1988-06-13,6.033698
1988-06-14,6.11908
1988-06-15,6.062158999999999
1988-06-16,6.033698
1988-06-17,5.948315
1988-06-20,5.948315
1988-06-21,6.005237
1988-06-22,5.976776
1988-06-23,6.033698
1988-06-24,6.090619
1988-06-27,6.033698
1988-06-28,6.005237
1988-06-29,5.862933
1988-06-30,5.891394
1988-07-01,5.919854
1988-07-05,5.862933
1988-07-06,5.891394
1988-07-07,5.862933
1988-07-08,5.919854
1988-07-11,5.862933
1988-07-12,5.891394
1988-07-13,5.919854
1988-07-14,5.919854
1988-07-15,5.919854
1988-07-18,5.806011
1988-07-19,5.806011
1988-07-20,5.806011
1988-07-21,5.749089
1988-07-22,5.806011
1988-07-25,5.834472
1988-07-26,5.749089
1988-07-27,5.749089
1988-07-28,5.749089
1988-07-29,5.720628
1988-08-01,5.749089
1988-08-02,5.749089
1988-08-03,5.692168
1988-08-04,5.749089
1988-08-05,5.720628
1988-08-08,5.749089
1988-08-09,5.77755
1988-08-10,5.749089
1988-08-11,5.720628
1988-08-12,5.663707
1988-08-15,5.692168
1988-08-16,5.749089
1988-08-17,5.692168
1988-08-18,5.834472
1988-08-19,5.806011
1988-08-22,5.976776
1988-08-23,5.976776
1988-08-24,5.919854
1988-08-25,5.891394
1988-08-26,5.948315
1988-08-29,6.062158999999999
1988-08-30,6.147541
1988-08-31,6.232924
1988-09-01,6.147541
1988-09-02,6.147541
1988-09-06,6.090619
1988-09-07,6.11908
1988-09-08,6.090619
1988-09-09,6.232924
1988-09-12,6.147541
1988-09-13,6.204463
1988-09-14,6.261384
1988-09-15,6.346767
1988-09-16,6.261384
1988-09-19,6.261384
1988-09-20,6.1760019999999995
1988-09-21,6.204463
1988-09-22,6.232924
1988-09-23,6.261384
1988-09-26,6.11908
1988-09-27,6.147541
1988-09-28,6.147541
1988-09-29,6.147541
1988-09-30,6.1760019999999995
1988-10-03,6.147541
1988-10-04,6.147541
1988-10-05,6.11908
1988-10-06,6.147541
1988-10-07,6.147541
1988-10-10,6.147541
1988-10-11,6.11908
1988-10-12,6.147541
1988-10-13,6.147541
1988-10-14,6.147541
1988-10-17,6.147541
1988-10-18,6.147541
1988-10-19,6.147541
1988-10-20,6.147541
1988-10-21,6.11908
1988-10-24,6.147541
1988-10-25,6.11908
1988-10-26,6.005237
1988-10-27,6.11908
1988-10-28,6.090619
1988-10-31,6.033698
1988-11-01,6.147541
1988-11-02,6.062158999999999
1988-11-03,6.090619
1988-11-04,6.090619
1988-11-07,6.11908
1988-11-08,6.11908
1988-11-09,6.090619
1988-11-10,6.062158999999999
1988-11-11,6.090619
1988-11-14,6.090619
1988-11-15,6.11908
1988-11-16,6.11908
1988-11-17,6.11908
1988-11-18,6.090619
1988-11-21,6.090619
1988-11-22,6.033698
1988-11-23,6.062158999999999
1988-11-25,6.005237
1988-11-28,5.976776
1988-11-29,5.919854
1988-11-30,5.862933
1988-12-01,5.806011
1988-12-02,5.77755
1988-12-05,5.720628
1988-12-06,5.720628
1988-12-07,5.77755
1988-12-08,5.806011
1988-12-09,5.806011
1988-12-12,5.806011
1988-12-13,5.806011
1988-12-14,5.77755
1988-12-15,5.834472
1988-12-16,5.834472
1988-12-19,5.891394
1988-12-20,5.862933
1988-12-21,5.834472
1988-12-22,5.806011
1988-12-23,5.806011
1988-12-27,5.806011
1988-12-28,5.806011
1988-12-29,5.834472
1988-12-30,5.891394
1989-01-03,5.834472
1989-01-04,5.806011
1989-01-05,5.834472
1989-01-06,5.834472
1989-01-09,5.77755
1989-01-10,5.806011
1989-01-11,5.834472
1989-01-12,5.862933
1989-01-13,5.891394
1989-01-16,5.976776
1989-01-17,5.948315
1989-01-18,5.948315
1989-01-19,6.005237
1989-01-20,6.033698
1989-01-23,5.976776
1989-01-24,5.976776
1989-01-25,5.948315
1989-01-26,5.749089
1989-01-27,5.77755
1989-01-30,5.806011
1989-01-31,5.692168
1989-02-01,5.663707
1989-02-02,5.692168
1989-02-03,5.663707
1989-02-06,5.720628
1989-02-07,5.862933
1989-02-08,5.862933
1989-02-09,5.862933
1989-02-10,5.862933
1989-02-13,5.834472
1989-02-14,5.77755
1989-02-15,5.749089
1989-02-16,5.77755
1989-02-17,5.77755
1989-02-21,5.749089
1989-02-22,5.692168
1989-02-23,5.720628
1989-02-24,5.720628
1989-02-27,5.720628
1989-02-28,5.806011
1989-03-01,5.948315
1989-03-02,6.005237
1989-03-03,6.005237
1989-03-06,6.005237
1989-03-07,6.033698
1989-03-08,5.948315
1989-03-09,6.005237
1989-03-10,5.948315
1989-03-13,5.948315
1989-03-14,5.948315
1989-03-15,6.005237
1989-03-16,5.948315
1989-03-17,5.976776
1989-03-20,5.806011
1989-03-21,5.77755
1989-03-22,5.77755
1989-03-23,5.77755
1989-03-27,5.834472
1989-03-28,5.834472
1989-03-29,5.834472
1989-03-30,5.77755
1989-03-31,5.862933
1989-04-03,5.749089
1989-04-04,5.77755
1989-04-05,5.77755
1989-04-06,5.77755
1989-04-07,5.77755
1989-04-10,5.77755
1989-04-11,5.77755
1989-04-12,5.806011
1989-04-13,5.77755
1989-04-14,5.806011
1989-04-17,5.77755
1989-04-18,5.806011
1989-04-19,5.806011
1989-04-20,5.806011
1989-04-21,5.77755
1989-04-24,5.834472
1989-04-25,5.806011
1989-04-26,5.806011
1989-04-27,5.77755
1989-04-28,5.77755
1989-05-01,5.77755
1989-05-02,5.834472
1989-05-03,5.806011
1989-05-04,5.834472
1989-05-05,5.834472
1989-05-08,5.806011
1989-05-09,5.806011
1989-05-10,5.862933
1989-05-11,5.834472
1989-05-12,6.033698
1989-05-15,6.033698
1989-05-16,6.005237
1989-05-17,6.033698
1989-05-18,6.033698
1989-05-19,6.090619
1989-05-22,6.232924
1989-05-23,6.204463
1989-05-24,6.147541
1989-05-25,6.11908
1989-05-26,6.11908
1989-05-30,6.11908
1989-05-31,6.11908
1989-06-01,6.11908
1989-06-02,6.090619
1989-06-05,6.090619
1989-06-06,6.11908
1989-06-07,6.147541
1989-06-08,6.46061
1989-06-09,6.432149
1989-06-12,6.517532
1989-06-13,6.46061
1989-06-14,6.489071
1989-06-15,6.489071
1989-06-16,6.46061
1989-06-19,6.631375
1989-06-20,6.7167580000000005
1989-06-21,6.659836
1989-06-22,6.80214
1989-06-23,6.773679
1989-06-26,6.80214
1989-06-27,6.887523
1989-06-28,6.830601
1989-06-29,6.773679
1989-06-30,6.773679
1989-07-03,6.80214
1989-07-05,6.887523
1989-07-06,6.859062
1989-07-07,6.915984
1989-07-10,7.001366
1989-07-11,7.058288
1989-07-12,7.001366
1989-07-13,6.887523
1989-07-14,6.887523
1989-07-17,6.887523
1989-07-18,6.830601
1989-07-19,6.859062
1989-07-20,6.830601
1989-07-21,6.80214
1989-07-24,6.859062
1989-07-25,6.80214
1989-07-26,6.80214
1989-07-27,6.830601
1989-07-28,6.773679
1989-07-31,6.773679
1989-08-01,6.859062
1989-08-02,6.859062
1989-08-03,6.887523
1989-08-04,6.859062
1989-08-07,6.887523
1989-08-08,6.887523
1989-08-09,6.944445
1989-08-10,6.944445
1989-08-11,7.029827
1989-08-14,7.029827
1989-08-15,6.972905
1989-08-16,7.001366
1989-08-17,6.915984
1989-08-18,6.887523
1989-08-21,6.915984
1989-08-22,6.915984
1989-08-23,6.972905
1989-08-24,7.029827
1989-08-25,7.11521
1989-08-28,7.11521
1989-08-29,7.11521
1989-08-30,7.11521
1989-08-31,7.2290529999999995
1989-09-01,7.285975
1989-09-05,7.143669999999999
1989-09-06,7.058288
1989-09-07,7.086749
1989-09-08,7.11521
1989-09-11,7.086749
1989-09-12,7.11521
1989-09-13,7.001366
1989-09-14,7.086749
1989-09-15,7.058288
1989-09-18,7.058288
1989-09-19,7.001366
1989-09-20,7.058288
1989-09-21,7.058288
1989-09-22,7.058288
1989-09-25,6.972905
1989-09-26,7.029827
1989-09-27,7.029827
1989-09-28,7.029827
1989-09-29,7.029827
1989-10-02,7.029827
1989-10-03,7.11521
1989-10-04,7.143669999999999
1989-10-05,7.172130999999999
1989-10-06,7.200591999999999
1989-10-09,7.2290529999999995
1989-10-10,7.200591999999999
1989-10-11,7.058288
1989-10-12,7.086749
1989-10-13,6.944445
1989-10-16,7.001366
1989-10-17,7.001366
1989-10-18,6.830601
1989-10-19,6.887523
1989-10-20,7.001366
1989-10-23,6.944445
1989-10-24,7.001366
1989-10-25,6.944445
1989-10-26,6.887523
1989-10-27,6.830601
1989-10-30,6.7167580000000005
