Date,PEAK
2002-07-15,17.827869
2002-07-16,17.987249
2002-07-17,18.292348999999998
2002-07-18,18.465391
2002-07-19,19.125683
2002-07-22,18.333334
2002-07-23,17.609289
2002-07-24,18.21949
2002-07-25,19.184881
2002-07-26,19.125683
2002-07-29,20.018214999999998
2002-07-30,19.977232
2002-07-31,19.949908999999998
2002-08-01,19.831512
2002-08-02,19.735884
2002-08-05,19.376139000000002
2002-08-06,19.13479
2002-08-07,19.421677
2002-08-08,19.535519
2002-08-09,19.430782
2002-08-12,19.49909
2002-08-13,19.125683
2002-08-14,18.784153
2002-08-15,18.816029
2002-08-16,19.353371
2002-08-19,19.121129999999997
2002-08-20,18.852459
2002-08-21,19.102915
2002-08-22,19.066484
2002-08-23,19.025501000000002
2002-08-26,19.193989000000002
2002-08-27,19.075592
2002-08-28,19.512751
2002-08-29,19.339707999999998
2002-08-30,19.581057
2002-09-03,19.362476
2002-09-04,19.376139000000002
2002-09-05,19.357924
2002-09-06,19.444445
2002-09-09,19.398907
2002-09-10,19.371584
2002-09-11,19.376139000000002
2002-09-12,19.398907
2002-09-13,19.367031
2002-09-16,19.248634
2002-09-17,19.080145
2002-09-18,18.897997
2002-09-19,18.706739000000002
2002-09-20,18.943533
2002-09-23,18.806921
2002-09-24,18.583788000000002
2002-09-25,18.802367999999998
2002-09-26,19.148451
2002-09-27,19.239527
2002-09-30,19.398907
2002-10-01,19.398907
2002-10-02,19.576501999999998
2002-10-03,19.603825
2002-10-04,19.262295
2002-10-07,18.866119
2002-10-08,18.7796
2002-10-09,18.292348999999998
2002-10-10,18.237705
2002-10-11,18.4153
2002-10-14,18.237705
2002-10-15,18.870673999999998
2002-10-16,18.884335
2002-10-17,19.093807
2002-10-18,19.353371
2002-10-21,19.307833
2002-10-22,19.385246
2002-10-23,19.398907
2002-10-24,19.80419
2002-10-25,20.086520999999998
2002-10-28,20.040982999999997
2002-10-29,20.091074
2002-10-30,20.209473000000003
2002-10-31,19.672131
2002-11-01,19.776867000000003
2002-11-04,20.268670999999998
2002-11-05,20.423498000000002
2002-11-06,19.85428
2002-11-07,19.581057
2002-11-08,19.408014
2002-11-11,19.248634
2002-11-12,19.303278
2002-11-13,19.139345000000002
2002-11-14,19.262295
2002-11-15,19.285065
2002-11-18,19.248634
2002-11-19,19.285065
2002-11-20,19.162113
2002-11-21,19.335155
2002-11-22,19.444445
2002-11-25,19.467213
2002-11-26,19.581057
2002-11-27,19.808743
2002-11-29,19.849728
2002-12-02,20.100182
2002-12-03,18.283243
2002-12-04,18.214935
2002-12-05,17.663935000000002
2002-12-06,17.381603
2002-12-09,17.386156
2002-12-10,17.112932
2002-12-11,17.076501999999998
2002-12-12,17.545538
2002-12-13,17.764116
2002-12-16,17.650272
2002-12-17,17.431694
2002-12-18,17.413479000000002
2002-12-19,17.071949
2002-12-20,17.076501999999998
2002-12-23,17.386156
2002-12-24,17.404370999999998
2002-12-26,17.231329000000002
2002-12-27,17.349728
2002-12-30,17.372495999999998
2002-12-31,17.440801999999998
2003-01-02,17.34062
2003-01-03,17.714025
2003-01-06,17.905282999999997
2003-01-07,17.668488
2003-01-08,17.563753
2003-01-09,17.490892000000002
2003-01-10,17.408926
2003-01-13,17.531876
2003-01-14,17.522768
2003-01-15,17.472676999999997
2003-01-16,17.235884
2003-01-17,17.117487
2003-01-21,17.099272
2003-01-22,16.844263
2003-01-23,16.826048
2003-01-24,16.757742
2003-01-27,16.142985999999997
2003-01-28,15.9153
2003-01-29,16.347906
2003-01-30,16.507285999999997
2003-01-31,16.775957000000002
2003-02-03,16.926229
2003-02-04,16.357014000000003
2003-02-05,16.484517999999998
2003-02-06,16.438979999999997
2003-02-07,16.234061999999998
2003-02-10,16.416211999999998
2003-02-11,16.215847
2003-02-12,16.033697
2003-02-13,15.983606
2003-02-14,15.687613
2003-02-18,15.869763
2003-02-19,16.070127
2003-02-20,15.846994
2003-02-21,15.933516000000001
2003-02-24,16.074679999999997
2003-02-25,16.229507
2003-02-26,16.120217999999998
2003-02-27,16.234061999999998
2003-02-28,16.09745
2003-03-03,16.09745
2003-03-04,15.846994
2003-03-05,16.029144
2003-03-06,15.846994
2003-03-07,15.733151000000001
2003-03-10,15.528234
2003-03-11,15.496357000000001
2003-03-12,15.336976000000002
2003-03-13,15.428051000000002
2003-03-14,15.510017999999999
2003-03-17,15.801457000000001
2003-03-18,15.724044000000001
2003-03-19,15.655738000000001
2003-03-20,15.596539000000002
2003-03-21,15.619307999999998
2003-03-24,15.346084
2003-03-25,15.459928
2003-03-26,15.733151000000001
2003-03-27,15.482695999999999
2003-03-28,15.255009
2003-03-31,15.186703
2003-04-01,15.314207999999999
2003-04-02,15.41439
2003-04-03,15.405282000000001
2003-04-04,15.368853
2003-04-07,15.432604999999999
2003-04-08,15.259561999999999
2003-04-09,15.437159
2003-04-10,15.396173999999998
2003-04-11,15.573770999999999
2003-04-14,15.778688
2003-04-15,16.138433
2003-04-16,16.256829999999997
2003-04-17,16.393442
2003-04-21,16.730419
2003-04-22,16.59836
2003-04-23,17.222220999999998
2003-04-24,17.058289000000002
2003-04-25,16.894354
2003-04-28,16.985428
2003-04-29,17.076501999999998
2003-04-30,16.948997
2003-05-01,16.848816
2003-05-02,17.12204
2003-05-05,17.418034
2003-05-06,17.53643
2003-05-07,17.431694
2003-05-08,17.395264
2003-05-09,17.531876
2003-05-12,17.604736
2003-05-13,17.509107999999998
2003-05-14,17.531876
2003-05-15,17.604736
2003-05-16,17.805099
2003-05-19,17.750456
2003-05-20,17.741348000000002
2003-05-21,17.978142000000002
2003-05-22,18.306010999999998
2003-05-23,18.237705
2003-05-27,18.164845
2003-05-28,18.019125
2003-05-29,17.326957999999998
2003-05-30,17.855192000000002
2003-06-02,18.055555
2003-06-03,18.155737
2003-06-04,18.465391
2003-06-05,18.520037
2003-06-06,18.697632000000002
2003-06-09,18.652094
2003-06-10,18.966303
2003-06-11,19.289618
2003-06-12,19.285065
2003-06-13,19.011839000000002
2003-06-16,19.203096
2003-06-17,18.998178
2003-06-18,18.943533
2003-06-19,19.011839000000002
2003-06-20,18.989071
2003-06-23,18.624773
2003-06-24,18.920765
2003-06-25,18.907104
2003-06-26,19.102915
2003-06-27,19.093807
2003-06-30,19.285065
2003-07-01,19.303278
2003-07-02,19.581057
2003-07-03,19.808743
2003-07-07,20.0
2003-07-08,19.776867000000003
2003-07-09,19.85428
2003-07-10,19.740437
2003-07-11,19.899818
2003-07-14,20.0
2003-07-15,19.899818
2003-07-16,20.282331
2003-07-17,19.922586
2003-07-18,20.127504000000002
2003-07-21,19.990892000000002
2003-07-22,19.808743
2003-07-23,20.027323000000003
2003-07-24,19.785975
2003-07-25,19.85428
2003-07-28,19.867941000000002
2003-07-29,20.104736
2003-07-30,20.582878
2003-07-31,19.959017000000003
2003-08-01,19.672131
2003-08-04,19.421677
2003-08-05,19.367031
2003-08-06,19.307833
2003-08-07,19.430782
2003-08-08,19.230419
2003-08-11,18.979963
2003-08-12,19.080145
2003-08-13,19.011839000000002
2003-08-14,19.24408
2003-08-15,19.307833
2003-08-18,19.239527
2003-08-19,19.171221
2003-08-20,19.020947
2003-08-21,19.330601
2003-08-22,19.143898
2003-08-25,19.116575
2003-08-26,19.0847
2003-08-27,19.239527
2003-08-28,19.048269
2003-08-29,19.148451
2003-09-02,19.585608999999998
2003-09-03,19.922586
2003-09-04,20.009107999999998
2003-09-05,19.826957999999998
2003-09-08,19.877048000000002
2003-09-09,19.758651999999998
2003-09-10,19.412569
2003-09-11,19.521857999999998
2003-09-12,19.708561
2003-09-15,20.095629000000002
2003-09-16,20.004553
2003-09-17,19.899818
2003-09-18,20.136612
2003-09-19,20.450819
2003-09-22,20.478142000000002
2003-09-23,20.664845
2003-09-24,20.400728
2003-09-25,20.664845
2003-09-26,20.546448
2003-09-29,20.765028
2003-09-30,21.265938000000002
2003-10-01,21.261385
2003-10-02,21.40255
2003-10-03,21.643898
2003-10-06,21.880692
2003-10-07,21.775957000000002
2003-10-08,21.721312
2003-10-09,21.857924
2003-10-10,21.857924
2003-10-13,21.81694
2003-10-14,21.844263
2003-10-15,21.757742
2003-10-16,21.757742
2003-10-17,21.675774
2003-10-20,21.698544000000002
2003-10-21,21.753187
2003-10-22,21.698544000000002
2003-10-23,21.561932000000002
2003-10-24,21.357014000000003
2003-10-27,21.507285999999997
2003-10-28,21.76685
2003-10-29,21.867031
2003-10-30,21.935337
2003-10-31,21.234061999999998
2003-11-03,21.229507
2003-11-04,21.40255
2003-11-05,21.256829999999997
2003-11-06,21.061020000000003
2003-11-07,21.188523999999997
2003-11-10,21.129326000000002
2003-11-11,21.206739000000002
2003-11-12,21.561932000000002
2003-11-13,21.379782000000002
2003-11-14,21.434425
2003-11-17,21.311476000000003
2003-11-18,21.142985999999997
2003-11-19,21.061020000000003
2003-11-20,20.673952
2003-11-21,20.505465
2003-11-24,20.71949
2003-11-25,20.969946
2003-11-26,21.243170000000003
2003-11-28,21.329691
2003-12-01,21.698544000000002
2003-12-02,21.716757
2003-12-03,21.311476000000003
2003-12-04,21.5847
2003-12-05,21.935337
2003-12-08,22.108379
2003-12-09,22.427141
2003-12-10,22.163023000000003
2003-12-11,22.267758999999998
2003-12-12,22.267758999999998
2003-12-15,22.313297
2003-12-16,22.495447
2003-12-17,22.495447
2003-12-18,22.495447
2003-12-19,22.46357
2003-12-22,22.846085000000002
2003-12-23,22.759563
2003-12-24,22.814207
2003-12-26,22.978142000000002
2003-12-29,23.237705
2003-12-30,23.342442000000002
2003-12-31,23.132969
2004-01-02,23.041895
2004-01-05,23.178507
2004-01-06,23.533697
2004-01-07,23.433516
2004-01-08,23.360654999999998
2004-01-09,23.679417
2004-01-12,23.816029
2004-01-13,24.089252
2004-01-14,24.180328
2004-01-15,23.979963
2004-01-16,23.679417
2004-01-20,23.561020000000003
2004-01-21,23.979963
2004-01-22,24.722220999999998
2004-01-23,24.385246
2004-01-26,24.795082
2004-01-27,25.478142000000002
2004-01-28,25.450819
2004-01-29,25.273224
2004-01-30,25.605646
2004-02-02,25.71949
2004-02-03,25.50091
2004-02-04,24.931694
2004-02-05,25.15938
2004-02-06,25.910748
2004-02-09,25.655737
2004-02-10,25.68306
2004-02-11,25.842442000000002
2004-02-12,25.591986
2004-02-13,25.582878
2004-02-17,25.510017
2004-02-18,25.15938
2004-02-19,25.15938
2004-02-20,25.18215
2004-02-23,25.273224
2004-02-24,25.418943
2004-02-25,25.796904
2004-02-26,25.519125
2004-02-27,25.355192000000002
2004-03-01,25.819672
2004-03-02,26.174864000000003
2004-03-03,26.493626000000003
2004-03-04,26.357014000000003
2004-03-05,26.229507
2004-03-08,26.183971
2004-03-09,26.138433
2004-03-10,25.692167
2004-03-11,24.972676999999997
2004-03-12,25.464481
2004-03-15,25.063753
2004-03-16,25.081966
2004-03-17,25.382513
2004-03-18,25.619308
2004-03-19,25.582878
2004-03-22,25.856102
2004-03-23,26.092896
2004-03-24,25.610201
2004-03-25,25.68306
2004-03-26,25.528233
2004-03-29,26.120217999999998
2004-03-30,25.956284
2004-03-31,25.774136
2004-04-01,26.047359
2004-04-02,25.637524
2004-04-05,23.761385
2004-04-06,22.404370999999998
2004-04-07,23.324226
2004-04-08,22.87796
2004-04-12,21.821493
2004-04-13,21.311476000000003
2004-04-14,21.40255
2004-04-15,22.12204
2004-04-16,22.613844
2004-04-19,22.723132999999997
2004-04-20,21.575592
2004-04-21,21.238615
2004-04-22,21.876139000000002
2004-04-23,21.630238000000002
2004-04-26,21.848816
2004-04-27,21.830601
2004-04-28,21.812386
2004-04-29,21.5847
2004-04-30,21.76685
2004-05-03,21.894354
2004-05-04,21.739527
2004-05-05,21.484517999999998
2004-05-06,21.111110999999998
2004-05-07,20.163935000000002
2004-05-10,19.744991
2004-05-11,20.081966
2004-05-12,19.954462
2004-05-13,19.85428
2004-05-14,20.03643
2004-05-17,20.045538
2004-05-18,20.418943
2004-05-19,20.03643
2004-05-20,20.564663
2004-05-21,20.282331
2004-05-24,20.491804000000002
2004-05-25,21.083788000000002
2004-05-26,21.384335
2004-05-27,21.539162
2004-05-28,21.885246
2004-06-01,21.375227
2004-06-02,21.721312
2004-06-03,21.575592
2004-06-04,21.429873
2004-06-07,21.79417
2004-06-08,21.693989000000002
2004-06-09,21.566484
2004-06-10,21.593807
2004-06-14,21.147541
2004-06-15,21.366119
2004-06-16,21.712204
2004-06-17,21.730419
2004-06-18,21.921677
2004-06-21,22.213116
2004-06-22,21.903461
2004-06-23,22.204007999999998
2004-06-24,22.131147
2004-06-25,22.131147
2004-06-28,22.112932
2004-06-29,21.693989000000002
2004-06-30,21.894354
2004-07-01,22.021857999999998
2004-07-02,22.741348000000002
2004-07-06,22.622951999999998
2004-07-07,23.142076
2004-07-08,22.759563
2004-07-09,22.814207
2004-07-12,23.041895
2004-07-13,22.632058999999998
2004-07-14,23.041895
2004-07-15,23.269581
2004-07-16,23.442623
2004-07-19,23.497269
2004-07-20,23.497269
2004-07-21,23.269581
2004-07-22,22.677595
2004-07-23,22.540982999999997
2004-07-26,22.331512
2004-07-27,22.51366
2004-07-28,22.604736
2004-07-29,22.495447
2004-07-30,22.732241000000002
2004-08-02,22.577414
2004-08-03,22.322405
2004-08-04,22.258651999999998
2004-08-05,21.757742
2004-08-06,21.839707999999998
2004-08-09,21.903461
2004-08-10,22.140255
2004-08-11,22.313297
2004-08-12,22.067396
2004-08-13,22.131147
2004-08-16,22.495447
2004-08-17,22.914391000000002
2004-08-18,23.041895
2004-08-19,22.267758999999998
2004-08-20,22.932604
2004-08-23,22.786884
2004-08-24,23.260473
2004-08-25,22.896175
2004-08-26,23.132969
2004-08-27,22.941710999999998
2004-08-30,22.996357
2004-08-31,23.087431
2004-09-01,22.987249
2004-09-02,23.214935
2004-09-03,23.360654999999998
2004-09-07,23.615665
2004-09-08,23.451731
2004-09-09,23.315119
2004-09-10,23.369761999999998
2004-09-13,22.959927
2004-09-14,22.723132999999997
2004-09-15,23.105646
2004-09-16,23.652094
2004-09-17,23.378870000000003
2004-09-20,23.069218
2004-09-21,23.324226
2004-09-22,23.269581
2004-09-23,23.196722
2004-09-24,23.242258
2004-09-27,23.333334
2004-09-28,23.588343
2004-09-29,23.661201000000002
2004-09-30,23.679417
2004-10-01,23.952641
2004-10-04,24.025501000000002
2004-10-05,24.262295
2004-10-06,24.335155
2004-10-07,23.934425
2004-10-08,24.262295
2004-10-11,24.180328
2004-10-12,24.471767
2004-10-13,24.453552
2004-10-14,24.972676999999997
2004-10-15,25.045538
2004-10-18,25.318762
2004-10-19,25.091074
2004-10-20,24.772314
2004-10-21,25.364298
2004-10-22,25.309654000000002
2004-10-25,25.100182
2004-10-26,26.275045000000002
2004-10-27,26.083788000000002
2004-10-28,25.774136
2004-10-29,25.346085000000002
2004-11-01,25.546448
2004-11-02,25.255009
2004-11-03,25.710382
2004-11-04,25.391621
2004-11-05,24.553734
2004-11-08,24.471767
2004-11-09,24.262295
2004-11-10,24.408014
2004-11-11,24.571949
2004-11-12,25.127504000000002
2004-11-15,25.473589
2004-11-16,25.391621
2004-11-17,24.672131
2004-11-18,24.49909
2004-11-19,23.843351000000002
2004-11-22,24.326048
2004-11-23,24.426229
2004-11-24,24.672131
2004-11-26,24.49909
2004-11-29,24.49909
2004-11-30,24.435337
2004-12-01,24.899818
2004-12-02,24.772314
2004-12-03,25.245901
2004-12-06,25.191257
2004-12-07,24.699453
2004-12-08,25.118397
2004-12-09,25.209473000000003
2004-12-10,25.14572
2004-12-13,25.0
2004-12-14,25.091074
2004-12-15,25.14572
2004-12-16,24.781422
2004-12-17,25.14572
2004-12-20,25.218578
2004-12-21,25.601093
2004-12-22,25.783243
2004-12-23,25.418943
2004-12-27,25.391621
2004-12-28,25.364298
2004-12-29,25.346085000000002
2004-12-30,25.336976999999997
2004-12-31,25.218578
2005-01-03,25.0
2005-01-04,24.653914999999998
2005-01-05,23.816029
2005-01-06,24.007285999999997
2005-01-07,23.843351000000002
2005-01-10,23.688523999999997
2005-01-11,23.20583
2005-01-12,23.032787
2005-01-13,23.315119
2005-01-14,23.579235
2005-01-18,23.879782000000002
2005-01-19,23.925320000000003
2005-01-20,23.816029
2005-01-21,24.016394000000002
2005-01-24,23.852459
2005-01-25,23.497269
2005-01-26,23.52459
2005-01-27,23.369761999999998
2005-01-28,23.242258
2005-01-31,23.642985999999997
2005-02-01,23.770493
2005-02-02,24.307833
2005-02-03,23.679417
2005-02-04,23.861567
2005-02-07,23.679417
2005-02-08,23.879782000000002
2005-02-09,23.861567
2005-02-10,23.897997
2005-02-11,23.907104
2005-02-14,23.925320000000003
2005-02-15,23.797813
2005-02-16,23.679417
2005-02-17,23.479053
2005-02-18,23.069218
2005-02-22,22.504553
2005-02-23,22.559198000000002
2005-02-24,22.349728
2005-02-25,22.859745
2005-02-28,22.950819
2005-03-01,23.142076
2005-03-02,22.704918
2005-03-03,22.859745
2005-03-04,23.23315
2005-03-07,23.360654999999998
2005-03-08,22.987249
2005-03-09,22.076501999999998
2005-03-10,22.540982999999997
2005-03-11,22.030966
2005-03-14,22.69581
2005-03-15,22.249544
2005-03-16,21.93989
2005-03-17,22.285975
2005-03-18,22.003643
2005-03-21,21.97632
2005-03-22,21.548269
2005-03-23,21.420765
2005-03-24,21.357014000000003
2005-03-28,21.5847
2005-03-29,21.539162
2005-03-30,21.703096
2005-03-31,21.375227
2005-04-01,21.693989000000002
2005-04-04,21.357014000000003
2005-04-05,21.40255
2005-04-06,21.357014000000003
2005-04-07,21.666666
2005-04-08,21.675774
2005-04-11,21.79417
2005-04-12,22.030966
2005-04-13,22.003643
2005-04-14,21.967213
2005-04-15,21.93989
2005-04-18,21.994535
2005-04-19,22.249544
2005-04-20,22.149363
2005-04-21,22.12204
2005-04-22,22.440801999999998
2005-04-25,22.768670999999998
2005-04-26,22.832422
2005-04-27,22.987249
2005-04-28,22.996357
2005-04-29,23.351549
2005-05-02,23.351549
2005-05-03,22.723132999999997
2005-05-04,22.850637
2005-05-05,23.096539
2005-05-06,22.859745
2005-05-09,23.260473
2005-05-10,23.424408
2005-05-11,23.788706
2005-05-12,23.606558
2005-05-13,23.588343
2005-05-16,23.907104
2005-05-17,23.916211999999998
2005-05-18,24.535519
2005-05-19,24.480875
2005-05-20,24.735884
2005-05-23,24.626595000000002
2005-05-24,24.380692
2005-05-25,23.943533
2005-05-26,24.043716
2005-05-27,24.371584
2005-05-31,24.763206
2005-06-01,25.892532
2005-06-02,24.872495999999998
2005-06-03,24.681238
2005-06-06,24.544626
2005-06-07,24.681238
2005-06-08,24.726776
2005-06-09,24.681238
2005-06-10,24.590164
2005-06-13,24.863388
2005-06-14,25.0
2005-06-15,24.96357
2005-06-16,24.872495999999998
2005-06-17,25.318762
2005-06-20,24.954462
2005-06-21,24.81785
2005-06-22,24.826957999999998
2005-06-23,24.590164
2005-06-24,24.24408
2005-06-27,24.225864
2005-06-28,24.307833
2005-06-29,24.535519
2005-06-30,24.626595000000002
2005-07-01,24.799635000000002
2005-07-05,25.091074
2005-07-06,24.790526999999997
2005-07-07,25.091074
2005-07-08,25.355192000000002
2005-07-11,25.765028
2005-07-12,25.846994
2005-07-13,25.792348999999998
2005-07-14,25.091074
2005-07-15,25.209473000000003
2005-07-18,25.209473000000003
2005-07-19,25.546448
2005-07-20,25.810564000000003
2005-07-21,25.045538
2005-07-22,25.300547
2005-07-25,25.373404999999998
2005-07-26,25.482697
2005-07-27,25.491804000000002
2005-07-28,25.646629
2005-07-29,25.373404999999998
2005-08-01,25.573771
2005-08-02,26.029144
2005-08-03,26.120217999999998
2005-08-04,25.273224
2005-08-05,24.344263
2005-08-08,23.123860999999998
2005-08-09,23.287796
2005-08-10,23.397085
2005-08-11,23.542804999999998
2005-08-12,23.624773
2005-08-15,23.834244
2005-08-16,23.925320000000003
2005-08-17,23.734061999999998
2005-08-18,23.907104
2005-08-19,23.4153
2005-08-22,23.615665
2005-08-23,23.752277
2005-08-24,24.071039000000003
2005-08-25,24.31694
2005-08-26,23.879782000000002
2005-08-29,23.979963
2005-08-30,24.061932000000002
2005-08-31,24.744991
2005-09-01,25.018214999999998
2005-09-02,24.863388
2005-09-06,25.318762
2005-09-07,24.96357
2005-09-08,25.081966
2005-09-09,24.863388
2005-09-12,25.045538
2005-09-13,24.863388
2005-09-14,25.0
2005-09-15,25.018214999999998
2005-09-16,24.927141
2005-09-19,24.489983
2005-09-20,24.471767
2005-09-21,23.934425
2005-09-22,24.307833
2005-09-23,24.234972
2005-09-26,24.234972
2005-09-27,24.007285999999997
2005-09-28,23.843351000000002
2005-09-29,24.262295
2005-09-30,24.581057
2005-10-03,24.590164
2005-10-04,24.189435999999997
2005-10-05,24.043716
2005-10-06,23.888889000000002
2005-10-07,23.925320000000003
2005-10-10,23.20583
2005-10-11,22.868853
2005-10-12,22.540982999999997
2005-10-13,22.258651999999998
2005-10-14,23.02368
2005-10-17,22.987249
2005-10-18,22.759563
2005-10-19,23.187614
2005-10-20,22.905282999999997
2005-10-21,23.278688
2005-10-24,23.451731
2005-10-25,23.369761999999998
2005-10-26,23.123860999999998
2005-10-27,22.550091000000002
2005-10-28,23.132969
2005-10-31,23.178507
2005-11-01,22.87796
2005-11-02,23.488160999999998
2005-11-03,22.959927
2005-11-04,22.969034
2005-11-07,23.52459
2005-11-08,23.406193
2005-11-09,23.570127
2005-11-10,24.034609
2005-11-11,24.344263
2005-11-14,24.09836
2005-11-15,24.043716
2005-11-16,23.834244
2005-11-17,23.925320000000003
2005-11-18,23.989071
2005-11-21,24.24408
2005-11-22,24.307833
2005-11-23,24.453552
2005-11-25,24.553734
2005-11-28,24.362476
2005-11-29,24.262295
2005-11-30,23.925320000000003
2005-12-01,24.143898
2005-12-02,24.13479
2005-12-05,24.107468
2005-12-06,23.925320000000003
2005-12-07,23.888889000000002
2005-12-08,24.09836
2005-12-09,23.925320000000003
2005-12-12,24.09836
2005-12-13,24.189435999999997
2005-12-14,24.335155
2005-12-15,24.043716
2005-12-16,24.13479
2005-12-19,23.961748
2005-12-20,23.652094
2005-12-21,23.806921
2005-12-22,23.816029
2005-12-23,23.788706
2005-12-27,23.642985999999997
2005-12-28,23.670309
2005-12-29,23.52459
2005-12-30,23.278688
2006-01-03,23.579235
2006-01-04,23.770493
2006-01-05,24.016394000000002
2006-01-06,24.590164
2006-01-09,24.945354000000002
2006-01-10,25.009107999999998
2006-01-11,25.118397
2006-01-12,25.081966
2006-01-13,24.508195999999998
2006-01-17,24.608379
2006-01-18,24.590164
2006-01-19,25.127504000000002
2006-01-20,24.508195999999998
2006-01-23,24.708561
2006-01-24,25.081966
2006-01-25,25.03643
2006-01-26,25.0
2006-01-27,25.400728
2006-01-30,25.446266
2006-01-31,25.273224
2006-02-01,24.972676999999997
2006-02-02,24.936247
2006-02-03,24.690345999999998
2006-02-06,24.763206
2006-02-07,24.681238
2006-02-08,24.617487
2006-02-09,24.271402
2006-02-10,24.24408
2006-02-13,24.380692
2006-02-14,24.717669
2006-02-15,24.872495999999998
2006-02-16,24.927141
2006-02-17,25.291439
2006-02-21,25.209473000000003
2006-02-22,25.619308
2006-02-23,25.245901
2006-02-24,25.063753
2006-02-27,25.072859
2006-02-28,25.018214999999998
2006-03-01,25.18215
2006-03-02,25.045538
2006-03-03,24.744991
2006-03-06,25.236794
2006-03-07,24.908926
2006-03-08,24.908926
2006-03-09,25.409836
2006-03-10,25.673952
2006-03-13,25.519125
2006-03-14,25.637524
2006-03-15,25.90164
2006-03-16,25.965391
2006-03-17,26.238615000000003
2006-03-20,26.102003
2006-03-21,25.601093
2006-03-22,25.637524
2006-03-23,25.655737
2006-03-24,25.50091
2006-03-27,25.491804000000002
2006-03-28,25.591986
2006-03-29,25.928960999999997
2006-03-30,25.382513
2006-03-31,25.86521
2006-04-03,25.336976999999997
2006-04-04,25.200364999999998
2006-04-05,25.336976999999997
2006-04-06,25.273224
2006-04-07,25.027323000000003
2006-04-10,24.790526999999997
2006-04-11,24.608379
2006-04-12,24.881603
2006-04-13,24.46266
2006-04-17,24.453552
2006-04-18,25.018214999999998
2006-04-19,25.273224
2006-04-20,25.273224
2006-04-21,25.218578
2006-04-24,25.081966
2006-04-25,24.808743
2006-04-26,24.590164
2006-04-27,24.890711
2006-04-28,24.972676999999997
2006-05-01,24.453552
2006-05-02,23.834244
2006-05-03,23.816029
2006-05-04,23.734061999999998
2006-05-05,24.180328
2006-05-08,24.781422
2006-05-09,24.553734
2006-05-10,24.307833
2006-05-11,23.679417
2006-05-12,23.269581
2006-05-15,23.606558
2006-05-16,23.506373999999997
2006-05-17,23.105646
2006-05-18,23.451731
2006-05-19,23.497269
2006-05-22,23.588343
2006-05-23,23.306010999999998
2006-05-24,23.269581
2006-05-25,23.797813
2006-05-26,23.943533
2006-05-30,23.724954999999998
2006-05-31,23.816029
2006-06-01,23.952641
2006-06-02,24.13479
2006-06-05,24.31694
2006-06-06,23.788706
2006-06-07,23.970856
2006-06-08,24.025501000000002
2006-06-09,24.080145
2006-06-12,23.907104
2006-06-13,23.724954999999998
2006-06-14,23.515482000000002
2006-06-15,23.679417
2006-06-16,23.770493
2006-06-19,23.433516
2006-06-20,23.433516
2006-06-21,23.852459
2006-06-22,23.588343
2006-06-23,23.406193
2006-06-26,23.797813
2006-06-27,23.460838
2006-06-28,23.688523999999997
2006-06-29,24.298725
2006-06-30,24.353371
2006-07-03,24.681238
2006-07-05,24.590164
2006-07-06,24.31694
2006-07-07,24.298725
2006-07-10,24.726776
2006-07-11,24.398907
2006-07-12,24.49909
2006-07-13,24.271402
2006-07-14,24.043716
2006-07-17,24.125683
2006-07-18,24.198544000000002
2006-07-19,24.908926
2006-07-20,24.489983
2006-07-21,24.216757
2006-07-24,24.726776
2006-07-25,24.772314
2006-07-26,24.726776
2006-07-27,24.726776
2006-07-28,24.972676999999997
2006-07-31,24.972676999999997
2006-08-01,24.681238
2006-08-02,24.690345999999998
2006-08-03,24.471767
2006-08-04,25.118397
2006-08-07,25.409836
2006-08-08,25.227686
2006-08-09,25.364298
2006-08-10,25.591986
2006-08-11,25.50091
2006-08-14,25.801455999999998
2006-08-15,26.029144
2006-08-16,26.165756
2006-08-17,26.202187
2006-08-18,25.837887
2006-08-21,26.183971
2006-08-22,26.320583000000003
2006-08-23,26.138433
2006-08-24,26.293260999999998
2006-08-25,26.156648999999998
2006-08-28,26.657558
2006-08-29,27.040073
2006-08-30,27.204008
2006-08-31,27.404371
2006-09-01,27.222221
2006-09-05,27.595629
2006-09-06,27.413479
2006-09-07,27.331512
2006-09-08,27.568306
2006-09-11,27.550091
2006-09-12,27.768671
2006-09-13,27.686703
2006-09-14,27.641167
2006-09-15,27.786884000000004
2006-09-18,27.714025
2006-09-19,27.932603999999998
2006-09-20,27.577414
2006-09-21,27.231329
2006-09-22,27.586521
2006-09-25,27.641167
2006-09-26,27.777779
2006-09-27,28.169399
2006-09-28,28.151184000000004
2006-09-29,28.278688
2006-10-02,28.242258000000003
2006-10-03,28.269581
2006-10-04,28.606558000000003
2006-10-05,29.071039000000003
2006-10-06,28.816028999999997
2006-10-09,29.735884000000002
2006-10-10,29.398907
2006-10-11,29.408014
2006-10-12,29.635702000000002
2006-10-13,29.626595000000002
2006-10-16,29.808743
2006-10-17,29.635702000000002
2006-10-18,29.708561
2006-10-19,28.916211999999998
2006-10-20,28.734061999999998
2006-10-23,28.861566999999997
2006-10-24,28.734061999999998
2006-10-25,28.697632000000002
2006-10-26,28.907103999999997
2006-10-27,28.679416999999997
2006-10-30,28.397084999999997
2006-10-31,28.59745
2006-11-01,27.923498
2006-11-02,27.859745
2006-11-03,27.650271999999998
2006-11-06,27.413479
2006-11-07,29.052823999999998
2006-11-08,29.052823999999998
2006-11-09,29.371584000000002
