Date,CNC
2002-10-17,2.423333
2002-10-18,2.3833330000000004
2002-10-21,2.3875
2002-10-22,2.3658330000000003
2002-10-23,2.479167
2002-10-24,2.495
2002-10-25,2.4875
2002-10-28,2.45
2002-10-29,2.440833
2002-10-30,2.6375
2002-10-31,2.5358330000000002
2002-11-01,2.475
2002-11-04,2.483333
2002-11-05,2.52
2002-11-06,2.5083330000000004
2002-11-07,2.485
2002-11-08,2.480833
2002-11-11,2.416667
2002-11-12,2.416667
2002-11-13,2.480833
2002-11-14,2.576667
2002-11-15,2.72
2002-11-18,2.7791669999999997
2002-11-19,2.7175
2002-11-20,2.8225
2002-11-21,2.708333
2002-11-22,2.7075
2002-11-25,2.504167
2002-11-26,2.416667
2002-11-27,2.520833
2002-11-29,2.329167
2002-12-02,2.475833
2002-12-03,2.5308330000000003
2002-12-04,2.56
2002-12-05,2.5
2002-12-06,2.516667
2002-12-09,2.5475
2002-12-10,2.6225
2002-12-11,2.688333
2002-12-12,2.7216669999999996
2002-12-13,2.711667
2002-12-16,2.7925
2002-12-17,2.753333
2002-12-18,2.7783330000000004
2002-12-19,2.670833
2002-12-20,2.6758330000000004
2002-12-23,2.775833
2002-12-24,2.8833330000000004
2002-12-26,2.845
2002-12-27,2.878333
2002-12-30,2.8841669999999997
2002-12-31,2.7991669999999997
2003-01-02,2.875
2003-01-03,2.860833
2003-01-06,2.7225
2003-01-07,2.7275
2003-01-08,2.7008330000000003
2003-01-09,2.6791669999999996
2003-01-10,2.560833
2003-01-13,2.4641669999999998
2003-01-14,2.3466669999999996
2003-01-15,2.1808330000000002
2003-01-16,2.245833
2003-01-17,2.333333
2003-01-21,2.316667
2003-01-22,2.308333
2003-01-23,2.334167
2003-01-24,2.2191669999999997
2003-01-27,2.1741669999999997
2003-01-28,2.24
2003-01-29,2.2416669999999996
2003-01-30,2.32
2003-01-31,2.35
2003-02-03,2.1558330000000003
2003-02-04,2.019167
2003-02-05,2.0708330000000004
2003-02-06,2.12
2003-02-07,2.025
2003-02-10,2.0975
2003-02-11,2.1675
2003-02-12,2.079167
2003-02-13,2.056667
2003-02-14,2.045833
2003-02-18,2.0733330000000003
2003-02-19,1.9833330000000002
2003-02-20,1.97
2003-02-21,1.985
2003-02-24,1.985
2003-02-25,2.061667
2003-02-26,2.040833
2003-02-27,2.025833
2003-02-28,2.125
2003-03-03,2.106667
2003-03-04,2.0925
2003-03-05,2.105
2003-03-06,2.168333
2003-03-07,2.141667
2003-03-10,2.166667
2003-03-11,2.166667
2003-03-12,2.164167
2003-03-13,2.1533330000000004
2003-03-14,2.0975
2003-03-17,2.175
2003-03-18,2.2175
2003-03-19,2.208333
2003-03-20,2.1783330000000003
2003-03-21,2.248333
2003-03-24,2.3075
2003-03-25,2.3833330000000004
2003-03-26,2.3775
2003-03-27,2.416667
2003-03-28,2.4666669999999997
2003-03-31,2.434167
2003-04-01,2.5
2003-04-02,2.478333
2003-04-03,2.49
2003-04-04,2.4491669999999996
2003-04-07,2.4666669999999997
2003-04-08,2.479167
2003-04-09,2.46
2003-04-10,2.45
2003-04-11,2.425
2003-04-14,2.4258330000000004
2003-04-15,2.4883330000000004
2003-04-16,2.3666669999999996
2003-04-17,2.414167
2003-04-21,2.3475
2003-04-22,2.4916669999999996
2003-04-23,2.5
2003-04-24,2.495833
2003-04-25,2.496667
2003-04-28,2.5341669999999996
2003-04-29,2.61
2003-04-30,2.669167
2003-05-01,2.6141669999999997
2003-05-02,2.7183330000000003
2003-05-05,2.709167
2003-05-06,2.833333
2003-05-07,2.815
2003-05-08,2.788333
2003-05-09,2.851667
2003-05-12,2.830833
2003-05-13,2.8241669999999996
2003-05-14,2.8175
2003-05-15,2.8033330000000003
2003-05-16,2.745833
2003-05-19,2.620833
2003-05-20,2.655
2003-05-21,2.6
2003-05-22,2.645833
2003-05-23,2.630833
2003-05-27,2.600833
2003-05-28,2.6316669999999998
2003-05-29,2.7833330000000003
2003-05-30,2.753333
2003-06-02,2.850833
2003-06-03,3.0083330000000004
2003-06-04,3.0541669999999996
2003-06-05,3.1358330000000003
2003-06-06,3.1133330000000004
2003-06-09,2.9375
2003-06-10,2.9375
2003-06-11,2.95
2003-06-12,3.135
2003-06-13,3.17
2003-06-16,3.290833
2003-06-17,3.255
2003-06-18,3.2583330000000004
2003-06-19,3.2191669999999997
2003-06-20,3.205
2003-06-23,3.166667
2003-06-24,3.15
2003-06-25,3.105
2003-06-26,3.17
2003-06-27,3.161667
2003-06-30,3.210833
2003-07-01,3.27
2003-07-02,3.375833
2003-07-03,3.380833
2003-07-07,3.4875
2003-07-08,3.4925
2003-07-09,3.541667
2003-07-10,3.540833
2003-07-11,3.5708330000000004
2003-07-14,3.58625
2003-07-15,3.575
2003-07-16,3.32625
2003-07-17,3.2175
2003-07-18,3.39125
2003-07-21,3.44625
2003-07-22,3.5125
2003-07-23,3.56875
2003-07-24,3.6275
2003-07-25,3.6025
2003-07-28,3.635
2003-07-29,3.77375
2003-07-30,3.65625
2003-07-31,3.65625
2003-08-01,3.50875
2003-08-04,3.37
2003-08-05,3.255
2003-08-06,3.22
2003-08-07,3.16875
2003-08-08,3.3675
2003-08-11,3.315
2003-08-12,3.28
2003-08-13,3.365
2003-08-14,3.3625
2003-08-15,3.36875
2003-08-18,3.3875
2003-08-19,3.4375
2003-08-20,3.40875
2003-08-21,3.42375
2003-08-22,3.4625
2003-08-25,3.395
2003-08-26,3.405
2003-08-27,3.40625
2003-08-28,3.4325
2003-08-29,3.5
2003-09-02,3.54875
2003-09-03,3.52625
2003-09-04,3.4625
2003-09-05,3.50625
2003-09-08,3.645
2003-09-09,3.6525
2003-09-10,3.66875
2003-09-11,3.68875
2003-09-12,3.6775
2003-09-15,3.71375
2003-09-16,3.78
2003-09-17,3.81875
2003-09-18,3.875
2003-09-19,3.8975
2003-09-22,3.8825
2003-09-23,3.94875
2003-09-24,3.83875
2003-09-25,3.8825
2003-09-26,3.74375
2003-09-29,3.75625
2003-09-30,3.79875
2003-10-01,4.0325
2003-10-02,3.96625
2003-10-03,4.08125
2003-10-06,4.0625
2003-10-07,4.0875
2003-10-08,4.05625
2003-10-09,4.1125
2003-10-10,4.07875
2003-10-13,4.32625
2003-10-14,4.355
2003-10-15,4.26125
2003-10-16,4.3175
2003-10-17,4.37
2003-10-20,4.3125
2003-10-21,4.3125
2003-10-22,4.24375
2003-10-23,4.24625
2003-10-24,4.2375
2003-10-27,4.39375
2003-10-28,4.115
2003-10-29,4.0375
2003-10-30,3.9375
2003-10-31,3.82625
2003-11-03,3.93625
2003-11-04,3.8975
2003-11-05,3.8275
2003-11-06,3.87625
2003-11-07,3.89375
2003-11-10,3.85125
2003-11-11,3.72
2003-11-12,3.68125
2003-11-13,3.76375
2003-11-14,3.6325
2003-11-17,3.59875
2003-11-18,3.57625
2003-11-19,3.6075
2003-11-20,3.49375
2003-11-21,3.53375
2003-11-24,3.61125
2003-11-25,3.81625
2003-11-26,3.85625
2003-11-28,3.8375
2003-12-01,3.9125
2003-12-02,3.9375
2003-12-03,3.9625
2003-12-04,3.99375
2003-12-05,3.86
2003-12-08,3.825
2003-12-09,3.6675
2003-12-10,3.64125
2003-12-11,3.66875
2003-12-12,3.6375
2003-12-15,3.49375
2003-12-16,3.41875
2003-12-17,3.4875
2003-12-18,3.56375
2003-12-19,3.675
2003-12-22,3.57375
2003-12-23,3.48375
2003-12-24,3.5525
2003-12-26,3.56
2003-12-29,3.56125
2003-12-30,3.57625
2003-12-31,3.50125
2004-01-02,3.59625
2004-01-05,3.56375
2004-01-06,3.43875
2004-01-07,3.37375
2004-01-08,3.34375
2004-01-09,3.34125
2004-01-12,3.28625
2004-01-13,3.42
2004-01-14,3.48875
2004-01-15,3.475
2004-01-16,3.565
2004-01-20,3.8125
2004-01-21,3.775
2004-01-22,3.8375
2004-01-23,3.95
2004-01-26,3.99125
2004-01-27,4.0
2004-01-28,3.975
2004-01-29,3.91625
2004-01-30,3.97625
2004-02-02,3.95125
2004-02-03,3.9775
2004-02-04,3.805
2004-02-05,3.75125
2004-02-06,3.875
2004-02-09,3.805
2004-02-10,3.99
2004-02-11,4.02
2004-02-12,3.915
2004-02-13,3.8
2004-02-17,3.83125
2004-02-18,3.81875
2004-02-19,3.78125
2004-02-20,3.7375
2004-02-23,3.625
2004-02-24,3.62625
2004-02-25,3.69
2004-02-26,3.675
2004-02-27,3.7825
2004-03-01,3.90625
2004-03-02,4.0
2004-03-03,4.0375
2004-03-04,4.0175
2004-03-05,4.10625
2004-03-08,4.08875
2004-03-09,4.1125
2004-03-10,3.98125
2004-03-11,3.84875
2004-03-12,3.875
2004-03-15,3.81875
2004-03-16,3.8125
2004-03-17,3.8725
2004-03-18,3.89875
2004-03-19,3.87625
2004-03-22,3.68375
2004-03-23,3.76875
2004-03-24,3.7375
2004-03-25,3.77
2004-03-26,3.78
2004-03-29,3.85625
2004-03-30,3.87125
2004-03-31,3.82375
2004-04-01,4.28125
2004-04-02,4.2375
2004-04-05,4.2375
2004-04-06,4.20625
2004-04-07,4.16375
2004-04-08,4.06625
2004-04-12,4.17625
2004-04-13,4.02625
2004-04-14,4.0575
2004-04-15,3.9925
2004-04-16,4.03125
2004-04-19,4.14875
2004-04-20,3.96875
2004-04-21,4.005
2004-04-22,4.1875
2004-04-23,4.14375
2004-04-26,4.05625
2004-04-27,4.11875
2004-04-28,4.10125
2004-04-29,4.11625
2004-04-30,4.1875
2004-05-03,4.1625
2004-05-04,4.14625
2004-05-05,4.09375
2004-05-06,4.03375
2004-05-07,3.86875
2004-05-10,3.765
2004-05-11,3.75
2004-05-12,3.75
2004-05-13,3.925
2004-05-14,3.89125
2004-05-17,3.875
2004-05-18,3.9625
2004-05-19,3.88
2004-05-20,3.9225
2004-05-21,3.98625
2004-05-24,4.20625
2004-05-25,4.3625
2004-05-26,4.5125
2004-05-27,4.52
2004-05-28,4.50625
2004-06-01,4.6125
2004-06-02,4.5375
2004-06-03,4.53
2004-06-04,4.62
2004-06-07,4.6725
2004-06-08,4.73625
2004-06-09,4.68375
2004-06-10,4.67625
2004-06-14,4.625
2004-06-15,4.69375
2004-06-16,4.75
2004-06-17,4.775
2004-06-18,4.6825
2004-06-21,4.60625
2004-06-22,4.6425
2004-06-23,4.63625
2004-06-24,4.8325
2004-06-25,4.8125
2004-06-28,4.8125
2004-06-29,4.85875
2004-06-30,4.81875
2004-07-01,4.825
2004-07-02,4.95875
2004-07-06,4.8525
2004-07-07,4.85625
2004-07-08,4.60625
2004-07-09,4.64875
2004-07-12,4.70125
2004-07-13,4.6925
2004-07-14,4.79
2004-07-15,4.77625
2004-07-16,4.87625
2004-07-19,4.835
2004-07-20,4.8175
2004-07-21,4.69875
2004-07-22,4.62
2004-07-23,4.525
2004-07-26,4.4625
2004-07-27,4.7425
2004-07-28,4.79625
2004-07-29,4.9125
2004-07-30,4.875
2004-08-02,4.745
2004-08-03,4.75
2004-08-04,4.69125
2004-08-05,4.56375
2004-08-06,4.47625
2004-08-09,4.50125
2004-08-10,4.65375
2004-08-11,4.59875
2004-08-12,4.5
2004-08-13,4.51125
2004-08-16,4.66125
2004-08-17,4.63125
2004-08-18,4.625
2004-08-19,4.6375
2004-08-20,4.6775
2004-08-23,4.6925
2004-08-24,4.69375
2004-08-25,4.67125
2004-08-26,4.6575
2004-08-27,4.71875
2004-08-30,4.7725
2004-08-31,4.9425
2004-09-01,4.9625
2004-09-02,4.955
2004-09-03,4.9325
2004-09-07,4.95625
2004-09-08,4.7375
2004-09-09,5.0
2004-09-10,4.855
2004-09-13,4.9075
2004-09-14,4.92125
2004-09-15,4.8875
2004-09-16,4.95625
2004-09-17,4.90125
2004-09-20,4.875
2004-09-21,4.9875
2004-09-22,4.875
2004-09-23,4.79625
2004-09-24,4.8825
2004-09-27,4.8375
2004-09-28,5.43875
2004-09-29,5.30875
2004-09-30,5.3225
2004-10-01,5.53
2004-10-04,5.56875
2004-10-05,5.5775
2004-10-06,5.6525
2004-10-07,5.62125
2004-10-08,5.67375
2004-10-11,5.59375
2004-10-12,5.54125
2004-10-13,5.475
2004-10-14,5.365
2004-10-15,5.66875
2004-10-18,5.55
2004-10-19,5.35125
2004-10-20,5.48125
2004-10-21,5.5725
2004-10-22,5.57625
2004-10-25,5.75
2004-10-26,5.625
2004-10-27,5.89875
2004-10-28,5.97625
2004-10-29,5.92875
2004-11-01,6.12
2004-11-02,6.06
2004-11-03,6.0825
2004-11-04,6.1125
2004-11-05,6.15
2004-11-08,6.1625
2004-11-09,6.475
2004-11-10,6.3375
2004-11-11,6.5125
2004-11-12,6.62
2004-11-15,6.7975
2004-11-16,6.6
2004-11-17,6.53875
2004-11-18,6.50625
2004-11-19,6.5
2004-11-22,6.67875
2004-11-23,6.71875
2004-11-24,6.66875
2004-11-26,6.6825
2004-11-29,6.65
2004-11-30,6.6875
2004-12-01,6.7775
2004-12-02,6.66875
2004-12-03,6.66
2004-12-06,6.68
2004-12-07,6.5175
2004-12-08,6.6875
2004-12-09,6.775
2004-12-10,7.17
2004-12-13,7.31
2004-12-14,7.30875
2004-12-15,7.3875
2004-12-16,7.33375
2004-12-17,7.25
2004-12-20,7.225
2004-12-21,7.4775
2004-12-22,7.2875
2004-12-23,7.2875
2004-12-27,7.2075
2004-12-28,7.2625
2004-12-29,7.375
2004-12-30,7.33
2004-12-31,7.0875
2005-01-03,7.1675
2005-01-04,7.075
2005-01-05,6.96
2005-01-06,7.0
2005-01-07,7.0775
2005-01-10,7.3775
2005-01-11,7.5
2005-01-12,7.55
2005-01-13,7.8025
2005-01-14,8.1175
2005-01-18,8.1475
2005-01-19,7.72
2005-01-20,7.82
2005-01-21,7.87
2005-01-24,7.61
2005-01-25,7.695
2005-01-26,7.8975
2005-01-27,7.97
2005-01-28,7.925
2005-01-31,8.3875
2005-02-01,8.3425
2005-02-02,8.1625
2005-02-03,8.35
2005-02-04,8.475
2005-02-07,8.3
2005-02-08,8.13
2005-02-09,8.0875
2005-02-10,8.295
2005-02-11,8.5025
2005-02-14,8.6675
2005-02-15,8.6925
2005-02-16,8.715
2005-02-17,8.56
2005-02-18,8.4425
2005-02-22,8.05
2005-02-23,8.1125
2005-02-24,8.22
2005-02-25,8.485
2005-02-28,8.34
2005-03-01,8.53
2005-03-02,8.615
2005-03-03,8.6075
2005-03-04,8.6475
2005-03-07,8.5225
2005-03-08,8.4375
2005-03-09,8.06
2005-03-10,7.85
2005-03-11,7.57
2005-03-14,7.72
2005-03-15,7.6775
2005-03-16,7.5125
2005-03-17,7.4775
2005-03-18,7.4125
2005-03-21,7.37
2005-03-22,7.2
2005-03-23,7.0025
2005-03-24,7.08
2005-03-28,7.255
2005-03-29,7.2025
2005-03-30,7.4875
2005-03-31,7.4975
2005-04-01,7.585
2005-04-04,7.615
2005-04-05,7.75
2005-04-06,7.72
2005-04-07,7.69
2005-04-08,7.565
2005-04-11,7.5375
2005-04-12,7.605
2005-04-13,7.55
2005-04-14,6.725
2005-04-15,6.64
2005-04-18,6.2775
2005-04-19,6.675
2005-04-20,6.6875
2005-04-21,7.0675
2005-04-22,7.0025
2005-04-25,7.2625
2005-04-26,6.7875
2005-04-27,6.905
2005-04-28,6.8575
2005-04-29,6.9625
2005-05-02,7.175
2005-05-03,7.0925
2005-05-04,7.355
2005-05-05,7.295
2005-05-06,7.3825
2005-05-09,7.535
2005-05-10,7.4125
2005-05-11,7.3375
2005-05-12,7.27
2005-05-13,7.145
2005-05-16,7.345
2005-05-17,7.5
2005-05-18,7.745
2005-05-19,7.8375
2005-05-20,7.845
2005-05-23,7.78
2005-05-24,7.975
2005-05-25,7.95
2005-05-26,8.14
2005-05-27,8.145
2005-05-31,8.0375
2005-06-01,8.075
2005-06-02,8.125
2005-06-03,8.165
2005-06-06,8.175
2005-06-07,8.1325
2005-06-08,7.965
2005-06-09,7.995
2005-06-10,7.825
2005-06-13,8.06
2005-06-14,8.2725
2005-06-15,8.4075
2005-06-16,8.375
2005-06-17,8.4975
2005-06-20,8.3375
2005-06-21,8.4675
2005-06-22,8.4425
2005-06-23,8.2575
2005-06-24,8.0375
2005-06-27,8.2175
2005-06-28,8.2775
2005-06-29,8.375
2005-06-30,8.395
2005-07-01,8.325
2005-07-05,8.4275
2005-07-06,8.585
2005-07-07,8.6225
2005-07-08,9.12
2005-07-11,9.2675
2005-07-12,8.9125
2005-07-13,8.875
2005-07-14,8.9025
2005-07-15,8.985
2005-07-18,9.1125
2005-07-19,9.0
2005-07-20,9.345
2005-07-21,7.9
2005-07-22,8.1525
2005-07-25,8.015
2005-07-26,7.5
2005-07-27,6.9975
2005-07-28,7.31
2005-07-29,7.325
2005-08-01,7.375
2005-08-02,7.305
2005-08-03,7.375
2005-08-04,7.5275
2005-08-05,7.5
2005-08-08,7.355
2005-08-09,7.515
2005-08-10,7.3875
2005-08-11,7.4475
2005-08-12,7.3775
2005-08-15,7.5175
2005-08-16,7.4825
2005-08-17,7.47
2005-08-18,7.2875
2005-08-19,7.29
2005-08-22,7.28
2005-08-23,7.2275
2005-08-24,7.3025
2005-08-25,7.3375
2005-08-26,7.25
2005-08-29,7.375
2005-08-30,7.3625
2005-08-31,7.62
2005-09-01,7.725
2005-09-02,7.705
2005-09-06,7.715
2005-09-07,7.7825
2005-09-08,7.625
2005-09-09,7.585
2005-09-12,7.4875
2005-09-13,7.315
2005-09-14,7.455
2005-09-15,7.575
2005-09-16,7.5525
2005-09-19,7.4275
2005-09-20,7.3975
2005-09-21,7.05
2005-09-22,6.9875
2005-09-23,7.08
2005-09-26,7.15
2005-09-27,6.995
2005-09-28,6.875
2005-09-29,6.295
2005-09-30,6.2575
2005-10-03,6.12
2005-10-04,6.0125
2005-10-05,5.735
2005-10-06,5.4725
2005-10-07,5.615
2005-10-10,5.8975
2005-10-11,5.8625
2005-10-12,5.7375
2005-10-13,5.625
2005-10-14,5.98
2005-10-17,5.8925
2005-10-18,5.87
2005-10-19,5.88
2005-10-20,6.075
2005-10-21,6.025
2005-10-24,6.1975
2005-10-25,4.76
2005-10-26,4.8425
2005-10-27,4.5
2005-10-28,4.69
2005-10-31,5.0375
2005-11-01,5.1625
2005-11-02,5.285
2005-11-03,5.105
2005-11-04,5.275
2005-11-07,5.475
2005-11-08,5.3975
2005-11-09,5.47
2005-11-10,5.5825
2005-11-11,5.69
2005-11-14,5.6975
2005-11-15,5.6575
2005-11-16,5.65
2005-11-17,5.7425
2005-11-18,5.725
2005-11-21,5.7975
2005-11-22,5.82
2005-11-23,5.8275
2005-11-25,5.9625
2005-11-28,5.81
2005-11-29,6.03
2005-11-30,6.0025
2005-12-01,6.3
2005-12-02,6.185
2005-12-05,6.125
2005-12-06,6.285
2005-12-07,6.25
2005-12-08,6.2725
2005-12-09,6.3725
2005-12-12,6.35
2005-12-13,6.5075
2005-12-14,6.6
2005-12-15,6.4825
2005-12-16,6.5
2005-12-19,6.37
2005-12-20,6.4175
2005-12-21,6.535
2005-12-22,6.605
2005-12-23,6.6475
2005-12-27,6.4875
2005-12-28,6.5975
2005-12-29,6.6625
2005-12-30,6.5725
2006-01-03,6.6125
2006-01-04,6.5975
2006-01-05,6.6125
2006-01-06,6.61
2006-01-09,6.3525
2006-01-10,6.19
2006-01-11,5.9975
2006-01-12,6.05
2006-01-13,5.865
2006-01-17,5.7125
2006-01-18,5.9825
2006-01-19,6.0025
2006-01-20,5.98
2006-01-23,6.0475
2006-01-24,6.2675
2006-01-25,6.2975
2006-01-26,6.36
2006-01-27,6.4925
2006-01-30,6.445
2006-01-31,6.5725
2006-02-01,6.86
2006-02-02,6.5275
2006-02-03,6.5575
2006-02-06,6.385
2006-02-07,6.5975
2006-02-08,6.7
2006-02-09,6.635
2006-02-10,6.535
2006-02-13,6.435
2006-02-14,6.5425
2006-02-15,6.63
2006-02-16,6.5
2006-02-17,6.6225
2006-02-21,6.7775
2006-02-22,6.895
2006-02-23,6.91
2006-02-24,6.97
2006-02-27,6.95
2006-02-28,6.8375
2006-03-01,7.0325
2006-03-02,7.155
2006-03-03,7.135
2006-03-06,6.9575
2006-03-07,6.9525
2006-03-08,7.07
2006-03-09,7.0675
2006-03-10,7.2025
2006-03-13,7.1375
2006-03-14,7.25
2006-03-15,7.3275
2006-03-16,7.3125
2006-03-17,7.115
2006-03-20,7.165
2006-03-21,7.03
2006-03-22,7.1575
2006-03-23,7.1525
2006-03-24,7.28
2006-03-27,7.275
2006-03-28,7.185
2006-03-29,7.1925
2006-03-30,7.165
2006-03-31,7.2925
2006-04-03,7.2
2006-04-04,7.2675
2006-04-05,7.2525
2006-04-06,7.175
2006-04-07,7.115
2006-04-10,7.1375
2006-04-11,7.065
2006-04-12,7.22
2006-04-13,7.2125
2006-04-17,7.12
2006-04-18,7.25
2006-04-19,7.2625
2006-04-20,7.2125
2006-04-21,7.065
2006-04-24,7.035
2006-04-25,6.685
2006-04-26,6.325
2006-04-27,6.1525
2006-04-28,6.4225
2006-05-01,6.25
2006-05-02,6.3025
2006-05-03,6.2575
2006-05-04,6.3525
2006-05-05,6.38
2006-05-08,6.33
2006-05-09,6.2775
2006-05-10,6.1825
2006-05-11,6.0525
2006-05-12,6.1525
2006-05-15,6.185
2006-05-16,6.4025
2006-05-17,6.435
2006-05-18,6.53
2006-05-19,6.685
2006-05-22,6.7125
2006-05-23,6.6275
2006-05-24,6.565
2006-05-25,6.5525
2006-05-26,6.4975
2006-05-30,6.5
2006-05-31,6.5125
2006-06-01,6.5975
2006-06-02,6.6675
2006-06-05,6.515
2006-06-06,6.505
2006-06-07,6.58
2006-06-08,6.7575
2006-06-09,7.0275
2006-06-12,6.95
2006-06-13,6.9075
2006-06-14,7.0425
2006-06-15,7.055
2006-06-16,7.0375
2006-06-19,6.905
2006-06-20,6.6075
2006-06-21,6.1275
2006-06-22,6.0575
2006-06-23,6.2
2006-06-26,6.15
2006-06-27,5.9425
2006-06-28,5.825
2006-06-29,5.985
2006-06-30,5.8825
2006-07-03,5.94
2006-07-05,5.8775
2006-07-06,5.8375
2006-07-07,5.7925
2006-07-10,5.8825
2006-07-11,5.675
2006-07-12,5.4975
2006-07-13,5.235
2006-07-14,5.1275
2006-07-17,5.26
2006-07-18,3.4
2006-07-19,3.7075
2006-07-20,3.68
2006-07-21,3.6375
2006-07-24,3.7125
