Date,SLG
1999-11-22,20.25
1999-11-23,19.9375
1999-11-24,20.1875
1999-11-26,20.25
1999-11-29,20.1875
1999-11-30,20.1875
1999-12-01,20.125
1999-12-02,20.1875
1999-12-03,20.375
1999-12-06,20.5
1999-12-07,20.75
1999-12-08,20.875
1999-12-09,20.6875
1999-12-10,20.6875
1999-12-13,20.75
1999-12-14,20.75
1999-12-15,20.5625
1999-12-16,20.5
1999-12-17,20.625
1999-12-20,20.9375
1999-12-21,20.75
1999-12-22,20.875
1999-12-23,20.8125
1999-12-27,21.0625
1999-12-28,21.5
1999-12-29,21.5625
1999-12-30,22.0
1999-12-31,21.75
2000-01-03,21.5625
2000-01-04,21.25
2000-01-05,21.0625
2000-01-06,21.4375
2000-01-07,22.1875
2000-01-10,22.5625
2000-01-11,22.6875
2000-01-12,22.75
2000-01-13,23.0
2000-01-14,22.375
2000-01-18,22.5
2000-01-19,22.1875
2000-01-20,22.4375
2000-01-21,22.3125
2000-01-24,22.0625
2000-01-25,21.9375
2000-01-26,22.0625
2000-01-27,22.0625
2000-01-28,22.0
2000-01-31,21.75
2000-02-01,21.8125
2000-02-02,21.75
2000-02-03,22.0
2000-02-04,22.3125
2000-02-07,22.25
2000-02-08,22.625
2000-02-09,22.6875
2000-02-10,22.5
2000-02-11,22.3125
2000-02-14,21.625
2000-02-15,21.8125
2000-02-16,21.5625
2000-02-17,22.0625
2000-02-18,22.125
2000-02-22,22.625
2000-02-23,22.625
2000-02-24,22.8125
2000-02-25,23.0625
2000-02-28,23.0625
2000-02-29,23.1875
2000-03-01,23.4375
2000-03-02,23.125
2000-03-03,23.125
2000-03-06,23.125
2000-03-07,22.3125
2000-03-08,22.4375
2000-03-09,22.3125
2000-03-10,22.0
2000-03-13,22.0
2000-03-14,21.75
2000-03-15,21.3125
2000-03-16,22.625
2000-03-17,23.0
2000-03-20,23.0
2000-03-21,22.625
2000-03-22,23.375
2000-03-23,23.625
2000-03-24,23.625
2000-03-27,23.8125
2000-03-28,24.0
2000-03-29,24.4375
2000-03-30,23.875
2000-03-31,23.75
2000-04-03,23.875
2000-04-04,23.5625
2000-04-05,24.0625
2000-04-06,24.4375
2000-04-07,24.4375
2000-04-10,24.3125
2000-04-11,24.4375
2000-04-12,24.4375
2000-04-13,24.1875
2000-04-14,24.9375
2000-04-17,24.5
2000-04-18,24.75
2000-04-19,25.1875
2000-04-20,24.625
2000-04-24,24.8125
2000-04-25,24.9375
2000-04-26,25.0
2000-04-27,25.5
2000-04-28,25.6875
2000-05-01,25.8125
2000-05-02,25.75
2000-05-03,25.625
2000-05-04,25.8125
2000-05-05,26.0
2000-05-08,25.5625
2000-05-09,25.5625
2000-05-10,24.875
2000-05-11,25.4375
2000-05-12,25.4375
2000-05-15,25.75
2000-05-16,25.625
2000-05-17,25.4375
2000-05-18,25.25
2000-05-19,25.125
2000-05-22,25.0625
2000-05-23,24.875
2000-05-24,23.875
2000-05-25,24.25
2000-05-26,24.375
2000-05-30,24.4375
2000-05-31,24.25
2000-06-01,24.3125
2000-06-02,24.75
2000-06-05,24.6875
2000-06-06,24.75
2000-06-07,24.75
2000-06-08,25.0
2000-06-09,24.9375
2000-06-12,24.9375
2000-06-13,25.0
2000-06-14,25.75
2000-06-15,25.625
2000-06-16,25.375
2000-06-19,25.9375
2000-06-20,26.1875
2000-06-21,25.9375
2000-06-22,26.0625
2000-06-23,26.375
2000-06-26,26.6875
2000-06-27,26.75
2000-06-28,26.5
2000-06-29,27.1875
2000-06-30,26.734375
2000-07-03,27.1875
2000-07-05,27.1875
2000-07-06,27.3125
2000-07-07,27.125
2000-07-10,27.0625
2000-07-11,27.125
2000-07-12,27.1875
2000-07-13,27.1875
2000-07-14,27.5
2000-07-17,27.8125
2000-07-18,27.5625
2000-07-19,27.0
2000-07-20,27.625
2000-07-21,27.75
2000-07-24,28.0
2000-07-25,28.6875
2000-07-26,29.5
2000-07-27,29.625
2000-07-28,30.1875
2000-07-31,29.6875
2000-08-01,29.6875
2000-08-02,29.125
2000-08-03,28.5625
2000-08-04,28.8125
2000-08-07,28.5
2000-08-08,28.8125
2000-08-09,28.3125
2000-08-10,28.125
2000-08-11,28.25
2000-08-14,28.3125
2000-08-15,28.6875
2000-08-16,29.125
2000-08-17,29.25
2000-08-18,28.5
2000-08-21,28.25
2000-08-22,28.375
2000-08-23,28.0625
2000-08-24,27.875
2000-08-25,27.4375
2000-08-28,26.6875
2000-08-29,26.6875
2000-08-30,26.8125
2000-08-31,26.8125
2000-09-01,27.375
2000-09-05,27.0
2000-09-06,27.0625
2000-09-07,27.1875
2000-09-08,27.1875
2000-09-11,27.5
2000-09-12,27.375
2000-09-13,27.6875
2000-09-14,27.9375
2000-09-15,27.8125
2000-09-18,27.75
2000-09-19,27.875
2000-09-20,27.75
2000-09-21,27.6875
2000-09-22,27.6875
2000-09-25,27.6875
2000-09-26,28.0625
2000-09-27,28.375
2000-09-28,28.5
2000-09-29,28.0625
2000-10-02,27.9375
2000-10-03,27.4375
2000-10-04,26.9375
2000-10-05,27.0625
2000-10-06,27.25
2000-10-09,26.75
2000-10-10,26.9375
2000-10-11,26.5
2000-10-12,26.5
2000-10-13,26.9375
2000-10-16,26.4375
2000-10-17,26.5
2000-10-18,26.375
2000-10-19,26.375
2000-10-20,26.25
2000-10-23,25.75
2000-10-24,25.25
2000-10-25,25.4375
2000-10-26,26.75
2000-10-27,26.875
2000-10-30,26.4375
2000-10-31,26.8125
2000-11-01,26.6875
2000-11-02,26.9375
2000-11-03,26.3125
2000-11-06,26.875
2000-11-07,27.125
2000-11-08,27.3125
2000-11-09,27.6875
2000-11-10,27.625
2000-11-13,27.6875
2000-11-14,28.0
2000-11-15,27.875
2000-11-16,27.5
2000-11-17,27.25
2000-11-20,27.3125
2000-11-21,27.0
2000-11-22,26.9375
2000-11-24,27.625
2000-11-27,27.5
2000-11-28,27.5625
2000-11-29,27.3125
2000-11-30,27.3125
2000-12-01,27.3125
2000-12-04,27.5
2000-12-05,28.3125
2000-12-06,28.1875
2000-12-07,28.0625
2000-12-08,28.625
2000-12-11,28.3125
2000-12-12,28.0625
2000-12-13,28.125
2000-12-14,28.25
2000-12-15,28.25
2000-12-18,28.5
2000-12-19,28.5625
2000-12-20,28.125
2000-12-21,28.25
2000-12-22,28.1875
2000-12-26,28.4375
2000-12-27,28.75
2000-12-28,29.375
2000-12-29,28.0
2001-01-02,28.0
2001-01-03,28.75
2001-01-04,28.3125
2001-01-05,27.6875
2001-01-08,27.75
2001-01-09,27.5
2001-01-10,27.25
2001-01-11,26.75
2001-01-12,26.5
2001-01-16,26.4375
2001-01-17,26.4375
2001-01-18,26.4375
2001-01-19,26.375
2001-01-22,26.4375
2001-01-23,26.6875
2001-01-24,26.4375
2001-01-25,26.625
2001-01-26,27.0625
2001-01-29,27.52
2001-01-30,27.73
2001-01-31,27.940001000000002
2001-02-01,27.870001000000002
2001-02-02,27.41
2001-02-05,27.73
2001-02-06,27.73
2001-02-07,27.85
2001-02-08,27.950001
2001-02-09,27.85
2001-02-12,28.389999
2001-02-13,28.139999
2001-02-14,28.190001000000002
2001-02-15,28.08
2001-02-16,28.1
2001-02-20,27.870001000000002
2001-02-21,27.940001000000002
2001-02-22,27.58
2001-02-23,27.700001
2001-02-26,28.26
2001-02-27,27.91
2001-02-28,28.08
2001-03-01,28.190001000000002
2001-03-02,28.280001000000002
2001-03-05,28.200001
2001-03-06,28.35
2001-03-07,28.629998999999998
2001-03-08,28.65
2001-03-09,28.700001
2001-03-12,28.360001
2001-03-13,28.299999
2001-03-14,28.0
2001-03-15,27.549999
2001-03-16,27.35
2001-03-19,27.200001
2001-03-20,27.25
2001-03-21,26.92
2001-03-22,26.57
2001-03-23,26.879998999999998
2001-03-26,27.200001
2001-03-27,27.200001
2001-03-28,26.9
2001-03-29,26.950001
2001-03-30,27.450001
2001-04-02,27.440001000000002
2001-04-03,26.9
2001-04-04,26.48
2001-04-05,26.75
2001-04-06,26.1
2001-04-09,26.200001
2001-04-10,26.09
2001-04-11,25.299999
2001-04-12,25.5
2001-04-16,25.6
2001-04-17,25.620001000000002
2001-04-18,26.5
2001-04-19,26.299999
2001-04-20,25.92
2001-04-23,25.9
2001-04-24,26.280001000000002
2001-04-25,27.200001
2001-04-26,27.799999
2001-04-27,28.49
2001-04-30,28.610001
2001-05-01,28.700001
2001-05-02,28.530001000000002
2001-05-03,28.15
2001-05-04,28.4
2001-05-07,28.25
2001-05-08,28.280001000000002
2001-05-09,28.190001000000002
2001-05-10,28.280001000000002
2001-05-11,27.9
2001-05-14,27.9
2001-05-15,27.99
2001-05-16,27.799999
2001-05-17,27.950001
2001-05-18,28.030001000000002
2001-05-21,28.75
2001-05-22,29.219998999999998
2001-05-23,28.75
2001-05-24,28.75
2001-05-25,28.549999
2001-05-29,28.4
2001-05-30,28.15
2001-05-31,28.25
2001-06-01,28.35
2001-06-04,28.299999
2001-06-05,28.700001
2001-06-06,28.65
2001-06-07,28.700001
2001-06-08,28.76
2001-06-11,29.1
2001-06-12,29.17
2001-06-13,29.42
2001-06-14,29.5
2001-06-15,29.25
2001-06-18,29.5
2001-06-19,29.5
2001-06-20,29.629998999999998
2001-06-21,29.74
2001-06-22,29.5
2001-06-25,29.5
2001-06-26,29.74
2001-06-27,29.5
2001-06-28,29.799999
2001-06-29,30.309998999999998
2001-07-02,30.0
2001-07-03,30.299999
2001-07-05,30.299999
2001-07-06,30.35
2001-07-09,30.309998999999998
2001-07-10,30.049999
2001-07-11,29.9
2001-07-12,30.200001
2001-07-13,30.209999
2001-07-16,30.4
2001-07-17,30.65
2001-07-18,30.65
2001-07-19,30.66
2001-07-20,29.25
2001-07-23,29.200001
2001-07-24,29.25
2001-07-25,29.799999
2001-07-26,30.1
2001-07-27,30.41
2001-07-30,30.16
2001-07-31,30.299999
2001-08-01,30.299999
2001-08-02,30.110001
2001-08-03,30.15
2001-08-06,30.129998999999998
2001-08-07,30.0
2001-08-08,30.1
2001-08-09,30.35
2001-08-10,30.65
2001-08-13,30.48
2001-08-14,30.65
2001-08-15,30.950001
2001-08-16,30.85
2001-08-17,30.75
2001-08-20,30.75
2001-08-21,30.73
2001-08-22,30.91
2001-08-23,30.9
2001-08-24,30.700001
2001-08-27,30.700001
2001-08-28,30.389999
2001-08-29,30.549999
2001-08-30,30.049999
2001-08-31,29.299999
2001-09-04,29.6
2001-09-05,29.73
2001-09-06,29.4
2001-09-07,29.049999
2001-09-10,28.950001
2001-09-17,30.540001
2001-09-18,30.25
2001-09-19,30.299999
2001-09-20,29.0
2001-09-21,28.6
2001-09-24,29.35
2001-09-25,30.0
2001-09-26,29.950001
2001-09-27,30.85
2001-09-28,31.52
2001-10-01,31.200001
2001-10-02,31.299999
2001-10-03,31.190001000000002
2001-10-04,31.200001
2001-10-05,31.25
2001-10-08,30.959999
2001-10-09,30.75
2001-10-10,31.25
2001-10-11,31.370001000000002
2001-10-12,31.1
2001-10-15,31.24
2001-10-16,31.049999
2001-10-17,30.93
2001-10-18,30.6
2001-10-19,30.41
2001-10-22,30.27
2001-10-23,30.049999
2001-10-24,29.799999
2001-10-25,29.65
2001-10-26,29.559998999999998
2001-10-29,29.639999
2001-10-30,29.700001
2001-10-31,29.82
2001-11-01,30.15
2001-11-02,30.0
2001-11-05,29.790001
2001-11-06,30.049999
2001-11-07,29.700001
2001-11-08,29.65
2001-11-09,29.530001000000002
2001-11-12,29.799999
2001-11-13,29.75
2001-11-14,29.98
2001-11-15,30.0
2001-11-16,29.98
2001-11-19,29.99
2001-11-20,29.799999
2001-11-21,30.049999
2001-11-23,30.200001
2001-11-26,30.049999
2001-11-27,30.0
2001-11-28,29.93
2001-11-29,30.299999
2001-11-30,30.299999
2001-12-03,30.110001
2001-12-04,30.75
2001-12-05,31.1
2001-12-06,31.33
2001-12-07,31.24
2001-12-10,30.799999
2001-12-11,30.85
2001-12-12,30.6
2001-12-13,30.5
2001-12-14,30.540001
2001-12-17,30.950001
2001-12-18,31.0
2001-12-19,30.98
2001-12-20,30.799999
2001-12-21,31.1
2001-12-24,31.139999
2001-12-26,31.059998999999998
2001-12-27,30.85
2001-12-28,31.049999
2001-12-31,30.709999
2002-01-02,30.4
2002-01-03,30.799999
2002-01-04,30.809998999999998
2002-01-07,30.799999
2002-01-08,30.940001000000002
2002-01-09,30.85
2002-01-10,30.950001
2002-01-11,31.01
2002-01-14,31.719998999999998
2002-01-15,31.6
2002-01-16,31.5
2002-01-17,31.799999
2002-01-18,31.360001
2002-01-22,31.51
2002-01-23,31.700001
2002-01-24,31.66
2002-01-25,31.610001
2002-01-28,31.610001
2002-01-29,31.5
2002-01-30,31.700001
2002-01-31,31.65
2002-02-01,31.709999
2002-02-04,31.790001
2002-02-05,31.620001000000002
2002-02-06,31.6
2002-02-07,31.280001000000002
2002-02-08,31.4
2002-02-11,31.48
2002-02-12,31.6
2002-02-13,31.99
2002-02-14,31.799999
2002-02-15,31.9
2002-02-19,31.950001
2002-02-20,32.18
2002-02-21,31.639999
2002-02-22,32.310001
2002-02-25,32.23
2002-02-26,32.23
2002-02-27,32.009997999999996
2002-02-28,31.92
2002-03-01,31.99
2002-03-04,32.07
2002-03-05,32.650002
2002-03-06,32.689999
2002-03-07,32.540001000000004
2002-03-08,32.810001
2002-03-11,32.650002
2002-03-12,32.310001
2002-03-13,32.459998999999996
2002-03-14,32.849998
2002-03-15,32.799999
2002-03-18,32.900002
2002-03-19,33.209998999999996
2002-03-20,32.810001
2002-03-21,33.25
2002-03-22,33.240002000000004
2002-03-25,33.200001
2002-03-26,33.450001
2002-03-27,33.549999
2002-03-28,33.599998
2002-04-01,33.599998
2002-04-02,33.849998
2002-04-03,33.880001
2002-04-04,34.240002000000004
2002-04-05,34.290001000000004
2002-04-08,34.52
2002-04-09,34.849998
2002-04-10,35.59
2002-04-11,35.450001
2002-04-12,36.299999
2002-04-15,35.599998
2002-04-16,34.77
2002-04-17,34.25
2002-04-18,34.509997999999996
2002-04-19,34.599998
2002-04-22,34.5
2002-04-23,34.23
2002-04-24,34.279999
2002-04-25,34.25
2002-04-26,34.349998
2002-04-29,34.599998
2002-04-30,35.099998
2002-05-01,35.880001
2002-05-02,36.060001
2002-05-03,35.900002
2002-05-06,35.52
2002-05-07,35.66
2002-05-08,35.52
2002-05-09,34.799999
2002-05-10,34.599998
2002-05-13,34.740002000000004
2002-05-14,34.990002000000004
2002-05-15,35.349998
2002-05-16,34.669998
2002-05-17,35.0
2002-05-20,35.18
2002-05-21,34.849998
2002-05-22,34.650002
2002-05-23,35.450001
2002-05-24,35.25
2002-05-28,35.52
2002-05-29,35.849998
2002-05-30,36.400002
2002-05-31,35.799999
2002-06-03,36.0
2002-06-04,35.889998999999996
2002-06-05,36.200001
2002-06-06,36.110001000000004
2002-06-07,35.91
