Date,CRM
2006-02-27,8.5175
2006-02-28,8.7125
2006-03-01,9.2025
2006-03-02,9.18
2006-03-03,9.51
2006-03-06,9.0925
2006-03-07,9.32
2006-03-08,9.455
2006-03-09,9.3775
2006-03-10,9.4575
2006-03-13,9.7225
2006-03-14,9.945
2006-03-15,9.74
2006-03-16,9.735
2006-03-17,9.7875
2006-03-20,9.6725
2006-03-21,9.395
2006-03-22,9.255
2006-03-23,9.375
2006-03-24,9.4025
2006-03-27,9.5725
2006-03-28,9.225
2006-03-29,9.17
2006-03-30,9.205
2006-03-31,9.0825
2006-04-03,9.265
2006-04-04,8.975
2006-04-05,9.2975
2006-04-06,9.05
2006-04-07,8.625
2006-04-10,8.7025
2006-04-11,8.315
2006-04-12,8.3125
2006-04-13,8.4275
2006-04-17,8.2
2006-04-18,8.3825
2006-04-19,8.57
2006-04-20,8.35
2006-04-21,8.2775
2006-04-24,8.13
2006-04-25,8.7875
2006-04-26,8.7925
2006-04-27,8.825
2006-04-28,8.7625
2006-05-01,8.755
2006-05-02,8.75
2006-05-03,8.575
2006-05-04,8.735
2006-05-05,8.53
2006-05-08,8.5775
2006-05-09,8.4725
2006-05-10,8.1725
2006-05-11,8.0825
2006-05-12,7.8
2006-05-15,7.795
2006-05-16,7.625
2006-05-17,7.5425
2006-05-18,7.165
2006-05-19,7.1375
2006-05-22,7.3475
2006-05-23,7.3375
2006-05-24,7.1175
2006-05-25,7.5975
2006-05-26,7.6
2006-05-30,7.445
2006-05-31,7.3775
2006-06-01,7.7625
2006-06-02,7.4675
2006-06-05,7.4375
2006-06-06,6.905
2006-06-07,6.7525
2006-06-08,6.4625
2006-06-09,6.5075
2006-06-12,6.225
2006-06-13,6.295
2006-06-14,6.3425
2006-06-15,6.83
2006-06-16,6.935
2006-06-19,6.7525
2006-06-20,6.69
2006-06-21,6.9375
2006-06-22,6.9075
2006-06-23,6.95
2006-06-26,6.9125
2006-06-27,6.8
2006-06-28,6.7625
2006-06-29,6.8025
2006-06-30,6.665
2006-07-03,6.64
2006-07-05,6.5325
2006-07-06,6.385
2006-07-07,6.2275
2006-07-10,5.85
2006-07-11,6.05
2006-07-12,5.7625
2006-07-13,5.555
2006-07-14,5.505
2006-07-17,5.4625
2006-07-18,5.5275
2006-07-19,5.7375
2006-07-20,5.67
2006-07-21,5.475
2006-07-24,5.795
2006-07-25,6.1325
2006-07-26,6.12
2006-07-27,6.215
2006-07-28,6.3275
2006-07-31,6.425
2006-08-01,6.2
2006-08-02,6.3325
2006-08-03,6.625
2006-08-04,6.5375
2006-08-07,6.415
2006-08-08,6.165
2006-08-09,6.225
2006-08-10,6.6325
2006-08-11,6.5
2006-08-14,6.675
2006-08-15,7.1575
2006-08-16,7.08
2006-08-17,8.425
2006-08-18,8.2125
2006-08-21,8.2275
2006-08-22,8.3125
2006-08-23,8.435
2006-08-24,8.435
2006-08-25,8.39
2006-08-28,8.48
2006-08-29,8.6575
2006-08-30,8.685
2006-08-31,8.62
2006-09-01,8.6
2006-09-05,8.6975
2006-09-06,8.315
2006-09-07,8.3425
2006-09-08,8.3325
2006-09-11,8.325
2006-09-12,8.78
2006-09-13,8.805
2006-09-14,8.735
2006-09-15,8.75
2006-09-18,8.625
2006-09-19,8.515
2006-09-20,8.8825
2006-09-21,9.1975
2006-09-22,9.0425
2006-09-25,9.375
2006-09-26,9.5975
2006-09-27,9.3775
2006-09-28,9.415
2006-09-29,8.97
2006-10-02,8.815
2006-10-03,9.1225
2006-10-04,9.2825
2006-10-05,9.4925
2006-10-06,10.09
2006-10-09,10.075
2006-10-10,10.0
2006-10-11,9.9675
2006-10-12,10.0725
2006-10-13,10.245
2006-10-16,10.3325
2006-10-17,10.0625
2006-10-18,10.1
2006-10-19,10.0325
2006-10-20,9.9675
2006-10-23,10.11
2006-10-24,10.125
2006-10-25,10.3325
2006-10-26,10.1825
2006-10-27,10.0275
2006-10-30,9.945
2006-10-31,9.755
2006-11-01,9.5
2006-11-02,9.75
2006-11-03,10.12
2006-11-06,10.5025
2006-11-07,10.7325
2006-11-08,10.525
2006-11-09,10.395
2006-11-10,10.55
2006-11-13,11.0
2006-11-14,10.875
2006-11-15,10.5975
2006-11-16,10.4925
2006-11-17,10.43
2006-11-20,10.3825
2006-11-21,10.425
2006-11-22,10.355
2006-11-24,10.29
2006-11-27,10.0375
2006-11-28,9.8375
2006-11-29,9.7875
2006-11-30,9.75
2006-12-01,9.5875
2006-12-04,9.63
2006-12-05,9.5575
2006-12-06,9.5675
2006-12-07,9.505
2006-12-08,9.6325
2006-12-11,9.6375
2006-12-12,10.0125
2006-12-13,9.7925
2006-12-14,9.99
2006-12-15,9.985
2006-12-18,9.5125
2006-12-19,9.33
2006-12-20,9.3275
2006-12-21,9.215
2006-12-22,9.0125
2006-12-26,9.085
2006-12-27,9.24
2006-12-28,9.19
2006-12-29,9.1125
2007-01-03,9.0175
2007-01-04,9.47
2007-01-05,9.88
2007-01-08,9.9825
2007-01-09,9.99
2007-01-10,10.0575
2007-01-11,10.435
2007-01-12,10.605
2007-01-16,10.825
2007-01-17,10.6625
2007-01-18,10.3625
2007-01-19,10.4025
2007-01-22,10.3
2007-01-23,10.32
2007-01-24,10.605
2007-01-25,10.47
2007-01-26,10.5575
2007-01-29,10.6225
2007-01-30,10.7375
2007-01-31,10.9575
2007-02-01,11.3525
2007-02-02,11.6875
2007-02-05,11.7825
2007-02-06,11.775
2007-02-07,11.9225
2007-02-08,11.925
2007-02-09,11.7525
2007-02-12,11.8475
2007-02-13,12.1225
2007-02-14,12.47
2007-02-15,12.4025
2007-02-16,12.4075
2007-02-20,12.3575
2007-02-21,12.0
2007-02-22,11.785
2007-02-23,11.86
2007-02-26,11.725
2007-02-27,11.25
2007-02-28,10.81
2007-03-01,11.09
2007-03-02,10.66
2007-03-05,10.3925
2007-03-06,10.7875
2007-03-07,10.6825
2007-03-08,10.92
2007-03-09,10.7425
2007-03-12,10.83
2007-03-13,10.54
2007-03-14,10.4975
2007-03-15,10.435
2007-03-16,10.4075
2007-03-19,10.67
2007-03-20,10.78
2007-03-21,10.8675
2007-03-22,10.8625
2007-03-23,10.825
2007-03-26,10.755
2007-03-27,10.6975
2007-03-28,10.7375
2007-03-29,10.765
2007-03-30,10.705
2007-04-02,10.8725
2007-04-03,11.2175
2007-04-04,11.3075
2007-04-05,11.2475
2007-04-09,11.4675
2007-04-10,11.425
2007-04-11,10.96
2007-04-12,10.68
2007-04-13,10.645
2007-04-16,10.81
2007-04-17,10.7325
2007-04-18,10.58
2007-04-19,10.35
2007-04-20,10.4375
2007-04-23,10.3225
2007-04-24,10.2675
2007-04-25,10.645
2007-04-26,10.6525
2007-04-27,10.525
2007-04-30,10.5
2007-05-01,10.28
2007-05-02,10.3225
2007-05-03,10.695
2007-05-04,10.7625
2007-05-07,10.6075
2007-05-08,10.84
2007-05-09,10.8625
2007-05-10,10.6475
2007-05-11,10.605
2007-05-14,10.7875
2007-05-15,11.0175
2007-05-16,11.3125
2007-05-17,10.745
2007-05-18,11.45
2007-05-21,11.94
2007-05-22,11.7825
2007-05-23,11.56
2007-05-24,11.215
2007-05-25,11.5225
2007-05-29,11.475
2007-05-30,12.18
2007-05-31,11.8125
2007-06-01,11.97
2007-06-04,11.765
2007-06-05,11.865
2007-06-06,11.615
2007-06-07,11.2525
2007-06-08,11.5625
2007-06-11,11.6575
2007-06-12,11.3375
2007-06-13,11.3675
2007-06-14,11.3675
2007-06-15,11.3975
2007-06-18,11.2125
2007-06-19,11.335
2007-06-20,11.22
2007-06-21,10.4775
2007-06-22,10.1375
2007-06-25,10.55
2007-06-26,10.2575
2007-06-27,10.98
2007-06-28,10.85
2007-06-29,10.715
2007-07-02,10.8175
2007-07-03,10.7125
2007-07-05,11.0075
2007-07-06,11.17
2007-07-09,11.1125
2007-07-10,10.85
2007-07-11,10.83
2007-07-12,11.275
2007-07-13,11.135
2007-07-16,11.0375
2007-07-17,11.005
2007-07-18,10.82
2007-07-19,10.9775
2007-07-20,10.8625
2007-07-23,11.1625
2007-07-24,10.845
2007-07-25,10.8825
2007-07-26,10.4925
2007-07-27,10.2225
2007-07-30,10.125
2007-07-31,9.715
2007-08-01,10.035
2007-08-02,10.45
2007-08-03,9.985
2007-08-06,10.1125
2007-08-07,10.33
2007-08-08,11.1875
2007-08-09,10.9425
2007-08-10,11.17
2007-08-13,10.915
2007-08-14,11.225
2007-08-15,10.7
2007-08-16,10.3125
2007-08-17,10.005
2007-08-20,9.92
2007-08-21,9.9
2007-08-22,9.9225
2007-08-23,9.8575
2007-08-24,10.3575
2007-08-27,10.135
2007-08-28,9.92
2007-08-29,10.1325
2007-08-30,9.9325
2007-08-31,10.1075
2007-09-04,10.1925
2007-09-05,10.24
2007-09-06,10.66
2007-09-07,10.8025
2007-09-10,11.03
2007-09-11,11.4825
2007-09-12,11.485
2007-09-13,11.61
2007-09-14,11.595
2007-09-17,11.4325
2007-09-18,11.485
2007-09-19,11.45
2007-09-20,11.4125
2007-09-21,11.5625
2007-09-24,12.1175
2007-09-25,12.4775
2007-09-26,12.6175
2007-09-27,12.735
2007-09-28,12.83
2007-10-01,13.2225
2007-10-02,12.9425
2007-10-03,13.04
2007-10-04,12.89
2007-10-05,13.3075
2007-10-08,13.8125
2007-10-09,14.08
2007-10-10,13.9475
2007-10-11,13.7225
2007-10-12,14.265
2007-10-15,13.65
2007-10-16,14.06
2007-10-17,13.56
2007-10-18,13.74
2007-10-19,13.07
2007-10-22,13.0525
2007-10-23,13.555
2007-10-24,13.3175
2007-10-25,12.77
2007-10-26,12.86
2007-10-29,13.3375
2007-10-30,13.4375
2007-10-31,14.0925
2007-11-01,13.38
2007-11-02,13.6
2007-11-05,13.1425
2007-11-06,13.0775
2007-11-07,12.6875
2007-11-08,12.1325
2007-11-09,12.5
2007-11-12,12.7225
2007-11-13,13.0
2007-11-14,13.0
2007-11-15,12.6975
2007-11-16,14.3375
2007-11-19,13.5225
2007-11-20,14.35
2007-11-21,14.09
2007-11-23,13.79
2007-11-26,13.025
2007-11-27,13.12
2007-11-28,13.6075
2007-11-29,13.815
2007-11-30,14.1825
2007-12-03,13.945
2007-12-04,13.8325
2007-12-05,14.015
2007-12-06,14.135
2007-12-07,14.46
2007-12-10,14.425
2007-12-11,14.33
2007-12-12,14.5525
2007-12-13,14.8225
2007-12-14,14.8875
2007-12-17,14.6825
2007-12-18,14.625
2007-12-19,14.9875
2007-12-20,16.247498999999998
2007-12-21,15.9375
2007-12-24,15.995
2007-12-26,15.9675
2007-12-27,16.01
2007-12-28,16.1
2007-12-31,15.6725
2008-01-02,15.07
2008-01-03,15.245
2008-01-04,14.715
2008-01-07,14.44
2008-01-08,13.675
2008-01-09,13.5825
2008-01-10,13.895
2008-01-11,13.6175
2008-01-14,13.9125
2008-01-15,13.5525
2008-01-16,13.5875
2008-01-17,13.38
2008-01-18,12.96
2008-01-22,13.07
2008-01-23,13.815
2008-01-24,14.1125
2008-01-25,13.235
2008-01-28,13.385
2008-01-29,13.0075
2008-01-30,12.59
2008-01-31,12.9775
2008-02-01,12.93
2008-02-04,12.9425
2008-02-05,13.195
2008-02-06,11.97
2008-02-07,12.71
2008-02-08,12.7175
2008-02-11,13.7
2008-02-12,13.6125
2008-02-13,13.9825
2008-02-14,13.785
2008-02-15,13.46
2008-02-19,12.8675
2008-02-20,13.2825
2008-02-21,13.38
2008-02-22,13.085
2008-02-25,13.6025
2008-02-26,13.19
2008-02-27,13.155
2008-02-28,15.415
2008-02-29,14.93
2008-03-03,14.6925
2008-03-04,14.47
2008-03-05,14.7525
2008-03-06,14.435
2008-03-07,14.165
2008-03-10,14.02
2008-03-11,14.6125
2008-03-12,14.5525
2008-03-13,14.7275
2008-03-14,14.4625
2008-03-17,13.8775
2008-03-18,14.6525
2008-03-19,14.1525
2008-03-20,13.9575
2008-03-24,14.91
2008-03-25,15.24
2008-03-26,14.81
2008-03-27,14.1575
2008-03-28,14.2125
2008-03-31,14.4675
2008-04-01,15.305
2008-04-02,15.575
2008-04-03,15.7
2008-04-04,16.280001000000002
2008-04-07,16.262501
2008-04-08,15.9575
2008-04-09,15.815
2008-04-10,16.407498999999998
2008-04-11,15.2725
2008-04-14,15.025
2008-04-15,14.8375
2008-04-16,15.3925
2008-04-17,15.55
2008-04-18,15.975
2008-04-21,15.68
2008-04-22,15.335
2008-04-23,16.8925
2008-04-24,17.07
2008-04-25,17.022499
2008-04-28,16.865
2008-04-29,16.737499
2008-04-30,16.682501000000002
2008-05-01,16.8225
2008-05-02,16.825001
2008-05-05,17.342501000000002
2008-05-06,17.5425
2008-05-07,16.702499
2008-05-08,16.8925
2008-05-09,16.674999
2008-05-12,16.905001000000002
2008-05-13,16.987499
2008-05-14,17.35
2008-05-15,17.305
2008-05-16,17.174999
2008-05-19,16.57
2008-05-20,15.7
2008-05-21,15.665
2008-05-22,16.577499
2008-05-23,16.754998999999998
2008-05-27,17.0625
2008-05-28,17.545
2008-05-29,17.877501000000002
2008-05-30,18.077499
2008-06-02,17.8225
2008-06-03,18.047501
2008-06-04,18.137501
2008-06-05,18.48
2008-06-06,17.754998999999998
2008-06-09,17.424999
2008-06-10,17.834999
2008-06-11,17.360001
2008-06-12,17.5525
2008-06-13,18.1975
2008-06-16,18.205
2008-06-17,18.012501
2008-06-18,17.7575
2008-06-19,18.387501
2008-06-20,18.275
2008-06-23,18.6075
2008-06-24,17.715
2008-06-25,17.6875
2008-06-26,16.782498999999998
2008-06-27,17.155001000000002
2008-06-30,17.057501000000002
2008-07-01,17.530001000000002
2008-07-02,17.475
2008-07-03,16.8825
2008-07-07,16.785
2008-07-08,16.705
2008-07-09,16.305
2008-07-10,16.225
2008-07-11,15.82
2008-07-14,15.5925
2008-07-15,15.8475
2008-07-16,16.75
2008-07-17,17.405001000000002
2008-07-18,17.684998999999998
2008-07-21,17.344998999999998
2008-07-22,16.42
2008-07-23,16.147499
2008-07-24,15.8625
2008-07-25,15.9375
2008-07-28,15.6625
2008-07-29,15.93
2008-07-30,16.2325
2008-07-31,15.9475
2008-08-01,16.0725
2008-08-04,16.262501
2008-08-05,17.0525
2008-08-06,17.139999
2008-08-07,16.905001000000002
2008-08-08,17.397499
2008-08-11,17.6075
2008-08-12,17.58
2008-08-13,17.2875
2008-08-14,16.805
2008-08-15,16.577499
2008-08-18,16.16
2008-08-19,16.370001000000002
2008-08-20,16.325001
2008-08-21,13.3125
2008-08-22,13.9925
2008-08-25,14.1325
2008-08-26,14.14
2008-08-27,14.2525
2008-08-28,14.425
2008-08-29,14.005
2008-09-02,13.7875
2008-09-03,13.495
2008-09-04,13.475
2008-09-05,13.6125
2008-09-08,13.7125
2008-09-09,13.025
2008-09-10,14.0225
2008-09-11,14.5
2008-09-12,14.3
2008-09-15,13.7
2008-09-16,14.06
2008-09-17,13.33
2008-09-18,13.8275
2008-09-19,13.9525
2008-09-22,13.0925
2008-09-23,13.0575
2008-09-24,12.7475
2008-09-25,13.01
2008-09-26,12.6625
2008-09-29,11.19
2008-09-30,12.1
2008-10-01,11.6025
2008-10-02,11.0475
2008-10-03,10.3925
2008-10-06,10.1
2008-10-07,8.985
2008-10-08,9.125
2008-10-09,8.4925
2008-10-10,8.14
2008-10-13,9.4325
2008-10-14,8.975
2008-10-15,7.73
2008-10-16,8.1225
2008-10-17,7.8975
2008-10-20,7.955
2008-10-21,7.4975
2008-10-22,6.8825
2008-10-23,6.8025
2008-10-24,6.67
2008-10-27,6.3275
2008-10-28,7.1425
2008-10-29,7.515
2008-10-30,7.63
2008-10-31,7.74
2008-11-03,7.6475
2008-11-04,7.8825
2008-11-05,7.45
2008-11-06,7.0875
2008-11-07,7.14
2008-11-10,7.08
2008-11-11,6.6925
2008-11-12,6.0825
2008-11-13,6.845
2008-11-14,6.6
2008-11-17,6.3975
2008-11-18,5.95
2008-11-19,5.49
2008-11-20,5.7075
2008-11-21,5.58
2008-11-24,6.6475
2008-11-25,6.4925
2008-11-26,7.2225
2008-11-28,7.155
2008-12-01,6.7375
2008-12-02,7.2675
2008-12-03,7.9325
2008-12-04,7.1675
2008-12-05,7.79
2008-12-08,8.71
2008-12-09,8.335
2008-12-10,8.645
2008-12-11,7.8775
2008-12-12,7.9875
2008-12-15,7.6275
2008-12-16,8.18
2008-12-17,8.295
2008-12-18,8.0375
2008-12-19,8.075
2008-12-22,7.7725
2008-12-23,7.895
2008-12-24,7.8875
2008-12-26,7.855
2008-12-29,7.7325
2008-12-30,7.74
2008-12-31,8.0025
2009-01-02,8.505
2009-01-05,8.3375
2009-01-06,8.65
2009-01-07,8.0
2009-01-08,8.2275
2009-01-09,7.8825
2009-01-12,7.7125
2009-01-13,7.4075
2009-01-14,6.965
2009-01-15,6.9225
2009-01-16,7.0325
2009-01-20,6.5175
2009-01-21,6.8925
2009-01-22,6.62
2009-01-23,6.7725
2009-01-26,6.875
2009-01-27,6.85
2009-01-28,7.3475
2009-01-29,6.9
2009-01-30,6.6525
2009-02-02,6.66
2009-02-03,7.5
2009-02-04,7.3325
2009-02-05,7.68
2009-02-06,7.26
2009-02-09,7.23
2009-02-10,6.7125
2009-02-11,6.8075
2009-02-12,6.77
2009-02-13,6.715
2009-02-17,6.485
2009-02-18,6.4425
2009-02-19,6.4825
2009-02-20,6.5125
2009-02-23,6.5
2009-02-24,6.8675
2009-02-25,7.025
2009-02-26,7.1375
2009-02-27,7.0
2009-03-02,6.83
2009-03-03,7.04
2009-03-04,7.505
2009-03-05,7.5325
2009-03-06,7.5175
2009-03-09,7.7225
2009-03-10,8.1225
2009-03-11,8.3325
2009-03-12,8.465
2009-03-13,8.1975
2009-03-16,8.0675
2009-03-17,8.49
2009-03-18,8.745
2009-03-19,8.885
2009-03-20,8.69
2009-03-23,9.2575
2009-03-24,8.73
2009-03-25,8.53
2009-03-26,8.9275
2009-03-27,8.52
2009-03-30,8.1425
2009-03-31,8.1825
2009-04-01,8.1725
2009-04-02,8.5375
2009-04-03,9.3175
2009-04-06,9.12
2009-04-07,9.155
2009-04-08,9.345
2009-04-09,9.35
2009-04-13,9.5625
2009-04-14,9.48
2009-04-15,9.34
