Date,CRM
2013-10-17,53.009997999999996
2013-10-18,54.099998
2013-10-21,55.099998
2013-10-22,54.279999
2013-10-23,53.34
2013-10-24,54.380001
2013-10-25,54.560001
2013-10-28,53.490002000000004
2013-10-29,53.700001
2013-10-30,52.790001000000004
2013-10-31,53.360001000000004
2013-11-01,53.959998999999996
2013-11-04,55.580002
2013-11-05,55.689999
2013-11-06,55.23
2013-11-07,54.349998
2013-11-08,55.490002000000004
2013-11-11,56.119999
2013-11-12,56.709998999999996
2013-11-13,57.209998999999996
2013-11-14,56.990002000000004
2013-11-15,57.310001
2013-11-18,55.509997999999996
2013-11-19,52.740002000000004
2013-11-20,53.610001000000004
2013-11-21,54.439999
2013-11-22,54.689999
2013-11-25,52.75
2013-11-26,52.299999
2013-11-27,52.709998999999996
2013-11-29,52.09
2013-12-02,51.560001
2013-12-03,51.630001
2013-12-04,52.27
2013-12-05,53.049999
2013-12-06,53.880001
2013-12-09,53.68
2013-12-10,53.720001
2013-12-11,51.43
2013-12-12,50.98
2013-12-13,51.130001
2013-12-16,51.16
2013-12-17,52.220001
2013-12-18,53.360001000000004
2013-12-19,53.07
2013-12-20,53.720001
2013-12-23,54.580002
2013-12-24,54.799999
2013-12-26,54.849998
2013-12-27,54.450001
2013-12-30,55.169998
2013-12-31,55.189999
2014-01-02,54.860001000000004
2014-01-03,55.119999
2014-01-06,54.23
2014-01-07,54.950001
2014-01-08,56.939999
2014-01-09,56.290001000000004
2014-01-10,56.950001
2014-01-13,56.209998999999996
2014-01-14,57.509997999999996
2014-01-15,59.720001
2014-01-16,59.209998999999996
2014-01-17,59.860001000000004
2014-01-21,60.950001
2014-01-22,61.139998999999996
2014-01-23,60.080002
2014-01-24,58.400002
2014-01-27,57.080002
2014-01-28,59.369999
2014-01-29,57.959998999999996
2014-01-30,60.970001
2014-01-31,60.529999
2014-02-03,58.470001
2014-02-04,60.959998999999996
2014-02-05,61.630001
2014-02-06,61.700001
2014-02-07,61.549999
2014-02-10,61.040001000000004
2014-02-11,61.23
2014-02-12,61.48
2014-02-13,63.130001
2014-02-14,62.799999
2014-02-18,63.73
2014-02-19,63.02
2014-02-20,63.009997999999996
2014-02-21,63.59
2014-02-24,63.91
2014-02-25,63.66
2014-02-26,63.740002000000004
2014-02-27,66.220001
2014-02-28,62.369999
2014-03-03,61.490002000000004
2014-03-04,63.07
2014-03-05,63.68
2014-03-06,63.139998999999996
2014-03-07,60.740002000000004
2014-03-10,59.779999
2014-03-11,61.02
2014-03-12,61.52
2014-03-13,59.060001
2014-03-14,58.16
2014-03-17,58.32
2014-03-18,59.630001
2014-03-19,58.43
2014-03-20,59.119999
2014-03-21,57.029999
2014-03-24,56.360001000000004
2014-03-25,56.650002
2014-03-26,55.209998999999996
2014-03-27,55.970001
2014-03-28,55.75
2014-03-31,57.09
2014-04-01,58.799999
2014-04-02,58.150002
2014-04-03,55.740002000000004
2014-04-04,54.41
2014-04-07,53.970001
2014-04-08,55.209998999999996
2014-04-09,56.950001
2014-04-10,54.549999
2014-04-11,52.869999
2014-04-14,53.779999
2014-04-15,55.23
2014-04-16,55.98
2014-04-17,56.099998
2014-04-21,56.110001000000004
2014-04-22,57.080002
2014-04-23,55.639998999999996
2014-04-24,54.73
2014-04-25,52.799999
2014-04-28,49.130001
2014-04-29,50.759997999999996
2014-04-30,51.650002
2014-05-01,52.080002
2014-05-02,52.439999
2014-05-05,53.650002
2014-05-06,51.779999
2014-05-07,50.43
2014-05-08,50.150002
2014-05-09,50.279999
2014-05-12,53.43
2014-05-13,52.279999
2014-05-14,51.880001
2014-05-15,51.419998
2014-05-16,51.799999
2014-05-19,53.23
2014-05-20,52.889998999999996
2014-05-21,50.189999
2014-05-22,53.27
2014-05-23,53.41
2014-05-27,54.360001000000004
2014-05-28,53.34
2014-05-29,54.400002
2014-05-30,52.630001
2014-06-02,52.380001
2014-06-03,50.950001
2014-06-04,51.07
2014-06-05,51.369999
2014-06-06,51.799999
2014-06-09,51.709998999999996
2014-06-10,53.060001
2014-06-11,53.310001
2014-06-12,53.040001000000004
2014-06-13,54.310001
2014-06-16,54.610001000000004
2014-06-17,57.82
2014-06-18,57.759997999999996
2014-06-19,57.880001
2014-06-20,57.509997999999996
2014-06-23,58.0
2014-06-24,57.459998999999996
2014-06-25,57.41
2014-06-26,57.169998
2014-06-27,57.380001
2014-06-30,58.080002
2014-07-01,59.200001
2014-07-02,58.91
2014-07-03,58.759997999999996
2014-07-07,57.34
2014-07-08,54.889998999999996
2014-07-09,54.599998
2014-07-10,54.299999
2014-07-11,54.209998999999996
2014-07-14,54.73
2014-07-15,53.740002000000004
2014-07-16,53.950001
2014-07-17,52.639998999999996
2014-07-18,53.5
2014-07-21,53.32
2014-07-22,53.599998
2014-07-23,53.599998
2014-07-24,54.060001
2014-07-25,54.889998999999996
2014-07-28,54.0
2014-07-29,54.830002
2014-07-30,56.25
2014-07-31,54.25
2014-08-01,53.48
2014-08-04,54.900002
2014-08-05,54.299999
2014-08-06,53.889998999999996
2014-08-07,53.75
2014-08-08,54.439999
2014-08-11,54.869999
2014-08-12,52.75
2014-08-13,52.82
2014-08-14,53.509997999999996
2014-08-15,53.630001
2014-08-18,54.380001
2014-08-19,54.959998999999996
2014-08-20,55.389998999999996
2014-08-21,55.709998999999996
2014-08-22,59.799999
2014-08-25,59.23
2014-08-26,59.639998999999996
2014-08-27,59.580002
2014-08-28,58.290001000000004
2014-08-29,59.09
2014-09-02,59.849998
2014-09-03,59.029999
2014-09-04,59.080002
2014-09-05,59.810001
2014-09-08,60.360001000000004
2014-09-09,59.66
2014-09-10,60.700001
2014-09-11,61.209998999999996
2014-09-12,59.25
2014-09-15,57.57
2014-09-16,57.610001000000004
2014-09-17,57.450001
2014-09-18,57.66
2014-09-19,58.240002000000004
2014-09-22,57.32
2014-09-23,56.810001
2014-09-24,57.66
2014-09-25,55.919998
2014-09-26,56.560001
2014-09-29,57.23
2014-09-30,57.529999
2014-10-01,56.73
2014-10-02,56.639998999999996
2014-10-03,58.459998999999996
2014-10-06,58.299999
2014-10-07,56.91
2014-10-08,57.900002
2014-10-09,57.130001
2014-10-10,54.77
2014-10-13,53.23
2014-10-14,52.720001
2014-10-15,53.09
2014-10-16,53.869999
2014-10-17,55.630001
2014-10-20,56.029999
2014-10-21,57.240002000000004
2014-10-22,56.25
2014-10-23,57.880001
2014-10-24,59.57
2014-10-27,59.110001000000004
2014-10-28,61.529999
2014-10-29,60.970001
2014-10-30,61.720001
2014-10-31,63.990002000000004
2014-11-03,63.59
2014-11-04,63.57
2014-11-05,61.91
2014-11-06,63.09
2014-11-07,63.970001
2014-11-10,64.449997
2014-11-11,64.059998
2014-11-12,63.77
2014-11-13,63.16
2014-11-14,63.91
2014-11-17,62.509997999999996
2014-11-18,62.470001
2014-11-19,61.02
2014-11-20,58.299999
2014-11-21,58.189999
2014-11-24,58.09
2014-11-25,59.34
2014-11-26,59.23
2014-11-28,59.869999
2014-12-01,59.080002
2014-12-02,59.25
2014-12-03,58.880001
2014-12-04,58.950001
2014-12-05,58.849998
2014-12-08,56.41
2014-12-09,56.139998999999996
2014-12-10,55.32
2014-12-11,55.48
2014-12-12,55.07
2014-12-15,55.41
2014-12-16,53.790001000000004
2014-12-17,57.0
2014-12-18,59.330002
2014-12-19,59.860001000000004
2014-12-22,59.860001000000004
2014-12-23,60.5
2014-12-24,60.330002
2014-12-26,60.799999
2014-12-29,60.349998
2014-12-30,59.43
2014-12-31,59.310001
2015-01-02,59.240002000000004
2015-01-05,58.169998
2015-01-06,57.200001
2015-01-07,56.93
2015-01-08,58.59
2015-01-09,58.16
2015-01-12,57.73
2015-01-13,57.970001
2015-01-14,57.25
2015-01-15,55.110001000000004
2015-01-16,56.639998999999996
2015-01-20,57.290001000000004
2015-01-21,57.709998999999996
2015-01-22,58.0
2015-01-23,58.619999
2015-01-26,59.779999
2015-01-27,57.790001000000004
2015-01-28,56.349998
2015-01-29,58.099998
2015-01-30,56.450001
2015-02-02,57.279999
2015-02-03,58.610001000000004
2015-02-04,58.990002000000004
2015-02-05,59.259997999999996
2015-02-06,59.169998
2015-02-09,57.98
2015-02-10,58.790001000000004
2015-02-11,58.799999
2015-02-12,61.259997999999996
2015-02-13,62.849998
2015-02-17,62.07
2015-02-18,63.0
2015-02-19,62.810001
2015-02-20,63.740002000000004
2015-02-23,62.580002
2015-02-24,61.93
2015-02-25,62.869999
2015-02-26,70.239998
2015-02-27,69.379997
2015-03-02,68.459999
2015-03-03,66.949997
2015-03-04,64.879997
2015-03-05,65.589996
2015-03-06,64.559998
2015-03-09,65.480003
2015-03-10,63.759997999999996
2015-03-11,63.68
2015-03-12,64.949997
2015-03-13,64.599998
2015-03-16,66.43
2015-03-17,67.550003
2015-03-18,68.550003
2015-03-19,68.879997
2015-03-20,67.690002
2015-03-23,67.660004
2015-03-24,67.370003
2015-03-25,65.779999
2015-03-26,65.989998
2015-03-27,66.550003
2015-03-30,66.849998
2015-03-31,66.809998
2015-04-01,66.08000200000001
2015-04-02,66.68
2015-04-06,67.940002
2015-04-07,68.199997
2015-04-08,68.209999
2015-04-09,67.739998
2015-04-10,67.639999
2015-04-13,67.08000200000001
2015-04-14,66.910004
2015-04-15,67.209999
2015-04-16,67.910004
2015-04-17,65.809998
2015-04-20,66.900002
2015-04-21,67.379997
2015-04-22,67.709999
2015-04-23,68.470001
2015-04-24,67.83000200000001
2015-04-27,67.839996
2015-04-28,66.889999
2015-04-29,74.650002
2015-04-30,72.82
2015-05-01,73.360001
2015-05-04,71.599998
2015-05-05,72.75
2015-05-06,73.790001
2015-05-07,74.519997
2015-05-08,72.400002
2015-05-11,71.199997
2015-05-12,71.769997
2015-05-13,71.790001
2015-05-14,72.879997
2015-05-15,72.400002
2015-05-18,72.800003
2015-05-19,71.480003
2015-05-20,70.160004
2015-05-21,72.910004
2015-05-22,75.010002
2015-05-26,73.57
2015-05-27,73.949997
2015-05-28,72.68
2015-05-29,72.75
2015-06-01,73.099998
2015-06-02,72.900002
2015-06-03,73.470001
2015-06-04,72.209999
2015-06-05,73.550003
2015-06-08,71.839996
2015-06-09,71.760002
2015-06-10,73.029999
2015-06-11,72.400002
2015-06-12,71.769997
2015-06-15,72.559998
2015-06-16,73.400002
2015-06-17,74.41999799999999
2015-06-18,75.709999
2015-06-19,75.0
2015-06-22,74.779999
2015-06-23,74.199997
2015-06-24,73.5
2015-06-25,73.610001
2015-06-26,72.339996
2015-06-29,70.0
2015-06-30,69.629997
2015-07-01,70.540001
2015-07-02,70.41999799999999
2015-07-06,69.160004
2015-07-07,70.260002
2015-07-08,69.389999
2015-07-09,69.959999
2015-07-10,71.139999
2015-07-13,71.050003
2015-07-14,71.790001
2015-07-15,71.360001
2015-07-16,72.41999799999999
2015-07-17,72.809998
2015-07-20,72.769997
2015-07-21,73.83000200000001
2015-07-22,73.870003
2015-07-23,72.209999
2015-07-24,73.91999799999999
2015-07-27,72.459999
2015-07-28,73.790001
2015-07-29,73.879997
2015-07-30,73.360001
2015-07-31,73.300003
2015-08-03,72.440002
2015-08-04,71.889999
2015-08-05,72.529999
2015-08-06,70.43
2015-08-07,70.410004
2015-08-10,71.269997
2015-08-11,71.629997
2015-08-12,71.040001
2015-08-13,71.400002
2015-08-14,72.989998
2015-08-17,74.040001
2015-08-18,72.58000200000001
2015-08-19,72.040001
2015-08-20,67.82
2015-08-21,69.150002
2015-08-24,65.16999799999999
2015-08-25,65.18
2015-08-26,68.519997
2015-08-27,69.940002
2015-08-28,70.25
2015-08-31,69.360001
2015-09-01,66.629997
2015-09-02,67.980003
2015-09-03,68.25
2015-09-04,67.129997
2015-09-08,70.760002
2015-09-09,69.029999
2015-09-10,69.739998
2015-09-11,70.050003
2015-09-14,69.889999
2015-09-15,71.269997
2015-09-16,71.879997
2015-09-17,72.32
2015-09-18,71.400002
2015-09-21,72.139999
2015-09-22,71.650002
2015-09-23,71.989998
2015-09-24,71.709999
2015-09-25,72.440002
2015-09-28,69.040001
2015-09-29,68.379997
2015-09-30,69.43
2015-10-01,72.910004
2015-10-02,73.93
2015-10-05,75.269997
2015-10-06,74.41999799999999
2015-10-07,75.0
2015-10-08,75.089996
2015-10-09,75.25
2015-10-12,75.879997
2015-10-13,76.629997
2015-10-14,75.58000200000001
2015-10-15,77.699997
2015-10-16,78.769997
2015-10-19,77.93
2015-10-20,77.529999
2015-10-21,75.83000200000001
2015-10-22,77.370003
2015-10-23,78.559998
2015-10-26,78.220001
2015-10-27,77.75
2015-10-28,78.529999
2015-10-29,78.139999
2015-10-30,77.709999
2015-11-02,79.199997
2015-11-03,78.629997
2015-11-04,78.389999
2015-11-05,78.709999
2015-11-06,79.410004
2015-11-09,78.220001
2015-11-10,78.25
2015-11-11,78.709999
2015-11-12,78.300003
2015-11-13,75.599998
2015-11-16,76.260002
2015-11-17,77.239998
2015-11-18,77.349998
2015-11-19,80.639999
2015-11-20,80.989998
2015-11-23,80.779999
2015-11-24,80.389999
2015-11-25,80.410004
2015-11-27,79.970001
2015-11-30,79.690002
2015-12-01,81.010002
2015-12-02,80.879997
2015-12-03,79.93
2015-12-04,82.139999
2015-12-07,80.68
2015-12-08,81.08000200000001
2015-12-09,79.709999
2015-12-10,79.379997
2015-12-11,76.870003
2015-12-14,76.989998
2015-12-15,77.370003
2015-12-16,78.889999
2015-12-17,78.43
2015-12-18,77.029999
2015-12-21,77.290001
2015-12-22,77.860001
2015-12-23,78.040001
2015-12-24,77.83000200000001
2015-12-28,78.199997
2015-12-29,79.440002
2015-12-30,79.139999
2015-12-31,78.400002
2016-01-04,76.709999
2016-01-05,77.050003
2016-01-06,76.290001
2016-01-07,74.300003
2016-01-08,73.230003
2016-01-11,73.18
2016-01-12,74.459999
2016-01-13,72.349998
2016-01-14,73.07
2016-01-15,70.860001
2016-01-19,70.800003
2016-01-20,70.33000200000001
2016-01-21,69.510002
2016-01-22,71.550003
2016-01-25,69.91999799999999
2016-01-26,69.870003
2016-01-27,67.43
2016-01-28,65.690002
2016-01-29,68.059998
2016-02-01,68.440002
2016-02-02,64.519997
2016-02-03,65.339996
2016-02-04,67.199997
2016-02-05,58.509997999999996
2016-02-08,54.049999
2016-02-09,57.330002
2016-02-10,58.759997999999996
2016-02-11,59.240002000000004
2016-02-12,59.68
2016-02-16,59.720001
2016-02-17,63.490002000000004
2016-02-18,61.700001
2016-02-19,62.139998999999996
2016-02-22,63.98
2016-02-23,62.900002
2016-02-24,62.52
2016-02-25,69.41999799999999
2016-02-26,69.720001
2016-02-29,67.75
2016-03-01,70.019997
2016-03-02,70.43
2016-03-03,70.800003
2016-03-04,71.059998
2016-03-07,70.489998
2016-03-08,69.82
2016-03-09,71.040001
2016-03-10,70.699997
2016-03-11,71.629997
2016-03-14,72.220001
2016-03-15,71.699997
2016-03-16,72.730003
2016-03-17,72.720001
2016-03-18,72.650002
2016-03-21,72.25
2016-03-22,72.849998
2016-03-23,71.779999
2016-03-24,72.440002
2016-03-28,71.949997
2016-03-29,72.300003
2016-03-30,74.300003
2016-03-31,73.83000200000001
2016-04-01,75.730003
2016-04-04,75.690002
2016-04-05,74.58000200000001
2016-04-06,75.58000200000001
2016-04-07,75.32
2016-04-08,74.849998
2016-04-11,74.160004
2016-04-12,74.269997
2016-04-13,75.949997
2016-04-14,76.150002
2016-04-15,76.309998
2016-04-18,77.269997
2016-04-19,76.190002
2016-04-20,76.139999
2016-04-21,77.150002
2016-04-22,76.480003
2016-04-25,76.510002
2016-04-26,76.209999
2016-04-27,75.690002
2016-04-28,75.379997
2016-04-29,75.800003
2016-05-02,77.25
2016-05-03,74.900002
2016-05-04,73.989998
2016-05-05,73.809998
2016-05-06,74.25
2016-05-09,74.620003
2016-05-10,75.91999799999999
2016-05-11,75.790001
2016-05-12,75.889999
2016-05-13,76.370003
2016-05-16,77.309998
2016-05-17,76.769997
2016-05-18,77.870003
2016-05-19,81.089996
2016-05-20,81.019997
2016-05-23,81.730003
2016-05-24,82.75
2016-05-25,83.57
2016-05-26,83.349998
2016-05-27,83.769997
2016-05-31,83.709999
2016-06-01,83.449997
2016-06-02,83.239998
2016-06-03,82.550003
2016-06-06,82.83000200000001
2016-06-07,83.139999
2016-06-08,83.349998
2016-06-09,82.730003
2016-06-10,81.83000200000001
2016-06-13,81.489998
2016-06-14,81.089996
2016-06-15,81.989998
2016-06-16,81.639999
2016-06-17,80.5
2016-06-20,81.220001
2016-06-21,81.629997
2016-06-22,80.620003
2016-06-23,82.279999
2016-06-24,78.459999
2016-06-27,76.07
2016-06-28,77.550003
2016-06-29,79.0
2016-06-30,79.410004
2016-07-01,79.83000200000001
2016-07-05,78.66999799999999
2016-07-06,78.5
2016-07-07,78.760002
2016-07-08,80.889999
2016-07-11,81.660004
2016-07-12,81.93
2016-07-13,81.33000200000001
2016-07-14,81.559998
2016-07-15,81.400002
2016-07-18,81.629997
2016-07-19,81.370003
2016-07-20,82.139999
2016-07-21,81.699997
2016-07-22,82.550003
2016-07-25,82.190002
2016-07-26,81.760002
2016-07-27,81.5
2016-07-28,82.33000200000001
2016-07-29,81.800003
2016-08-01,81.019997
2016-08-02,80.5
2016-08-03,80.410004
2016-08-04,80.559998
2016-08-05,81.33000200000001
2016-08-08,81.16999799999999
2016-08-09,81.18
2016-08-10,80.239998
2016-08-11,81.480003
2016-08-12,81.629997
2016-08-15,78.91999799999999
2016-08-16,77.959999
2016-08-17,76.32
2016-08-18,76.910004
2016-08-19,77.480003
2016-08-22,77.25
2016-08-23,78.019997
2016-08-24,77.82
2016-08-25,80.160004
2016-08-26,80.029999
2016-08-29,79.91999799999999
2016-08-30,79.83000200000001
2016-08-31,79.41999799999999
2016-09-01,75.910004
2016-09-02,75.099998
2016-09-06,75.41999799999999
2016-09-07,75.010002
2016-09-08,74.879997
2016-09-09,74.199997
2016-09-12,74.360001
2016-09-13,73.059998
2016-09-14,73.82
2016-09-15,73.989998
2016-09-16,73.290001
2016-09-19,73.0
2016-09-20,72.910004
2016-09-21,74.18
2016-09-22,74.589996
2016-09-23,70.389999
2016-09-26,70.190002
2016-09-27,70.050003
2016-09-28,71.620003
2016-09-29,71.199997
2016-09-30,71.33000200000001
2016-10-03,70.519997
2016-10-04,72.629997
2016-10-05,68.41999799999999
2016-10-06,71.260002
2016-10-07,70.910004
2016-10-10,75.099998
2016-10-11,72.41999799999999
2016-10-12,72.230003
2016-10-13,70.629997
2016-10-14,74.269997
2016-10-17,72.83000200000001
2016-10-18,72.769997
2016-10-19,72.82
2016-10-20,72.589996
2016-10-21,74.0
2016-10-24,75.059998
2016-10-25,75.059998
2016-10-26,74.949997
2016-10-27,74.739998
2016-10-28,75.129997
2016-10-31,75.160004
2016-11-01,75.449997
2016-11-02,75.0
2016-11-03,74.139999
2016-11-04,74.370003
2016-11-07,76.300003
2016-11-08,76.550003
2016-11-09,75.900002
2016-11-10,73.629997
2016-11-11,74.589996
2016-11-14,72.760002
2016-11-15,74.019997
2016-11-16,73.309998
2016-11-17,75.190002
2016-11-18,77.769997
2016-11-21,76.150002
2016-11-22,75.57
2016-11-23,73.949997
2016-11-25,73.730003
2016-11-28,72.93
2016-11-29,72.93
2016-11-30,72.0
2016-12-01,68.459999
2016-12-02,68.410004
2016-12-05,70.800003
2016-12-06,70.620003
2016-12-07,71.779999
2016-12-08,71.860001
2016-12-09,71.16999799999999
2016-12-12,70.379997
2016-12-13,71.610001
2016-12-14,71.33000200000001
2016-12-15,70.230003
2016-12-16,69.860001
2016-12-19,69.510002
2016-12-20,69.860001
2016-12-21,70.110001
2016-12-22,69.900002
2016-12-23,69.870003
2016-12-27,69.849998
2016-12-28,69.089996
2016-12-29,69.150002
2016-12-30,68.459999
2017-01-03,70.540001
2017-01-04,72.800003
2017-01-05,72.790001
2017-01-06,73.800003
2017-01-09,73.959999
2017-01-10,73.980003
2017-01-11,75.769997
2017-01-12,75.209999
2017-01-13,75.639999
2017-01-17,75.019997
2017-01-18,75.779999
2017-01-19,75.57
2017-01-20,76.029999
2017-01-23,76.160004
2017-01-24,77.110001
2017-01-25,78.470001
2017-01-26,77.949997
2017-01-27,78.209999
2017-01-30,78.709999
2017-01-31,79.099998
2017-02-01,78.58000200000001
2017-02-02,80.129997
2017-02-03,80.209999
2017-02-06,79.75
2017-02-07,80.209999
2017-02-08,80.699997
2017-02-09,81.029999
2017-02-10,80.639999
2017-02-13,80.910004
2017-02-14,80.91999799999999
2017-02-15,81.66999799999999
2017-02-16,80.82
2017-02-17,81.470001
2017-02-21,82.18
2017-02-22,82.08000200000001
2017-02-23,82.07
2017-02-24,81.779999
2017-02-27,81.540001
2017-02-28,81.349998
2017-03-01,83.809998
2017-03-02,82.66999799999999
2017-03-03,82.220001
2017-03-06,82.5
2017-03-07,82.970001
2017-03-08,83.480003
2017-03-09,83.279999
2017-03-10,83.510002
2017-03-13,83.610001
2017-03-14,83.510002
2017-03-15,83.480003
2017-03-16,83.519997
2017-03-17,83.029999
2017-03-20,82.900002
2017-03-21,81.550003
2017-03-22,81.879997
2017-03-23,81.519997
2017-03-24,81.610001
2017-03-27,81.610001
2017-03-28,82.139999
2017-03-29,82.379997
2017-03-30,82.559998
2017-03-31,82.489998
2017-04-03,82.309998
2017-04-04,82.970001
2017-04-05,85.339996
2017-04-06,85.0
2017-04-07,84.379997
2017-04-10,84.239998
2017-04-11,83.860001
2017-04-12,83.370003
2017-04-13,83.129997
2017-04-17,84.199997
2017-04-18,83.709999
2017-04-19,83.5
2017-04-20,84.050003
2017-04-21,83.790001
2017-04-24,84.16999799999999
2017-04-25,84.75
2017-04-26,84.949997
2017-04-27,85.849998
2017-04-28,86.120003
2017-05-01,86.660004
2017-05-02,87.089996
2017-05-03,86.550003
2017-05-04,86.519997
2017-05-05,86.970001
2017-05-08,86.860001
2017-05-09,87.129997
2017-05-10,87.309998
2017-05-11,87.709999
2017-05-12,89.040001
2017-05-15,89.800003
2017-05-16,89.75
2017-05-17,87.839996
2017-05-18,87.75
2017-05-19,87.400002
2017-05-22,88.940002
2017-05-23,88.489998
2017-05-24,89.599998
2017-05-25,91.269997
2017-05-26,90.83000200000001
2017-05-30,90.860001
2017-05-31,89.639999
2017-06-01,90.050003
2017-06-02,90.860001
2017-06-05,91.379997
2017-06-06,91.099998
2017-06-07,91.389999
2017-06-08,91.25
2017-06-09,87.269997
2017-06-12,86.18
2017-06-13,87.269997
2017-06-14,87.16999799999999
2017-06-15,86.269997
2017-06-16,86.0
2017-06-19,87.540001
2017-06-20,86.91999799999999
2017-06-21,87.559998
2017-06-22,88.470001
2017-06-23,88.620003
2017-06-26,88.110001
2017-06-27,87.68
2017-06-28,88.089996
2017-06-29,86.800003
2017-06-30,86.599998
2017-07-03,86.099998
2017-07-05,87.5
2017-07-06,86.849998
2017-07-07,87.91999799999999
2017-07-10,88.5
2017-07-11,88.349998
2017-07-12,90.400002
2017-07-13,89.57
2017-07-14,90.0
2017-07-17,89.290001
2017-07-18,89.269997
2017-07-19,89.559998
2017-07-20,90.540001
2017-07-21,89.690002
2017-07-24,89.66999799999999
2017-07-25,90.629997
2017-07-26,91.07
2017-07-27,90.510002
2017-07-28,90.620003
2017-07-31,90.800003
2017-08-01,91.220001
2017-08-02,89.889999
2017-08-03,90.349998
2017-08-04,90.449997
2017-08-07,90.5
2017-08-08,90.260002
2017-08-09,90.120003
2017-08-10,87.629997
2017-08-11,88.290001
2017-08-14,90.25
2017-08-15,90.699997
2017-08-16,92.239998
2017-08-17,90.879997
2017-08-18,90.760002
2017-08-21,91.760002
2017-08-22,92.949997
2017-08-23,93.07
2017-08-24,94.150002
2017-08-25,94.099998
2017-08-28,93.660004
2017-08-29,93.83000200000001
2017-08-30,94.860001
2017-08-31,95.489998
2017-09-01,96.010002
2017-09-05,96.18
2017-09-06,95.82
2017-09-07,96.730003
2017-09-08,96.43
2017-09-11,97.709999
2017-09-12,96.849998
2017-09-13,95.610001
2017-09-14,95.300003
2017-09-15,94.629997
2017-09-18,95.739998
2017-09-19,95.349998
2017-09-20,95.209999
2017-09-21,94.860001
2017-09-22,94.940002
2017-09-25,92.470001
2017-09-26,92.339996
2017-09-27,93.209999
2017-09-28,92.599998
2017-09-29,93.41999799999999
2017-10-02,93.940002
2017-10-03,95.360001
2017-10-04,95.519997
2017-10-05,95.730003
2017-10-06,96.32
2017-10-09,96.269997
2017-10-10,95.389999
2017-10-11,96.010002
2017-10-12,96.739998
2017-10-13,96.940002
2017-10-16,97.150002
2017-10-17,96.720001
2017-10-18,96.440002
2017-10-19,97.190002
2017-10-20,98.900002
2017-10-23,98.440002
2017-10-24,98.660004
2017-10-25,99.589996
2017-10-26,100.050003
2017-10-27,100.699997
2017-10-30,100.699997
2017-10-31,102.339996
2017-11-01,101.949997
2017-11-02,102.599998
2017-11-03,102.709999
2017-11-06,102.41999799999999
2017-11-07,102.720001
2017-11-08,105.029999
2017-11-09,103.599998
2017-11-10,105.239998
2017-11-13,105.779999
2017-11-14,106.230003
2017-11-15,105.43
2017-11-16,107.029999
2017-11-17,107.58000200000001
2017-11-20,107.370003
2017-11-21,108.800003
2017-11-22,106.83000200000001
2017-11-24,107.150002
2017-11-27,106.58000200000001
2017-11-28,106.459999
2017-11-29,103.529999
2017-11-30,104.32
2017-12-01,103.83000200000001
2017-12-04,99.849998
2017-12-05,100.690002
2017-12-06,102.91999799999999
2017-12-07,104.07
2017-12-08,103.440002
2017-12-11,104.540001
2017-12-12,103.66999799999999
2017-12-13,103.940002
2017-12-14,104.239998
2017-12-15,105.480003
2017-12-18,105.08000200000001
2017-12-19,104.260002
2017-12-20,103.389999
2017-12-21,103.620003
2017-12-22,102.629997
2017-12-26,102.540001
2017-12-27,102.650002
2017-12-28,102.790001
2017-12-29,102.230003
2018-01-02,104.410004
2018-01-03,105.290001
2018-01-04,106.68
2018-01-05,108.099998
2018-01-08,108.860001
2018-01-09,109.150002
2018-01-10,108.800003
2018-01-11,109.099998
2018-01-12,110.239998
2018-01-16,108.889999
2018-01-17,110.040001
2018-01-18,111.769997
2018-01-19,111.93
2018-01-22,112.889999
2018-01-23,113.239998
2018-01-24,112.849998
2018-01-25,111.959999
2018-01-26,113.699997
2018-01-29,113.300003
2018-01-30,112.230003
2018-01-31,113.910004
2018-02-01,112.739998
2018-02-02,110.779999
2018-02-05,107.650002
2018-02-06,109.57
2018-02-07,110.050003
2018-02-08,104.029999
2018-02-09,106.980003
2018-02-12,108.550003
2018-02-13,107.690002
2018-02-14,109.019997
2018-02-15,113.120003
2018-02-16,112.860001
2018-02-20,114.349998
2018-02-21,114.480003
2018-02-22,113.0
2018-02-23,114.959999
2018-02-26,116.650002
2018-02-27,116.470001
2018-02-28,116.25
2018-03-01,119.43
2018-03-02,121.91999799999999
2018-03-05,122.5
2018-03-06,124.480003
2018-03-07,125.33000200000001
2018-03-08,126.360001
2018-03-09,127.410004
2018-03-12,126.779999
2018-03-13,126.730003
2018-03-14,127.989998
2018-03-15,127.220001
2018-03-16,125.970001
2018-03-19,124.980003
2018-03-20,125.120003
2018-03-21,121.699997
2018-03-22,118.040001
2018-03-23,114.43
2018-03-26,118.970001
2018-03-27,113.809998
2018-03-28,112.879997
2018-03-29,116.300003
2018-04-02,115.300003
2018-04-03,116.489998
2018-04-04,119.480003
2018-04-05,119.040001
2018-04-06,116.099998
2018-04-09,117.190002
2018-04-10,119.489998
2018-04-11,119.160004
2018-04-12,121.400002
2018-04-13,119.010002
2018-04-16,119.410004
2018-04-17,123.349998
2018-04-18,124.459999
2018-04-19,124.059998
2018-04-20,122.82
2018-04-23,121.889999
2018-04-24,117.879997
2018-04-25,117.32
2018-04-26,120.83000200000001
2018-04-27,120.220001
2018-04-30,120.989998
2018-05-01,123.110001
2018-05-02,122.82
2018-05-03,124.410004
