Date,REG
1994-04-06,17.625
1994-04-07,17.875
1994-04-08,17.875
1994-04-11,18.0
1994-04-12,17.625
1994-04-13,17.625
1994-04-14,17.625
1994-04-15,17.75
1994-04-18,17.875
1994-04-19,17.75
1994-04-20,18.0
1994-04-21,17.875
1994-04-22,18.0
1994-04-25,17.875
1994-04-26,18.0
1994-04-28,17.75
1994-04-29,17.75
1994-05-02,18.0
1994-05-03,17.5
1994-05-04,17.625
1994-05-05,17.5
1994-05-06,17.5
1994-05-09,17.5
1994-05-10,17.5
1994-05-11,17.5
1994-05-12,17.5
1994-05-13,17.5
1994-05-16,17.5
1994-05-17,17.5
1994-05-18,17.625
1994-05-19,17.625
1994-05-20,17.5
1994-05-23,17.25
1994-05-24,17.375
1994-05-25,17.25
1994-05-26,17.5
1994-05-27,17.25
1994-05-31,17.5
1994-06-01,17.625
1994-06-02,18.125
1994-06-03,18.5
1994-06-06,18.125
1994-06-07,18.125
1994-06-08,17.75
1994-06-09,17.875
1994-06-10,18.25
1994-06-13,18.0
1994-06-14,18.0
1994-06-15,17.875
1994-06-16,17.75
1994-06-17,17.875
1994-06-20,17.75
1994-06-21,17.75
1994-06-22,17.75
1994-06-23,17.625
1994-06-24,17.625
1994-06-27,17.75
1994-06-28,17.5
1994-06-29,17.5
1994-06-30,17.375
1994-07-01,17.0
1994-07-05,16.75
1994-07-06,17.125
1994-07-07,16.75
1994-07-08,16.5
1994-07-11,16.75
1994-07-12,17.125
1994-07-13,17.25
1994-07-14,17.25
1994-07-15,17.375
1994-07-18,17.5
1994-07-19,17.5
1994-07-20,17.5
1994-07-21,16.875
1994-07-22,16.25
1994-07-25,16.375
1994-07-26,16.375
1994-07-27,16.375
1994-07-28,16.5
1994-07-29,16.625
1994-08-01,16.5
1994-08-02,16.5
1994-08-03,16.625
1994-08-04,16.875
1994-08-05,16.875
1994-08-08,16.875
1994-08-09,16.875
1994-08-10,17.25
1994-08-11,17.0
1994-08-12,17.125
1994-08-15,16.875
1994-08-16,16.875
1994-08-17,17.125
1994-08-18,17.375
1994-08-19,17.375
1994-08-22,17.25
1994-08-23,17.125
1994-08-24,17.0
1994-08-25,17.0
1994-08-26,17.125
1994-08-29,17.125
1994-08-30,17.125
1994-08-31,17.0
1994-09-01,16.75
1994-09-02,16.5
1994-09-06,16.375
1994-09-07,16.75
1994-09-08,16.5
1994-09-09,16.5
1994-09-12,16.625
1994-09-13,16.625
1994-09-14,16.625
1994-09-15,16.75
1994-09-16,16.5
1994-09-19,16.625
1994-09-20,16.375
1994-09-21,16.5
1994-09-22,16.25
1994-09-23,16.25
1994-09-26,16.125
1994-09-27,16.125
1994-09-28,16.125
1994-09-29,15.875
1994-09-30,16.0
1994-10-03,16.0
1994-10-04,16.375
1994-10-05,16.125
1994-10-06,16.25
1994-10-07,16.0
1994-10-10,16.25
1994-10-11,16.375
1994-10-12,16.5
1994-10-13,16.625
1994-10-14,16.5
1994-10-17,16.0
1994-10-18,16.25
1994-10-19,16.125
1994-10-20,16.0
1994-10-21,15.375
1994-10-24,15.5
1994-10-25,15.375
1994-10-26,15.625
1994-10-27,15.75
1994-10-28,15.75
1994-10-31,15.875
1994-11-01,15.875
1994-11-02,16.0
1994-11-03,16.0
1994-11-04,15.625
1994-11-07,15.75
1994-11-08,15.5
1994-11-09,15.625
1994-11-10,15.625
1994-11-11,15.75
1994-11-14,15.75
1994-11-15,15.625
1994-11-16,15.5
1994-11-17,15.75
1994-11-18,15.375
1994-11-21,15.625
1994-11-22,15.5
1994-11-23,15.625
1994-11-25,15.75
1994-11-28,15.375
1994-11-29,15.5
1994-11-30,15.375
1994-12-01,15.375
1994-12-02,15.25
1994-12-05,15.875
1994-12-06,15.875
1994-12-07,15.75
1994-12-08,15.75
1994-12-09,15.75
1994-12-12,15.75
1994-12-13,15.875
1994-12-14,15.875
1994-12-15,16.5
1994-12-16,17.25
1994-12-19,17.125
1994-12-20,17.125
1994-12-21,17.375
1994-12-22,17.25
1994-12-23,17.5
1994-12-27,17.0
1994-12-28,16.875
1994-12-29,16.625
1994-12-30,16.75
1995-01-03,16.75
1995-01-04,16.875
1995-01-05,16.875
1995-01-06,16.875
1995-01-09,17.0
1995-01-10,16.625
1995-01-11,16.5
1995-01-12,16.25
1995-01-13,15.875
1995-01-16,16.25
1995-01-17,16.25
1995-01-18,15.75
1995-01-19,15.75
1995-01-20,15.5
1995-01-23,15.25
1995-01-24,15.375
1995-01-25,15.875
1995-01-26,15.75
1995-01-27,16.0
1995-01-30,15.875
1995-01-31,16.125
1995-02-01,15.75
1995-02-02,15.5
1995-02-03,16.0
1995-02-06,16.25
1995-02-07,16.5
1995-02-08,16.75
1995-02-09,16.625
1995-02-10,16.625
1995-02-13,16.5
1995-02-14,16.625
1995-02-15,16.75
1995-02-16,16.375
1995-02-17,16.25
1995-02-21,16.125
1995-02-22,16.0
1995-02-23,16.25
1995-02-24,16.5
1995-02-27,16.25
1995-02-28,16.5
1995-03-01,16.375
1995-03-02,16.625
1995-03-03,16.5
1995-03-06,16.25
1995-03-07,16.125
1995-03-08,16.125
1995-03-09,16.25
1995-03-10,16.25
1995-03-13,16.25
1995-03-14,16.25
1995-03-15,16.25
1995-03-16,16.75
1995-03-17,16.5
1995-03-20,16.25
1995-03-21,16.375
1995-03-22,16.375
1995-03-23,16.125
1995-03-24,16.125
1995-03-27,16.0
1995-03-28,16.125
1995-03-29,15.875
1995-03-30,16.0
1995-03-31,16.0
1995-04-03,16.0
1995-04-04,16.0
1995-04-05,15.875
1995-04-06,15.875
1995-04-07,15.75
1995-04-10,15.875
1995-04-11,16.0
1995-04-12,15.75
1995-04-13,15.875
1995-04-17,15.75
1995-04-18,15.875
1995-04-19,16.0
1995-04-20,15.875
1995-04-21,15.875
1995-04-24,16.0
1995-04-25,16.0
1995-04-26,16.0
1995-04-27,15.875
1995-04-28,15.875
1995-05-01,16.0
1995-05-02,16.25
1995-05-03,16.375
1995-05-04,16.25
1995-05-05,16.0
1995-05-08,16.0
1995-05-09,16.25
1995-05-10,16.625
1995-05-11,16.75
1995-05-12,16.625
1995-05-15,17.0
1995-05-16,16.875
1995-05-17,17.0
1995-05-18,17.0
1995-05-19,17.5
1995-05-22,17.5
1995-05-23,17.625
1995-05-24,17.625
1995-05-25,17.25
1995-05-26,17.125
1995-05-30,17.25
1995-05-31,17.25
1995-06-01,17.625
1995-06-02,17.625
1995-06-05,18.0
1995-06-06,18.375
1995-06-07,18.0
1995-06-08,18.0
1995-06-09,18.125
1995-06-12,18.0
1995-06-13,18.25
1995-06-14,18.25
1995-06-15,18.0
1995-06-16,17.875
1995-06-19,18.0
1995-06-20,18.0
1995-06-21,17.75
1995-06-22,17.875
1995-06-23,17.875
1995-06-26,17.75
1995-06-27,17.375
1995-06-28,17.375
1995-06-29,17.0
1995-06-30,17.0
1995-07-03,17.125
1995-07-05,17.25
1995-07-06,17.0
1995-07-07,17.375
1995-07-10,17.5
1995-07-11,17.25
1995-07-12,16.5
1995-07-13,17.0
1995-07-14,17.25
1995-07-17,17.0
1995-07-18,17.25
1995-07-19,17.25
1995-07-20,17.25
1995-07-21,17.25
1995-07-24,16.875
1995-07-25,16.875
1995-07-26,16.75
1995-07-27,16.75
1995-07-28,16.625
1995-07-31,16.875
1995-08-01,16.875
1995-08-02,17.0
1995-08-03,16.875
1995-08-04,17.0
1995-08-07,17.25
1995-08-08,17.125
1995-08-09,17.0
1995-08-10,16.875
1995-08-11,17.0
1995-08-14,16.875
1995-08-15,16.875
1995-08-16,17.0
1995-08-17,17.125
1995-08-18,16.875
1995-08-21,17.0
1995-08-22,17.0
1995-08-23,17.125
1995-08-24,17.125
1995-08-25,17.5
1995-08-28,17.5
1995-08-29,18.0
1995-08-30,17.875
1995-08-31,17.875
1995-09-01,17.75
1995-09-05,17.5
1995-09-06,17.5
1995-09-07,17.5
1995-09-08,17.5
1995-09-11,17.5
1995-09-12,17.25
1995-09-13,17.5
1995-09-14,17.375
1995-09-15,17.375
1995-09-18,17.5
1995-09-19,17.375
1995-09-20,17.5
1995-09-21,17.5
1995-09-22,17.5
1995-09-25,17.5
1995-09-26,17.375
1995-09-27,17.5
1995-09-28,17.625
1995-09-29,17.625
1995-10-02,17.375
1995-10-03,17.5
1995-10-04,17.5
1995-10-05,17.5
1995-10-06,17.375
1995-10-09,17.375
1995-10-10,17.375
1995-10-11,17.25
1995-10-12,17.25
1995-10-13,17.25
1995-10-16,17.375
1995-10-17,17.25
1995-10-18,17.5
1995-10-19,17.375
1995-10-20,17.5
1995-10-23,17.375
1995-10-24,17.375
1995-10-25,17.5
1995-10-26,17.5
1995-10-27,17.5
1995-10-30,17.375
1995-10-31,17.0
1995-11-01,16.875
1995-11-02,17.125
1995-11-03,17.25
1995-11-06,17.25
1995-11-07,17.375
1995-11-08,17.0
1995-11-09,16.875
1995-11-10,16.875
1995-11-13,16.875
1995-11-14,16.75
1995-11-15,16.625
1995-11-16,16.625
1995-11-17,16.75
1995-11-20,16.375
1995-11-21,16.375
1995-11-22,16.625
1995-11-24,16.625
1995-11-27,16.5
1995-11-28,16.5
1995-11-29,16.5
1995-11-30,16.5
1995-12-01,16.375
1995-12-04,16.75
1995-12-05,16.75
1995-12-06,17.0
1995-12-07,16.625
1995-12-08,16.625
1995-12-11,16.75
1995-12-12,16.75
1995-12-13,16.75
1995-12-14,16.875
1995-12-15,16.875
1995-12-18,16.625
1995-12-19,16.625
1995-12-20,16.875
1995-12-21,16.625
1995-12-22,16.875
1995-12-26,16.625
1995-12-27,17.0
1995-12-28,17.0
1995-12-29,17.25
1996-01-02,17.125
1996-01-03,17.375
1996-01-04,17.125
1996-01-05,17.125
1996-01-08,16.75
1996-01-09,16.625
1996-01-10,16.25
1996-01-11,16.0
1996-01-12,16.0
1996-01-15,16.0
1996-01-16,16.0
1996-01-17,16.0
1996-01-18,16.25
1996-01-19,16.5
1996-01-22,16.5
1996-01-23,16.125
1996-01-24,16.375
1996-01-25,16.375
1996-01-26,16.625
1996-01-29,16.375
1996-01-30,16.5
1996-01-31,16.625
1996-02-01,16.25
1996-02-02,16.125
1996-02-05,16.0
1996-02-06,16.125
1996-02-07,16.375
1996-02-08,16.0
1996-02-09,16.0
1996-02-12,16.125
1996-02-13,16.125
1996-02-14,16.25
1996-02-15,16.25
1996-02-16,16.25
1996-02-20,16.125
1996-02-21,16.375
1996-02-22,16.5
1996-02-23,16.5
1996-02-26,16.625
1996-02-27,16.625
1996-02-28,16.625
1996-02-29,16.5
1996-03-01,16.625
1996-03-04,16.625
1996-03-05,16.5
1996-03-06,16.5
1996-03-07,16.625
1996-03-08,16.75
1996-03-11,16.75
1996-03-12,16.625
1996-03-13,16.625
1996-03-14,16.5
1996-03-15,16.625
1996-03-18,17.0
1996-03-19,17.375
1996-03-20,17.125
1996-03-21,16.75
1996-03-22,16.75
1996-03-25,16.75
1996-03-26,16.625
1996-03-27,16.875
1996-03-28,16.75
1996-03-29,16.875
1996-04-01,16.875
1996-04-02,16.75
1996-04-03,16.875
1996-04-04,16.875
1996-04-08,16.75
1996-04-09,16.625
1996-04-10,16.75
1996-04-11,16.875
1996-04-12,17.125
1996-04-15,17.375
1996-04-16,17.625
1996-04-17,17.375
1996-04-18,17.5
1996-04-19,17.375
1996-04-22,17.5
1996-04-23,17.5
1996-04-24,17.5
1996-04-25,17.5
1996-04-26,17.125
1996-04-29,17.125
1996-04-30,17.375
1996-05-01,17.5
1996-05-02,17.375
1996-05-03,17.625
1996-05-06,17.625
1996-05-07,17.625
1996-05-08,17.625
1996-05-09,17.375
1996-05-10,17.5
1996-05-13,17.375
1996-05-14,17.75
1996-05-15,18.5
1996-05-16,18.5
1996-05-17,18.5
1996-05-20,18.625
1996-05-21,18.5
1996-05-22,18.875
1996-05-23,19.0
1996-05-24,18.625
1996-05-28,18.75
1996-05-29,18.625
1996-05-30,18.75
1996-05-31,18.875
1996-06-03,19.0
1996-06-04,19.25
1996-06-05,19.375
1996-06-06,19.5
1996-06-07,19.25
1996-06-10,19.0
1996-06-11,19.125
1996-06-12,21.0
1996-06-13,20.5
1996-06-14,20.125
1996-06-17,20.0
1996-06-18,19.875
1996-06-19,20.375
1996-06-20,20.25
1996-06-21,20.5
1996-06-24,20.5
1996-06-25,20.25
1996-06-26,20.0
1996-06-27,20.0
1996-06-28,20.875
1996-07-01,20.5
1996-07-02,20.5
1996-07-03,20.375
1996-07-05,20.25
1996-07-08,20.375
1996-07-09,20.625
1996-07-10,20.625
1996-07-11,20.625
1996-07-12,20.75
1996-07-15,20.75
1996-07-16,20.5
1996-07-17,20.375
1996-07-18,20.75
1996-07-19,20.375
1996-07-22,20.25
1996-07-23,19.875
1996-07-24,19.5
1996-07-25,19.375
1996-07-26,19.625
1996-07-29,20.0
1996-07-30,20.25
1996-07-31,20.5
1996-08-01,20.625
1996-08-02,21.0
1996-08-05,21.25
1996-08-06,21.0
1996-08-07,21.0
1996-08-08,20.75
1996-08-09,20.75
1996-08-12,21.0
1996-08-13,21.0
1996-08-14,20.625
1996-08-15,20.625
1996-08-16,20.75
1996-08-19,20.875
1996-08-20,20.875
1996-08-21,20.625
1996-08-22,21.0
1996-08-23,21.0
1996-08-26,21.25
1996-08-27,21.25
1996-08-28,21.25
1996-08-29,21.125
1996-08-30,21.125
1996-09-03,21.25
1996-09-04,21.125
1996-09-05,21.0
1996-09-06,21.0
1996-09-09,21.125
1996-09-10,21.5
1996-09-11,21.625
1996-09-12,21.5
1996-09-13,21.5
1996-09-16,21.375
1996-09-17,21.125
1996-09-18,21.375
1996-09-19,21.25
1996-09-20,21.375
1996-09-23,21.25
1996-09-24,21.375
1996-09-25,21.25
1996-09-26,21.25
1996-09-27,22.25
1996-09-30,22.375
1996-10-01,22.375
1996-10-02,22.25
1996-10-03,22.0
1996-10-04,22.125
1996-10-07,22.0
1996-10-08,22.125
1996-10-09,22.125
1996-10-10,22.125
1996-10-11,22.25
1996-10-14,22.25
1996-10-15,22.0
1996-10-16,22.125
1996-10-17,22.0
1996-10-18,21.875
1996-10-21,21.875
1996-10-22,21.75
1996-10-23,21.75
1996-10-24,21.75
1996-10-25,21.625
1996-10-28,21.75
1996-10-29,21.875
1996-10-30,21.75
1996-10-31,21.75
1996-11-01,21.875
1996-11-04,22.25
1996-11-05,22.75
1996-11-06,23.0
1996-11-07,23.625
1996-11-08,24.5
1996-11-11,24.0
1996-11-12,23.625
1996-11-13,23.375
1996-11-14,23.0
1996-11-15,23.125
1996-11-18,23.625
1996-11-19,23.875
1996-11-20,23.875
1996-11-21,23.75
1996-11-22,24.0
1996-11-25,24.5
1996-11-26,24.375
1996-11-27,24.375
1996-11-29,24.0
1996-12-02,23.875
1996-12-03,23.875
1996-12-04,24.125
1996-12-05,24.125
1996-12-06,24.375
1996-12-09,24.5
1996-12-10,24.875
1996-12-11,24.875
1996-12-12,24.625
1996-12-13,25.0
1996-12-16,24.875
1996-12-17,24.875
1996-12-18,24.875
1996-12-19,25.0
1996-12-20,25.125
1996-12-23,25.125
1996-12-24,25.25
1996-12-26,25.75
1996-12-27,25.75
1996-12-30,25.5
1996-12-31,26.25
1997-01-02,26.125
1997-01-03,26.0
1997-01-06,25.5
1997-01-07,25.25
1997-01-08,25.125
1997-01-09,25.0
1997-01-10,25.125
1997-01-13,25.25
1997-01-14,25.625
1997-01-15,25.75
1997-01-16,26.0
1997-01-17,26.125
1997-01-20,26.0
1997-01-21,26.25
1997-01-22,26.25
1997-01-23,26.25
1997-01-24,26.125
1997-01-27,26.0
1997-01-28,26.125
1997-01-29,26.125
1997-01-30,26.25
1997-01-31,26.125
1997-02-03,26.25
1997-02-04,26.625
1997-02-05,26.625
1997-02-06,26.625
1997-02-07,26.75
1997-02-10,26.75
1997-02-11,27.0
1997-02-12,27.0
1997-02-13,27.125
1997-02-14,27.0
1997-02-18,27.0
1997-02-19,26.875
1997-02-20,26.875
1997-02-21,27.5
1997-02-24,27.0
1997-02-25,26.875
1997-02-26,27.0
1997-02-27,27.25
1997-02-28,27.25
1997-03-03,27.375
1997-03-04,28.0
1997-03-05,27.875
1997-03-06,27.625
1997-03-07,27.75
1997-03-10,27.875
1997-03-11,27.875
1997-03-12,27.75
1997-03-13,27.625
1997-03-14,27.5
1997-03-17,27.375
1997-03-18,27.375
1997-03-19,27.5
1997-03-20,27.375
1997-03-21,27.375
1997-03-24,27.375
1997-03-25,26.75
1997-03-26,26.5
1997-03-27,26.875
1997-03-31,26.75
1997-04-01,25.875
1997-04-02,25.5
1997-04-03,25.25
1997-04-04,25.0
1997-04-07,25.125
1997-04-08,26.0
1997-04-09,26.625
1997-04-10,26.875
1997-04-11,26.75
1997-04-14,26.5
1997-04-15,26.875
1997-04-16,26.75
1997-04-17,27.25
1997-04-18,27.25
1997-04-21,26.75
1997-04-22,26.875
1997-04-23,26.625
1997-04-24,26.625
1997-04-25,26.5
1997-04-28,26.375
1997-04-29,26.375
1997-04-30,26.0
1997-05-01,25.75
1997-05-02,26.125
1997-05-05,26.125
1997-05-06,26.125
1997-05-07,26.0
1997-05-08,26.25
1997-05-09,26.25
1997-05-12,26.125
1997-05-13,26.125
1997-05-14,26.25
1997-05-15,26.625
1997-05-16,26.375
1997-05-19,26.625
1997-05-20,26.625
1997-05-21,26.5
1997-05-22,26.375
1997-05-23,26.625
1997-05-27,26.625
1997-05-28,26.375
1997-05-29,26.5
1997-05-30,26.375
1997-06-02,26.625
1997-06-03,26.5
1997-06-04,26.625
1997-06-05,27.125
1997-06-06,26.875
1997-06-09,27.125
1997-06-10,27.125
1997-06-11,27.5
1997-06-12,27.5
1997-06-13,27.75
1997-06-16,27.625
1997-06-17,27.75
1997-06-18,27.625
1997-06-19,28.125
1997-06-20,27.875
1997-06-23,28.0
1997-06-24,27.625
1997-06-25,27.125
1997-06-26,27.125
1997-06-27,27.25
1997-06-30,27.25
1997-07-01,27.625
1997-07-02,27.5625
1997-07-03,27.75
1997-07-07,27.8125
1997-07-08,28.25
1997-07-09,27.875
1997-07-10,27.75
1997-07-11,27.25
1997-07-14,27.3125
1997-07-15,27.3125
1997-07-16,27.25
1997-07-17,27.375
1997-07-18,27.25
1997-07-21,27.3125
1997-07-22,27.5
1997-07-23,27.4375
1997-07-24,27.5
1997-07-25,27.3125
1997-07-28,27.25
1997-07-29,27.1875
1997-07-30,26.875
1997-07-31,26.8125
1997-08-01,27.0
1997-08-04,27.0625
1997-08-05,27.75
1997-08-06,27.6875
1997-08-07,27.875
1997-08-08,27.375
1997-08-11,27.3125
1997-08-12,26.875
1997-08-13,26.875
1997-08-14,26.375
1997-08-15,26.3125
1997-08-18,25.625
1997-08-19,25.1875
1997-08-20,25.5625
1997-08-21,25.25
1997-08-22,25.125
1997-08-25,25.625
1997-08-26,26.0
1997-08-27,26.25
1997-08-28,26.375
1997-08-29,26.5625
1997-09-02,26.25
1997-09-03,25.875
1997-09-04,26.125
1997-09-05,26.3125
1997-09-08,27.125
1997-09-09,27.0
1997-09-10,26.9375
1997-09-11,26.5
1997-09-12,26.875
1997-09-15,26.75
1997-09-16,27.3125
1997-09-17,27.1875
1997-09-18,26.5
1997-09-19,26.375
1997-09-22,26.0
1997-09-23,25.8125
1997-09-24,25.75
1997-09-25,25.75
1997-09-26,26.0625
1997-09-29,26.375
1997-09-30,26.75
1997-10-01,26.5
1997-10-02,26.6875
1997-10-03,26.75
1997-10-06,26.6875
1997-10-07,26.5625
1997-10-08,26.3125
1997-10-09,25.75
1997-10-10,26.0
1997-10-13,26.1875
1997-10-14,25.5
1997-10-15,26.25
1997-10-16,26.125
1997-10-17,26.25
1997-10-20,26.625
1997-10-21,26.5
1997-10-22,26.625
1997-10-23,25.875
1997-10-24,25.8125
1997-10-27,24.625
1997-10-28,25.125
1997-10-29,25.3125
1997-10-30,25.375
1997-10-31,25.75
1997-11-03,26.5
1997-11-04,26.875
1997-11-05,26.875
1997-11-06,26.75
1997-11-07,25.625
1997-11-10,25.5
1997-11-11,25.3125
1997-11-12,25.4375
1997-11-13,25.25
1997-11-14,25.25
1997-11-17,25.4375
1997-11-18,26.0625
1997-11-19,26.1875
1997-11-20,26.125
1997-11-21,26.625
1997-11-24,26.125
1997-11-25,26.1875
1997-11-26,26.1875
1997-11-28,26.5625
1997-12-01,26.6875
1997-12-02,26.6875
1997-12-03,26.4375
1997-12-04,26.625
1997-12-05,27.0
1997-12-08,26.875
1997-12-09,26.6875
1997-12-10,26.75
1997-12-11,26.625
1997-12-12,26.5
1997-12-15,26.5625
1997-12-16,26.375
1997-12-17,26.4375
1997-12-18,26.375
1997-12-19,26.3125
1997-12-22,26.4375
1997-12-23,26.3125
1997-12-24,26.4375
1997-12-26,26.6875
1997-12-29,28.0
1997-12-30,27.75
1997-12-31,27.6875
1998-01-02,27.75
1998-01-05,27.625
1998-01-06,27.5
1998-01-07,27.5
1998-01-08,27.25
1998-01-09,26.75
1998-01-12,26.5625
1998-01-13,26.875
1998-01-14,27.0
1998-01-15,26.875
1998-01-16,27.0
1998-01-20,27.125
1998-01-21,27.0625
1998-01-22,26.9375
1998-01-23,26.9375
1998-01-26,27.0
1998-01-27,27.125
1998-01-28,27.125
1998-01-29,27.0625
1998-01-30,27.1875
1998-02-02,27.125
1998-02-03,27.25
1998-02-04,27.5
1998-02-05,27.375
1998-02-06,27.625
1998-02-09,27.625
1998-02-10,27.0
1998-02-11,27.0625
1998-02-12,26.8125
1998-02-13,26.5
1998-02-17,26.375
1998-02-18,26.375
1998-02-19,26.25
1998-02-20,26.1875
1998-02-23,26.25
1998-02-24,26.3125
1998-02-25,26.3125
1998-02-26,26.3125
1998-02-27,26.1875
1998-03-02,26.125
1998-03-03,26.375
1998-03-04,26.375
1998-03-05,26.1875
1998-03-06,26.1875
1998-03-09,26.0625
1998-03-10,25.8125
1998-03-11,25.625
1998-03-12,25.5625
1998-03-13,25.4375
1998-03-16,25.5625
1998-03-17,25.25
1998-03-18,24.875
1998-03-19,24.875
1998-03-20,25.0625
1998-03-23,25.25
1998-03-24,25.25
1998-03-25,25.0
1998-03-26,25.25
1998-03-27,25.0
1998-03-30,25.375
1998-03-31,26.4375
1998-04-01,25.5625
1998-04-02,25.625
1998-04-03,25.875
1998-04-06,25.75
1998-04-07,25.75
1998-04-08,25.625
1998-04-09,25.6875
1998-04-13,25.625
1998-04-14,25.625
1998-04-15,25.625
1998-04-16,25.125
1998-04-17,25.3125
1998-04-20,25.25
1998-04-21,25.25
1998-04-22,24.9375
1998-04-23,24.875
1998-04-24,25.1875
1998-04-27,24.5
1998-04-28,25.3125
1998-04-29,25.1875
1998-04-30,25.75
1998-05-01,26.0
1998-05-04,26.0625
1998-05-05,26.125
1998-05-06,26.375
1998-05-07,26.25
1998-05-08,26.25
1998-05-11,26.5625
1998-05-12,26.5
1998-05-13,26.4375
1998-05-14,26.1875
1998-05-15,25.5625
1998-05-18,25.25
1998-05-19,25.1875
1998-05-20,24.9375
1998-05-21,24.75
1998-05-22,24.5625
1998-05-26,24.4375
1998-05-27,24.75
1998-05-28,24.75
1998-05-29,24.5
1998-06-01,24.5
1998-06-02,24.4375
1998-06-03,24.5
1998-06-04,24.5
1998-06-05,24.4375
1998-06-08,24.3125
1998-06-09,24.4375
1998-06-10,24.25
1998-06-11,24.25
1998-06-12,24.1875
1998-06-15,24.125
1998-06-16,24.125
1998-06-17,24.25
1998-06-18,24.3125
1998-06-19,24.3125
1998-06-22,24.25
1998-06-23,24.4375
1998-06-24,24.4375
1998-06-25,24.875
1998-06-26,25.4375
1998-06-29,25.5625
1998-06-30,25.125
1998-07-01,25.75
1998-07-02,25.6875
1998-07-06,25.9375
1998-07-07,26.4375
1998-07-08,26.3125
1998-07-09,26.3125
1998-07-10,26.125
1998-07-13,25.875
1998-07-14,25.5625
1998-07-15,25.5
1998-07-16,25.9375
1998-07-17,26.0
1998-07-20,26.0625
1998-07-21,26.0
1998-07-22,25.375
1998-07-23,25.375
1998-07-24,25.375
1998-07-27,25.25
1998-07-28,25.0
1998-07-29,24.75
1998-07-30,24.25
1998-07-31,23.75
1998-08-03,23.25
1998-08-04,22.375
1998-08-05,22.4375
1998-08-06,22.625
1998-08-07,22.8125
1998-08-10,22.5
1998-08-11,22.0
1998-08-12,22.4375
1998-08-13,22.6875
1998-08-14,22.6875
1998-08-17,22.75
1998-08-18,22.9375
1998-08-19,22.8125
1998-08-20,22.625
1998-08-21,22.6875
1998-08-24,22.8125
1998-08-25,22.6875
1998-08-26,22.5
1998-08-27,22.4375
1998-08-28,22.5
1998-08-31,22.0625
1998-09-01,22.125
1998-09-02,21.75
1998-09-03,21.25
1998-09-04,21.125
1998-09-08,21.375
1998-09-09,21.125
1998-09-10,20.75
1998-09-11,20.75
1998-09-14,20.6875
1998-09-15,20.625
1998-09-16,20.5625
1998-09-17,21.25
1998-09-18,21.75
1998-09-21,22.125
1998-09-22,23.25
1998-09-23,23.4375
1998-09-24,23.625
1998-09-25,23.1875
1998-09-28,23.125
1998-09-29,23.1875
1998-09-30,22.9375
1998-10-01,22.5
1998-10-02,22.1875
1998-10-05,21.0625
1998-10-06,20.9375
1998-10-07,20.8125
1998-10-08,20.5625
1998-10-09,20.5
1998-10-12,20.8125
1998-10-13,20.875
1998-10-14,21.4375
1998-10-15,21.6875
1998-10-16,21.4375
1998-10-19,21.25
1998-10-20,21.875
1998-10-21,22.0
1998-10-22,22.375
