Date,PE
2018-12-27,16.030001000000002
2018-12-28,15.68
2018-12-31,15.98
2019-01-02,16.219998999999998
2019-01-03,16.15
2019-01-04,16.879998999999998
2019-01-07,18.120001000000002
2019-01-08,18.74
2019-01-09,19.190001000000002
2019-01-10,19.01
2019-01-11,18.719998999999998
2019-01-14,18.459999
2019-01-15,18.700001
2019-01-16,18.98
2019-01-17,19.049999
2019-01-18,19.25
2019-01-22,18.67
2019-01-23,18.16
2019-01-24,18.139999
2019-01-25,18.459999
2019-01-28,18.0
2019-01-29,18.1
2019-01-30,18.809998999999998
2019-01-31,18.58
2019-02-01,18.610001
2019-02-04,18.870001000000002
2019-02-05,18.379998999999998
2019-02-06,18.370001000000002
2019-02-07,17.870001000000002
2019-02-08,17.639999
2019-02-11,18.040001
2019-02-12,17.889999
2019-02-13,18.219998999999998
2019-02-14,18.450001
2019-02-15,18.73
2019-02-19,18.82
2019-02-20,18.540001
2019-02-21,17.93
2019-02-22,19.33
2019-02-25,18.74
2019-02-26,18.27
2019-02-27,18.620001000000002
2019-02-28,18.139999
2019-03-01,18.58
2019-03-04,19.08
2019-03-05,18.74
2019-03-06,18.219998999999998
2019-03-07,17.940001000000002
2019-03-08,17.280001000000002
2019-03-11,17.860001
2019-03-12,18.290001
2019-03-13,18.27
2019-03-14,18.07
2019-03-15,17.799999
2019-03-18,18.34
2019-03-19,18.09
2019-03-20,18.790001
2019-03-21,19.110001
2019-03-22,18.26
2019-03-25,17.98
2019-03-26,18.559998999999998
2019-03-27,18.620001000000002
2019-03-28,18.99
2019-03-29,19.299999
2019-04-01,19.33
2019-04-02,18.74
2019-04-03,18.110001
2019-04-04,17.85
2019-04-05,18.780001000000002
2019-04-08,19.07
2019-04-09,18.360001
2019-04-10,18.549999
2019-04-11,18.16
2019-04-12,20.290001
2019-04-15,20.299999
2019-04-16,20.450001
2019-04-17,20.85
2019-04-18,21.299999
2019-04-22,21.77
2019-04-23,21.65
2019-04-24,21.51
2019-04-25,20.77
2019-04-26,20.32
2019-04-29,20.190001000000002
2019-04-30,19.959999
2019-05-01,19.08
2019-05-02,18.889999
2019-05-03,19.719998999999998
2019-05-06,20.08
2019-05-07,19.549999
2019-05-08,20.360001
2019-05-09,20.629998999999998
2019-05-10,20.629998999999998
2019-05-13,20.02
2019-05-14,20.530001000000002
2019-05-15,20.85
2019-05-16,20.93
2019-05-17,20.610001
2019-05-20,20.17
2019-05-21,20.790001
2019-05-22,19.780001000000002
2019-05-23,18.25
2019-05-24,18.4
2019-05-28,18.299999
2019-05-29,18.51
2019-05-30,18.190001000000002
2019-05-31,17.83
2019-06-03,17.74
2019-06-04,18.059998999999998
2019-06-05,17.23
2019-06-06,17.450001
2019-06-07,17.540001
2019-06-10,17.49
2019-06-11,17.690001000000002
2019-06-12,16.93
2019-06-13,17.450001
2019-06-14,17.049999
2019-06-17,17.58
2019-06-18,18.040001
2019-06-19,17.559998999999998
2019-06-20,17.799999
2019-06-21,17.99
2019-06-24,18.120001000000002
2019-06-25,18.209999
2019-06-26,18.959999
2019-06-27,18.6
2019-06-28,19.01
2019-07-01,19.01
2019-07-02,18.33
2019-07-03,18.25
2019-07-05,18.389999
2019-07-08,18.34
2019-07-09,18.360001
2019-07-10,18.700001
2019-07-11,18.4
2019-07-12,18.299999
2019-07-15,17.389999
2019-07-16,16.85
2019-07-17,16.219998999999998
2019-07-18,16.41
2019-07-19,16.52
2019-07-22,16.58
2019-07-23,16.93
2019-07-24,17.0
2019-07-25,16.219998999999998
2019-07-26,16.110001
2019-07-29,15.89
2019-07-30,16.58
2019-07-31,16.59
2019-08-01,15.15
2019-08-02,14.86
2019-08-05,14.16
2019-08-06,14.13
2019-08-07,16.379998999999998
2019-08-08,16.459999
2019-08-09,16.42
2019-08-12,16.41
2019-08-13,16.450001
2019-08-14,15.59
2019-08-15,15.48
2019-08-16,15.95
2019-08-19,16.42
2019-08-20,16.209999
2019-08-21,16.700001
2019-08-22,16.790001
2019-08-23,16.09
2019-08-26,16.4
2019-08-27,16.65
2019-08-28,17.530001000000002
2019-08-29,18.040001
2019-08-30,17.91
2019-09-03,17.370001000000002
2019-09-04,17.67
2019-09-05,17.65
2019-09-06,17.27
2019-09-09,17.700001
2019-09-10,18.389999
2019-09-11,18.57
2019-09-12,18.309998999999998
2019-09-13,18.5
2019-09-16,19.860001
2019-09-17,19.280001000000002
2019-09-18,18.98
2019-09-19,18.67
2019-09-20,18.52
2019-09-23,18.32
2019-09-24,17.860001
2019-09-25,17.9
2019-09-26,17.35
2019-09-27,17.02
2019-09-30,16.799999
2019-10-01,16.18
2019-10-02,15.92
2019-10-03,16.42
2019-10-04,16.24
2019-10-07,16.07
2019-10-08,15.86
2019-10-09,16.129998999999998
2019-10-10,16.450001
2019-10-11,16.969998999999998
2019-10-14,15.18
2019-10-15,15.63
2019-10-16,16.110001
2019-10-17,16.15
2019-10-18,15.41
2019-10-21,15.61
2019-10-22,16.379998999999998
2019-10-23,16.629998999999998
2019-10-24,16.459999
2019-10-25,16.799999
2019-10-28,16.370001000000002
2019-10-29,16.51
2019-10-30,15.69
2019-10-31,15.81
2019-11-01,16.4
2019-11-04,17.049999
2019-11-05,17.08
2019-11-06,16.790001
2019-11-07,17.25
2019-11-08,17.1
2019-11-11,16.98
2019-11-12,16.65
2019-11-13,16.17
2019-11-14,15.94
2019-11-15,16.35
2019-11-18,15.73
2019-11-19,15.03
2019-11-20,15.49
2019-11-21,15.72
2019-11-22,15.46
2019-11-25,15.71
2019-11-26,14.94
2019-11-27,15.18
2019-11-29,14.98
2019-12-02,15.18
2019-12-03,15.03
2019-12-04,15.78
2019-12-05,15.52
2019-12-06,16.27
2019-12-09,16.25
2019-12-10,16.139999
2019-12-11,16.26
2019-12-12,17.24
2019-12-13,17.139999
2019-12-16,17.440001000000002
2019-12-17,17.84
2019-12-18,18.139999
2019-12-19,18.370001000000002
2019-12-20,18.389999
2019-12-23,18.59
2019-12-24,18.620001000000002
2019-12-26,18.76
2019-12-27,18.780001000000002
2019-12-30,18.75
2019-12-31,18.91
2020-01-02,19.17
2020-01-03,19.58
2020-01-06,20.0
2020-01-07,19.9
2020-01-08,18.75
2020-01-09,18.440001000000002
2020-01-10,18.129998999999998
2020-01-13,17.52
2020-01-14,17.76
2020-01-15,17.59
2020-01-16,17.85
2020-01-17,17.889999
2020-01-21,17.42
2020-01-22,16.93
2020-01-23,16.74
2020-01-24,16.93
2020-01-27,16.4
2020-01-28,17.1
2020-01-29,16.860001
2020-01-30,16.85
2020-01-31,16.639999
2020-02-03,16.469998999999998
2020-02-04,16.59
2020-02-05,17.469998999999998
2020-02-06,17.389999
2020-02-07,17.02
2020-02-10,16.280001000000002
2020-02-11,16.32
2020-02-12,16.77
2020-02-13,16.76
2020-02-14,16.76
2020-02-18,16.43
2020-02-19,17.219998999999998
2020-02-20,17.059998999999998
2020-02-21,16.75
2020-02-24,15.59
2020-02-25,14.54
2020-02-26,13.6
2020-02-27,12.87
2020-02-28,13.4
2020-03-02,13.18
2020-03-03,12.75
2020-03-04,13.02
2020-03-05,12.66
2020-03-06,10.57
2020-03-09,6.4
2020-03-10,7.27
2020-03-11,6.79
2020-03-12,5.73
2020-03-13,6.55
2020-03-16,5.31
2020-03-17,4.88
2020-03-18,4.12
2020-03-19,5.08
2020-03-20,5.13
2020-03-23,5.15
2020-03-24,5.74
2020-03-25,5.71
2020-03-26,5.74
2020-03-27,5.23
2020-03-30,4.81
2020-03-31,5.73
2020-04-01,5.55
2020-04-02,6.91
2020-04-03,7.01
2020-04-06,6.88
2020-04-07,6.82
2020-04-08,7.51
2020-04-09,7.32
2020-04-13,7.12
2020-04-14,6.87
2020-04-15,6.72
2020-04-16,6.27
2020-04-17,6.89
2020-04-20,6.64
2020-04-21,7.03
2020-04-22,7.7
2020-04-23,8.3
2020-04-24,8.32
2020-04-27,8.24
2020-04-28,8.65
2020-04-29,9.36
2020-04-30,9.45
2020-05-01,8.84
2020-05-04,9.45
2020-05-05,9.23
2020-05-06,8.97
2020-05-07,9.34
2020-05-08,9.63
