Date,COTY
2014-10-30,16.219998999999998
2014-10-31,16.6
2014-11-03,17.110001
2014-11-04,16.799999
2014-11-05,17.23
2014-11-06,17.93
2014-11-07,18.360001
2014-11-10,18.82
2014-11-11,18.700001
2014-11-12,19.35
2014-11-13,19.450001
2014-11-14,19.15
2014-11-17,18.98
2014-11-18,19.129998999999998
2014-11-19,19.440001000000002
2014-11-20,19.75
2014-11-21,19.889999
2014-11-24,19.84
2014-11-25,20.139999
2014-11-26,19.99
2014-11-28,20.24
2014-12-01,20.23
2014-12-02,20.09
2014-12-03,20.0
2014-12-04,19.950001
2014-12-05,20.200001
2014-12-08,19.959999
2014-12-09,19.99
2014-12-10,19.92
2014-12-11,20.07
2014-12-12,19.76
2014-12-15,19.459999
2014-12-16,19.110001
2014-12-17,19.639999
2014-12-18,20.040001
2014-12-19,20.049999
2014-12-22,20.059998999999998
2014-12-23,20.27
2014-12-24,20.67
2014-12-26,20.879998999999998
2014-12-29,20.879998999999998
2014-12-30,20.84
2014-12-31,20.66
2015-01-02,20.43
2015-01-05,20.370001000000002
2015-01-06,20.219998999999998
2015-01-07,20.290001
2015-01-08,20.459999
2015-01-09,19.860001
2015-01-12,19.32
2015-01-13,19.02
2015-01-14,18.91
2015-01-15,18.93
2015-01-16,18.709999
2015-01-20,18.719998999999998
2015-01-21,18.780001000000002
2015-01-22,19.129998999999998
2015-01-23,18.950001
2015-01-26,19.35
2015-01-27,19.1
2015-01-28,18.719998999999998
2015-01-29,19.32
2015-01-30,19.02
2015-02-02,19.209999
2015-02-03,19.6
2015-02-04,18.93
2015-02-05,21.24
2015-02-06,21.879998999999998
2015-02-09,22.15
2015-02-10,21.940001000000002
2015-02-11,21.950001
2015-02-12,22.030001000000002
2015-02-13,22.030001000000002
2015-02-17,22.290001
2015-02-18,22.299999
2015-02-19,22.08
2015-02-20,22.23
2015-02-23,22.450001
2015-02-24,22.309998999999998
2015-02-25,22.41
2015-02-26,22.18
2015-02-27,22.6
2015-03-02,23.040001
2015-03-03,22.74
2015-03-04,22.690001000000002
2015-03-05,23.059998999999998
2015-03-06,22.549999
2015-03-09,23.16
2015-03-10,22.18
2015-03-11,22.02
2015-03-12,22.48
2015-03-13,22.280001000000002
2015-03-16,22.389999
2015-03-17,22.959999
2015-03-18,23.24
2015-03-19,23.129998999999998
2015-03-20,23.639999
2015-03-23,24.42
2015-03-24,24.48
2015-03-25,24.370001000000002
2015-03-26,23.959999
2015-03-27,24.32
2015-03-30,24.18
2015-03-31,24.27
2015-04-01,24.209999
2015-04-02,23.77
2015-04-06,24.01
2015-04-07,23.629998999999998
2015-04-08,23.639999
2015-04-09,23.5
2015-04-10,23.33
2015-04-13,23.52
2015-04-14,24.780001000000002
2015-04-15,24.969998999999998
2015-04-16,25.059998999999998
2015-04-17,25.07
2015-04-20,25.200001
2015-04-21,25.16
2015-04-22,24.959999
2015-04-23,25.0
2015-04-24,24.780001000000002
2015-04-27,24.75
2015-04-28,24.5
2015-04-29,24.280001000000002
2015-04-30,23.91
2015-05-01,24.530001000000002
2015-05-04,24.75
2015-05-05,24.65
2015-05-06,24.219998999999998
2015-05-07,24.68
2015-05-08,23.870001000000002
2015-05-11,23.690001000000002
2015-05-12,23.6
2015-05-13,23.530001000000002
2015-05-14,23.940001000000002
2015-05-15,23.709999
2015-05-18,24.07
2015-05-19,24.59
2015-05-20,24.450001
2015-05-21,24.370001000000002
2015-05-22,24.290001
2015-05-26,24.559998999999998
2015-05-27,24.870001000000002
2015-05-28,25.139999
2015-05-29,24.93
2015-06-01,25.219998999999998
2015-06-02,25.459999
2015-06-03,25.68
2015-06-04,25.65
2015-06-05,25.809998999999998
2015-06-08,25.51
2015-06-09,25.74
2015-06-10,26.190001000000002
2015-06-11,25.92
2015-06-12,26.27
2015-06-15,26.049999
2015-06-16,31.08
2015-06-17,31.219998999999998
2015-06-18,30.91
2015-06-19,31.66
2015-06-22,31.440001000000002
2015-06-23,31.799999
2015-06-24,31.950001
2015-06-25,32.130001
2015-06-26,32.450001
2015-06-29,32.220001
2015-06-30,31.969998999999998
2015-07-01,32.68
2015-07-02,32.360001000000004
2015-07-06,32.23
2015-07-07,32.139998999999996
2015-07-08,31.52
2015-07-09,30.040001
2015-07-10,28.690001000000002
2015-07-13,27.969998999999998
2015-07-14,27.870001000000002
2015-07-15,27.9
2015-07-16,27.6
2015-07-17,27.48
2015-07-20,27.6
2015-07-21,27.02
2015-07-22,27.309998999999998
2015-07-23,27.209999
2015-07-24,26.700001
2015-07-27,26.51
2015-07-28,26.59
2015-07-29,26.84
2015-07-30,26.91
2015-07-31,26.73
2015-08-03,26.83
2015-08-04,27.49
2015-08-05,28.32
2015-08-06,27.98
2015-08-07,28.6
2015-08-10,29.209999
2015-08-11,29.66
2015-08-12,28.719998999999998
2015-08-13,30.469998999999998
2015-08-14,29.610001
2015-08-17,29.280001000000002
2015-08-18,29.290001
2015-08-19,29.049999
2015-08-20,28.700001
2015-08-21,28.299999
2015-08-24,27.75
2015-08-25,27.629998999999998
2015-08-26,28.32
2015-08-27,28.91
2015-08-28,30.139999
2015-08-31,30.309998999999998
2015-09-01,28.35
2015-09-02,28.690001000000002
2015-09-03,28.860001
2015-09-04,28.790001
2015-09-08,28.73
2015-09-09,28.889999
2015-09-10,28.43
2015-09-11,29.370001000000002
2015-09-14,28.16
2015-09-15,28.75
2015-09-16,28.799999
2015-09-17,29.219998999999998
2015-09-18,28.309998999999998
2015-09-21,27.91
2015-09-22,27.190001000000002
2015-09-23,27.139999
2015-09-24,26.91
2015-09-25,26.870001000000002
2015-09-28,25.780001000000002
2015-09-29,25.559998999999998
2015-09-30,27.059998999999998
2015-10-01,27.459999
2015-10-02,26.889999
2015-10-05,28.0
2015-10-06,27.24
2015-10-07,26.6
2015-10-08,27.370001000000002
2015-10-09,27.950001
2015-10-12,28.559998999999998
2015-10-13,28.459999
2015-10-14,27.690001000000002
2015-10-15,28.290001
2015-10-16,28.51
2015-10-19,28.5
2015-10-20,28.92
2015-10-21,28.049999
2015-10-22,28.08
2015-10-23,28.59
2015-10-26,28.58
2015-10-27,28.4
2015-10-28,28.719998999999998
2015-10-29,28.940001000000002
2015-10-30,28.950001
2015-11-02,29.66
2015-11-03,29.610001
2015-11-04,29.950001
2015-11-05,28.219998999999998
2015-11-06,28.5
2015-11-09,28.440001000000002
2015-11-10,29.879998999999998
2015-11-11,30.360001
2015-11-12,29.18
2015-11-13,28.67
2015-11-16,27.57
2015-11-17,26.5
2015-11-18,26.98
2015-11-19,26.82
2015-11-20,27.139999
2015-11-23,27.93
2015-11-24,28.360001
2015-11-25,28.92
2015-11-27,28.940001000000002
2015-11-30,27.780001000000002
2015-12-01,27.85
2015-12-02,27.41
2015-12-03,26.67
2015-12-04,26.879998999999998
2015-12-07,27.309998999999998
2015-12-08,27.41
2015-12-09,28.26
2015-12-10,27.889999
2015-12-11,26.709999
2015-12-14,26.6
2015-12-15,27.32
2015-12-16,27.860001
2015-12-17,27.549999
2015-12-18,26.809998999999998
2015-12-21,26.98
2015-12-22,26.299999
2015-12-23,26.469998999999998
2015-12-24,26.4
2015-12-28,25.969998999999998
2015-12-29,25.879998999999998
2015-12-30,25.440001000000002
2015-12-31,25.629998999999998
2016-01-04,24.950001
2016-01-05,24.940001000000002
2016-01-06,24.17
2016-01-07,23.469998999999998
2016-01-08,23.43
2016-01-11,22.75
2016-01-12,23.15
2016-01-13,22.57
2016-01-14,22.139999
2016-01-15,21.790001
2016-01-19,21.950001
2016-01-20,22.950001
2016-01-21,22.450001
2016-01-22,22.9
2016-01-25,22.450001
2016-01-26,23.16
2016-01-27,23.219998999999998
2016-01-28,23.450001
2016-01-29,24.610001
2016-02-01,24.309998999999998
2016-02-02,24.709999
2016-02-03,24.610001
2016-02-04,28.360001
2016-02-05,28.049999
2016-02-08,26.690001000000002
2016-02-09,27.41
2016-02-10,27.030001000000002
2016-02-11,26.75
2016-02-12,26.48
2016-02-16,27.0
2016-02-17,28.969998999999998
2016-02-18,28.889999
2016-02-19,28.84
2016-02-22,28.809998999999998
2016-02-23,28.73
2016-02-24,29.41
2016-02-25,29.469998999999998
2016-02-26,28.91
2016-02-29,28.48
2016-03-01,28.440001000000002
2016-03-02,28.92
2016-03-03,28.110001
2016-03-04,27.620001000000002
2016-03-07,27.440001000000002
2016-03-08,27.639999
2016-03-09,27.34
2016-03-10,27.6
2016-03-11,27.52
2016-03-14,27.200001
2016-03-15,26.99
2016-03-16,26.940001000000002
2016-03-17,27.190001000000002
2016-03-18,27.950001
2016-03-21,27.01
2016-03-22,26.709999
2016-03-23,26.469998999999998
2016-03-24,26.690001000000002
2016-03-28,27.129998999999998
2016-03-29,27.48
2016-03-30,27.66
2016-03-31,27.83
2016-04-01,29.0
2016-04-04,28.790001
2016-04-05,28.389999
2016-04-06,29.030001000000002
2016-04-07,28.91
2016-04-08,28.950001
2016-04-11,28.49
2016-04-12,29.18
2016-04-13,29.809998999999998
2016-04-14,29.58
2016-04-15,30.59
2016-04-18,30.370001000000002
2016-04-19,30.0
2016-04-20,29.959999
2016-04-21,29.700001
2016-04-22,29.51
2016-04-25,29.799999
2016-04-26,29.629998999999998
2016-04-27,29.98
2016-04-28,30.030001000000002
2016-04-29,30.4
2016-05-02,31.059998999999998
2016-05-03,28.35
2016-05-04,27.280001000000002
2016-05-05,26.99
2016-05-06,26.860001
2016-05-09,26.6
2016-05-10,26.950001
2016-05-11,26.200001
2016-05-12,25.870001000000002
2016-05-13,25.5
2016-05-16,25.49
2016-05-17,26.0
2016-05-18,25.290001
2016-05-19,25.129998999999998
2016-05-20,25.209999
2016-05-23,25.780001000000002
2016-05-24,26.059998999999998
2016-05-25,25.75
2016-05-26,26.1
2016-05-27,26.26
2016-05-31,26.34
2016-06-01,26.59
2016-06-02,26.83
2016-06-03,26.27
2016-06-06,26.84
2016-06-07,26.360001
2016-06-08,26.309998999999998
2016-06-09,26.719998999999998
2016-06-10,26.889999
2016-06-13,26.360001
2016-06-14,26.51
2016-06-15,26.4
2016-06-16,26.25
2016-06-17,26.25
2016-06-20,26.33
2016-06-21,26.370001000000002
2016-06-22,26.51
2016-06-23,26.73
2016-06-24,25.360001
2016-06-27,25.34
2016-06-28,25.35
2016-06-29,25.709999
2016-06-30,25.99
2016-07-01,26.219998999999998
2016-07-05,26.18
2016-07-06,26.200001
2016-07-07,26.440001000000002
2016-07-08,27.139999
2016-07-11,27.09
2016-07-12,27.219998999999998
2016-07-13,27.27
2016-07-14,27.41
2016-07-15,27.6
2016-07-18,27.700001
2016-07-19,27.299999
2016-07-20,27.129998999999998
2016-07-21,26.620001000000002
2016-07-22,26.6
2016-07-25,26.700001
2016-07-26,27.059998999999998
2016-07-27,26.76
2016-07-28,26.6
2016-07-29,26.870001000000002
2016-08-01,26.91
2016-08-02,26.860001
2016-08-03,27.09
2016-08-04,27.190001000000002
2016-08-05,27.639999
2016-08-08,28.01
2016-08-09,27.65
2016-08-10,27.99
2016-08-11,28.950001
2016-08-12,28.969998999999998
2016-08-15,29.75
2016-08-16,28.280001000000002
2016-08-17,27.709999
2016-08-18,28.58
2016-08-19,28.67
2016-08-22,28.91
2016-08-23,28.24
2016-08-24,27.809998999999998
2016-08-25,27.639999
2016-08-26,27.530001000000002
2016-08-29,27.450001
2016-08-30,27.27
2016-08-31,26.950001
2016-09-01,25.709999
2016-09-02,26.43
2016-09-06,25.879998999999998
2016-09-07,25.1
2016-09-08,24.780001000000002
2016-09-09,24.25
2016-09-12,24.549999
2016-09-13,24.139999
2016-09-14,24.09
2016-09-15,24.33
2016-09-16,24.48
2016-09-19,24.02
2016-09-20,24.09
2016-09-21,23.85
2016-09-22,23.73
2016-09-23,23.389999
2016-09-26,23.57
2016-09-27,23.450001
2016-09-28,23.82
2016-09-29,23.08
2016-09-30,23.5
2016-10-03,23.790001
2016-10-04,23.98
2016-10-05,25.1
2016-10-06,24.76
2016-10-07,23.610001
2016-10-10,22.91
2016-10-11,22.959999
2016-10-12,23.370001000000002
2016-10-13,23.48
2016-10-14,23.34
2016-10-17,23.389999
2016-10-18,23.43
2016-10-19,23.549999
2016-10-20,23.379998999999998
2016-10-21,23.0
2016-10-24,22.76
2016-10-25,23.110001
2016-10-26,22.93
2016-10-27,22.719998999999998
2016-10-28,22.9
2016-10-31,22.99
2016-11-01,22.43
2016-11-02,22.25
2016-11-03,22.35
2016-11-04,21.889999
2016-11-07,22.209999
2016-11-08,21.889999
2016-11-09,19.65
2016-11-10,18.549999
2016-11-11,18.66
2016-11-14,18.24
2016-11-15,18.26
2016-11-16,18.35
2016-11-17,18.6
2016-11-18,18.75
2016-11-21,19.450001
2016-11-22,19.709999
2016-11-23,19.82
2016-11-25,19.879998999999998
2016-11-28,19.75
2016-11-29,19.549999
2016-11-30,18.709999
2016-12-01,18.08
2016-12-02,18.09
2016-12-05,18.530001000000002
2016-12-06,18.780001000000002
2016-12-07,18.780001000000002
2016-12-08,19.07
2016-12-09,19.16
2016-12-12,18.59
2016-12-13,18.860001
2016-12-14,18.620001000000002
2016-12-15,18.35
2016-12-16,18.690001000000002
2016-12-19,18.76
2016-12-20,18.67
2016-12-21,18.76
2016-12-22,18.73
2016-12-23,18.67
2016-12-27,18.76
2016-12-28,18.49
2016-12-29,18.41
2016-12-30,18.309998999999998
2017-01-03,18.67
2017-01-04,19.0
2017-01-05,18.91
2017-01-06,19.08
2017-01-09,18.85
2017-01-10,18.959999
2017-01-11,18.58
2017-01-12,18.540001
2017-01-13,18.719998999999998
2017-01-17,19.1
2017-01-18,18.93
2017-01-19,18.6
2017-01-20,19.02
2017-01-23,18.76
2017-01-24,19.0
2017-01-25,19.530001000000002
2017-01-26,19.57
2017-01-27,19.5
2017-01-30,18.85
2017-01-31,19.200001
2017-02-01,18.940001000000002
2017-02-02,19.33
2017-02-03,19.4
2017-02-06,19.280001000000002
2017-02-07,19.52
2017-02-08,20.040001
2017-02-09,18.32
2017-02-10,18.280001000000002
2017-02-13,18.370001000000002
2017-02-14,19.27
2017-02-15,19.77
2017-02-16,18.690001000000002
2017-02-17,18.889999
2017-02-21,19.16
2017-02-22,18.84
2017-02-23,18.82
2017-02-24,18.66
2017-02-27,18.75
2017-02-28,18.780001000000002
2017-03-01,19.370001000000002
2017-03-02,18.709999
2017-03-03,18.74
2017-03-06,18.93
2017-03-07,18.799999
2017-03-08,18.74
2017-03-09,18.690001000000002
2017-03-10,19.1
2017-03-13,19.200001
2017-03-14,18.93
2017-03-15,19.139999
2017-03-16,19.309998999999998
2017-03-17,19.43
2017-03-20,19.15
2017-03-21,18.530001000000002
2017-03-22,18.379998999999998
2017-03-23,18.389999
2017-03-24,18.469998999999998
2017-03-27,18.26
2017-03-28,18.57
2017-03-29,18.58
2017-03-30,18.219998999999998
2017-03-31,18.129998999999998
2017-04-03,17.74
2017-04-04,17.18
2017-04-05,17.16
2017-04-06,17.290001
2017-04-07,17.049999
2017-04-10,17.209999
2017-04-11,17.379998999999998
2017-04-12,17.6
2017-04-13,17.889999
2017-04-17,18.15
2017-04-18,18.41
2017-04-19,17.99
2017-04-20,17.9
2017-04-21,17.6
2017-04-24,17.83
2017-04-25,18.219998999999998
2017-04-26,18.120001000000002
2017-04-27,18.01
2017-04-28,17.85
2017-05-01,18.120001000000002
2017-05-02,18.059998999999998
2017-05-03,18.110001
2017-05-04,18.33
2017-05-05,18.07
2017-05-08,18.02
2017-05-09,17.83
2017-05-10,19.950001
2017-05-11,19.6
2017-05-12,19.58
2017-05-15,19.17
2017-05-16,18.870001000000002
2017-05-17,18.66
2017-05-18,18.629998999999998
2017-05-19,18.75
2017-05-22,18.809998999999998
2017-05-23,18.98
2017-05-24,18.9
2017-05-25,18.73
2017-05-26,19.059998999999998
2017-05-30,18.870001000000002
2017-05-31,18.940001000000002
2017-06-01,19.32
2017-06-02,19.09
2017-06-05,19.01
2017-06-06,19.08
2017-06-07,18.83
2017-06-08,18.49
2017-06-09,18.74
2017-06-12,19.299999
2017-06-13,19.34
2017-06-14,19.209999
2017-06-15,19.0
2017-06-16,19.049999
2017-06-19,19.309998999999998
2017-06-20,19.059998999999998
2017-06-21,18.98
2017-06-22,19.08
2017-06-23,19.139999
2017-06-26,19.200001
2017-06-27,18.82
2017-06-28,18.809998999999998
2017-06-29,18.9
2017-06-30,18.76
2017-07-03,19.139999
2017-07-05,18.860001
2017-07-06,18.790001
2017-07-07,18.790001
2017-07-10,18.43
2017-07-11,18.219998999999998
2017-07-12,18.15
2017-07-13,18.26
2017-07-14,18.379998999999998
2017-07-17,18.440001000000002
2017-07-18,18.5
2017-07-19,18.700001
2017-07-20,18.889999
2017-07-21,18.92
2017-07-24,19.18
2017-07-25,19.530001000000002
2017-07-26,19.809998999999998
2017-07-27,20.34
2017-07-28,20.540001
2017-07-31,20.48
2017-08-01,20.23
2017-08-02,20.18
2017-08-03,19.93
2017-08-04,19.709999
2017-08-07,20.040001
2017-08-08,19.9
2017-08-09,19.860001
2017-08-10,19.459999
2017-08-11,19.48
2017-08-14,19.700001
2017-08-15,19.559998999999998
2017-08-16,19.67
2017-08-17,19.16
2017-08-18,19.23
2017-08-21,19.549999
2017-08-22,17.709999
2017-08-23,16.74
2017-08-24,16.24
2017-08-25,16.4
2017-08-28,16.09
2017-08-29,16.51
2017-08-30,16.530001000000002
2017-08-31,16.58
2017-09-01,16.549999
2017-09-05,16.370001000000002
2017-09-06,16.49
2017-09-07,16.35
2017-09-08,16.469998999999998
2017-09-11,16.719998999999998
2017-09-12,17.059998999999998
2017-09-13,17.17
2017-09-14,17.16
2017-09-15,16.860001
2017-09-18,16.93
2017-09-19,16.620001000000002
2017-09-20,16.65
2017-09-21,16.0
2017-09-22,16.15
2017-09-25,16.24
2017-09-26,16.280001000000002
2017-09-27,16.309998999999998
2017-09-28,16.15
2017-09-29,16.530001000000002
2017-10-02,16.65
2017-10-03,16.719998999999998
2017-10-04,16.639999
2017-10-05,16.9
2017-10-06,16.879998999999998
2017-10-09,16.75
2017-10-10,16.809998999999998
2017-10-11,16.85
2017-10-12,16.76
2017-10-13,17.059998999999998
2017-10-16,16.83
2017-10-17,16.0
2017-10-18,15.76
2017-10-19,15.83
2017-10-20,15.85
2017-10-23,15.45
2017-10-24,15.35
2017-10-25,15.25
2017-10-26,15.24
2017-10-27,14.91
2017-10-30,14.97
2017-10-31,15.4
2017-11-01,15.31
2017-11-02,14.46
2017-11-03,14.36
2017-11-06,14.52
2017-11-07,14.45
2017-11-08,14.76
2017-11-09,16.799999
2017-11-10,16.309998999999998
2017-11-13,16.75
2017-11-14,16.950001
2017-11-15,16.82
2017-11-16,16.85
2017-11-17,17.049999
2017-11-20,17.1
2017-11-21,16.870001000000002
2017-11-22,16.98
2017-11-24,17.0
2017-11-27,17.0
2017-11-28,17.200001
2017-11-29,17.09
2017-11-30,17.23
2017-12-01,17.049999
2017-12-04,17.559998999999998
2017-12-05,17.639999
2017-12-06,17.629998999999998
2017-12-07,17.6
2017-12-08,17.780001000000002
2017-12-11,17.91
2017-12-12,18.620001000000002
2017-12-13,19.42
2017-12-14,19.540001
2017-12-15,19.780001000000002
2017-12-18,19.700001
2017-12-19,19.379998999999998
2017-12-20,19.450001
2017-12-21,19.75
2017-12-22,19.93
2017-12-26,20.15
2017-12-27,19.85
2017-12-28,20.07
2017-12-29,19.889999
2018-01-02,19.879998999999998
2018-01-03,19.77
2018-01-04,20.08
2018-01-05,20.4
2018-01-08,20.32
2018-01-09,20.59
2018-01-10,20.52
2018-01-11,20.52
2018-01-12,20.780001000000002
2018-01-16,20.4
2018-01-17,20.700001
2018-01-18,20.01
