Date,NAVI
2019-03-08,11.73
2019-03-11,11.75
2019-03-12,11.75
2019-03-13,11.8
2019-03-14,11.85
2019-03-15,12.03
2019-03-18,12.14
2019-03-19,11.96
2019-03-20,11.79
2019-03-21,12.04
2019-03-22,11.59
2019-03-25,11.59
2019-03-26,11.62
2019-03-27,11.56
2019-03-28,11.73
2019-03-29,11.57
2019-04-01,12.1
2019-04-02,11.83
2019-04-03,11.98
2019-04-04,12.21
2019-04-05,12.17
2019-04-08,12.26
2019-04-09,11.92
2019-04-10,12.15
2019-04-11,12.16
2019-04-12,12.42
2019-04-15,12.27
2019-04-16,12.35
2019-04-17,12.17
2019-04-18,12.19
2019-04-22,12.06
2019-04-23,12.43
2019-04-24,12.96
2019-04-25,13.19
2019-04-26,13.2
2019-04-29,13.18
2019-04-30,13.51
2019-05-01,13.63
2019-05-02,13.84
2019-05-03,13.92
2019-05-06,13.93
2019-05-07,13.78
2019-05-08,13.65
2019-05-09,13.63
2019-05-10,13.82
2019-05-13,13.23
2019-05-14,13.36
2019-05-15,13.55
2019-05-16,13.54
2019-05-17,13.45
2019-05-20,13.35
2019-05-21,13.57
2019-05-22,13.22
2019-05-23,12.96
2019-05-24,13.22
2019-05-28,13.21
2019-05-29,13.23
2019-05-30,13.19
2019-05-31,13.04
2019-06-03,12.86
2019-06-04,13.36
2019-06-05,13.22
2019-06-06,13.16
2019-06-07,13.04
2019-06-10,13.29
2019-06-11,13.33
2019-06-12,13.2
2019-06-13,13.36
2019-06-14,13.33
2019-06-17,13.12
2019-06-18,13.25
2019-06-19,13.22
2019-06-20,13.44
2019-06-21,13.36
2019-06-24,12.94
2019-06-25,12.97
2019-06-26,12.99
2019-06-27,13.3
2019-06-28,13.65
2019-07-01,13.66
2019-07-02,13.81
2019-07-03,13.92
2019-07-05,14.1
2019-07-08,13.48
2019-07-09,13.24
2019-07-10,13.27
2019-07-11,13.31
2019-07-12,13.63
2019-07-15,13.4
2019-07-16,13.55
2019-07-17,13.53
2019-07-18,13.71
2019-07-19,13.55
2019-07-22,13.44
2019-07-23,13.7
2019-07-24,15.09
2019-07-25,14.18
2019-07-26,14.08
2019-07-29,14.24
2019-07-30,14.32
2019-07-31,14.15
2019-08-01,13.96
2019-08-02,13.71
2019-08-05,13.05
2019-08-06,13.3
2019-08-07,13.34
2019-08-08,13.65
2019-08-09,13.54
2019-08-12,13.26
2019-08-13,13.4
2019-08-14,12.91
2019-08-15,12.8
2019-08-16,13.13
2019-08-19,13.31
2019-08-20,12.99
2019-08-21,13.08
2019-08-22,12.98
2019-08-23,12.45
2019-08-26,12.7
2019-08-27,12.32
2019-08-28,12.51
2019-08-29,12.78
2019-08-30,12.74
2019-09-03,12.53
2019-09-04,12.64
2019-09-05,12.79
2019-09-06,12.79
2019-09-09,13.11
2019-09-10,13.27
2019-09-11,13.39
2019-09-12,13.27
2019-09-13,13.29
2019-09-16,13.4
2019-09-17,13.25
2019-09-18,13.31
2019-09-19,13.17
2019-09-20,13.22
2019-09-23,13.39
2019-09-24,13.13
2019-09-25,13.24
2019-09-26,13.07
2019-09-27,12.785
2019-09-30,12.8
2019-10-01,12.02
2019-10-02,11.595
2019-10-03,11.68
2019-10-04,11.64
2019-10-07,11.7
2019-10-08,11.45
2019-10-09,11.34
2019-10-10,11.5
2019-10-11,11.875
2019-10-14,11.73
2019-10-15,12.01
2019-10-16,11.805
2019-10-17,11.9
2019-10-18,11.775
2019-10-21,11.96
2019-10-22,12.15
2019-10-23,12.94
2019-10-24,13.11
2019-10-25,13.67
2019-10-28,13.94
2019-10-29,14.1
2019-10-30,13.92
2019-10-31,13.77
2019-11-01,13.88
2019-11-04,14.025
2019-11-05,14.32
2019-11-06,14.17
2019-11-07,14.35
2019-11-08,14.3
2019-11-11,14.52
2019-11-12,14.45
2019-11-13,14.3
2019-11-14,14.36
2019-11-15,14.26
2019-11-18,14.23
2019-11-19,14.29
2019-11-20,14.3
2019-11-21,14.29
2019-11-22,14.41
2019-11-25,14.31
2019-11-26,14.15
2019-11-27,14.28
2019-11-29,14.35
2019-12-02,14.06
2019-12-03,13.9
2019-12-04,14.07
2019-12-05,13.87
2019-12-06,14.0
2019-12-09,13.79
2019-12-10,13.81
2019-12-11,13.75
2019-12-12,13.86
2019-12-13,14.13
2019-12-16,14.12
2019-12-17,14.23
2019-12-18,14.14
2019-12-19,13.99
2019-12-20,13.77
2019-12-23,13.9
2019-12-24,13.93
2019-12-26,13.83
2019-12-27,13.72
2019-12-30,13.66
2019-12-31,13.68
2020-01-02,13.655
2020-01-03,13.57
2020-01-06,13.61
2020-01-07,13.6
2020-01-08,13.67
2020-01-09,13.57
2020-01-10,13.42
2020-01-13,13.51
2020-01-14,13.56
2020-01-15,13.5
2020-01-16,13.62
2020-01-17,13.86
2020-01-21,13.86
2020-01-22,15.18
2020-01-23,15.45
2020-01-24,15.105
2020-01-27,14.77
2020-01-28,15.02
2020-01-29,15.0
2020-01-30,14.9
2020-01-31,14.38
2020-02-03,14.01
2020-02-04,13.82
2020-02-05,14.07
2020-02-06,14.1
2020-02-07,14.01
2020-02-10,14.08
2020-02-11,14.5
2020-02-12,14.76
2020-02-13,14.74
2020-02-14,14.57
2020-02-18,14.3
2020-02-19,14.335
2020-02-20,14.45
2020-02-21,14.17
2020-02-24,13.24
2020-02-25,12.44
2020-02-26,12.025
2020-02-27,11.285
2020-02-28,11.23
2020-03-02,11.58
2020-03-03,10.6
2020-03-04,11.11
2020-03-05,10.44
2020-03-06,10.49
2020-03-09,9.07
2020-03-10,9.99
2020-03-11,9.49
2020-03-12,8.08
2020-03-13,8.67
2020-03-16,7.29
2020-03-17,5.95
2020-03-18,5.0
2020-03-19,6.28
2020-03-20,6.0
2020-03-23,6.06
2020-03-24,7.08
2020-03-25,7.99
2020-03-26,8.07
2020-03-27,8.03
2020-03-30,8.15
2020-03-31,7.58
2020-04-01,7.01
2020-04-02,6.35
2020-04-03,6.04
2020-04-06,6.98
2020-04-07,7.305
2020-04-08,7.65
2020-04-09,8.285
2020-04-13,8.05
2020-04-14,7.83
2020-04-15,7.34
2020-04-16,7.21
2020-04-17,7.54
2020-04-20,7.06
2020-04-21,6.57
2020-04-22,6.6
2020-04-23,6.72
2020-04-24,7.03
2020-04-27,7.38
2020-04-28,7.48
2020-04-29,8.23
2020-04-30,7.62
2020-05-01,7.025
2020-05-04,7.22
2020-05-05,7.19
2020-05-06,6.99
2020-05-07,7.54
2020-05-08,7.77
