Date,SLCA
2013-05-17,22.620001000000002
2013-05-20,23.309998999999998
2013-05-21,23.41
2013-05-22,22.450001
2013-05-23,22.1
2013-05-24,22.35
2013-05-28,22.309998999999998
2013-05-29,22.42
2013-05-30,22.4
2013-05-31,22.09
2013-06-03,21.59
2013-06-04,20.1
2013-06-05,19.780001000000002
2013-06-06,20.299999
2013-06-07,21.540001
2013-06-10,21.32
2013-06-11,21.74
2013-06-12,21.65
2013-06-13,21.780001000000002
2013-06-14,21.290001
2013-06-17,21.5
2013-06-18,21.450001
2013-06-19,20.860001
2013-06-20,20.58
2013-06-21,20.969998999999998
2013-06-24,19.629998999999998
2013-06-25,19.84
2013-06-26,20.309998999999998
2013-06-27,20.15
2013-06-28,20.780001000000002
2013-07-01,20.709999
2013-07-02,20.85
2013-07-03,21.15
2013-07-05,21.07
2013-07-08,21.780001000000002
2013-07-09,22.290001
2013-07-10,22.42
2013-07-11,22.290001
2013-07-12,22.41
2013-07-15,22.24
2013-07-16,21.709999
2013-07-17,22.5
2013-07-18,23.0
2013-07-19,23.559998999999998
2013-07-22,23.34
2013-07-23,23.719998999999998
2013-07-24,23.52
2013-07-25,23.440001000000002
2013-07-26,23.540001
2013-07-29,24.35
2013-07-30,24.280001000000002
2013-07-31,24.200001
2013-08-01,22.469998999999998
2013-08-02,22.73
2013-08-05,22.200001
2013-08-06,22.15
2013-08-07,22.02
2013-08-08,22.610001
2013-08-09,23.0
2013-08-12,23.040001
2013-08-13,23.01
2013-08-14,23.24
2013-08-15,22.959999
2013-08-16,22.85
2013-08-19,22.26
2013-08-20,22.469998999999998
2013-08-21,22.0
2013-08-22,22.889999
2013-08-23,23.24
2013-08-26,22.950001
2013-08-27,22.719998999999998
2013-08-28,23.32
2013-08-29,23.52
2013-08-30,23.5
2013-09-03,23.4
2013-09-04,23.42
2013-09-05,23.530001000000002
2013-09-06,24.110001
2013-09-09,24.629998999999998
2013-09-10,24.98
2013-09-11,25.15
2013-09-12,25.27
2013-09-13,25.07
2013-09-16,25.25
2013-09-17,25.030001000000002
2013-09-18,25.219998999999998
2013-09-19,24.809998999999998
2013-09-20,25.370001000000002
2013-09-23,24.92
2013-09-24,24.459999
2013-09-25,24.139999
2013-09-26,25.01
2013-09-27,24.950001
2013-09-30,24.9
2013-10-01,26.0
2013-10-02,26.219998999999998
2013-10-03,27.34
2013-10-04,28.309998999999998
2013-10-07,28.67
2013-10-08,28.879998999999998
2013-10-09,29.879998999999998
2013-10-10,30.82
2013-10-11,31.08
2013-10-14,31.52
2013-10-15,33.25
2013-10-16,34.310001
2013-10-17,34.490002000000004
2013-10-18,33.549999
2013-10-21,35.07
2013-10-22,34.599998
2013-10-23,32.459998999999996
2013-10-24,32.299999
2013-10-25,32.529999
2013-10-28,32.830002
2013-10-29,32.880001
2013-10-30,31.799999
2013-10-31,34.82
2013-11-01,34.509997999999996
2013-11-04,35.119999
2013-11-05,35.779999
2013-11-06,34.220001
2013-11-07,32.740002000000004
2013-11-08,32.220001
2013-11-11,33.540001000000004
2013-11-12,33.200001
2013-11-13,33.919998
2013-11-14,33.299999
2013-11-15,33.459998999999996
2013-11-18,32.029999
2013-11-19,31.91
2013-11-20,32.25
2013-11-21,33.540001000000004
2013-11-22,33.18
2013-11-25,32.959998999999996
2013-11-26,33.57
2013-11-27,34.259997999999996
2013-11-29,34.509997999999996
2013-12-02,35.25
2013-12-03,34.900002
2013-12-04,34.650002
2013-12-05,35.34
2013-12-06,35.240002000000004
2013-12-09,35.130001
2013-12-10,34.59
2013-12-11,33.25
2013-12-12,32.610001000000004
2013-12-13,32.290001000000004
2013-12-16,32.25
2013-12-17,31.879998999999998
2013-12-18,31.98
2013-12-19,32.209998999999996
2013-12-20,32.529999
2013-12-23,33.580002
2013-12-24,33.900002
2013-12-26,33.540001000000004
2013-12-27,33.57
2013-12-30,34.040001000000004
2013-12-31,34.110001000000004
2014-01-02,32.91
2014-01-03,33.169998
2014-01-06,32.540001000000004
2014-01-07,32.310001
2014-01-08,32.34
2014-01-09,31.450001
2014-01-10,31.870001000000002
2014-01-13,29.49
2014-01-14,30.15
2014-01-15,30.530001000000002
2014-01-16,30.65
2014-01-17,30.690001000000002
2014-01-21,30.76
2014-01-22,30.98
2014-01-23,30.42
2014-01-24,29.76
2014-01-27,29.559998999999998
2014-01-28,30.540001
2014-01-29,30.17
2014-01-30,32.02
2014-01-31,29.620001000000002
2014-02-03,27.549999
2014-02-04,26.25
2014-02-05,26.84
2014-02-06,26.889999
2014-02-07,26.709999
2014-02-10,27.67
2014-02-11,29.01
2014-02-12,29.18
2014-02-13,29.65
2014-02-14,29.889999
2014-02-18,30.0
2014-02-19,30.24
2014-02-20,30.870001000000002
2014-02-21,31.690001000000002
2014-02-24,32.099998
2014-02-25,31.68
2014-02-26,32.669998
2014-02-27,32.450001
2014-02-28,32.799999
2014-03-03,32.900002
2014-03-04,34.029999
2014-03-05,34.630001
2014-03-06,35.139998999999996
2014-03-07,35.279999
2014-03-10,36.18
2014-03-11,35.610001000000004
2014-03-12,35.240002000000004
2014-03-13,34.959998999999996
2014-03-14,35.259997999999996
2014-03-17,35.970001
2014-03-18,36.950001
2014-03-19,36.439999
2014-03-20,35.689999
2014-03-21,35.84
2014-03-24,35.759997999999996
2014-03-25,36.450001
2014-03-26,35.529999
2014-03-27,35.869999
2014-03-28,36.529999
2014-03-31,38.169998
2014-04-01,38.66
2014-04-02,39.07
2014-04-03,39.27
2014-04-04,38.990002000000004
2014-04-07,38.360001000000004
2014-04-08,39.23
2014-04-09,40.099998
2014-04-10,38.93
2014-04-11,38.560001
2014-04-14,39.400002
2014-04-15,41.029999
2014-04-16,41.689999
2014-04-17,42.259997999999996
2014-04-21,42.240002000000004
2014-04-22,42.439999
2014-04-23,42.68
2014-04-24,41.939999
2014-04-25,40.919998
2014-04-28,40.810001
2014-04-29,41.419998
2014-04-30,45.169998
2014-05-01,45.73
2014-05-02,46.73
2014-05-05,47.07
2014-05-06,45.59
2014-05-07,46.310001
2014-05-08,45.540001000000004
2014-05-09,45.810001
2014-05-12,47.849998
2014-05-13,48.23
2014-05-14,47.779999
2014-05-15,47.75
2014-05-16,47.459998999999996
2014-05-19,47.889998999999996
2014-05-20,48.049999
2014-05-21,49.09
2014-05-22,48.360001000000004
2014-05-23,49.439999
2014-05-27,49.700001
2014-05-28,49.119999
2014-05-29,50.59
2014-05-30,50.57
2014-06-02,51.740002000000004
2014-06-03,52.400002
2014-06-04,53.450001
2014-06-05,53.450001
2014-06-06,53.369999
2014-06-09,52.799999
2014-06-10,51.509997999999996
2014-06-11,51.610001000000004
2014-06-12,49.450001
2014-06-13,51.310001
2014-06-16,51.32
2014-06-17,53.240002000000004
2014-06-18,54.32
2014-06-19,53.450001
2014-06-20,52.209998999999996
2014-06-23,53.610001000000004
2014-06-24,52.419998
2014-06-25,53.869999
2014-06-26,54.040001000000004
2014-06-27,53.869999
2014-06-30,55.439999
2014-07-01,55.32
2014-07-02,54.810001
2014-07-03,55.970001
2014-07-07,55.34
2014-07-08,54.5
2014-07-09,55.810001
2014-07-10,55.369999
2014-07-11,55.509997999999996
2014-07-14,55.82
2014-07-15,55.970001
2014-07-16,57.720001
2014-07-17,57.52
2014-07-18,58.290001000000004
2014-07-21,59.209998999999996
2014-07-22,59.919998
2014-07-23,60.220001
2014-07-24,60.990002000000004
2014-07-25,60.450001
2014-07-28,59.25
2014-07-29,60.279999
2014-07-30,57.630001
2014-07-31,56.220001
2014-08-01,56.080002
2014-08-04,59.200001
2014-08-05,58.43
2014-08-06,58.259997999999996
2014-08-07,58.82
2014-08-08,58.84
2014-08-11,60.529999
2014-08-12,59.59
2014-08-13,61.150002
2014-08-14,60.0
2014-08-15,60.560001
2014-08-18,61.240002000000004
2014-08-19,62.130001
2014-08-20,63.32
2014-08-21,62.779999
2014-08-22,64.5
2014-08-25,66.400002
2014-08-26,67.470001
2014-08-27,68.0
2014-08-28,70.720001
2014-08-29,71.809998
2014-09-02,71.889999
2014-09-03,71.949997
2014-09-04,67.790001
2014-09-05,65.989998
2014-09-08,65.050003
2014-09-09,64.510002
2014-09-10,69.410004
2014-09-11,69.470001
2014-09-12,67.650002
2014-09-15,66.510002
2014-09-16,70.900002
2014-09-17,71.910004
2014-09-18,71.400002
2014-09-19,69.720001
2014-09-22,66.360001
2014-09-23,63.310001
2014-09-24,64.510002
2014-09-25,62.43
2014-09-26,63.439999
2014-09-29,63.75
2014-09-30,62.509997999999996
2014-10-01,60.759997999999996
2014-10-02,57.279999
2014-10-03,54.360001000000004
2014-10-06,54.139998999999996
2014-10-07,52.459998999999996
2014-10-08,52.57
2014-10-09,48.950001
2014-10-10,45.619999
2014-10-13,40.959998999999996
2014-10-14,40.330002
2014-10-15,42.150002
2014-10-16,46.25
2014-10-17,47.330002
2014-10-20,48.099998
2014-10-21,50.389998999999996
2014-10-22,49.130001
2014-10-23,50.639998999999996
2014-10-24,50.59
2014-10-27,47.599998
2014-10-28,49.540001000000004
2014-10-29,47.049999
2014-10-30,43.02
2014-10-31,44.900002
2014-11-03,44.630001
2014-11-04,40.810001
2014-11-05,40.900002
2014-11-06,41.790001000000004
2014-11-07,43.169998
2014-11-10,42.310001
2014-11-11,42.349998
2014-11-12,42.75
2014-11-13,41.549999
2014-11-14,43.529999
2014-11-17,42.639998999999996
2014-11-18,43.529999
2014-11-19,42.689999
2014-11-20,45.5
2014-11-21,44.950001
2014-11-24,44.709998999999996
2014-11-25,43.700001
2014-11-26,41.919998
2014-11-28,31.42
2014-12-01,30.110001
2014-12-02,30.959999
2014-12-03,30.76
2014-12-04,29.9
2014-12-05,30.52
2014-12-08,27.629998999999998
2014-12-09,29.049999
2014-12-10,27.030001000000002
2014-12-11,26.09
2014-12-12,24.200001
2014-12-15,23.690001000000002
2014-12-16,24.059998999999998
2014-12-17,26.85
2014-12-18,26.32
2014-12-19,28.41
2014-12-22,26.67
2014-12-23,27.450001
2014-12-24,26.620001000000002
2014-12-26,25.860001
2014-12-29,26.209999
2014-12-30,24.950001
2014-12-31,25.690001000000002
2015-01-02,26.51
2015-01-05,24.85
2015-01-06,24.26
2015-01-07,24.299999
2015-01-08,25.559998999999998
2015-01-09,24.959999
2015-01-12,23.709999
2015-01-13,24.0
2015-01-14,25.969998999999998
2015-01-15,25.67
2015-01-16,27.469998999999998
2015-01-20,26.82
2015-01-21,26.59
2015-01-22,25.940001000000002
2015-01-23,25.200001
2015-01-26,25.559998999999998
2015-01-27,26.77
2015-01-28,24.77
2015-01-29,25.450001
2015-01-30,25.200001
2015-02-02,25.059998999999998
2015-02-03,27.99
2015-02-04,27.549999
2015-02-05,29.08
2015-02-06,29.27
2015-02-09,29.5
2015-02-10,28.450001
2015-02-11,28.700001
2015-02-12,28.57
2015-02-13,29.82
2015-02-17,31.9
2015-02-18,32.25
2015-02-19,33.029999
2015-02-20,32.52
2015-02-23,30.959999
2015-02-24,30.58
2015-02-25,30.16
2015-02-26,30.719998999999998
2015-02-27,32.41
2015-03-02,32.080002
2015-03-03,33.5
2015-03-04,33.049999
2015-03-05,32.540001000000004
2015-03-06,32.209998999999996
2015-03-09,31.870001000000002
2015-03-10,30.059998999999998
2015-03-11,31.17
2015-03-12,30.77
2015-03-13,29.459999
2015-03-16,28.360001
2015-03-17,28.57
2015-03-18,30.120001000000002
2015-03-19,29.83
2015-03-20,31.49
2015-03-23,32.759997999999996
2015-03-24,33.360001000000004
2015-03-25,34.310001
2015-03-26,34.060001
2015-03-27,33.889998999999996
2015-03-30,35.16
2015-03-31,35.610001000000004
2015-04-01,36.27
2015-04-02,35.689999
2015-04-06,36.16
2015-04-07,36.419998
2015-04-08,36.450001
2015-04-09,36.77
2015-04-10,36.34
2015-04-13,36.419998
2015-04-14,37.779999
2015-04-15,39.07
2015-04-16,39.0
2015-04-17,37.799999
2015-04-20,37.93
2015-04-21,36.240002000000004
2015-04-22,36.939999
2015-04-23,36.0
2015-04-24,34.700001
2015-04-27,34.610001000000004
2015-04-28,35.0
2015-04-29,35.799999
2015-04-30,37.349998
2015-05-01,37.669998
2015-05-04,37.549999
2015-05-05,36.689999
2015-05-06,35.790001000000004
2015-05-07,34.959998999999996
2015-05-08,35.07
2015-05-11,34.52
2015-05-12,35.689999
2015-05-13,35.619999
2015-05-14,35.209998999999996
2015-05-15,34.639998999999996
2015-05-18,33.139998999999996
2015-05-19,31.59
2015-05-20,32.490002000000004
2015-05-21,33.5
2015-05-22,31.809998999999998
2015-05-26,32.360001000000004
2015-05-27,32.639998999999996
2015-05-28,31.4
2015-05-29,30.85
2015-06-01,29.870001000000002
2015-06-02,31.23
2015-06-03,31.98
2015-06-04,31.889999
2015-06-05,32.799999
2015-06-08,31.780001000000002
2015-06-09,31.4
2015-06-10,32.950001
2015-06-11,32.630001
2015-06-12,31.389999
2015-06-15,31.09
2015-06-16,30.700001
2015-06-17,30.5
2015-06-18,29.99
2015-06-19,30.049999
2015-06-22,30.450001
2015-06-23,30.41
2015-06-24,30.24
2015-06-25,28.58
2015-06-26,28.43
2015-06-29,28.799999
2015-06-30,29.360001
2015-07-01,27.75
2015-07-02,27.209999
2015-07-06,25.76
2015-07-07,26.139999
2015-07-08,24.93
2015-07-09,25.32
2015-07-10,24.35
2015-07-13,25.139999
2015-07-14,25.67
2015-07-15,25.049999
2015-07-16,23.790001
2015-07-17,22.639999
2015-07-20,22.110001
2015-07-21,22.709999
2015-07-22,23.0
2015-07-23,23.040001
2015-07-24,21.280001000000002
2015-07-27,21.33
2015-07-28,21.68
2015-07-29,25.110001
2015-07-30,24.610001
2015-07-31,22.52
2015-08-03,21.950001
2015-08-04,21.75
2015-08-05,21.35
2015-08-06,22.83
2015-08-07,22.540001
2015-08-10,24.65
2015-08-11,25.32
2015-08-12,25.77
2015-08-13,25.59
2015-08-14,24.58
2015-08-17,24.879998999999998
2015-08-18,24.799999
2015-08-19,22.9
2015-08-20,22.01
2015-08-21,20.98
2015-08-24,17.42
2015-08-25,17.02
2015-08-26,18.059998999999998
2015-08-27,19.469998999999998
2015-08-28,19.92
2015-08-31,20.1
2015-09-01,19.5
2015-09-02,18.969998999999998
2015-09-03,19.530001000000002
2015-09-04,19.110001
2015-09-08,19.15
2015-09-09,18.459999
2015-09-10,19.15
2015-09-11,17.74
2015-09-14,17.68
2015-09-15,18.08
2015-09-16,18.879998999999998
2015-09-17,18.84
2015-09-18,18.09
2015-09-21,17.950001
2015-09-22,17.57
2015-09-23,16.879998999999998
2015-09-24,16.92
2015-09-25,15.36
2015-09-28,13.89
2015-09-29,13.59
2015-09-30,14.09
2015-10-01,13.78
2015-10-02,14.47
2015-10-05,15.1
2015-10-06,15.78
2015-10-07,16.030001000000002
2015-10-08,17.67
2015-10-09,17.950001
2015-10-12,16.82
2015-10-13,17.25
2015-10-14,17.950001
2015-10-15,18.4
2015-10-16,17.139999
2015-10-19,16.27
2015-10-20,16.51
2015-10-21,16.280001000000002
2015-10-22,16.66
2015-10-23,16.27
2015-10-26,15.83
2015-10-27,14.64
2015-10-28,17.91
2015-10-29,17.790001
2015-10-30,18.059998999999998
2015-11-02,18.860001
2015-11-03,20.74
2015-11-04,20.040001
2015-11-05,19.469998999999998
2015-11-06,20.200001
2015-11-09,20.709999
2015-11-10,19.98
2015-11-11,18.879998999999998
2015-11-12,17.879998999999998
2015-11-13,18.32
2015-11-16,19.4
2015-11-17,19.15
2015-11-18,20.02
2015-11-19,19.99
2015-11-20,19.34
2015-11-23,19.93
2015-11-24,20.299999
2015-11-25,20.790001
2015-11-27,20.23
2015-11-30,21.27
2015-12-01,21.93
2015-12-02,21.99
2015-12-03,21.549999
2015-12-04,21.02
2015-12-07,19.85
2015-12-08,19.32
2015-12-09,20.0
2015-12-10,20.92
2015-12-11,19.610001
2015-12-14,20.040001
2015-12-15,21.01
2015-12-16,20.85
2015-12-17,18.99
2015-12-18,18.209999
2015-12-21,18.200001
2015-12-22,18.809998999999998
2015-12-23,20.65
2015-12-24,20.25
2015-12-28,18.67
2015-12-29,18.809998999999998
2015-12-30,18.41
2015-12-31,18.73
2016-01-04,19.700001
2016-01-05,19.639999
2016-01-06,18.83
2016-01-07,18.35
2016-01-08,17.98
2016-01-11,16.860001
2016-01-12,16.41
2016-01-13,15.99
2016-01-14,17.0
2016-01-15,16.23
2016-01-19,14.96
2016-01-20,15.29
2016-01-21,15.92
2016-01-22,16.49
2016-01-25,16.23
2016-01-26,17.16
2016-01-27,17.299999
2016-01-28,17.6
2016-01-29,18.65
2016-02-01,17.9
2016-02-02,16.98
2016-02-03,17.67
2016-02-04,18.24
2016-02-05,18.0
2016-02-08,17.110001
2016-02-09,15.98
2016-02-10,16.040001
2016-02-11,15.46
2016-02-12,16.1
2016-02-16,15.96
2016-02-17,17.73
2016-02-18,17.290001
2016-02-19,16.860001
2016-02-22,17.719998999999998
2016-02-23,16.360001
2016-02-24,16.23
2016-02-25,16.49
2016-02-26,17.889999
2016-02-29,19.190001000000002
2016-03-01,19.370001000000002
2016-03-02,20.27
2016-03-03,21.120001000000002
2016-03-04,20.73
2016-03-07,20.360001
2016-03-08,19.1
2016-03-09,19.969998999999998
2016-03-10,19.77
2016-03-11,20.969998999999998
2016-03-14,21.059998999999998
2016-03-15,20.120001000000002
2016-03-16,20.719998999999998
2016-03-17,22.49
2016-03-18,21.799999
2016-03-21,22.52
2016-03-22,21.59
2016-03-23,21.129998999999998
2016-03-24,22.049999
2016-03-28,21.549999
2016-03-29,22.299999
2016-03-30,22.620001000000002
2016-03-31,22.719998999999998
2016-04-01,22.9
2016-04-04,22.139999
2016-04-05,22.43
2016-04-06,22.870001000000002
2016-04-07,22.23
2016-04-08,22.75
2016-04-11,22.389999
2016-04-12,22.4
2016-04-13,22.9
2016-04-14,23.0
2016-04-15,22.99
2016-04-18,24.139999
2016-04-19,25.42
2016-04-20,25.290001
2016-04-21,26.309998999999998
2016-04-22,26.219998999999998
2016-04-25,24.26
2016-04-26,25.129998999999998
2016-04-27,26.59
2016-04-28,26.139999
2016-04-29,25.549999
2016-05-02,24.940001000000002
2016-05-03,23.440001000000002
2016-05-04,23.1
2016-05-05,23.76
2016-05-06,24.559998999999998
2016-05-09,23.18
2016-05-10,23.790001
2016-05-11,24.43
2016-05-12,25.52
2016-05-13,25.040001
2016-05-16,26.48
2016-05-17,27.08
2016-05-18,25.98
2016-05-19,25.74
2016-05-20,26.77
2016-05-23,27.23
2016-05-24,27.280001000000002
2016-05-25,28.690001000000002
2016-05-26,28.780001000000002
2016-05-27,28.99
2016-05-31,28.530001000000002
2016-06-01,29.02
2016-06-02,29.51
2016-06-03,31.51
2016-06-06,32.779999
2016-06-07,33.52
2016-06-08,33.610001000000004
2016-06-09,34.549999
2016-06-10,33.619999
2016-06-13,32.259997999999996
2016-06-14,32.43
2016-06-15,32.84
2016-06-16,32.34
2016-06-17,33.32
2016-06-20,33.09
2016-06-21,34.48
2016-06-22,34.48
2016-06-23,35.599998
2016-06-24,34.389998999999996
2016-06-27,30.77
2016-06-28,32.459998999999996
2016-06-29,34.200001
2016-06-30,34.470001
2016-07-01,35.52
2016-07-05,33.549999
2016-07-06,33.57
2016-07-07,33.869999
2016-07-08,34.869999
2016-07-11,34.900002
2016-07-12,35.75
2016-07-13,34.580002
2016-07-14,35.450001
2016-07-15,34.110001000000004
2016-07-18,34.009997999999996
2016-07-19,35.330002
2016-07-20,36.540001000000004
2016-07-21,36.119999
2016-07-22,36.5
2016-07-25,33.939999
2016-07-26,34.75
2016-07-27,34.110001000000004
2016-07-28,34.400002
2016-07-29,34.470001
2016-08-01,32.73
2016-08-02,34.16
2016-08-03,36.990002000000004
2016-08-04,37.950001
2016-08-05,39.09
2016-08-08,38.939999
2016-08-09,38.869999
2016-08-10,38.060001
2016-08-11,38.75
2016-08-12,38.41
2016-08-15,39.799999
2016-08-16,40.509997999999996
2016-08-17,41.040001000000004
2016-08-18,41.450001
2016-08-19,41.990002000000004
2016-08-22,40.919998
2016-08-23,41.060001
2016-08-24,38.990002000000004
2016-08-25,39.220001
2016-08-26,39.41
2016-08-29,40.07
2016-08-30,40.009997999999996
2016-08-31,39.25
2016-09-01,39.759997999999996
2016-09-02,40.939999
2016-09-06,42.099998
2016-09-07,42.509997999999996
