Date,UNVR
2020-01-22,22.809998999999998
2020-01-23,22.59
2020-01-24,22.15
2020-01-27,21.969998999999998
2020-01-28,22.190001000000002
2020-01-29,22.52
2020-01-30,22.059998999999998
2020-01-31,21.549999
2020-02-03,21.860001
2020-02-04,22.4
2020-02-05,23.139999
2020-02-06,22.41
2020-02-07,21.780001000000002
2020-02-10,21.639999
2020-02-11,21.889999
2020-02-12,22.52
2020-02-13,22.290001
2020-02-14,22.299999
2020-02-18,22.48
2020-02-19,22.559998999999998
2020-02-20,22.65
2020-02-21,22.940001000000002
2020-02-24,22.030001000000002
2020-02-25,19.530001000000002
2020-02-26,18.1
2020-02-27,17.280001000000002
2020-02-28,16.99
2020-03-02,17.309998999999998
2020-03-03,16.0
2020-03-04,16.09
2020-03-05,15.49
2020-03-06,15.04
2020-03-09,12.67
2020-03-10,13.62
2020-03-11,12.77
2020-03-12,10.71
2020-03-13,11.27
2020-03-16,9.01
2020-03-17,8.72
2020-03-18,7.08
2020-03-19,8.0
2020-03-20,8.89
2020-03-23,8.8
2020-03-24,10.47
2020-03-25,11.78
2020-03-26,11.58
2020-03-27,10.5
2020-03-30,10.98
2020-03-31,10.72
2020-04-01,10.01
2020-04-02,9.89
2020-04-03,9.59
2020-04-06,10.83
2020-04-07,11.29
2020-04-08,12.14
2020-04-09,13.11
2020-04-13,12.09
2020-04-14,12.19
2020-04-15,11.41
2020-04-16,11.03
2020-04-17,11.92
2020-04-20,11.49
2020-04-21,11.35
2020-04-22,11.63
2020-04-23,11.89
2020-04-24,12.31
2020-04-27,13.44
2020-04-28,13.98
2020-04-29,14.91
2020-04-30,14.52
2020-05-01,13.46
2020-05-04,13.48
2020-05-05,13.62
2020-05-06,13.22
2020-05-07,13.91
2020-05-08,15.05
