Date,BOIVF
2013-05-17,4.2207
2013-05-20,4.2615
2013-05-21,4.372
2013-05-22,4.327
2013-05-23,4.327
2013-05-24,4.327
2013-05-28,4.327
2013-05-29,4.327
2013-05-30,4.2425
2013-05-31,4.2055
2013-06-03,4.2055
2013-06-04,4.2055
2013-06-05,4.2055
2013-06-06,4.2015
2013-06-07,4.372
2013-06-10,4.372
2013-06-11,4.4745
2013-06-12,4.4745
2013-06-13,4.4285
2013-06-14,4.46
2013-06-17,4.6315
2013-06-18,4.6245
2013-06-19,4.457
2013-06-20,4.3745
2013-06-21,4.3745
2013-06-24,4.3745
2013-06-25,4.1418
2013-06-26,4.1418
2013-06-27,4.1418
2013-06-28,4.1418
2013-07-01,4.1735
2013-07-02,4.1735
2013-07-03,4.1735
2013-07-05,4.1505
2013-07-08,4.2725
2013-07-09,4.2725
2013-07-10,4.2635
2013-07-11,4.4015
2013-07-12,4.3495
2013-07-15,4.3845
2013-07-16,4.3845
2013-07-17,4.3845
2013-07-18,4.4865
2013-07-19,4.4865
2013-07-22,4.579
2013-07-23,4.5353
2013-07-24,4.5555
2013-07-25,4.5635
2013-07-26,4.603
2013-07-29,4.603
2013-07-30,4.603
2013-07-31,4.603
2013-08-01,4.603
2013-08-02,4.7745
2013-08-05,4.7745
2013-08-06,4.7745
2013-08-07,4.5794
2013-08-08,4.623
2013-08-09,4.6626
2013-08-12,4.63
2013-08-13,4.63
2013-08-14,4.649
2013-08-15,4.649
2013-08-16,4.6529
2013-08-19,4.686
2013-08-20,4.6465
2013-08-21,4.6465
2013-08-22,4.65
2013-08-23,4.685
2013-08-26,4.6408
2013-08-27,4.5795
2013-08-28,4.527
2013-08-29,4.5085
2013-08-30,4.5085
2013-09-03,4.5085
2013-09-04,4.6865
2013-09-05,4.7885
2013-09-06,4.7695
2013-09-09,4.8438
2013-09-10,4.8438
2013-09-11,4.8655
2013-09-12,5.1594
2013-09-13,5.0837
2013-09-16,5.2493
2013-09-17,5.295
2013-09-18,5.295
2013-09-19,5.3891
2013-09-20,5.3891
2013-09-23,5.32
2013-09-24,5.3
2013-09-25,5.3264
2013-09-26,5.2132
2013-09-27,5.2132
2013-09-30,5.1745
2013-10-01,5.1745
2013-10-02,5.1745
2013-10-03,5.1745
2013-10-04,5.4354
2013-10-07,5.4115
2013-10-08,5.3145
2013-10-09,5.2495
2013-10-10,5.2495
2013-10-11,5.2495
2013-10-14,5.2495
2013-10-15,5.1745
2013-10-16,5.1745
2013-10-17,5.1745
2013-10-18,5.1745
2013-10-21,5.1745
2013-10-22,5.1745
2013-10-23,5.431
2013-10-24,5.431
2013-10-25,5.431
2013-10-28,5.392
2013-10-29,5.392
2013-10-30,5.4935
2013-10-31,5.458
2013-11-01,5.3745
2013-11-04,5.3745
2013-11-05,5.482
2013-11-06,5.837
2013-11-07,5.7507
2013-11-08,5.3678
2013-11-11,5.3678
2013-11-12,5.3678
2013-11-13,5.3305
2013-11-14,5.3571
2013-11-15,5.3571
2013-11-18,5.3018
2013-11-19,5.2339
2013-11-20,5.1075
2013-11-21,5.2168
2013-11-22,5.299
2013-11-25,5.3065
2013-11-26,5.3065
2013-11-27,5.426
2013-11-29,5.426
2013-12-02,5.426
2013-12-03,5.2602
2013-12-04,5.285
2013-12-05,5.3575
2013-12-06,5.313
2013-12-09,5.326
2013-12-10,5.345
2013-12-11,5.3608
2013-12-12,5.5491
2013-12-13,5.4525
2013-12-16,5.4525
2013-12-17,5.4525
2013-12-18,5.7106
2013-12-19,5.7106
2013-12-20,5.7735
2013-12-23,5.8279
2013-12-24,5.8075
2013-12-26,5.8075
2013-12-27,5.906
2013-12-30,5.906
2013-12-31,5.9013
2014-01-02,5.7714
2014-01-03,5.8187
2014-01-06,5.792
2014-01-07,5.8068
2014-01-08,5.8068
2014-01-09,5.7305
2014-01-10,5.7427
2014-01-13,5.7427
2014-01-14,5.7427
2014-01-15,5.7427
2014-01-16,5.601
2014-01-17,5.601
2014-01-21,5.601
2014-01-22,5.5545
2014-01-23,5.5545
2014-01-24,5.4126
2014-01-27,5.4126
2014-01-28,5.4184
2014-01-29,5.4184
2014-01-30,5.4006
2014-01-31,5.4006
2014-02-03,5.4
2014-02-04,5.4
2014-02-05,5.4
2014-02-06,5.6965
2014-02-07,5.6965
2014-02-10,5.6965
2014-02-11,5.7245
2014-02-12,5.7505
2014-02-13,5.8261
2014-02-14,6.033
2014-02-18,6.037
2014-02-19,6.0198
2014-02-20,5.9765
2014-02-21,5.9765
2014-02-24,5.974
2014-02-25,5.9526
2014-02-26,5.937
2014-02-27,5.937
2014-02-28,5.937
2014-03-03,5.9547
2014-03-04,5.9547
2014-03-05,6.01
2014-03-06,6.161
2014-03-07,6.0118
2014-03-10,6.154
2014-03-11,6.154
2014-03-12,6.154
2014-03-13,6.05
2014-03-14,6.0525
2014-03-17,6.0525
2014-03-18,6.0525
2014-03-19,6.2305
2014-03-20,6.1675
2014-03-21,6.1675
2014-03-24,6.1305
2014-03-25,6.1305
2014-03-26,6.274
2014-03-27,6.3028
2014-03-28,6.4805
2014-03-31,6.4485
2014-04-01,6.4485
2014-04-02,6.3165
2014-04-03,6.323
2014-04-04,6.2771
2014-04-07,6.2771
2014-04-08,6.2771
2014-04-09,6.2331
2014-04-10,6.2331
2014-04-11,6.2331
2014-04-14,6.1125
2014-04-15,5.8758
2014-04-16,5.8758
2014-04-17,6.2097
2014-04-21,6.2097
2014-04-22,6.208
2014-04-23,6.2395
2014-04-24,6.2595
2014-04-25,6.2595
2014-04-28,6.136
2014-04-29,6.136
2014-04-30,6.377
2014-05-01,6.377
2014-05-02,6.3085
2014-05-05,6.3085
2014-05-06,6.3085
2014-05-07,6.2847
2014-05-08,6.1925
2014-05-09,6.265
2014-05-12,6.265
2014-05-13,6.349
2014-05-14,6.369
2014-05-15,6.47
2014-05-16,6.47
2014-05-19,6.467
2014-05-20,6.4272
2014-05-21,6.4272
2014-05-22,6.435
2014-05-23,6.448
2014-05-27,6.435
2014-05-28,6.448
2014-05-29,6.448
2014-05-30,6.466
2014-06-02,6.466
2014-06-03,6.466
2014-06-04,6.378
2014-06-05,6.378
2014-06-06,6.378
2014-06-09,6.3725
2014-06-10,6.3546
2014-06-11,6.349
2014-06-12,6.349
2014-06-13,6.349
2014-06-16,6.2465
2014-06-17,6.38
2014-06-18,6.38
2014-06-19,6.38
2014-06-20,6.2695
2014-06-23,6.4095
2014-06-24,6.402
2014-06-25,6.3855
2014-06-26,6.3855
2014-06-27,6.3175
2014-06-30,6.523
2014-07-01,6.471
2014-07-02,6.455
2014-07-03,6.455
2014-07-07,6.455
2014-07-08,6.202
2014-07-09,6.15
2014-07-10,6.15
2014-07-11,6.15
2014-07-14,6.246
2014-07-15,6.1677
2014-07-16,6.1677
2014-07-17,6.2226
2014-07-18,6.2226
2014-07-21,6.2226
2014-07-22,6.2226
2014-07-23,6.262
2014-07-24,6.262
2014-07-25,6.262
2014-07-28,6.262
2014-07-29,6.262
2014-07-30,6.262
2014-07-31,6.1388
2014-08-01,6.1388
2014-08-04,6.095
2014-08-05,6.095
2014-08-06,6.0355
2014-08-07,5.9571
2014-08-08,6.01
2014-08-11,6.0269
2014-08-12,6.0269
2014-08-13,6.0269
2014-08-14,6.1475
2014-08-15,6.1475
2014-08-18,6.1475
2014-08-19,6.2925
2014-08-20,6.2925
2014-08-21,6.2925
2014-08-22,6.3115
2014-08-25,6.3407
2014-08-26,6.4305
2014-08-27,6.429
2014-08-28,6.331
2014-08-29,6.309
2014-09-02,6.309
2014-09-03,6.263
2014-09-04,6.263
2014-09-05,6.263
2014-09-08,6.14
2014-09-09,5.955
2014-09-10,5.9755
2014-09-11,5.976
2014-09-12,6.01
2014-09-15,6.01
2014-09-16,6.01
2014-09-17,6.01
2014-09-18,6.0735
2014-09-19,6.0735
2014-09-22,5.8685
2014-09-23,5.765
2014-09-24,5.812
2014-09-25,5.812
2014-09-26,5.812
2014-09-29,5.812
2014-09-30,5.66
2014-10-01,5.6399
2014-10-02,5.4992
2014-10-03,5.5135
2014-10-06,5.588
2014-10-07,5.245
2014-10-08,5.1215
2014-10-09,4.964
2014-10-10,4.8861
2014-10-13,4.8126
2014-10-14,4.8154
2014-10-15,4.8154
2014-10-16,4.689
2014-10-17,4.689
2014-10-20,4.294
2014-10-21,4.294
2014-10-22,4.608
2014-10-23,4.6689
2014-10-24,4.6525
2014-10-27,4.64
2014-10-28,4.6944
2014-10-29,4.7349
2014-10-30,4.6798
2014-10-31,4.75
2014-11-03,4.8258
2014-11-04,4.8446
2014-11-05,4.8885
2014-11-06,4.8327
2014-11-07,4.995
2014-11-10,4.8984
2014-11-11,4.9173
2014-11-12,4.8717
2014-11-13,4.8395
2014-11-14,4.8395
2014-11-17,4.835
2014-11-18,4.8075
2014-11-19,4.7672
2014-11-20,4.74
2014-11-21,4.813
2014-11-24,4.813
2014-11-25,4.869
2014-11-26,4.869
2014-11-28,4.9385
2014-12-01,5.7
2014-12-02,4.9
2014-12-03,4.96
2014-12-04,4.85
2014-12-05,4.85
2014-12-08,4.85
2014-12-09,4.75
2014-12-10,4.7
2014-12-11,4.89
2014-12-12,4.9
2014-12-15,4.9
2014-12-16,4.95
2014-12-17,4.7
2014-12-18,4.53
2014-12-19,4.53
2014-12-22,5.12
2014-12-23,4.8
2014-12-24,5.04
2014-12-26,5.04
2014-12-29,4.24
2014-12-30,4.3
2014-12-31,4.3
2015-01-02,4.95
2015-01-05,4.43
2015-01-06,4.7
2015-01-07,4.68
2015-01-08,4.4
2015-01-09,4.72
2015-01-12,4.08
2015-01-13,4.08
2015-01-14,4.72
2015-01-15,4.38
2015-01-16,4.6
2015-01-20,4.47
2015-01-21,4.47
2015-01-22,4.47
2015-01-23,4.33
2015-01-26,4.53
2015-01-27,4.53
2015-01-28,4.53
2015-01-29,4.1
2015-01-30,4.1
2015-02-02,4.34
2015-02-03,4.34
2015-02-04,4.58
2015-02-05,4.58
2015-02-06,4.95
2015-02-09,4.87
2015-02-10,4.55
2015-02-11,4.7
2015-02-12,4.85
2015-02-13,5.06
2015-02-17,5.27
2015-02-18,5.16
2015-02-19,5.55
2015-02-20,5.57
2015-02-23,5.41
2015-02-24,5.76
2015-02-25,5.73
2015-02-26,5.64
2015-02-27,5.53
2015-03-02,5.58
2015-03-03,5.41
2015-03-04,5.48
2015-03-05,5.55
2015-03-06,5.5
2015-03-09,5.55
2015-03-10,5.4
2015-03-11,5.55
2015-03-12,5.5
2015-03-13,5.55
2015-03-16,5.55
2015-03-17,5.5
2015-03-18,5.5
2015-03-19,5.49
2015-03-20,5.55
2015-03-23,5.67
2015-03-24,5.75
2015-03-25,5.69
2015-03-26,5.5
2015-03-27,5.3
2015-03-30,5.32
2015-03-31,5.34
2015-04-01,5.34
2015-04-02,5.34
2015-04-06,5.55
2015-04-07,5.39
2015-04-08,5.35
2015-04-09,5.34
2015-04-10,5.41
2015-04-13,5.32
2015-04-14,5.34
2015-04-15,5.33
2015-04-16,5.47
2015-04-17,5.26
2015-04-20,5.33
2015-04-21,5.54
2015-04-22,5.45
2015-04-23,5.27
2015-04-24,5.45
2015-04-27,5.63
2015-04-28,5.68
2015-04-29,5.66
2015-04-30,5.75
2015-05-01,5.73
2015-05-04,5.68
2015-05-05,5.52
2015-05-06,5.52
2015-05-07,5.7
2015-05-08,5.73
2015-05-11,5.65
2015-05-12,5.64
2015-05-13,5.72
2015-05-14,5.78
2015-05-15,5.91
2015-05-18,5.8
2015-05-19,5.8
2015-05-20,5.85
2015-05-21,5.85
2015-05-22,5.84
2015-05-26,5.73
2015-05-27,5.78
2015-05-28,5.82
2015-05-29,5.76
2015-06-01,5.76
2015-06-02,5.75
2015-06-03,5.8
2015-06-04,5.75
2015-06-05,5.6
2015-06-08,5.64
2015-06-09,5.56
2015-06-10,5.63
2015-06-11,5.6
2015-06-12,5.53
2015-06-15,5.48
2015-06-16,5.46
2015-06-17,5.4
2015-06-18,5.49
2015-06-19,5.35
2015-06-22,5.6
2015-06-23,5.72
2015-06-24,5.66
2015-06-25,5.65
2015-06-26,5.71
2015-06-29,5.42
2015-06-30,5.36
2015-07-01,5.32
2015-07-02,5.26
2015-07-06,5.19
2015-07-07,5.14
2015-07-08,5.14
2015-07-09,5.31
2015-07-10,5.55
2015-07-13,5.53
2015-07-14,5.46
2015-07-15,5.57
2015-07-16,5.72
2015-07-17,5.72
2015-07-20,5.67
2015-07-21,5.69
2015-07-22,5.57
2015-07-23,5.56
2015-07-24,5.57
2015-07-27,5.46
2015-07-28,5.55
2015-07-29,5.65
2015-07-30,5.55
2015-07-31,5.56
2015-08-03,5.5
2015-08-04,5.4
2015-08-05,5.56
2015-08-06,5.49
2015-08-07,5.39
2015-08-10,5.4
2015-08-11,5.37
2015-08-12,5.42
2015-08-13,5.53
2015-08-14,5.45
2015-08-17,5.35
2015-08-18,5.28
2015-08-19,5.2
2015-08-20,5.19
2015-08-21,5.01
2015-08-24,5.04
2015-08-25,5.2
2015-08-26,5.25
2015-08-27,5.33
2015-08-28,5.39
2015-08-31,5.4
2015-09-01,5.2
2015-09-02,5.19
2015-09-03,5.22
2015-09-04,4.98
2015-09-08,5.06
2015-09-09,5.1
2015-09-10,5.25
2015-09-11,5.17
