Date,AGNC
2017-07-06,21.620001000000002
2017-07-07,21.370001000000002
2017-07-10,21.450001
2017-07-11,21.52
2017-07-12,21.629998999999998
2017-07-13,21.379998999999998
2017-07-14,21.610001
2017-07-17,21.469998999999998
2017-07-18,21.219998999999998
2017-07-19,21.07
2017-07-20,21.0
2017-07-21,21.16
2017-07-24,21.16
2017-07-25,21.059998999999998
2017-07-26,21.17
2017-07-27,21.190001000000002
2017-07-28,21.09
2017-07-31,21.18
2017-08-01,21.200001
2017-08-02,21.15
2017-08-03,21.15
2017-08-04,20.99
2017-08-07,21.07
2017-08-08,21.1
2017-08-09,21.309998999999998
2017-08-10,21.25
2017-08-11,21.34
2017-08-14,21.41
2017-08-15,21.48
2017-08-16,21.5
2017-08-17,21.389999
2017-08-18,21.43
2017-08-21,21.41
2017-08-22,21.549999
2017-08-23,21.530001000000002
2017-08-24,21.66
2017-08-25,21.639999
2017-08-28,21.67
2017-08-29,21.200001
2017-08-30,21.219998999999998
2017-08-31,21.540001
2017-09-01,21.450001
2017-09-05,21.27
2017-09-06,21.25
2017-09-07,21.35
2017-09-08,21.360001
2017-09-11,21.51
2017-09-12,21.5
2017-09-13,20.950001
2017-09-14,21.0
2017-09-15,21.110001
2017-09-18,21.35
2017-09-19,21.440001000000002
2017-09-20,21.360001
2017-09-21,21.4
2017-09-22,21.6
2017-09-25,21.709999
2017-09-26,21.84
2017-09-27,21.76
2017-09-28,21.639999
2017-09-29,21.68
2017-10-02,21.700001
2017-10-03,21.74
2017-10-04,21.77
2017-10-05,21.799999
2017-10-06,21.459999
2017-10-09,21.5
2017-10-10,21.440001000000002
2017-10-11,21.5
2017-10-12,21.559998999999998
2017-10-13,21.76
2017-10-16,21.76
2017-10-17,21.85
2017-10-18,21.809998999999998
2017-10-19,21.790001
2017-10-20,21.790001
2017-10-23,21.629998999999998
2017-10-24,21.620001000000002
2017-10-25,21.440001000000002
2017-10-26,20.530001000000002
2017-10-27,20.68
2017-10-30,20.309998999999998
2017-10-31,20.129998999999998
2017-11-01,20.200001
2017-11-02,19.85
2017-11-03,19.780001000000002
2017-11-06,19.43
2017-11-07,19.57
2017-11-08,19.73
2017-11-09,19.65
2017-11-10,19.549999
2017-11-13,19.82
2017-11-14,19.940001000000002
2017-11-15,19.629998999999998
2017-11-16,19.76
2017-11-17,19.82
2017-11-20,20.07
2017-11-21,20.209999
2017-11-22,20.42
2017-11-24,20.24
2017-11-27,20.24
2017-11-28,20.280001000000002
2017-11-29,20.07
2017-11-30,19.9
2017-12-01,20.02
2017-12-04,20.32
2017-12-05,20.360001
2017-12-06,20.26
2017-12-07,20.4
2017-12-08,20.370001000000002
2017-12-11,20.309998999999998
2017-12-12,20.280001000000002
2017-12-13,20.309998999999998
2017-12-14,20.42
2017-12-15,20.629998999999998
2017-12-18,20.51
2017-12-19,20.02
2017-12-20,20.129998999999998
2017-12-21,20.190001000000002
2017-12-22,20.219998999999998
2017-12-26,20.219998999999998
2017-12-27,20.27
2017-12-28,20.34
2017-12-29,20.190001000000002
2018-01-02,19.940001000000002
2018-01-03,19.620001000000002
2018-01-04,19.719998999999998
2018-01-05,19.85
2018-01-08,19.870001000000002
2018-01-09,19.780001000000002
2018-01-10,19.66
2018-01-11,19.76
2018-01-12,19.59
2018-01-16,19.48
2018-01-17,19.57
2018-01-18,19.290001
2018-01-19,19.58
2018-01-22,19.48
2018-01-23,19.690001000000002
2018-01-24,19.719998999999998
2018-01-25,19.6
2018-01-26,19.52
2018-01-29,19.190001000000002
2018-01-30,19.1
2018-01-31,18.790001
2018-02-01,18.809998999999998
2018-02-02,18.48
2018-02-05,18.24
2018-02-06,18.68
2018-02-07,18.58
2018-02-08,18.48
2018-02-09,18.58
2018-02-12,18.860001
2018-02-13,18.940001000000002
2018-02-14,18.870001000000002
2018-02-15,19.25
2018-02-16,19.389999
2018-02-20,18.83
2018-02-21,18.59
2018-02-22,18.6
2018-02-23,18.84
2018-02-26,18.98
2018-02-27,18.379998999999998
2018-02-28,17.940001000000002
2018-03-01,17.98
2018-03-02,18.17
2018-03-05,18.309998999999998
2018-03-06,18.389999
2018-03-07,18.440001000000002
2018-03-08,18.559998999999998
2018-03-09,18.5
2018-03-12,18.65
2018-03-13,18.790001
2018-03-14,18.799999
2018-03-15,18.74
2018-03-16,18.92
2018-03-19,18.709999
2018-03-20,18.74
2018-03-21,18.719998999999998
2018-03-22,18.76
2018-03-23,18.700001
2018-03-26,18.85
2018-03-27,18.98
2018-03-28,18.809998999999998
2018-03-29,18.92
2018-04-02,18.75
2018-04-03,18.879998999999998
2018-04-04,18.940001000000002
2018-04-05,18.85
2018-04-06,18.950001
2018-04-09,18.870001000000002
2018-04-10,18.74
2018-04-11,18.799999
2018-04-12,18.620001000000002
2018-04-13,18.610001
2018-04-16,18.74
2018-04-17,18.780001000000002
2018-04-18,18.76
2018-04-19,18.709999
2018-04-20,18.66
2018-04-23,18.790001
2018-04-24,18.860001
2018-04-25,18.940001000000002
2018-04-26,19.09
2018-04-27,18.99
2018-04-30,18.92
2018-05-01,18.860001
2018-05-02,18.74
2018-05-03,18.83
2018-05-04,19.049999
2018-05-07,19.139999
2018-05-08,18.799999
2018-05-09,18.799999
2018-05-10,19.01
2018-05-11,19.0
2018-05-14,18.969998999999998
2018-05-15,18.870001000000002
2018-05-16,18.879998999999998
2018-05-17,18.84
2018-05-18,18.889999
2018-05-21,19.1
2018-05-22,19.110001
2018-05-23,19.18
2018-05-24,18.9
2018-05-25,19.09
2018-05-29,19.17
2018-05-30,19.26
2018-05-31,18.82
2018-06-01,18.879998999999998
2018-06-04,18.889999
2018-06-05,18.879998999999998
2018-06-06,18.83
2018-06-07,18.9
2018-06-08,18.98
2018-06-11,18.959999
2018-06-12,18.91
2018-06-13,18.780001000000002
2018-06-14,19.0
2018-06-15,18.9
2018-06-18,18.940001000000002
2018-06-19,18.99
2018-06-20,18.940001000000002
2018-06-21,18.9
2018-06-22,18.9
2018-06-25,18.9
2018-06-26,18.809998999999998
2018-06-27,18.620001000000002
2018-06-28,18.76
2018-06-29,18.59
2018-07-02,18.83
2018-07-03,18.950001
2018-07-05,19.040001
2018-07-06,19.07
2018-07-09,19.02
2018-07-10,19.059998999999998
2018-07-11,19.129998999999998
2018-07-12,19.030001000000002
2018-07-13,19.059998999999998
2018-07-16,19.059998999999998
2018-07-17,19.139999
2018-07-18,19.040001
2018-07-19,19.129998999999998
2018-07-20,19.219998999999998
2018-07-23,19.110001
2018-07-24,19.16
2018-07-25,19.25
2018-07-26,19.370001000000002
2018-07-27,19.48
2018-07-30,19.610001
2018-07-31,19.469998999999998
2018-08-01,18.93
2018-08-02,19.16
2018-08-03,19.08
2018-08-06,19.09
2018-08-07,18.799999
2018-08-08,18.879998999999998
2018-08-09,18.98
2018-08-10,18.99
2018-08-13,19.030001000000002
2018-08-14,18.93
2018-08-15,19.040001
2018-08-16,19.059998999999998
2018-08-17,19.299999
2018-08-20,19.34
2018-08-21,19.379998999999998
2018-08-22,19.290001
2018-08-23,19.299999
2018-08-24,19.299999
2018-08-27,19.290001
2018-08-28,19.32
2018-08-29,19.32
2018-08-30,19.139999
2018-08-31,19.02
2018-09-04,19.040001
2018-09-05,19.120001000000002
2018-09-06,19.18
2018-09-07,19.110001
2018-09-10,19.190001000000002
2018-09-11,19.110001
2018-09-12,18.84
2018-09-13,18.950001
2018-09-14,18.889999
2018-09-17,18.879998999999998
2018-09-18,18.77
2018-09-19,18.709999
2018-09-20,18.77
2018-09-21,18.9
2018-09-24,18.77
2018-09-25,18.799999
2018-09-26,18.709999
2018-09-27,18.58
2018-09-28,18.629998999999998
2018-10-01,18.610001
2018-10-02,18.639999
2018-10-03,18.459999
2018-10-04,18.280001000000002
2018-10-05,18.110001
2018-10-08,18.25
2018-10-09,18.25
2018-10-10,18.059998999999998
2018-10-11,17.799999
2018-10-12,17.76
2018-10-15,17.82
2018-10-16,18.0
2018-10-17,17.969998999999998
2018-10-18,17.9
2018-10-19,17.82
2018-10-22,17.68
2018-10-23,17.59
2018-10-24,17.84
2018-10-25,18.059998999999998
2018-10-26,17.98
2018-10-29,18.059998999999998
2018-10-30,17.84
2018-10-31,17.84
2018-11-01,17.84
2018-11-02,17.67
2018-11-05,17.57
2018-11-06,17.790001
2018-11-07,17.940001000000002
2018-11-08,17.870001000000002
2018-11-09,18.08
2018-11-12,17.76
2018-11-13,17.879998999999998
2018-11-14,17.780001000000002
2018-11-15,17.370001000000002
2018-11-16,17.620001000000002
2018-11-19,17.540001
2018-11-20,17.450001
2018-11-21,17.5
2018-11-23,17.41
2018-11-26,17.540001
2018-11-27,17.540001
2018-11-28,17.76
2018-11-29,17.73
2018-11-30,17.700001
2018-12-03,17.799999
2018-12-04,17.639999
2018-12-06,17.85
2018-12-07,17.83
2018-12-10,17.879998999999998
2018-12-11,17.91
2018-12-12,17.73
2018-12-13,17.870001000000002
2018-12-14,18.02
2018-12-17,17.66
2018-12-18,17.76
2018-12-19,17.700001
2018-12-20,17.440001000000002
2018-12-21,17.450001
2018-12-24,17.24
2018-12-26,17.68
2018-12-27,17.84
2018-12-28,17.73
2018-12-31,17.540001
2019-01-02,17.629998999999998
2019-01-03,17.860001
2019-01-04,17.940001000000002
2019-01-07,17.93
2019-01-08,17.799999
2019-01-09,17.790001
2019-01-10,17.76
2019-01-11,17.889999
2019-01-14,17.950001
2019-01-15,17.950001
2019-01-16,17.98
2019-01-17,18.0
2019-01-18,18.01
2019-01-22,17.940001000000002
2019-01-23,18.01
2019-01-24,18.01
2019-01-25,18.120001000000002
2019-01-28,18.059998999999998
2019-01-29,18.110001
2019-01-30,17.940001000000002
2019-01-31,17.91
2019-02-01,17.76
2019-02-04,17.83
2019-02-05,17.790001
2019-02-06,17.85
2019-02-07,17.85
2019-02-08,17.809998999999998
2019-02-11,17.799999
2019-02-12,17.83
2019-02-13,17.73
2019-02-14,17.690001000000002
2019-02-15,17.620001000000002
2019-02-19,17.690001000000002
2019-02-20,17.67
2019-02-21,17.610001
2019-02-22,17.709999
2019-02-25,17.74
2019-02-26,17.74
2019-02-27,17.549999
2019-02-28,17.65
2019-03-01,17.559998999999998
2019-03-04,17.610001
2019-03-05,17.58
2019-03-06,17.629998999999998
2019-03-07,17.68
2019-03-08,17.76
2019-03-11,17.950001
2019-03-12,17.9
2019-03-13,18.030001000000002
2019-03-14,18.0
2019-03-15,18.0
2019-03-18,18.120001000000002
2019-03-19,18.0
2019-03-20,17.99
2019-03-21,18.07
2019-03-22,18.0
2019-03-25,17.950001
2019-03-26,18.09
2019-03-27,18.139999
2019-03-28,18.08
2019-03-29,18.0
2019-04-01,18.15
2019-04-02,18.110001
2019-04-03,18.0
2019-04-04,18.129998999999998
2019-04-05,18.059998999999998
2019-04-08,18.15
2019-04-09,18.1
2019-04-10,18.09
2019-04-11,18.15
2019-04-12,18.190001000000002
2019-04-15,18.17
2019-04-16,18.129998999999998
2019-04-17,18.15
2019-04-18,18.08
2019-04-22,18.17
2019-04-23,18.16
2019-04-24,18.280001000000002
2019-04-25,17.790001
2019-04-26,17.969998999999998
2019-04-29,17.709999
2019-04-30,17.790001
2019-05-01,17.6
2019-05-02,17.549999
2019-05-03,17.530001000000002
2019-05-06,17.49
2019-05-07,17.6
2019-05-08,17.48
2019-05-09,17.4
2019-05-10,17.540001
2019-05-13,17.43
2019-05-14,17.530001000000002
2019-05-15,17.49
2019-05-16,17.549999
2019-05-17,17.370001000000002
2019-05-20,17.01
2019-05-21,16.99
2019-05-22,17.049999
2019-05-23,17.030001000000002
2019-05-24,17.040001
2019-05-28,16.870001000000002
2019-05-29,16.84
2019-05-30,16.52
2019-05-31,16.4
2019-06-03,16.76
2019-06-04,16.950001
2019-06-05,16.83
2019-06-06,16.889999
2019-06-07,16.75
2019-06-10,16.790001
2019-06-11,16.700001
2019-06-12,16.75
2019-06-13,16.879998999999998
2019-06-14,16.879998999999998
2019-06-17,16.790001
2019-06-18,16.74
2019-06-19,16.92
2019-06-20,16.84
2019-06-21,16.82
2019-06-24,16.83
2019-06-25,16.860001
2019-06-26,16.77
2019-06-27,16.690001000000002
2019-06-28,16.82
2019-07-01,16.77
2019-07-02,16.780001000000002
2019-07-03,16.860001
2019-07-05,17.0
2019-07-08,17.02
2019-07-09,17.07
2019-07-10,17.129998999999998
2019-07-11,17.15
2019-07-12,17.27
2019-07-15,17.34
2019-07-16,17.370001000000002
2019-07-17,17.370001000000002
2019-07-18,17.450001
2019-07-19,17.34
2019-07-22,17.51
2019-07-23,17.540001
2019-07-24,17.440001000000002
2019-07-25,17.200001
2019-07-26,17.41
2019-07-29,17.440001000000002
2019-07-30,17.299999
2019-07-31,17.139999
2019-08-01,17.09
2019-08-02,17.190001000000002
2019-08-05,16.870001000000002
2019-08-06,17.0
2019-08-07,16.98
2019-08-08,17.18
2019-08-09,17.07
2019-08-12,16.85
2019-08-13,16.77
2019-08-14,16.17
2019-08-15,16.139999
2019-08-16,16.23
2019-08-19,16.33
2019-08-20,16.209999
2019-08-21,15.9
2019-08-22,15.9
2019-08-23,15.65
2019-08-26,15.55
2019-08-27,15.08
2019-08-28,15.03
2019-08-29,14.82
2019-08-30,14.87
2019-09-03,14.73
2019-09-04,14.88
2019-09-05,15.09
2019-09-06,15.06
2019-09-09,15.34
2019-09-10,15.72
2019-09-11,15.84
2019-09-12,15.64
2019-09-13,15.85
2019-09-16,15.78
2019-09-17,15.76
2019-09-18,15.88
2019-09-19,16.09
2019-09-20,16.26
2019-09-23,16.309998999999998
2019-09-24,16.08
2019-09-25,16.18
2019-09-26,16.209999
2019-09-27,16.02
2019-09-30,16.09
2019-10-01,15.81
2019-10-02,15.82
2019-10-03,15.89
2019-10-04,16.040001
2019-10-07,16.02
2019-10-08,15.9
2019-10-09,15.99
2019-10-10,16.059998999999998
2019-10-11,16.26
2019-10-14,16.18
2019-10-15,16.120001000000002
2019-10-16,16.200001
2019-10-17,16.34
2019-10-18,16.43
2019-10-21,16.65
2019-10-22,16.639999
2019-10-23,16.780001000000002
2019-10-24,16.6
2019-10-25,16.540001
2019-10-28,16.66
2019-10-29,16.65
2019-10-30,16.48
2019-10-31,17.049999
2019-11-01,16.959999
2019-11-04,17.02
2019-11-05,16.98
2019-11-06,17.110001
2019-11-07,17.200001
2019-11-08,17.309998999999998
2019-11-11,17.35
2019-11-12,17.309998999999998
2019-11-13,17.4
2019-11-14,17.26
2019-11-15,17.35
2019-11-18,17.42
2019-11-19,17.299999
2019-11-20,17.309998999999998
2019-11-21,17.24
2019-11-22,17.32
2019-11-25,17.389999
2019-11-26,17.459999
2019-11-27,17.309998999999998
2019-11-29,17.32
2019-12-02,17.360001
2019-12-03,17.299999
2019-12-04,17.219998999999998
2019-12-05,17.209999
2019-12-06,17.309998999999998
2019-12-09,17.33
2019-12-10,17.309998999999998
2019-12-11,17.34
2019-12-12,17.450001
2019-12-13,17.51
2019-12-16,17.389999
2019-12-17,17.620001000000002
2019-12-18,17.68
2019-12-19,17.690001000000002
2019-12-20,17.709999
2019-12-23,17.719998999999998
2019-12-24,17.870001000000002
2019-12-26,18.02
2019-12-27,18.030001000000002
2019-12-30,17.709999
2019-12-31,17.68
2020-01-02,17.780001000000002
2020-01-03,17.73
2020-01-06,17.73
2020-01-07,17.93
2020-01-08,17.879998999999998
2020-01-09,17.940001000000002
2020-01-10,17.959999
2020-01-13,18.030001000000002
2020-01-14,18.1
2020-01-15,18.16
2020-01-16,18.209999
2020-01-17,18.25
2020-01-21,18.469998999999998
2020-01-22,18.360001
2020-01-23,18.43
2020-01-24,18.35
2020-01-27,18.27
2020-01-28,18.41
2020-01-29,18.74
2020-01-30,18.48
2020-01-31,18.59
2020-02-03,18.629998999999998
2020-02-04,18.790001
2020-02-05,19.200001
2020-02-06,19.219998999999998
2020-02-07,19.190001000000002
2020-02-10,19.030001000000002
2020-02-11,18.98
2020-02-12,18.99
2020-02-13,19.120001000000002
2020-02-14,19.34
2020-02-18,19.540001
2020-02-19,19.440001000000002
2020-02-20,19.620001000000002
2020-02-21,19.26
2020-02-24,19.09
2020-02-25,18.51
2020-02-26,18.440001000000002
2020-02-27,17.57
2020-02-28,17.040001
2020-03-02,18.15
2020-03-03,17.879998999999998
2020-03-04,18.24
2020-03-05,17.700001
2020-03-06,17.1
2020-03-09,15.59
2020-03-10,15.41
2020-03-11,14.39
2020-03-12,11.56
2020-03-13,12.01
2020-03-16,11.81
2020-03-17,11.81
2020-03-18,9.73
2020-03-19,9.38
2020-03-20,9.83
2020-03-23,10.44
2020-03-24,11.11
2020-03-25,12.5
2020-03-26,13.45
2020-03-27,13.15
2020-03-30,11.68
2020-03-31,10.58
2020-04-01,9.49
2020-04-02,9.8
2020-04-03,9.51
2020-04-06,10.38
2020-04-07,10.51
2020-04-08,11.27
2020-04-09,12.21
2020-04-13,12.18
2020-04-14,11.82
2020-04-15,11.48
2020-04-16,11.65
2020-04-17,12.27
2020-04-20,11.98
2020-04-21,12.36
2020-04-22,12.2
2020-04-23,12.36
2020-04-24,12.13
2020-04-27,12.31
2020-04-28,12.69
2020-04-29,12.74
2020-04-30,12.42
2020-05-01,12.27
2020-05-04,12.41
2020-05-05,12.78
2020-05-06,12.49
2020-05-07,12.57
2020-05-08,12.71
