Date,AGNC
2009-02-26,16.459999
2009-02-27,16.1
2009-03-02,15.28
2009-03-03,15.01
2009-03-04,15.35
2009-03-05,14.96
2009-03-06,14.73
2009-03-09,15.0
2009-03-10,16.25
2009-03-11,16.610001
2009-03-12,16.49
2009-03-13,17.48
2009-03-16,17.4
2009-03-17,17.5
2009-03-18,17.629998999999998
2009-03-19,16.83
2009-03-20,16.360001
2009-03-23,16.84
2009-03-24,16.799999
2009-03-25,17.379998999999998
2009-03-26,17.85
2009-03-27,17.67
2009-03-30,17.809998999999998
2009-03-31,17.110001
2009-04-01,16.92
2009-04-02,17.120001000000002
2009-04-03,17.209999
2009-04-06,17.110001
2009-04-07,16.98
2009-04-08,17.129998999999998
2009-04-09,17.18
2009-04-13,17.32
2009-04-14,16.9
2009-04-15,17.15
2009-04-16,17.469998999999998
2009-04-17,17.51
2009-04-20,17.110001
2009-04-21,17.540001
2009-04-22,17.32
2009-04-23,17.08
2009-04-24,17.049999
2009-04-27,17.120001000000002
2009-04-28,17.27
2009-04-29,17.68
2009-04-30,18.75
2009-05-01,18.389999
2009-05-04,18.639999
2009-05-05,18.4
2009-05-06,18.620001000000002
2009-05-07,18.459999
2009-05-08,18.690001000000002
2009-05-11,18.57
2009-05-12,18.84
2009-05-13,18.559998999999998
2009-05-14,18.85
2009-05-15,18.85
2009-05-18,19.27
2009-05-19,19.370001000000002
2009-05-20,19.139999
2009-05-21,19.24
2009-05-22,19.200001
2009-05-26,19.74
2009-05-27,19.209999
2009-05-28,19.469998999999998
2009-05-29,18.99
2009-06-01,19.27
2009-06-02,19.940001000000002
2009-06-03,19.9
2009-06-04,20.24
2009-06-05,19.889999
2009-06-08,19.889999
2009-06-09,20.360001
2009-06-10,19.6
2009-06-11,19.110001
2009-06-12,19.16
2009-06-15,19.309998999999998
2009-06-16,19.59
2009-06-17,19.969998999999998
2009-06-18,20.450001
2009-06-19,20.790001
2009-06-22,20.59
2009-06-23,22.15
2009-06-24,22.51
2009-06-25,23.610001
2009-06-26,23.889999
2009-06-29,23.75
2009-06-30,22.969998999999998
2009-07-01,22.309998999999998
2009-07-02,22.18
2009-07-06,22.389999
2009-07-07,22.67
2009-07-08,21.790001
2009-07-09,21.52
2009-07-10,21.879998999999998
2009-07-13,22.940001000000002
2009-07-14,21.51
2009-07-15,22.030001000000002
2009-07-16,22.16
2009-07-17,22.02
2009-07-20,22.48
2009-07-21,22.67
2009-07-22,23.440001000000002
2009-07-23,23.780001000000002
2009-07-24,23.41
2009-07-27,23.799999
2009-07-28,24.0
2009-07-29,23.940001000000002
2009-07-30,23.959999
2009-07-31,22.780001000000002
2009-08-03,23.299999
2009-08-04,23.9
2009-08-05,24.190001000000002
2009-08-06,23.889999
2009-08-07,24.559998999999998
2009-08-10,24.559998999999998
2009-08-11,23.33
2009-08-12,23.299999
2009-08-13,23.379998999999998
2009-08-14,23.4
2009-08-17,23.299999
2009-08-18,23.370001000000002
2009-08-19,23.34
2009-08-20,24.51
2009-08-21,24.790001
2009-08-24,24.99
2009-08-25,25.860001
2009-08-26,26.059998999999998
2009-08-27,26.059998999999998
2009-08-28,25.209999
2009-08-31,24.889999
2009-09-01,24.41
2009-09-02,24.67
2009-09-03,25.190001000000002
2009-09-04,25.43
2009-09-08,25.9
2009-09-09,26.07
2009-09-10,26.57
2009-09-11,27.110001
2009-09-14,27.200001
2009-09-15,27.540001
2009-09-16,28.02
2009-09-17,28.360001
2009-09-18,28.459999
2009-09-21,29.190001000000002
2009-09-22,29.799999
2009-09-23,31.200001
2009-09-24,29.84
2009-09-25,29.68
2009-09-28,30.74
2009-09-29,30.280001000000002
2009-09-30,28.450001
2009-10-01,26.799999
2009-10-02,27.32
2009-10-05,28.120001000000002
2009-10-06,28.18
2009-10-07,27.610001
2009-10-08,27.93
2009-10-09,27.65
2009-10-12,26.99
2009-10-13,26.450001
2009-10-14,27.67
2009-10-15,27.75
2009-10-16,27.52
2009-10-19,27.709999
2009-10-20,27.940001000000002
2009-10-21,28.110001
2009-10-22,28.91
2009-10-23,28.719998999999998
2009-10-26,28.139999
2009-10-27,26.040001
2009-10-28,26.15
2009-10-29,26.26
2009-10-30,26.0
2009-11-02,25.950001
2009-11-03,26.120001000000002
2009-11-04,25.629998999999998
2009-11-05,26.059998999999998
2009-11-06,25.870001000000002
2009-11-09,26.25
2009-11-10,25.610001
2009-11-11,25.459999
2009-11-12,25.17
2009-11-13,25.469998999999998
2009-11-16,25.92
2009-11-17,25.98
2009-11-18,26.15
2009-11-19,26.379998999999998
2009-11-20,26.17
2009-11-23,26.200001
2009-11-24,26.200001
2009-11-25,26.08
2009-11-27,25.870001000000002
2009-11-30,26.469998999999998
2009-12-01,26.5
2009-12-02,26.57
2009-12-03,26.379998999999998
2009-12-04,26.290001
2009-12-07,26.530001000000002
2009-12-08,26.67
2009-12-09,26.620001000000002
2009-12-10,26.67
2009-12-11,26.82
2009-12-14,27.129998999999998
2009-12-15,26.690001000000002
2009-12-16,26.530001000000002
2009-12-17,26.780001000000002
2009-12-18,27.15
2009-12-21,27.91
2009-12-22,28.139999
2009-12-23,28.309998999999998
2009-12-24,28.33
2009-12-28,28.49
2009-12-29,27.09
2009-12-30,26.799999
2009-12-31,26.540001
2010-01-04,26.709999
2010-01-05,26.620001000000002
2010-01-06,26.299999
2010-01-07,26.17
2010-01-08,26.5
2010-01-11,26.98
2010-01-12,26.879998999999998
2010-01-13,26.85
2010-01-14,26.65
2010-01-15,26.35
2010-01-19,26.360001
2010-01-20,26.280001000000002
2010-01-21,25.969998999999998
2010-01-22,26.120001000000002
2010-01-25,26.290001
2010-01-26,26.18
2010-01-27,26.440001000000002
2010-01-28,26.66
2010-01-29,26.690001000000002
2010-02-01,26.32
2010-02-02,26.66
2010-02-03,27.01
2010-02-04,26.559998999999998
2010-02-05,26.68
2010-02-08,27.219998999999998
2010-02-09,26.940001000000002
2010-02-10,26.43
2010-02-11,25.639999
2010-02-12,25.360001
2010-02-16,25.57
2010-02-17,24.940001000000002
2010-02-18,25.030001000000002
2010-02-19,24.799999
2010-02-22,24.879998999999998
2010-02-23,24.959999
2010-02-24,25.0
2010-02-25,24.76
2010-02-26,25.32
2010-03-01,26.09
2010-03-02,26.49
2010-03-03,26.58
2010-03-04,26.9
2010-03-05,27.41
2010-03-08,26.950001
2010-03-09,26.65
2010-03-10,26.67
2010-03-11,26.41
2010-03-12,26.35
2010-03-15,26.77
2010-03-16,27.309998999999998
2010-03-17,28.209999
2010-03-18,28.01
2010-03-19,27.799999
2010-03-22,28.389999
2010-03-23,28.1
2010-03-24,28.120001000000002
2010-03-25,28.129998999999998
2010-03-26,27.700001
2010-03-29,26.02
2010-03-30,25.73
2010-03-31,25.6
2010-04-01,26.120001000000002
2010-04-05,26.120001000000002
2010-04-06,26.26
2010-04-07,26.33
2010-04-08,26.27
2010-04-09,26.26
2010-04-12,26.110001
2010-04-13,26.379998999999998
2010-04-14,26.290001
2010-04-15,26.08
2010-04-16,26.129998999999998
2010-04-19,26.1
2010-04-20,26.389999
2010-04-21,26.59
2010-04-22,26.68
2010-04-23,27.0
2010-04-26,27.200001
2010-04-27,27.35
2010-04-28,27.629998999999998
2010-04-29,27.969998999999998
2010-04-30,27.51
2010-05-03,27.790001
2010-05-04,27.43
2010-05-05,27.02
2010-05-06,25.93
2010-05-07,26.530001000000002
2010-05-10,27.5
2010-05-11,27.639999
2010-05-12,27.92
2010-05-13,27.540001
2010-05-14,25.549999
2010-05-17,25.85
2010-05-18,25.68
2010-05-19,25.370001000000002
2010-05-20,24.91
2010-05-21,25.459999
2010-05-24,25.549999
2010-05-25,25.42
2010-05-26,25.34
2010-05-27,25.67
2010-05-28,26.26
2010-06-01,26.59
2010-06-02,27.17
2010-06-03,26.790001
2010-06-04,26.5
2010-06-07,26.440001000000002
2010-06-08,26.58
2010-06-09,26.67
2010-06-10,27.200001
2010-06-11,27.67
2010-06-14,27.98
2010-06-15,27.98
2010-06-16,28.110001
2010-06-17,28.33
2010-06-18,28.299999
2010-06-21,28.469998999999998
2010-06-22,28.33
2010-06-23,28.42
2010-06-24,28.440001000000002
2010-06-25,28.969998999999998
2010-06-28,26.969998999999998
2010-06-29,26.59
2010-06-30,26.42
2010-07-01,25.77
2010-07-02,25.700001
2010-07-06,25.969998999999998
2010-07-07,26.83
2010-07-08,27.34
2010-07-09,27.440001000000002
2010-07-12,27.620001000000002
2010-07-13,27.92
2010-07-14,27.200001
2010-07-15,27.040001
2010-07-16,26.969998999999998
2010-07-19,26.93
2010-07-20,27.530001000000002
2010-07-21,27.25
2010-07-22,27.42
2010-07-23,27.82
2010-07-26,28.15
2010-07-27,28.1
2010-07-28,28.040001
2010-07-29,27.280001000000002
2010-07-30,27.52
2010-08-02,27.719998999999998
2010-08-03,27.85
2010-08-04,27.969998999999998
2010-08-05,27.82
2010-08-06,28.08
2010-08-09,28.42
2010-08-10,28.25
2010-08-11,28.129998999999998
2010-08-12,27.860001
2010-08-13,27.360001
2010-08-16,27.440001000000002
2010-08-17,27.200001
2010-08-18,27.200001
2010-08-19,27.0
2010-08-20,26.98
2010-08-23,27.280001000000002
2010-08-24,27.450001
2010-08-25,27.370001000000002
2010-08-26,27.08
2010-08-27,27.35
2010-08-30,27.129998999999998
2010-08-31,27.24
2010-09-01,27.82
2010-09-02,28.280001000000002
2010-09-03,28.370001000000002
2010-09-07,28.450001
2010-09-08,28.389999
2010-09-09,28.049999
2010-09-10,28.17
2010-09-13,28.23
2010-09-14,28.35
2010-09-15,28.799999
2010-09-16,29.15
2010-09-17,29.620001000000002
2010-09-20,30.0
2010-09-21,29.559998999999998
2010-09-22,29.379998999999998
2010-09-23,29.27
2010-09-24,28.190001000000002
2010-09-27,27.99
2010-09-28,26.889999
2010-09-29,26.85
2010-09-30,26.57
2010-10-01,26.98
2010-10-04,26.950001
2010-10-05,27.01
2010-10-06,27.309998999999998
2010-10-07,27.25
2010-10-08,27.459999
2010-10-11,27.709999
2010-10-12,27.969998999999998
2010-10-13,27.780001000000002
2010-10-14,27.65
2010-10-15,27.610001
2010-10-18,27.85
2010-10-19,27.879998999999998
2010-10-20,27.950001
2010-10-21,27.959999
2010-10-22,27.9
2010-10-25,27.83
2010-10-26,27.83
2010-10-27,28.32
2010-10-28,28.709999
2010-10-29,28.639999
2010-11-01,28.4
2010-11-02,28.76
2010-11-03,28.9
2010-11-04,29.309998999999998
2010-11-05,29.43
2010-11-08,29.370001000000002
2010-11-09,29.18
2010-11-10,29.25
2010-11-11,29.360001
2010-11-12,28.370001000000002
2010-11-15,28.73
2010-11-16,28.440001000000002
2010-11-17,28.469998999999998
2010-11-18,28.459999
2010-11-19,28.610001
2010-11-22,28.870001000000002
2010-11-23,28.93
2010-11-24,29.290001
2010-11-26,29.299999
2010-11-29,29.42
2010-11-30,29.309998999999998
2010-12-01,29.43
2010-12-02,29.43
2010-12-03,29.469998999999998
2010-12-06,29.5
2010-12-07,29.709999
2010-12-08,29.51
2010-12-09,28.639999
2010-12-10,29.309998999999998
2010-12-13,29.690001000000002
2010-12-14,29.49
2010-12-15,29.24
2010-12-16,29.110001
2010-12-17,29.32
2010-12-20,29.84
2010-12-21,29.950001
2010-12-22,29.790001
2010-12-23,29.860001
2010-12-27,29.870001000000002
2010-12-28,29.57
2010-12-29,28.75
2010-12-30,28.879998999999998
2010-12-31,28.74
2011-01-03,28.690001000000002
2011-01-04,28.4
2011-01-05,28.690001000000002
2011-01-06,29.23
2011-01-07,29.469998999999998
2011-01-10,29.59
2011-01-11,29.549999
2011-01-12,29.68
2011-01-13,28.639999
2011-01-14,29.0
2011-01-18,28.93
2011-01-19,28.719998999999998
2011-01-20,28.629998999999998
2011-01-21,28.450001
2011-01-24,28.549999
2011-01-25,28.540001
2011-01-26,28.66
2011-01-27,28.790001
2011-01-28,28.690001000000002
2011-01-31,28.690001000000002
2011-02-01,28.879998999999998
2011-02-02,28.98
2011-02-03,28.9
2011-02-04,28.870001000000002
2011-02-07,29.07
2011-02-08,29.26
2011-02-09,29.35
2011-02-10,29.200001
2011-02-11,29.549999
2011-02-14,29.6
2011-02-15,28.950001
2011-02-16,29.16
2011-02-17,29.360001
2011-02-18,29.27
2011-02-22,29.1
2011-02-23,29.08
2011-02-24,29.27
2011-02-25,29.4
2011-02-28,29.450001
2011-03-01,29.440001000000002
2011-03-02,29.57
2011-03-03,29.620001000000002
2011-03-04,29.639999
2011-03-07,29.620001000000002
2011-03-08,29.790001
2011-03-09,30.049999
2011-03-10,30.059998999999998
2011-03-11,30.02
2011-03-14,30.200001
2011-03-15,30.09
2011-03-16,30.26
2011-03-17,30.35
2011-03-18,30.67
2011-03-21,29.1
2011-03-22,28.290001
2011-03-23,28.709999
2011-03-24,28.73
2011-03-25,29.02
2011-03-28,29.059998999999998
2011-03-29,28.799999
2011-03-30,28.700001
2011-03-31,29.139999
2011-04-01,29.02
2011-04-04,28.73
2011-04-05,28.790001
2011-04-06,28.629998999999998
2011-04-07,28.5
2011-04-08,28.309998999999998
2011-04-11,28.18
2011-04-12,27.83
2011-04-13,28.049999
2011-04-14,28.700001
2011-04-15,28.530001000000002
2011-04-18,28.469998999999998
2011-04-19,28.35
2011-04-20,28.6
2011-04-21,28.780001000000002
2011-04-25,28.83
2011-04-26,28.83
2011-04-27,28.780001000000002
2011-04-28,28.940001000000002
2011-04-29,29.110001
2011-05-02,29.200001
2011-05-03,29.190001000000002
2011-05-04,29.24
2011-05-05,29.459999
2011-05-06,29.459999
2011-05-09,29.58
2011-05-10,29.83
2011-05-11,29.68
2011-05-12,29.790001
2011-05-13,29.620001000000002
2011-05-16,29.5
2011-05-17,29.52
2011-05-18,29.75
2011-05-19,29.93
2011-05-20,29.969998999999998
2011-05-23,30.0
2011-05-24,30.120001000000002
2011-05-25,30.09
2011-05-26,30.200001
2011-05-27,30.280001000000002
2011-05-31,30.370001000000002
2011-06-01,30.23
2011-06-02,30.360001
2011-06-03,30.34
2011-06-06,30.309998999999998
2011-06-07,30.549999
2011-06-08,30.700001
2011-06-09,30.41
2011-06-10,30.1
2011-06-13,30.24
2011-06-14,30.389999
2011-06-15,30.370001000000002
2011-06-16,30.290001
2011-06-17,30.15
2011-06-20,29.799999
2011-06-21,28.5
2011-06-22,28.85
2011-06-23,28.639999
2011-06-24,28.73
2011-06-27,28.809998999999998
2011-06-28,28.780001000000002
2011-06-29,29.0
2011-06-30,29.110001
2011-07-01,29.6
2011-07-05,29.959999
2011-07-06,30.27
2011-07-07,30.059998999999998
2011-07-08,30.200001
2011-07-11,29.9
2011-07-12,29.700001
2011-07-13,29.6
2011-07-14,29.120001000000002
2011-07-15,29.27
2011-07-18,29.01
2011-07-19,29.379998999999998
2011-07-20,29.690001000000002
2011-07-21,29.549999
2011-07-22,29.68
2011-07-25,28.889999
2011-07-26,28.98
2011-07-27,28.389999
2011-07-28,28.33
2011-07-29,27.92
2011-08-01,29.030001000000002
2011-08-02,28.49
2011-08-03,29.110001
2011-08-04,28.16
2011-08-05,28.35
2011-08-08,26.73
2011-08-09,29.780001000000002
2011-08-10,28.41
2011-08-11,28.75
2011-08-12,29.110001
2011-08-15,29.709999
2011-08-16,29.74
2011-08-17,29.959999
2011-08-18,29.27
2011-08-19,28.610001
2011-08-22,28.639999
2011-08-23,28.940001000000002
2011-08-24,28.620001000000002
2011-08-25,27.76
2011-08-26,28.059998999999998
2011-08-29,28.6
2011-08-30,28.74
2011-08-31,28.51
2011-09-01,27.68
2011-09-02,27.27
2011-09-06,27.65
2011-09-07,27.879998999999998
2011-09-08,27.799999
2011-09-09,28.389999
2011-09-12,28.98
2011-09-13,29.110001
2011-09-14,29.610001
2011-09-15,29.85
2011-09-16,29.540001
2011-09-19,29.49
2011-09-20,29.059998999999998
2011-09-21,27.120001000000002
2011-09-22,27.389999
2011-09-23,27.540001
2011-09-26,27.57
2011-09-27,27.41
2011-09-28,27.370001000000002
2011-09-29,27.34
2011-09-30,27.1
2011-10-03,25.889999
2011-10-04,26.34
2011-10-05,26.309998999999998
2011-10-06,27.040001
2011-10-07,26.690001000000002
2011-10-10,27.15
2011-10-11,27.059998999999998
2011-10-12,27.030001000000002
2011-10-13,27.33
2011-10-14,27.65
2011-10-17,27.440001000000002
2011-10-18,27.790001
2011-10-19,27.690001000000002
2011-10-20,27.68
2011-10-21,27.700001
2011-10-24,28.559998999999998
2011-10-25,28.540001
2011-10-26,28.65
2011-10-27,27.540001
2011-10-28,27.709999
2011-10-31,27.51
2011-11-01,27.309998999999998
2011-11-02,27.629998999999998
2011-11-03,27.700001
2011-11-04,27.889999
2011-11-07,28.129998999999998
2011-11-08,28.48
2011-11-09,27.85
2011-11-10,27.91
2011-11-11,28.110001
2011-11-14,27.99
2011-11-15,28.059998999999998
2011-11-16,28.120001000000002
2011-11-17,27.950001
2011-11-18,28.059998999999998
2011-11-21,27.879998999999998
2011-11-22,28.139999
2011-11-23,27.780001000000002
2011-11-25,27.76
2011-11-28,28.16
2011-11-29,28.18
2011-11-30,28.690001000000002
2011-12-01,28.530001000000002
2011-12-02,28.379998999999998
2011-12-05,28.709999
2011-12-06,28.83
2011-12-07,28.879998999999998
2011-12-08,28.690001000000002
2011-12-09,28.9
2011-12-12,28.74
2011-12-13,28.98
2011-12-14,28.959999
2011-12-15,28.860001
2011-12-16,29.08
2011-12-19,28.959999
2011-12-20,28.049999
2011-12-21,28.360001
2011-12-22,28.26
2011-12-23,28.01
2011-12-27,28.370001000000002
2011-12-28,28.209999
2011-12-29,28.280001000000002
2011-12-30,28.08
2012-01-03,28.17
2012-01-04,28.33
2012-01-05,28.209999
2012-01-06,28.370001000000002
2012-01-09,28.23
2012-01-10,28.18
2012-01-11,28.16
2012-01-12,28.23
2012-01-13,28.35
2012-01-17,28.34
2012-01-18,28.440001000000002
2012-01-19,28.66
2012-01-20,29.0
2012-01-23,29.059998999999998
2012-01-24,29.190001000000002
2012-01-25,29.33
2012-01-26,29.190001000000002
2012-01-27,29.09
2012-01-30,29.08
2012-01-31,29.33
2012-02-01,29.379998999999998
2012-02-02,29.379998999999998
2012-02-03,29.700001
2012-02-06,29.48
2012-02-07,29.74
2012-02-08,29.690001000000002
2012-02-09,29.870001000000002
2012-02-10,30.200001
2012-02-13,30.42
2012-02-14,30.59
2012-02-15,30.709999
2012-02-16,30.059998999999998
2012-02-17,30.370001000000002
2012-02-21,30.700001
2012-02-22,30.57
2012-02-23,30.690001000000002
2012-02-24,30.66
2012-02-27,30.610001
2012-02-28,30.790001
2012-02-29,30.709999
2012-03-01,30.870001000000002
2012-03-02,31.17
2012-03-05,30.280001000000002
2012-03-06,29.85
2012-03-07,30.27
2012-03-08,29.35
2012-03-09,29.5
2012-03-12,29.809998999999998
2012-03-13,29.860001
2012-03-14,29.41
2012-03-15,29.450001
2012-03-16,29.34
2012-03-19,29.219998999999998
2012-03-20,29.379998999999998
2012-03-21,29.57
2012-03-22,29.309998999999998
2012-03-23,29.290001
2012-03-26,29.48
2012-03-27,29.32
2012-03-28,29.23
2012-03-29,29.309998999999998
2012-03-30,29.540001
2012-04-02,29.91
2012-04-03,30.059998999999998
2012-04-04,30.02
2012-04-05,30.07
2012-04-09,30.08
2012-04-10,29.709999
2012-04-11,29.889999
2012-04-12,30.049999
2012-04-13,30.110001
2012-04-16,30.09
2012-04-17,30.32
2012-04-18,30.52
2012-04-19,30.700001
2012-04-20,30.620001000000002
2012-04-23,30.719998999999998
2012-04-24,30.75
2012-04-25,30.77
2012-04-26,30.9
2012-04-27,31.01
2012-04-30,31.24
2012-05-01,31.129998999999998
2012-05-02,31.139999
2012-05-03,31.65
2012-05-04,31.66
2012-05-07,31.610001
2012-05-08,31.52
2012-05-09,31.74
2012-05-10,32.040001000000004
2012-05-11,32.330002
2012-05-14,32.16
2012-05-15,32.080002
2012-05-16,31.780001000000002
2012-05-17,30.98
2012-05-18,31.030001000000002
2012-05-21,31.93
2012-05-22,32.049999
2012-05-23,32.27
2012-05-24,32.130001
2012-05-25,32.220001
2012-05-29,32.540001000000004
2012-05-30,32.490002000000004
2012-05-31,32.669998
2012-06-01,32.299999
2012-06-04,32.220001
2012-06-05,32.560001
2012-06-06,32.939999
2012-06-07,32.610001000000004
2012-06-08,32.73
2012-06-11,32.900002
2012-06-12,33.27
2012-06-13,33.419998
2012-06-14,33.580002
2012-06-15,33.599998
2012-06-18,33.610001000000004
2012-06-19,32.490002000000004
2012-06-20,32.16
2012-06-21,32.34
2012-06-22,32.529999
2012-06-25,32.330002
2012-06-26,32.52
2012-06-27,32.950001
2012-06-28,33.240002000000004
2012-06-29,33.610001000000004
2012-07-02,33.560001
2012-07-03,33.939999
2012-07-05,34.02
2012-07-06,34.259997999999996
2012-07-09,34.700001
2012-07-10,34.580002
2012-07-11,34.27
2012-07-12,34.41
2012-07-13,34.669998
2012-07-16,35.080002
2012-07-17,35.290001000000004
2012-07-18,33.919998
2012-07-19,34.150002
2012-07-20,34.330002
2012-07-23,34.599998
2012-07-24,34.990002000000004
2012-07-25,34.939999
2012-07-26,34.98
2012-07-27,35.380001
2012-07-30,35.150002
2012-07-31,35.139998999999996
2012-08-01,34.970001
2012-08-02,35.040001000000004
2012-08-03,34.830002
2012-08-06,34.07
2012-08-07,32.959998999999996
2012-08-08,33.560001
2012-08-09,33.970001
2012-08-10,33.889998999999996
2012-08-13,34.189999
2012-08-14,34.529999
2012-08-15,34.040001000000004
2012-08-16,33.5
2012-08-17,33.779999
2012-08-20,34.049999
2012-08-21,34.080002
2012-08-22,33.970001
2012-08-23,33.880001
2012-08-24,34.169998
2012-08-27,34.34
2012-08-28,34.400002
2012-08-29,34.689999
2012-08-30,34.650002
2012-08-31,34.84
2012-09-04,34.82
2012-09-05,34.790001000000004
2012-09-06,34.900002
2012-09-07,35.02
2012-09-10,35.439999
2012-09-11,35.66
2012-09-12,35.939999
2012-09-13,36.16
2012-09-14,36.490002000000004
2012-09-17,36.68
2012-09-18,36.400002
2012-09-19,34.84
2012-09-20,35.049999
2012-09-21,35.169998
2012-09-24,34.93
2012-09-25,34.639998999999996
2012-09-26,34.560001
2012-09-27,34.360001000000004
2012-09-28,34.599998
2012-10-01,34.650002
2012-10-02,35.0
2012-10-03,35.130001
2012-10-04,34.91
2012-10-05,34.900002
2012-10-08,34.599998
2012-10-09,33.689999
2012-10-10,33.07
2012-10-11,33.200001
2012-10-12,32.59
2012-10-15,32.0
2012-10-16,32.0
2012-10-17,32.52
2012-10-18,33.0
2012-10-19,33.040001000000004
2012-10-22,32.639998999999996
2012-10-23,32.330002
2012-10-24,32.450001
2012-10-25,32.299999
2012-10-26,32.0
2012-10-31,33.0
2012-11-01,32.869999
2012-11-02,32.450001
2012-11-05,32.330002
2012-11-06,31.700001
2012-11-07,30.73
2012-11-08,30.950001
2012-11-09,30.82
2012-11-12,30.43
2012-11-13,29.58
2012-11-14,28.690001000000002
2012-11-15,29.84
2012-11-16,30.99
2012-11-19,31.129998999999998
2012-11-20,31.209999
2012-11-21,31.42
2012-11-23,31.66
2012-11-26,31.450001
2012-11-27,31.34
2012-11-28,31.360001
2012-11-29,31.459999
2012-11-30,31.549999
2012-12-03,31.610001
