Date,NOMD
2015-06-24,21.75
2015-06-25,22.0
2015-06-26,22.1
2015-06-29,22.0
2015-06-30,22.0
2015-07-01,21.5
2015-07-02,21.75
2015-07-06,21.799999
2015-07-07,21.5
2015-07-08,20.5
2015-07-09,21.0
2015-07-10,21.25
2015-07-13,22.0
2015-07-14,21.5
2015-07-15,21.5
2015-07-16,21.5
2015-07-17,21.4
2015-07-20,21.5
2015-07-21,21.6
2015-07-22,21.6
2015-07-23,21.5
2015-07-24,21.5
2015-07-27,21.0
2015-07-28,20.75
2015-07-29,21.0
2015-07-30,20.5
2015-07-31,20.75
2015-08-03,21.5
2015-08-04,21.5
2015-08-05,21.700001
2015-08-06,21.5
2015-08-07,20.700001
2015-08-10,20.85
2015-08-11,21.0
2015-08-12,22.25
2015-08-13,21.5
2015-08-14,21.48
2015-08-17,21.5
2015-08-18,21.5
2015-08-19,21.530001000000002
2015-08-20,21.5
2015-08-21,21.0
2015-08-24,20.75
2015-08-25,20.1
2015-08-26,20.1
2015-08-27,20.5
2015-08-28,19.799999
2015-08-31,19.98
2015-09-01,19.5
2015-09-02,19.450001
2015-09-03,19.6
2015-09-04,19.4
2015-09-08,19.75
2015-09-09,19.85
2015-09-10,20.0
2015-09-11,20.0
2015-09-14,20.0
2015-09-15,19.700001
2015-09-16,19.5
2015-09-17,19.48
2015-09-18,19.5
2015-09-21,19.25
2015-09-22,19.299999
2015-09-23,19.200001
2015-09-24,18.450001
2015-09-25,18.450001
2015-09-28,17.5
2015-09-29,15.7
2015-09-30,15.6
2015-10-01,15.5
2015-10-02,16.15
2015-10-05,16.5
2015-10-06,17.0
2015-10-07,17.200001
2015-10-08,17.0
2015-10-09,16.799999
2015-10-12,16.5
2015-10-13,16.58
2015-10-14,16.450001
2015-10-15,16.0
2015-10-16,16.0
2015-10-19,16.0
2015-10-20,15.5
2015-10-21,15.0
2015-10-22,14.75
2015-10-23,14.65
2015-10-26,14.46
2015-10-27,14.2
2015-10-28,14.0
2015-10-29,14.18
2015-10-30,14.25
2015-11-02,14.08
2015-11-03,14.3
2015-11-04,14.15
2015-11-05,14.0
2015-11-06,14.01
2015-11-09,14.01
2015-11-10,13.78
2015-11-11,14.0
2015-11-12,13.95
2015-11-13,13.85
2015-11-16,12.23
2015-11-17,12.15
2015-11-18,12.0
2015-11-19,12.2
2015-11-20,12.1
2015-11-23,12.0
2015-11-24,12.3
2015-11-25,12.39
2015-11-27,12.35
2015-11-30,12.4
2015-12-01,12.32
2015-12-02,12.2
2015-12-03,11.8
2015-12-04,11.84
2015-12-07,11.3
2015-12-08,11.35
2015-12-09,11.3
2015-12-10,11.35
2015-12-11,11.26
2015-12-14,11.4
2015-12-15,11.35
2015-12-16,11.4
2015-12-17,11.35
2015-12-18,11.3
2015-12-21,11.4
2015-12-22,11.4
2015-12-23,11.4
2015-12-24,11.5
2015-12-28,11.58
2015-12-29,11.7
2015-12-30,11.72
2015-12-31,12.0
2016-01-04,12.6
2016-01-05,13.25
2016-01-06,13.15
2016-01-07,12.75
2016-01-08,12.5
2016-01-11,12.5
2016-01-12,12.3
2016-01-13,11.93
2016-01-14,11.47
2016-01-15,10.75
2016-01-19,9.62
2016-01-20,9.01
2016-01-21,9.0
2016-01-22,9.07
2016-01-25,9.5
2016-01-26,9.41
2016-01-27,8.96
2016-01-28,8.73
2016-01-29,8.75
2016-02-01,8.99
2016-02-02,8.67
2016-02-03,8.63
2016-02-04,8.3
2016-02-05,8.32
2016-02-08,7.61
2016-02-09,6.81
2016-02-10,7.04
2016-02-11,6.61
2016-02-12,7.19
2016-02-16,7.06
2016-02-17,7.11
2016-02-18,7.07
2016-02-19,6.96
2016-02-22,6.92
2016-02-23,6.49
2016-02-24,7.18
2016-02-25,7.99
2016-02-26,8.33
2016-02-29,7.82
2016-03-01,8.11
2016-03-02,8.35
2016-03-03,8.37
2016-03-04,8.28
2016-03-07,8.52
2016-03-08,8.17
2016-03-09,7.96
2016-03-10,8.0
2016-03-11,7.99
2016-03-14,8.0
2016-03-15,7.76
2016-03-16,7.65
2016-03-17,7.8
2016-03-18,8.02
2016-03-21,8.38
2016-03-22,8.44
2016-03-23,8.93
2016-03-24,8.88
2016-03-28,8.85
2016-03-29,9.25
2016-03-30,9.17
2016-03-31,9.01
2016-04-01,8.97
2016-04-04,9.0
2016-04-05,8.88
2016-04-06,9.1
2016-04-07,8.72
2016-04-08,8.69
2016-04-11,8.89
2016-04-12,8.66
2016-04-13,8.59
2016-04-14,8.5
2016-04-15,8.46
2016-04-18,8.38
2016-04-19,8.35
2016-04-20,8.35
2016-04-21,8.28
2016-04-22,8.43
2016-04-25,8.33
2016-04-26,8.25
2016-04-27,8.22
2016-04-28,8.32
2016-04-29,8.14
2016-05-02,8.34
2016-05-03,8.09
2016-05-04,8.0
2016-05-05,8.02
2016-05-06,8.17
2016-05-09,8.26
2016-05-10,8.27
2016-05-11,8.6
2016-05-12,8.44
2016-05-13,8.18
2016-05-16,8.27
2016-05-17,8.24
2016-05-18,8.24
2016-05-19,8.66
2016-05-20,8.79
2016-05-23,8.76
2016-05-24,8.69
2016-05-25,9.89
2016-05-26,9.77
2016-05-27,9.8
2016-05-31,9.72
2016-06-01,9.96
2016-06-02,9.99
2016-06-03,10.17
2016-06-06,9.99
2016-06-07,9.82
2016-06-08,9.93
2016-06-09,9.9
2016-06-10,9.61
2016-06-13,9.45
2016-06-14,9.1
2016-06-15,8.9
2016-06-16,8.98
2016-06-17,8.73
2016-06-20,9.23
2016-06-21,9.35
2016-06-22,9.47
2016-06-23,9.79
2016-06-24,9.02
2016-06-27,8.07
2016-06-28,8.01
2016-06-29,8.06
2016-06-30,7.98
2016-07-01,8.57
2016-07-05,8.33
2016-07-06,8.3
2016-07-07,8.22
2016-07-08,8.5
2016-07-11,8.51
2016-07-12,8.57
2016-07-13,8.49
2016-07-14,8.51
2016-07-15,8.5
2016-07-18,8.63
2016-07-19,8.84
2016-07-20,9.06
2016-07-21,9.01
2016-07-22,8.86
2016-07-25,8.74
2016-07-26,8.73
2016-07-27,8.72
2016-07-28,8.72
2016-07-29,8.85
2016-08-01,8.65
2016-08-02,8.75
2016-08-03,8.75
2016-08-04,8.72
2016-08-05,9.1
2016-08-08,9.49
2016-08-09,9.33
2016-08-10,9.64
2016-08-11,9.83
2016-08-12,10.05
2016-08-15,10.14
2016-08-16,9.6
2016-08-17,9.51
2016-08-18,9.7
2016-08-19,9.58
2016-08-22,9.93
2016-08-23,10.13
2016-08-24,9.88
2016-08-25,10.7
2016-08-26,11.06
2016-08-29,11.07
2016-08-30,11.54
2016-08-31,11.69
2016-09-01,11.57
2016-09-02,11.71
2016-09-06,11.84
2016-09-07,11.65
2016-09-08,11.59
2016-09-09,11.25
2016-09-12,11.2
2016-09-13,11.05
2016-09-14,11.05
2016-09-15,11.44
2016-09-16,11.4
2016-09-19,11.84
2016-09-20,11.69
2016-09-21,11.99
2016-09-22,11.83
2016-09-23,11.75
2016-09-26,11.74
2016-09-27,11.62
2016-09-28,11.73
2016-09-29,11.96
2016-09-30,11.82
2016-10-03,12.01
2016-10-04,11.92
2016-10-05,12.07
2016-10-06,12.03
2016-10-07,11.86
2016-10-10,11.89
2016-10-11,11.72
2016-10-12,12.05
2016-10-13,12.09
2016-10-14,12.2
2016-10-17,12.22
2016-10-18,12.28
2016-10-19,12.35
2016-10-20,12.66
2016-10-21,12.62
2016-10-24,12.79
2016-10-25,12.79
2016-10-26,12.5
2016-10-27,12.47
2016-10-28,12.3
2016-10-31,12.29
2016-11-01,11.95
2016-11-02,11.69
2016-11-03,11.52
2016-11-04,11.27
2016-11-07,11.7
2016-11-08,11.75
2016-11-09,11.73
2016-11-10,11.4
2016-11-11,11.34
2016-11-14,11.05
2016-11-15,11.28
2016-11-16,11.27
2016-11-17,11.03
2016-11-18,10.75
2016-11-21,10.68
2016-11-22,10.71
2016-11-23,10.46
2016-11-25,10.84
2016-11-28,10.74
2016-11-29,10.0
2016-11-30,9.41
2016-12-01,9.22
2016-12-02,9.06
2016-12-05,9.28
2016-12-06,9.34
2016-12-07,9.34
2016-12-08,9.38
2016-12-09,9.76
2016-12-12,9.66
2016-12-13,9.5
2016-12-14,9.32
2016-12-15,9.23
2016-12-16,9.43
2016-12-19,9.42
2016-12-20,9.52
2016-12-21,9.55
2016-12-22,9.4
2016-12-23,9.52
2016-12-27,9.59
2016-12-28,9.59
2016-12-29,9.62
2016-12-30,9.57
2017-01-03,9.9
2017-01-04,9.96
2017-01-05,9.95
2017-01-06,9.83
2017-01-09,9.77
2017-01-10,9.78
2017-01-11,9.95
2017-01-12,9.92
2017-01-13,10.26
2017-01-17,10.37
2017-01-18,10.28
2017-01-19,10.28
2017-01-20,10.3
2017-01-23,10.24
2017-01-24,10.22
2017-01-25,10.47
2017-01-26,10.35
2017-01-27,10.33
2017-01-30,10.29
2017-01-31,10.27
2017-02-01,10.34
2017-02-02,10.28
2017-02-03,10.57
2017-02-06,10.62
2017-02-07,10.49
2017-02-08,10.39
2017-02-09,10.63
2017-02-10,10.69
2017-02-13,10.6
2017-02-14,10.61
2017-02-15,10.72
2017-02-16,10.66
2017-02-17,10.62
2017-02-21,10.78
2017-02-22,10.79
2017-02-23,10.86
2017-02-24,10.87
2017-02-27,10.78
2017-02-28,10.76
2017-03-01,10.99
2017-03-02,10.8
2017-03-03,11.12
2017-03-06,10.72
2017-03-07,10.61
2017-03-08,10.48
2017-03-09,10.74
2017-03-10,11.46
2017-03-13,11.38
2017-03-14,11.28
2017-03-15,11.39
2017-03-16,11.38
2017-03-17,11.44
2017-03-20,11.33
2017-03-21,11.0
2017-03-22,10.89
2017-03-23,10.91
2017-03-24,11.14
2017-03-27,11.04
2017-03-28,11.24
2017-03-29,11.47
2017-03-30,11.6
2017-03-31,11.45
2017-04-03,11.23
2017-04-04,10.93
2017-04-05,11.24
2017-04-06,11.23
2017-04-07,11.25
2017-04-10,11.23
2017-04-11,11.16
2017-04-12,11.26
2017-04-13,11.26
2017-04-17,11.47
2017-04-18,11.36
2017-04-19,11.36
2017-04-20,11.54
2017-04-21,11.37
2017-04-24,11.38
2017-04-25,11.42
2017-04-26,11.55
2017-04-27,11.53
2017-04-28,11.8
2017-05-01,11.6
2017-05-02,11.55
2017-05-03,11.57
2017-05-04,11.48
2017-05-05,11.65
2017-05-08,11.73
2017-05-09,11.78
2017-05-10,11.79
2017-05-11,12.2
2017-05-12,12.45
2017-05-15,12.81
2017-05-16,12.85
2017-05-17,12.61
2017-05-18,12.7
2017-05-19,13.12
2017-05-22,13.2
2017-05-23,13.21
2017-05-24,13.17
2017-05-25,13.91
2017-05-26,14.21
2017-05-30,14.22
2017-05-31,14.15
2017-06-01,14.33
2017-06-02,14.38
2017-06-05,14.33
2017-06-06,14.58
2017-06-07,14.41
2017-06-08,14.39
2017-06-09,14.35
2017-06-12,14.29
2017-06-13,14.19
2017-06-14,14.14
2017-06-15,14.06
2017-06-16,14.28
2017-06-19,14.38
2017-06-20,14.0
2017-06-21,13.87
2017-06-22,13.74
2017-06-23,13.9
2017-06-26,14.06
2017-06-27,13.78
2017-06-28,14.03
2017-06-29,14.06
2017-06-30,14.11
2017-07-03,13.94
2017-07-05,14.03
2017-07-06,13.85
2017-07-07,13.88
2017-07-10,13.63
2017-07-11,13.59
2017-07-12,13.95
2017-07-13,14.13
2017-07-14,14.37
2017-07-17,14.24
2017-07-18,14.19
2017-07-19,14.53
2017-07-20,14.54
2017-07-21,14.61
2017-07-24,14.65
2017-07-25,14.6
2017-07-26,14.63
2017-07-27,14.54
2017-07-28,14.28
2017-07-31,14.25
2017-08-01,14.09
2017-08-02,13.95
2017-08-03,14.02
2017-08-04,13.99
2017-08-07,14.06
2017-08-08,14.16
2017-08-09,14.17
2017-08-10,14.0
2017-08-11,14.39
2017-08-14,14.53
2017-08-15,14.83
2017-08-16,14.91
2017-08-17,14.92
2017-08-18,15.1
2017-08-21,14.94
2017-08-22,14.93
2017-08-23,15.02
2017-08-24,14.85
2017-08-25,15.28
2017-08-28,15.04
2017-08-29,15.2
2017-08-30,15.13
2017-08-31,15.02
2017-09-01,14.97
2017-09-05,14.92
2017-09-06,14.25
2017-09-07,15.1
2017-09-08,15.12
2017-09-11,15.36
2017-09-12,15.28
2017-09-13,15.19
2017-09-14,14.98
2017-09-15,14.97
2017-09-18,14.98
2017-09-19,15.09
2017-09-20,15.01
2017-09-21,15.01
2017-09-22,14.94
2017-09-25,14.49
2017-09-26,14.64
2017-09-27,14.69
2017-09-28,14.52
2017-09-29,14.57
2017-10-02,15.03
2017-10-03,15.04
2017-10-04,14.62
2017-10-05,14.66
2017-10-06,14.68
2017-10-09,14.62
2017-10-10,14.69
2017-10-11,14.99
2017-10-12,14.87
2017-10-13,14.91
2017-10-16,14.95
2017-10-17,14.83
2017-10-18,15.0
2017-10-19,15.0
2017-10-20,15.06
2017-10-23,15.12
2017-10-24,15.0
2017-10-25,15.01
2017-10-26,15.01
2017-10-27,15.0
2017-10-30,14.94
2017-10-31,15.1
2017-11-01,15.15
2017-11-02,15.09
2017-11-03,15.15
2017-11-06,14.92
2017-11-07,14.81
2017-11-08,14.77
2017-11-09,14.43
2017-11-10,14.81
2017-11-13,14.69
2017-11-14,14.64
2017-11-15,14.34
2017-11-16,14.67
2017-11-17,14.78
2017-11-20,15.05
2017-11-21,15.26
2017-11-22,15.39
2017-11-24,15.56
2017-11-27,15.56
2017-11-28,16.27
2017-11-29,16.559998999999998
2017-11-30,16.43
2017-12-01,16.620001000000002
2017-12-04,16.620001000000002
2017-12-05,16.59
2017-12-06,16.690001000000002
2017-12-07,16.389999
2017-12-08,16.559998999999998
2017-12-11,16.700001
2017-12-12,16.530001000000002
2017-12-13,16.59
2017-12-14,16.620001000000002
2017-12-15,16.52
2017-12-18,16.299999
2017-12-19,16.370001000000002
2017-12-20,16.65
2017-12-21,16.690001000000002
2017-12-22,16.799999
2017-12-26,16.85
2017-12-27,16.83
2017-12-28,16.82
2017-12-29,16.91
2018-01-02,16.76
2018-01-03,16.26
2018-01-04,16.889999
2018-01-05,16.6
2018-01-08,16.93
2018-01-09,16.74
2018-01-10,16.6
2018-01-11,16.309998999999998
2018-01-12,16.299999
2018-01-16,16.24
2018-01-17,16.879998999999998
2018-01-18,16.940001000000002
2018-01-19,17.16
2018-01-22,17.15
2018-01-23,17.059998999999998
2018-01-24,16.879998999999998
2018-01-25,16.74
2018-01-26,16.93
2018-01-29,16.98
2018-01-30,16.870001000000002
2018-01-31,17.040001
2018-02-01,17.1
2018-02-02,16.870001000000002
2018-02-05,16.15
2018-02-06,16.25
2018-02-07,16.09
2018-02-08,15.72
2018-02-09,15.7
2018-02-12,15.92
2018-02-13,16.08
2018-02-14,16.58
2018-02-15,16.790001
2018-02-16,17.059998999999998
2018-02-20,16.860001
2018-02-21,16.860001
2018-02-22,16.799999
2018-02-23,16.799999
2018-02-26,16.73
2018-02-27,16.58
2018-02-28,16.389999
2018-03-01,16.08
2018-03-02,16.25
2018-03-05,16.24
2018-03-06,16.48
2018-03-07,16.549999
2018-03-08,16.559998999999998
2018-03-09,16.74
2018-03-12,16.790001
2018-03-13,16.530001000000002
2018-03-14,16.639999
2018-03-15,16.51
2018-03-16,16.530001000000002
2018-03-19,16.379998999999998
2018-03-20,16.24
2018-03-21,16.16
2018-03-22,15.89
2018-03-23,15.99
2018-03-26,16.4
2018-03-27,15.97
2018-03-28,15.78
2018-03-29,15.74
2018-04-02,15.45
2018-04-03,15.63
2018-04-04,15.6
2018-04-05,15.65
2018-04-06,15.53
2018-04-09,15.76
2018-04-10,15.73
2018-04-11,15.44
2018-04-12,15.63
2018-04-13,16.08
2018-04-16,16.290001
2018-04-17,16.74
2018-04-18,16.68
2018-04-19,16.34
2018-04-20,16.43
2018-04-23,16.57
2018-04-24,16.389999
2018-04-25,16.52
2018-04-26,16.709999
2018-04-27,16.809998999999998
2018-04-30,16.49
2018-05-01,16.299999
2018-05-02,16.4
2018-05-03,16.129998999999998
2018-05-04,16.51
2018-05-07,16.82
2018-05-08,16.809998999999998
2018-05-09,16.67
2018-05-10,17.280001000000002
2018-05-11,17.639999
2018-05-14,17.469998999999998
2018-05-15,17.48
2018-05-16,17.780001000000002
2018-05-17,17.9
2018-05-18,17.860001
2018-05-21,17.73
2018-05-22,17.459999
2018-05-23,17.549999
2018-05-24,17.85
2018-05-25,17.83
2018-05-29,17.389999
2018-05-30,17.540001
2018-05-31,17.4
2018-06-01,17.709999
2018-06-04,18.309998999999998
2018-06-05,18.18
2018-06-06,18.129998999999998
2018-06-07,18.25
2018-06-08,18.24
2018-06-11,17.98
2018-06-12,17.85
2018-06-13,17.940001000000002
2018-06-14,18.07
2018-06-15,18.16
2018-06-18,18.52
2018-06-19,18.799999
2018-06-20,18.75
2018-06-21,18.9
2018-06-22,19.309998999999998
2018-06-25,19.129998999999998
2018-06-26,19.559998999999998
2018-06-27,18.780001000000002
2018-06-28,19.530001000000002
2018-06-29,19.190001000000002
2018-07-02,19.049999
2018-07-03,19.120001000000002
2018-07-05,19.43
2018-07-06,19.15
2018-07-09,19.110001
2018-07-10,18.860001
2018-07-11,18.85
2018-07-12,18.57
2018-07-13,18.530001000000002
2018-07-16,18.389999
2018-07-17,18.76
2018-07-18,19.1
2018-07-19,19.24
2018-07-20,19.48
2018-07-23,19.299999
2018-07-24,19.08
2018-07-25,19.200001
2018-07-26,19.34
2018-07-27,19.07
2018-07-30,18.85
2018-07-31,19.0
2018-08-01,18.959999
2018-08-02,19.120001000000002
2018-08-03,19.32
2018-08-06,18.959999
2018-08-07,18.809998999999998
2018-08-08,18.82
2018-08-09,19.84
2018-08-10,19.780001000000002
2018-08-13,19.5
2018-08-14,19.540001
2018-08-15,19.5
2018-08-16,19.76
2018-08-17,19.879998999999998
2018-08-20,20.389999
2018-08-21,20.48
2018-08-22,20.41
2018-08-23,20.309998999999998
2018-08-24,20.190001000000002
2018-08-27,20.129998999999998
2018-08-28,20.200001
2018-08-29,20.82
2018-08-30,20.73
2018-08-31,20.85
2018-09-04,20.719998999999998
2018-09-05,20.459999
2018-09-06,20.15
2018-09-07,20.42
2018-09-10,20.48
2018-09-11,20.629998999999998
2018-09-12,20.700001
2018-09-13,21.0
2018-09-14,21.0
2018-09-17,20.870001000000002
2018-09-18,20.73
2018-09-19,20.459999
2018-09-20,20.66
2018-09-21,20.440001000000002
2018-09-24,20.41
2018-09-25,20.290001
2018-09-26,20.34
2018-09-27,20.08
2018-09-28,20.26
2018-10-01,19.99
2018-10-02,19.549999
2018-10-03,19.48
2018-10-04,19.030001000000002
2018-10-05,19.17
2018-10-08,19.110001
2018-10-09,19.18
2018-10-10,19.299999
2018-10-11,19.5
2018-10-12,19.950001
2018-10-15,20.17
2018-10-16,20.639999
2018-10-17,20.41
2018-10-18,19.959999
2018-10-19,20.200001
2018-10-22,19.620001000000002
2018-10-23,19.530001000000002
2018-10-24,18.629998999999998
2018-10-25,18.9
2018-10-26,18.530001000000002
2018-10-29,18.459999
2018-10-30,18.75
2018-10-31,19.1
2018-11-01,19.58
2018-11-02,19.48
2018-11-05,18.92
2018-11-06,18.969998999999998
2018-11-07,19.290001
2018-11-08,20.5
2018-11-09,20.51
2018-11-12,20.01
2018-11-13,20.07
2018-11-14,19.469998999999998
2018-11-15,19.34
2018-11-16,19.73
2018-11-19,19.799999
2018-11-20,19.459999
2018-11-21,19.780001000000002
2018-11-23,19.940001000000002
2018-11-26,19.860001
2018-11-27,19.34
2018-11-28,20.059998999999998
2018-11-29,19.780001000000002
2018-11-30,20.219998999999998
2018-12-03,20.17
2018-12-04,19.51
2018-12-06,19.040001
2018-12-07,19.08
2018-12-10,18.84
2018-12-11,18.540001
2018-12-12,18.48
2018-12-13,18.51
2018-12-14,17.6
2018-12-17,17.02
2018-12-18,17.190001000000002
2018-12-19,16.99
2018-12-20,16.559998999999998
2018-12-21,16.17
2018-12-24,16.4
2018-12-26,16.940001000000002
2018-12-27,16.59
2018-12-28,16.559998999999998
2018-12-31,16.719998999999998
2019-01-02,17.110001
2019-01-03,17.120001000000002
2019-01-04,17.25
2019-01-07,17.709999
2019-01-08,18.139999
2019-01-09,18.09
2019-01-10,18.09
2019-01-11,18.24
2019-01-14,17.75
2019-01-15,17.84
2019-01-16,17.799999
2019-01-17,17.84
2019-01-18,17.969998999999998
2019-01-22,17.709999
2019-01-23,17.629998999999998
2019-01-24,17.6
2019-01-25,17.639999
2019-01-28,17.5
2019-01-29,17.76
2019-01-30,18.1
2019-01-31,18.33
2019-02-01,18.450001
2019-02-04,18.620001000000002
2019-02-05,18.709999
2019-02-06,18.620001000000002
2019-02-07,18.209999
2019-02-08,18.440001000000002
2019-02-11,18.75
2019-02-12,19.15
2019-02-13,18.940001000000002
2019-02-14,19.040001
2019-02-15,19.25
2019-02-19,19.120001000000002
2019-02-20,18.98
2019-02-21,18.99
2019-02-22,19.0
2019-02-25,18.700001
2019-02-26,18.58
2019-02-27,18.85
2019-02-28,20.1
2019-03-01,21.049999
2019-03-04,20.799999
2019-03-05,21.049999
2019-03-06,21.23
2019-03-07,21.41
2019-03-08,21.24
2019-03-11,21.469998999999998
2019-03-12,21.5
2019-03-13,21.41
2019-03-14,21.42
2019-03-15,21.549999
2019-03-18,21.450001
2019-03-19,20.799999
2019-03-20,20.65
2019-03-21,20.950001
2019-03-22,20.23
2019-03-25,20.51
2019-03-26,20.74
2019-03-27,20.719998999999998
2019-03-28,20.74
2019-03-29,20.450001
2019-04-01,20.370001000000002
2019-04-02,20.299999
2019-04-03,20.5
2019-04-04,20.440001000000002
2019-04-05,20.65
2019-04-08,20.58
2019-04-09,20.68
2019-04-10,20.799999
2019-04-11,20.719998999999998
2019-04-12,20.700001
2019-04-15,20.719998999999998
2019-04-16,20.709999
2019-04-17,20.360001
2019-04-18,20.4
2019-04-22,20.9
2019-04-23,20.9
2019-04-24,21.18
2019-04-25,21.209999
2019-04-26,21.1
2019-04-29,21.1
2019-04-30,20.799999
2019-05-01,20.66
2019-05-02,20.67
2019-05-03,20.83
2019-05-06,20.780001000000002
2019-05-07,20.77
2019-05-08,20.68
2019-05-09,21.370001000000002
2019-05-10,21.629998999999998
2019-05-13,21.34
2019-05-14,21.860001
2019-05-15,21.809998999999998
2019-05-16,22.09
2019-05-17,22.040001
2019-05-20,21.889999
2019-05-21,21.870001000000002
2019-05-22,21.99
2019-05-23,21.709999
2019-05-24,21.540001
2019-05-28,21.280001000000002
2019-05-29,21.01
2019-05-30,21.030001000000002
2019-05-31,21.219998999999998
2019-06-03,21.58
2019-06-04,21.4
2019-06-05,21.309998999999998
2019-06-06,21.290001
2019-06-07,20.92
2019-06-10,20.92
2019-06-11,20.709999
2019-06-12,20.629998999999998
2019-06-13,20.15
2019-06-14,20.74
2019-06-17,20.889999
2019-06-18,20.309998999999998
2019-06-19,20.32
2019-06-20,20.67
2019-06-21,20.48
2019-06-24,20.559998999999998
2019-06-25,20.58
2019-06-26,20.34
2019-06-27,20.75
2019-06-28,21.360001
2019-07-01,21.68
2019-07-02,21.870001000000002
2019-07-03,21.959999
2019-07-05,22.129998999999998
2019-07-08,22.1
2019-07-09,22.049999
2019-07-10,22.15
2019-07-11,22.030001000000002
2019-07-12,22.51
2019-07-15,22.33
2019-07-16,22.15
2019-07-17,22.24
2019-07-18,22.75
2019-07-19,22.73
2019-07-22,22.530001000000002
2019-07-23,22.629998999999998
2019-07-24,22.860001
2019-07-25,22.75
2019-07-26,22.57
2019-07-29,22.67
2019-07-30,22.82
2019-07-31,22.27
2019-08-01,22.18
2019-08-02,22.26
2019-08-05,21.66
2019-08-06,21.549999
2019-08-07,21.940001000000002
2019-08-08,22.049999
2019-08-09,21.290001
2019-08-12,20.68
2019-08-13,20.32
2019-08-14,20.0
2019-08-15,20.6
2019-08-16,20.950001
2019-08-19,20.719998999999998
2019-08-20,20.33
2019-08-21,20.41
2019-08-22,20.57
2019-08-23,20.440001000000002
2019-08-26,20.459999
2019-08-27,20.49
2019-08-28,20.040001
2019-08-29,20.15
2019-08-30,20.15
2019-09-03,19.77
2019-09-04,20.33
2019-09-05,20.549999
2019-09-06,20.719998999999998
2019-09-09,20.65
2019-09-10,20.43
2019-09-11,20.950001
2019-09-12,20.790001
2019-09-13,21.110001
2019-09-16,21.16
2019-09-17,21.370001000000002
2019-09-18,20.799999
2019-09-19,20.620001000000002
2019-09-20,20.76
2019-09-23,21.08
2019-09-24,20.76
2019-09-25,20.290001
2019-09-26,20.530001000000002
2019-09-27,20.110001
2019-09-30,20.5
2019-10-01,20.51
2019-10-02,20.5
2019-10-03,20.58
2019-10-04,20.42
2019-10-07,20.07
2019-10-08,19.799999
2019-10-09,20.049999
2019-10-10,19.629998999999998
2019-10-11,20.280001000000002
2019-10-14,19.67
2019-10-15,19.290001
2019-10-16,19.200001
2019-10-17,19.549999
2019-10-18,19.6
2019-10-21,19.360001
2019-10-22,18.74
2019-10-23,18.889999
2019-10-24,19.190001000000002
2019-10-25,19.110001
2019-10-28,19.200001
2019-10-29,19.33
2019-10-30,19.17
2019-10-31,19.51
2019-11-01,19.959999
2019-11-04,20.030001000000002
