Date,GD
1977-11-21,1.228125
1977-11-22,1.24375
1977-11-23,1.2875
1977-11-25,1.26875
1977-11-28,1.2375
1977-11-29,1.19375
1977-11-30,1.20625
1977-12-01,1.228125
1977-12-02,1.221875
1977-12-05,1.221875
1977-12-06,1.2
1977-12-07,1.19375
1977-12-08,1.2
1977-12-09,1.2125
1977-12-12,1.21875
1977-12-13,1.19375
1977-12-14,1.19375
1977-12-15,1.175
1977-12-16,1.1625
1977-12-19,1.13125
1977-12-20,1.121875
1977-12-21,1.125
1977-12-22,1.125
1977-12-23,1.13125
1977-12-27,1.128125
1977-12-28,1.15
1977-12-29,1.16875
1977-12-30,1.14375
1978-01-03,1.1375
1978-01-04,1.109375
1978-01-05,1.1125
1978-01-06,1.096875
1978-01-09,1.046875
1978-01-10,1.028125
1978-01-11,1.025
1978-01-12,1.03125
1978-01-13,1.04375
1978-01-16,1.03125
1978-01-17,1.05
1978-01-18,1.075
1978-01-19,1.071875
1978-01-20,1.06875
1978-01-23,1.065625
1978-01-24,1.05625
1978-01-25,1.05625
1978-01-26,1.0375
1978-01-27,1.03125
1978-01-30,1.028125
1978-01-31,1.021875
1978-02-01,1.034375
1978-02-02,1.040625
1978-02-03,1.040625
1978-02-06,1.034375
1978-02-07,1.04375
1978-02-08,1.059375
1978-02-09,1.05
1978-02-10,1.04375
1978-02-13,1.0375
1978-02-14,1.0125
1978-02-15,0.9875
1978-02-16,0.96875
1978-02-17,0.96875
1978-02-21,0.93125
1978-02-22,0.934375
1978-02-23,0.9375
1978-02-24,0.975
1978-02-27,0.975
1978-02-28,0.98125
1978-03-01,0.990625
1978-03-02,1.015625
1978-03-03,1.03125
1978-03-06,1.015625
1978-03-07,1.01875
1978-03-08,1.059375
1978-03-09,1.084375
1978-03-10,1.0875
1978-03-13,1.015625
1978-03-14,0.996875
1978-03-15,1.0375
1978-03-16,1.04375
1978-03-17,1.05
1978-03-20,1.05625
1978-03-21,1.05
1978-03-22,1.0375
1978-03-23,1.04375
1978-03-27,1.046875
1978-03-28,1.065625
1978-03-29,1.109375
1978-03-30,1.109375
1978-03-31,1.0875
1978-04-03,1.084375
1978-04-04,1.084375
1978-04-05,1.153125
1978-04-06,1.134375
1978-04-07,1.14375
1978-04-10,1.146875
1978-04-11,1.14375
1978-04-12,1.178125
1978-04-13,1.196875
1978-04-14,1.259375
1978-04-17,1.271875
1978-04-18,1.246875
1978-04-19,1.2625
1978-04-20,1.284375
1978-04-21,1.25625
1978-04-24,1.253125
1978-04-25,1.253125
1978-04-26,1.25625
1978-04-27,1.240625
1978-04-28,1.246875
1978-05-01,1.278125
1978-05-02,1.3
1978-05-03,1.321875
1978-05-04,1.3625
1978-05-05,1.3875
1978-05-08,1.35625
1978-05-09,1.34375
1978-05-10,1.3625
1978-05-11,1.4
1978-05-12,1.453125
1978-05-15,1.48125
1978-05-16,1.484375
1978-05-17,1.465625
1978-05-18,1.425
1978-05-19,1.4
1978-05-22,1.465625
1978-05-23,1.453125
1978-05-24,1.428125
1978-05-25,1.425
1978-05-26,1.43125
1978-05-30,1.475
1978-05-31,1.503125
1978-06-01,1.525
1978-06-02,1.53125
1978-06-05,1.5875
1978-06-06,1.59375
1978-06-07,1.596875
1978-06-08,1.5875
1978-06-09,1.578125
1978-06-12,1.6875
1978-06-13,1.8875
1978-06-14,1.875
1978-06-15,1.9125
1978-06-16,1.915625
1978-06-19,1.875
1978-06-20,1.875
1978-06-21,1.871875
1978-06-22,1.93125
1978-06-23,1.975
1978-06-26,1.925
1978-06-27,1.928125
1978-06-28,1.946875
1978-06-29,1.928125
1978-06-30,1.915625
1978-07-03,1.84375
1978-07-05,1.825
1978-07-06,1.809375
1978-07-07,1.7875
1978-07-10,1.825
1978-07-11,1.8375
1978-07-12,1.8375
1978-07-13,1.825
1978-07-14,1.9125
1978-07-17,1.8375
1978-07-18,1.840625
1978-07-19,1.865625
1978-07-20,1.86875
1978-07-21,1.8625
1978-07-24,1.88125
1978-07-25,2.00625
1978-07-26,1.975
1978-07-27,1.990625
1978-07-28,1.99375
1978-07-31,2.075
1978-08-01,2.090625
1978-08-02,2.21875
1978-08-03,2.16875
1978-08-04,2.125
1978-08-07,2.125
1978-08-08,2.1375
1978-08-09,2.165625
1978-08-10,2.125
1978-08-11,2.109375
1978-08-14,2.090625
1978-08-15,2.075
1978-08-16,2.05625
1978-08-17,1.99375
1978-08-18,2.003125
1978-08-21,2.00625
1978-08-22,2.04375
1978-08-23,2.10625
1978-08-24,2.15625
1978-08-25,2.175
1978-08-28,2.175
1978-08-29,2.14375
1978-08-30,2.15
1978-08-31,2.128125
1978-09-01,2.1375
1978-09-05,2.1375
1978-09-06,2.175
1978-09-07,2.19375
1978-09-08,2.31875
1978-09-11,2.290625
1978-09-12,2.23125
1978-09-13,2.20625
1978-09-14,2.209375
1978-09-15,2.18125
1978-09-18,2.090625
1978-09-19,2.090625
1978-09-20,2.053125
1978-09-21,2.05
1978-09-22,2.0875
1978-09-25,2.06875
1978-09-26,2.1
1978-09-27,2.0375
1978-09-28,2.06875
1978-09-29,2.05625
1978-10-02,2.075
1978-10-03,2.05625
1978-10-04,2.0875
1978-10-05,2.090625
1978-10-06,2.075
1978-10-09,2.08125
1978-10-10,2.075
1978-10-11,2.1125
1978-10-12,2.13125
1978-10-13,2.13125
1978-10-16,2.09375
1978-10-17,2.075
1978-10-18,2.01875
1978-10-19,1.9375
1978-10-20,1.8875
1978-10-23,1.8625
1978-10-24,1.821875
1978-10-25,1.76875
1978-10-26,1.71875
1978-10-27,1.60625
1978-10-30,1.715625
1978-10-31,1.625
1978-11-01,1.74375
1978-11-02,1.7125
1978-11-03,1.75625
1978-11-06,1.784375
1978-11-07,1.7375
1978-11-08,1.775
1978-11-09,1.75
1978-11-10,1.759375
1978-11-13,1.7125
1978-11-14,1.6875
1978-11-15,1.7
1978-11-16,1.728125
1978-11-17,1.75625
1978-11-20,1.7875
1978-11-21,1.765625
1978-11-22,1.78125
1978-11-24,1.85625
1978-11-27,1.875
1978-11-28,1.846875
1978-11-29,1.83125
1978-11-30,1.86875
1978-12-01,2.0125
1978-12-04,2.01875
1978-12-05,2.03125
1978-12-06,2.00625
1978-12-07,1.9375
1978-12-08,1.90625
1978-12-11,1.965625
1978-12-12,1.934375
1978-12-13,1.90625
1978-12-14,1.965625
1978-12-15,1.94375
1978-12-18,1.8875
1978-12-19,1.9
1978-12-20,1.95
1978-12-21,2.0
1978-12-22,2.025
1978-12-26,2.025
1978-12-27,1.98125
1978-12-28,1.965625
1978-12-29,1.9875
1979-01-02,1.9875
1979-01-03,1.99375
1979-01-04,2.028125
1979-01-05,2.24375
1979-01-08,2.23125
1979-01-09,2.225
1979-01-10,2.2
1979-01-11,2.23125
1979-01-12,2.275
1979-01-15,2.24375
1979-01-16,2.19375
1979-01-17,2.2
1979-01-18,2.175
1979-01-19,2.15625
1979-01-22,2.15625
1979-01-23,2.209375
1979-01-24,2.16875
1979-01-25,2.2
1979-01-26,2.275
1979-01-29,2.275
1979-01-30,2.20625
1979-01-31,2.1
1979-02-01,2.15625
1979-02-02,2.15625
1979-02-05,2.075
1979-02-06,2.096875
1979-02-07,2.05625
1979-02-08,2.03125
1979-02-09,2.009375
1979-02-12,2.021875
1979-02-13,2.05625
1979-02-14,2.025
1979-02-15,2.0
1979-02-16,2.00625
1979-02-20,1.984375
1979-02-21,1.945313
1979-02-22,1.9375
1979-02-23,1.9375
1979-02-26,1.921875
1979-02-27,1.84375
1979-02-28,1.890625
1979-03-01,1.945313
1979-03-02,1.945313
1979-03-05,1.992188
1979-03-06,1.984375
1979-03-07,2.023438
1979-03-08,2.0625
1979-03-09,2.0625
1979-03-12,2.078125
1979-03-13,2.0625
1979-03-14,2.054688
1979-03-15,2.070313
1979-03-16,2.125
1979-03-19,2.171875
1979-03-20,2.09375
1979-03-21,2.132813
1979-03-22,2.15625
1979-03-23,2.15625
1979-03-26,2.140625
1979-03-27,2.148438
1979-03-28,2.101563
1979-03-29,2.09375
1979-03-30,2.046875
1979-04-02,2.0
1979-04-03,2.078125
1979-04-04,2.109375
1979-04-05,2.15625
1979-04-06,2.140625
1979-04-09,2.125
1979-04-10,2.117188
1979-04-11,2.101563
1979-04-12,2.101563
1979-04-16,2.046875
1979-04-17,2.039063
1979-04-18,2.03125
1979-04-19,2.007813
1979-04-20,1.992188
1979-04-23,2.0
1979-04-24,2.015625
1979-04-25,2.023438
1979-04-26,2.015625
1979-04-27,1.953125
1979-04-30,1.9375
1979-05-01,1.945313
1979-05-02,1.960938
1979-05-03,1.921875
1979-05-04,1.859375
1979-05-07,1.8125
1979-05-08,1.84375
1979-05-09,1.851563
1979-05-10,1.820313
1979-05-11,1.8125
1979-05-14,1.757813
1979-05-15,1.75
1979-05-16,1.75
1979-05-17,1.828125
1979-05-18,1.820313
1979-05-21,1.820313
1979-05-22,1.851563
1979-05-23,1.859375
1979-05-24,1.875
1979-05-25,1.890625
1979-05-29,1.867188
1979-05-30,1.851563
1979-05-31,1.804688
1979-06-01,1.796875
1979-06-04,1.789063
1979-06-05,1.835938
1979-06-06,1.804688
1979-06-07,1.84375
1979-06-08,1.859375
1979-06-11,1.859375
1979-06-12,1.921875
1979-06-13,1.929688
1979-06-14,1.960938
1979-06-15,1.929688
1979-06-18,1.90625
1979-06-19,1.921875
1979-06-20,1.929688
1979-06-21,1.953125
1979-06-22,1.992188
1979-06-25,2.0
1979-06-26,2.0
1979-06-27,2.03125
1979-06-28,2.046875
1979-06-29,2.015625
1979-07-02,1.960938
1979-07-03,1.960938
1979-07-05,2.0
1979-07-06,2.015625
1979-07-09,2.078125
1979-07-10,2.03125
1979-07-11,2.023438
1979-07-12,1.984375
1979-07-13,1.96875
1979-07-16,1.992188
1979-07-17,1.984375
1979-07-18,1.96875
1979-07-19,1.9375
1979-07-20,1.914063
1979-07-23,1.890625
1979-07-24,1.875
1979-07-25,1.898438
1979-07-26,1.90625
1979-07-27,1.90625
1979-07-30,1.945313
1979-07-31,2.015625
1979-08-01,2.125
1979-08-02,2.171875
1979-08-03,2.257813
1979-08-06,2.40625
1979-08-07,2.382813
1979-08-08,2.359375
1979-08-09,2.328125
1979-08-10,2.40625
1979-08-13,2.5
1979-08-14,2.515625
1979-08-15,2.632813
1979-08-16,2.609375
1979-08-17,2.632813
1979-08-20,2.640625
1979-08-21,2.65625
1979-08-22,2.625
1979-08-23,2.578125
1979-08-24,2.5
1979-08-27,2.5625
1979-08-28,2.59375
1979-08-29,2.585938
1979-08-30,2.585938
1979-08-31,2.617188
1979-09-04,2.5625
1979-09-05,2.507813
1979-09-06,2.484375
1979-09-07,2.492188
1979-09-10,2.5625
1979-09-11,2.554688
1979-09-12,2.609375
1979-09-13,2.640625
1979-09-14,2.78125
1979-09-17,2.78125
1979-09-18,2.734375
1979-09-19,2.710938
1979-09-20,2.78125
1979-09-21,2.820313
1979-09-24,2.804688
1979-09-25,2.804688
1979-09-26,2.796875
1979-09-27,2.789063
1979-09-28,2.796875
1979-10-01,2.765625
1979-10-02,2.875
1979-10-03,2.960938
1979-10-04,2.921875
1979-10-05,2.9375
1979-10-08,2.96875
1979-10-09,2.820313
1979-10-10,2.78125
1979-10-11,2.765625
1979-10-12,2.75
1979-10-15,2.6875
1979-10-16,2.65625
1979-10-17,2.640625
1979-10-18,2.648438
1979-10-19,2.585938
1979-10-22,2.546875
1979-10-23,2.609375
1979-10-24,2.671875
1979-10-25,2.640625
1979-10-26,2.664063
1979-10-29,2.734375
1979-10-30,2.851563
1979-10-31,2.835938
1979-11-01,2.898438
1979-11-02,2.914063
1979-11-05,2.890625
1979-11-06,2.867188
1979-11-07,2.75
1979-11-08,2.75
1979-11-09,2.828125
1979-11-12,2.882813
1979-11-13,2.882813
1979-11-14,2.90625
1979-11-15,2.953125
1979-11-16,2.976563
1979-11-19,2.992188
1979-11-20,3.023438
1979-11-21,3.117188
1979-11-23,3.3046879999999996
1979-11-26,3.3671879999999996
1979-11-27,3.3125
1979-11-28,3.375
1979-11-29,3.4296879999999996
1979-11-30,3.5
1979-12-03,3.46875
1979-12-04,3.578125
1979-12-05,3.609375
1979-12-06,3.5859379999999996
1979-12-07,3.484375
1979-12-10,3.515625
1979-12-11,3.5078129999999996
1979-12-12,3.5234379999999996
1979-12-13,3.6953129999999996
1979-12-14,3.703125
1979-12-17,3.7734379999999996
1979-12-18,3.6640629999999996
1979-12-19,3.6328129999999996
1979-12-20,3.640625
1979-12-21,3.5546879999999996
1979-12-24,3.5625
1979-12-26,3.59375
1979-12-27,3.6640629999999996
1979-12-28,3.7109379999999996
1979-12-31,3.78125
1980-01-02,3.671875
1980-01-03,3.875
1980-01-04,4.25
1980-01-07,4.296875
1980-01-08,4.3125
1980-01-09,4.242188
1980-01-10,4.257813
1980-01-11,4.320313
1980-01-14,4.320313
1980-01-15,4.5
1980-01-16,4.460938
1980-01-17,4.46875
1980-01-18,4.476563
1980-01-21,4.59375
1980-01-22,4.5625
1980-01-23,4.75
1980-01-24,4.742188
1980-01-25,4.835938
1980-01-28,4.992188
1980-01-29,5.0
1980-01-30,5.328125
1980-01-31,5.023438
1980-02-01,5.023438
1980-02-04,4.789063
1980-02-05,4.882813
1980-02-06,4.765625
1980-02-07,4.789063
1980-02-08,4.78125
1980-02-11,4.671875
1980-02-12,4.796875
1980-02-13,4.671875
1980-02-14,4.484375
1980-02-15,4.53125
1980-02-19,4.5
1980-02-20,4.585938
1980-02-21,4.5625
1980-02-22,4.585938
1980-02-25,4.585938
1980-02-26,4.640625
1980-02-27,4.5
1980-02-28,4.484375
1980-02-29,4.515625
1980-03-03,4.601563
1980-03-04,4.609375
1980-03-05,4.585938
1980-03-06,4.523438
1980-03-07,4.40625
1980-03-10,4.390625
1980-03-11,4.5
1980-03-12,4.6875
1980-03-13,4.53125
1980-03-14,4.484375
1980-03-17,4.1875
1980-03-18,4.25
1980-03-19,4.34375
1980-03-20,4.367188
1980-03-21,4.21875
1980-03-24,4.054688
1980-03-25,4.273438
1980-03-26,4.070313
1980-03-27,4.21875
1980-03-28,4.21875
1980-03-31,4.195313
1980-04-01,4.226563
1980-04-02,4.25
1980-04-03,4.257813
1980-04-07,4.140625
1980-04-08,4.203125
1980-04-09,4.390625
1980-04-10,4.359375
1980-04-11,4.367188
1980-04-14,4.320313
1980-04-15,4.203125
1980-04-16,4.140625
1980-04-17,4.046875
1980-04-18,3.9921879999999996
1980-04-21,3.734375
1980-04-22,4.070313
1980-04-23,4.054688
1980-04-24,4.078125
1980-04-25,4.265625
1980-04-28,4.296875
1980-04-29,4.28125
1980-04-30,4.234375
1980-05-01,4.046875
1980-05-02,3.9765629999999996
1980-05-05,3.90625
1980-05-06,3.75
1980-05-07,3.8515629999999996
1980-05-08,3.78125
1980-05-09,3.765625
1980-05-12,3.7890629999999996
1980-05-13,3.84375
1980-05-14,3.890625
1980-05-15,3.8828129999999996
1980-05-16,3.875
1980-05-19,3.8671879999999996
1980-05-20,3.859375
1980-05-21,3.8125
1980-05-22,3.9453129999999996
1980-05-23,4.0
1980-05-27,3.96875
1980-05-28,3.953125
1980-05-29,3.921875
1980-05-30,3.953125
1980-06-02,4.015625
1980-06-03,4.078125
1980-06-04,4.125
1980-06-05,4.078125
1980-06-06,4.0625
1980-06-09,4.046875
1980-06-10,4.109375
1980-06-11,4.132813
1980-06-12,4.226563
1980-06-13,4.273438
1980-06-16,4.25
1980-06-17,4.234375
1980-06-18,4.226563
1980-06-19,4.171875
1980-06-20,4.085938
1980-06-23,4.125
1980-06-24,4.1875
1980-06-25,4.242188
1980-06-26,4.1875
1980-06-27,4.171875
1980-06-30,4.132813
1980-07-01,4.09375
1980-07-02,4.070313
1980-07-03,4.15625
1980-07-07,4.195313
1980-07-08,4.226563
1980-07-09,4.320313
1980-07-10,4.34375
1980-07-11,4.328125
1980-07-14,4.671875
1980-07-15,4.515625
1980-07-16,4.609375
1980-07-17,4.765625
1980-07-18,4.71875
1980-07-21,4.742188
1980-07-22,4.648438
1980-07-23,4.609375
1980-07-24,4.5625
1980-07-25,4.5
1980-07-28,4.609375
1980-07-29,4.671875
1980-07-30,4.625
1980-07-31,4.5625
1980-08-01,4.5
1980-08-04,4.5625
1980-08-05,4.5625
1980-08-06,4.59375
1980-08-07,4.671875
1980-08-08,4.609375
1980-08-11,4.59375
1980-08-12,4.53125
1980-08-13,4.492188
1980-08-14,4.5
1980-08-15,4.507813
1980-08-18,4.5
1980-08-19,4.390625
1980-08-20,4.367188
1980-08-21,4.398438
1980-08-22,4.5
1980-08-25,4.523438
1980-08-26,4.53125
1980-08-27,4.484375
1980-08-28,4.476563
1980-08-29,4.476563
1980-09-02,4.507813
1980-09-03,4.5625
1980-09-04,4.578125
1980-09-05,4.484375
1980-09-08,4.3125
1980-09-09,4.25
1980-09-10,4.242188
1980-09-11,4.28125
1980-09-12,4.296875
1980-09-15,4.242188
1980-09-16,4.3125
1980-09-17,4.585938
1980-09-18,4.515625
1980-09-19,4.539063
1980-09-22,4.554688
1980-09-23,4.523438
1980-09-24,4.539063
1980-09-25,4.484375
1980-09-26,4.359375
1980-09-29,4.257813
1980-09-30,4.296875
1980-10-01,4.15625
1980-10-02,4.203125
1980-10-03,4.289063
1980-10-06,4.34375
1980-10-07,4.304688
1980-10-08,4.289063
1980-10-09,4.203125
1980-10-10,4.125
1980-10-13,4.203125
1980-10-14,4.21875
1980-10-15,4.234375
1980-10-16,4.140625
1980-10-17,4.046875
1980-10-20,4.023438
1980-10-21,3.984375
1980-10-22,3.96875
1980-10-23,3.859375
1980-10-24,3.7734379999999996
1980-10-27,3.6875
1980-10-28,3.7578129999999996
1980-10-29,3.8359379999999996
1980-10-30,3.9140629999999996
1980-10-31,4.125
1980-11-03,4.25
1980-11-05,4.25
1980-11-06,4.453125
1980-11-07,4.515625
1980-11-10,4.625
1980-11-11,4.734375
1980-11-12,4.96875
1980-11-13,4.914063
1980-11-14,4.875
1980-11-17,5.125
1980-11-18,5.28125
1980-11-19,5.28125
1980-11-20,5.5
1980-11-21,5.421875
1980-11-24,5.5625
1980-11-25,5.40625
1980-11-26,5.25
1980-11-28,5.046875
1980-12-01,4.8125
1980-12-02,4.6875
1980-12-03,4.9375
1980-12-04,5.03125
1980-12-05,4.921875
1980-12-08,4.703125
1980-12-09,4.734375
1980-12-10,4.671875
1980-12-11,4.59375
1980-12-12,4.75
1980-12-15,4.71875
1980-12-16,4.75
1980-12-17,4.703125
1980-12-18,4.65625
1980-12-19,4.703125
1980-12-22,4.6875
1980-12-23,4.625
1980-12-24,4.65625
1980-12-26,4.890625
1980-12-29,5.015625
1980-12-30,5.1875
1980-12-31,5.34375
1981-01-02,5.25
1981-01-05,5.15625
1981-01-06,5.109375
1981-01-07,4.828125
1981-01-08,4.734375
1981-01-09,4.78125
1981-01-12,4.796875
1981-01-13,4.71875
1981-01-14,4.75
1981-01-15,4.8125
1981-01-16,4.875
1981-01-19,4.859375
1981-01-20,4.734375
1981-01-21,4.6875
1981-01-22,4.671875
1981-01-23,4.484375
1981-01-26,4.234375
1981-01-27,4.40625
1981-01-28,4.28125
1981-01-29,4.375
1981-01-30,4.296875
1981-02-02,4.015625
1981-02-03,4.09375
1981-02-04,4.125
1981-02-05,4.15625
1981-02-06,4.140625
1981-02-09,3.953125
1981-02-10,4.09375
1981-02-11,4.046875
1981-02-12,4.140625
1981-02-13,4.140625
1981-02-17,4.15625
1981-02-18,4.125
1981-02-19,4.015625
1981-02-20,3.921875
1981-02-23,4.0
1981-02-24,4.0625
1981-02-25,4.15625
1981-02-26,4.203125
1981-02-27,4.21875
1981-03-02,4.125
1981-03-03,4.03125
1981-03-04,4.125
1981-03-05,4.0
1981-03-06,4.25
1981-03-09,4.546875
1981-03-10,4.4375
1981-03-11,4.359375
1981-03-12,4.390625
1981-03-13,4.359375
1981-03-16,4.328125
1981-03-17,4.28125
1981-03-18,4.0625
1981-03-19,4.03125
1981-03-20,4.21875
1981-03-23,4.390625
1981-03-24,4.25
1981-03-25,4.359375
1981-03-26,4.296875
1981-03-27,4.28125
1981-03-30,4.15625
1981-03-31,4.1875
1981-04-01,4.140625
1981-04-02,4.0625
1981-04-03,3.96875
1981-04-06,3.90625
1981-04-07,3.9375
1981-04-08,3.921875
1981-04-09,3.859375
1981-04-10,3.828125
1981-04-13,3.84375
1981-04-14,3.890625
1981-04-15,4.09375
1981-04-16,4.1875
1981-04-20,4.390625
1981-04-21,4.40625
1981-04-22,4.265625
1981-04-23,4.171875
1981-04-24,4.265625
1981-04-27,4.125
1981-04-28,4.234375
1981-04-29,4.234375
1981-04-30,4.25
1981-05-01,4.25
1981-05-04,4.1875
1981-05-05,4.046875
1981-05-06,4.1875
1981-05-07,4.171875
1981-05-08,4.03125
1981-05-11,3.953125
1981-05-12,3.984375
1981-05-13,3.984375
1981-05-14,4.0
1981-05-15,4.078125
1981-05-18,4.15625
1981-05-19,4.125
1981-05-20,4.09375
1981-05-21,4.09375
1981-05-22,4.09375
1981-05-26,4.125
1981-05-27,4.0625
1981-05-28,4.0625
1981-05-29,4.0
1981-06-01,3.9375
1981-06-02,3.9375
1981-06-03,4.09375
1981-06-04,4.09375
1981-06-05,4.140625
1981-06-08,4.046875
1981-06-09,4.046875
1981-06-10,4.015625
1981-06-11,4.125
1981-06-12,4.171875
1981-06-15,4.3125
1981-06-16,4.109375
1981-06-17,4.171875
1981-06-18,4.203125
1981-06-19,4.078125
1981-06-22,4.109375
1981-06-23,4.1875
1981-06-24,4.125
1981-06-25,4.0625
1981-06-26,4.0625
1981-06-29,4.09375
1981-06-30,4.046875
1981-07-01,4.0625
1981-07-02,3.953125
1981-07-06,3.796875
1981-07-07,3.765625
1981-07-08,3.671875
1981-07-09,3.609375
1981-07-10,3.578125
1981-07-13,3.578125
1981-07-14,3.609375
1981-07-15,3.65625
1981-07-16,3.6875
1981-07-17,3.609375
1981-07-20,3.453125
1981-07-21,3.390625
1981-07-22,3.296875
1981-07-23,3.328125
1981-07-24,3.328125
1981-07-27,3.28125
1981-07-28,3.25
1981-07-29,3.28125
1981-07-30,3.40625
1981-07-31,3.59375
1981-08-03,3.515625
1981-08-04,3.546875
1981-08-05,3.59375
1981-08-06,3.671875
1981-08-07,3.5
1981-08-10,3.46875
1981-08-11,3.40625
1981-08-12,3.296875
1981-08-13,3.375
1981-08-14,3.34375
1981-08-17,3.359375
1981-08-18,3.359375
1981-08-19,3.421875
1981-08-20,3.4375
1981-08-21,3.359375
1981-08-24,3.25
