Date,MOMO
2016-09-22,23.67
2016-09-23,23.549999
2016-09-26,22.48
2016-09-27,23.299999
2016-09-28,23.059998999999998
2016-09-29,22.799999
2016-09-30,22.5
2016-10-03,22.09
2016-10-04,24.48
2016-10-05,24.85
2016-10-06,24.41
2016-10-07,23.6
2016-10-10,26.18
2016-10-11,24.82
2016-10-12,24.290001
2016-10-13,24.110001
2016-10-14,23.5
2016-10-17,23.51
2016-10-18,24.09
2016-10-19,24.25
2016-10-20,24.639999
2016-10-21,24.48
2016-10-24,26.610001
2016-10-25,26.51
2016-10-26,26.08
2016-10-27,25.43
2016-10-28,25.540001
2016-10-31,24.08
2016-11-01,23.815001000000002
2016-11-02,23.285
2016-11-03,23.700001
2016-11-04,23.83
2016-11-07,26.719998999999998
2016-11-08,23.25
2016-11-09,23.51
2016-11-10,22.035
2016-11-11,21.84
2016-11-14,20.110001
2016-11-15,20.52
2016-11-16,21.719998999999998
2016-11-17,21.35
2016-11-18,21.299999
2016-11-21,21.41
2016-11-22,21.290001
2016-11-23,21.690001000000002
2016-11-25,21.49
2016-11-28,20.9
2016-11-29,21.85
2016-11-30,21.525
2016-12-01,20.65
2016-12-02,20.85
2016-12-05,20.6
2016-12-06,20.360001
2016-12-07,20.870001000000002
2016-12-08,20.870001000000002
2016-12-09,20.5
2016-12-12,20.450001
2016-12-13,20.02
2016-12-14,19.4
2016-12-15,18.1
2016-12-16,18.08
2016-12-19,17.16
2016-12-20,17.77
2016-12-21,18.559998999999998
2016-12-22,18.34
2016-12-23,18.889999
2016-12-27,19.01
2016-12-28,18.790001
2016-12-29,18.360001
2016-12-30,18.379998999999998
2017-01-03,18.299999
2017-01-04,19.24
2017-01-05,20.52
2017-01-06,20.370001000000002
2017-01-09,21.27
2017-01-10,22.07
2017-01-11,21.719998999999998
2017-01-12,21.559998999999998
2017-01-13,22.030001000000002
2017-01-17,21.77
2017-01-18,21.99
2017-01-19,21.950001
2017-01-20,21.860001
2017-01-23,23.42
2017-01-24,23.549999
2017-01-25,23.645
2017-01-26,22.950001
2017-01-27,22.9
2017-01-30,22.48
2017-01-31,22.73
2017-02-01,22.77
2017-02-02,23.15
2017-02-03,23.129998999999998
2017-02-06,22.879998999999998
2017-02-07,22.77
2017-02-08,24.99
2017-02-09,24.879998999999998
2017-02-10,24.610001
2017-02-13,25.4
2017-02-14,25.41
2017-02-15,26.26
2017-02-16,26.799999
2017-02-17,27.0
2017-02-21,27.77
2017-02-22,26.93
2017-02-23,25.719998999999998
2017-02-24,25.860001
2017-02-27,25.9
2017-02-28,26.639999
2017-03-01,27.51
2017-03-02,26.610001
2017-03-03,26.870001000000002
2017-03-06,26.610001
2017-03-07,30.0
2017-03-08,34.189999
2017-03-09,30.049999
2017-03-10,30.780001000000002
2017-03-13,31.379998999999998
2017-03-14,33.66
2017-03-15,33.849998
2017-03-16,34.73
2017-03-17,35.009997999999996
2017-03-20,34.25
2017-03-21,32.139998999999996
2017-03-22,32.810001
2017-03-23,33.290001000000004
2017-03-24,33.330002
2017-03-27,34.240002000000004
2017-03-28,33.799999
2017-03-29,34.110001000000004
2017-03-30,35.52
2017-03-31,34.07
2017-04-03,34.84
2017-04-04,33.970001
2017-04-05,32.889998999999996
2017-04-06,34.560001
2017-04-07,34.93
2017-04-10,37.5
2017-04-11,37.369999
2017-04-12,37.860001000000004
2017-04-13,38.18
2017-04-17,38.400002
2017-04-18,36.77
2017-04-19,37.209998999999996
2017-04-20,38.060001
2017-04-21,38.32
2017-04-24,38.450001
2017-04-25,38.16
2017-04-26,37.43
2017-04-27,38.380001
2017-04-28,37.98
2017-05-01,39.43
2017-05-02,39.540001000000004
2017-05-03,38.299999
2017-05-04,38.66
2017-05-05,39.119999
2017-05-08,38.575001
2017-05-09,38.580002
2017-05-10,38.220001
2017-05-11,38.41
2017-05-12,40.139998999999996
2017-05-15,40.110001000000004
2017-05-16,43.82
2017-05-17,40.279999
2017-05-18,41.41
2017-05-19,43.580002
2017-05-22,42.830002
2017-05-23,41.07
2017-05-24,38.639998999999996
2017-05-25,38.41
2017-05-26,39.139998999999996
2017-05-30,37.189999
2017-05-31,38.040001000000004
2017-06-01,37.34
2017-06-02,38.07
2017-06-05,40.080002
2017-06-06,40.709998999999996
2017-06-07,40.32
2017-06-08,39.990002000000004
2017-06-09,37.439999
2017-06-12,37.59
2017-06-13,38.049999
2017-06-14,36.540001000000004
2017-06-15,36.32
2017-06-16,36.889998999999996
2017-06-19,37.700001
2017-06-20,37.889998999999996
2017-06-21,38.700001
2017-06-22,38.93
2017-06-23,39.349998
2017-06-26,39.380001
2017-06-27,37.060001
2017-06-28,37.959998999999996
2017-06-29,37.07
2017-06-30,36.959998999999996
2017-07-03,36.939999
2017-07-05,38.080002
2017-07-06,38.810001
2017-07-07,39.27
2017-07-10,40.740002000000004
2017-07-11,41.09
2017-07-12,41.869999
2017-07-13,40.759997999999996
2017-07-14,41.369999
2017-07-17,40.84
2017-07-18,42.0
2017-07-19,42.0
2017-07-20,42.330002
2017-07-21,42.169998
2017-07-24,43.990002000000004
2017-07-25,44.049999
2017-07-26,44.009997999999996
2017-07-27,43.189999
2017-07-28,44.060001
2017-07-31,43.93
2017-08-01,45.040001000000004
2017-08-02,43.900002
2017-08-03,44.549999
2017-08-04,44.049999
2017-08-07,45.990002000000004
2017-08-08,45.799999
2017-08-09,45.349998
2017-08-10,42.57
2017-08-11,42.099998
2017-08-14,44.580002
2017-08-15,44.23
2017-08-16,44.119999
2017-08-17,44.009997999999996
2017-08-18,43.82
2017-08-21,45.080002
2017-08-22,36.02
2017-08-23,36.740002000000004
2017-08-24,37.98
2017-08-25,35.59
2017-08-28,33.880001
2017-08-29,34.080002
2017-08-30,36.07
2017-08-31,38.529999
2017-09-01,38.200001
2017-09-05,37.93
2017-09-06,37.599998
2017-09-07,37.82
2017-09-08,37.709998999999996
2017-09-11,38.150002
2017-09-12,37.970001
2017-09-13,37.310001
2017-09-14,36.790001000000004
2017-09-15,36.57
2017-09-18,36.900002
2017-09-19,36.09
2017-09-20,35.060001
2017-09-21,35.419998
2017-09-22,34.970001
2017-09-25,33.650002
2017-09-26,32.5
2017-09-27,32.669998
2017-09-28,32.439999
2017-09-29,31.34
2017-10-02,31.91
2017-10-03,32.279999
2017-10-04,31.77
2017-10-05,31.41
2017-10-06,31.969998999999998
2017-10-09,31.469998999999998
2017-10-10,32.049999
2017-10-11,32.779999
2017-10-12,32.139998999999996
2017-10-13,32.830002
2017-10-16,34.380001
2017-10-17,33.349998
2017-10-18,33.98
2017-10-19,32.810001
2017-10-20,31.889999
2017-10-23,31.58
2017-10-24,31.24
2017-10-25,29.559998999999998
2017-10-26,29.27
2017-10-27,29.43
2017-10-30,29.459999
2017-10-31,30.469998999999998
2017-11-01,30.360001
2017-11-02,30.280001000000002
2017-11-03,29.799999
2017-11-06,29.32
2017-11-07,28.26
2017-11-08,28.450001
2017-11-09,28.959999
2017-11-10,28.35
2017-11-13,29.879998999999998
2017-11-14,29.190001000000002
2017-11-15,30.59
2017-11-16,32.16
2017-11-17,31.219998999999998
2017-11-20,32.939999
2017-11-21,32.310001
2017-11-22,32.110001000000004
2017-11-24,32.139998999999996
2017-11-27,30.9
2017-11-28,25.08
2017-11-29,25.51
2017-11-30,24.0
2017-12-01,22.559998999999998
2017-12-04,24.799999
2017-12-05,23.84
2017-12-06,23.440001000000002
2017-12-07,23.799999
2017-12-08,24.440001000000002
2017-12-11,24.77
2017-12-12,24.75
2017-12-13,24.77
2017-12-14,24.889999
2017-12-15,25.08
2017-12-18,25.360001
2017-12-19,25.860001
2017-12-20,26.02
2017-12-21,25.469998999999998
2017-12-22,25.42
2017-12-26,25.23
2017-12-27,25.620001000000002
2017-12-28,25.120001000000002
2017-12-29,24.48
2018-01-02,25.860001
2018-01-03,25.9
2018-01-04,26.870001000000002
2018-01-05,27.83
2018-01-08,27.940001000000002
2018-01-09,27.200001
2018-01-10,26.790001
2018-01-11,26.870001000000002
2018-01-12,26.469998999999998
2018-01-16,25.129998999999998
2018-01-17,27.950001
2018-01-18,27.41
2018-01-19,28.6
2018-01-22,28.709999
2018-01-23,29.049999
2018-01-24,29.0
2018-01-25,29.76
2018-01-26,30.299999
2018-01-29,31.690001000000002
2018-01-30,31.02
2018-01-31,31.530001000000002
2018-02-01,31.01
2018-02-02,29.83
2018-02-05,28.51
2018-02-06,28.08
2018-02-07,27.799999
2018-02-08,26.379998999999998
2018-02-09,27.65
2018-02-12,28.32
2018-02-13,28.290001
2018-02-14,30.549999
2018-02-15,30.84
2018-02-16,31.049999
2018-02-20,32.360001000000004
2018-02-21,31.969998999999998
2018-02-22,30.530001000000002
2018-02-23,35.75
2018-02-26,34.200001
2018-02-27,33.48
2018-02-28,33.049999
2018-03-01,31.83
2018-03-02,32.889998999999996
2018-03-05,33.27
2018-03-06,33.970001
2018-03-07,37.02
2018-03-08,35.740002000000004
2018-03-09,37.540001000000004
2018-03-12,37.040001000000004
2018-03-13,36.82
2018-03-14,37.27
2018-03-15,37.849998
2018-03-16,37.200001
2018-03-19,36.98
2018-03-20,38.759997999999996
2018-03-21,39.82
2018-03-22,38.900002
2018-03-23,38.900002
2018-03-26,38.860001000000004
2018-03-27,36.02
2018-03-28,35.610001000000004
2018-03-29,37.380001
2018-04-02,36.66
2018-04-03,37.290001000000004
2018-04-04,37.150002
2018-04-05,37.07
2018-04-06,36.400002
2018-04-09,36.790001000000004
2018-04-10,36.950001
2018-04-11,37.400002
2018-04-12,35.389998999999996
2018-04-13,34.669998
2018-04-16,34.389998999999996
2018-04-17,35.419998
2018-04-18,35.450001
2018-04-19,35.759997999999996
2018-04-20,36.330002
2018-04-23,36.580002
2018-04-24,35.060001
2018-04-25,34.299999
2018-04-26,35.720001
2018-04-27,35.75
2018-04-30,34.900002
2018-05-01,35.580002
2018-05-02,35.43
2018-05-03,35.080002
2018-05-04,35.360001000000004
2018-05-07,38.029999
2018-05-08,38.23
2018-05-09,37.560001
2018-05-10,38.43
2018-05-11,37.73
2018-05-14,37.75
2018-05-15,37.360001000000004
2018-05-16,37.299999
2018-05-17,38.310001
2018-05-18,39.740002000000004
2018-05-21,39.889998999999996
2018-05-22,39.610001000000004
2018-05-23,39.459998999999996
2018-05-24,39.310001
2018-05-25,38.950001
2018-05-29,44.860001000000004
2018-05-30,43.130001
2018-05-31,45.919998
2018-06-01,49.599998
2018-06-04,50.299999
2018-06-05,49.73
2018-06-06,50.09
2018-06-07,49.369999
2018-06-08,52.009997999999996
2018-06-11,52.860001000000004
2018-06-12,52.98
2018-06-13,53.23
2018-06-14,53.860001000000004
2018-06-15,53.599998
2018-06-18,53.130001
2018-06-19,51.09
2018-06-20,51.91
2018-06-21,50.880001
2018-06-22,50.779999
2018-06-25,48.169998
2018-06-26,45.34
2018-06-27,42.860001000000004
2018-06-28,44.419998
2018-06-29,43.5
2018-07-02,44.720001
2018-07-03,44.07
2018-07-05,44.200001
2018-07-06,46.439999
2018-07-09,46.650002
2018-07-10,45.200001
2018-07-11,44.0
2018-07-12,45.380001
2018-07-13,43.959998999999996
2018-07-16,44.384997999999996
2018-07-17,45.439999
2018-07-18,45.619999
2018-07-19,44.580002
2018-07-20,45.470001
2018-07-23,45.990002000000004
2018-07-24,42.299999
2018-07-25,43.169998
2018-07-26,43.119999
2018-07-27,41.880001
2018-07-30,40.009997999999996
2018-07-31,41.02
2018-08-01,41.040001000000004
2018-08-02,40.060001
2018-08-03,40.400002
2018-08-06,39.919998
2018-08-07,40.889998999999996
2018-08-08,41.310001
2018-08-09,41.849998
2018-08-10,42.279999
2018-08-13,40.509997999999996
2018-08-14,36.950001
2018-08-15,36.18
2018-08-16,37.549999
2018-08-17,38.150002
2018-08-20,39.299999
2018-08-21,40.490002000000004
2018-08-22,43.959998999999996
2018-08-23,43.990002000000004
2018-08-24,43.84
2018-08-27,46.91
2018-08-28,47.66
2018-08-29,47.560001
2018-08-30,44.830002
2018-08-31,46.290001000000004
2018-09-04,47.240002000000004
2018-09-05,45.23
2018-09-06,44.0
2018-09-07,45.150002
2018-09-10,42.799999
2018-09-11,42.599998
2018-09-12,43.93
2018-09-13,46.869999
2018-09-14,47.369999
2018-09-17,46.009997999999996
2018-09-18,48.25
2018-09-19,47.73
2018-09-20,46.509997999999996
2018-09-21,46.439999
2018-09-24,45.32
2018-09-25,46.18
2018-09-26,45.950001
2018-09-27,44.220001
2018-09-28,43.799999
2018-10-01,44.040001000000004
2018-10-02,41.799999
2018-10-03,42.389998999999996
2018-10-04,39.110001000000004
2018-10-05,39.119999
2018-10-08,38.02
2018-10-09,37.68
2018-10-10,35.060001
2018-10-11,35.509997999999996
2018-10-12,37.650002
2018-10-15,38.02
2018-10-16,37.59
2018-10-17,34.5
2018-10-18,32.639998999999996
2018-10-19,30.459999
2018-10-22,32.080002
2018-10-23,31.85
2018-10-24,30.139999
2018-10-25,30.690001000000002
2018-10-26,30.82
2018-10-29,30.110001
2018-10-30,30.639999
2018-10-31,33.57
2018-11-01,36.48
2018-11-02,35.41
2018-11-05,36.0
2018-11-06,35.77
2018-11-07,36.639998999999996
2018-11-08,35.0
2018-11-09,32.650002
2018-11-12,31.51
2018-11-13,31.719998999999998
2018-11-14,32.880001
2018-11-15,34.290001000000004
2018-11-16,32.959998999999996
2018-11-19,30.59
2018-11-20,30.629998999999998
2018-11-21,31.690001000000002
2018-11-23,31.67
2018-11-26,30.040001
2018-11-27,29.709999
2018-11-28,30.02
2018-11-29,30.35
2018-11-30,31.35
2018-12-03,33.080002
2018-12-04,31.690001000000002
2018-12-06,27.049999
2018-12-07,24.57
2018-12-10,24.26
2018-12-11,24.58
2018-12-12,25.58
2018-12-13,25.459999
2018-12-14,25.219998999999998
2018-12-17,24.290001
2018-12-18,24.49
2018-12-19,23.459999
2018-12-20,23.34
2018-12-21,23.379998999999998
2018-12-24,23.68
2018-12-26,24.219998999999998
2018-12-27,24.370001000000002
2018-12-28,24.41
2018-12-31,23.75
2019-01-02,24.83
2019-01-03,24.030001000000002
2019-01-04,25.41
2019-01-07,26.219998999999998
2019-01-08,26.6
2019-01-09,27.15
2019-01-10,27.0
2019-01-11,26.98
2019-01-14,26.57
2019-01-15,26.940001000000002
2019-01-16,27.76
2019-01-17,28.67
2019-01-18,30.26
2019-01-22,28.969998999999998
2019-01-23,28.389999
2019-01-24,29.530001000000002
2019-01-25,31.049999
2019-01-28,30.040001
2019-01-29,28.969998999999998
2019-01-30,29.75
2019-01-31,30.43
2019-02-01,30.33
2019-02-04,29.77
2019-02-05,30.610001
2019-02-06,30.129998999999998
2019-02-07,28.690001000000002
2019-02-08,29.209999
2019-02-11,29.67
2019-02-12,30.700001
2019-02-13,31.33
2019-02-14,31.23
2019-02-15,30.040001
2019-02-19,32.360001000000004
2019-02-20,31.82
2019-02-21,31.610001
2019-02-22,33.139998999999996
2019-02-25,35.34
2019-02-26,34.549999
2019-02-27,34.610001000000004
2019-02-28,33.169998
2019-03-01,33.279999
2019-03-04,33.869999
2019-03-05,35.18
2019-03-06,35.27
2019-03-07,32.720001
2019-03-08,32.77
2019-03-11,32.549999
2019-03-12,36.439999
2019-03-13,37.790001000000004
2019-03-14,37.220001
2019-03-15,38.5
2019-03-18,38.860001000000004
2019-03-19,38.540001000000004
2019-03-20,38.07
2019-03-21,38.5
2019-03-22,37.130001
2019-03-25,38.169998
2019-03-26,37.599998
2019-03-27,37.310001
2019-03-28,37.59
2019-03-29,38.240002000000004
2019-04-01,40.810001
2019-04-02,39.880001
2019-04-03,40.669998
2019-04-04,39.759997999999996
2019-04-05,40.009997999999996
2019-04-08,39.549999
2019-04-09,38.98
2019-04-10,38.029999
2019-04-11,37.200001
2019-04-12,38.110001000000004
2019-04-15,35.990002000000004
2019-04-16,36.23
2019-04-17,36.040001000000004
2019-04-18,35.669998
2019-04-22,36.259997999999996
2019-04-23,37.52
2019-04-24,36.849998
2019-04-25,36.869999
2019-04-26,36.869999
2019-04-29,34.360001000000004
2019-04-30,35.07
2019-05-01,35.189999
2019-05-02,35.639998999999996
2019-05-03,36.849998
2019-05-06,35.580002
2019-05-07,33.150002
2019-05-08,32.810001
2019-05-09,32.290001000000004
2019-05-10,28.969998999999998
2019-05-13,27.83
2019-05-14,28.809998999999998
2019-05-15,29.879998999999998
2019-05-16,29.610001
2019-05-17,27.92
2019-05-20,27.370001000000002
2019-05-21,27.860001
2019-05-22,27.370001000000002
2019-05-23,26.639999
2019-05-24,26.02
2019-05-28,27.309998999999998
2019-05-29,28.25
2019-05-30,28.030001000000002
2019-05-31,27.57
2019-06-03,27.49
2019-06-04,29.68
2019-06-05,29.6
2019-06-06,29.75
2019-06-07,30.540001
2019-06-10,31.57
2019-06-11,31.889999
2019-06-12,31.610001
2019-06-13,31.67
2019-06-14,31.030001000000002
2019-06-17,30.879998999999998
2019-06-18,32.759997999999996
2019-06-19,32.849998
2019-06-20,33.810001
2019-06-21,33.720001
2019-06-24,34.16
2019-06-25,33.310001
2019-06-26,35.139998999999996
2019-06-27,36.0
2019-06-28,35.799999
2019-07-01,36.73
2019-07-02,36.77
2019-07-03,35.240002000000004
2019-07-05,35.02
2019-07-08,34.380001
2019-07-09,34.580002
2019-07-10,34.689999
2019-07-11,34.279999
2019-07-12,34.439999
2019-07-15,34.389998999999996
2019-07-16,33.689999
2019-07-17,32.299999
2019-07-18,33.450001
2019-07-19,35.060001
2019-07-22,34.57
2019-07-23,35.970001
2019-07-24,35.669998
2019-07-25,35.759997999999996
2019-07-26,34.799999
2019-07-29,34.380001
2019-07-30,34.470001
2019-07-31,33.970001
2019-08-01,31.74
2019-08-02,31.01
2019-08-05,29.309998999999998
2019-08-06,29.59
2019-08-07,29.780001000000002
