Date,KKR
2019-12-26,29.280001000000002
2019-12-27,29.17
2019-12-30,29.049999
2019-12-31,29.17
2020-01-02,29.370001000000002
2020-01-03,29.02
2020-01-06,29.049999
2020-01-07,29.07
2020-01-08,29.66
2020-01-09,29.940001000000002
2020-01-10,29.98
2020-01-13,30.0
2020-01-14,29.290001
2020-01-15,29.530001000000002
2020-01-16,30.51
2020-01-17,31.200001
2020-01-21,30.73
2020-01-22,31.49
2020-01-23,31.200001
2020-01-24,30.690001000000002
2020-01-27,30.309998999999998
2020-01-28,30.43
2020-01-29,31.02
2020-01-30,30.389999
2020-01-31,31.9
2020-02-03,31.74
2020-02-04,32.599998
2020-02-05,33.139998999999996
2020-02-06,33.689999
2020-02-07,33.32
2020-02-10,33.599998
2020-02-11,33.82
2020-02-12,33.360001000000004
2020-02-13,33.509997999999996
2020-02-14,33.540001000000004
2020-02-18,33.57
2020-02-19,33.93
2020-02-20,33.700001
2020-02-21,33.110001000000004
2020-02-24,31.629998999999998
2020-02-25,30.190001000000002
2020-02-26,30.16
2020-02-27,28.85
2020-02-28,28.6
2020-03-02,29.99
2020-03-03,28.959999
2020-03-04,29.43
2020-03-05,28.190001000000002
2020-03-06,26.950001
2020-03-09,23.85
2020-03-10,25.42
2020-03-11,24.120001000000002
2020-03-12,22.02
2020-03-13,25.35
2020-03-16,21.879998999999998
2020-03-17,21.709999
2020-03-18,19.540001
2020-03-19,20.6
2020-03-20,19.07
2020-03-23,18.5
2020-03-24,21.84
2020-03-25,24.0
2020-03-26,25.6
2020-03-27,24.559998999999998
2020-03-30,24.52
2020-03-31,23.469998999999998
2020-04-01,21.92
2020-04-02,21.959999
2020-04-03,22.219998999999998
2020-04-06,24.360001
2020-04-07,24.120001000000002
2020-04-08,24.690001000000002
2020-04-09,25.299999
2020-04-13,23.950001
2020-04-14,24.209999
2020-04-15,23.25
2020-04-16,23.120001000000002
2020-04-17,23.92
2020-04-20,22.950001
2020-04-21,21.84
2020-04-22,22.17
2020-04-23,23.1
2020-04-24,23.610001
2020-04-27,24.959999
2020-04-28,25.42
2020-04-29,26.49
2020-04-30,25.209999
2020-05-01,24.379998999999998
2020-05-04,24.27
2020-05-05,24.6
2020-05-06,26.030001000000002
2020-05-07,26.889999
2020-05-08,26.66
