Date,KKR
2011-04-15,18.219998999999998
2011-04-18,17.82
2011-04-19,17.65
2011-04-20,17.98
2011-04-21,18.209999
2011-04-25,18.23
2011-04-26,18.299999
2011-04-27,18.389999
2011-04-28,18.77
2011-04-29,18.959999
2011-05-02,18.6
2011-05-03,18.24
2011-05-04,17.799999
2011-05-05,17.65
2011-05-06,17.73
2011-05-09,17.790001
2011-05-10,17.799999
2011-05-11,17.52
2011-05-12,17.1
2011-05-13,17.440001000000002
2011-05-16,17.35
2011-05-17,17.219998999999998
2011-05-18,17.4
2011-05-19,17.280001000000002
2011-05-20,17.129998999999998
2011-05-23,16.75
2011-05-24,17.120001000000002
2011-05-25,16.99
2011-05-26,17.0
2011-05-27,17.120001000000002
2011-05-31,17.190001000000002
2011-06-01,17.200001
2011-06-02,17.26
2011-06-03,16.92
2011-06-06,16.379998999999998
2011-06-07,16.290001
2011-06-08,15.83
2011-06-09,16.09
2011-06-10,15.92
2011-06-13,15.64
2011-06-14,15.84
2011-06-15,15.43
2011-06-16,15.42
2011-06-17,15.57
2011-06-20,15.22
2011-06-21,15.7
2011-06-22,15.99
2011-06-23,15.86
2011-06-24,15.76
2011-06-27,15.66
2011-06-28,15.64
2011-06-29,16.0
2011-06-30,16.32
2011-07-01,16.57
2011-07-05,16.030001000000002
2011-07-06,16.08
2011-07-07,15.88
2011-07-08,15.63
2011-07-11,14.76
2011-07-12,14.83
2011-07-13,15.29
2011-07-14,15.71
2011-07-15,15.64
2011-07-18,14.98
2011-07-19,14.92
2011-07-20,15.33
2011-07-21,15.82
2011-07-22,16.09
2011-07-25,15.81
2011-07-26,15.71
2011-07-27,15.04
2011-07-28,14.84
2011-07-29,14.65
2011-08-01,14.11
2011-08-02,14.14
2011-08-03,13.39
2011-08-04,12.59
2011-08-05,12.19
2011-08-08,10.5
2011-08-09,11.88
2011-08-10,10.63
2011-08-11,11.01
2011-08-12,11.05
2011-08-15,11.09
2011-08-16,11.04
2011-08-17,11.42
2011-08-18,10.87
2011-08-19,11.08
2011-08-22,10.96
2011-08-23,11.44
2011-08-24,11.67
2011-08-25,11.61
2011-08-26,12.11
2011-08-29,12.53
2011-08-30,12.5
2011-08-31,12.8
2011-09-01,12.29
2011-09-02,11.54
2011-09-06,11.01
2011-09-07,11.61
2011-09-08,11.19
2011-09-09,10.87
2011-09-12,10.76
2011-09-13,11.09
2011-09-14,11.38
2011-09-15,11.98
2011-09-16,12.13
2011-09-19,11.94
2011-09-20,11.76
2011-09-21,11.41
2011-09-22,10.76
2011-09-23,10.53
2011-09-26,10.76
2011-09-27,10.9
2011-09-28,10.54
2011-09-29,10.6
2011-09-30,10.4
2011-10-03,9.92
2011-10-04,10.14
2011-10-05,10.39
2011-10-06,10.59
2011-10-07,10.4
2011-10-10,11.02
2011-10-11,11.47
2011-10-12,12.3
2011-10-13,12.16
2011-10-14,12.55
2011-10-17,11.72
2011-10-18,12.18
2011-10-19,11.41
2011-10-20,11.7
2011-10-21,12.4
2011-10-24,13.17
2011-10-25,12.54
2011-10-26,12.6
2011-10-27,13.65
2011-10-28,14.03
2011-10-31,13.48
2011-11-01,12.93
2011-11-02,13.67
2011-11-03,13.52
2011-11-04,13.52
2011-11-07,13.67
2011-11-08,14.07
2011-11-09,12.69
2011-11-10,12.85
2011-11-11,13.63
2011-11-14,13.29
2011-11-15,13.34
2011-11-16,12.98
2011-11-17,12.11
2011-11-18,12.14
2011-11-21,11.78
2011-11-22,11.8
2011-11-23,11.5
2011-11-25,11.09
2011-11-28,11.98
2011-11-29,12.02
2011-11-30,12.83
2011-12-01,13.01
2011-12-02,13.1
2011-12-05,13.52
2011-12-06,13.49
2011-12-07,13.53
2011-12-08,12.48
2011-12-09,12.93
2011-12-12,12.89
2011-12-13,12.72
2011-12-14,12.4
2011-12-15,12.32
2011-12-16,12.7
2011-12-19,12.35
2011-12-20,12.67
2011-12-21,12.63
2011-12-22,13.0
2011-12-23,13.18
2011-12-27,13.41
2011-12-28,13.15
2011-12-29,13.44
2011-12-30,12.83
2012-01-03,13.3
2012-01-04,13.26
2012-01-05,13.22
2012-01-06,13.4
2012-01-09,13.59
2012-01-10,13.71
2012-01-11,13.9
2012-01-12,13.91
2012-01-13,14.07
2012-01-17,13.94
2012-01-18,13.93
2012-01-19,14.1
2012-01-20,14.1
2012-01-23,13.88
2012-01-24,13.68
2012-01-25,13.97
2012-01-26,13.75
2012-01-27,13.83
2012-01-30,13.94
2012-01-31,13.98
2012-02-01,14.56
2012-02-02,14.46
2012-02-03,14.54
2012-02-06,14.82
2012-02-07,14.96
2012-02-08,14.87
2012-02-09,15.06
2012-02-10,15.07
2012-02-13,15.01
2012-02-14,14.61
2012-02-15,14.54
2012-02-16,14.89
2012-02-17,15.1
2012-02-21,15.08
2012-02-22,14.97
2012-02-23,14.89
2012-02-24,14.75
2012-02-27,14.58
2012-02-28,14.32
2012-02-29,14.32
2012-03-01,14.24
2012-03-02,13.92
2012-03-05,13.86
2012-03-06,13.61
2012-03-07,13.98
2012-03-08,14.18
2012-03-09,14.26
2012-03-12,14.26
2012-03-13,14.49
2012-03-14,14.34
2012-03-15,14.31
2012-03-16,14.33
2012-03-19,14.4
2012-03-20,14.19
2012-03-21,14.34
2012-03-22,14.18
2012-03-23,14.51
2012-03-26,14.57
2012-03-27,14.73
2012-03-28,14.83
2012-03-29,14.76
2012-03-30,14.83
2012-04-02,15.01
2012-04-03,15.03
2012-04-04,14.73
2012-04-05,14.69
2012-04-09,14.15
2012-04-10,13.66
2012-04-11,13.9
2012-04-12,14.42
2012-04-13,14.19
2012-04-16,14.07
2012-04-17,14.32
2012-04-18,14.29
2012-04-19,14.29
2012-04-20,14.09
2012-04-23,13.63
2012-04-24,13.65
2012-04-25,13.85
2012-04-26,14.05
2012-04-27,14.4
2012-04-30,14.12
2012-05-01,14.15
2012-05-02,13.57
2012-05-03,13.5
2012-05-04,13.11
2012-05-07,13.29
2012-05-08,13.03
2012-05-09,13.0
2012-05-10,12.92
2012-05-11,12.82
2012-05-14,12.72
2012-05-15,12.39
2012-05-16,12.06
2012-05-17,11.47
2012-05-18,11.1
2012-05-21,11.34
2012-05-22,11.59
2012-05-23,11.58
2012-05-24,11.63
2012-05-25,11.7
2012-05-29,12.17
2012-05-30,12.01
2012-05-31,11.75
2012-06-01,11.74
2012-06-04,11.81
2012-06-05,11.75
2012-06-06,11.98
2012-06-07,11.9
2012-06-08,11.98
2012-06-11,11.92
2012-06-12,11.8
2012-06-13,11.87
2012-06-14,11.7
2012-06-15,12.02
2012-06-18,11.68
2012-06-19,12.48
2012-06-20,12.74
2012-06-21,12.64
2012-06-22,12.6
2012-06-25,12.42
2012-06-26,12.41
2012-06-27,12.54
2012-06-28,12.61
2012-06-29,12.89
2012-07-02,13.15
2012-07-03,13.29
2012-07-05,13.31
2012-07-06,13.23
2012-07-09,12.97
2012-07-10,13.03
2012-07-11,13.08
2012-07-12,12.97
2012-07-13,13.11
2012-07-16,13.2
2012-07-17,13.34
2012-07-18,13.6
2012-07-19,14.1
2012-07-20,14.0
2012-07-23,13.88
2012-07-24,14.06
2012-07-25,13.98
2012-07-26,14.25
2012-07-27,14.28
2012-07-30,14.57
2012-07-31,13.99
2012-08-01,14.17
2012-08-02,13.88
2012-08-03,14.0
2012-08-06,14.05
2012-08-07,14.03
2012-08-08,13.97
2012-08-09,14.21
2012-08-10,14.24
2012-08-13,14.29
2012-08-14,14.41
2012-08-15,14.52
2012-08-16,14.52
2012-08-17,14.51
2012-08-20,14.56
2012-08-21,14.48
2012-08-22,14.39
2012-08-23,14.25
2012-08-24,14.17
2012-08-27,14.2
2012-08-28,14.2
2012-08-29,14.52
2012-08-30,14.23
2012-08-31,14.25
2012-09-04,14.25
2012-09-05,13.92
2012-09-06,14.2
2012-09-07,14.35
2012-09-10,14.37
2012-09-11,14.48
2012-09-12,14.63
2012-09-13,14.81
2012-09-14,15.33
2012-09-17,15.19
2012-09-18,15.03
2012-09-19,14.99
2012-09-20,14.91
2012-09-21,14.98
2012-09-24,14.98
2012-09-25,14.71
2012-09-26,14.36
2012-09-27,14.85
2012-09-28,15.11
2012-10-01,14.95
2012-10-02,14.7
2012-10-03,14.78
2012-10-04,14.86
2012-10-05,14.84
2012-10-08,14.84
2012-10-09,14.8
2012-10-10,14.84
2012-10-11,14.89
2012-10-12,14.95
2012-10-15,15.16
2012-10-16,15.22
2012-10-17,15.1
2012-10-18,15.25
2012-10-19,15.05
2012-10-22,15.1
2012-10-23,14.54
2012-10-24,14.49
2012-10-25,14.84
2012-10-26,14.74
2012-10-31,15.05
2012-11-01,15.41
2012-11-02,15.25
2012-11-05,15.25
2012-11-06,15.16
2012-11-07,14.5
2012-11-08,14.46
2012-11-09,14.41
2012-11-12,14.5
2012-11-13,14.59
2012-11-14,14.36
2012-11-15,13.99
2012-11-16,13.95
2012-11-19,14.02
2012-11-20,13.87
2012-11-21,13.87
2012-11-23,14.11
2012-11-26,14.01
2012-11-27,13.94
2012-11-28,13.89
2012-11-29,13.93
2012-11-30,13.75
2012-12-03,13.89
2012-12-04,13.78
2012-12-05,13.58
2012-12-06,13.84
2012-12-07,14.04
2012-12-10,14.06
2012-12-11,14.16
2012-12-12,14.06
2012-12-13,13.88
2012-12-14,13.85
2012-12-17,13.98
2012-12-18,14.31
2012-12-19,14.7
2012-12-20,14.57
2012-12-21,14.57
2012-12-24,14.61
2012-12-26,14.5
2012-12-27,14.64
2012-12-28,14.7
2012-12-31,15.23
2013-01-02,15.7
2013-01-03,15.51
2013-01-04,15.49
2013-01-07,15.54
2013-01-08,15.64
2013-01-09,15.74
2013-01-10,15.92
2013-01-11,15.98
2013-01-14,16.280001000000002
2013-01-15,16.620001000000002
2013-01-16,16.4
2013-01-17,16.67
2013-01-18,16.93
2013-01-22,17.08
2013-01-23,17.27
2013-01-24,17.209999
2013-01-25,16.9
2013-01-28,16.85
2013-01-29,16.93
2013-01-30,17.02
2013-01-31,16.879998999999998
2013-02-01,17.49
2013-02-04,17.450001
2013-02-05,17.799999
2013-02-06,17.780001000000002
2013-02-07,17.719998999999998
2013-02-08,17.85
2013-02-11,17.700001
2013-02-12,17.9
2013-02-13,18.02
2013-02-14,17.83
2013-02-15,18.030001000000002
2013-02-19,18.0
2013-02-20,17.58
2013-02-21,17.35
2013-02-22,17.75
2013-02-25,17.459999
2013-02-26,17.780001000000002
2013-02-27,18.02
2013-02-28,18.219998999999998
2013-03-01,18.290001
2013-03-04,18.48
2013-03-05,18.799999
2013-03-06,18.85
2013-03-07,18.799999
2013-03-08,19.030001000000002
2013-03-11,19.219998999999998
2013-03-12,19.200001
2013-03-13,19.629998999999998
2013-03-14,19.719998999999998
2013-03-15,19.51
2013-03-18,19.33
2013-03-19,18.690001000000002
2013-03-20,19.290001
2013-03-21,18.940001000000002
2013-03-22,18.620001000000002
2013-03-25,18.309998999999998
2013-03-26,19.07
2013-03-27,19.34
2013-03-28,19.32
2013-04-01,19.4
2013-04-02,19.290001
2013-04-03,18.610001
2013-04-04,18.84
2013-04-05,19.120001000000002
2013-04-08,19.42
2013-04-09,19.6
2013-04-10,20.200001
2013-04-11,19.76
2013-04-12,19.549999
2013-04-15,19.360001
2013-04-16,20.370001000000002
2013-04-17,19.690001000000002
2013-04-18,19.26
2013-04-19,19.25
2013-04-22,19.49
2013-04-23,19.9
2013-04-24,20.190001000000002
2013-04-25,21.059998999999998
2013-04-26,21.049999
2013-04-29,21.02
2013-04-30,21.0
2013-05-01,20.74
2013-05-02,20.5
2013-05-03,20.77
2013-05-06,21.15
2013-05-07,20.6
2013-05-08,21.129998999999998
2013-05-09,20.950001
2013-05-10,20.700001
2013-05-13,20.379998999999998
2013-05-14,21.0
2013-05-15,20.57
2013-05-16,20.549999
2013-05-17,20.91
2013-05-20,20.969998999999998
2013-05-21,20.91
2013-05-22,20.51
2013-05-23,20.07
2013-05-24,20.16
2013-05-28,20.65
2013-05-29,20.110001
2013-05-30,20.120001000000002
2013-05-31,19.48
2013-06-03,19.040001
2013-06-04,18.77
2013-06-05,18.299999
2013-06-06,18.43
2013-06-07,19.559998999999998
2013-06-10,19.4
2013-06-11,19.26
2013-06-12,19.35
2013-06-13,19.25
2013-06-14,19.75
2013-06-17,19.57
2013-06-18,19.719998999999998
2013-06-19,19.450001
2013-06-20,18.66
2013-06-21,18.700001
2013-06-24,17.799999
2013-06-25,18.959999
2013-06-26,18.92
2013-06-27,19.49
2013-06-28,19.66
2013-07-01,19.76
2013-07-02,19.360001
2013-07-03,19.030001000000002
2013-07-05,19.49
2013-07-08,19.940001000000002
2013-07-09,19.889999
2013-07-10,19.709999
2013-07-11,20.049999
2013-07-12,20.459999
2013-07-15,20.530001000000002
2013-07-16,20.07
2013-07-17,19.74
2013-07-18,20.450001
2013-07-19,20.91
2013-07-22,21.42
2013-07-23,21.290001
2013-07-24,20.66
2013-07-25,20.940001000000002
2013-07-26,20.67
2013-07-29,20.77
2013-07-30,20.809998999999998
2013-07-31,20.450001
2013-08-01,20.809998999999998
2013-08-02,20.709999
2013-08-05,20.65
2013-08-06,20.6
2013-08-07,20.200001
2013-08-08,20.09
2013-08-09,20.15
2013-08-12,20.370001000000002
2013-08-13,20.43
2013-08-14,20.25
2013-08-15,19.49
2013-08-16,19.370001000000002
2013-08-19,19.530001000000002
2013-08-20,19.620001000000002
2013-08-21,19.370001000000002
2013-08-22,19.41
2013-08-23,19.440001000000002
2013-08-26,19.15
2013-08-27,18.870001000000002
2013-08-28,19.209999
2013-08-29,19.48
2013-08-30,19.110001
2013-09-03,19.190001000000002
2013-09-04,19.33
2013-09-05,19.42
2013-09-06,19.57
2013-09-09,19.780001000000002
2013-09-10,20.110001
2013-09-11,20.0
2013-09-12,20.01
2013-09-13,20.030001000000002
2013-09-16,20.26
2013-09-17,20.25
2013-09-18,20.49
2013-09-19,20.6
2013-09-20,20.139999
2013-09-23,19.620001000000002
2013-09-24,19.5
2013-09-25,20.09
2013-09-26,20.6
2013-09-27,20.889999
2013-09-30,20.58
2013-10-01,21.08
2013-10-02,21.139999
2013-10-03,21.0
2013-10-04,20.879998999999998
2013-10-07,20.709999
2013-10-08,20.299999
2013-10-09,19.940001000000002
2013-10-10,20.41
2013-10-11,21.01
2013-10-14,20.799999
2013-10-15,20.780001000000002
2013-10-16,21.85
2013-10-17,22.01
2013-10-18,22.84
2013-10-21,22.950001
2013-10-22,23.209999
2013-10-23,22.91
2013-10-24,23.360001
2013-10-25,23.65
2013-10-28,23.73
2013-10-29,23.75
2013-10-30,22.959999
2013-10-31,21.950001
2013-11-01,22.459999
2013-11-04,22.870001000000002
2013-11-05,23.0
2013-11-06,23.24
2013-11-07,22.799999
2013-11-08,23.35
2013-11-11,23.0
2013-11-12,22.459999
2013-11-13,22.68
2013-11-14,22.99
2013-11-15,22.959999
2013-11-18,22.77
2013-11-19,22.709999
2013-11-20,22.73
2013-11-21,22.889999
2013-11-22,23.299999
2013-11-25,23.700001
2013-11-26,23.799999
2013-11-27,23.82
2013-11-29,23.73
2013-12-02,23.91
2013-12-03,23.799999
2013-12-04,23.440001000000002
2013-12-05,23.08
2013-12-06,23.23
2013-12-09,24.0
2013-12-10,24.74
2013-12-11,24.200001
2013-12-12,24.25
2013-12-13,24.98
2013-12-16,25.08
2013-12-17,24.790001
2013-12-18,24.530001000000002
2013-12-19,23.98
2013-12-20,24.469998999999998
2013-12-23,24.35
2013-12-24,24.440001000000002
2013-12-26,24.43
2013-12-27,24.15
2013-12-30,24.0
2013-12-31,24.34
2014-01-02,24.67
2014-01-03,25.200001
2014-01-06,25.389999
2014-01-07,25.66
2014-01-08,25.780001000000002
2014-01-09,25.83
2014-01-10,25.950001
2014-01-13,25.41
2014-01-14,25.75
2014-01-15,25.75
2014-01-16,25.83
2014-01-17,25.719998999999998
2014-01-21,26.24
2014-01-22,26.299999
2014-01-23,25.77
2014-01-24,24.559998999999998
2014-01-27,24.0
2014-01-28,24.219998999999998
2014-01-29,23.950001
2014-01-30,24.450001
2014-01-31,24.110001
2014-02-03,22.790001
2014-02-04,23.43
2014-02-05,23.209999
2014-02-06,23.889999
2014-02-07,24.17
2014-02-10,24.48
2014-02-11,24.25
2014-02-12,24.379998999999998
2014-02-13,24.129998999999998
2014-02-14,24.139999
2014-02-18,23.969998999999998
2014-02-19,23.950001
2014-02-20,23.83
2014-02-21,23.98
2014-02-24,24.15
2014-02-25,24.030001000000002
2014-02-26,23.809998999999998
2014-02-27,23.809998999999998
2014-02-28,24.139999
2014-03-03,23.65
2014-03-04,24.120001000000002
2014-03-05,24.24
2014-03-06,24.459999
2014-03-07,24.280001000000002
2014-03-10,24.33
2014-03-11,24.219998999999998
2014-03-12,23.92
2014-03-13,23.559998999999998
2014-03-14,22.969998999999998
2014-03-17,23.24
2014-03-18,23.41
2014-03-19,23.290001
2014-03-20,23.459999
2014-03-21,22.99
2014-03-24,22.83
2014-03-25,22.690001000000002
2014-03-26,22.32
2014-03-27,22.4
2014-03-28,22.540001
2014-03-31,22.84
2014-04-01,23.389999
2014-04-02,23.059998999999998
2014-04-03,23.700001
2014-04-04,23.65
2014-04-07,22.99
2014-04-08,22.469998999999998
2014-04-09,23.280001000000002
2014-04-10,22.440001000000002
2014-04-11,21.870001000000002
2014-04-14,21.76
2014-04-15,22.110001
2014-04-16,23.17
2014-04-17,23.059998999999998
2014-04-21,23.200001
2014-04-22,23.85
2014-04-23,23.639999
2014-04-24,24.41
2014-04-25,23.709999
2014-04-28,23.209999
2014-04-29,23.24
2014-04-30,22.709999
2014-05-01,23.5
2014-05-02,22.959999
2014-05-05,22.98
2014-05-06,22.92
2014-05-07,22.030001000000002
2014-05-08,21.76
2014-05-09,22.34
2014-05-12,22.950001
2014-05-13,23.209999
2014-05-14,23.1
2014-05-15,22.389999
2014-05-16,22.42
2014-05-19,23.280001000000002
2014-05-20,22.860001
2014-05-21,23.41
2014-05-22,23.379998999999998
2014-05-23,23.040001
2014-05-27,22.91
2014-05-28,22.91
2014-05-29,22.780001000000002
2014-05-30,22.73
2014-06-02,22.9
2014-06-03,23.35
2014-06-04,23.639999
2014-06-05,23.709999
2014-06-06,24.049999
2014-06-09,24.200001
2014-06-10,24.120001000000002
2014-06-11,24.17
2014-06-12,24.24
2014-06-13,23.879998999999998
2014-06-16,23.799999
2014-06-17,24.0
2014-06-18,24.27
2014-06-19,24.280001000000002
2014-06-20,24.040001
2014-06-23,23.879998999999998
2014-06-24,23.58
2014-06-25,23.620001000000002
2014-06-26,23.870001000000002
2014-06-27,24.200001
2014-06-30,24.33
2014-07-01,24.49
2014-07-02,24.709999
2014-07-03,24.860001
2014-07-07,25.0
2014-07-08,24.559998999999998
2014-07-09,24.85
2014-07-10,24.459999
2014-07-11,24.700001
2014-07-14,24.99
2014-07-15,25.09
2014-07-16,25.23
2014-07-17,24.93
2014-07-18,25.110001
2014-07-21,25.209999
2014-07-22,25.25
2014-07-23,25.32
2014-07-24,24.940001000000002
2014-07-25,24.780001000000002
2014-07-28,24.43
2014-07-29,24.59
2014-07-30,24.309998999999998
2014-07-31,22.92
2014-08-01,22.889999
2014-08-04,22.98
2014-08-05,22.76
2014-08-06,22.799999
2014-08-07,22.65
2014-08-08,22.780001000000002
2014-08-11,23.24
2014-08-12,23.01
2014-08-13,23.26
2014-08-14,23.059998999999998
2014-08-15,22.58
2014-08-18,23.0
2014-08-19,22.959999
2014-08-20,22.959999
2014-08-21,23.0
2014-08-22,22.940001000000002
2014-08-25,23.08
2014-08-26,23.110001
2014-08-27,23.27
2014-08-28,23.389999
2014-08-29,23.49
2014-09-02,23.309998999999998
2014-09-03,23.200001
2014-09-04,22.889999
2014-09-05,22.77
2014-09-08,22.5
2014-09-09,22.540001
2014-09-10,22.559998999999998
2014-09-11,22.76
2014-09-12,22.74
2014-09-15,22.620001000000002
2014-09-16,22.690001000000002
2014-09-17,22.65
2014-09-18,22.52
2014-09-19,22.549999
2014-09-22,22.299999
2014-09-23,21.93
2014-09-24,21.879998999999998
2014-09-25,21.790001
2014-09-26,22.370001000000002
2014-09-29,22.370001000000002
2014-09-30,22.299999
2014-10-01,21.66
2014-10-02,21.42
2014-10-03,21.629998999999998
2014-10-06,21.9
2014-10-07,21.52
2014-10-08,21.790001
2014-10-09,20.98
2014-10-10,20.530001000000002
2014-10-13,19.98
2014-10-14,19.950001
2014-10-15,19.950001
2014-10-16,19.91
2014-10-17,20.48
2014-10-20,21.02
2014-10-21,21.879998999999998
2014-10-22,21.370001000000002
2014-10-23,21.76
2014-10-24,22.5
2014-10-27,22.389999
2014-10-28,22.620001000000002
2014-10-29,22.25
2014-10-30,21.43
2014-10-31,21.559998999999998
2014-11-03,21.219998999999998
2014-11-04,21.25
2014-11-05,21.27
2014-11-06,21.26
2014-11-07,21.389999
2014-11-10,21.84
2014-11-11,21.76
2014-11-12,21.99
2014-11-13,22.059998999999998
2014-11-14,22.18
2014-11-17,22.35
2014-11-18,22.690001000000002
2014-11-19,22.83
2014-11-20,22.93
2014-11-21,22.879998999999998
2014-11-24,22.49
2014-11-25,22.33
2014-11-26,22.5
2014-11-28,22.280001000000002
2014-12-01,21.450001
2014-12-02,21.700001
2014-12-03,21.98
2014-12-04,22.25
2014-12-05,22.42
2014-12-08,22.02
2014-12-09,22.17
2014-12-10,21.93
2014-12-11,22.27
2014-12-12,22.02
2014-12-15,22.09
2014-12-16,21.82
2014-12-17,22.360001
2014-12-18,22.48
2014-12-19,22.49
2014-12-22,22.58
2014-12-23,22.9
2014-12-24,23.139999
2014-12-26,23.120001000000002
2014-12-29,22.959999
2014-12-30,23.23
2014-12-31,23.209999
2015-01-02,23.49
2015-01-05,23.34
2015-01-06,23.110001
2015-01-07,23.540001
2015-01-08,23.4
2015-01-09,23.74
2015-01-12,23.469998999999998
2015-01-13,23.719998999999998
2015-01-14,23.24
2015-01-15,22.809998999999998
2015-01-16,22.950001
2015-01-20,23.26
2015-01-21,23.450001
2015-01-22,24.02
2015-01-23,24.26
2015-01-26,24.610001
2015-01-27,24.620001000000002
2015-01-28,24.389999
2015-01-29,24.27
2015-01-30,24.01
2015-02-02,24.049999
2015-02-03,24.41
2015-02-04,24.27
2015-02-05,24.690001000000002
2015-02-06,24.719998999999998
2015-02-09,24.98
2015-02-10,24.27
2015-02-11,24.27
2015-02-12,24.360001
2015-02-13,24.42
2015-02-17,24.360001
2015-02-18,24.030001000000002
2015-02-19,24.200001
2015-02-20,24.24
2015-02-23,23.969998999999998
2015-02-24,23.809998999999998
2015-02-25,23.559998999999998
2015-02-26,23.49
2015-02-27,22.85
2015-03-02,23.6
2015-03-03,23.469998999999998
2015-03-04,23.77
2015-03-05,23.67
2015-03-06,23.709999
2015-03-09,23.27
2015-03-10,22.82
2015-03-11,22.870001000000002
2015-03-12,23.030001000000002
2015-03-13,22.870001000000002
2015-03-16,22.950001
2015-03-17,23.01
2015-03-18,22.959999
2015-03-19,22.809998999999998
2015-03-20,23.120001000000002
2015-03-23,23.120001000000002
2015-03-24,23.02
2015-03-25,22.83
2015-03-26,22.59
2015-03-27,22.65
2015-03-30,22.77
2015-03-31,22.809998999999998
2015-04-01,23.08
2015-04-02,22.950001
2015-04-06,22.85
2015-04-07,22.610001
2015-04-08,22.51
2015-04-09,22.48
2015-04-10,22.700001
2015-04-13,22.870001000000002
2015-04-14,22.790001
2015-04-15,22.93
2015-04-16,23.360001
2015-04-17,23.110001
2015-04-20,23.200001
2015-04-21,23.16
2015-04-22,23.370001000000002
2015-04-23,23.540001
