Date,TECK
2011-12-02,37.220001
2011-12-05,38.400002
2011-12-06,38.400002
2011-12-07,38.400002
2011-12-08,36.529999
2011-12-09,37.310001
2011-12-12,36.099998
2011-12-13,34.299999
2011-12-14,33.709998999999996
2011-12-15,33.150002
2011-12-16,33.860001000000004
2011-12-19,32.849998
2011-12-20,34.59
2011-12-21,34.540001000000004
2011-12-22,35.52
2011-12-23,35.540001000000004
2011-12-27,34.77
2011-12-28,34.310001
2011-12-29,34.459998999999996
2011-12-30,35.189999
2012-01-03,37.889998999999996
2012-01-04,38.330002
2012-01-05,37.720001
2012-01-06,37.310001
2012-01-09,36.810001
2012-01-10,38.049999
2012-01-11,38.59
2012-01-12,39.240002000000004
2012-01-13,38.459998999999996
2012-01-17,39.290001000000004
2012-01-18,40.470001
2012-01-19,41.73
2012-01-20,41.32
2012-01-23,41.599998
2012-01-24,41.259997999999996
2012-01-25,42.330002
2012-01-26,42.740002000000004
2012-01-27,42.889998999999996
2012-01-30,42.529999
2012-01-31,42.32
2012-02-01,42.34
2012-02-02,42.630001
2012-02-03,43.68
2012-02-06,42.689999
2012-02-07,41.84
2012-02-08,40.869999
2012-02-09,40.880001
2012-02-10,40.189999
2012-02-13,39.389998999999996
2012-02-14,38.93
2012-02-15,38.509997999999996
2012-02-16,39.549999
2012-02-17,38.439999
2012-02-21,39.549999
2012-02-22,40.529999
2012-02-23,40.790001000000004
2012-02-24,40.619999
2012-02-27,40.290001000000004
2012-02-28,41.060001
2012-02-29,39.970001
2012-03-01,40.07
2012-03-02,38.91
2012-03-05,36.470001
2012-03-06,35.419998
2012-03-07,35.759997999999996
2012-03-08,36.529999
2012-03-09,36.849998
2012-03-12,35.75
2012-03-13,36.91
2012-03-14,35.34
2012-03-15,35.759997999999996
2012-03-16,37.119999
2012-03-19,37.09
2012-03-20,35.959998999999996
2012-03-21,35.990002000000004
2012-03-22,34.919998
2012-03-23,35.119999
2012-03-26,36.209998999999996
2012-03-27,35.939999
2012-03-28,34.549999
2012-03-29,34.799999
2012-03-30,35.66
2012-04-02,36.970001
2012-04-03,36.279999
2012-04-04,35.77
2012-04-05,35.310001
2012-04-09,34.560001
2012-04-10,34.689999
2012-04-11,35.169998
2012-04-12,37.119999
2012-04-13,36.669998
2012-04-16,36.700001
2012-04-17,37.029999
2012-04-18,37.380001
2012-04-19,37.25
2012-04-20,36.939999
2012-04-23,35.689999
2012-04-24,36.299999
2012-04-25,37.459998999999996
2012-04-26,37.259997999999996
2012-04-27,37.560001
2012-04-30,37.330002
2012-05-01,37.709998999999996
2012-05-02,36.880001
2012-05-03,35.709998999999996
2012-05-04,34.919998
2012-05-07,34.599998
2012-05-08,33.560001
2012-05-09,33.25
2012-05-10,33.380001
2012-05-11,32.959998999999996
2012-05-14,31.620001000000002
2012-05-15,30.18
2012-05-16,29.549999
2012-05-17,29.450001
2012-05-18,28.889999
2012-05-21,29.530001000000002
2012-05-22,29.370001000000002
2012-05-23,30.75
2012-05-24,30.389999
2012-05-25,30.299999
2012-05-29,31.74
2012-05-30,30.360001
2012-05-31,29.809998999999998
2012-06-01,29.559998999999998
2012-06-04,29.370001000000002
2012-06-05,30.27
2012-06-06,31.48
2012-06-07,31.610001
2012-06-08,31.26
2012-06-11,30.25
2012-06-12,30.98
2012-06-13,31.34
2012-06-14,31.74
2012-06-15,32.259997999999996
2012-06-18,32.459998999999996
2012-06-19,33.169998
2012-06-20,32.57
2012-06-21,30.6
2012-06-22,30.049999
2012-06-25,28.940001000000002
2012-06-26,29.75
2012-06-27,29.57
2012-06-28,29.32
2012-06-29,30.940001000000002
2012-07-02,30.959999
2012-07-03,32.580002
2012-07-05,32.509997999999996
2012-07-06,31.34
2012-07-09,30.440001000000002
2012-07-10,29.91
2012-07-11,29.959999
2012-07-12,29.559998999999998
2012-07-13,30.299999
2012-07-16,29.969998999999998
2012-07-17,30.290001
2012-07-18,30.530001000000002
2012-07-19,30.98
2012-07-20,30.17
2012-07-23,29.27
2012-07-24,28.76
2012-07-25,26.82
2012-07-26,27.59
2012-07-27,28.5
2012-07-30,28.9
2012-07-31,28.030001000000002
2012-08-01,27.58
2012-08-02,26.84
2012-08-03,27.299999
2012-08-06,28.190001000000002
2012-08-07,28.889999
2012-08-08,28.75
2012-08-09,29.709999
2012-08-10,30.51
2012-08-13,29.799999
2012-08-14,28.9
2012-08-15,29.02
2012-08-16,29.77
2012-08-17,29.700001
2012-08-20,29.65
2012-08-21,30.209999
2012-08-22,29.969998999999998
2012-08-23,29.26
2012-08-24,29.209999
2012-08-27,29.139999
2012-08-28,28.879998999999998
2012-08-29,28.799999
2012-08-30,27.450001
2012-08-31,27.700001
2012-09-04,26.959999
2012-09-05,26.74
2012-09-06,27.459999
2012-09-07,30.18
2012-09-10,29.870001000000002
2012-09-11,31.549999
2012-09-12,31.360001
2012-09-13,32.43
2012-09-14,34.029999
2012-09-17,32.630001
2012-09-18,32.060001
2012-09-19,32.150002
2012-09-20,31.370001000000002
2012-09-21,30.780001000000002
2012-09-24,30.120001000000002
2012-09-25,29.48
2012-09-26,29.49
2012-09-27,29.690001000000002
2012-09-28,29.450001
2012-10-01,29.540001
2012-10-02,29.43
2012-10-03,29.719998999999998
2012-10-04,30.469998999999998
2012-10-05,30.700001
2012-10-08,30.93
2012-10-09,31.08
2012-10-10,30.48
2012-10-11,31.059998999999998
2012-10-12,30.5
2012-10-15,30.870001000000002
2012-10-16,31.48
2012-10-17,32.080002
2012-10-18,32.5
2012-10-19,31.67
2012-10-22,31.52
2012-10-23,30.75
2012-10-24,31.559998999999998
2012-10-25,31.93
2012-10-26,31.139999
2012-10-31,31.879998999999998
2012-11-01,33.669998
2012-11-02,33.189999
2012-11-05,32.98
2012-11-06,33.810001
2012-11-07,33.130001
2012-11-08,32.849998
2012-11-09,32.740002000000004
2012-11-12,33.029999
2012-11-13,32.73
2012-11-14,32.080002
2012-11-15,31.77
2012-11-16,31.860001
2012-11-19,32.240002000000004
2012-11-20,32.119999
2012-11-21,31.83
2012-11-23,32.599998
2012-11-26,32.560001
2012-11-27,32.459998999999996
2012-11-28,32.380001
2012-11-29,33.490002000000004
2012-11-30,33.669998
2012-12-03,33.599998
2012-12-04,33.529999
2012-12-05,34.459998999999996
2012-12-06,35.240002000000004
2012-12-07,34.849998
2012-12-10,35.75
2012-12-11,35.700001
2012-12-12,35.439999
2012-12-13,35.139998999999996
2012-12-14,35.669998
2012-12-17,35.59
2012-12-18,36.080002
2012-12-19,36.369999
2012-12-20,36.009997999999996
2012-12-21,36.09
2012-12-24,35.82
2012-12-26,35.77
2012-12-27,35.73
2012-12-28,35.220001
2012-12-31,36.349998
2013-01-02,38.02
2013-01-03,37.389998999999996
2013-01-04,37.740002000000004
2013-01-07,37.619999
2013-01-08,36.709998999999996
2013-01-09,37.310001
2013-01-10,38.360001000000004
2013-01-11,37.540001000000004
2013-01-14,37.330002
2013-01-15,37.59
2013-01-16,36.830002
2013-01-17,37.259997999999996
2013-01-18,37.450001
2013-01-22,37.790001000000004
2013-01-23,37.59
2013-01-24,37.75
2013-01-25,37.52
2013-01-28,37.009997999999996
2013-01-29,37.189999
2013-01-30,36.459998999999996
2013-01-31,36.490002000000004
2013-02-01,37.099998
2013-02-04,36.57
2013-02-05,36.990002000000004
2013-02-06,36.869999
2013-02-07,34.52
2013-02-08,33.209998999999996
2013-02-11,33.200001
2013-02-12,33.880001
2013-02-13,33.740002000000004
2013-02-14,34.150002
2013-02-15,33.09
2013-02-19,32.400002
2013-02-20,31.15
2013-02-21,31.09
2013-02-22,31.1
2013-02-25,30.77
2013-02-26,30.6
2013-02-27,31.200001
2013-02-28,30.889999
2013-03-01,30.27
2013-03-04,29.48
2013-03-05,29.690001000000002
2013-03-06,30.58
2013-03-07,30.57
2013-03-08,30.559998999999998
2013-03-11,30.57
2013-03-12,30.799999
2013-03-13,29.530001000000002
2013-03-14,29.5
2013-03-15,29.98
2013-03-18,29.18
2013-03-19,27.690001000000002
2013-03-20,28.459999
2013-03-21,28.09
2013-03-22,28.120001000000002
2013-03-25,28.07
2013-03-26,28.540001
2013-03-27,28.299999
2013-03-28,28.16
2013-04-01,27.83
2013-04-02,27.41
2013-04-03,26.549999
2013-04-04,26.85
2013-04-05,27.190001000000002
2013-04-08,27.51
2013-04-09,28.879998999999998
2013-04-10,28.74
2013-04-11,28.42
2013-04-12,27.76
2013-04-15,25.49
2013-04-16,26.219998999999998
2013-04-17,24.780001000000002
2013-04-18,24.52
2013-04-19,24.549999
2013-04-22,25.35
2013-04-23,24.889999
2013-04-24,26.120001000000002
2013-04-25,26.49
2013-04-26,25.84
2013-04-29,26.110001
2013-04-30,26.57
2013-05-01,26.389999
2013-05-02,26.59
2013-05-03,27.43
2013-05-06,27.639999
2013-05-07,27.84
2013-05-08,29.24
2013-05-09,28.870001000000002
2013-05-10,29.129998999999998
2013-05-13,28.41
2013-05-14,27.58
2013-05-15,27.57
2013-05-16,27.18
2013-05-17,27.219998999999998
2013-05-20,27.98
2013-05-21,27.75
2013-05-22,28.370001000000002
2013-05-23,27.370001000000002
2013-05-24,27.24
2013-05-28,27.17
2013-05-29,26.950001
2013-05-30,27.73
2013-05-31,26.690001000000002
2013-06-03,26.879998999999998
2013-06-04,26.93
2013-06-05,26.200001
2013-06-06,26.09
2013-06-07,25.17
2013-06-10,24.57
2013-06-11,24.33
2013-06-12,23.58
2013-06-13,24.34
2013-06-14,23.530001000000002
2013-06-17,23.469998999999998
2013-06-18,23.57
2013-06-19,22.4
2013-06-20,21.74
2013-06-21,21.799999
2013-06-24,20.27
2013-06-25,20.85
2013-06-26,20.75
2013-06-27,21.27
2013-06-28,21.370001000000002
2013-07-01,21.309998999999998
2013-07-02,20.540001
2013-07-03,20.360001
2013-07-05,20.4
2013-07-08,20.07
2013-07-09,21.25
2013-07-10,20.780001000000002
2013-07-11,22.42
2013-07-12,21.98
2013-07-15,22.26
2013-07-16,22.860001
2013-07-17,22.75
2013-07-18,22.719998999999998
2013-07-19,22.65
2013-07-22,23.16
2013-07-23,23.690001000000002
2013-07-24,22.950001
2013-07-25,23.809998999999998
2013-07-26,24.440001000000002
2013-07-29,24.030001000000002
2013-07-30,23.66
2013-07-31,23.43
2013-08-01,23.709999
2013-08-02,23.83
2013-08-05,24.040001
2013-08-06,23.59
2013-08-07,23.450001
2013-08-08,25.48
2013-08-09,26.540001
2013-08-12,27.290001
2013-08-13,26.77
2013-08-14,27.52
2013-08-15,28.200001
2013-08-16,27.790001
2013-08-19,27.15
2013-08-20,26.51
2013-08-21,25.09
2013-08-22,26.01
2013-08-23,26.26
2013-08-26,26.26
2013-08-27,25.540001
2013-08-28,25.709999
2013-08-29,25.450001
2013-08-30,25.24
2013-09-03,26.01
2013-09-04,26.27
2013-09-05,26.280001000000002
2013-09-06,26.77
2013-09-09,28.27
2013-09-10,28.51
2013-09-11,28.59
2013-09-12,27.540001
2013-09-13,27.09
2013-09-16,27.299999
2013-09-17,27.719998999999998
2013-09-18,28.799999
2013-09-19,28.59
2013-09-20,27.620001000000002
2013-09-23,27.43
2013-09-24,27.379998999999998
2013-09-25,27.719998999999998
2013-09-26,28.4
2013-09-27,27.280001000000002
2013-09-30,26.84
2013-10-01,26.6
2013-10-02,26.98
2013-10-03,26.48
2013-10-04,27.07
2013-10-07,26.5
2013-10-08,25.620001000000002
2013-10-09,25.440001000000002
2013-10-10,25.74
2013-10-11,26.25
2013-10-14,26.83
2013-10-15,26.860001
2013-10-16,27.030001000000002
2013-10-17,27.33
2013-10-18,27.5
2013-10-21,27.68
2013-10-22,28.91
2013-10-23,28.34
2013-10-24,29.290001
2013-10-25,28.959999
2013-10-28,28.41
2013-10-29,28.290001
2013-10-30,27.940001000000002
2013-10-31,26.74
2013-11-01,27.02
2013-11-04,27.440001000000002
2013-11-05,27.459999
2013-11-06,27.780001000000002
2013-11-07,26.959999
2013-11-08,27.110001
2013-11-11,26.85
2013-11-12,25.969998999999998
2013-11-13,26.15
2013-11-14,26.15
2013-11-15,26.23
2013-11-18,26.049999
2013-11-19,25.809998999999998
2013-11-20,25.66
2013-11-21,25.48
2013-11-22,25.209999
2013-11-25,24.74
2013-11-26,24.23
2013-11-27,23.83
2013-11-29,24.209999
2013-12-02,23.9
2013-12-03,23.700001
2013-12-04,23.709999
2013-12-05,23.450001
2013-12-06,23.459999
2013-12-09,23.690001000000002
2013-12-10,24.120001000000002
2013-12-11,23.309998999999998
2013-12-12,22.99
2013-12-13,22.99
2013-12-16,23.200001
2013-12-17,23.030001000000002
2013-12-18,23.139999
2013-12-19,24.049999
2013-12-20,24.67
2013-12-23,24.65
2013-12-24,25.25
2013-12-26,25.379998999999998
2013-12-27,25.629998999999998
2013-12-30,25.66
2013-12-31,26.01
2014-01-02,25.84
2014-01-03,25.299999
2014-01-06,25.110001
2014-01-07,24.700001
2014-01-08,24.360001
2014-01-09,23.690001000000002
2014-01-10,23.77
2014-01-13,24.0
2014-01-14,24.01
2014-01-15,24.969998999999998
2014-01-16,26.09
2014-01-17,26.08
2014-01-21,25.629998999999998
2014-01-22,24.75
2014-01-23,24.48
2014-01-24,24.01
2014-01-27,24.17
2014-01-28,24.879998999999998
2014-01-29,24.780001000000002
2014-01-30,24.360001
2014-01-31,24.02
2014-02-03,23.66
2014-02-04,23.790001
2014-02-05,23.77
2014-02-06,24.33
2014-02-07,24.74
2014-02-10,24.790001
2014-02-11,25.16
2014-02-12,25.360001
2014-02-13,23.68
2014-02-14,23.879998999999998
2014-02-18,23.66
2014-02-19,23.32
2014-02-20,23.389999
2014-02-21,23.17
2014-02-24,22.6
2014-02-25,22.129998999999998
2014-02-26,22.18
2014-02-27,22.360001
2014-02-28,22.23
2014-03-03,21.940001000000002
2014-03-04,22.25
2014-03-05,22.27
2014-03-06,22.99
2014-03-07,22.0
2014-03-10,21.450001
2014-03-11,20.700001
2014-03-12,20.940001000000002
2014-03-13,20.530001000000002
2014-03-14,20.620001000000002
2014-03-17,21.01
2014-03-18,21.120001000000002
2014-03-19,20.52
2014-03-20,20.440001000000002
2014-03-21,21.120001000000002
2014-03-24,20.91
2014-03-25,21.67
2014-03-26,21.02
2014-03-27,21.17
2014-03-28,21.6
2014-03-31,21.68
2014-04-01,21.799999
2014-04-02,22.059998999999998
2014-04-03,22.01
2014-04-04,22.24
2014-04-07,22.48
2014-04-08,23.469998999999998
2014-04-09,23.27
2014-04-10,22.65
2014-04-11,22.450001
2014-04-14,22.77
2014-04-15,22.23
2014-04-16,22.16
2014-04-17,22.07
2014-04-21,21.790001
2014-04-22,22.290001
2014-04-23,22.42
2014-04-24,22.469998999999998
2014-04-25,22.48
2014-04-28,22.02
2014-04-29,22.5
2014-04-30,22.77
2014-05-01,23.299999
2014-05-02,23.120001000000002
2014-05-05,22.57
2014-05-06,22.59
2014-05-07,22.309998999999998
2014-05-08,22.549999
2014-05-09,22.389999
2014-05-12,23.290001
2014-05-13,23.41
2014-05-14,23.219998999999998
2014-05-15,22.889999
2014-05-16,22.68
2014-05-19,23.15
2014-05-20,22.5
2014-05-21,22.620001000000002
2014-05-22,22.870001000000002
2014-05-23,23.309998999999998
2014-05-27,23.25
2014-05-28,22.57
2014-05-29,22.639999
2014-05-30,22.309998999999998
2014-06-02,22.459999
2014-06-03,22.16
2014-06-04,21.790001
2014-06-05,22.030001000000002
2014-06-06,21.629998999999998
2014-06-09,21.65
2014-06-10,21.82
2014-06-11,21.83
2014-06-12,21.33
2014-06-13,21.459999
2014-06-16,21.42
2014-06-17,21.43
2014-06-18,22.09
2014-06-19,22.459999
2014-06-20,22.49
2014-06-23,22.82
2014-06-24,22.290001
2014-06-25,22.07
2014-06-26,22.16
2014-06-27,22.4
2014-06-30,22.83
2014-07-01,23.530001000000002
2014-07-02,23.82
2014-07-03,24.41
2014-07-07,24.549999
2014-07-08,24.32
2014-07-09,24.379998999999998
2014-07-10,24.389999
2014-07-11,24.16
2014-07-14,23.99
2014-07-15,23.6
2014-07-16,24.110001
2014-07-17,23.780001000000002
2014-07-18,23.52
2014-07-21,23.66
2014-07-22,23.690001000000002
2014-07-23,23.870001000000002
2014-07-24,24.15
2014-07-25,23.43
2014-07-28,23.9
2014-07-29,24.25
2014-07-30,24.450001
2014-07-31,23.959999
2014-08-01,23.77
2014-08-04,23.940001000000002
2014-08-05,23.690001000000002
2014-08-06,23.639999
2014-08-07,23.25
2014-08-08,23.379998999999998
2014-08-11,23.629998999999998
2014-08-12,23.15
2014-08-13,22.98
2014-08-14,23.01
2014-08-15,22.99
2014-08-18,23.110001
2014-08-19,22.85
2014-08-20,23.26
2014-08-21,22.85
2014-08-22,22.9
2014-08-25,22.879998999999998
2014-08-26,23.15
2014-08-27,23.09
2014-08-28,22.73
2014-08-29,22.74
2014-09-02,22.370001000000002
2014-09-03,22.4
2014-09-04,22.290001
2014-09-05,22.34
2014-09-08,21.969998999999998
2014-09-09,21.83
2014-09-10,21.4
2014-09-11,21.290001
2014-09-12,21.35
2014-09-15,21.120001000000002
2014-09-16,21.57
2014-09-17,21.530001000000002
2014-09-18,21.26
2014-09-19,20.059998999999998
2014-09-22,19.690001000000002
2014-09-23,19.860001
2014-09-24,19.889999
2014-09-25,19.24
2014-09-26,19.27
2014-09-29,18.91
2014-09-30,18.889999
2014-10-01,18.58
2014-10-02,18.4
2014-10-03,17.719998999999998
2014-10-06,17.83
2014-10-07,16.950001
2014-10-08,17.4
2014-10-09,16.15
2014-10-10,16.049999
2014-10-13,16.26
2014-10-14,16.16
2014-10-15,15.93
2014-10-16,15.53
2014-10-17,15.65
2014-10-20,15.51
2014-10-21,16.08
2014-10-22,15.67
2014-10-23,15.89
2014-10-24,15.87
2014-10-27,15.43
2014-10-28,15.94
2014-10-29,16.219998999999998
2014-10-30,15.65
2014-10-31,15.78
2014-11-03,15.69
2014-11-04,14.99
2014-11-05,15.44
2014-11-06,15.19
2014-11-07,16.59
2014-11-10,16.1
2014-11-11,16.110001
2014-11-12,16.15
2014-11-13,15.54
2014-11-14,16.030001000000002
2014-11-17,16.200001
2014-11-18,16.33
2014-11-19,15.82
2014-11-20,16.110001
2014-11-21,17.73
2014-11-24,16.879998999999998
2014-11-25,17.08
2014-11-26,16.809998999999998
2014-11-28,15.51
2014-12-01,15.17
2014-12-02,15.02
2014-12-03,15.41
2014-12-04,14.72
2014-12-05,14.57
2014-12-08,13.87
2014-12-09,13.86
2014-12-10,13.02
2014-12-11,11.84
2014-12-12,11.07
2014-12-15,11.12
2014-12-16,11.19
2014-12-17,12.36
2014-12-18,12.88
2014-12-19,13.25
2014-12-22,12.85
2014-12-23,13.38
2014-12-24,13.33
2014-12-26,13.55
2014-12-29,13.62
2014-12-30,13.76
2014-12-31,13.64
2015-01-02,13.75
2015-01-05,13.26
2015-01-06,13.18
2015-01-07,13.18
2015-01-08,13.78
2015-01-09,13.59
2015-01-12,13.05
2015-01-13,12.28
2015-01-14,11.51
2015-01-15,11.37
2015-01-16,11.86
2015-01-20,12.08
2015-01-21,12.86
2015-01-22,12.88
2015-01-23,12.47
2015-01-26,12.73
2015-01-27,12.61
2015-01-28,12.41
2015-01-29,12.48
2015-01-30,12.88
2015-02-02,13.6
2015-02-03,14.82
2015-02-04,14.31
2015-02-05,14.94
2015-02-06,14.43
2015-02-09,14.93
2015-02-10,14.21
2015-02-11,13.94
2015-02-12,14.99
2015-02-13,15.37
2015-02-17,15.79
2015-02-18,16.030001000000002
2015-02-19,15.62
2015-02-20,15.39
2015-02-23,14.85
2015-02-24,15.39
2015-02-25,15.55
2015-02-26,15.57
2015-02-27,16.08
2015-03-02,15.91
2015-03-03,15.63
2015-03-04,15.02
2015-03-05,15.02
2015-03-06,14.36
2015-03-09,14.25
2015-03-10,13.75
2015-03-11,13.86
2015-03-12,14.11
2015-03-13,13.71
2015-03-16,13.56
2015-03-17,13.52
2015-03-18,14.21
2015-03-19,13.83
2015-03-20,14.98
2015-03-23,15.81
2015-03-24,15.45
2015-03-25,14.84
2015-03-26,14.42
2015-03-27,13.86
2015-03-30,15.27
2015-03-31,13.73
2015-04-01,13.45
2015-04-02,13.67
2015-04-06,13.95
2015-04-07,13.9
2015-04-08,13.99
2015-04-09,13.96
2015-04-10,13.75
2015-04-13,13.21
2015-04-14,13.49
2015-04-15,13.86
2015-04-16,13.74
2015-04-17,13.47
2015-04-20,13.83
2015-04-21,12.9
2015-04-22,12.87
2015-04-23,13.5
2015-04-24,14.33
2015-04-27,14.62
2015-04-28,14.93
2015-04-29,14.89
2015-04-30,15.18
2015-05-01,15.56
2015-05-04,15.77
2015-05-05,15.49
2015-05-06,15.2
2015-05-07,14.87
2015-05-08,14.96
2015-05-11,14.39
2015-05-12,14.37
2015-05-13,14.1
2015-05-14,13.96
2015-05-15,13.84
2015-05-18,13.48
2015-05-19,13.02
2015-05-20,13.03
2015-05-21,12.82
2015-05-22,12.64
2015-05-26,11.86
2015-05-27,12.01
2015-05-28,12.12
2015-05-29,11.64
2015-06-01,11.52
2015-06-02,12.29
2015-06-03,12.06
2015-06-04,11.64
2015-06-05,11.65
2015-06-08,11.35
2015-06-09,11.7
2015-06-10,11.83
2015-06-11,11.58
2015-06-12,11.33
2015-06-15,11.15
2015-06-16,10.94
2015-06-17,11.19
2015-06-18,11.19
2015-06-19,10.92
2015-06-22,10.83
2015-06-23,11.2
2015-06-24,11.22
2015-06-25,10.67
2015-06-26,10.57
2015-06-29,10.37
2015-06-30,9.91
2015-07-01,9.4
2015-07-02,9.6
2015-07-06,9.39
2015-07-07,9.67
2015-07-08,9.01
2015-07-09,8.95
2015-07-10,8.89
2015-07-13,9.51
2015-07-14,9.46
2015-07-15,9.27
2015-07-16,9.05
2015-07-17,8.68
2015-07-20,8.17
2015-07-21,8.25
2015-07-22,7.97
2015-07-23,7.58
2015-07-24,7.09
2015-07-27,6.73
2015-07-28,7.32
2015-07-29,7.47
2015-07-30,7.17
2015-07-31,7.34
2015-08-03,7.0
2015-08-04,7.06
2015-08-05,7.01
2015-08-06,7.38
2015-08-07,7.13
2015-08-10,7.78
2015-08-11,7.17
2015-08-12,7.33
2015-08-13,7.06
2015-08-14,7.0
2015-08-17,6.97
2015-08-18,6.45
2015-08-19,6.49
2015-08-20,6.51
2015-08-21,6.29
2015-08-24,5.83
2015-08-25,5.7
2015-08-26,5.52
2015-08-27,6.86
2015-08-28,7.08
2015-08-31,7.17
2015-09-01,6.51
2015-09-02,6.65
2015-09-03,6.81
2015-09-04,6.16
2015-09-08,6.53
2015-09-09,6.9
2015-09-10,6.71
2015-09-11,6.54
2015-09-14,6.37
2015-09-15,6.42
2015-09-16,6.65
2015-09-17,6.63
2015-09-18,6.15
2015-09-21,5.81
2015-09-22,5.37
2015-09-23,5.17
2015-09-24,5.13
2015-09-25,4.88
2015-09-28,4.44
2015-09-29,4.71
2015-09-30,4.8
2015-10-01,4.6
2015-10-02,5.1
2015-10-05,5.63
2015-10-06,5.95
2015-10-07,6.79
2015-10-08,7.31
2015-10-09,7.46
2015-10-12,6.82
2015-10-13,6.71
2015-10-14,6.72
2015-10-15,6.78
2015-10-16,6.48
2015-10-19,6.2
2015-10-20,6.21
2015-10-21,6.38
2015-10-22,6.73
2015-10-23,6.78
2015-10-26,6.59
2015-10-27,6.05
2015-10-28,6.04
2015-10-29,5.63
2015-10-30,5.87
2015-11-02,5.78
2015-11-03,6.2
2015-11-04,5.8
2015-11-05,5.55
2015-11-06,5.39
2015-11-09,5.25
2015-11-10,5.1
2015-11-11,4.74
2015-11-12,4.72
2015-11-13,4.61
2015-11-16,4.66
2015-11-17,4.68
2015-11-18,4.73
2015-11-19,4.56
2015-11-20,4.35
2015-11-23,4.14
2015-11-24,4.23
2015-11-25,4.16
2015-11-27,4.07
2015-11-30,4.25
2015-12-01,4.17
2015-12-02,3.93
2015-12-03,4.07
2015-12-04,4.11
2015-12-07,3.7
2015-12-08,3.51
2015-12-09,3.68
2015-12-10,3.78
2015-12-11,3.52
2015-12-14,3.32
2015-12-15,3.28
2015-12-16,3.36
2015-12-17,3.11
2015-12-18,3.29
2015-12-21,3.41
2015-12-22,3.62
2015-12-23,3.99
2015-12-24,4.07
2015-12-28,3.82
2015-12-29,3.9
2015-12-30,3.81
2015-12-31,3.86
2016-01-04,3.63
2016-01-05,3.77
2016-01-06,3.49
2016-01-07,3.2
2016-01-08,3.16
2016-01-11,2.95
2016-01-12,2.72
2016-01-13,2.66
2016-01-14,3.01
2016-01-15,3.1
2016-01-19,3.42
2016-01-20,3.63
2016-01-21,3.75
2016-01-22,3.72
2016-01-25,3.35
2016-01-26,3.64
2016-01-27,3.46
2016-01-28,3.56
2016-01-29,3.73
2016-02-01,3.63
2016-02-02,3.46
2016-02-03,3.8
2016-02-04,4.32
2016-02-05,4.3
2016-02-08,4.27
2016-02-09,3.99
2016-02-10,3.91
2016-02-11,3.69
2016-02-12,4.68
2016-02-16,5.07
2016-02-17,6.13
2016-02-18,6.03
2016-02-19,5.95
2016-02-22,6.84
2016-02-23,6.02
2016-02-24,5.6
2016-02-25,5.68
2016-02-26,5.66
2016-02-29,5.79
2016-03-01,5.96
2016-03-02,7.12
2016-03-03,7.29
2016-03-04,7.71
2016-03-07,8.09
2016-03-08,7.4
2016-03-09,7.64
2016-03-10,7.4
2016-03-11,7.45
2016-03-14,7.49
2016-03-15,7.0
2016-03-16,7.51
2016-03-17,8.91
2016-03-18,8.47
2016-03-21,8.43
2016-03-22,8.54
2016-03-23,7.29
2016-03-24,7.36
2016-03-28,7.39
2016-03-29,7.37
2016-03-30,7.82
2016-03-31,7.61
2016-04-01,7.78
2016-04-04,7.33
2016-04-05,7.49
2016-04-06,7.75
2016-04-07,6.92
2016-04-08,7.33
2016-04-11,8.0
2016-04-12,8.69
2016-04-13,8.56
2016-04-14,8.52
2016-04-15,8.5
2016-04-18,9.62
2016-04-19,10.57
2016-04-20,11.0
2016-04-21,10.51
2016-04-22,10.4
2016-04-25,10.28
2016-04-26,10.85
2016-04-27,11.29
2016-04-28,11.16
2016-04-29,12.25
2016-05-02,12.14
2016-05-03,11.29
2016-05-04,10.69
2016-05-05,10.29
2016-05-06,10.46
2016-05-09,9.25
2016-05-10,9.52
2016-05-11,9.79
2016-05-12,9.71
2016-05-13,9.42
2016-05-16,10.03
2016-05-17,10.15
2016-05-18,9.39
2016-05-19,9.69
2016-05-20,9.85
2016-05-23,9.79
2016-05-24,9.27
2016-05-25,9.72
2016-05-26,9.66
2016-05-27,9.53
2016-05-31,9.63
2016-06-01,9.65
2016-06-02,9.85
2016-06-03,10.7
2016-06-06,11.6
2016-06-07,11.59
2016-06-08,12.35
2016-06-09,11.92
2016-06-10,11.4
2016-06-13,11.53
2016-06-14,11.01
2016-06-15,11.52
2016-06-16,11.48
2016-06-17,11.94
2016-06-20,12.36
2016-06-21,12.31
2016-06-22,12.31
2016-06-23,12.78
2016-06-24,11.79
2016-06-27,11.41
2016-06-28,11.8
2016-06-29,12.55
2016-06-30,13.17
2016-07-01,14.38
2016-07-05,13.3
2016-07-06,13.45
2016-07-07,13.22
2016-07-08,13.55
2016-07-11,13.84
2016-07-12,14.25
2016-07-13,14.29
2016-07-14,14.38
2016-07-15,14.37
2016-07-18,14.38
2016-07-19,13.42
2016-07-20,13.21
2016-07-21,13.72
2016-07-22,13.58
2016-07-25,13.48
2016-07-26,14.08
2016-07-27,14.37
2016-07-28,15.32
2016-07-29,15.93
2016-08-01,15.2
2016-08-02,15.29
2016-08-03,15.58
2016-08-04,15.64
2016-08-05,15.9
2016-08-08,16.34
2016-08-09,16.09
2016-08-10,16.139999
2016-08-11,16.42
2016-08-12,15.77
2016-08-15,16.15
2016-08-16,16.280001000000002
2016-08-17,16.07
2016-08-18,16.5
2016-08-19,15.8
2016-08-22,16.030001000000002
