Date,TECK
2003-04-30,3.555
2003-05-01,3.615
2003-05-02,3.64
2003-05-05,3.64
2003-05-06,3.64
2003-05-07,3.64
2003-05-08,3.8
2003-05-09,3.76
2003-05-12,3.77
2003-05-13,3.74
2003-05-14,3.82
2003-05-15,3.805
2003-05-16,3.805
2003-05-19,3.805
2003-05-20,3.84
2003-05-21,3.79
2003-05-22,3.79
2003-05-23,3.79
2003-05-27,3.705
2003-05-28,3.705
2003-05-29,3.765
2003-05-30,3.765
2003-06-02,3.995
2003-06-03,4.105
2003-06-04,4.155
2003-06-05,4.105
2003-06-06,4.105
2003-06-09,4.2
2003-06-10,4.2
2003-06-11,4.2
2003-06-12,4.2
2003-06-13,4.215
2003-06-16,4.21
2003-06-17,4.225
2003-06-18,4.225
2003-06-19,4.225
2003-06-20,4.225
2003-06-23,4.225
2003-06-24,4.225
2003-06-25,4.225
2003-06-26,4.01
2003-06-27,4.0
2003-06-30,4.175
2003-07-01,4.175
2003-07-02,4.04
2003-07-03,4.04
2003-07-07,4.085
2003-07-08,4.085
2003-07-09,4.045
2003-07-10,4.03
2003-07-11,4.105
2003-07-14,4.22
2003-07-15,4.12
2003-07-16,4.19
2003-07-17,4.265
2003-07-18,4.25
2003-07-21,4.25
2003-07-22,4.32
2003-07-23,4.37
2003-07-24,4.47
2003-07-25,4.585
2003-07-28,4.69
2003-07-29,4.625
2003-07-30,4.645
2003-07-31,4.43
2003-08-01,4.43
2003-08-04,4.43
2003-08-05,4.59
2003-08-06,4.51
2003-08-07,4.49
2003-08-08,4.475
2003-08-11,4.535
2003-08-12,4.41
2003-08-13,4.46
2003-08-14,4.325
2003-08-15,4.325
2003-08-18,4.365
2003-08-19,4.565
2003-08-20,4.655
2003-08-21,4.885
2003-08-22,4.905
2003-08-25,4.845
2003-08-26,4.745
2003-08-27,4.635
2003-08-28,4.635
2003-08-29,4.875
2003-09-02,4.92
2003-09-03,4.99
2003-09-04,5.03
2003-09-05,5.06
2003-09-08,5.055
2003-09-09,5.15
2003-09-10,5.15
2003-09-11,5.15
2003-09-12,5.22
2003-09-15,5.13
2003-09-16,5.045
2003-09-17,5.065
2003-09-18,5.485
2003-09-19,5.57
2003-09-22,5.5
2003-09-23,5.5
2003-09-24,5.5
2003-09-25,5.49
2003-09-26,5.49
2003-09-29,5.335
2003-09-30,5.315
2003-10-01,5.315
2003-10-02,5.315
2003-10-03,5.585
2003-10-06,5.64
2003-10-07,5.64
2003-10-08,5.965
2003-10-09,5.905
2003-10-10,6.005
2003-10-13,6.005
2003-10-14,6.005
2003-10-15,6.325
2003-10-16,6.325
2003-10-17,6.15
2003-10-20,6.105
2003-10-21,6.125
2003-10-22,6.07
2003-10-23,5.92
2003-10-24,6.0
2003-10-27,6.075
2003-10-28,6.215
2003-10-29,6.215
2003-10-30,6.45
2003-10-31,6.655
2003-11-03,6.71
2003-11-04,6.52
2003-11-05,6.57
2003-11-06,6.5
2003-11-07,6.415
2003-11-10,6.415
2003-11-11,6.265
2003-11-12,6.39
2003-11-13,6.62
2003-11-14,6.73
2003-11-17,6.615
2003-11-18,6.775
2003-11-19,6.775
2003-11-20,6.44
2003-11-21,6.44
2003-11-24,6.235
2003-11-25,6.235
2003-11-26,6.235
2003-11-28,6.235
2003-12-01,6.865
2003-12-02,6.845
2003-12-03,7.195
2003-12-04,7.22
2003-12-05,7.6
2003-12-08,7.585
2003-12-09,7.705
2003-12-10,7.255
2003-12-11,7.15
2003-12-12,7.35
2003-12-15,7.415
2003-12-16,7.52
2003-12-17,7.71
2003-12-18,8.075
2003-12-19,7.915
2003-12-22,7.925
2003-12-23,7.965
2003-12-24,7.965
2003-12-26,7.965
2003-12-29,8.19
2003-12-30,8.4
2003-12-31,8.52
2004-01-02,8.7
2004-01-05,8.93
2004-01-06,8.765
2004-01-07,8.125
2004-01-08,8.285
2004-01-09,8.385
2004-01-12,8.165
2004-01-13,8.15
2004-01-14,8.02
2004-01-15,7.85
2004-01-16,7.925
2004-01-20,8.415
2004-01-21,8.415
2004-01-22,8.225
2004-01-23,8.08
2004-01-26,7.815
2004-01-27,7.815
2004-01-28,7.635
2004-01-29,7.415
2004-01-30,7.51
2004-02-02,7.58
2004-02-03,7.71
2004-02-04,7.945
2004-02-05,7.945
2004-02-06,8.385
2004-02-09,8.48
2004-02-10,8.77
2004-02-11,9.035
2004-02-12,9.325
2004-02-13,9.32
2004-02-17,9.395
2004-02-18,9.37
2004-02-19,9.4
2004-02-20,9.275
2004-02-23,9.275
2004-02-24,9.295
2004-02-25,9.105
2004-02-26,9.01
2004-02-27,9.33
2004-03-01,9.73
2004-03-02,9.575
2004-03-03,9.24
2004-03-04,9.23
2004-03-05,9.78
2004-03-08,9.705
2004-03-09,9.375
2004-03-10,8.71
2004-03-11,8.71
2004-03-12,9.015
2004-03-15,8.615
2004-03-16,8.655
2004-03-17,8.835
2004-03-18,9.06
2004-03-19,9.2
2004-03-22,9.055
2004-03-23,9.06
2004-03-24,8.545
2004-03-25,8.62
2004-03-26,8.835
2004-03-29,9.145
2004-03-30,9.125
2004-03-31,9.32
2004-04-01,9.48
2004-04-02,9.645
2004-04-05,9.575
2004-04-06,9.46
2004-04-07,9.2
2004-04-08,9.09
2004-04-12,8.97
2004-04-13,8.97
2004-04-14,8.51
2004-04-15,8.385
2004-04-16,8.685
2004-04-19,8.86
2004-04-20,8.4
2004-04-21,8.4
2004-04-22,8.46
2004-04-23,8.17
2004-04-26,8.205
2004-04-27,7.95
2004-04-28,7.41
2004-04-29,7.625
2004-04-30,7.485
2004-05-03,8.0
2004-05-04,7.85
2004-05-05,7.965
2004-05-06,7.97
2004-05-07,7.37
2004-05-10,7.415
2004-05-11,7.415
2004-05-12,7.415
2004-05-13,7.45
2004-05-14,7.415
2004-05-17,7.415
2004-05-18,7.415
2004-05-19,8.0
2004-05-20,8.0
2004-05-21,8.17
2004-05-24,8.17
2004-05-25,8.345
2004-05-26,8.375
2004-05-27,8.475
2004-05-28,8.475
2004-06-01,8.5
2004-06-02,8.5
2004-06-03,8.3
2004-06-04,8.37
2004-06-07,8.46
2004-06-08,8.46
2004-06-09,8.53
2004-06-10,8.425
2004-06-14,8.335
2004-06-15,8.335
2004-06-16,8.31
2004-06-17,8.31
2004-06-18,8.31
2004-06-21,8.31
2004-06-22,8.735
2004-06-23,8.935
2004-06-24,8.865
2004-06-25,8.865
2004-06-28,8.865
2004-06-29,8.885
2004-06-30,9.035
2004-07-01,9.035
2004-07-02,8.74
2004-07-06,8.74
2004-07-07,8.735
2004-07-08,8.48
2004-07-09,8.955
2004-07-12,9.1
2004-07-13,8.98
2004-07-14,8.98
2004-07-15,9.155
2004-07-16,9.25
2004-07-19,9.585
2004-07-20,9.36
2004-07-21,9.36
2004-07-22,9.36
2004-07-23,9.36
2004-07-26,8.65
2004-07-27,8.65
2004-07-28,8.65
2004-07-29,9.025
2004-07-30,9.025
2004-08-02,9.025
2004-08-03,9.375
2004-08-04,9.375
2004-08-05,9.375
2004-08-06,8.825
2004-08-09,8.825
2004-08-10,8.825
2004-08-11,8.825
2004-08-12,8.54
2004-08-13,8.54
2004-08-16,9.39
2004-08-17,9.65
2004-08-18,9.45
2004-08-19,9.55
2004-08-20,9.585
2004-08-23,9.505
2004-08-24,9.525
2004-08-25,9.65
2004-08-26,9.695
2004-08-27,9.695
2004-08-30,9.725
2004-08-31,9.735
2004-09-01,12.5
2004-09-02,9.85
2004-09-03,9.85
2004-09-07,9.85
2004-09-08,9.815
2004-09-09,9.815
2004-09-10,10.015
2004-09-13,10.0
2004-09-14,10.18
2004-09-15,10.31
2004-09-16,10.645
2004-09-17,10.535
2004-09-20,10.71
2004-09-21,10.605
2004-09-22,10.605
2004-09-23,10.605
2004-09-24,10.75
2004-09-27,10.725
2004-09-28,10.82
2004-09-29,10.79
2004-09-30,10.85
2004-10-01,10.87
2004-10-04,10.95
2004-10-05,10.86
2004-10-06,11.36
2004-10-07,11.205
2004-10-08,11.525
2004-10-11,11.525
2004-10-12,11.125
2004-10-13,10.675
2004-10-14,10.845
2004-10-15,10.95
2004-10-18,11.335
2004-10-19,11.345
2004-10-20,11.23
2004-10-21,11.065
2004-10-22,11.89
2004-10-25,12.135
2004-10-26,11.785
2004-10-27,11.955
2004-10-28,11.67
2004-10-29,11.67
2004-11-01,12.11
2004-11-02,12.15
2004-11-03,12.485
2004-11-04,12.69
2004-11-05,12.64
2004-11-08,12.655
2004-11-09,12.915
2004-11-10,12.925
2004-11-11,13.0
2004-11-12,13.5
2004-11-15,13.61
2004-11-16,14.11
2004-11-17,14.45
2004-11-18,14.375
2004-11-19,14.58
2004-11-22,14.475
2004-11-23,14.64
2004-11-24,14.83
2004-11-26,15.315
2004-11-29,15.51
2004-11-30,15.17
2004-12-01,14.38
2004-12-02,14.115
2004-12-03,14.04
2004-12-06,13.8
2004-12-07,13.84
2004-12-08,13.305
2004-12-09,13.44
2004-12-10,13.64
2004-12-13,13.79
2004-12-14,13.94
2004-12-15,14.16
2004-12-16,14.465
2004-12-17,14.635
2004-12-20,15.34
2004-12-21,15.0
2004-12-22,14.815
2004-12-23,14.95
2004-12-27,14.95
2004-12-28,14.95
2004-12-29,15.195
2004-12-30,15.315
2004-12-31,15.535
2005-01-03,15.535
2005-01-04,14.55
2005-01-05,13.815
2005-01-06,13.785
2005-01-07,13.39
2005-01-10,13.63
2005-01-11,14.02
2005-01-12,14.205
2005-01-13,14.185
2005-01-14,14.715
2005-01-18,14.785
2005-01-19,15.125
2005-01-20,14.6
2005-01-21,14.8
2005-01-24,14.71
2005-01-25,14.965
2005-01-26,15.0
2005-01-27,14.65
2005-01-28,15.025
2005-01-31,15.065
2005-02-01,16.09
2005-02-02,16.355
2005-02-03,16.75
2005-02-04,16.73
2005-02-07,16.24
2005-02-08,16.23
2005-02-09,16.1
2005-02-10,16.49
2005-02-11,17.530001000000002
2005-02-14,17.66
2005-02-15,17.545
2005-02-16,17.315001000000002
2005-02-17,17.725
2005-02-18,17.475
2005-02-22,18.055
2005-02-23,18.174999
2005-02-24,18.735001
2005-02-25,18.565001000000002
2005-02-28,18.860001
2005-03-01,18.889999
2005-03-02,17.870001000000002
2005-03-03,18.1
2005-03-04,18.655001000000002
2005-03-07,18.924999
2005-03-08,19.334999
2005-03-09,19.389999
2005-03-10,18.280001000000002
2005-03-11,18.799999
2005-03-14,18.945
2005-03-15,19.245001000000002
2005-03-16,19.040001
2005-03-17,18.985001
2005-03-18,19.190001000000002
2005-03-21,18.780001000000002
2005-03-22,18.615
2005-03-23,17.805
2005-03-24,17.684998999999998
2005-03-28,17.26
2005-03-29,16.66
2005-03-30,17.459999
2005-03-31,18.440001000000002
2005-04-01,18.540001
2005-04-04,18.68
2005-04-05,18.290001
2005-04-06,18.754998999999998
2005-04-07,18.65
2005-04-08,18.549999
2005-04-11,18.530001000000002
2005-04-12,17.705
2005-04-13,16.674999
2005-04-14,15.86
2005-04-15,15.66
2005-04-18,15.905
2005-04-19,16.73
2005-04-20,16.555
2005-04-21,16.52
2005-04-22,16.780001000000002
2005-04-25,16.985001
2005-04-26,16.93
2005-04-27,16.629998999999998
2005-04-28,15.64
2005-04-29,15.965
2005-05-02,16.584999
2005-05-03,16.295
2005-05-04,16.459999
2005-05-05,16.32
2005-05-06,16.514999
2005-05-09,16.535
2005-05-10,17.025
2005-05-11,16.135
2005-05-12,15.4
2005-05-13,15.2
2005-05-16,14.09
2005-05-17,14.965
2005-05-18,15.485
2005-05-19,15.35
2005-05-20,14.715
2005-05-23,14.775
2005-05-24,15.12
2005-05-25,14.96
2005-05-26,15.54
2005-05-27,16.174999
2005-05-31,16.174999
2005-06-01,16.725
2005-06-02,16.74
2005-06-03,17.254998999999998
2005-06-06,17.075001
2005-06-07,16.889999
2005-06-08,16.325001
2005-06-09,16.355
2005-06-10,16.594998999999998
2005-06-13,16.85
2005-06-14,16.545
2005-06-15,16.940001000000002
2005-06-16,18.200001
2005-06-17,18.24
2005-06-20,17.875
2005-06-21,17.73
2005-06-22,17.85
2005-06-23,17.424999
2005-06-24,16.725
2005-06-27,16.594998999999998
2005-06-28,16.875
2005-06-29,16.924999
2005-06-30,16.865
2005-07-01,16.865
2005-07-05,17.105
2005-07-06,17.834999
2005-07-07,17.735001
2005-07-08,18.27
2005-07-11,18.5
2005-07-12,19.049999
2005-07-13,18.969998999999998
2005-07-14,18.469998999999998
2005-07-15,18.045
2005-07-18,18.83
2005-07-19,19.0
2005-07-20,19.485001
2005-07-21,19.485001
2005-07-22,19.74
2005-07-25,19.66
2005-07-26,18.959999
2005-07-27,18.75
2005-07-28,19.280001000000002
2005-07-29,19.264999
2005-08-01,19.264999
2005-08-02,19.690001000000002
2005-08-03,20.245001000000002
2005-08-04,19.59
2005-08-05,19.145
2005-08-08,19.75
2005-08-09,19.51
2005-08-10,20.120001000000002
2005-08-11,20.379998999999998
2005-08-12,20.174999
2005-08-15,19.905001000000002
2005-08-16,19.844998999999998
2005-08-17,19.625
2005-08-18,18.965
2005-08-19,19.17
2005-08-22,19.67
2005-08-23,19.5
2005-08-24,19.415001
2005-08-25,19.57
2005-08-26,19.57
2005-08-29,19.105
2005-08-30,19.445
2005-08-31,19.415001
2005-09-01,20.375
2005-09-02,20.84
2005-09-06,21.32
2005-09-07,21.065001000000002
2005-09-08,21.325001
2005-09-09,21.190001000000002
2005-09-12,21.700001
2005-09-13,21.65
2005-09-14,21.450001
2005-09-15,21.190001000000002
2005-09-16,21.700001
2005-09-19,22.445
2005-09-20,22.08
2005-09-21,21.879998999999998
2005-09-22,21.610001
2005-09-23,21.700001
2005-09-26,22.32
2005-09-27,22.285
2005-09-28,22.66
2005-09-29,22.825001
2005-09-30,22.48
2005-10-03,22.299999
2005-10-04,22.549999
2005-10-05,21.465
2005-10-06,20.695
2005-10-07,21.115
2005-10-10,21.115
2005-10-11,22.190001000000002
2005-10-12,21.629998999999998
2005-10-13,20.66
2005-10-14,20.49
2005-10-17,21.0
2005-10-18,20.424999
2005-10-19,20.375
2005-10-20,20.299999
2005-10-21,20.625
2005-10-24,20.855
2005-10-25,21.174999
2005-10-26,21.73
2005-10-27,21.645
2005-10-28,20.76
2005-10-31,20.924999
2005-11-01,20.995001000000002
2005-11-02,21.77
2005-11-03,22.040001
2005-11-04,22.040001
2005-11-07,22.18
2005-11-08,21.85
2005-11-09,21.85
2005-11-10,21.615
2005-11-11,21.299999
2005-11-14,20.99
2005-11-15,20.99
2005-11-16,21.32
2005-11-17,21.549999
2005-11-18,21.440001000000002
2005-11-21,22.375
2005-11-22,22.695
2005-11-23,23.165001
2005-11-25,22.950001
2005-11-28,23.195
2005-11-29,23.190001000000002
2005-11-30,23.02
2005-12-01,23.725
2005-12-02,24.075001
2005-12-05,24.844998999999998
2005-12-06,25.08
2005-12-07,24.790001
2005-12-08,24.424999
2005-12-09,24.695
2005-12-12,24.254998999999998
2005-12-13,24.865
2005-12-14,24.535
2005-12-15,24.6
2005-12-16,25.01
2005-12-19,25.040001
2005-12-20,24.860001
2005-12-21,25.690001000000002
2005-12-22,25.52
2005-12-23,25.860001
2005-12-27,25.860001
2005-12-28,26.535
2005-12-29,26.995001000000002
2005-12-30,27.115
2006-01-03,26.83
2006-01-04,27.98
2006-01-05,27.195
2006-01-06,27.59
2006-01-09,28.525
2006-01-10,27.415001
2006-01-11,27.940001000000002
2006-01-12,27.615
2006-01-13,27.344998999999998
2006-01-17,28.379998999999998
2006-01-18,27.535
2006-01-19,29.434998999999998
2006-01-20,29.65
2006-01-23,29.775
2006-01-24,29.950001
2006-01-25,30.690001000000002
2006-01-26,30.895
2006-01-27,31.825001
2006-01-30,32.125
2006-01-31,32.485001000000004
2006-02-01,32.264998999999996
2006-02-02,32.215
2006-02-03,31.5
2006-02-06,31.625
2006-02-07,29.9
2006-02-08,30.379998999999998
2006-02-09,31.139999
2006-02-10,29.165001
2006-02-13,27.565001000000002
2006-02-14,28.809998999999998
2006-02-15,27.93
2006-02-16,28.950001
2006-02-17,30.360001
2006-02-21,31.785
2006-02-22,31.254998999999998
2006-02-23,30.76
2006-02-24,30.889999
2006-02-27,30.68
2006-02-28,31.025
2006-03-01,32.134997999999996
2006-03-02,32.985001000000004
2006-03-03,33.540001000000004
2006-03-06,32.384997999999996
2006-03-07,30.950001
2006-03-08,30.045
2006-03-09,30.475
2006-03-10,30.405001000000002
2006-03-13,30.115
2006-03-14,30.209999
2006-03-15,31.735001
2006-03-16,31.575001
2006-03-17,31.594998999999998
2006-03-20,32.235001000000004
2006-03-21,31.875
2006-03-22,31.450001
2006-03-23,32.209998999999996
2006-03-24,33.044998
2006-03-27,32.48
2006-03-28,31.945
2006-03-29,32.244999
2006-03-30,33.16
2006-03-31,32.290001000000004
2006-04-03,33.095001
2006-04-04,33.419998
2006-04-05,34.66
2006-04-06,36.365002000000004
2006-04-07,35.564999
2006-04-10,37.505001
2006-04-11,36.185001
2006-04-12,36.200001
2006-04-13,35.779999
2006-04-17,35.994999
2006-04-18,37.875
2006-04-19,37.84
2006-04-20,36.650002
2006-04-21,36.799999
2006-04-24,35.974998
2006-04-25,35.560001
2006-04-26,35.509997999999996
2006-04-27,34.349998
2006-04-28,34.345001
2006-05-01,35.049999
2006-05-02,35.099998
2006-05-03,34.580002
2006-05-04,35.470001
2006-05-05,35.955002
2006-05-08,34.419998
2006-05-09,35.150002
2006-05-10,34.400002
2006-05-11,32.959998999999996
2006-05-12,32.700001
2006-05-15,31.195
2006-05-16,31.5
2006-05-17,30.264999
2006-05-18,29.875
2006-05-19,29.325001
2006-05-22,29.325001
2006-05-23,29.24
2006-05-24,28.809998999999998
2006-05-25,30.575001
2006-05-26,32.134997999999996
2006-05-30,32.34
2006-05-31,31.975
2006-06-01,31.17
2006-06-02,30.735001
2006-06-05,29.605
2006-06-06,28.76
2006-06-07,29.129998999999998
2006-06-08,28.540001
2006-06-09,29.385
2006-06-12,27.575001
2006-06-13,26.105
2006-06-14,26.665001
2006-06-15,28.434998999999998
2006-06-16,27.73
2006-06-19,27.33
2006-06-20,27.440001000000002
2006-06-21,28.209999
2006-06-22,28.33
2006-06-23,27.860001
2006-06-26,29.195
2006-06-27,28.195
2006-06-28,27.66
2006-06-29,29.5
2006-06-30,29.879998999999998
2006-07-03,30.9
2006-07-05,30.184998999999998
2006-07-06,30.5
2006-07-07,30.940001000000002
2006-07-10,31.135
2006-07-11,31.125
2006-07-12,30.76
2006-07-13,30.014999
2006-07-14,29.775
2006-07-17,29.625
2006-07-18,30.17
2006-07-19,31.084999
2006-07-20,30.059998999999998
2006-07-21,28.780001000000002
2006-07-24,29.075001
2006-07-25,30.790001
2006-07-26,31.684998999999998
2006-07-27,32.064999
2006-07-28,32.435001
2006-07-31,33.060001
2006-08-01,33.915001000000004
2006-08-02,35.759997999999996
2006-08-03,35.525002
2006-08-04,35.889998999999996
2006-08-07,35.650002
2006-08-08,34.645
2006-08-09,33.029999
2006-08-10,33.900002
2006-08-11,35.220001
2006-08-14,34.98
2006-08-15,35.605
2006-08-16,36.689999
2006-08-17,35.805
2006-08-18,35.955002
2006-08-21,36.345001
2006-08-22,36.16
2006-08-23,34.77
2006-08-24,33.639998999999996
2006-08-25,33.93
2006-08-28,34.189999
2006-08-29,33.389998999999996
2006-08-30,33.380001
2006-08-31,33.41
2006-09-01,33.73
2006-09-05,35.34
2006-09-06,35.055
2006-09-07,34.23
2006-09-08,33.555
2006-09-11,31.07
2006-09-12,30.99
2006-09-13,31.190001000000002
2006-09-14,31.02
2006-09-15,29.865
2006-09-18,30.594998999999998
2006-09-19,30.625
2006-09-20,30.415001
2006-09-21,30.035
2006-09-22,30.299999
2006-09-25,29.075001
2006-09-26,30.16
2006-09-27,31.549999
2006-09-28,32.134997999999996
2006-09-29,31.245001000000002
2006-10-02,31.225
2006-10-03,30.075001
2006-10-04,30.155001000000002
2006-10-05,31.639999
2006-10-06,31.530001000000002
2006-10-09,32.264998999999996
2006-10-10,32.259997999999996
2006-10-11,32.435001
2006-10-12,33.075001
2006-10-13,34.27
2006-10-16,35.200001
2006-10-17,35.110001000000004
2006-10-18,35.169998
2006-10-19,35.075001
2006-10-20,35.955002
2006-10-23,36.02
2006-10-24,36.205002
2006-10-25,37.514998999999996
2006-10-26,37.849998
2006-10-27,38.450001
2006-10-30,37.110001000000004
2006-10-31,36.845001
2006-11-01,35.27
2006-11-02,35.740002000000004
2006-11-03,37.224998
2006-11-06,38.095001
2006-11-07,38.645
2006-11-08,38.25
2006-11-09,38.709998999999996
2006-11-10,37.689999
2006-11-13,35.990002000000004
2006-11-14,34.639998999999996
2006-11-15,35.125
2006-11-16,35.060001
2006-11-17,34.314999
2006-11-20,34.630001
2006-11-21,35.845001
2006-11-22,37.055
2006-11-24,38.099998
2006-11-27,37.404999
2006-11-28,36.705002
2006-11-29,37.494999
2006-11-30,37.474998
2006-12-01,37.794998
2006-12-04,39.130001
2006-12-05,39.73
2006-12-06,39.195
2006-12-07,38.564999
2006-12-08,37.889998999999996
2006-12-11,39.244999
2006-12-12,39.119999
2006-12-13,39.66
2006-12-14,40.424999
2006-12-15,39.34
2006-12-18,38.935001
2006-12-19,39.014998999999996
2006-12-20,37.974998
2006-12-21,36.349998
2006-12-22,36.005001
2006-12-26,36.450001
2006-12-27,37.625
2006-12-28,37.285
2006-12-29,37.674999
2007-01-03,34.625
2007-01-04,33.43
2007-01-05,33.259997999999996
2007-01-08,33.945
2007-01-09,32.935001
2007-01-10,33.994999
2007-01-11,34.490002000000004
2007-01-12,35.27
2007-01-16,33.849998
2007-01-17,34.755001
2007-01-18,34.060001
2007-01-19,34.564999
2007-01-22,34.689999
2007-01-23,36.075001
2007-01-24,36.970001
2007-01-25,36.145
2007-01-26,36.470001
2007-01-29,35.724998
2007-01-30,36.400002
2007-01-31,36.919998
2007-02-01,37.474998
2007-02-02,35.685001
2007-02-05,35.619999
2007-02-06,36.119999
2007-02-07,35.59
2007-02-08,35.325001
2007-02-09,35.235001000000004
2007-02-12,35.165001000000004
2007-02-13,37.115002000000004
2007-02-14,36.805
2007-02-15,37.599998
2007-02-16,37.82
2007-02-20,37.025002
2007-02-21,37.57
2007-02-22,37.625
2007-02-23,37.040001000000004
2007-02-26,36.884997999999996
2007-02-27,35.294998
2007-02-28,35.224998
2007-03-01,35.014998999999996
2007-03-02,34.060001
2007-03-05,33.055
2007-03-06,33.709998999999996
2007-03-07,33.970001
2007-03-08,33.705002
2007-03-09,34.049999
2007-03-12,34.345001
2007-03-13,33.674999
2007-03-14,33.154999
2007-03-15,33.259997999999996
2007-03-16,32.82
2007-03-19,32.875
2007-03-20,32.66
2007-03-21,33.685001
2007-03-22,34.470001
2007-03-23,34.505001
2007-03-26,35.805
2007-03-27,35.555
2007-03-28,35.395
2007-03-29,35.075001
2007-03-30,34.799999
2007-04-02,35.41
2007-04-03,36.07
2007-04-04,36.305
2007-04-05,36.064999
2007-04-09,36.875
2007-04-10,36.715
2007-04-11,36.540001000000004
2007-04-12,36.32
2007-04-13,37.299999
2007-04-16,39.23
2007-04-17,39.09
2007-04-18,38.825001
2007-04-19,37.994999
2007-04-20,38.035
2007-04-23,37.724998
2007-04-24,38.365002000000004
2007-04-25,39.18
2007-04-26,38.16
2007-04-27,38.224998
2007-04-30,38.014998999999996
2007-05-01,38.145
2007-05-02,39.259997999999996
2007-05-03,40.125
2007-05-04,40.939999
2007-05-07,41.105
2007-05-08,40.610001000000004
2007-05-09,41.535
