Date,PBR
2003-05-07,4.755
2003-05-08,4.685
2003-05-09,4.8825
2003-05-12,4.98
2003-05-13,5.025
2003-05-14,5.0375
2003-05-15,4.935
2003-05-16,4.9375
2003-05-19,4.735
2003-05-20,4.7475
2003-05-21,4.78
2003-05-22,4.8725
2003-05-23,4.86
2003-05-27,4.74
2003-05-28,4.8325
2003-05-29,4.8325
2003-05-30,4.7875
2003-06-02,4.825
2003-06-03,4.81
2003-06-04,5.01
2003-06-05,5.0925
2003-06-06,5.1525
2003-06-09,5.095
2003-06-10,5.0
2003-06-11,5.1025
2003-06-12,5.125
2003-06-13,5.225
2003-06-16,5.1975
2003-06-17,5.19
2003-06-18,5.0725
2003-06-19,5.02
2003-06-20,4.8025
2003-06-23,4.7375
2003-06-24,4.8075
2003-06-25,4.8375
2003-06-26,4.7375
2003-06-27,4.7875
2003-06-30,4.94
2003-07-01,4.9525
2003-07-02,4.9775
2003-07-03,5.025
2003-07-07,5.1125
2003-07-08,5.1675
2003-07-09,5.2175
2003-07-10,5.1025
2003-07-11,5.0875
2003-07-14,5.2
2003-07-15,5.325
2003-07-16,5.28
2003-07-17,5.24
2003-07-18,5.2825
2003-07-21,5.28
2003-07-22,5.335
2003-07-23,5.3
2003-07-24,5.225
2003-07-25,5.1625
2003-07-28,5.1775
2003-07-29,5.205
2003-07-30,5.1275
2003-07-31,5.0725
2003-08-01,4.7925
2003-08-04,4.6875
2003-08-05,4.8775
2003-08-06,4.765
2003-08-07,5.025
2003-08-08,5.1675
2003-08-11,5.1575
2003-08-12,5.1375
2003-08-13,5.15
2003-08-14,5.335
2003-08-15,5.205
2003-08-18,5.2625
2003-08-19,5.1925
2003-08-20,5.17
2003-08-21,5.175
2003-08-22,5.235
2003-08-25,5.16
2003-08-26,5.2
2003-08-27,5.37
2003-08-28,5.475
2003-08-29,5.525
2003-09-02,5.4875
2003-09-03,5.6825
2003-09-04,5.935
2003-09-05,6.02
2003-09-08,6.005
2003-09-09,5.8225
2003-09-10,5.9225
2003-09-11,5.975
2003-09-12,5.9025
2003-09-15,5.7875
2003-09-16,5.8
2003-09-17,5.7375
2003-09-18,5.775
2003-09-19,5.7475
2003-09-22,5.6225
2003-09-23,5.4975
2003-09-24,5.61
2003-09-25,5.5575
2003-09-26,5.5875
2003-09-29,5.635
2003-09-30,5.7325
2003-10-01,5.8025
2003-10-02,6.075
2003-10-03,6.1775
2003-10-06,6.24
2003-10-07,6.2075
2003-10-08,6.3275
2003-10-09,6.355
2003-10-10,6.3375
2003-10-13,6.475
2003-10-14,6.335
2003-10-15,6.3
2003-10-16,6.1525
2003-10-17,6.1
2003-10-20,6.0825
2003-10-21,6.125
2003-10-22,6.0
2003-10-23,5.9
2003-10-24,5.915
2003-10-27,5.8875
2003-10-28,6.0975
2003-10-29,6.0425
2003-10-30,5.9825
2003-10-31,5.875
2003-11-03,6.005
2003-11-04,5.98
2003-11-05,5.885
2003-11-06,6.0825
2003-11-07,6.08
2003-11-10,6.0
2003-11-11,5.9
2003-11-12,6.0625
2003-11-13,6.175
2003-11-14,6.1175
2003-11-17,6.0375
2003-11-18,6.1275
2003-11-19,6.225
2003-11-20,6.1325
2003-11-21,6.0625
2003-11-24,6.125
2003-11-25,6.065
2003-11-26,6.0025
2003-11-28,6.0175
2003-12-01,6.3575
2003-12-02,6.345
2003-12-03,6.2775
2003-12-04,6.2875
2003-12-05,6.3375
2003-12-08,6.3375
2003-12-09,6.605
2003-12-10,6.64
2003-12-11,6.7875
2003-12-12,6.79
2003-12-15,6.715
2003-12-16,6.7625
2003-12-17,6.895
2003-12-18,7.0625
2003-12-19,7.08
2003-12-22,7.2625
2003-12-23,7.1425
2003-12-24,7.125
2003-12-26,7.02
2003-12-29,7.3175
2003-12-30,7.2675
2003-12-31,7.31
2004-01-02,7.55
2004-01-05,8.1
2004-01-06,8.4575
2004-01-07,8.35
2004-01-08,8.2275
2004-01-09,8.24
2004-01-12,8.4975
2004-01-13,8.4475
2004-01-14,8.2175
2004-01-15,7.9075
2004-01-16,8.085
2004-01-20,8.5275
2004-01-21,8.3125
2004-01-22,8.2125
2004-01-23,8.2625
2004-01-26,8.2625
2004-01-27,8.24
2004-01-28,8.0525
2004-01-29,7.5325
2004-01-30,7.35
2004-02-02,7.5075
2004-02-03,7.5875
2004-02-04,7.4725
2004-02-05,7.32
2004-02-06,7.525
2004-02-09,7.6575
2004-02-10,7.82
2004-02-11,8.155
2004-02-12,8.2225
2004-02-13,8.065
2004-02-17,8.0025
2004-02-18,7.8175
2004-02-19,7.5875
2004-02-20,7.59
2004-02-23,7.685
2004-02-24,7.525
2004-02-25,7.7725
2004-02-26,7.715
2004-02-27,7.8
2004-03-01,8.255
2004-03-02,8.2875
2004-03-03,8.3975
2004-03-04,8.2
2004-03-05,8.2275
2004-03-08,8.2875
2004-03-09,8.425
2004-03-10,7.9925
2004-03-11,7.815
2004-03-12,8.09
2004-03-15,7.8375
2004-03-16,7.9225
2004-03-17,8.0525
2004-03-18,8.4725
2004-03-19,8.1625
2004-03-22,8.08
2004-03-23,7.96
2004-03-24,7.935
2004-03-25,7.75
2004-03-26,7.695
2004-03-29,7.76
2004-03-30,8.075
2004-03-31,8.375
2004-04-01,8.42
2004-04-02,8.475
2004-04-05,8.46
2004-04-06,8.485
2004-04-07,8.43
2004-04-08,8.6
2004-04-12,8.785
2004-04-13,8.625
2004-04-14,8.4525
2004-04-15,8.295
2004-04-16,8.225
2004-04-19,8.21
2004-04-20,7.95
2004-04-21,7.8
2004-04-22,7.9625
2004-04-23,8.0125
2004-04-26,7.875
2004-04-27,7.92
2004-04-28,7.5875
2004-04-29,7.23
2004-04-30,7.225
2004-05-03,7.2725
2004-05-04,7.52
2004-05-05,7.75
2004-05-06,7.2
2004-05-07,6.8625
2004-05-10,6.3875
2004-05-11,6.9875
2004-05-12,6.9
2004-05-13,6.9175
2004-05-14,6.72
2004-05-17,6.4675
2004-05-18,6.4025
2004-05-19,6.4025
2004-05-20,6.1625
2004-05-21,6.0875
2004-05-24,6.5
2004-05-25,6.4875
2004-05-26,6.385
2004-05-27,6.5825
2004-05-28,6.525
2004-06-01,6.56
2004-06-02,6.5975
2004-06-03,6.4875
2004-06-04,6.5525
2004-06-07,6.715
2004-06-08,6.5775
2004-06-09,6.4775
2004-06-10,6.5125
2004-06-14,6.3875
2004-06-15,6.76
2004-06-16,6.7375
2004-06-17,6.75
2004-06-18,6.7125
2004-06-21,6.6825
2004-06-22,6.6925
2004-06-23,7.03
2004-06-24,7.075
2004-06-25,6.8875
2004-06-28,6.7875
2004-06-29,6.945
2004-06-30,7.0175
2004-07-01,6.94
2004-07-02,7.0125
2004-07-06,6.85
2004-07-07,6.83
2004-07-08,6.73
2004-07-09,6.8425
2004-07-12,6.8425
2004-07-13,6.7875
2004-07-14,6.86
2004-07-15,7.0
2004-07-16,7.3
2004-07-19,7.18
2004-07-20,7.0975
2004-07-21,7.04
2004-07-22,6.8225
2004-07-23,6.795
2004-07-26,6.715
2004-07-27,6.8975
2004-07-28,6.9875
2004-07-29,7.1025
2004-07-30,7.07
2004-08-02,6.9975
2004-08-03,7.005
2004-08-04,7.1
2004-08-05,6.915
2004-08-06,7.125
2004-08-09,7.1675
2004-08-10,7.29
2004-08-11,7.2125
2004-08-12,7.2925
2004-08-13,7.2075
2004-08-16,7.4375
2004-08-17,7.465
2004-08-18,7.575
2004-08-19,7.595
2004-08-20,7.85
2004-08-23,7.7875
2004-08-24,7.7375
2004-08-25,7.8125
2004-08-26,7.6125
2004-08-27,7.6125
2004-08-30,7.5775
2004-08-31,7.6875
2004-09-01,7.7625
2004-09-02,7.855
2004-09-03,7.84
2004-09-07,7.8775
2004-09-08,8.0275
2004-09-09,8.1375
2004-09-10,8.0275
2004-09-13,8.1025
2004-09-14,8.23
2004-09-15,8.17
2004-09-16,8.29
2004-09-17,8.45
2004-09-20,8.495
2004-09-21,8.6625
2004-09-22,8.5125
2004-09-23,8.755
2004-09-24,8.9575
2004-09-27,9.0125
2004-09-28,8.805
2004-09-29,8.8675
2004-09-30,8.8125
2004-10-01,9.18
2004-10-04,9.27
2004-10-05,9.3075
2004-10-06,9.3925
2004-10-07,9.4025
2004-10-08,9.3825
2004-10-11,9.325
2004-10-12,9.115
2004-10-13,8.7575
2004-10-14,8.6075
2004-10-15,8.83
2004-10-18,8.9425
2004-10-19,8.705
2004-10-20,8.6875
2004-10-21,8.95
2004-10-22,8.9225
2004-10-25,8.8625
2004-10-26,8.93
2004-10-27,8.99
2004-10-28,8.81
2004-10-29,8.8775
2004-11-01,8.9025
2004-11-02,8.8525
2004-11-03,8.9725
2004-11-04,9.1025
2004-11-05,9.305
2004-11-08,9.14
2004-11-09,9.0875
2004-11-10,9.175
2004-11-11,9.2025
2004-11-12,9.4
2004-11-15,9.1925
2004-11-16,8.9425
2004-11-17,9.025
2004-11-18,8.975
2004-11-19,8.9225
2004-11-22,9.0275
2004-11-23,8.9375
2004-11-24,8.9375
2004-11-26,9.25
2004-11-29,9.1675
2004-11-30,9.54
2004-12-01,9.6675
2004-12-02,9.36
2004-12-03,9.415
2004-12-06,9.43
2004-12-07,9.125
2004-12-08,9.18
2004-12-09,8.92
2004-12-10,9.01
2004-12-13,9.1625
2004-12-14,9.16
2004-12-15,9.455
2004-12-16,9.45
2004-12-17,9.46
2004-12-20,9.6625
2004-12-21,9.79
2004-12-22,9.8225
2004-12-23,9.89
2004-12-27,9.85
2004-12-28,9.9
2004-12-29,10.0925
2004-12-30,10.005
2004-12-31,9.945
2005-01-03,9.675
2005-01-04,9.435
2005-01-05,9.3525
2005-01-06,9.4125
2005-01-07,9.4875
2005-01-10,9.515
2005-01-11,9.4875
2005-01-12,9.5525
2005-01-13,9.67
2005-01-14,9.7775
2005-01-18,9.64
2005-01-19,9.64
2005-01-20,9.4425
2005-01-21,9.6
2005-01-24,9.8
2005-01-25,9.8775
2005-01-26,10.025
2005-01-27,9.9825
2005-01-28,9.95
2005-01-31,10.1625
2005-02-01,10.275
2005-02-02,10.335
2005-02-03,10.5975
2005-02-04,10.635
2005-02-07,10.9425
2005-02-08,11.2875
2005-02-09,11.225
2005-02-10,11.2125
2005-02-11,11.1375
2005-02-14,11.1625
2005-02-15,11.065
2005-02-16,11.27
2005-02-17,11.2125
2005-02-18,11.3
2005-02-22,11.5875
2005-02-23,11.7875
2005-02-24,12.0525
2005-02-25,12.4525
2005-02-28,12.2
2005-03-01,11.6225
2005-03-02,11.92
2005-03-03,12.0
2005-03-04,12.3875
2005-03-07,12.3
2005-03-08,12.11
2005-03-09,11.7475
2005-03-10,11.4625
2005-03-11,11.335
2005-03-14,11.1125
2005-03-15,10.8425
2005-03-16,10.895
2005-03-17,11.3
2005-03-18,11.1925
2005-03-21,11.1425
2005-03-22,10.8125
2005-03-23,10.5525
2005-03-24,10.66
2005-03-28,10.535
2005-03-29,10.4175
2005-03-30,10.7475
2005-03-31,11.045
2005-04-01,11.2025
2005-04-04,11.1575
2005-04-05,11.06
2005-04-06,11.1425
2005-04-07,11.2
2005-04-08,11.0875
2005-04-11,11.07
2005-04-12,11.0525
2005-04-13,10.8675
2005-04-14,10.6175
2005-04-15,10.2825
2005-04-18,10.25
2005-04-19,10.6475
2005-04-20,10.5625
2005-04-21,10.8575
2005-04-22,10.6575
2005-04-25,10.9375
2005-04-26,10.965
2005-04-27,10.62
2005-04-28,10.3525
2005-04-29,10.4825
2005-05-02,10.7025
2005-05-03,10.6825
2005-05-04,10.965
2005-05-05,11.1675
2005-05-06,11.355
2005-05-09,11.495
2005-05-10,11.1725
2005-05-11,11.275
2005-05-12,10.85
2005-05-13,10.57
2005-05-16,10.67
2005-05-17,10.9375
2005-05-18,11.125
2005-05-19,11.3575
2005-05-20,11.4
2005-05-23,11.275
2005-05-24,11.405
2005-05-25,11.585
2005-05-26,11.745
2005-05-27,11.8275
2005-05-31,11.8
2005-06-01,11.9625
2005-06-02,12.1575
2005-06-03,12.085
2005-06-06,11.88
2005-06-07,11.5725
2005-06-08,11.6
2005-06-09,11.65
2005-06-10,11.8125
