Date,QUOT
2019-03-07,9.92
2019-03-08,10.04
2019-03-11,10.22
2019-03-12,10.05
2019-03-13,9.95
2019-03-14,10.03
2019-03-15,10.17
2019-03-18,10.11
2019-03-19,10.14
2019-03-20,10.17
2019-03-21,10.16
2019-03-22,9.92
2019-03-25,9.74
2019-03-26,9.89
2019-03-27,9.8
2019-03-28,9.95
2019-03-29,9.87
2019-04-01,9.9
2019-04-02,9.84
2019-04-03,9.77
2019-04-04,9.84
2019-04-05,9.89
2019-04-08,9.62
2019-04-09,9.33
2019-04-10,9.39
2019-04-11,9.32
2019-04-12,9.25
2019-04-15,9.02
2019-04-16,9.06
2019-04-17,9.37
2019-04-18,9.5
2019-04-22,9.26
2019-04-23,9.32
2019-04-24,9.28
2019-04-25,9.37
2019-04-26,9.59
2019-04-29,9.51
2019-04-30,9.29
2019-05-01,9.23
2019-05-02,9.31
2019-05-03,9.67
2019-05-06,9.73
2019-05-07,9.64
2019-05-08,10.4
2019-05-09,10.25
2019-05-10,10.35
2019-05-13,10.21
2019-05-14,10.25
2019-05-15,10.43
2019-05-16,10.53
2019-05-17,10.44
2019-05-20,10.41
2019-05-21,10.47
2019-05-22,10.36
2019-05-23,10.29
2019-05-24,10.58
2019-05-28,10.72
2019-05-29,10.39
2019-05-30,10.51
2019-05-31,10.57
2019-06-03,10.53
2019-06-04,10.94
2019-06-05,10.88
2019-06-06,10.62
2019-06-07,10.55
2019-06-10,10.83
2019-06-11,10.73
2019-06-12,10.81
2019-06-13,10.99
2019-06-14,11.01
2019-06-17,10.97
2019-06-18,11.06
2019-06-19,11.05
2019-06-20,10.95
2019-06-21,10.55
2019-06-24,10.63
2019-06-25,10.43
2019-06-26,10.52
2019-06-27,10.73
2019-06-28,10.74
2019-07-01,10.85
2019-07-02,10.94
2019-07-03,11.32
2019-07-05,11.53
2019-07-08,11.26
2019-07-09,11.7
2019-07-10,11.85
2019-07-11,11.74
2019-07-12,11.32
2019-07-15,11.33
2019-07-16,11.33
2019-07-17,11.26
2019-07-18,11.16
2019-07-19,11.1
2019-07-22,11.06
2019-07-23,11.04
2019-07-24,11.13
2019-07-25,10.94
2019-07-26,10.89
2019-07-29,10.55
2019-07-30,10.78
2019-07-31,10.52
2019-08-01,10.48
2019-08-02,10.5
2019-08-05,10.17
2019-08-06,10.15
2019-08-07,7.27
2019-08-08,7.49
2019-08-09,7.47
2019-08-12,7.5
2019-08-13,7.59
2019-08-14,7.5
2019-08-15,7.63
2019-08-16,7.81
2019-08-19,7.79
2019-08-20,7.58
2019-08-21,7.55
2019-08-22,7.51
2019-08-23,7.49
2019-08-26,7.39
2019-08-27,7.25
2019-08-28,7.27
2019-08-29,7.38
2019-08-30,7.34
2019-09-03,7.1
2019-09-04,7.05
2019-09-05,7.46
2019-09-06,7.39
2019-09-09,7.8
2019-09-10,7.92
2019-09-11,8.11
2019-09-12,8.13
2019-09-13,8.18
2019-09-16,8.37
2019-09-17,8.22
2019-09-18,8.21
2019-09-19,8.08
2019-09-20,7.96
2019-09-23,7.96
2019-09-24,7.85
2019-09-25,7.62
2019-09-26,7.6
2019-09-27,7.62
2019-09-30,7.82
2019-10-01,7.99
2019-10-02,7.66
2019-10-03,7.83
2019-10-04,7.7
2019-10-07,7.93
2019-10-08,7.92
2019-10-09,8.03
2019-10-10,8.31
2019-10-11,8.3
2019-10-14,8.17
2019-10-15,8.2
2019-10-16,8.08
2019-10-17,8.17
2019-10-18,8.04
2019-10-21,8.1
2019-10-22,8.11
2019-10-23,8.19
2019-10-24,8.34
2019-10-25,8.41
2019-10-28,8.54
2019-10-29,8.4
2019-10-30,8.93
2019-10-31,8.61
2019-11-01,8.66
2019-11-04,8.94
2019-11-05,9.48
2019-11-06,9.54
2019-11-07,10.28
2019-11-08,10.41
2019-11-11,10.54
2019-11-12,10.59
2019-11-13,10.58
2019-11-14,10.68
2019-11-15,10.84
2019-11-18,10.86
2019-11-19,10.53
2019-11-20,10.28
2019-11-21,10.22
2019-11-22,10.46
2019-11-25,10.65
2019-11-26,10.69
2019-11-27,10.58
2019-11-29,10.43
2019-12-02,10.58
2019-12-03,10.54
2019-12-04,10.46
2019-12-05,10.55
2019-12-06,10.57
2019-12-09,10.9
2019-12-10,10.92
2019-12-11,10.85
2019-12-12,10.9
2019-12-13,11.0
2019-12-16,10.93
2019-12-17,11.15
2019-12-18,11.17
2019-12-19,9.91
2019-12-20,10.17
2019-12-23,10.04
2019-12-24,10.15
2019-12-26,10.0
2019-12-27,9.78
2019-12-30,9.52
2019-12-31,9.86
2020-01-02,9.77
2020-01-03,9.66
2020-01-06,9.75
2020-01-07,9.92
2020-01-08,9.88
2020-01-09,9.93
2020-01-10,9.87
2020-01-13,10.17
2020-01-14,10.29
2020-01-15,10.37
2020-01-16,10.49
2020-01-17,10.5
2020-01-21,10.43
2020-01-22,10.53
2020-01-23,10.57
2020-01-24,10.33
2020-01-27,10.31
2020-01-28,10.08
2020-01-29,10.12
2020-01-30,10.24
2020-01-31,10.07
2020-02-03,10.17
2020-02-04,10.28
2020-02-05,10.46
2020-02-06,10.51
2020-02-07,10.63
2020-02-10,10.67
2020-02-11,10.8
2020-02-12,10.85
2020-02-13,10.06
2020-02-14,9.78
2020-02-18,9.59
2020-02-19,9.79
2020-02-20,9.81
2020-02-21,9.93
2020-02-24,9.5
2020-02-25,9.47
2020-02-26,9.43
2020-02-27,9.05
2020-02-28,8.95
2020-03-02,8.87
2020-03-03,8.52
2020-03-04,8.32
2020-03-05,8.12
2020-03-06,7.98
2020-03-09,7.26
2020-03-10,7.28
2020-03-11,7.03
2020-03-12,6.5
2020-03-13,6.75
2020-03-16,5.9
2020-03-17,5.93
2020-03-18,5.26
2020-03-19,6.02
2020-03-20,5.76
2020-03-23,5.73
2020-03-24,6.23
2020-03-25,6.33
2020-03-26,6.78
2020-03-27,6.99
2020-03-30,6.81
2020-03-31,6.5
2020-04-01,6.01
2020-04-02,5.98
2020-04-03,5.72
2020-04-06,6.22
2020-04-07,6.23
2020-04-08,6.38
2020-04-09,6.52
2020-04-13,6.29
2020-04-14,6.52
2020-04-15,6.26
2020-04-16,6.09
2020-04-17,6.22
2020-04-20,6.15
2020-04-21,5.99
2020-04-22,6.1
2020-04-23,6.4
2020-04-24,6.53
2020-04-27,6.87
2020-04-28,7.04
2020-04-29,7.28
2020-04-30,7.18
2020-05-01,6.79
2020-05-04,6.47
2020-05-05,6.45
2020-05-06,6.01
2020-05-07,5.96
2020-05-08,6.09
