Date,KIN
2014-07-09,16.540001
2014-07-10,16.209999
2014-07-11,16.02
2014-07-14,16.549999
2014-07-15,16.0
2014-07-16,15.62
2014-07-17,14.86
2014-07-18,15.24
2014-07-21,15.04
2014-07-22,15.32
2014-07-23,15.78
2014-07-24,16.32
2014-07-25,17.299999
2014-07-28,16.6
2014-07-29,16.35
2014-07-30,15.98
2014-07-31,15.24
2014-08-01,14.82
2014-08-04,14.98
2014-08-05,14.99
2014-08-06,15.76
2014-08-07,15.28
2014-08-08,15.47
2014-08-11,16.200001
2014-08-12,16.040001
2014-08-13,15.82
2014-08-14,15.12
2014-08-15,14.83
2014-08-18,15.09
2014-08-19,14.61
2014-08-20,14.21
2014-08-21,10.21
2014-08-22,10.23
2014-08-25,10.37
2014-08-26,10.65
2014-08-27,10.83
2014-08-28,10.97
2014-08-29,10.91
2014-09-02,10.56
2014-09-03,10.63
2014-09-04,11.0
2014-09-05,10.99
2014-09-08,10.52
2014-09-09,10.49
2014-09-10,10.51
2014-09-11,10.57
2014-09-12,10.52
2014-09-15,10.49
2014-09-16,10.16
2014-09-17,10.39
2014-09-18,10.57
2014-09-19,10.12
2014-09-22,10.23
2014-09-23,9.52
2014-09-24,10.1
2014-09-25,9.51
2014-09-26,9.47
2014-09-29,9.7
2014-09-30,9.25
2014-10-01,9.29
2014-10-02,9.79
2014-10-03,9.89
2014-10-06,9.78
2014-10-07,9.51
2014-10-08,9.7
2014-10-09,9.52
2014-10-10,9.09
2014-10-13,8.89
2014-10-14,8.94
2014-10-15,8.6
2014-10-16,9.07
2014-10-17,8.99
2014-10-20,8.92
2014-10-21,9.02
2014-10-22,8.95
2014-10-23,9.03
2014-10-24,9.06
2014-10-27,9.08
2014-10-28,9.18
2014-10-29,9.16
2014-10-30,9.06
2014-10-31,9.17
2014-11-03,9.42
2014-11-04,9.27
2014-11-05,9.35
2014-11-06,9.29
2014-11-07,9.0
2014-11-10,8.86
2014-11-11,8.84
2014-11-12,9.01
2014-11-13,8.98
2014-11-14,8.74
2014-11-17,8.75
2014-11-18,8.91
2014-11-19,8.88
2014-11-20,9.2
2014-11-21,9.75
2014-11-24,9.92
2014-11-25,9.83
2014-11-26,9.93
2014-11-28,9.62
2014-12-01,9.2
2014-12-02,9.26
2014-12-03,9.24
2014-12-04,6.1
2014-12-05,6.75
2014-12-08,6.45
2014-12-09,6.63
2014-12-10,6.55
2014-12-11,6.68
2014-12-12,6.67
2014-12-15,6.6
2014-12-16,6.52
2014-12-17,6.79
2014-12-18,6.78
2014-12-19,6.88
2014-12-22,6.74
2014-12-23,6.66
2014-12-24,6.77
2014-12-26,6.87
2014-12-29,6.9
2014-12-30,7.08
2014-12-31,7.45
2015-01-02,7.44
2015-01-05,7.47
2015-01-06,7.04
2015-01-07,7.08
2015-01-08,7.21
2015-01-09,7.43
2015-01-12,7.2
2015-01-13,7.24
2015-01-14,7.35
2015-01-15,7.06
2015-01-16,7.12
2015-01-20,7.13
2015-01-21,6.85
2015-01-22,6.91
2015-01-23,6.95
2015-01-26,6.96
2015-01-27,6.93
2015-01-28,6.69
2015-01-29,6.69
2015-01-30,6.31
2015-02-02,6.36
2015-02-03,6.55
2015-02-04,6.32
2015-02-05,6.46
2015-02-06,6.47
2015-02-09,6.61
2015-02-10,6.62
2015-02-11,6.62
2015-02-12,7.0
2015-02-13,6.79
2015-02-17,7.0
2015-02-18,7.04
2015-02-19,6.94
2015-02-20,6.77
2015-02-23,6.84
2015-02-24,6.69
2015-02-25,6.84
2015-02-26,6.81
2015-02-27,6.71
2015-03-02,6.73
2015-03-03,6.72
2015-03-04,6.81
2015-03-05,6.88
2015-03-06,6.68
2015-03-09,6.73
2015-03-10,6.75
2015-03-11,6.81
2015-03-12,6.86
2015-03-13,6.77
2015-03-16,6.77
2015-03-17,6.78
2015-03-18,6.94
2015-03-19,7.09
2015-03-20,7.2
2015-03-23,7.32
2015-03-24,7.34
2015-03-25,6.99
2015-03-26,6.7
2015-03-27,6.86
2015-03-30,7.06
2015-03-31,7.14
2015-04-01,6.89
2015-04-02,6.77
2015-04-06,6.85
2015-04-07,6.87
2015-04-08,6.87
2015-04-09,6.85
2015-04-10,6.98
2015-04-13,6.92
2015-04-14,6.97
2015-04-15,7.23
2015-04-16,7.35
2015-04-17,7.08
2015-04-20,7.21
2015-04-21,7.2
2015-04-22,7.45
2015-04-23,7.52
2015-04-24,7.33
2015-04-27,7.22
2015-04-28,7.23
2015-04-29,7.13
2015-04-30,6.82
2015-05-01,6.85
2015-05-04,6.9
2015-05-05,7.0
2015-05-06,7.1
2015-05-07,7.0
2015-05-08,7.1
2015-05-11,7.09
2015-05-12,7.07
2015-05-13,7.08
2015-05-14,7.39
2015-05-15,7.29
2015-05-18,7.23
2015-05-19,7.14
2015-05-20,7.0
2015-05-21,6.81
2015-05-22,6.8
2015-05-26,6.5
2015-05-27,6.33
2015-05-28,6.63
2015-05-29,6.45
2015-06-01,6.22
2015-06-02,6.33
2015-06-03,6.86
2015-06-04,7.07
2015-06-05,7.13
2015-06-08,7.24
2015-06-09,7.37
2015-06-10,7.46
2015-06-11,7.63
2015-06-12,7.64
2015-06-15,7.63
2015-06-16,7.59
2015-06-17,7.59
2015-06-18,7.6
2015-06-19,7.46
2015-06-22,7.72
2015-06-23,7.83
2015-06-24,7.43
2015-06-25,7.16
2015-06-26,6.83
2015-06-29,6.75
2015-06-30,6.82
2015-07-01,6.71
2015-07-02,6.79
2015-07-06,6.86
2015-07-07,6.79
2015-07-08,6.6
2015-07-09,6.76
2015-07-10,6.71
2015-07-13,7.02
2015-07-14,7.04
2015-07-15,7.18
2015-07-16,7.22
2015-07-17,7.04
2015-07-20,6.73
2015-07-21,6.68
2015-07-22,6.63
2015-07-23,6.55
2015-07-24,6.56
2015-07-27,6.25
2015-07-28,6.18
2015-07-29,6.16
2015-07-30,6.24
2015-07-31,6.24
2015-08-03,5.96
2015-08-04,5.99
2015-08-05,5.89
2015-08-06,5.52
2015-08-07,5.56
2015-08-10,6.06
2015-08-11,6.07
2015-08-12,5.9
2015-08-13,6.07
2015-08-14,5.9
2015-08-17,5.94
2015-08-18,5.91
2015-08-19,5.9
2015-08-20,5.9
2015-08-21,5.93
2015-08-24,5.51
2015-08-25,5.77
2015-08-26,5.72
2015-08-27,5.98
2015-08-28,5.91
2015-08-31,5.92
2015-09-01,6.0
2015-09-02,6.02
2015-09-03,6.04
2015-09-04,6.05
2015-09-08,6.07
2015-09-09,6.04
2015-09-10,6.15
2015-09-11,6.19
2015-09-14,6.0
2015-09-15,6.03
2015-09-16,6.02
2015-09-17,6.01
2015-09-18,6.0
2015-09-21,6.0
2015-09-22,6.02
2015-09-23,5.99
2015-09-24,6.03
2015-09-25,6.01
2015-09-28,5.37
2015-09-29,5.11
2015-09-30,5.2
2015-10-01,5.11
2015-10-02,5.09
2015-10-05,5.11
2015-10-06,5.12
2015-10-07,5.11
2015-10-08,5.11
2015-10-09,5.19
2015-10-12,5.38
2015-10-13,5.42
2015-10-14,5.3
2015-10-15,6.02
2015-10-16,5.95
2015-10-19,6.11
2015-10-20,5.9
2015-10-21,5.58
2015-10-22,5.38
2015-10-23,5.51
2015-10-26,5.39
2015-10-27,5.34
2015-10-28,5.34
2015-10-29,5.46
2015-10-30,5.38
2015-11-02,5.36
2015-11-03,5.41
2015-11-04,5.44
2015-11-05,5.33
2015-11-06,5.35
2015-11-09,5.53
2015-11-10,5.665
2015-11-11,5.51
2015-11-12,5.58
2015-11-13,5.47
2015-11-16,4.73
2015-11-17,4.89
2015-11-18,4.3
2015-11-19,4.06
2015-11-20,4.07
2015-11-23,4.0
2015-11-24,4.02
2015-11-25,3.99
2015-11-27,3.94
2015-11-30,3.99
2015-12-01,3.96
2015-12-02,3.93
2015-12-03,3.84
2015-12-04,3.79
2015-12-07,3.66
2015-12-08,3.25
2015-12-09,3.35
2015-12-10,3.4
2015-12-11,3.63
2015-12-14,3.6
2015-12-15,3.54
2015-12-16,3.72
2015-12-17,3.84
2015-12-18,3.91
2015-12-21,3.95
2015-12-22,3.81
2015-12-23,3.76
2015-12-24,3.99
2015-12-28,3.57
2015-12-29,3.56
2015-12-30,3.45
2015-12-31,3.4
2016-01-04,3.51
2016-01-05,3.58
2016-01-06,3.49
2016-01-07,3.59
2016-01-08,3.45
2016-01-11,3.38
2016-01-12,3.33
2016-01-13,3.29
2016-01-14,3.36
2016-01-15,3.29
2016-01-19,3.24
2016-01-20,3.18
2016-01-21,3.29
2016-01-22,3.4
2016-01-25,3.15
2016-01-26,3.28
2016-01-27,3.25
2016-01-28,3.25
2016-01-29,3.3
2016-02-01,3.42
2016-02-02,3.4
2016-02-03,3.4
2016-02-04,3.41
2016-02-05,3.39
2016-02-08,3.34
2016-02-09,3.3
2016-02-10,3.3
2016-02-11,3.31
2016-02-12,3.49
2016-02-16,3.63
2016-02-17,3.91
2016-02-18,3.88
2016-02-19,3.91
2016-02-22,4.06
2016-02-23,4.08
2016-02-24,3.94
2016-02-25,3.89
2016-02-26,3.84
2016-02-29,3.82
2016-03-01,3.84
2016-03-02,3.81
2016-03-03,3.76
2016-03-04,3.66
2016-03-07,3.9
2016-03-08,3.5
2016-03-09,3.63
2016-03-10,3.61
2016-03-11,3.63
2016-03-14,3.57
2016-03-15,3.51
2016-03-16,3.41
2016-03-17,3.44
2016-03-18,3.43
2016-03-21,3.51
2016-03-22,3.54
2016-03-23,3.53
2016-03-24,3.6
2016-03-28,3.66
2016-03-29,3.54
2016-03-30,3.57
2016-03-31,3.45
2016-04-01,3.42
2016-04-04,3.54
2016-04-05,3.6
2016-04-06,3.81
2016-04-07,3.81
2016-04-08,3.8
2016-04-11,3.58
2016-04-12,3.54
2016-04-13,3.65
2016-04-14,3.58
2016-04-15,3.52
2016-04-18,3.54
2016-04-19,3.47
2016-04-20,3.52
2016-04-21,3.64
2016-04-22,3.67
2016-04-25,3.75
2016-04-26,3.7
2016-04-27,3.78
2016-04-28,3.64
2016-04-29,3.68
2016-05-02,3.62
2016-05-03,3.52
2016-05-04,3.43
2016-05-05,3.361
2016-05-06,3.32
2016-05-09,3.32
2016-05-10,3.4
2016-05-11,3.56
2016-05-12,3.6
2016-05-13,3.66
2016-05-16,3.86
2016-05-17,3.98
2016-05-18,4.05
2016-05-19,4.09
2016-05-20,4.08
2016-05-23,4.07
2016-05-24,4.12
2016-05-25,4.14
2016-05-26,4.14
2016-05-27,4.01
2016-05-31,4.08
2016-06-01,4.105
2016-06-02,4.06
2016-06-03,4.05
2016-06-06,4.03
2016-06-07,3.86
2016-06-08,3.71
2016-06-09,3.685
2016-06-10,3.45
2016-06-13,3.49
2016-06-14,3.47
2016-06-15,3.5
2016-06-16,3.51
2016-06-17,3.5
2016-06-20,3.51
2016-06-21,3.5
2016-06-22,3.5
2016-06-23,3.54
2016-06-24,3.53
2016-06-27,3.25
2016-06-28,3.31
2016-06-29,3.52
2016-06-30,3.54
2016-07-01,3.55
2016-07-05,3.64
2016-07-06,3.72
2016-07-07,3.75
2016-07-08,3.7
2016-07-11,3.715
2016-07-12,3.72
2016-07-13,3.77
2016-07-14,3.85
2016-07-15,3.8
2016-07-18,3.79
2016-07-19,3.77
2016-07-20,3.81
2016-07-21,3.965
2016-07-22,3.89
2016-07-25,3.92
2016-07-26,3.95
2016-07-27,3.88
2016-07-28,3.88
2016-07-29,3.92
2016-08-01,3.939
2016-08-02,3.96
2016-08-03,3.98
2016-08-04,3.92
2016-08-05,4.01
2016-08-08,3.955
2016-08-09,3.975
2016-08-10,3.97
2016-08-11,3.98
2016-08-12,3.97
2016-08-15,3.93
2016-08-16,4.19
2016-08-17,4.12
2016-08-18,4.09
2016-08-19,4.08
2016-08-22,3.98
2016-08-23,4.02
2016-08-24,4.25
2016-08-25,4.44
2016-08-26,4.4
2016-08-29,4.32
2016-08-30,4.38
2016-08-31,4.16
2016-09-01,4.15
2016-09-02,4.2
2016-09-06,4.32
2016-09-07,4.54
2016-09-08,4.87
2016-09-09,5.09
2016-09-12,5.14
2016-09-13,4.78
2016-09-14,4.52
2016-09-15,4.61
2016-09-16,4.81
2016-09-19,4.81
2016-09-20,4.56
2016-09-21,4.98
2016-09-22,5.18
2016-09-23,5.15
2016-09-26,4.97
2016-09-27,5.05
2016-09-28,5.01
2016-09-29,4.76
2016-09-30,4.99
2016-10-03,5.27
2016-10-04,5.12
2016-10-05,5.49
2016-10-06,4.97
2016-10-07,4.89
2016-10-10,5.4
2016-10-11,5.05
2016-10-12,5.2
2016-10-13,5.4
2016-10-14,5.45
2016-10-17,5.15
2016-10-18,5.2
2016-10-19,5.15
2016-10-20,5.1
2016-10-21,5.35
2016-10-24,5.375
2016-10-25,5.4
2016-10-26,5.15
2016-10-27,5.425
2016-10-28,5.375
2016-10-31,5.4
2016-11-01,5.225
2016-11-02,5.05
2016-11-03,5.1
2016-11-04,4.95
2016-11-07,5.1
2016-11-08,5.35
2016-11-09,5.4
2016-11-10,5.05
2016-11-11,4.775
2016-11-14,4.6
2016-11-15,4.45
2016-11-16,4.5
2016-11-17,4.6
2016-11-18,4.35
2016-11-21,4.3
2016-11-22,4.2
2016-11-23,4.5
2016-11-25,4.45
2016-11-28,4.8
2016-11-29,4.35
2016-11-30,4.25
2016-12-01,4.05
2016-12-02,3.955
2016-12-05,4.05
2016-12-06,4.2
2016-12-07,4.15
2016-12-08,4.15
2016-12-09,4.65
2016-12-12,4.75
2016-12-13,4.75
2016-12-14,4.8
2016-12-15,5.0
2016-12-16,5.0
2016-12-19,4.85
2016-12-20,4.8
2016-12-21,4.8
2016-12-22,4.8
2016-12-23,4.85
2016-12-27,4.6
2016-12-28,4.35
2016-12-29,4.375
2016-12-30,4.25
2017-01-03,5.15
2017-01-04,5.1
2017-01-05,5.3
2017-01-06,5.35
2017-01-09,5.65
2017-01-10,5.75
2017-01-11,5.7
2017-01-12,5.75
2017-01-13,6.3
2017-01-17,6.5
2017-01-18,6.5
2017-01-19,6.7
2017-01-20,6.45
2017-01-23,6.4
2017-01-24,6.35
2017-01-25,6.4
2017-01-26,6.55
2017-01-27,6.6
2017-01-30,6.45
2017-01-31,6.55
2017-02-01,6.4
2017-02-02,6.5
2017-02-03,6.3
2017-02-06,6.4
2017-02-07,6.35
2017-02-08,6.35
2017-02-09,6.3
2017-02-10,6.3
2017-02-13,6.25
2017-02-14,6.2
2017-02-15,6.25
2017-02-16,6.2
2017-02-17,6.0
2017-02-21,5.95
2017-02-22,5.8
2017-02-23,5.3
2017-02-24,5.25
2017-02-27,5.3
2017-02-28,5.2
2017-03-01,5.35
2017-03-02,5.95
2017-03-03,6.05
2017-03-06,6.1
2017-03-07,6.0
2017-03-08,6.15
2017-03-09,6.2
2017-03-10,6.2
2017-03-13,6.4
2017-03-14,6.55
2017-03-15,6.95
2017-03-16,7.05
2017-03-17,6.8
2017-03-20,7.0
2017-03-21,7.2
2017-03-22,6.95
2017-03-23,6.9
2017-03-24,7.2
2017-03-27,7.1
2017-03-28,7.0
2017-03-29,7.05
2017-03-30,7.1
2017-03-31,7.05
2017-04-03,7.25
2017-04-04,7.15
2017-04-05,7.0
2017-04-06,7.45
2017-04-07,7.3
2017-04-10,7.25
2017-04-11,7.2
2017-04-12,7.2
2017-04-13,7.15
2017-04-17,7.15
2017-04-18,7.1
2017-04-19,7.0
2017-04-20,6.95
2017-04-21,7.15
2017-04-24,7.15
2017-04-25,6.85
2017-04-26,6.9
2017-04-27,7.0
2017-04-28,6.95
2017-05-01,6.65
2017-05-02,6.65
2017-05-03,6.95
2017-05-04,6.8
2017-05-05,6.9
2017-05-08,6.65
2017-05-09,6.7
2017-05-10,7.0
2017-05-11,6.95
2017-05-12,7.0
2017-05-15,7.05
2017-05-16,7.05
2017-05-17,6.9
2017-05-18,7.0
2017-05-19,7.0
2017-05-22,6.95
2017-05-23,6.9
2017-05-24,7.0
2017-05-25,7.05
2017-05-26,7.15
2017-05-30,7.0
2017-05-31,6.8
2017-06-01,6.95
2017-06-02,7.05
2017-06-05,7.0
2017-06-06,6.95
2017-06-07,6.85
2017-06-08,6.75
2017-06-09,6.7
2017-06-12,6.65
2017-06-13,7.0
2017-06-14,7.0
2017-06-15,6.95
2017-06-16,7.1
2017-06-19,7.0
2017-06-20,7.05
2017-06-21,7.85
2017-06-22,7.9
2017-06-23,8.25
2017-06-26,8.1
2017-06-27,8.5
2017-06-28,9.25
2017-06-29,9.25
2017-06-30,8.6
2017-07-03,8.8
2017-07-05,8.65
2017-07-06,8.6
2017-07-07,8.6
2017-07-10,8.5
2017-07-11,7.85
2017-07-12,7.75
2017-07-13,7.65
2017-07-14,7.7
2017-07-17,7.85
2017-07-18,7.675
2017-07-19,7.75
2017-07-20,7.9
2017-07-21,7.6
2017-07-24,7.65
2017-07-25,7.75
2017-07-26,7.6
2017-07-27,7.45
2017-07-28,7.1
2017-07-31,7.3
2017-08-01,7.2
2017-08-02,7.3
2017-08-03,7.1
2017-08-04,7.2
2017-08-07,7.35
2017-08-08,7.2
2017-08-09,7.1
2017-08-10,6.85
2017-08-11,7.1
2017-08-14,7.3
2017-08-15,7.1
2017-08-16,7.1
2017-08-17,6.75
2017-08-18,6.95
2017-08-21,6.75
2017-08-22,7.2
2017-08-23,7.3
2017-08-24,7.55
2017-08-25,7.35
2017-08-28,7.45
2017-08-29,7.2
2017-08-30,7.45
2017-08-31,7.6
2017-09-01,7.55
2017-09-05,7.45
2017-09-06,7.4
2017-09-07,7.55
2017-09-08,7.55
2017-09-11,7.5
2017-09-12,7.5
2017-09-13,7.35
2017-09-14,7.4
2017-09-15,7.4
2017-09-18,7.3
2017-09-19,7.4
2017-09-20,7.4
2017-09-21,7.35
2017-09-22,7.4
2017-09-25,7.35
2017-09-26,7.35
2017-09-27,7.6
2017-09-28,7.9
2017-09-29,7.85
2017-10-02,7.95
2017-10-03,7.85
2017-10-04,8.05
2017-10-05,8.0
2017-10-06,8.1
2017-10-09,8.05
2017-10-10,8.1
2017-10-11,8.05
2017-10-12,8.15
2017-10-13,8.35
2017-10-16,8.35
2017-10-17,8.15
2017-10-18,8.0
2017-10-19,7.95
2017-10-20,7.95
2017-10-23,7.65
2017-10-24,7.45
2017-10-25,7.5
2017-10-26,7.4
2017-10-27,7.4
2017-10-30,7.25
2017-10-31,7.45
2017-11-01,7.1
2017-11-02,7.3
2017-11-03,7.25
2017-11-06,7.45
2017-11-07,7.6
2017-11-08,7.4
2017-11-09,7.25
2017-11-10,7.15
2017-11-13,7.25
2017-11-14,7.05
2017-11-15,7.2
2017-11-16,7.35
2017-11-17,7.35
2017-11-20,7.45
2017-11-21,7.5
2017-11-22,7.35
2017-11-24,7.4
2017-11-27,7.35
2017-11-28,7.6
2017-11-29,7.55
2017-11-30,7.65
2017-12-01,7.6
2017-12-04,7.5
2017-12-05,7.5
2017-12-06,7.5
2017-12-07,7.55
2017-12-08,7.7
2017-12-11,7.7
2017-12-12,7.65
2017-12-13,8.05
2017-12-14,8.15
2017-12-15,8.15
2017-12-18,8.2
2017-12-19,8.15
2017-12-20,8.1
2017-12-21,8.35
2017-12-22,8.4
2017-12-26,9.6
2017-12-27,9.6
2017-12-28,9.6
2017-12-29,9.45
2018-01-02,9.4
2018-01-03,9.15
2018-01-04,9.15
2018-01-05,9.1
2018-01-08,8.8
2018-01-09,9.15
2018-01-10,8.9
2018-01-11,8.95
2018-01-12,8.85
2018-01-16,8.55
2018-01-17,8.75
2018-01-18,8.75
2018-01-19,8.9
2018-01-22,8.75
2018-01-23,9.15
2018-01-24,9.0
2018-01-25,8.75
2018-01-26,8.85
2018-01-29,9.05
2018-01-30,8.85
2018-01-31,8.75
2018-02-01,8.8
2018-02-02,8.45
2018-02-05,7.7
2018-02-06,7.8
2018-02-07,8.1
2018-02-08,8.0
2018-02-09,8.2
2018-02-12,8.25
2018-02-13,8.45
2018-02-14,8.45
2018-02-15,8.55
2018-02-16,8.55
2018-02-20,8.55
2018-02-21,8.5
2018-02-22,8.5
2018-02-23,8.6
2018-02-26,8.55
2018-02-27,8.55
2018-02-28,8.9
2018-03-01,8.9
2018-03-02,9.15
2018-03-05,9.1
2018-03-06,9.05
2018-03-07,9.2
2018-03-08,9.05
2018-03-09,9.4
2018-03-12,9.4
2018-03-13,9.2
2018-03-14,9.3
2018-03-15,9.35
2018-03-16,9.05
2018-03-19,8.8
2018-03-20,8.75
2018-03-21,8.85
2018-03-22,8.65
2018-03-23,8.55
2018-03-26,9.05
2018-03-27,8.4
2018-03-28,8.35
2018-03-29,8.65
2018-04-02,8.25
2018-04-03,8.2
2018-04-04,8.35
2018-04-05,8.45
2018-04-06,8.45
2018-04-09,8.6
2018-04-10,8.75
2018-04-11,8.8
2018-04-12,9.1
2018-04-13,9.2
2018-04-16,9.25
2018-04-17,9.35
2018-04-18,9.35
2018-04-19,9.3
2018-04-20,9.65
2018-04-23,9.15
2018-04-24,9.05
2018-04-25,8.85
2018-04-26,9.2
2018-04-27,9.0
2018-04-30,9.15
2018-05-01,9.3
2018-05-02,9.8
2018-05-03,9.55
2018-05-04,9.7
2018-05-07,9.55
2018-05-08,9.7
2018-05-09,9.65
2018-05-10,9.7
2018-05-11,9.75
2018-05-14,9.6
2018-05-15,9.9
2018-05-16,9.9
2018-05-17,9.95
2018-05-18,9.55
2018-05-21,9.65
2018-05-22,9.6
2018-05-23,9.7
2018-05-24,9.95
2018-05-25,9.85
2018-05-29,9.95
2018-05-30,9.8
2018-05-31,10.2
2018-06-01,10.25
2018-06-04,10.3
2018-06-05,10.3
2018-06-06,10.2
2018-06-07,10.2
2018-06-08,10.25
2018-06-11,10.2
2018-06-12,10.6
2018-06-13,10.85
2018-06-14,11.5
2018-06-15,11.1
2018-06-18,10.5
2018-06-19,10.0
2018-06-20,10.5
2018-06-21,10.65
2018-06-22,11.0
2018-06-25,10.8
2018-06-26,10.95
2018-06-27,10.75
2018-06-28,10.8
2018-06-29,10.65
2018-07-02,10.9
2018-07-03,11.0
2018-07-05,11.1
2018-07-06,11.35
2018-07-09,11.9
2018-07-10,11.7
2018-07-11,11.75
2018-07-12,11.85
2018-07-13,11.85
2018-07-16,12.0
2018-07-17,12.55
2018-07-18,12.5
2018-07-19,12.85
2018-07-20,12.85
2018-07-23,12.95
2018-07-24,13.15
2018-07-25,13.15
2018-07-26,13.55
2018-07-27,13.1
2018-07-30,13.4
2018-07-31,13.55
2018-08-01,13.55
2018-08-02,13.7
2018-08-03,13.55
2018-08-06,14.05
2018-08-07,13.45
2018-08-08,13.45
2018-08-09,13.8
2018-08-10,15.0
2018-08-13,15.5
2018-08-14,15.15
2018-08-15,14.3
2018-08-16,14.525
2018-08-17,14.4
2018-08-20,14.35
2018-08-21,14.7
2018-08-22,14.8
2018-08-23,14.55
2018-08-24,14.85
2018-08-27,14.75
2018-08-28,15.0
2018-08-29,14.7
2018-08-30,14.8
2018-08-31,14.9
2018-09-04,14.85
2018-09-05,14.8
2018-09-06,14.45
2018-09-07,14.15
2018-09-10,14.0
2018-09-11,14.05
2018-09-12,13.9
2018-09-13,13.75
2018-09-14,13.6
2018-09-17,13.35
2018-09-18,13.45
2018-09-19,12.95
2018-09-20,12.95
2018-09-21,13.15
2018-09-24,13.525
2018-09-25,13.55
2018-09-26,13.45
2018-09-27,13.7
2018-09-28,13.95
2018-10-01,13.13
2018-10-02,13.24
2018-10-03,13.5
2018-10-04,12.74
2018-10-05,12.66
2018-10-08,12.55
2018-10-09,12.57
2018-10-10,11.88
2018-10-11,11.56
2018-10-12,11.9
2018-10-15,12.22
2018-10-16,13.12
2018-10-17,13.1
2018-10-18,13.07
2018-10-19,12.88
2018-10-22,12.6
2018-10-23,12.99
2018-10-24,12.18
2018-10-25,12.45
2018-10-26,12.41
2018-10-29,11.98
2018-10-30,12.31
2018-10-31,14.54
2018-11-01,14.85
2018-11-02,14.42
2018-11-05,14.2
2018-11-06,14.47
2018-11-07,14.59
2018-11-08,14.04
2018-11-09,13.4
2018-11-12,12.87
2018-11-13,12.5
2018-11-14,12.3
2018-11-15,12.66
2018-11-16,12.88
2018-11-19,12.41
2018-11-20,12.64
2018-11-21,12.83
2018-11-23,12.88
2018-11-26,13.16
2018-11-27,13.22
2018-11-28,13.68
2018-11-29,13.71
2018-11-30,13.6
2018-12-03,13.1
2018-12-04,12.55
2018-12-06,12.55
2018-12-07,12.16
2018-12-10,12.32
2018-12-11,12.39
2018-12-12,12.56
2018-12-13,12.26
2018-12-14,11.89
