Date,NXST
2013-12-03,47.740002000000004
2013-12-04,48.720001
2013-12-05,48.790001000000004
2013-12-06,50.080002
2013-12-09,49.759997999999996
2013-12-10,49.25
2013-12-11,49.360001000000004
2013-12-12,51.43
2013-12-13,50.950001
2013-12-16,52.02
2013-12-17,51.700001
2013-12-18,51.82
2013-12-19,51.310001
2013-12-20,50.900002
2013-12-23,53.209998999999996
2013-12-24,53.860001000000004
2013-12-26,55.700001
2013-12-27,55.779999
2013-12-30,55.84
2013-12-31,55.73
2014-01-02,55.369999
2014-01-03,54.209998999999996
2014-01-06,53.279999
2014-01-07,53.849998
2014-01-08,53.529999
2014-01-09,52.040001000000004
2014-01-10,53.029999
2014-01-13,49.759997999999996
2014-01-14,48.709998999999996
2014-01-15,46.029999
2014-01-16,46.18
2014-01-17,45.98
2014-01-21,46.040001000000004
2014-01-22,46.029999
2014-01-23,45.889998999999996
2014-01-24,45.110001000000004
2014-01-27,43.990002000000004
2014-01-28,46.029999
2014-01-29,45.470001
2014-01-30,47.52
2014-01-31,48.049999
2014-02-03,46.77
2014-02-04,45.580002
2014-02-05,44.189999
2014-02-06,45.34
2014-02-07,45.16
2014-02-10,43.040001000000004
2014-02-11,42.029999
2014-02-12,41.110001000000004
2014-02-13,42.439999
2014-02-14,42.009997999999996
2014-02-18,42.560001
2014-02-19,42.59
2014-02-20,44.860001000000004
2014-02-21,44.0
2014-02-24,44.189999
2014-02-25,43.830002
2014-02-26,42.459998999999996
2014-02-27,42.099998
2014-02-28,42.68
2014-03-03,41.900002
2014-03-04,44.400002
2014-03-05,43.599998
2014-03-06,41.939999
2014-03-07,40.790001000000004
2014-03-10,39.77
2014-03-11,38.889998999999996
2014-03-12,38.330002
2014-03-13,36.150002
2014-03-14,36.700001
2014-03-17,33.380001
2014-03-18,33.150002
2014-03-19,34.689999
2014-03-20,35.290001000000004
2014-03-21,36.259997999999996
2014-03-24,35.169998
2014-03-25,35.119999
2014-03-26,34.990002000000004
2014-03-27,34.650002
2014-03-28,36.130001
2014-03-31,37.52
2014-04-01,38.490002000000004
2014-04-02,38.93
2014-04-03,37.77
2014-04-04,37.240002000000004
2014-04-07,35.209998999999996
2014-04-08,37.34
2014-04-09,40.27
2014-04-10,39.419998
2014-04-11,39.0
2014-04-14,39.240002000000004
2014-04-15,39.68
2014-04-16,39.709998999999996
2014-04-17,39.75
2014-04-21,40.009997999999996
2014-04-22,40.889998999999996
2014-04-23,40.98
2014-04-24,41.380001
2014-04-25,40.400002
2014-04-28,39.790001000000004
2014-04-29,39.09
2014-04-30,39.849998
2014-05-01,40.869999
2014-05-02,41.700001
2014-05-05,42.57
2014-05-06,41.860001000000004
2014-05-07,41.869999
2014-05-08,40.720001
2014-05-09,40.189999
2014-05-12,42.41
2014-05-13,41.349998
2014-05-14,40.389998999999996
2014-05-15,40.669998
2014-05-16,42.110001000000004
2014-05-19,43.41
2014-05-20,42.849998
2014-05-21,44.43
2014-05-22,44.049999
2014-05-23,44.830002
2014-05-27,45.759997999999996
2014-05-28,45.93
2014-05-29,46.380001
2014-05-30,46.459998999999996
2014-06-02,46.700001
2014-06-03,46.630001
2014-06-04,46.240002000000004
2014-06-05,46.599998
2014-06-06,46.200001
2014-06-09,46.18
2014-06-10,46.209998999999996
2014-06-11,45.700001
2014-06-12,44.580002
2014-06-13,45.830002
2014-06-16,45.990002000000004
2014-06-17,45.029999
2014-06-18,45.619999
2014-06-19,44.23
2014-06-20,43.48
2014-06-23,43.18
2014-06-24,43.009997999999996
2014-06-25,48.810001
2014-06-26,48.439999
2014-06-27,49.939999
2014-06-30,51.610001000000004
2014-07-01,52.540001000000004
2014-07-02,52.349998
2014-07-03,52.099998
2014-07-07,51.439999
2014-07-08,50.52
2014-07-09,50.630001
2014-07-10,49.889998999999996
2014-07-11,50.209998999999996
2014-07-14,49.580002
2014-07-15,48.880001
2014-07-16,48.470001
2014-07-17,48.650002
2014-07-18,48.869999
2014-07-21,48.959998999999996
2014-07-22,49.09
2014-07-23,48.959998999999996
2014-07-24,48.16
2014-07-25,47.650002
2014-07-28,48.049999
2014-07-29,46.869999
2014-07-30,46.75
2014-07-31,46.59
2014-08-01,46.049999
2014-08-04,47.869999
2014-08-05,46.259997999999996
2014-08-06,46.380001
2014-08-07,48.48
2014-08-08,48.009997999999996
2014-08-11,48.709998999999996
2014-08-12,46.619999
2014-08-13,44.41
2014-08-14,44.73
2014-08-15,43.990002000000004
2014-08-18,45.0
2014-08-19,45.380001
2014-08-20,45.57
2014-08-21,46.43
2014-08-22,46.470001
2014-08-25,45.68
2014-08-26,45.619999
2014-08-27,46.5
2014-08-28,45.66
2014-08-29,45.639998999999996
2014-09-02,46.240002000000004
2014-09-03,45.970001
2014-09-04,45.349998
2014-09-05,45.959998999999996
2014-09-08,45.169998
2014-09-09,44.459998999999996
2014-09-10,44.43
2014-09-11,44.259997999999996
2014-09-12,44.099998
2014-09-15,44.0
2014-09-16,44.040001000000004
2014-09-17,44.0
2014-09-18,44.330002
2014-09-19,44.349998
2014-09-22,43.07
2014-09-23,41.099998
2014-09-24,41.040001000000004
2014-09-25,40.639998999999996
2014-09-26,40.860001000000004
2014-09-29,41.459998999999996
2014-09-30,40.419998
2014-10-01,39.68
2014-10-02,39.360001000000004
2014-10-03,40.669998
2014-10-06,40.419998
2014-10-07,39.389998999999996
2014-10-08,39.689999
2014-10-09,37.830002
2014-10-10,36.450001
2014-10-13,36.970001
2014-10-14,38.150002
2014-10-15,39.970001
2014-10-16,40.869999
2014-10-17,40.34
2014-10-20,41.029999
2014-10-21,42.43
2014-10-22,40.990002000000004
2014-10-23,42.529999
2014-10-24,41.900002
2014-10-27,42.16
2014-10-28,43.73
2014-10-29,43.75
2014-10-30,43.939999
2014-10-31,45.119999
2014-11-03,45.400002
2014-11-04,43.860001000000004
2014-11-05,42.400002
2014-11-06,42.48
2014-11-07,43.75
2014-11-10,44.52
2014-11-11,44.849998
2014-11-12,45.529999
2014-11-13,45.91
2014-11-14,46.919998
2014-11-17,47.450001
2014-11-18,47.400002
2014-11-19,46.700001
2014-11-20,46.919998
2014-11-21,49.009997999999996
2014-11-24,50.27
2014-11-25,50.709998999999996
2014-11-26,51.369999
2014-11-28,51.310001
2014-12-01,50.400002
2014-12-02,51.07
2014-12-03,51.66
2014-12-04,51.209998999999996
2014-12-05,51.48
2014-12-08,51.990002000000004
2014-12-09,52.779999
2014-12-10,51.759997999999996
2014-12-11,51.330002
2014-12-12,50.759997999999996
2014-12-15,50.98
2014-12-16,50.189999
2014-12-17,50.880001
2014-12-18,51.450001
2014-12-19,51.419998
2014-12-22,51.709998999999996
2014-12-23,52.490002000000004
2014-12-24,52.490002000000004
2014-12-26,52.560001
2014-12-29,53.080002
2014-12-30,52.209998999999996
2014-12-31,51.790001000000004
2015-01-02,49.77
2015-01-05,48.689999
2015-01-06,47.18
2015-01-07,47.580002
2015-01-08,47.790001000000004
2015-01-09,47.080002
2015-01-12,47.040001000000004
2015-01-13,48.5
2015-01-14,47.110001000000004
2015-01-15,46.849998
2015-01-16,47.16
2015-01-20,48.549999
2015-01-21,49.860001000000004
2015-01-22,52.119999
2015-01-23,52.220001
2015-01-26,52.349998
2015-01-27,52.990002000000004
2015-01-28,50.970001
2015-01-29,51.220001
2015-01-30,49.900002
2015-02-02,49.93
2015-02-03,51.389998999999996
2015-02-04,52.169998
2015-02-05,50.91
2015-02-06,51.990002000000004
2015-02-09,51.970001
2015-02-10,52.150002
2015-02-11,52.310001
2015-02-12,53.599998
2015-02-13,53.619999
2015-02-17,53.66
2015-02-18,54.689999
2015-02-19,53.490002000000004
2015-02-20,54.209998999999996
2015-02-23,54.560001
2015-02-24,54.349998
2015-02-25,54.27
2015-02-26,55.02
2015-02-27,54.529999
2015-03-02,54.799999
2015-03-03,55.5
2015-03-04,55.200001
2015-03-05,55.98
2015-03-06,56.419998
2015-03-09,56.52
2015-03-10,55.150002
2015-03-11,54.950001
2015-03-12,56.34
2015-03-13,56.82
2015-03-16,57.98
2015-03-17,57.900002
2015-03-18,57.639998999999996
2015-03-19,57.32
2015-03-20,57.169998
2015-03-23,56.790001000000004
2015-03-24,56.759997999999996
2015-03-25,56.259997999999996
2015-03-26,55.700001
2015-03-27,57.0
2015-03-30,58.040001000000004
2015-03-31,57.220001
2015-04-01,57.720001
2015-04-02,57.77
2015-04-06,58.5
2015-04-07,57.900002
2015-04-08,58.27
2015-04-09,58.279999
2015-04-10,58.380001
2015-04-13,58.009997999999996
2015-04-14,58.02
2015-04-15,58.810001
2015-04-16,58.689999
2015-04-17,57.009997999999996
2015-04-20,57.869999
2015-04-21,57.330002
2015-04-22,57.990002000000004
2015-04-23,58.630001
2015-04-24,58.830002
2015-04-27,59.59
2015-04-28,59.169998
2015-04-29,58.59
2015-04-30,58.459998999999996
2015-05-01,58.259997999999996
2015-05-04,59.0
2015-05-05,58.52
2015-05-06,57.389998999999996
2015-05-07,56.73
2015-05-08,56.200001
2015-05-11,55.509997999999996
2015-05-12,54.950001
2015-05-13,54.290001000000004
2015-05-14,54.459998999999996
2015-05-15,54.720001
2015-05-18,55.82
2015-05-19,55.18
2015-05-20,56.240002000000004
2015-05-21,57.310001
2015-05-22,57.360001000000004
2015-05-26,57.400002
2015-05-27,57.970001
2015-05-28,57.950001
2015-05-29,56.889998999999996
2015-06-01,58.139998999999996
2015-06-02,57.77
2015-06-03,58.09
2015-06-04,57.32
2015-06-05,57.689999
2015-06-08,56.669998
2015-06-09,56.209998999999996
2015-06-10,56.439999
2015-06-11,56.860001000000004
2015-06-12,56.759997999999996
2015-06-15,56.389998999999996
2015-06-16,56.700001
2015-06-17,56.82
2015-06-18,57.27
2015-06-19,56.950001
2015-06-22,57.09
2015-06-23,57.240002000000004
2015-06-24,57.220001
2015-06-25,57.73
2015-06-26,57.93
2015-06-29,56.150002
2015-06-30,56.0
2015-07-01,55.98
2015-07-02,55.599998
2015-07-06,55.119999
2015-07-07,53.66
2015-07-08,52.0
2015-07-09,51.790001000000004
2015-07-10,53.299999
2015-07-13,54.259997999999996
2015-07-14,54.419998
2015-07-15,55.77
2015-07-16,57.200001
2015-07-17,57.400002
2015-07-20,58.75
2015-07-21,58.509997999999996
2015-07-22,59.549999
2015-07-23,58.509997999999996
2015-07-24,57.18
2015-07-27,56.299999
2015-07-28,56.18
2015-07-29,55.849998
2015-07-30,56.5
2015-07-31,57.360001000000004
2015-08-03,57.43
2015-08-04,55.959998999999996
2015-08-05,53.939999
2015-08-06,51.950001
2015-08-07,54.060001
2015-08-10,55.07
2015-08-11,54.09
2015-08-12,53.560001
2015-08-13,53.279999
2015-08-14,52.869999
2015-08-17,53.439999
2015-08-18,53.049999
2015-08-19,52.43
2015-08-20,49.080002
2015-08-21,47.41
2015-08-24,44.630001
2015-08-25,43.950001
2015-08-26,45.16
2015-08-27,45.41
2015-08-28,46.59
2015-08-31,46.48
2015-09-01,44.200001
2015-09-02,44.09
2015-09-03,44.099998
2015-09-04,43.950001
2015-09-08,43.919998
2015-09-09,43.77
2015-09-10,43.139998999999996
2015-09-11,42.75
2015-09-14,42.869999
2015-09-15,43.939999
2015-09-16,44.970001
2015-09-17,46.5
2015-09-18,47.720001
2015-09-21,47.150002
2015-09-22,46.57
2015-09-23,45.689999
2015-09-24,45.689999
2015-09-25,44.52
2015-09-28,43.509997999999996
2015-09-29,46.990002000000004
2015-09-30,47.349998
2015-10-01,46.529999
2015-10-02,47.07
2015-10-05,48.619999
2015-10-06,48.560001
2015-10-07,52.439999
2015-10-08,51.610001000000004
2015-10-09,52.57
2015-10-12,51.369999
2015-10-13,50.82
2015-10-14,50.080002
2015-10-15,51.740002000000004
2015-10-16,52.880001
2015-10-19,52.16
2015-10-20,52.16
2015-10-21,50.709998999999996
2015-10-22,51.799999
2015-10-23,52.950001
2015-10-26,52.18
2015-10-27,51.400002
2015-10-28,53.59
2015-10-29,53.02
2015-10-30,53.23
2015-11-02,53.93
2015-11-03,56.200001
2015-11-04,54.450001
2015-11-05,54.709998999999996
2015-11-06,56.73
2015-11-09,55.169998
2015-11-10,55.490002000000004
2015-11-11,57.0
2015-11-12,57.34
2015-11-13,57.91
2015-11-16,58.630001
2015-11-17,58.759997999999996
2015-11-18,59.900002
2015-11-19,59.610001000000004
2015-11-20,60.290001000000004
2015-11-23,59.380001
2015-11-24,58.91
2015-11-25,58.77
2015-11-27,59.169998
2015-11-30,58.59
2015-12-01,58.73
2015-12-02,57.130001
2015-12-03,56.080002
2015-12-04,58.91
2015-12-07,58.240002000000004
2015-12-08,56.380001
2015-12-09,54.169998
2015-12-10,57.220001
2015-12-11,55.830002
2015-12-14,54.240002000000004
2015-12-15,54.029999
2015-12-16,57.68
2015-12-17,57.34
2015-12-18,56.060001
2015-12-21,56.610001000000004
2015-12-22,56.02
2015-12-23,58.5
2015-12-24,60.0
2015-12-28,58.490002000000004
2015-12-29,59.32
2015-12-30,57.93
2015-12-31,58.700001
2016-01-04,54.810001
2016-01-05,55.639998999999996
2016-01-06,56.900002
2016-01-07,52.84
2016-01-08,50.869999
2016-01-11,50.360001000000004
2016-01-12,50.470001
2016-01-13,48.459998999999996
2016-01-14,49.080002
2016-01-15,48.290001000000004
2016-01-19,47.66
2016-01-20,47.73
2016-01-21,48.060001
2016-01-22,49.650002
2016-01-25,47.369999
2016-01-26,49.139998999999996
2016-01-27,46.889998999999996
2016-01-28,43.400002
2016-01-29,45.209998999999996
2016-02-01,44.73
2016-02-02,42.189999
2016-02-03,43.799999
2016-02-04,42.220001
2016-02-05,39.91
2016-02-08,37.459998999999996
2016-02-09,36.259997999999996
2016-02-10,36.27
2016-02-11,35.549999
2016-02-12,35.98
2016-02-16,37.419998
2016-02-17,39.080002
2016-02-18,37.900002
2016-02-19,38.57
2016-02-22,41.0
2016-02-23,40.990002000000004
2016-02-24,40.869999
2016-02-25,42.509997999999996
2016-02-26,43.779999
2016-02-29,44.68
2016-03-01,45.830002
2016-03-02,46.209998999999996
2016-03-03,48.450001
2016-03-04,47.59
2016-03-07,48.18
2016-03-08,46.119999
2016-03-09,47.720001
2016-03-10,47.360001000000004
2016-03-11,48.389998999999996
2016-03-14,47.700001
2016-03-15,46.32
2016-03-16,47.060001
2016-03-17,47.740002000000004
2016-03-18,48.169998
2016-03-21,46.259997999999996
2016-03-22,45.0
2016-03-23,43.450001
2016-03-24,42.560001
2016-03-28,43.669998
2016-03-29,44.990002000000004
2016-03-30,43.73
2016-03-31,44.27
2016-04-01,45.830002
2016-04-04,45.389998999999996
2016-04-05,45.02
2016-04-06,46.07
2016-04-07,45.959998999999996
2016-04-08,45.610001000000004
2016-04-11,45.869999
2016-04-12,46.189999
2016-04-13,47.560001
2016-04-14,47.52
2016-04-15,47.23
2016-04-18,49.07
2016-04-19,50.310001
2016-04-20,50.060001
2016-04-21,50.009997999999996
2016-04-22,50.849998
2016-04-25,50.419998
2016-04-26,51.419998
2016-04-27,51.360001000000004
2016-04-28,51.5
2016-04-29,51.330002
2016-05-02,52.529999
2016-05-03,54.07
2016-05-04,51.919998
2016-05-05,51.869999
2016-05-06,53.34
2016-05-09,53.220001
2016-05-10,53.599998
2016-05-11,52.799999
2016-05-12,50.759997999999996
2016-05-13,49.32
2016-05-16,51.200001
2016-05-17,49.389998999999996
2016-05-18,48.400002
2016-05-19,48.23
2016-05-20,49.790001000000004
2016-05-23,50.23
2016-05-24,51.450001
2016-05-25,51.779999
2016-05-26,52.32
2016-05-27,53.099998
2016-05-31,53.220001
2016-06-01,52.880001
2016-06-02,52.880001
2016-06-03,52.5
2016-06-06,53.0
2016-06-07,52.459998999999996
2016-06-08,53.349998
2016-06-09,52.860001000000004
2016-06-10,51.450001
2016-06-13,50.580002
2016-06-14,50.799999
2016-06-15,51.150002
2016-06-16,49.93
2016-06-17,48.41
2016-06-20,49.439999
2016-06-21,47.740002000000004
2016-06-22,47.689999
2016-06-23,49.599998
2016-06-24,47.18
2016-06-27,45.290001000000004
2016-06-28,45.369999
2016-06-29,48.290001000000004
2016-06-30,47.580002
2016-07-01,47.66
2016-07-05,46.630001
2016-07-06,46.849998
2016-07-07,48.759997999999996
2016-07-08,51.099998
2016-07-11,52.34
2016-07-12,52.869999
2016-07-13,53.009997999999996
2016-07-14,54.25
2016-07-15,53.5
2016-07-18,53.5
2016-07-19,53.700001
2016-07-20,55.09
2016-07-21,54.369999
2016-07-22,54.5
2016-07-25,54.139998999999996
2016-07-26,52.110001000000004
2016-07-27,52.09
2016-07-28,51.610001000000004
2016-07-29,50.549999
2016-08-01,50.279999
2016-08-02,49.32
2016-08-03,50.57
2016-08-04,51.52
2016-08-05,52.360001000000004
2016-08-08,52.110001000000004
2016-08-09,50.610001000000004
2016-08-10,50.52
2016-08-11,52.470001
2016-08-12,52.860001000000004
2016-08-15,54.5
2016-08-16,54.049999
2016-08-17,53.900002
2016-08-18,53.709998999999996
2016-08-19,53.529999
2016-08-22,53.77
2016-08-23,53.779999
2016-08-24,52.810001
2016-08-25,52.740002000000004
2016-08-26,51.509997999999996
2016-08-29,51.400002
2016-08-30,52.18
2016-08-31,52.720001
2016-09-01,52.720001
2016-09-02,54.220001
2016-09-06,54.560001
2016-09-07,54.27
2016-09-08,53.790001000000004
2016-09-09,52.740002000000004
2016-09-12,53.830002
2016-09-13,53.259997999999996
2016-09-14,53.240002000000004
2016-09-15,53.639998999999996
2016-09-16,53.52
2016-09-19,54.380001
2016-09-20,52.029999
2016-09-21,52.549999
2016-09-22,52.669998
2016-09-23,53.75
2016-09-26,53.73
2016-09-27,53.5
2016-09-28,55.119999
2016-09-29,55.450001
2016-09-30,57.709998999999996
2016-10-03,58.5
2016-10-04,58.080002
2016-10-05,58.400002
2016-10-06,58.549999
2016-10-07,58.240002000000004
2016-10-10,57.790001000000004
2016-10-11,56.669998
2016-10-12,55.82
2016-10-13,54.189999
2016-10-14,53.130001
2016-10-17,52.139998999999996
2016-10-18,51.900002
2016-10-19,52.919998
2016-10-20,52.049999
2016-10-21,51.98
2016-10-24,52.0
2016-10-25,50.950001
2016-10-26,50.5
2016-10-27,48.400002
2016-10-28,48.700001
2016-10-31,48.799999
2016-11-01,48.349998
2016-11-02,47.700001
2016-11-03,47.200001
2016-11-04,47.349998
2016-11-07,48.599998
2016-11-08,49.5
2016-11-09,51.0
2016-11-10,55.049999
2016-11-11,58.650002
2016-11-14,60.5
2016-11-15,59.200001
2016-11-16,59.299999
2016-11-17,58.950001
2016-11-18,59.0
2016-11-21,57.950001
2016-11-22,57.950001
2016-11-23,58.700001
2016-11-25,59.700001
2016-11-28,58.799999
2016-11-29,59.299999
2016-11-30,59.650002
2016-12-01,59.48
2016-12-02,59.200001
2016-12-05,59.450001
2016-12-06,62.700001
2016-12-07,63.5
2016-12-08,65.349998
2016-12-09,64.900002
2016-12-12,62.25
2016-12-13,63.099998
2016-12-14,63.700001
2016-12-15,62.5
2016-12-16,61.950001
2016-12-19,62.099998
2016-12-20,63.400002
2016-12-21,63.25
2016-12-22,62.599998
2016-12-23,62.900002
2016-12-27,63.849998
2016-12-28,63.299999
2016-12-29,63.75
2016-12-30,63.299999
2017-01-03,62.849998
2017-01-04,64.800003
2017-01-05,62.099998
2017-01-06,61.0
2017-01-09,60.400002
2017-01-10,60.450001
2017-01-11,65.0
2017-01-12,64.849998
2017-01-13,63.549999
2017-01-17,61.25
2017-01-18,62.650002
2017-01-19,62.950001
2017-01-20,62.599998
2017-01-23,61.75
2017-01-24,62.150002
2017-01-25,63.5
2017-01-26,63.200001
2017-01-27,63.650002
2017-01-30,64.550003
2017-01-31,65.400002
2017-02-01,67.400002
2017-02-02,66.0
2017-02-03,66.050003
2017-02-06,65.550003
2017-02-07,65.050003
2017-02-08,64.599998
2017-02-09,66.25
2017-02-10,67.550003
2017-02-13,68.099998
2017-02-14,68.150002
2017-02-15,68.5
2017-02-16,68.050003
2017-02-17,67.800003
2017-02-21,67.349998
2017-02-22,68.5
2017-02-23,69.5
2017-02-24,69.75
2017-02-27,70.199997
2017-02-28,68.949997
2017-03-01,73.150002
2017-03-02,70.800003
2017-03-03,72.300003
2017-03-06,73.099998
2017-03-07,73.050003
2017-03-08,71.800003
2017-03-09,71.0
2017-03-10,70.0
2017-03-13,69.75
2017-03-14,70.150002
2017-03-15,69.300003
2017-03-16,68.800003
2017-03-17,68.25
2017-03-20,68.150002
2017-03-21,66.849998
2017-03-22,68.400002
2017-03-23,69.699997
2017-03-24,69.800003
2017-03-27,69.150002
2017-03-28,68.599998
2017-03-29,68.5
2017-03-30,70.349998
2017-03-31,70.150002
2017-04-03,69.300003
2017-04-04,69.150002
2017-04-05,68.150002
2017-04-06,69.300003
2017-04-07,68.800003
2017-04-10,68.199997
2017-04-11,68.0
2017-04-12,67.050003
2017-04-13,66.0
2017-04-17,66.449997
2017-04-18,66.900002
2017-04-19,69.349998
2017-04-20,68.800003
2017-04-21,69.099998
2017-04-24,68.599998
2017-04-25,68.900002
2017-04-26,69.900002
2017-04-27,70.0
2017-04-28,69.0
2017-05-01,67.0
2017-05-02,64.75
2017-05-03,63.950001
2017-05-04,62.299999
2017-05-05,63.25
2017-05-08,61.200001
2017-05-09,63.400002
2017-05-10,61.5
2017-05-11,61.5
2017-05-12,59.099998
2017-05-15,58.349998
2017-05-16,57.299999
2017-05-17,56.450001
2017-05-18,56.900002
2017-05-19,57.599998
2017-05-22,57.549999
2017-05-23,57.900002
2017-05-24,58.799999
2017-05-25,57.5
2017-05-26,59.150002
2017-05-30,59.099998
2017-05-31,57.200001
2017-06-01,58.049999
2017-06-02,58.700001
2017-06-05,58.099998
2017-06-06,57.799999
2017-06-07,60.150002
2017-06-08,59.950001
2017-06-09,61.75
2017-06-12,62.400002
2017-06-13,62.900002
2017-06-14,62.150002
2017-06-15,62.799999
2017-06-16,62.5
2017-06-19,62.200001
2017-06-20,58.849998
2017-06-21,58.099998
2017-06-22,57.549999
2017-06-23,57.900002
2017-06-26,59.549999
2017-06-27,59.200001
2017-06-28,60.400002
2017-06-29,60.849998
2017-06-30,59.799999
2017-07-03,60.599998
2017-07-05,59.599998
2017-07-06,58.75
2017-07-07,59.450001
2017-07-10,59.450001
2017-07-11,60.5
2017-07-12,60.549999
2017-07-13,61.75
2017-07-14,63.150002
2017-07-17,63.349998
2017-07-18,62.799999
2017-07-19,63.099998
2017-07-20,64.650002
2017-07-21,64.550003
2017-07-24,66.050003
2017-07-25,66.0
2017-07-26,66.25
2017-07-27,66.25
2017-07-28,67.25
2017-07-31,65.400002
2017-08-01,66.800003
2017-08-02,65.25
2017-08-03,61.900002
2017-08-04,61.599998
2017-08-07,62.349998
2017-08-08,63.200001
2017-08-09,64.199997
2017-08-10,63.650002
2017-08-11,64.150002
2017-08-14,63.200001
2017-08-15,62.950001
2017-08-16,61.849998
2017-08-17,60.700001
2017-08-18,60.0
2017-08-21,60.299999
2017-08-22,60.75
2017-08-23,60.849998
2017-08-24,61.299999
2017-08-25,60.849998
2017-08-28,60.599998
2017-08-29,60.349998
2017-08-30,62.700001
2017-08-31,60.200001
2017-09-01,61.5
2017-09-05,60.700001
2017-09-06,60.900002
2017-09-07,59.150002
2017-09-08,59.099998
2017-09-11,58.75
2017-09-12,58.799999
2017-09-13,59.0
2017-09-14,57.049999
2017-09-15,57.799999
2017-09-18,59.950001
2017-09-19,60.0
2017-09-20,59.75
2017-09-21,59.25
2017-09-22,59.5
2017-09-25,60.5
2017-09-26,61.150002
2017-09-27,61.549999
2017-09-28,62.200001
2017-09-29,62.299999
2017-10-02,60.950001
2017-10-03,61.700001
2017-10-04,63.099998
2017-10-05,63.049999
2017-10-06,62.700001
2017-10-09,61.849998
2017-10-10,61.950001
2017-10-11,61.650002
2017-10-12,59.799999
2017-10-13,60.5
2017-10-16,60.75
2017-10-17,59.25
2017-10-18,59.599998
2017-10-19,60.099998
2017-10-20,61.25
2017-10-23,60.299999
2017-10-24,61.200001
2017-10-25,62.25
2017-10-26,63.950001
2017-10-27,63.400002
2017-10-30,62.799999
2017-10-31,63.799999
2017-11-01,64.199997
2017-11-02,63.650002
2017-11-03,63.049999
2017-11-06,65.300003
2017-11-07,65.25
2017-11-08,64.800003
2017-11-09,66.199997
2017-11-10,65.650002
2017-11-13,64.550003
2017-11-14,64.400002
2017-11-15,63.849998
2017-11-16,65.25
2017-11-17,65.949997
2017-11-20,66.449997
2017-11-21,66.550003
2017-11-22,66.75
2017-11-24,66.800003
2017-11-27,66.099998
2017-11-28,66.5
2017-11-29,67.5
2017-11-30,67.900002
2017-12-01,68.0
2017-12-04,70.75
2017-12-05,70.150002
2017-12-06,71.199997
2017-12-07,71.900002
2017-12-08,72.25
2017-12-11,71.849998
2017-12-12,72.150002
2017-12-13,72.449997
2017-12-14,74.550003
2017-12-15,75.300003
2017-12-18,76.349998
2017-12-19,77.849998
2017-12-20,79.800003
2017-12-21,79.5
2017-12-22,78.75
2017-12-26,79.75
2017-12-27,79.099998
2017-12-28,78.599998
2017-12-29,78.199997
2018-01-02,77.0
2018-01-03,75.599998
2018-01-04,74.199997
2018-01-05,73.449997
2018-01-08,75.199997
2018-01-09,76.0
2018-01-10,78.400002
2018-01-11,80.0
2018-01-12,79.449997
2018-01-16,79.699997
2018-01-17,79.800003
2018-01-18,80.849998
2018-01-19,81.75
2018-01-22,81.0
2018-01-23,79.400002
2018-01-24,78.650002
2018-01-25,78.550003
2018-01-26,79.199997
2018-01-29,78.849998
2018-01-30,77.800003
2018-01-31,75.099998
2018-02-01,76.199997
2018-02-02,74.599998
2018-02-05,73.050003
2018-02-06,73.150002
2018-02-07,71.949997
2018-02-08,71.349998
2018-02-09,71.050003
2018-02-12,73.300003
2018-02-13,74.5
2018-02-14,74.199997
2018-02-15,74.099998
2018-02-16,73.25
2018-02-20,74.0
2018-02-21,74.599998
2018-02-22,72.699997
2018-02-23,73.199997
2018-02-26,73.75
2018-02-27,73.550003
2018-02-28,71.449997
2018-03-01,69.5
2018-03-02,72.650002
2018-03-05,70.900002
2018-03-06,71.400002
2018-03-07,70.300003
2018-03-08,70.300003
2018-03-09,71.650002
2018-03-12,71.550003
2018-03-13,70.349998
2018-03-14,70.199997
2018-03-15,70.050003
2018-03-16,70.050003
2018-03-19,69.5
2018-03-20,68.25
2018-03-21,67.650002
2018-03-22,66.400002
2018-03-23,64.949997
2018-03-26,65.599998
2018-03-27,66.949997
2018-03-28,65.900002
2018-03-29,66.5
2018-04-02,64.050003
2018-04-03,64.349998
2018-04-04,64.849998
2018-04-05,64.699997
2018-04-06,65.25
2018-04-09,64.300003
2018-04-10,64.150002
2018-04-11,63.950001
2018-04-12,62.950001
2018-04-13,62.349998
2018-04-16,65.599998
2018-04-17,64.650002
2018-04-18,64.800003
2018-04-19,67.050003
2018-04-20,64.449997
2018-04-23,64.300003
2018-04-24,64.449997
2018-04-25,66.5
2018-04-26,64.800003
2018-04-27,62.75
2018-04-30,62.25
2018-05-01,63.150002
2018-05-02,62.400002
2018-05-03,61.200001
2018-05-04,62.150002
2018-05-07,63.650002
2018-05-08,62.349998
2018-05-09,63.900002
2018-05-10,63.549999
2018-05-11,65.099998
2018-05-14,66.449997
2018-05-15,67.199997
2018-05-16,68.199997
2018-05-17,68.199997
2018-05-18,69.129997
2018-05-21,69.650002
2018-05-22,69.400002
2018-05-23,67.099998
2018-05-24,67.349998
2018-05-25,67.0
2018-05-29,66.0
2018-05-30,66.650002
2018-05-31,66.300003
2018-06-01,66.849998
2018-06-04,66.900002
2018-06-05,66.050003
2018-06-06,67.5
2018-06-07,68.800003
2018-06-08,70.599998
2018-06-11,72.800003
2018-06-12,72.550003
2018-06-13,73.349998
2018-06-14,74.150002
2018-06-15,74.449997
2018-06-18,75.349998
2018-06-19,76.349998
2018-06-20,77.849998
2018-06-21,75.199997
