Date,ROSE
2016-08-09,10.1
2016-08-10,10.1
2016-08-11,10.1
2016-08-12,10.1
2016-08-15,10.09
2016-08-16,10.1
2016-08-17,10.1
2016-08-18,10.1
2016-08-19,10.1
2016-08-22,10.12
2016-08-23,10.05
2016-08-24,10.05
2016-08-25,10.12
2016-08-26,10.09
2016-08-29,10.03
2016-08-30,10.05
2016-08-31,10.05
2016-09-01,10.0
2016-09-02,10.0
2016-09-06,10.02
2016-09-07,10.04
2016-09-08,10.04
2016-09-09,10.08
2016-09-12,10.08
2016-09-13,10.08
2016-09-14,10.08
2016-09-15,10.08
2016-09-16,10.09
2016-09-19,10.09
2016-09-20,10.09
2016-09-21,10.04
2016-09-22,10.08
2016-09-23,10.09
2016-09-26,10.09
2016-09-27,10.1
2016-09-28,10.11
2016-09-29,10.121
2016-09-30,10.12
2016-10-03,10.1
2016-10-04,10.121
2016-10-05,10.11
2016-10-06,10.11
2016-10-07,10.12
2016-10-10,10.11
2016-10-11,10.11
2016-10-12,10.11
2016-10-13,10.11
2016-10-14,10.11
2016-10-17,10.1
2016-10-18,10.1
2016-10-19,10.1
2016-10-20,10.1
2016-10-21,10.1
2016-10-24,10.1
2016-10-25,10.1
2016-10-26,10.11
2016-10-27,10.11
2016-10-28,10.11
2016-10-31,10.13
2016-11-01,10.13
2016-11-02,10.13
2016-11-03,10.15
2016-11-04,10.15
2016-11-07,10.15
2016-11-08,10.15
2016-11-09,10.15
2016-11-10,10.15
2016-11-11,10.15
2016-11-14,10.15
2016-11-15,10.15
2016-11-16,10.12
2016-11-17,10.12
2016-11-18,10.12
2016-11-21,10.15
2016-11-22,10.15
2016-11-23,10.15
2016-11-25,10.14
2016-11-28,10.15
2016-11-29,10.15
2016-11-30,10.15
2016-12-01,10.15
2016-12-02,10.1
2016-12-05,10.1
2016-12-06,10.15
2016-12-07,10.175
2016-12-08,10.175
2016-12-09,10.175
2016-12-12,10.175
2016-12-13,10.175
2016-12-14,10.175
2016-12-15,10.16
2016-12-16,10.15
2016-12-19,10.15
2016-12-20,10.37
2016-12-21,10.38
2016-12-22,10.37
2016-12-23,10.365
2016-12-27,10.38
2016-12-28,10.38
2016-12-29,10.38
2016-12-30,10.38
2017-01-03,10.35
2017-01-04,10.39
2017-01-05,10.39
2017-01-06,10.38
2017-01-09,10.39
2017-01-10,10.38
2017-01-11,10.4
2017-01-12,10.4
2017-01-13,10.39
2017-01-17,10.42
2017-01-18,10.41
2017-01-19,10.4
2017-01-20,10.4
2017-01-23,10.4
2017-01-24,10.41
2017-01-25,10.4
2017-01-26,10.43
2017-01-27,10.45
2017-01-30,10.45
2017-01-31,10.45
2017-02-01,10.5
2017-02-02,10.5
2017-02-03,10.41
2017-02-06,10.44
2017-02-07,10.35
2017-02-08,10.4
2017-02-09,10.39
2017-02-10,10.38
2017-02-13,10.4
2017-02-14,10.39
2017-02-15,10.4
2017-02-16,10.4
2017-02-17,10.4
2017-02-21,10.4
2017-02-22,10.4
2017-02-23,10.4
2017-02-24,10.4
2017-02-27,10.4
2017-02-28,10.44
2017-03-01,10.44
2017-03-02,10.331
2017-03-03,10.331
2017-03-06,10.369
2017-03-07,10.4
2017-03-08,10.35
2017-03-09,10.32
2017-03-10,10.38
2017-03-13,10.38
2017-03-14,10.34
2017-03-15,10.38
2017-03-16,10.39
2017-03-17,10.38
2017-03-20,10.37
2017-03-21,10.27
2017-03-22,10.27
2017-03-23,10.38
2017-03-24,10.32
2017-03-27,10.3
2017-03-28,10.26
2017-03-29,10.26
2017-03-30,10.27
2017-03-31,10.328
2017-04-03,10.27
2017-04-04,10.34
2017-04-05,10.27
2017-04-06,10.39
2017-04-07,10.39
2017-04-10,10.32
2017-04-11,10.31
2017-04-12,10.368
2017-04-13,10.3
2017-04-17,10.25
2017-04-18,10.19
2017-04-19,10.42
2017-04-20,10.42
2017-04-21,10.4
2017-04-24,10.411
2017-04-25,10.549
2017-04-26,10.6
2017-04-27,10.464
2017-04-28,10.35
2017-05-01,10.36
2017-05-02,10.04
2017-05-03,10.06
2017-05-04,9.69
2017-05-05,8.25
2017-05-08,8.99
2017-05-09,9.02
2017-05-10,9.19
2017-05-11,8.94
2017-05-12,9.13
2017-05-15,8.88
2017-05-16,9.12
2017-05-17,9.1
2017-05-18,9.08
2017-05-19,9.07
2017-05-22,9.3
2017-05-23,9.18
2017-05-24,9.15
2017-05-25,9.25
2017-05-26,9.29
2017-05-30,9.12
2017-05-31,9.08
2017-06-01,8.51
2017-06-02,8.9
2017-06-05,8.9
2017-06-06,8.95
2017-06-07,8.04
2017-06-08,7.97
2017-06-09,8.19
2017-06-12,8.03
2017-06-13,8.47
2017-06-14,8.59
2017-06-15,8.7
2017-06-16,8.58
2017-06-19,8.6
2017-06-20,8.65
2017-06-21,8.57
2017-06-22,8.49
2017-06-23,8.4
2017-06-26,8.395
2017-06-27,8.46
2017-06-28,8.42
2017-06-29,8.39
2017-06-30,8.34
2017-07-03,8.48
2017-07-05,8.45
2017-07-06,8.2
2017-07-07,8.33
2017-07-10,8.34
2017-07-11,8.23
2017-07-12,8.13
2017-07-13,8.25
2017-07-14,8.07
2017-07-17,8.14
2017-07-18,8.0
2017-07-19,7.95
2017-07-20,7.96
2017-07-21,7.91
2017-07-24,7.93
2017-07-25,7.99
2017-07-26,7.9
2017-07-27,7.87
2017-07-28,7.76
2017-07-31,7.72
2017-08-01,7.52
2017-08-02,7.25
2017-08-03,7.02
2017-08-04,6.66
2017-08-07,6.41
2017-08-08,6.49
2017-08-09,6.26
2017-08-10,6.2
2017-08-11,5.94
2017-08-14,5.96
2017-08-15,5.84
2017-08-16,6.25
2017-08-17,6.03
2017-08-18,6.09
2017-08-21,6.48
2017-08-22,6.61
2017-08-23,6.43
2017-08-24,6.69
2017-08-25,7.16
2017-08-28,7.02
2017-08-29,6.57
2017-08-30,6.58
2017-08-31,6.47
2017-09-01,5.98
2017-09-05,5.9
2017-09-06,5.96
2017-09-07,5.95
2017-09-08,5.73
2017-09-11,5.78
2017-09-12,5.85
2017-09-13,5.88
2017-09-14,6.0
2017-09-15,6.01
2017-09-18,5.95
2017-09-19,5.93
2017-09-20,6.05
2017-09-21,5.98
2017-09-22,6.04
2017-09-25,6.0
2017-09-26,6.0
2017-09-27,6.17
2017-09-28,7.25
2017-09-29,8.23
2017-10-02,9.01
2017-10-03,8.94
2017-10-04,9.02
2017-10-05,9.41
2017-10-06,9.31
2017-10-09,10.05
2017-10-10,9.52
2017-10-11,10.03
2017-10-12,10.1
2017-10-13,10.53
2017-10-16,9.68
2017-10-17,9.38
2017-10-18,9.18
2017-10-19,9.55
2017-10-20,9.369
2017-10-23,8.99
2017-10-24,8.81
2017-10-25,8.68
2017-10-26,8.78
2017-10-27,9.16
2017-10-30,9.22
2017-10-31,9.72
2017-11-01,9.71
2017-11-02,9.89
2017-11-03,10.14
2017-11-06,10.54
2017-11-07,10.22
2017-11-08,10.13
2017-11-09,9.88
2017-11-10,10.13
2017-11-13,9.95
2017-11-14,9.69
2017-11-15,8.74
2017-11-16,9.03
2017-11-17,9.07
2017-11-20,9.33
2017-11-21,9.18
2017-11-22,8.94
2017-11-24,8.91
2017-11-27,8.92
2017-11-28,8.89
2017-11-29,8.92
2017-11-30,9.08
2017-12-01,8.98
2017-12-04,9.11
2017-12-05,8.88
2017-12-06,8.8
2017-12-07,8.57
2017-12-08,8.72
2017-12-11,8.96
2017-12-12,8.84
2017-12-13,8.88
2017-12-14,8.36
2017-12-15,8.71
2017-12-18,8.58
2017-12-19,8.46
2017-12-20,8.4
2017-12-21,8.27
2017-12-22,8.29
2017-12-26,8.04
2017-12-27,8.3
2017-12-28,8.26
2017-12-29,7.86
2018-01-02,7.88
2018-01-03,7.93
2018-01-04,7.94
2018-01-05,7.55
2018-01-08,7.95
2018-01-09,7.67
2018-01-10,7.57
2018-01-11,7.94
2018-01-12,7.99
2018-01-16,7.95
2018-01-17,7.96
2018-01-18,8.04
2018-01-19,8.0
2018-01-22,7.995
2018-01-23,8.36
2018-01-24,8.25
2018-01-25,8.0
2018-01-26,8.13
2018-01-29,8.15
2018-01-30,7.87
2018-01-31,7.83
2018-02-01,7.76
2018-02-02,7.16
2018-02-05,7.09
2018-02-06,7.11
2018-02-07,6.93
2018-02-08,6.35
2018-02-09,6.85
2018-02-12,7.4
2018-02-13,7.59
2018-02-14,7.95
2018-02-15,7.4
2018-02-16,7.15
2018-02-20,7.18
2018-02-21,6.9
2018-02-22,6.92
2018-02-23,7.13
2018-02-26,6.94
2018-02-27,6.76
2018-02-28,6.18
2018-03-01,6.37
2018-03-02,6.44
2018-03-05,6.54
2018-03-06,6.49
2018-03-07,6.24
2018-03-08,6.18
2018-03-09,5.99
2018-03-12,6.03
2018-03-13,6.41
2018-03-14,6.36
2018-03-15,6.39
2018-03-16,6.56
2018-03-19,6.69
2018-03-20,6.3
2018-03-21,6.97
2018-03-22,6.44
2018-03-23,6.26
2018-03-26,6.6
2018-03-27,6.36
2018-03-28,6.04
2018-03-29,5.87
2018-04-02,5.94
2018-04-03,5.9
2018-04-04,5.89
2018-04-05,6.27
2018-04-06,6.35
2018-04-09,6.49
2018-04-10,6.8
2018-04-11,6.56
2018-04-12,6.71
2018-04-13,6.89
2018-04-16,6.84
2018-04-17,6.76
2018-04-18,6.94
2018-04-19,7.38
2018-04-20,7.94
2018-04-23,8.0
2018-04-24,8.03
2018-04-25,8.15
2018-04-26,7.95
2018-04-27,7.89
2018-04-30,7.92
2018-05-01,7.93
2018-05-02,7.95
2018-05-03,7.43
2018-05-04,7.63
2018-05-07,7.76
2018-05-08,7.73
2018-05-09,7.86
2018-05-10,7.87
2018-05-11,7.25
2018-05-14,7.29
2018-05-15,7.75
2018-05-16,8.15
2018-05-17,8.1
2018-05-18,7.99
2018-05-21,8.05
2018-05-22,8.14
2018-05-23,7.97
2018-05-24,7.92
2018-05-25,7.87
2018-05-29,7.71
2018-05-30,7.62
2018-05-31,7.62
2018-06-01,7.61
2018-06-04,7.45
2018-06-05,7.18
2018-06-06,7.07
2018-06-07,7.33
2018-06-08,7.604
2018-06-11,7.5
2018-06-12,7.35
2018-06-13,7.66
2018-06-14,7.64
2018-06-15,7.47
2018-06-18,7.38
2018-06-19,7.83
2018-06-20,8.56
2018-06-21,8.58
2018-06-22,8.57
2018-06-25,8.1
2018-06-26,8.31
2018-06-27,8.27
2018-06-28,8.06
2018-06-29,8.12
2018-07-02,8.49
2018-07-03,8.59
2018-07-05,8.59
2018-07-06,8.59
2018-07-09,8.91
2018-07-10,8.39
2018-07-11,8.69
2018-07-12,9.15
2018-07-13,8.99
2018-07-16,9.14
2018-07-17,8.91
2018-07-18,8.95
2018-07-19,9.17
2018-07-20,9.18
2018-07-23,8.97
2018-07-24,8.76
2018-07-25,8.5
2018-07-26,8.73
2018-07-27,8.54
2018-07-30,8.7
2018-07-31,8.78
2018-08-01,8.54
2018-08-02,8.52
2018-08-03,8.36
2018-08-06,8.01
2018-08-07,7.88
2018-08-08,8.64
2018-08-09,8.6
2018-08-10,8.49
2018-08-13,8.5
2018-08-14,8.15
2018-08-15,7.63
2018-08-16,7.09
2018-08-17,6.68
2018-08-20,6.66
2018-08-21,7.14
2018-08-22,7.34
2018-08-23,7.28
2018-08-24,8.2
2018-08-27,8.33
2018-08-28,8.22
2018-08-29,8.09
2018-08-30,8.03
2018-08-31,7.98
2018-09-04,7.98
2018-09-05,7.55
2018-09-06,6.97
2018-09-07,6.81
2018-09-10,7.47
2018-09-11,7.9
2018-09-12,8.16
2018-09-13,8.34
2018-09-14,8.25
2018-09-17,8.13
2018-09-18,8.35
2018-09-19,8.45
2018-09-20,8.56
2018-09-21,8.05
2018-09-24,7.2
2018-09-25,7.25
2018-09-26,7.06
2018-09-27,6.85
2018-09-28,6.1
2018-10-01,6.0
2018-10-02,5.97
2018-10-03,6.19
2018-10-04,6.12
2018-10-05,6.19
2018-10-08,6.28
2018-10-09,6.44
2018-10-10,6.18
2018-10-11,5.8
2018-10-12,5.57
2018-10-15,5.56
2018-10-16,5.73
2018-10-17,5.65
2018-10-18,5.65
2018-10-19,5.82
2018-10-22,5.51
2018-10-23,5.34
2018-10-24,4.89
2018-10-25,4.91
2018-10-26,5.0
2018-10-29,4.82
2018-10-30,4.75
2018-10-31,5.26
2018-11-01,5.22
2018-11-02,4.94
2018-11-05,4.9
2018-11-06,4.82
2018-11-07,4.8
2018-11-08,4.5
2018-11-09,4.48
2018-11-12,4.45
2018-11-13,4.17
2018-11-14,4.28
2018-11-15,4.26
2018-11-16,4.29
2018-11-19,4.12
2018-11-20,3.98
2018-11-21,4.18
2018-11-23,3.99
2018-11-26,4.05
2018-11-27,3.9
2018-11-28,3.75
2018-11-29,3.93
2018-11-30,3.71
2018-12-03,3.77
2018-12-04,3.6
2018-12-06,3.32
2018-12-07,3.33
2018-12-10,3.0
2018-12-11,2.92
2018-12-12,2.96
2018-12-13,2.93
2018-12-14,2.71
2018-12-17,2.54
2018-12-18,2.25
2018-12-19,2.14
2018-12-20,2.37
2018-12-21,2.19
2018-12-24,2.18
2018-12-26,2.2
2018-12-27,2.22
2018-12-28,2.33
2018-12-31,2.23
2019-01-02,2.84
2019-01-03,3.15
2019-01-04,3.15
2019-01-07,3.22
2019-01-08,3.17
2019-01-09,3.29
2019-01-10,3.27
2019-01-11,3.07
2019-01-14,3.08
2019-01-15,3.04
2019-01-16,2.69
2019-01-17,2.75
2019-01-18,3.0
2019-01-22,2.93
2019-01-23,3.02
2019-01-24,3.3
2019-01-25,3.25
2019-01-28,3.27
2019-01-29,3.39
2019-01-30,3.68
2019-01-31,3.48
2019-02-01,3.43
2019-02-04,3.36
2019-02-05,3.21
2019-02-06,2.93
2019-02-07,2.69
2019-02-08,2.8
2019-02-11,2.76
2019-02-12,2.78
2019-02-13,2.9
2019-02-14,3.02
2019-02-15,3.11
2019-02-19,3.08
2019-02-20,3.1
2019-02-21,3.1
2019-02-22,3.05
2019-02-25,3.17
2019-02-26,3.18
2019-02-27,3.12
2019-02-28,3.03
2019-03-01,2.94
2019-03-04,2.92
2019-03-05,2.9
2019-03-06,2.79
2019-03-07,2.81
2019-03-08,3.19
2019-03-11,3.34
2019-03-12,3.33
2019-03-13,3.39
2019-03-14,3.44
2019-03-15,3.2
2019-03-18,3.22
2019-03-19,3.09
2019-03-20,3.26
2019-03-21,3.12
2019-03-22,2.92
2019-03-25,2.83
2019-03-26,3.07
2019-03-27,3.12
2019-03-28,3.23
2019-03-29,3.4
2019-04-01,3.44
2019-04-02,3.43
2019-04-03,3.18
2019-04-04,3.19
2019-04-05,3.1
2019-04-08,3.25
2019-04-09,3.81
2019-04-10,3.78
2019-04-11,3.58
2019-04-12,3.91
2019-04-15,4.18
2019-04-16,4.17
2019-04-17,4.17
2019-04-18,4.2
2019-04-22,4.81
2019-04-23,5.13
2019-04-24,4.99
2019-04-25,4.88
2019-04-26,4.52
2019-04-29,4.56
2019-04-30,4.71
2019-05-01,4.4
2019-05-02,4.35
2019-05-03,4.57
2019-05-06,4.59
2019-05-07,4.36
2019-05-08,4.53
2019-05-09,4.39
2019-05-10,4.38
2019-05-13,4.17
2019-05-14,3.99
2019-05-15,3.84
2019-05-16,3.99
2019-05-17,3.87
2019-05-20,3.88
2019-05-21,3.9
2019-05-22,3.74
2019-05-23,3.48
2019-05-24,3.17
2019-05-28,3.21
2019-05-29,3.19
2019-05-30,3.18
2019-05-31,3.09
2019-06-03,2.98
2019-06-04,3.0
2019-06-05,2.95
2019-06-06,3.0
2019-06-07,3.0
2019-06-10,3.08
2019-06-11,3.07
2019-06-12,3.03
2019-06-13,3.1
2019-06-14,3.03
2019-06-17,3.07
2019-06-18,3.16
2019-06-19,3.33
2019-06-20,3.69
2019-06-21,3.6
2019-06-24,3.61
2019-06-25,3.59
2019-06-26,3.67
2019-06-27,3.51
2019-06-28,3.7
2019-07-01,3.62
2019-07-02,3.49
2019-07-03,3.46
2019-07-05,3.46
2019-07-08,3.39
2019-07-09,3.3
2019-07-10,3.3
2019-07-11,3.11
2019-07-12,3.25
2019-07-15,3.2
2019-07-16,3.11
2019-07-17,3.09
2019-07-18,3.08
2019-07-19,3.06
2019-07-22,2.99
2019-07-23,2.88
2019-07-24,2.81
2019-07-25,2.74
2019-07-26,2.79
2019-07-29,2.75
2019-07-30,2.88
2019-07-31,2.82
2019-08-01,2.58
2019-08-02,2.64
2019-08-05,2.56
2019-08-06,2.37
2019-08-07,2.22
2019-08-08,2.3
2019-08-09,1.84
2019-08-12,1.82
2019-08-13,1.66
2019-08-14,1.6
2019-08-15,1.41
2019-08-16,1.41
2019-08-19,1.81
2019-08-20,1.71
2019-08-21,1.72
2019-08-22,1.67
2019-08-23,1.53
2019-08-26,1.75
2019-08-27,1.63
2019-08-28,1.61
2019-08-29,1.65
2019-08-30,1.55
2019-09-03,1.42
2019-09-04,1.52
2019-09-05,1.72
2019-09-06,1.71
2019-09-09,1.84
2019-09-10,1.88
2019-09-11,1.9
2019-09-12,1.77
2019-09-13,1.8
2019-09-16,1.93
2019-09-17,1.92
2019-09-18,1.84
2019-09-19,1.95
2019-09-20,1.98
2019-09-23,1.95
2019-09-24,1.82
2019-09-25,1.83
2019-09-26,1.77
2019-09-27,1.9
2019-09-30,1.95
2019-10-01,1.78
2019-10-02,1.71
2019-10-03,1.67
2019-10-04,1.66
2019-10-07,1.7
2019-10-08,1.58
2019-10-09,1.5
2019-10-10,1.48
2019-10-11,1.47
2019-10-14,1.44
2019-10-15,1.48
2019-10-16,1.45
2019-10-17,1.48
2019-10-18,1.43
2019-10-21,1.43
2019-10-22,1.44
2019-10-23,1.47
2019-10-24,1.47
2019-10-25,1.48
2019-10-28,1.64
2019-10-29,1.6
2019-10-30,1.59
2019-10-31,1.54
2019-11-01,1.63
2019-11-04,1.71
2019-11-05,1.79
2019-11-06,1.68
2019-11-07,1.67
2019-11-08,1.77
2019-11-11,1.66
2019-11-12,1.61
2019-11-13,1.49
2019-11-14,1.39
2019-11-15,1.35
2019-11-18,1.21
2019-11-19,1.14
2019-11-20,1.19
2019-11-21,1.24
2019-11-22,1.16
2019-11-25,1.09
2019-11-26,1.06
2019-11-27,1.12
2019-11-29,1.17
2019-12-02,1.12
2019-12-03,1.01
2019-12-04,1.02
2019-12-05,1.01
2019-12-06,1.08
2019-12-09,1.09
2019-12-10,1.14
2019-12-11,1.23
2019-12-12,1.4
2019-12-13,1.23
2019-12-16,1.195
2019-12-17,1.25
2019-12-18,1.3
2019-12-19,1.28
2019-12-20,1.18
2019-12-23,1.18
2019-12-24,1.22
2019-12-26,1.11
2019-12-27,1.21
2019-12-30,1.22
2019-12-31,1.28
2020-01-02,1.34
2020-01-03,1.35
2020-01-06,1.47
2020-01-07,1.48
2020-01-08,1.37
2020-01-09,1.2
2020-01-10,1.26
2020-01-13,1.25
2020-01-14,1.26
2020-01-15,1.24
2020-01-16,1.28
2020-01-17,1.22
2020-01-21,1.2
2020-01-22,1.22
2020-01-23,1.25
2020-01-24,1.29
2020-01-27,1.21
2020-01-28,1.17
2020-01-29,1.1
2020-01-30,1.09
2020-01-31,1.06
2020-02-03,1.12
2020-02-04,1.06
2020-02-05,1.09
2020-02-06,1.05
2020-02-07,0.91
2020-02-10,0.88
2020-02-11,0.819
2020-02-12,0.977
2020-02-13,0.857
2020-02-14,0.884
2020-02-18,0.841
2020-02-19,0.88
2020-02-20,0.901
2020-02-21,0.89
2020-02-24,0.82
2020-02-25,0.771
2020-02-26,0.81
2020-02-27,0.789
2020-02-28,0.772
2020-03-02,0.884
2020-03-03,0.913
2020-03-04,0.92
2020-03-05,0.902
2020-03-06,0.83
2020-03-09,0.63
2020-03-10,0.651
2020-03-11,0.656
2020-03-12,0.524
2020-03-13,0.55
2020-03-16,0.443
2020-03-17,0.44
2020-03-18,0.32
2020-03-19,0.463
2020-03-20,0.29
2020-03-23,0.25
2020-03-24,0.33
2020-03-25,0.33
2020-03-26,0.3
2020-03-27,0.29
2020-03-30,0.27
2020-03-31,0.41
2020-04-01,0.31
2020-04-02,0.36
2020-04-03,0.384
2020-04-06,0.349
2020-04-07,0.343
2020-04-08,0.4
2020-04-09,0.391
2020-04-13,0.379
2020-04-14,0.318
2020-04-15,0.287
2020-04-16,0.305
2020-04-17,0.324
2020-04-20,0.285
2020-04-21,0.309
2020-04-22,0.329
2020-04-23,0.382
2020-04-24,0.362
2020-04-27,0.348
2020-04-28,0.364
2020-04-29,0.405
2020-04-30,0.456
2020-05-01,0.42
2020-05-04,0.439
2020-05-05,0.418
2020-05-06,0.373
2020-05-07,0.37
2020-05-08,0.365
