Date,CWEN
2016-06-06,15.96
2016-06-07,16.209999
2016-06-08,16.67
2016-06-09,16.58
2016-06-10,15.82
2016-06-13,15.6
2016-06-14,15.18
2016-06-15,14.95
2016-06-16,14.73
2016-06-17,14.98
2016-06-20,14.82
2016-06-21,14.53
2016-06-22,14.48
2016-06-23,14.91
2016-06-24,14.7
2016-06-27,14.59
2016-06-28,15.2
2016-06-29,15.64
2016-06-30,15.59
2016-07-01,16.0
2016-07-05,15.72
2016-07-06,15.56
2016-07-07,15.52
2016-07-08,15.84
2016-07-11,16.290001
2016-07-12,16.18
2016-07-13,15.96
2016-07-14,16.1
2016-07-15,16.540001
2016-07-18,16.639999
2016-07-19,16.57
2016-07-20,17.309998999999998
2016-07-21,17.6
2016-07-22,17.469998999999998
2016-07-25,18.27
2016-07-26,18.290001
2016-07-27,17.9
2016-07-28,17.959999
2016-07-29,17.940001000000002
2016-08-01,17.559998999999998
2016-08-02,17.52
2016-08-03,17.959999
2016-08-04,18.02
2016-08-05,18.08
2016-08-08,17.77
2016-08-09,17.18
2016-08-10,17.09
2016-08-11,17.66
2016-08-12,17.549999
2016-08-15,17.559998999999998
2016-08-16,17.07
2016-08-17,16.799999
2016-08-18,16.75
2016-08-19,16.889999
2016-08-22,16.91
2016-08-23,17.299999
2016-08-24,17.290001
2016-08-25,17.440001000000002
2016-08-26,17.52
2016-08-29,17.639999
2016-08-30,17.049999
2016-08-31,16.84
2016-09-01,17.1
2016-09-02,17.459999
2016-09-06,17.67
2016-09-07,18.110001
2016-09-08,18.209999
2016-09-09,17.25
2016-09-12,17.51
2016-09-13,16.5
2016-09-14,17.059998999999998
2016-09-15,17.280001000000002
2016-09-16,16.700001
2016-09-19,17.18
2016-09-20,17.129998999999998
2016-09-21,17.719998999999998
2016-09-22,17.639999
2016-09-23,17.48
2016-09-26,17.120001000000002
2016-09-27,17.139999
2016-09-28,17.24
2016-09-29,17.16
2016-09-30,16.959999
2016-10-03,16.51
2016-10-04,16.139999
2016-10-05,16.309998999999998
2016-10-06,16.110001
2016-10-07,15.79
2016-10-10,15.75
2016-10-11,15.75
2016-10-12,15.55
2016-10-13,15.4
2016-10-14,15.45
2016-10-17,15.4
2016-10-18,15.75
2016-10-19,15.95
2016-10-20,15.95
2016-10-21,16.15
2016-10-24,15.7
2016-10-25,15.8
2016-10-26,15.45
2016-10-27,15.3
2016-10-28,15.1
2016-10-31,15.4
2016-11-01,15.4
2016-11-02,14.75
2016-11-03,15.05
2016-11-04,15.5
2016-11-07,16.0
2016-11-08,16.0
2016-11-09,14.5
2016-11-10,14.55
2016-11-11,15.0
2016-11-14,15.3
2016-11-15,15.4
2016-11-16,15.2
2016-11-17,15.5
2016-11-18,15.5
2016-11-21,15.5
2016-11-22,15.9
2016-11-23,16.25
2016-11-25,16.1
2016-11-28,16.35
2016-11-29,15.65
2016-11-30,15.35
2016-12-01,15.05
2016-12-02,14.9
2016-12-05,15.05
2016-12-06,15.2
2016-12-07,15.6
2016-12-08,15.9
2016-12-09,16.049999
2016-12-12,15.85
2016-12-13,16.0
2016-12-14,15.75
2016-12-15,15.7
2016-12-16,15.6
2016-12-19,15.75
2016-12-20,15.9
2016-12-21,15.75
2016-12-22,15.7
2016-12-23,15.8
2016-12-27,15.9
2016-12-28,16.0
2016-12-29,16.15
2016-12-30,15.8
2017-01-03,15.7
2017-01-04,15.85
2017-01-05,15.9
2017-01-06,15.9
2017-01-09,15.8
2017-01-10,15.9
2017-01-11,16.0
2017-01-12,15.65
2017-01-13,15.65
2017-01-17,16.6
2017-01-18,16.549999
2017-01-19,16.5
2017-01-20,16.85
2017-01-23,17.0
2017-01-24,17.200001
2017-01-25,17.299999
2017-01-26,16.9
2017-01-27,16.6
2017-01-30,16.5
2017-01-31,16.950001
2017-02-01,16.799999
2017-02-02,16.700001
2017-02-03,17.25
2017-02-06,17.0
2017-02-07,16.9
2017-02-08,17.4
2017-02-09,17.450001
2017-02-10,17.6
2017-02-13,17.450001
2017-02-14,17.75
2017-02-15,17.799999
2017-02-16,17.65
2017-02-17,17.5
2017-02-21,17.799999
2017-02-22,17.700001
2017-02-23,17.9
2017-02-24,18.0
2017-02-27,17.549999
2017-02-28,17.4
2017-03-01,17.15
2017-03-02,17.1
2017-03-03,17.1
2017-03-06,16.9
2017-03-07,16.65
2017-03-08,16.5
2017-03-09,16.700001
2017-03-10,16.5
2017-03-13,16.5
2017-03-14,16.5
2017-03-15,16.950001
2017-03-16,17.1
2017-03-17,17.049999
2017-03-20,16.950001
2017-03-21,16.9
2017-03-22,16.75
2017-03-23,16.799999
2017-03-24,16.950001
2017-03-27,17.15
2017-03-28,17.299999
2017-03-29,17.450001
2017-03-30,17.6
2017-03-31,17.700001
2017-04-03,17.299999
2017-04-04,17.5
2017-04-05,17.5
2017-04-06,17.5
2017-04-07,17.35
2017-04-10,17.549999
2017-04-11,17.75
2017-04-12,17.85
2017-04-13,17.200001
2017-04-17,17.5
2017-04-18,17.4
2017-04-19,17.200001
2017-04-20,17.299999
2017-04-21,17.450001
2017-04-24,17.549999
2017-04-25,17.549999
2017-04-26,17.549999
2017-04-27,17.6
2017-04-28,17.700001
2017-05-01,17.25
2017-05-02,17.299999
2017-05-03,16.85
2017-05-04,16.65
2017-05-05,17.1
2017-05-08,17.049999
2017-05-09,17.0
2017-05-10,17.15
2017-05-11,17.1
2017-05-12,17.1
2017-05-15,17.299999
2017-05-16,17.200001
2017-05-17,17.15
2017-05-18,17.049999
2017-05-19,17.4
2017-05-22,17.75
2017-05-23,17.6
2017-05-24,18.0
2017-05-25,18.049999
2017-05-26,18.35
2017-05-30,17.85
2017-05-31,17.700001
2017-06-01,18.0
2017-06-02,17.9
2017-06-05,17.65
2017-06-06,17.65
2017-06-07,17.549999
2017-06-08,17.700001
2017-06-09,17.75
2017-06-12,17.6
2017-06-13,17.700001
2017-06-14,17.5
2017-06-15,17.5
2017-06-16,17.549999
2017-06-19,17.299999
2017-06-20,17.35
2017-06-21,17.25
2017-06-22,18.200001
2017-06-23,17.799999
2017-06-26,18.1
2017-06-27,17.9
2017-06-28,17.799999
2017-06-29,17.700001
2017-06-30,17.6
2017-07-03,17.4
2017-07-05,17.299999
2017-07-06,17.15
2017-07-07,17.1
2017-07-10,17.4
2017-07-11,17.15
2017-07-12,17.6
2017-07-13,17.450001
2017-07-14,17.9
2017-07-17,18.15
2017-07-18,18.299999
2017-07-19,18.450001
2017-07-20,18.5
2017-07-21,18.450001
2017-07-24,18.6
2017-07-25,18.4
2017-07-26,18.450001
2017-07-27,18.6
2017-07-28,18.549999
2017-07-31,18.6
2017-08-01,18.549999
2017-08-02,18.25
2017-08-03,18.4
2017-08-04,18.9
2017-08-07,18.450001
2017-08-08,18.35
2017-08-09,18.299999
2017-08-10,18.549999
2017-08-11,18.549999
2017-08-14,18.799999
2017-08-15,18.85
2017-08-16,18.799999
2017-08-17,18.1
2017-08-18,18.4
2017-08-21,18.6
2017-08-22,18.9
2017-08-23,18.950001
2017-08-24,18.9
2017-08-25,18.85
2017-08-28,18.6
2017-08-29,18.65
2017-08-30,18.25
2017-08-31,18.5
2017-09-01,18.700001
2017-09-05,18.700001
2017-09-06,18.4
2017-09-07,18.1
2017-09-08,18.4
2017-09-11,18.6
2017-09-12,18.450001
2017-09-13,18.5
2017-09-14,18.75
2017-09-15,18.950001
2017-09-18,18.75
2017-09-19,18.799999
2017-09-20,19.0
2017-09-21,19.15
2017-09-22,19.4
2017-09-25,19.6
2017-09-26,19.6
2017-09-27,19.549999
2017-09-28,19.6
2017-09-29,19.299999
2017-10-02,18.950001
2017-10-03,18.950001
2017-10-04,18.549999
2017-10-05,18.799999
2017-10-06,18.85
2017-10-09,18.9
2017-10-10,19.0
2017-10-11,18.65
2017-10-12,19.1
2017-10-13,19.15
2017-10-16,18.950001
2017-10-17,18.950001
2017-10-18,19.0
2017-10-19,18.85
2017-10-20,18.950001
2017-10-23,18.65
2017-10-24,18.75
2017-10-25,18.65
2017-10-26,18.549999
2017-10-27,18.700001
2017-10-30,18.549999
2017-10-31,18.6
2017-11-01,18.5
2017-11-02,18.6
2017-11-03,19.299999
2017-11-06,19.25
2017-11-07,19.6
2017-11-08,19.549999
2017-11-09,19.6
2017-11-10,19.549999
2017-11-13,19.65
2017-11-14,19.950001
2017-11-15,19.700001
2017-11-16,19.75
2017-11-17,19.700001
2017-11-20,19.4
2017-11-21,19.25
2017-11-22,19.549999
2017-11-24,19.6
2017-11-27,19.6
2017-11-28,19.75
2017-11-29,19.65
2017-11-30,19.049999
2017-12-01,19.15
2017-12-04,18.6
2017-12-05,18.549999
2017-12-06,18.450001
2017-12-07,18.5
2017-12-08,18.549999
2017-12-11,18.799999
2017-12-12,18.700001
2017-12-13,18.700001
2017-12-14,18.75
2017-12-15,18.6
2017-12-18,18.799999
2017-12-19,18.6
2017-12-20,18.450001
2017-12-21,18.65
2017-12-22,18.700001
2017-12-26,18.799999
2017-12-27,18.799999
2017-12-28,18.9
2017-12-29,18.9
2018-01-02,19.4
2018-01-03,19.200001
2018-01-04,18.9
2018-01-05,19.0
2018-01-08,19.200001
2018-01-09,18.950001
2018-01-10,18.6
2018-01-11,18.799999
2018-01-12,18.700001
2018-01-16,18.450001
2018-01-17,18.4
2018-01-18,18.5
2018-01-19,18.549999
2018-01-22,18.700001
2018-01-23,19.15
2018-01-24,19.1
2018-01-25,19.25
2018-01-26,19.15
2018-01-29,18.85
2018-01-30,18.9
2018-01-31,18.9
2018-02-01,18.85
2018-02-02,18.450001
2018-02-05,17.9
2018-02-06,17.15
2018-02-07,16.4
2018-02-08,16.799999
2018-02-09,16.85
2018-02-12,16.549999
2018-02-13,16.549999
2018-02-14,16.299999
2018-02-15,16.35
2018-02-16,16.65
2018-02-20,16.35
2018-02-21,15.85
2018-02-22,16.1
2018-02-23,16.700001
2018-02-26,16.450001
2018-02-27,16.200001
2018-02-28,15.65
2018-03-01,16.4
2018-03-02,16.4
2018-03-05,16.299999
2018-03-06,16.35
2018-03-07,16.4
2018-03-08,16.5
2018-03-09,16.75
2018-03-12,16.950001
2018-03-13,16.799999
2018-03-14,17.1
2018-03-15,16.9
2018-03-16,17.0
2018-03-19,17.25
2018-03-20,17.299999
2018-03-21,17.25
2018-03-22,17.4
2018-03-23,17.0
2018-03-26,17.25
2018-03-27,17.049999
2018-03-28,17.200001
2018-03-29,17.0
2018-04-02,16.950001
2018-04-03,17.1
2018-04-04,17.200001
2018-04-05,17.35
2018-04-06,17.25
2018-04-09,17.5
2018-04-10,17.299999
2018-04-11,17.299999
2018-04-12,16.950001
2018-04-13,17.1
2018-04-16,17.450001
2018-04-17,17.65
2018-04-18,17.6
2018-04-19,17.65
2018-04-20,17.65
2018-04-23,17.75
2018-04-24,17.799999
2018-04-25,17.65
2018-04-26,17.9
2018-04-27,17.950001
2018-04-30,17.799999
2018-05-01,17.799999
2018-05-02,17.75
2018-05-03,18.1
2018-05-04,18.35
2018-05-07,18.35
2018-05-08,17.65
2018-05-09,17.5
2018-05-10,17.85
2018-05-11,17.75
2018-05-14,17.799999
2018-05-15,17.65
2018-05-16,17.549999
2018-05-17,17.4
2018-05-18,17.5
2018-05-21,17.549999
2018-05-22,17.6
2018-05-23,17.65
2018-05-24,17.85
2018-05-25,18.0
2018-05-29,17.950001
2018-05-30,17.950001
2018-05-31,17.5
2018-06-01,17.200001
2018-06-04,17.5
2018-06-05,17.25
2018-06-06,17.1
2018-06-07,17.15
2018-06-08,17.049999
2018-06-11,17.200001
2018-06-12,17.6
2018-06-13,17.549999
2018-06-14,17.35
2018-06-15,17.25
2018-06-18,17.4
2018-06-19,17.25
2018-06-20,17.0
2018-06-21,16.950001
2018-06-22,17.200001
2018-06-25,17.35
2018-06-26,17.4
2018-06-27,17.299999
2018-06-28,17.299999
2018-06-29,17.200001
2018-07-02,17.35
2018-07-03,17.549999
2018-07-05,17.6
2018-07-06,17.85
2018-07-09,17.450001
2018-07-10,17.549999
2018-07-11,17.549999
2018-07-12,17.75
2018-07-13,17.9
2018-07-16,18.15
2018-07-17,18.1
2018-07-18,17.950001
2018-07-19,18.15
2018-07-20,17.9
2018-07-23,18.0
2018-07-24,17.950001
2018-07-25,17.85
2018-07-26,18.15
2018-07-27,18.049999
2018-07-30,18.200001
2018-07-31,18.6
2018-08-01,18.450001
2018-08-02,18.85
2018-08-03,18.299999
2018-08-06,18.65
2018-08-07,18.6
2018-08-08,18.799999
2018-08-09,19.1
2018-08-10,19.0
2018-08-13,19.049999
2018-08-14,19.450001
2018-08-15,19.6
2018-08-16,19.85
2018-08-17,19.9
2018-08-20,20.35
2018-08-21,20.25
2018-08-22,20.15
2018-08-23,20.049999
2018-08-24,20.4
2018-08-27,20.5
2018-08-28,20.200001
2018-08-29,20.1
2018-08-30,20.4
2018-08-31,19.85
2018-09-04,20.1
2018-09-05,20.0
2018-09-06,20.1
2018-09-07,19.799999
2018-09-10,19.700001
2018-09-11,19.799999
2018-09-12,20.1
2018-09-13,20.200001
2018-09-14,20.1
2018-09-17,20.15
2018-09-18,20.200001
2018-09-19,19.799999
2018-09-20,19.950001
2018-09-21,20.0
2018-09-24,19.85
2018-09-25,19.200001
2018-09-26,19.1
2018-09-27,19.1
2018-09-28,19.25
2018-10-01,19.280001000000002
2018-10-02,19.469998999999998
2018-10-03,19.530001000000002
2018-10-04,19.43
2018-10-05,19.530001000000002
2018-10-08,19.700001
2018-10-09,19.85
2018-10-10,19.66
2018-10-11,19.459999
2018-10-12,19.549999
2018-10-15,19.65
2018-10-16,19.9
2018-10-17,19.719998999999998
2018-10-18,19.620001000000002
2018-10-19,19.780001000000002
2018-10-22,19.860001
2018-10-23,19.6
2018-10-24,19.549999
2018-10-25,19.639999
2018-10-26,19.4
2018-10-29,19.33
2018-10-30,19.6
2018-10-31,19.610001
2018-11-01,19.57
2018-11-02,19.49
2018-11-05,19.700001
2018-11-06,19.610001
2018-11-07,19.700001
2018-11-08,19.860001
2018-11-09,19.790001
2018-11-12,19.610001
2018-11-13,19.110001
2018-11-14,17.09
2018-11-15,16.370001000000002
2018-11-16,17.99
2018-11-19,18.23
2018-11-20,17.99
2018-11-21,17.969998999999998
2018-11-23,18.01
2018-11-26,18.120001000000002
2018-11-27,18.219998999999998
2018-11-28,18.27
2018-11-29,18.299999
2018-11-30,18.26
2018-12-03,18.280001000000002
2018-12-04,18.1
2018-12-06,18.18
2018-12-07,18.23
2018-12-10,18.049999
2018-12-11,17.98
2018-12-12,18.0
2018-12-13,18.280001000000002
2018-12-14,18.24
2018-12-17,17.43
2018-12-18,17.309998999999998
2018-12-19,17.17
2018-12-20,16.85
2018-12-21,16.59
2018-12-24,16.01
2018-12-26,16.9
2018-12-27,16.809998999999998
2018-12-28,17.209999
2018-12-31,17.25
2019-01-02,17.200001
2019-01-03,17.0
2019-01-04,17.629998999999998
2019-01-07,16.92
2019-01-08,15.98
2019-01-09,16.08
2019-01-10,16.440001000000002
2019-01-11,16.24
2019-01-14,14.3
2019-01-15,14.09
2019-01-16,14.38
2019-01-17,15.02
2019-01-18,15.35
2019-01-22,15.17
2019-01-23,15.55
2019-01-24,16.15
2019-01-25,15.14
2019-01-28,15.25
2019-01-29,15.28
2019-01-30,14.8
2019-01-31,15.09
2019-02-01,15.1
2019-02-04,15.04
2019-02-05,14.24
2019-02-06,14.25
2019-02-07,14.4
2019-02-08,14.43
2019-02-11,14.64
2019-02-12,14.68
2019-02-13,13.4
2019-02-14,14.15
2019-02-15,14.51
2019-02-19,14.29
2019-02-20,14.23
2019-02-21,14.44
2019-02-22,14.6
2019-02-25,14.54
2019-02-26,14.5
2019-02-27,14.83
2019-02-28,14.99
2019-03-01,14.51
2019-03-04,14.81
2019-03-05,14.79
2019-03-06,15.11
2019-03-07,14.85
2019-03-08,14.76
2019-03-11,15.2
2019-03-12,15.16
2019-03-13,14.95
2019-03-14,14.69
2019-03-15,14.72
2019-03-18,14.73
2019-03-19,14.5
2019-03-20,14.49
2019-03-21,14.78
2019-03-22,14.7
2019-03-25,14.73
2019-03-26,14.94
2019-03-27,14.95
2019-03-28,14.96
2019-03-29,15.11
2019-04-01,14.96
2019-04-02,15.13
2019-04-03,15.11
2019-04-04,15.16
2019-04-05,15.15
2019-04-08,15.07
2019-04-09,15.0
2019-04-10,15.21
2019-04-11,15.39
2019-04-12,15.85
2019-04-15,16.01
2019-04-16,15.94
2019-04-17,16.01
2019-04-18,16.02
2019-04-22,15.81
2019-04-23,15.76
2019-04-24,15.93
2019-04-25,15.92
2019-04-26,16.120001000000002
2019-04-29,15.8
2019-04-30,15.87
2019-05-01,15.67
2019-05-02,15.54
2019-05-03,15.79
2019-05-06,15.63
2019-05-07,15.57
2019-05-08,15.59
2019-05-09,15.63
2019-05-10,15.66
2019-05-13,15.34
2019-05-14,15.29
2019-05-15,15.5
2019-05-16,15.53
2019-05-17,15.56
2019-05-20,15.55
2019-05-21,15.57
2019-05-22,15.52
2019-05-23,15.52
2019-05-24,15.6
2019-05-28,15.58
2019-05-29,15.19
2019-05-30,15.15
2019-05-31,15.0
2019-06-03,15.43
2019-06-04,15.88
2019-06-05,15.81
2019-06-06,16.129998999999998
2019-06-07,16.1
2019-06-10,15.91
2019-06-11,16.059998999999998
2019-06-12,16.02
2019-06-13,15.98
2019-06-14,16.110001
2019-06-17,16.299999
2019-06-18,16.34
2019-06-19,16.6
2019-06-20,17.0
2019-06-21,16.92
2019-06-24,16.969998999999998
2019-06-25,16.889999
2019-06-26,16.280001000000002
2019-06-27,16.9
2019-06-28,16.860001
2019-07-01,16.940001000000002
2019-07-02,17.049999
2019-07-03,17.23
2019-07-05,17.18
2019-07-08,17.24
2019-07-09,17.440001000000002
2019-07-10,17.26
2019-07-11,17.33
2019-07-12,17.09
2019-07-15,17.17
2019-07-16,17.27
2019-07-17,17.389999
2019-07-18,17.49
2019-07-19,17.860001
2019-07-22,18.049999
2019-07-23,18.08
2019-07-24,18.23
2019-07-25,18.0
2019-07-26,18.049999
2019-07-29,18.08
2019-07-30,18.25
2019-07-31,18.02
2019-08-01,18.059998999999998
2019-08-02,18.18
2019-08-05,17.639999
2019-08-06,17.059998999999998
2019-08-07,16.860001
2019-08-08,17.200001
2019-08-09,17.4
2019-08-12,17.34
2019-08-13,17.91
2019-08-14,17.559998999999998
2019-08-15,17.57
2019-08-16,17.9
2019-08-19,17.52
2019-08-20,17.620001000000002
2019-08-21,17.66
2019-08-22,17.790001
2019-08-23,17.389999
2019-08-26,17.48
2019-08-27,17.33
2019-08-28,17.559998999999998
2019-08-29,17.75
2019-08-30,17.700001
2019-09-03,17.73
2019-09-04,17.790001
2019-09-05,17.82
2019-09-06,17.59
2019-09-09,17.57
2019-09-10,17.950001
2019-09-11,18.43
2019-09-12,18.25
2019-09-13,18.190001000000002
2019-09-16,17.950001
2019-09-17,18.200001
2019-09-18,18.17
2019-09-19,18.110001
2019-09-20,18.049999
2019-09-23,17.870001000000002
2019-09-24,17.68
2019-09-25,18.01
2019-09-26,18.24
2019-09-27,18.200001
2019-09-30,18.25
2019-10-01,18.1
2019-10-02,18.059998999999998
2019-10-03,18.5
2019-10-04,19.299999
2019-10-07,19.4
2019-10-08,19.219998999999998
2019-10-09,19.24
2019-10-10,19.25
2019-10-11,19.4
2019-10-14,19.309998999999998
2019-10-15,19.4
2019-10-16,19.4
2019-10-17,19.6
2019-10-18,19.91
2019-10-21,20.059998999999998
2019-10-22,20.09
2019-10-23,20.34
2019-10-24,20.15
2019-10-25,19.33
2019-10-28,17.040001
2019-10-29,17.549999
2019-10-30,18.15
2019-10-31,18.129998999999998
2019-11-01,18.549999
2019-11-04,18.799999
2019-11-05,18.940001000000002
2019-11-06,19.07
2019-11-07,19.450001
2019-11-08,19.5
2019-11-11,19.6
2019-11-12,19.67
2019-11-13,19.34
2019-11-14,19.870001000000002
2019-11-15,19.75
2019-11-18,19.549999
2019-11-19,19.469998999999998
2019-11-20,19.4
2019-11-21,19.25
2019-11-22,19.299999
2019-11-25,19.35
2019-11-26,19.77
2019-11-27,19.950001
2019-11-29,19.83
2019-12-02,19.299999
2019-12-03,19.110001
2019-12-04,19.200001
2019-12-05,19.379998999999998
2019-12-06,19.25
2019-12-09,19.57
2019-12-10,19.74
2019-12-11,19.629998999999998
2019-12-12,19.459999
2019-12-13,19.33
2019-12-16,19.67
2019-12-17,19.360001
2019-12-18,19.450001
2019-12-19,19.639999
2019-12-20,19.99
2019-12-23,19.85
2019-12-24,19.68
2019-12-26,19.85
2019-12-27,20.02
2019-12-30,20.1
2019-12-31,19.950001
2020-01-02,20.049999
2020-01-03,20.01
2020-01-06,20.07
2020-01-07,19.98
2020-01-08,20.200001
2020-01-09,20.280001000000002
2020-01-10,20.110001
2020-01-13,20.15
2020-01-14,20.719998999999998
2020-01-15,21.469998999999998
2020-01-16,21.610001
2020-01-17,21.610001
2020-01-21,21.68
2020-01-22,21.219998999999998
2020-01-23,21.190001000000002
2020-01-24,21.299999
2020-01-27,21.23
2020-01-28,21.34
2020-01-29,21.450001
2020-01-30,21.540001
2020-01-31,21.17
2020-02-03,21.52
2020-02-04,21.309998999999998
2020-02-05,21.790001
2020-02-06,21.620001000000002
2020-02-07,21.57
2020-02-10,21.379998999999998
2020-02-11,21.77
2020-02-12,22.0
2020-02-13,21.99
2020-02-14,22.0
2020-02-18,22.26
2020-02-19,23.110001
2020-02-20,23.0
2020-02-21,22.870001000000002
2020-02-24,22.43
2020-02-25,21.530001000000002
2020-02-26,21.35
2020-02-27,21.25
2020-02-28,21.040001
2020-03-02,21.59
2020-03-03,21.09
2020-03-04,21.809998999999998
2020-03-05,21.59
2020-03-06,22.049999
2020-03-09,21.48
2020-03-10,21.98
2020-03-11,21.34
2020-03-12,18.91
