Date,CF
2015-02-23,62.535999
2015-02-24,62.375999
2015-02-25,61.448002
2015-02-26,61.321999
2015-02-27,61.245998
2015-03-02,62.273998
2015-03-03,62.245998
2015-03-04,60.987999
2015-03-05,60.658001
2015-03-06,59.608002
2015-03-09,60.854
2015-03-10,58.584
2015-03-11,58.153999
2015-03-12,58.380001
2015-03-13,58.528
2015-03-16,58.602001
2015-03-17,57.886002000000005
2015-03-18,58.959998999999996
2015-03-19,58.006001
2015-03-20,58.046001000000004
2015-03-23,57.998001
2015-03-24,59.001999
2015-03-25,58.75
2015-03-26,58.849998
2015-03-27,57.731998
2015-03-30,58.195999
2015-03-31,56.736
2015-04-01,56.827999
2015-04-02,56.043999
2015-04-06,56.264
2015-04-07,56.25
2015-04-08,56.990002000000004
2015-04-09,56.962002000000005
2015-04-10,56.903999
2015-04-13,56.801998
2015-04-14,56.48
2015-04-15,57.335999
2015-04-16,58.591999
2015-04-17,58.245998
2015-04-20,57.594002
2015-04-21,57.164001
2015-04-22,57.127998
2015-04-23,57.953998999999996
2015-04-24,58.888
2015-04-27,57.709998999999996
2015-04-28,57.568001
2015-04-29,58.299999
2015-04-30,57.493999
2015-05-01,58.900002
2015-05-04,58.759997999999996
2015-05-05,58.042
2015-05-06,58.919998
2015-05-07,60.018002
2015-05-08,62.172001
2015-05-11,61.678001
2015-05-12,60.664001
2015-05-13,61.068001
2015-05-14,60.858002
2015-05-15,61.346001
2015-05-18,61.514
2015-05-19,62.049999
2015-05-20,62.192001
2015-05-21,63.417999
2015-05-22,64.183998
2015-05-26,63.818001
2015-05-27,64.265999
2015-05-28,64.33000200000001
2015-05-29,63.175999
2015-06-01,63.321999
2015-06-02,63.854
2015-06-03,64.363998
2015-06-04,63.694
2015-06-05,63.574001
2015-06-08,63.063999
2015-06-09,63.118
2015-06-10,64.084
2015-06-11,63.852001
2015-06-12,63.231998
2015-06-15,63.518002
2015-06-16,64.164001
2015-06-17,63.335999
2015-06-18,64.25
2015-06-19,63.240002000000004
2015-06-22,64.190002
2015-06-23,63.639998999999996
2015-06-24,63.099998
2015-06-25,63.959998999999996
2015-06-26,63.810001
2015-06-29,62.560001
2015-06-30,64.279999
2015-07-01,65.099998
2015-07-02,64.540001
2015-07-06,63.549999
2015-07-07,62.110001000000004
2015-07-08,60.150002
2015-07-09,60.799999
2015-07-10,61.709998999999996
2015-07-13,62.099998
2015-07-14,62.68
2015-07-15,62.150002
2015-07-16,62.740002000000004
2015-07-17,68.91999799999999
2015-07-20,65.0
2015-07-21,63.939999
2015-07-22,62.52
2015-07-23,62.32
2015-07-24,60.849998
2015-07-27,59.09
2015-07-28,58.900002
2015-07-29,59.23
2015-07-30,59.119999
2015-07-31,59.200001
2015-08-03,59.02
2015-08-04,60.529999
2015-08-05,61.619999
2015-08-06,63.0
2015-08-07,58.939999
2015-08-10,60.950001
2015-08-11,57.27
2015-08-12,61.639998999999996
2015-08-13,63.220001
2015-08-14,63.830002
2015-08-17,64.029999
2015-08-18,63.470001
2015-08-19,61.93
2015-08-20,61.07
2015-08-21,59.52
2015-08-24,55.900002
2015-08-25,55.790001000000004
2015-08-26,56.110001000000004
2015-08-27,57.880001
2015-08-28,57.470001
2015-08-31,57.380001
2015-09-01,54.84
2015-09-02,55.549999
2015-09-03,56.970001
2015-09-04,55.48
2015-09-08,56.91
2015-09-09,56.959998999999996
2015-09-10,56.400002
2015-09-11,55.880001
2015-09-14,53.849998
2015-09-15,54.779999
2015-09-16,54.779999
2015-09-17,53.849998
2015-09-18,52.029999
2015-09-21,51.720001
2015-09-22,51.099998
2015-09-23,47.740002000000004
2015-09-24,46.419998
2015-09-25,46.369999
2015-09-28,44.060001
2015-09-29,44.189999
2015-09-30,44.900002
2015-10-01,44.799999
2015-10-02,47.110001000000004
2015-10-05,49.040001000000004
2015-10-06,49.549999
2015-10-07,52.220001
2015-10-08,52.860001000000004
2015-10-09,50.779999
2015-10-12,50.380001
2015-10-13,51.080002
2015-10-14,52.529999
2015-10-15,53.41
2015-10-16,52.32
2015-10-19,51.48
2015-10-20,51.77
2015-10-21,52.209998999999996
2015-10-22,53.700001
2015-10-23,54.119999
2015-10-26,53.099998
2015-10-27,51.57
2015-10-28,52.259997999999996
2015-10-29,51.299999
2015-10-30,50.77
2015-11-02,52.349998
2015-11-03,51.959998999999996
2015-11-04,51.759997999999996
2015-11-05,46.84
2015-11-06,46.52
2015-11-09,48.169998
2015-11-10,47.34
2015-11-11,47.610001000000004
2015-11-12,47.110001000000004
2015-11-13,48.049999
2015-11-16,47.970001
2015-11-17,49.490002000000004
2015-11-18,49.580002
2015-11-19,46.57
2015-11-20,43.900002
2015-11-23,45.0
2015-11-24,45.799999
2015-11-25,45.369999
2015-11-27,45.110001000000004
2015-11-30,46.139998999999996
2015-12-01,45.0
2015-12-02,45.060001
2015-12-03,45.860001000000004
2015-12-04,44.439999
2015-12-07,43.25
2015-12-08,42.080002
2015-12-09,43.119999
2015-12-10,42.240002000000004
2015-12-11,41.110001000000004
2015-12-14,40.07
2015-12-15,40.810001
2015-12-16,41.43
2015-12-17,41.240002000000004
2015-12-18,41.610001000000004
2015-12-21,41.32
2015-12-22,42.740002000000004
2015-12-23,44.169998
2015-12-24,43.25
2015-12-28,42.240002000000004
2015-12-29,42.639998999999996
2015-12-30,41.16
2015-12-31,40.810001
2016-01-04,40.5
2016-01-05,39.23
2016-01-06,35.84
2016-01-07,34.139998999999996
2016-01-08,33.82
2016-01-11,32.450001
2016-01-12,32.540001000000004
2016-01-13,31.76
2016-01-14,32.619999
2016-01-15,31.57
2016-01-19,30.25
2016-01-20,29.219998999999998
2016-01-21,30.27
2016-01-22,29.959999
2016-01-25,28.6
2016-01-26,29.49
2016-01-27,30.059998999999998
2016-01-28,30.33
2016-01-29,30.0
2016-02-01,30.24
2016-02-02,29.450001
2016-02-03,30.049999
2016-02-04,30.59
2016-02-05,29.969998999999998
2016-02-08,28.01
2016-02-09,28.469998999999998
2016-02-10,27.83
2016-02-11,29.040001
2016-02-12,30.0
2016-02-16,31.139999
2016-02-17,31.700001
2016-02-18,34.369999
2016-02-19,33.0
2016-02-22,33.540001000000004
2016-02-23,32.130001
2016-02-24,31.75
2016-02-25,33.16
2016-02-26,34.950001
2016-02-29,36.459998999999996
2016-03-01,36.25
2016-03-02,34.740002000000004
2016-03-03,36.189999
2016-03-04,34.59
2016-03-07,36.880001
2016-03-08,35.259997999999996
2016-03-09,35.419998
2016-03-10,33.639998999999996
2016-03-11,35.639998999999996
2016-03-14,35.540001000000004
2016-03-15,33.630001
2016-03-16,34.150002
2016-03-17,35.049999
2016-03-18,34.990002000000004
2016-03-21,35.060001
2016-03-22,33.93
2016-03-23,32.970001
2016-03-24,31.940001000000002
2016-03-28,31.790001
2016-03-29,31.91
2016-03-30,31.98
2016-03-31,31.34
2016-04-01,32.130001
2016-04-04,31.209999
2016-04-05,30.110001
2016-04-06,29.32
2016-04-07,29.190001000000002
2016-04-08,29.77
2016-04-11,30.15
2016-04-12,30.540001
2016-04-13,31.219998999999998
2016-04-14,30.59
2016-04-15,31.030001000000002
2016-04-18,31.370001000000002
2016-04-19,33.700001
2016-04-20,34.869999
2016-04-21,34.240002000000004
2016-04-22,33.240002000000004
2016-04-25,33.169998
2016-04-26,33.689999
2016-04-27,33.790001000000004
2016-04-28,34.32
2016-04-29,33.07
2016-05-02,33.34
2016-05-03,31.67
2016-05-04,32.110001000000004
2016-05-05,30.790001
2016-05-06,31.0
2016-05-09,30.41
2016-05-10,30.5
2016-05-11,29.459999
2016-05-12,27.85
2016-05-13,27.65
2016-05-16,28.620001000000002
2016-05-17,29.120001000000002
2016-05-18,28.58
2016-05-19,28.74
2016-05-20,28.59
2016-05-23,29.85
2016-05-24,27.610001
2016-05-25,29.52
2016-05-26,28.959999
2016-05-27,27.700001
2016-05-31,27.66
2016-06-01,27.639999
2016-06-02,27.98
2016-06-03,28.610001
2016-06-06,31.15
2016-06-07,31.959999
2016-06-08,31.08
2016-06-09,29.790001
2016-06-10,29.23
2016-06-13,28.620001000000002
2016-06-14,27.73
2016-06-15,27.68
2016-06-16,27.59
2016-06-17,28.35
2016-06-20,27.959999
2016-06-21,27.309998999999998
2016-06-22,27.02
2016-06-23,27.639999
2016-06-24,25.43
2016-06-27,23.48
2016-06-28,24.059998999999998
2016-06-29,24.34
2016-06-30,24.1
2016-07-01,24.219998999999998
2016-07-05,23.540001
2016-07-06,23.75
2016-07-07,23.5
2016-07-08,24.860001
2016-07-11,24.67
2016-07-12,26.030001000000002
2016-07-13,26.92
2016-07-14,27.870001000000002
2016-07-15,27.440001000000002
2016-07-18,27.690001000000002
2016-07-19,26.549999
2016-07-20,26.610001
2016-07-21,26.290001
2016-07-22,25.18
2016-07-25,25.33
2016-07-26,25.799999
2016-07-27,25.41
2016-07-28,24.66
2016-07-29,24.68
2016-08-01,24.42
2016-08-02,24.49
2016-08-03,24.52
2016-08-04,21.43
2016-08-05,22.09
2016-08-08,23.190001000000002
2016-08-09,22.120001000000002
2016-08-10,21.57
2016-08-11,22.26
2016-08-12,22.35
2016-08-15,23.200001
2016-08-16,23.200001
2016-08-17,23.309998999999998
2016-08-18,22.74
2016-08-19,23.02
2016-08-22,23.690001000000002
2016-08-23,24.83
2016-08-24,24.040001
2016-08-25,24.23
2016-08-26,23.98
2016-08-29,24.98
2016-08-30,26.17
2016-08-31,26.0
2016-09-01,25.6
2016-09-02,25.940001000000002
2016-09-06,25.65
2016-09-07,25.530001000000002
2016-09-08,25.959999
2016-09-09,25.0
2016-09-12,25.51
2016-09-13,24.01
2016-09-14,24.030001000000002
2016-09-15,24.09
2016-09-16,24.02
2016-09-19,23.68
2016-09-20,23.299999
2016-09-21,23.030001000000002
2016-09-22,23.23
2016-09-23,22.629998999999998
2016-09-26,22.639999
2016-09-27,22.889999
2016-09-28,23.950001
2016-09-29,24.200001
2016-09-30,24.35
2016-10-03,24.209999
2016-10-04,24.4
2016-10-05,24.860001
2016-10-06,24.66
2016-10-07,23.950001
2016-10-10,23.860001
2016-10-11,23.459999
2016-10-12,22.92
2016-10-13,23.040001
2016-10-14,22.280001000000002
2016-10-17,22.6
2016-10-18,23.459999
2016-10-19,24.15
2016-10-20,24.98
2016-10-21,25.92
2016-10-24,25.35
2016-10-25,25.540001
2016-10-26,25.549999
2016-10-27,24.530001000000002
2016-10-28,24.52
2016-10-31,24.01
2016-11-01,24.889999
2016-11-02,24.700001
2016-11-03,22.6
2016-11-04,23.110001
2016-11-07,23.290001
2016-11-08,24.34
2016-11-09,26.48
2016-11-10,27.129998999999998
2016-11-11,27.780001000000002
2016-11-14,28.200001
2016-11-15,27.799999
2016-11-16,27.440001000000002
2016-11-17,27.09
2016-11-18,28.959999
2016-11-21,29.870001000000002
2016-11-22,28.389999
2016-11-23,28.379998999999998
2016-11-25,28.549999
2016-11-28,28.190001000000002
2016-11-29,27.43
2016-11-30,28.940001000000002
2016-12-01,28.719998999999998
2016-12-02,28.379998999999998
2016-12-05,28.58
2016-12-06,28.57
2016-12-07,29.719998999999998
2016-12-08,30.370001000000002
2016-12-09,30.950001
2016-12-12,29.0
2016-12-13,28.41
2016-12-14,28.110001
2016-12-15,28.65
2016-12-16,29.48
2016-12-19,28.290001
2016-12-20,28.99
2016-12-21,28.9
2016-12-22,30.110001
2016-12-23,30.709999
2016-12-27,31.950001
2016-12-28,31.629998999999998
2016-12-29,31.9
2016-12-30,31.48
2017-01-03,31.870001000000002
2017-01-04,33.040001000000004
2017-01-05,33.049999
2017-01-06,33.470001
2017-01-09,33.77
2017-01-10,32.73
2017-01-11,34.189999
2017-01-12,34.509997999999996
2017-01-13,33.98
2017-01-17,32.889998999999996
2017-01-18,32.32
2017-01-19,32.25
2017-01-20,34.200001
2017-01-23,35.25
2017-01-24,36.849998
2017-01-25,36.540001000000004
2017-01-26,36.209998999999996
2017-01-27,36.509997999999996
2017-01-30,35.389998999999996
2017-01-31,35.290001000000004
2017-02-01,36.630001
2017-02-02,35.630001
2017-02-03,35.68
2017-02-06,35.490002000000004
2017-02-07,34.889998999999996
2017-02-08,34.939999
2017-02-09,34.490002000000004
2017-02-10,35.84
2017-02-13,36.709998999999996
2017-02-14,36.32
2017-02-15,34.490002000000004
2017-02-16,33.52
2017-02-17,34.110001000000004
2017-02-21,33.93
2017-02-22,33.220001
2017-02-23,31.82
2017-02-24,31.15
2017-02-27,31.49
2017-02-28,31.42
2017-03-01,32.150002
2017-03-02,31.559998999999998
2017-03-03,30.950001
2017-03-06,30.83
2017-03-07,30.200001
2017-03-08,29.620001000000002
2017-03-09,29.34
2017-03-10,29.42
2017-03-13,29.42
2017-03-14,28.68
2017-03-15,28.85
2017-03-16,28.709999
2017-03-17,29.290001
2017-03-20,30.389999
2017-03-21,29.540001
2017-03-22,29.23
2017-03-23,29.389999
2017-03-24,29.18
2017-03-27,29.24
2017-03-28,30.24
2017-03-29,30.860001
2017-03-30,29.67
2017-03-31,29.35
2017-04-03,28.42
2017-04-04,29.23
2017-04-05,28.799999
2017-04-06,29.66
2017-04-07,29.51
2017-04-10,29.860001
2017-04-11,29.65
2017-04-12,28.620001000000002
2017-04-13,28.42
2017-04-17,27.51
2017-04-18,27.08
2017-04-19,26.6
2017-04-20,26.58
2017-04-21,26.0
2017-04-24,26.41
2017-04-25,27.34
2017-04-26,27.26
2017-04-27,27.43
2017-04-28,26.74
2017-05-01,26.73
2017-05-02,26.370001000000002
2017-05-03,25.51
2017-05-04,27.07
2017-05-05,28.42
2017-05-08,27.76
2017-05-09,27.42
2017-05-10,27.620001000000002
2017-05-11,27.200001
2017-05-12,26.780001000000002
2017-05-15,27.74
2017-05-16,28.07
2017-05-17,27.459999
2017-05-18,27.41
2017-05-19,28.559998999999998
2017-05-22,28.290001
2017-05-23,28.950001
2017-05-24,28.440001000000002
2017-05-25,28.09
2017-05-26,28.129998999999998
2017-05-30,27.91
2017-05-31,26.9
2017-06-01,27.030001000000002
2017-06-02,26.4
2017-06-05,26.280001000000002
2017-06-06,26.1
2017-06-07,26.219998999999998
2017-06-08,26.77
2017-06-09,27.25
2017-06-12,27.360001
2017-06-13,28.48
2017-06-14,27.370001000000002
2017-06-15,26.75
2017-06-16,27.58
2017-06-19,28.24
2017-06-20,27.18
2017-06-21,26.700001
2017-06-22,27.34
2017-06-23,27.450001
2017-06-26,27.41
2017-06-27,26.870001000000002
2017-06-28,27.17
2017-06-29,27.43
2017-06-30,27.959999
2017-07-03,29.219998999999998
2017-07-05,28.719998999999998
2017-07-06,27.58
2017-07-07,27.889999
2017-07-10,29.719998999999998
2017-07-11,29.440001000000002
2017-07-12,28.92
2017-07-13,29.51
2017-07-14,29.49
2017-07-17,29.27
2017-07-18,29.43
2017-07-19,30.809998999999998
2017-07-20,31.129998999999998
2017-07-21,31.139999
2017-07-24,30.219998999999998
2017-07-25,30.17
2017-07-26,28.879998999999998
2017-07-27,28.809998999999998
2017-07-28,28.99
2017-07-31,29.35
2017-08-01,29.219998999999998
2017-08-02,28.719998999999998
2017-08-03,30.709999
2017-08-04,32.209998999999996
2017-08-07,31.93
2017-08-08,31.49
2017-08-09,31.879998999999998
2017-08-10,30.76
2017-08-11,30.51
2017-08-14,30.219998999999998
2017-08-15,30.299999
2017-08-16,30.209999
2017-08-17,29.16
2017-08-18,29.030001000000002
2017-08-21,29.18
2017-08-22,29.24
2017-08-23,28.93
2017-08-24,29.030001000000002
2017-08-25,28.98
2017-08-28,29.030001000000002
2017-08-29,28.83
2017-08-30,28.940001000000002
2017-08-31,28.99
2017-09-01,29.98
2017-09-05,29.08
2017-09-06,31.200001
2017-09-07,31.68
2017-09-08,32.040001000000004
2017-09-11,32.310001
2017-09-12,32.189999
2017-09-13,32.099998
2017-09-14,32.360001000000004
2017-09-15,32.889998999999996
2017-09-18,35.099998
2017-09-19,35.540001000000004
2017-09-20,35.189999
2017-09-21,35.959998999999996
2017-09-22,35.23
2017-09-25,35.91
2017-09-26,34.880001
2017-09-27,35.09
2017-09-28,34.84
2017-09-29,35.16
2017-10-02,35.400002
2017-10-03,35.389998999999996
2017-10-04,35.099998
2017-10-05,35.029999
2017-10-06,34.200001
2017-10-09,34.439999
2017-10-10,34.48
2017-10-11,34.91
2017-10-12,35.84
2017-10-13,36.799999
2017-10-16,36.889998999999996
2017-10-17,37.0
2017-10-18,36.830002
2017-10-19,36.330002
2017-10-20,36.990002000000004
2017-10-23,36.310001
2017-10-24,37.610001000000004
2017-10-25,37.68
2017-10-26,37.450001
2017-10-27,37.110001000000004
2017-10-30,37.369999
2017-10-31,37.98
2017-11-01,38.040001000000004
2017-11-02,38.549999
2017-11-03,38.599998
2017-11-06,39.209998999999996
2017-11-07,36.889998999999996
2017-11-08,37.779999
2017-11-09,37.139998999999996
2017-11-10,37.279999
2017-11-13,37.369999
2017-11-14,35.52
2017-11-15,35.32
2017-11-16,36.169998
2017-11-17,35.48
2017-11-20,35.779999
2017-11-21,36.450001
2017-11-22,36.310001
2017-11-24,35.939999
2017-11-27,35.919998
2017-11-28,36.450001
2017-11-29,36.849998
2017-11-30,37.470001
2017-12-01,37.59
2017-12-04,36.900002
2017-12-05,37.360001000000004
2017-12-06,36.549999
2017-12-07,38.220001
2017-12-08,39.259997999999996
2017-12-11,39.400002
2017-12-12,40.599998
2017-12-13,41.259997999999996
2017-12-14,41.02
2017-12-15,41.09
2017-12-18,40.93
2017-12-19,41.200001
2017-12-20,40.880001
2017-12-21,41.25
2017-12-22,41.709998999999996
2017-12-26,42.849998
2017-12-27,43.07
2017-12-28,42.610001000000004
2017-12-29,42.540001000000004
2018-01-02,43.139998999999996
2018-01-03,43.150002
2018-01-04,43.599998
2018-01-05,43.669998
2018-01-08,42.720001
2018-01-09,42.470001
2018-01-10,42.419998
2018-01-11,43.720001
2018-01-12,43.52
2018-01-16,40.709998999999996
2018-01-17,39.560001
2018-01-18,40.080002
2018-01-19,40.389998999999996
2018-01-22,40.84
2018-01-23,41.299999
2018-01-24,41.639998999999996
2018-01-25,40.41
2018-01-26,42.130001
2018-01-29,42.099998
2018-01-30,42.0
2018-01-31,42.439999
2018-02-01,41.57
2018-02-02,39.91
2018-02-05,38.200001
2018-02-06,39.040001000000004
2018-02-07,39.48
2018-02-08,37.459998999999996
2018-02-09,37.619999
2018-02-12,38.439999
2018-02-13,39.0
2018-02-14,39.66
2018-02-15,40.889998999999996
2018-02-16,40.360001000000004
2018-02-20,41.82
2018-02-21,42.630001
2018-02-22,42.970001
2018-02-23,44.119999
2018-02-26,42.669998
2018-02-27,41.77
2018-02-28,41.240002000000004
2018-03-01,41.650002
2018-03-02,41.869999
2018-03-05,44.560001
2018-03-06,43.200001
2018-03-07,41.91
2018-03-08,40.889998999999996
2018-03-09,41.5
2018-03-12,41.880001
2018-03-13,40.380001
2018-03-14,40.310001
2018-03-15,38.990002000000004
2018-03-16,38.330002
2018-03-19,37.689999
2018-03-20,37.950001
2018-03-21,38.66
2018-03-22,37.27
2018-03-23,36.919998
2018-03-26,37.349998
2018-03-27,37.5
2018-03-28,36.490002000000004
2018-03-29,37.73
2018-04-02,36.619999
2018-04-03,36.98
2018-04-04,37.110001000000004
2018-04-05,38.580002
2018-04-06,36.830002
2018-04-09,37.16
2018-04-10,37.27
2018-04-11,37.41
2018-04-12,38.200001
2018-04-13,38.43
2018-04-16,38.450001
2018-04-17,39.080002
2018-04-18,40.02
2018-04-19,39.639998999999996
2018-04-20,38.720001
2018-04-23,39.0
2018-04-24,38.939999
2018-04-25,39.610001000000004
2018-04-26,39.82
2018-04-27,39.529999
2018-04-30,38.799999
2018-05-01,38.669998
2018-05-02,39.07
2018-05-03,38.27
2018-05-04,38.509997999999996
2018-05-07,37.73
2018-05-08,37.790001000000004
2018-05-09,38.75
2018-05-10,39.41
2018-05-11,39.5
2018-05-14,40.470001
2018-05-15,41.740002000000004
2018-05-16,40.549999
2018-05-17,41.099998
2018-05-18,41.349998
2018-05-21,42.07
2018-05-22,41.860001000000004
2018-05-23,41.259997999999996
2018-05-24,41.41
2018-05-25,41.66
2018-05-29,41.169998
2018-05-30,41.540001000000004
2018-05-31,41.139998999999996
2018-06-01,40.470001
2018-06-04,40.57
2018-06-05,41.34
2018-06-06,42.560001
2018-06-07,42.889998999999996
2018-06-08,43.18
2018-06-11,43.07
2018-06-12,43.549999
2018-06-13,44.310001
2018-06-14,44.919998
2018-06-15,44.580002
2018-06-18,45.950001
2018-06-19,45.200001
2018-06-20,44.580002
2018-06-21,44.91
2018-06-22,45.299999
2018-06-25,43.990002000000004
2018-06-26,44.099998
2018-06-27,43.82
2018-06-28,44.290001000000004
2018-06-29,44.400002
2018-07-02,43.400002
2018-07-03,44.259997999999996
2018-07-05,43.049999
2018-07-06,42.880001
2018-07-09,43.599998
2018-07-10,43.639998999999996
2018-07-11,42.560001
2018-07-12,43.119999
2018-07-13,42.310001
2018-07-16,42.240002000000004
2018-07-17,42.73
2018-07-18,42.880001
2018-07-19,42.799999
2018-07-20,43.040001000000004
2018-07-23,43.27
2018-07-24,43.529999
2018-07-25,44.299999
2018-07-26,45.27
2018-07-27,44.5
2018-07-30,43.950001
2018-07-31,44.419998
2018-08-01,44.130001
2018-08-02,49.5
2018-08-03,49.07
2018-08-06,49.099998
2018-08-07,48.709998999999996
2018-08-08,48.57
2018-08-09,49.75
2018-08-10,49.27
2018-08-13,48.459998999999996
2018-08-14,48.0
2018-08-15,47.09
2018-08-16,47.290001000000004
2018-08-17,47.52
2018-08-20,48.810001
2018-08-21,48.220001
2018-08-22,48.66
2018-08-23,49.459998999999996
2018-08-24,49.950001
2018-08-27,50.630001
2018-08-28,50.709998999999996
2018-08-29,51.639998999999996
2018-08-30,51.529999
2018-08-31,51.950001
2018-09-04,51.849998
2018-09-05,51.240002000000004
2018-09-06,50.950001
2018-09-07,50.93
2018-09-10,51.470001
2018-09-11,52.330002
2018-09-12,52.580002
2018-09-13,51.299999
2018-09-14,51.549999
2018-09-17,51.950001
2018-09-18,52.5
2018-09-19,53.130001
2018-09-20,53.310001
2018-09-21,52.810001
2018-09-24,52.810001
2018-09-25,54.259997999999996
2018-09-26,54.880001
2018-09-27,53.77
2018-09-28,54.439999
2018-10-01,54.799999
2018-10-02,55.810001
2018-10-03,55.32
2018-10-04,56.060001
2018-10-05,55.02
2018-10-08,55.330002
2018-10-09,54.810001
2018-10-10,50.34
2018-10-11,51.130001
2018-10-12,52.43
2018-10-15,50.790001000000004
2018-10-16,52.299999
2018-10-17,51.5
2018-10-18,50.82
2018-10-19,50.639998999999996
2018-10-22,49.060001
2018-10-23,47.189999
2018-10-24,44.290001000000004
2018-10-25,44.880001
2018-10-26,44.380001
2018-10-29,44.830002
2018-10-30,46.25
2018-10-31,48.029999
2018-11-01,51.049999
2018-11-02,49.68
2018-11-05,49.490002000000004
2018-11-06,51.639998999999996
2018-11-07,53.549999
2018-11-08,53.669998
2018-11-09,52.220001
2018-11-12,51.27
2018-11-13,49.540001000000004
2018-11-14,45.029999
2018-11-15,46.610001000000004
2018-11-16,47.09
2018-11-19,45.509997999999996
2018-11-20,43.560001
2018-11-21,44.200001
2018-11-23,43.220001
2018-11-26,44.060001
2018-11-27,43.189999
2018-11-28,42.57
2018-11-29,43.5
2018-11-30,42.189999
2018-12-03,43.860001000000004
2018-12-04,42.549999
2018-12-06,41.560001
2018-12-07,41.029999
2018-12-10,41.330002
2018-12-11,41.349998
2018-12-12,41.950001
2018-12-13,41.639998999999996
2018-12-14,42.060001
2018-12-17,41.369999
2018-12-18,41.759997999999996
2018-12-19,41.919998
2018-12-20,40.830002
2018-12-21,41.029999
2018-12-24,40.110001000000004
2018-12-26,42.599998
2018-12-27,43.240002000000004
2018-12-28,42.369999
2018-12-31,43.509997999999996
2019-01-02,42.029999
2019-01-03,40.57
2019-01-04,43.959998999999996
2019-01-07,44.110001000000004
2019-01-08,45.389998999999996
2019-01-09,45.029999
2019-01-10,45.049999
2019-01-11,44.400002
2019-01-14,43.189999
2019-01-15,43.299999
2019-01-16,42.59
2019-01-17,43.790001000000004
2019-01-18,44.18
2019-01-22,41.860001000000004
2019-01-23,42.119999
2019-01-24,41.259997999999996
2019-01-25,42.549999
2019-01-28,42.970001
2019-01-29,42.77
2019-01-30,43.060001
2019-01-31,43.650002
2019-02-01,43.5
2019-02-04,42.66
2019-02-05,42.950001
2019-02-06,42.419998
2019-02-07,41.310001
2019-02-08,41.860001000000004
2019-02-11,41.959998999999996
2019-02-12,42.91
2019-02-13,42.639998999999996
2019-02-14,42.540001000000004
2019-02-15,41.77
2019-02-19,42.009997999999996
2019-02-20,44.580002
2019-02-21,43.990002000000004
2019-02-22,44.07
2019-02-25,43.25
2019-02-26,43.189999
2019-02-27,43.349998
2019-02-28,42.200001
2019-03-01,42.279999
2019-03-04,42.080002
2019-03-05,41.279999
2019-03-06,41.25
2019-03-07,40.27
2019-03-08,40.290001000000004
2019-03-11,41.439999
2019-03-12,41.75
2019-03-13,43.0
2019-03-14,42.709998999999996
2019-03-15,43.049999
2019-03-18,42.470001
2019-03-19,42.09
2019-03-20,41.59
2019-03-21,41.110001000000004
2019-03-22,39.009997999999996
2019-03-25,39.59
2019-03-26,39.73
2019-03-27,40.200001
2019-03-28,40.360001000000004
2019-03-29,40.880001
2019-04-01,41.82
2019-04-02,41.68
2019-04-03,42.93
2019-04-04,43.18
2019-04-05,43.48
2019-04-08,43.560001
2019-04-09,42.75
2019-04-10,42.549999
2019-04-11,42.25
2019-04-12,42.580002
2019-04-15,42.869999
2019-04-16,43.860001000000004
2019-04-17,44.619999
2019-04-18,45.139998999999996
2019-04-22,44.950001
2019-04-23,44.57
2019-04-24,44.549999
2019-04-25,44.07
2019-04-26,45.16
2019-04-29,44.919998
2019-04-30,44.779999
2019-05-01,43.290001000000004
2019-05-02,43.459998999999996
2019-05-03,44.220001
2019-05-06,43.799999
2019-05-07,41.52
2019-05-08,41.84
2019-05-09,41.150002
2019-05-10,41.619999
2019-05-13,40.82
2019-05-14,41.189999
2019-05-15,41.919998
2019-05-16,42.75
2019-05-17,42.470001
2019-05-20,41.290001000000004
2019-05-21,42.080002
2019-05-22,41.139998999999996
2019-05-23,40.5
2019-05-24,40.799999
2019-05-28,40.25
2019-05-29,39.830002
2019-05-30,40.59
2019-05-31,40.240002000000004
2019-06-03,41.41
2019-06-04,43.509997999999996
2019-06-05,42.52
2019-06-06,43.369999
2019-06-07,42.029999
2019-06-10,41.939999
2019-06-11,42.080002
2019-06-12,43.110001000000004
2019-06-13,45.139998999999996
2019-06-14,46.0
2019-06-17,46.529999
2019-06-18,47.220001
2019-06-19,46.470001
2019-06-20,46.860001000000004
2019-06-21,46.77
2019-06-24,47.049999
2019-06-25,47.48
2019-06-26,46.799999
2019-06-27,47.139998999999996
2019-06-28,46.709998999999996
2019-07-01,46.52
2019-07-02,46.290001000000004
2019-07-03,46.639998999999996
2019-07-05,46.299999
2019-07-08,45.52
2019-07-09,44.389998999999996
2019-07-10,44.220001
2019-07-11,44.939999
2019-07-12,46.169998
2019-07-15,47.880001
2019-07-16,47.709998999999996
2019-07-17,47.419998
2019-07-18,46.98
2019-07-19,47.16
2019-07-22,47.34
2019-07-23,48.34
2019-07-24,48.919998
2019-07-25,48.380001
2019-07-26,48.150002
2019-07-29,47.52
2019-07-30,49.740002000000004
2019-07-31,49.560001
2019-08-01,52.349998
2019-08-02,52.68
2019-08-05,50.740002000000004
2019-08-06,50.939999
2019-08-07,50.450001
2019-08-08,52.150002
2019-08-09,51.040001000000004
2019-08-12,48.889998999999996
2019-08-13,48.77
2019-08-14,47.200001
2019-08-15,46.939999
2019-08-16,48.18
2019-08-19,48.720001
2019-08-20,48.040001000000004
2019-08-21,48.889998999999996
2019-08-22,48.540001000000004
2019-08-23,47.119999
