Date,CF
2007-03-06,7.74
2007-03-07,7.79
2007-03-08,8.106
2007-03-09,8.16
2007-03-12,8.24
2007-03-13,8.13
2007-03-14,8.136
2007-03-15,8.098
2007-03-16,8.048
2007-03-19,8.342
2007-03-20,8.464
2007-03-21,8.636
2007-03-22,8.588
2007-03-23,8.362
2007-03-26,8.196
2007-03-27,7.688
2007-03-28,7.544
2007-03-29,7.756
2007-03-30,7.71
2007-04-02,7.802
2007-04-03,7.902
2007-04-04,8.032
2007-04-05,8.222
2007-04-09,8.264
2007-04-10,8.134
2007-04-11,8.336
2007-04-12,8.652
2007-04-13,8.86
2007-04-16,8.852
2007-04-17,8.8
2007-04-18,8.906
2007-04-19,8.702
2007-04-20,8.8
2007-04-23,8.836
2007-04-24,8.83
2007-04-25,8.88
2007-04-26,9.142
2007-04-27,8.616
2007-04-30,7.938
2007-05-01,7.7
2007-05-02,8.004
2007-05-03,8.212
2007-05-04,8.046
2007-05-07,8.23
2007-05-08,8.118
2007-05-09,8.05
2007-05-10,7.988
2007-05-11,8.046
2007-05-14,8.164
2007-05-15,8.208
2007-05-16,8.378
2007-05-17,8.45
2007-05-18,8.424
2007-05-21,8.588
2007-05-22,8.59
2007-05-23,8.308
2007-05-24,8.178
2007-05-25,8.476
2007-05-29,8.484
2007-05-30,8.882
2007-05-31,8.946
2007-06-01,9.262
2007-06-04,9.698
2007-06-05,9.77
2007-06-06,9.498
2007-06-07,9.256
2007-06-08,9.574
2007-06-11,9.75
2007-06-12,9.916
2007-06-13,10.43
2007-06-14,10.568
2007-06-15,10.992
2007-06-18,11.154
2007-06-19,11.468
2007-06-20,11.322
2007-06-21,12.114
2007-06-22,12.012
2007-06-25,11.766
2007-06-26,11.698
2007-06-27,11.408
2007-06-28,12.018
2007-06-29,11.978
2007-07-02,12.394
2007-07-03,12.554
2007-07-05,12.498
2007-07-06,12.596
2007-07-09,12.586
2007-07-10,12.146
2007-07-11,12.302
2007-07-12,12.148
2007-07-13,13.416
2007-07-16,13.164
2007-07-17,13.214
2007-07-18,13.148
2007-07-19,13.088
2007-07-20,12.736
2007-07-23,12.524
2007-07-24,11.62
2007-07-25,11.558
2007-07-26,10.926
2007-07-27,10.742
2007-07-30,11.544
2007-07-31,11.496
2007-08-01,11.68
2007-08-02,11.634
2007-08-03,11.052
2007-08-06,10.994
2007-08-07,11.444
2007-08-08,11.26
2007-08-09,9.78
2007-08-10,10.39
2007-08-13,11.156
2007-08-14,11.48
2007-08-15,10.568
2007-08-16,10.606
2007-08-17,10.912
2007-08-20,11.348
2007-08-21,11.52
2007-08-22,12.242
2007-08-23,12.106
2007-08-24,12.634
2007-08-27,12.416
2007-08-28,11.59
2007-08-29,12.126
2007-08-30,12.09
2007-08-31,12.666
2007-09-04,13.036
2007-09-05,13.22
2007-09-06,13.094
2007-09-07,12.6
2007-09-10,12.424
2007-09-11,12.718
2007-09-12,12.244
2007-09-13,12.618
2007-09-14,12.808
2007-09-17,13.142
2007-09-18,13.732
2007-09-19,13.958
2007-09-20,13.9
2007-09-21,14.7
2007-09-24,14.042
2007-09-25,14.716
2007-09-26,14.686
2007-09-27,15.184
2007-09-28,15.182
2007-10-01,15.198
2007-10-02,14.762
2007-10-03,13.828
2007-10-04,14.562
2007-10-05,14.596
2007-10-08,14.32
2007-10-09,14.666
2007-10-10,14.76
2007-10-11,14.214
2007-10-12,15.16
2007-10-15,14.974
2007-10-16,14.992
2007-10-17,15.062
2007-10-18,15.562
2007-10-19,15.79
2007-10-22,15.32
2007-10-23,16.299999
2007-10-24,16.624001
2007-10-25,16.940001000000002
2007-10-26,17.086
2007-10-29,17.601999
2007-10-30,17.351999
2007-10-31,17.58
2007-11-01,16.652
2007-11-02,17.908001000000002
2007-11-05,17.566
2007-11-06,18.636
2007-11-07,19.204
2007-11-08,19.292
2007-11-09,18.648001
2007-11-12,15.998
2007-11-13,17.382
2007-11-14,17.864
2007-11-15,16.778
2007-11-16,16.978001000000003
2007-11-19,15.64
2007-11-20,16.643998999999997
2007-11-21,15.98
2007-11-23,16.450001
2007-11-26,16.398001
2007-11-27,17.030001000000002
2007-11-28,17.860001
2007-11-29,17.636
2007-11-30,18.195999
2007-12-03,19.032
2007-12-04,18.586
2007-12-05,19.122
2007-12-06,19.458
2007-12-07,18.944
2007-12-10,19.152
2007-12-11,18.153999
2007-12-12,18.486
2007-12-13,19.677999
2007-12-14,19.398001
2007-12-17,19.308001
2007-12-18,19.246
2007-12-19,19.549999
2007-12-20,21.552
2007-12-21,22.195999
2007-12-24,22.860001
2007-12-26,23.312
2007-12-27,22.774
2007-12-28,22.398001
2007-12-31,22.011999
2008-01-02,22.122
2008-01-03,23.167999
2008-01-04,22.252001
2008-01-07,21.959999
2008-01-08,21.757998999999998
2008-01-09,22.504
2008-01-10,22.136
2008-01-11,22.52
2008-01-14,23.969998999999998
2008-01-15,23.0
2008-01-16,20.865999
2008-01-17,18.049999
2008-01-18,18.666
2008-01-22,18.615999
2008-01-23,18.562
2008-01-24,20.014
2008-01-25,20.826
2008-01-28,21.282
2008-01-29,21.146
2008-01-30,20.288
2008-01-31,21.386
2008-02-01,21.705999
2008-02-04,22.224001
2008-02-05,20.743999
2008-02-06,21.530001000000002
2008-02-07,21.322001
2008-02-08,21.65
2008-02-11,22.299999
2008-02-12,22.612
2008-02-13,23.204
2008-02-14,23.120001000000002
2008-02-15,23.634001
2008-02-19,25.336
2008-02-20,25.4
2008-02-21,24.591998999999998
2008-02-22,25.172001
2008-02-25,26.198
2008-02-26,25.672001
2008-02-27,24.976
2008-02-28,25.243999
2008-02-29,24.416
2008-03-03,24.096001
2008-03-04,23.924
2008-03-05,24.695999
2008-03-06,24.299999
2008-03-07,22.92
2008-03-10,21.052
2008-03-11,23.540001
2008-03-12,23.327999
2008-03-13,24.042
2008-03-14,23.209999
2008-03-17,21.959999
2008-03-18,23.950001
2008-03-19,21.268
2008-03-20,20.997999
2008-03-24,21.275999
2008-03-25,22.674
2008-03-26,22.73
2008-03-27,21.864
2008-03-28,21.712
2008-03-31,20.724001
2008-04-01,21.312
2008-04-02,21.177999
2008-04-03,22.91
2008-04-04,25.128
2008-04-07,25.393998999999997
2008-04-08,26.204
2008-04-09,26.75
2008-04-10,27.42
2008-04-11,27.686001
2008-04-14,28.884001
2008-04-15,28.573999
2008-04-16,30.284
2008-04-17,30.1
2008-04-18,30.788
2008-04-21,31.219998999999998
2008-04-22,30.492001000000002
2008-04-23,29.618
2008-04-24,27.521998999999997
2008-04-25,28.826
2008-04-28,27.950001
2008-04-29,26.233999
2008-04-30,26.74
2008-05-01,26.408001000000002
2008-05-02,26.952
2008-05-05,26.950001
2008-05-06,27.761999
2008-05-07,27.138
2008-05-08,27.493999
2008-05-09,27.365999
2008-05-12,27.889999
2008-05-13,27.408001000000002
2008-05-14,27.254
2008-05-15,27.746
2008-05-16,27.958
2008-05-19,26.524
2008-05-20,27.09
2008-05-21,25.874001
2008-05-22,26.374001
2008-05-23,25.459999
2008-05-27,24.813999
2008-05-28,27.309998999999998
2008-05-29,26.639999
2008-05-30,27.379998999999998
2008-06-02,27.9
2008-06-03,28.841998999999998
2008-06-04,28.459999
2008-06-05,30.427999
2008-06-06,29.334
2008-06-09,30.224001
2008-06-10,30.146
2008-06-11,30.218
2008-06-12,29.858
2008-06-13,31.016001
2008-06-16,32.125999
2008-06-17,33.924
2008-06-18,33.84
2008-06-19,32.431999
2008-06-20,33.349998
2008-06-23,33.669998
2008-06-24,32.043999
2008-06-25,31.704
2008-06-26,30.757998999999998
2008-06-27,31.370001000000002
2008-06-30,30.559998999999998
2008-07-01,30.940001000000002
2008-07-02,28.722
2008-07-03,28.48
2008-07-07,29.431998999999998
2008-07-08,28.893998999999997
2008-07-09,30.445999
2008-07-10,31.370001000000002
2008-07-11,31.809998999999998
2008-07-14,33.018002
2008-07-15,31.808001
2008-07-16,31.761999
2008-07-17,30.558001
2008-07-18,29.944
2008-07-21,31.346001
2008-07-22,31.214001
2008-07-23,27.916
2008-07-24,27.898001
2008-07-25,28.743999
2008-07-28,29.136
2008-07-29,30.535999
2008-07-30,33.321999
2008-07-31,32.692001
2008-08-01,32.507999
2008-08-04,29.792
2008-08-05,27.922001
2008-08-06,28.158001000000002
2008-08-07,28.072001
2008-08-08,26.93
2008-08-11,25.066
2008-08-12,25.306
2008-08-13,27.77
2008-08-14,27.406
2008-08-15,25.790001
2008-08-18,25.962
2008-08-19,26.983999
2008-08-20,27.98
2008-08-21,29.108
2008-08-22,28.893998999999997
2008-08-25,29.370001000000002
2008-08-26,29.848
2008-08-27,30.032
2008-08-28,30.120001000000002
2008-08-29,30.48
2008-09-02,27.604
2008-09-03,26.868
2008-09-04,24.686001
2008-09-05,26.24
2008-09-08,23.896
2008-09-09,21.016001
2008-09-10,21.922001
2008-09-11,23.25
2008-09-12,24.552
2008-09-15,22.044001
2008-09-16,23.902
2008-09-17,21.940001000000002
2008-09-18,22.068001000000002
2008-09-19,23.886
2008-09-22,24.358
2008-09-23,22.722
2008-09-24,22.993999
2008-09-25,22.040001
2008-09-26,18.356001000000003
2008-09-29,16.785999
2008-09-30,18.292
2008-10-01,17.728001000000003
2008-10-02,11.6
2008-10-03,11.296
2008-10-06,10.816
2008-10-07,10.278
2008-10-08,11.462
2008-10-09,11.166
2008-10-10,11.534
2008-10-13,12.93
2008-10-14,12.834
2008-10-15,11.192
2008-10-16,11.61
2008-10-17,11.07
2008-10-20,12.194
2008-10-21,11.186
2008-10-22,9.976
2008-10-23,8.91
2008-10-24,8.878
2008-10-27,9.05
2008-10-28,10.832
2008-10-29,10.756
2008-10-30,12.026
2008-10-31,12.838
2008-11-03,12.534
2008-11-04,12.978
2008-11-05,11.896
2008-11-06,11.044
2008-11-07,12.168
2008-11-10,12.458
2008-11-11,11.782
2008-11-12,10.446
2008-11-13,12.09
2008-11-14,10.994
2008-11-17,10.088
2008-11-18,10.078
2008-11-19,8.898
2008-11-20,7.876
2008-11-21,9.328
2008-11-24,9.232
2008-11-25,9.74
2008-11-26,10.626
2008-11-28,10.526
2008-12-01,8.844
2008-12-02,9.19
2008-12-03,9.264
2008-12-04,8.92
2008-12-05,9.41
2008-12-08,10.146
2008-12-09,10.132
2008-12-10,10.46
2008-12-11,9.728
2008-12-12,9.826
2008-12-15,9.566
2008-12-16,10.754
2008-12-17,11.1
2008-12-18,10.12
2008-12-19,9.584
2008-12-22,9.102
2008-12-23,9.3
2008-12-24,9.222
2008-12-26,9.36
2008-12-29,9.34
2008-12-30,9.526
2008-12-31,9.832
2009-01-02,10.726
2009-01-05,11.32
2009-01-06,11.054
2009-01-07,10.656
2009-01-08,10.934
2009-01-09,10.782
2009-01-12,9.386
2009-01-13,9.536
2009-01-14,8.85
2009-01-15,9.446
2009-01-16,9.704
2009-01-20,9.148
2009-01-21,9.128
2009-01-22,8.91
2009-01-23,9.356
2009-01-26,9.442
2009-01-27,9.262
2009-01-28,9.828
2009-01-29,9.656
2009-01-30,9.4
2009-02-02,9.516
2009-02-03,9.758
2009-02-04,10.178
2009-02-05,10.488
2009-02-06,10.926
2009-02-09,10.688
2009-02-10,10.72
2009-02-11,10.442
2009-02-12,11.01
2009-02-13,10.936
2009-02-17,10.164
2009-02-18,10.536
2009-02-19,10.908
2009-02-20,11.144
2009-02-23,10.0
2009-02-24,11.116
2009-02-25,12.354
2009-02-26,12.55
2009-02-27,12.866
2009-03-02,11.738
2009-03-03,12.256
2009-03-04,12.548
2009-03-05,12.178
2009-03-06,12.118
2009-03-09,12.312
2009-03-10,12.85
2009-03-11,13.632
2009-03-12,13.476
2009-03-13,13.722
2009-03-16,13.74
2009-03-17,13.804
2009-03-18,13.834
2009-03-19,13.884
2009-03-20,13.536
2009-03-23,14.238
2009-03-24,14.46
2009-03-25,14.644
2009-03-26,14.8
2009-03-27,14.66
2009-03-30,14.078
2009-03-31,14.226
2009-04-01,14.496
2009-04-02,14.534
2009-04-03,14.908
2009-04-06,14.542
2009-04-07,14.06
2009-04-08,14.26
2009-04-09,14.606
2009-04-13,14.594
2009-04-14,14.742
2009-04-15,14.898
2009-04-16,14.664
2009-04-17,13.99
2009-04-20,13.478
2009-04-21,13.424
2009-04-22,13.24
2009-04-23,13.382
2009-04-24,14.218
2009-04-27,13.966
2009-04-28,13.936
2009-04-29,14.472
2009-04-30,14.41
2009-05-01,14.972
2009-05-04,15.07
2009-05-05,15.044
2009-05-06,14.782
2009-05-07,14.444
2009-05-08,14.762
2009-05-11,15.184
2009-05-12,15.46
2009-05-13,15.426
2009-05-14,15.536
2009-05-15,15.95
2009-05-18,16.468
2009-05-19,16.312
2009-05-20,16.280001000000002
2009-05-21,15.984
2009-05-22,16.152
2009-05-26,16.612
2009-05-27,15.844
2009-05-28,15.678
2009-05-29,15.528
2009-06-01,16.062
2009-06-02,15.982
2009-06-03,15.572
2009-06-04,15.892
2009-06-05,15.67
2009-06-08,15.698
2009-06-09,16.034
2009-06-10,16.066
2009-06-11,16.568001000000002
2009-06-12,16.5
2009-06-15,16.002001
2009-06-16,15.74
2009-06-17,14.896
2009-06-18,14.866
2009-06-19,14.998
2009-06-22,13.864
2009-06-23,14.576
2009-06-24,14.792
2009-06-25,15.2
2009-06-26,15.238
2009-06-29,15.13
2009-06-30,14.828
2009-07-01,14.802
2009-07-02,14.858
2009-07-06,14.682
2009-07-07,14.34
2009-07-08,14.146
2009-07-09,14.386
2009-07-10,13.924
2009-07-13,14.138
2009-07-14,13.946
2009-07-15,14.244
2009-07-16,14.654
2009-07-17,14.596
2009-07-20,14.732
2009-07-21,14.78
2009-07-22,14.746
2009-07-23,15.358
2009-07-24,15.614
2009-07-27,15.762
2009-07-28,15.87
2009-07-29,15.58
2009-07-30,15.814
2009-07-31,15.788
2009-08-03,16.309998999999998
2009-08-04,16.002001
2009-08-05,16.548
2009-08-06,16.628
2009-08-07,16.672001
2009-08-10,16.406
2009-08-11,16.309998999999998
2009-08-12,16.486
2009-08-13,16.629998999999998
2009-08-14,16.573999
2009-08-17,15.884
2009-08-18,16.296
2009-08-19,16.42
2009-08-20,16.374001
2009-08-21,16.358
2009-08-24,16.624001
2009-08-25,16.438
2009-08-26,16.542
2009-08-27,16.436001
2009-08-28,16.424
2009-08-31,16.332001
2009-09-01,16.0
2009-09-02,16.332001
2009-09-03,16.67
2009-09-04,17.186001
2009-09-08,17.386
2009-09-09,17.615999
2009-09-10,17.486
2009-09-11,17.488001
2009-09-14,17.450001
2009-09-15,17.576
2009-09-16,17.84
2009-09-17,18.011999
2009-09-18,18.038
2009-09-21,17.804001
2009-09-22,17.778
2009-09-23,17.518
2009-09-24,17.326
2009-09-25,16.858
2009-09-28,17.212
2009-09-29,17.167999
2009-09-30,17.246
2009-10-01,16.84
2009-10-02,16.59
2009-10-05,16.841998999999998
2009-10-06,17.386
2009-10-07,17.493999
2009-10-08,17.912001
2009-10-09,17.757998999999998
2009-10-12,17.691999
2009-10-13,17.794001
2009-10-14,18.101999
2009-10-15,18.247999
2009-10-16,18.125999
2009-10-19,18.99
2009-10-20,18.559998999999998
2009-10-21,18.521998999999997
2009-10-22,18.764
2009-10-23,17.896
2009-10-26,17.082001
2009-10-27,17.226
2009-10-28,16.652
2009-10-29,17.200001
2009-10-30,16.65
2009-11-02,16.818001000000002
2009-11-03,17.086
2009-11-04,17.278
2009-11-05,15.98
2009-11-06,15.81
2009-11-09,16.082001
2009-11-10,15.696
2009-11-11,15.944
2009-11-12,16.186001
2009-11-13,16.072001
2009-11-16,16.257998999999998
2009-11-17,16.778
2009-11-18,17.257998999999998
2009-11-19,16.573999
2009-11-20,16.546
2009-11-23,16.608
2009-11-24,16.549999
2009-11-25,16.992001000000002
2009-11-27,16.788
2009-11-30,17.072001
2009-12-01,17.18
2009-12-02,18.054001
2009-12-03,17.955999
2009-12-04,17.709999
2009-12-07,17.912001
2009-12-08,17.15
2009-12-09,17.323999
2009-12-10,17.662001
2009-12-11,17.997999
2009-12-14,17.950001
2009-12-15,17.658001000000002
2009-12-16,18.518
2009-12-17,17.66
2009-12-18,17.288
2009-12-21,17.106001000000003
2009-12-22,17.292
2009-12-23,17.75
2009-12-24,17.84
2009-12-28,18.582001
2009-12-29,18.662001
2009-12-30,18.441999
2009-12-31,18.156
2010-01-04,18.368
2010-01-05,18.666
2010-01-06,19.444
2010-01-07,19.247999
2010-01-08,19.662001
2010-01-11,19.639999
2010-01-12,18.938
2010-01-13,18.983999
2010-01-14,18.638
2010-01-15,19.084
2010-01-19,20.120001000000002
2010-01-20,19.798
2010-01-21,19.646
2010-01-22,19.226
2010-01-25,19.228001000000003
2010-01-26,19.23
2010-01-27,19.280001000000002
2010-01-28,19.059998999999998
2010-01-29,18.572001
2010-02-01,19.056
2010-02-02,19.256001
2010-02-03,19.422001
2010-02-04,18.714001
2010-02-05,18.844
2010-02-08,18.464001
2010-02-09,19.16
2010-02-10,19.458
2010-02-11,20.024
2010-02-12,20.1
2010-02-16,20.714001
2010-02-17,20.93
2010-02-18,20.402
2010-02-19,20.827999
2010-02-22,20.73
2010-02-23,20.386
2010-02-24,20.158001000000002
2010-02-25,21.077999
2010-02-26,21.247999
2010-03-01,21.507998999999998
2010-03-02,21.284
2010-03-03,21.356001000000003
2010-03-04,21.646
2010-03-05,20.948
2010-03-08,20.596001
2010-03-09,20.125999
2010-03-10,20.709999
2010-03-11,20.122
2010-03-12,19.346001
2010-03-15,19.275999
2010-03-16,19.124001
2010-03-17,18.9
2010-03-18,18.624001
2010-03-19,18.280001000000002
2010-03-22,18.51
2010-03-23,18.34
2010-03-24,18.482
2010-03-25,18.006001
2010-03-26,18.634001
2010-03-29,18.586
2010-03-30,18.483999
2010-03-31,18.236
2010-04-01,18.482
2010-04-05,18.389999
2010-04-06,18.486
2010-04-07,18.246
2010-04-08,18.299999
2010-04-09,18.58
2010-04-12,18.406
2010-04-13,17.782
2010-04-14,17.766001
2010-04-15,18.0
2010-04-16,18.0
2010-04-19,17.378
2010-04-20,17.455999
2010-04-21,17.528
2010-04-22,17.534
2010-04-23,17.02
2010-04-26,16.978001000000003
2010-04-27,16.208
2010-04-28,16.775999
2010-04-29,16.976
2010-04-30,16.733999
2010-05-03,16.073999
2010-05-04,15.594
2010-05-05,15.652
2010-05-06,14.832
2010-05-07,14.66
2010-05-10,15.224
2010-05-11,14.374
2010-05-12,14.882
2010-05-13,14.448
2010-05-14,14.49
2010-05-17,14.228
2010-05-18,14.274
2010-05-19,14.072
2010-05-20,13.308
2010-05-21,13.63
2010-05-24,13.492
2010-05-25,13.408
2010-05-26,13.286
2010-05-27,14.052
2010-05-28,13.718
2010-06-01,13.188
2010-06-02,13.534
2010-06-03,13.066
2010-06-04,12.186
2010-06-07,11.826
2010-06-08,11.712
2010-06-09,11.794
2010-06-10,12.856
2010-06-11,13.07
2010-06-14,12.416
2010-06-15,12.95
2010-06-16,13.042
2010-06-17,13.01
2010-06-18,12.85
2010-06-21,12.798
2010-06-22,12.892
2010-06-23,13.196
2010-06-24,12.946
2010-06-25,13.52
2010-06-28,12.916
2010-06-29,12.392
2010-06-30,12.69
2010-07-01,13.098
2010-07-02,13.684
2010-07-06,13.468
2010-07-07,13.988
2010-07-08,14.704
