Date,ENS
2005-02-24,14.07
2005-02-25,14.35
2005-02-28,14.45
2005-03-01,14.4
2005-03-02,14.55
2005-03-03,14.05
2005-03-04,14.07
2005-03-07,13.95
2005-03-08,13.87
2005-03-09,13.56
2005-03-10,13.8
2005-03-11,13.95
2005-03-14,14.02
2005-03-15,13.76
2005-03-16,13.62
2005-03-17,13.81
2005-03-18,14.0
2005-03-21,13.26
2005-03-22,12.2
2005-03-23,12.09
2005-03-24,12.15
2005-03-28,12.39
2005-03-29,12.25
2005-03-30,12.84
2005-03-31,13.1
2005-04-01,12.79
2005-04-04,12.87
2005-04-05,12.73
2005-04-06,12.7
2005-04-07,12.56
2005-04-08,12.25
2005-04-11,12.22
2005-04-12,11.85
2005-04-13,11.77
2005-04-14,11.62
2005-04-15,11.01
2005-04-18,10.93
2005-04-19,10.81
2005-04-20,10.33
2005-04-21,10.73
2005-04-22,9.25
2005-04-25,9.26
2005-04-26,10.03
2005-04-27,10.14
2005-04-28,9.5
2005-04-29,9.43
2005-05-02,9.07
2005-05-03,9.12
2005-05-04,9.03
2005-05-05,9.13
2005-05-06,9.35
2005-05-09,9.38
2005-05-10,9.21
2005-05-11,9.38
2005-05-12,9.31
2005-05-13,9.33
2005-05-16,9.56
2005-05-17,9.9
2005-05-18,9.98
2005-05-19,9.59
2005-05-20,9.81
2005-05-23,9.94
2005-05-24,9.99
2005-05-25,9.85
2005-05-26,10.09
2005-05-27,10.27
2005-05-31,10.41
2005-06-01,10.37
2005-06-02,10.77
2005-06-03,11.1
2005-06-06,11.33
2005-06-07,11.22
2005-06-08,11.18
2005-06-09,11.4
2005-06-10,11.52
2005-06-13,12.99
2005-06-14,12.95
2005-06-15,13.13
2005-06-16,13.16
2005-06-17,13.1
2005-06-20,13.01
2005-06-21,12.85
2005-06-22,12.9
2005-06-23,12.6
2005-06-24,13.45
2005-06-27,13.17
2005-06-28,13.73
2005-06-29,13.66
2005-06-30,13.63
2005-07-01,13.66
2005-07-05,14.4
2005-07-06,13.95
2005-07-07,14.09
2005-07-08,14.5
2005-07-11,14.64
2005-07-12,14.64
2005-07-13,14.55
2005-07-14,14.17
2005-07-15,14.22
2005-07-18,13.82
2005-07-19,14.46
2005-07-20,15.06
2005-07-21,14.53
2005-07-22,15.29
2005-07-25,14.98
2005-07-26,15.17
2005-07-27,15.02
2005-07-28,15.3
2005-07-29,13.98
2005-08-01,14.29
2005-08-02,14.65
2005-08-03,14.63
2005-08-04,13.38
2005-08-05,12.71
2005-08-08,14.23
2005-08-09,14.1
2005-08-10,13.34
2005-08-11,13.88
2005-08-12,13.47
2005-08-15,13.6
2005-08-16,13.12
2005-08-17,13.05
2005-08-18,13.22
2005-08-19,13.1
2005-08-22,13.19
2005-08-23,13.1
2005-08-24,13.14
2005-08-25,13.36
2005-08-26,12.97
2005-08-29,13.5
2005-08-30,13.41
2005-08-31,13.85
2005-09-01,13.5
2005-09-02,13.74
2005-09-06,14.05
2005-09-07,14.0
2005-09-08,13.74
2005-09-09,14.0
2005-09-12,14.18
2005-09-13,13.9
2005-09-14,13.42
2005-09-15,13.52
2005-09-16,13.94
2005-09-19,13.87
2005-09-20,14.03
2005-09-21,13.91
2005-09-22,14.37
2005-09-23,14.51
2005-09-26,13.77
2005-09-27,13.87
2005-09-28,14.01
2005-09-29,14.95
2005-09-30,15.17
2005-10-03,14.67
2005-10-04,14.48
2005-10-05,13.17
2005-10-06,13.2
2005-10-07,13.55
2005-10-10,14.5
2005-10-11,13.76
2005-10-12,13.82
2005-10-13,14.23
2005-10-14,14.18
2005-10-17,13.58
2005-10-18,13.33
2005-10-19,14.25
2005-10-20,13.85
2005-10-21,14.24
2005-10-24,15.0
2005-10-25,14.44
2005-10-26,14.6
2005-10-27,14.06
2005-10-28,14.49
2005-10-31,14.98
2005-11-01,14.87
2005-11-02,15.01
2005-11-03,14.97
2005-11-04,15.08
2005-11-07,14.83
2005-11-08,14.64
2005-11-09,14.91
2005-11-10,14.91
2005-11-11,14.74
2005-11-14,14.91
2005-11-15,14.56
2005-11-16,13.89
2005-11-17,13.98
2005-11-18,13.95
2005-11-21,14.36
2005-11-22,14.45
2005-11-23,14.23
2005-11-25,13.97
2005-11-28,13.84
2005-11-29,13.95
2005-11-30,14.46
2005-12-01,14.83
2005-12-02,14.5
2005-12-05,14.42
2005-12-06,14.44
2005-12-07,14.4
2005-12-08,14.45
2005-12-09,14.47
2005-12-12,14.35
2005-12-13,14.21
2005-12-14,14.2
2005-12-15,13.75
2005-12-16,13.76
2005-12-19,13.25
2005-12-20,13.26
2005-12-21,13.34
2005-12-22,13.55
2005-12-23,13.85
2005-12-27,13.02
2005-12-28,13.26
2005-12-29,13.0
2005-12-30,13.04
2006-01-03,13.59
2006-01-04,13.49
2006-01-05,13.87
2006-01-06,13.9
2006-01-09,14.07
2006-01-10,14.05
2006-01-11,13.54
2006-01-12,13.41
2006-01-13,14.06
2006-01-17,13.83
2006-01-18,14.17
2006-01-19,14.28
2006-01-20,14.16
2006-01-23,14.42
2006-01-24,14.38
2006-01-25,14.4
2006-01-26,14.42
2006-01-27,14.5
2006-01-30,13.97
2006-01-31,13.93
2006-02-01,14.02
2006-02-02,13.7
2006-02-03,13.67
2006-02-06,13.58
2006-02-07,13.47
2006-02-08,13.86
2006-02-09,13.67
2006-02-10,13.53
2006-02-13,12.86
2006-02-14,13.0
2006-02-15,12.43
2006-02-16,14.4
2006-02-17,14.06
2006-02-21,13.62
2006-02-22,14.08
2006-02-23,13.81
2006-02-24,13.72
2006-02-27,13.85
2006-02-28,13.58
2006-03-01,13.97
2006-03-02,14.0
2006-03-03,13.63
2006-03-06,13.32
2006-03-07,13.02
2006-03-08,13.42
2006-03-09,13.0
2006-03-10,13.13
2006-03-13,13.35
2006-03-14,13.59
2006-03-15,13.72
2006-03-16,13.75
2006-03-17,13.59
2006-03-20,13.47
2006-03-21,12.68
2006-03-22,13.04
2006-03-23,12.78
2006-03-24,13.01
2006-03-27,13.05
2006-03-28,12.95
2006-03-29,13.36
2006-03-30,13.46
2006-03-31,13.8
2006-04-03,13.76
2006-04-04,13.83
2006-04-05,13.72
2006-04-06,13.75
2006-04-07,13.95
2006-04-10,14.15
2006-04-11,13.7
2006-04-12,13.46
2006-04-13,13.7
2006-04-17,13.53
2006-04-18,14.13
2006-04-19,14.25
2006-04-20,14.57
2006-04-21,14.02
2006-04-24,14.0
2006-04-25,13.62
2006-04-26,14.0
2006-04-27,13.99
2006-04-28,14.02
2006-05-01,13.3
2006-05-02,13.76
2006-05-03,13.69
2006-05-04,14.1
2006-05-05,14.07
2006-05-08,14.0
2006-05-09,13.86
2006-05-10,13.8
2006-05-11,13.0
2006-05-12,12.35
2006-05-15,12.38
2006-05-16,12.12
2006-05-17,12.06
2006-05-18,12.29
2006-05-19,12.85
2006-05-22,12.52
2006-05-23,12.74
2006-05-24,14.35
2006-05-25,14.2
2006-05-26,14.5
2006-05-30,13.84
2006-05-31,14.05
2006-06-01,14.7
2006-06-02,14.1
2006-06-05,13.72
2006-06-06,13.67
2006-06-07,13.43
2006-06-08,14.14
2006-06-09,14.15
2006-06-12,14.18
2006-06-13,15.12
2006-06-14,16.110001
2006-06-15,17.25
2006-06-16,16.57
2006-06-19,17.610001
2006-06-20,19.059998999999998
2006-06-21,18.620001000000002
2006-06-22,18.34
2006-06-23,18.99
2006-06-26,19.85
2006-06-27,18.98
2006-06-28,19.549999
2006-06-29,21.459999
2006-06-30,20.9
2006-07-03,20.77
2006-07-05,20.67
2006-07-06,21.200001
2006-07-07,19.549999
2006-07-10,19.049999
2006-07-11,19.549999
2006-07-12,18.120001000000002
2006-07-13,17.530001000000002
2006-07-14,16.389999
2006-07-17,16.700001
2006-07-18,18.68
2006-07-19,19.059998999999998
2006-07-20,18.09
2006-07-21,17.129998999999998
2006-07-24,18.459999
2006-07-25,18.85
2006-07-26,18.34
2006-07-27,17.690001000000002
2006-07-28,18.32
2006-07-31,18.030001000000002
2006-08-01,17.120001000000002
2006-08-02,17.879998999999998
2006-08-03,18.43
2006-08-04,18.85
2006-08-07,18.99
2006-08-08,17.940001000000002
2006-08-09,17.950001
2006-08-10,18.66
2006-08-11,17.799999
2006-08-14,17.33
2006-08-15,18.0
2006-08-16,18.15
2006-08-17,17.969998999999998
2006-08-18,17.940001000000002
2006-08-21,17.98
2006-08-22,17.98
2006-08-23,17.9
2006-08-24,17.52
2006-08-25,17.33
2006-08-28,17.85
2006-08-29,17.940001000000002
2006-08-30,17.82
2006-08-31,17.77
2006-09-01,17.540001
2006-09-05,17.719998999999998
2006-09-06,17.129998999999998
2006-09-07,16.73
2006-09-08,16.879998999999998
2006-09-11,16.93
2006-09-12,17.75
2006-09-13,17.49
2006-09-14,17.290001
2006-09-15,16.85
2006-09-18,16.26
2006-09-19,16.85
2006-09-20,17.15
2006-09-21,16.709999
2006-09-22,16.17
2006-09-25,16.620001000000002
2006-09-26,16.450001
2006-09-27,16.17
2006-09-28,16.67
2006-09-29,16.040001
2006-10-02,15.65
2006-10-03,15.9
2006-10-04,16.690001000000002
2006-10-05,17.379998999999998
2006-10-06,16.93
2006-10-09,17.18
2006-10-10,17.700001
2006-10-11,16.870001000000002
2006-10-12,17.799999
2006-10-13,17.99
2006-10-16,18.440001000000002
2006-10-17,18.35
2006-10-18,18.030001000000002
2006-10-19,18.24
2006-10-20,17.83
2006-10-23,17.75
2006-10-24,17.76
2006-10-25,17.969998999999998
2006-10-26,18.57
2006-10-27,18.120001000000002
2006-10-30,18.299999
2006-10-31,17.629998999999998
2006-11-01,16.889999
2006-11-02,16.42
2006-11-03,15.32
2006-11-06,15.5
2006-11-07,15.5
2006-11-08,15.24
2006-11-09,15.44
2006-11-10,15.2
2006-11-13,16.09
2006-11-14,16.17
2006-11-15,16.66
2006-11-16,16.5
2006-11-17,16.41
2006-11-20,16.66
2006-11-21,16.77
2006-11-22,16.690001000000002
2006-11-24,16.75
2006-11-27,16.469998999999998
2006-11-28,16.620001000000002
2006-11-29,16.799999
2006-11-30,16.68
2006-12-01,16.6
2006-12-04,17.110001
2006-12-05,17.190001000000002
2006-12-06,17.27
2006-12-07,16.459999
2006-12-08,16.4
2006-12-11,16.24
2006-12-12,16.280001000000002
2006-12-13,16.370001000000002
2006-12-14,16.32
2006-12-15,16.33
2006-12-18,16.16
2006-12-19,16.059998999999998
2006-12-20,16.25
2006-12-21,16.15
2006-12-22,16.299999
2006-12-26,16.43
2006-12-27,16.35
2006-12-28,16.07
2006-12-29,16.0
2007-01-03,16.540001
2007-01-04,16.299999
2007-01-05,15.97
2007-01-08,16.139999
2007-01-09,16.17
2007-01-10,16.120001000000002
2007-01-11,16.6
2007-01-12,16.5
2007-01-16,16.440001000000002
2007-01-17,16.5
2007-01-18,16.290001
2007-01-19,16.48
2007-01-22,16.25
2007-01-23,16.379998999999998
2007-01-24,16.559998999999998
2007-01-25,16.23
2007-01-26,16.709999
2007-01-29,16.5
2007-01-30,16.49
2007-01-31,16.26
2007-02-01,16.25
2007-02-02,16.290001
2007-02-05,16.120001000000002
2007-02-06,16.01
2007-02-07,16.25
2007-02-08,16.610001
2007-02-09,16.83
2007-02-12,16.370001000000002
2007-02-13,16.450001
2007-02-14,16.280001000000002
2007-02-15,16.450001
2007-02-16,16.610001
2007-02-20,17.030001000000002
2007-02-21,17.120001000000002
2007-02-22,17.34
2007-02-23,17.469998999999998
2007-02-26,17.5
2007-02-27,16.959999
2007-02-28,17.139999
2007-03-01,16.9
2007-03-02,16.35
2007-03-05,16.43
2007-03-06,16.870001000000002
2007-03-07,16.790001
2007-03-08,16.809998999999998
2007-03-09,17.09
2007-03-12,16.950001
2007-03-13,16.540001
2007-03-14,16.65
2007-03-15,16.620001000000002
2007-03-16,16.33
2007-03-19,16.34
2007-03-20,16.950001
2007-03-21,17.379998999999998
2007-03-22,17.299999
2007-03-23,17.120001000000002
2007-03-26,16.969998999999998
2007-03-27,17.02
2007-03-28,16.719998999999998
2007-03-29,17.030001000000002
2007-03-30,17.18
2007-04-02,17.040001
2007-04-03,17.34
2007-04-04,17.18
2007-04-05,17.290001
2007-04-09,17.32
2007-04-10,17.049999
2007-04-11,16.85
2007-04-12,16.790001
2007-04-13,16.98
2007-04-16,17.370001000000002
2007-04-17,16.959999
2007-04-18,17.01
2007-04-19,16.65
2007-04-20,17.309998999999998
2007-04-23,17.43
2007-04-24,17.33
2007-04-25,17.440001000000002
2007-04-26,17.24
2007-04-27,16.879998999999998
2007-04-30,16.290001
2007-05-01,16.65
2007-05-02,16.879998999999998
2007-05-03,16.9
2007-05-04,17.219998999999998
2007-05-07,16.85
2007-05-08,16.700001
2007-05-09,16.75
2007-05-10,16.75
2007-05-11,16.85
2007-05-14,16.629998999999998
2007-05-15,16.35
2007-05-16,16.93
2007-05-17,18.01
2007-05-18,18.040001
2007-05-21,18.43
2007-05-22,18.43
2007-05-23,18.34
2007-05-24,18.08
2007-05-25,18.48
2007-05-29,18.25
2007-05-30,18.35
2007-05-31,18.120001000000002
2007-06-01,18.25
2007-06-04,18.25
2007-06-05,17.959999
2007-06-06,18.26
2007-06-07,18.16
2007-06-08,17.82
2007-06-11,18.0
2007-06-12,17.66
2007-06-13,17.83
2007-06-14,18.889999
2007-06-15,19.030001000000002
2007-06-18,18.82
2007-06-19,19.040001
2007-06-20,18.58
2007-06-21,19.030001000000002
2007-06-22,19.049999
2007-06-25,19.15
2007-06-26,19.120001000000002
2007-06-27,19.049999
2007-06-28,19.15
2007-06-29,18.299999
2007-07-02,18.5
2007-07-03,18.809998999999998
2007-07-05,18.6
2007-07-06,18.620001000000002
2007-07-09,19.200001
2007-07-10,18.639999
2007-07-11,18.700001
2007-07-12,19.049999
2007-07-13,19.290001
2007-07-16,19.459999
2007-07-17,19.299999
2007-07-18,19.35
2007-07-19,19.360001
2007-07-20,19.040001
2007-07-23,19.0
2007-07-24,18.879998999999998
2007-07-25,19.129998999999998
2007-07-26,18.51
2007-07-27,18.370001000000002
2007-07-30,18.48
2007-07-31,18.1
2007-08-01,18.299999
2007-08-02,17.959999
2007-08-03,17.5
2007-08-06,17.780001000000002
2007-08-07,17.9
2007-08-08,18.42
2007-08-09,18.639999
2007-08-10,19.379998999999998
2007-08-13,18.959999
2007-08-14,18.49
2007-08-15,18.110001
2007-08-16,18.950001
2007-08-17,19.01
2007-08-20,18.870001000000002
2007-08-21,18.09
2007-08-22,18.52
2007-08-23,18.27
2007-08-24,18.370001000000002
2007-08-27,18.1
2007-08-28,17.85
2007-08-29,18.26
2007-08-30,18.02
2007-08-31,18.059998999999998
2007-09-04,17.98
2007-09-05,17.77
2007-09-06,18.27
2007-09-07,18.360001
2007-09-10,17.99
2007-09-11,17.950001
2007-09-12,17.59
2007-09-13,17.65
2007-09-14,17.57
2007-09-17,17.700001
2007-09-18,18.27
2007-09-19,18.27
2007-09-20,18.17
2007-09-21,18.32
2007-09-24,18.370001000000002
2007-09-25,18.18
2007-09-26,18.24
2007-09-27,18.23
2007-09-28,17.77
2007-10-01,18.200001
2007-10-02,18.25
2007-10-03,17.940001000000002
2007-10-04,17.9
2007-10-05,18.139999
2007-10-08,18.190001000000002
2007-10-09,18.209999
2007-10-10,18.190001000000002
2007-10-11,18.32
2007-10-12,18.57
2007-10-15,18.33
2007-10-16,18.42
2007-10-17,18.200001
2007-10-18,18.200001
2007-10-19,17.92
2007-10-22,18.15
2007-10-23,18.049999
2007-10-24,17.870001000000002
2007-10-25,18.23
2007-10-26,18.549999
2007-10-29,18.49
2007-10-30,18.290001
2007-10-31,18.120001000000002
2007-11-01,17.84
2007-11-02,18.0
2007-11-05,17.76
2007-11-06,17.969998999999998
2007-11-07,17.549999
2007-11-08,19.200001
2007-11-09,19.24
2007-11-12,19.209999
2007-11-13,19.23
2007-11-14,19.309998999999998
2007-11-15,19.639999
2007-11-16,20.799999
2007-11-19,22.799999
2007-11-20,23.48
2007-11-21,21.370001000000002
2007-11-23,22.42
2007-11-26,23.33
2007-11-27,23.77
2007-11-28,24.65
2007-11-29,23.200001
2007-11-30,23.27
2007-12-03,23.620001000000002
2007-12-04,23.75
2007-12-05,23.059998999999998
2007-12-06,22.92
2007-12-07,22.9
2007-12-10,22.870001000000002
2007-12-11,22.299999
2007-12-12,22.370001000000002
2007-12-13,23.389999
2007-12-14,24.0
2007-12-17,23.450001
2007-12-18,23.75
2007-12-19,23.1
2007-12-20,23.85
2007-12-21,24.07
2007-12-24,24.67
2007-12-26,24.809998999999998
2007-12-27,24.719998999999998
2007-12-28,24.450001
2007-12-31,24.959999
2008-01-02,25.48
2008-01-03,26.049999
2008-01-04,25.379998999999998
2008-01-07,27.0
2008-01-08,26.4
2008-01-09,26.639999
2008-01-10,27.719998999999998
2008-01-11,26.780001000000002
2008-01-14,26.68
2008-01-15,25.65
2008-01-16,24.99
2008-01-17,24.690001000000002
2008-01-18,24.68
2008-01-22,23.6
2008-01-23,23.58
2008-01-24,23.5
2008-01-25,23.809998999999998
2008-01-28,22.129998999999998
2008-01-29,22.700001
2008-01-30,22.77
2008-01-31,23.040001
2008-02-01,22.940001000000002
2008-02-04,24.120001000000002
2008-02-05,24.43
2008-02-06,25.370001000000002
2008-02-07,27.629998999999998
2008-02-08,26.49
2008-02-11,26.27
2008-02-12,26.18
2008-02-13,26.040001
2008-02-14,26.9
2008-02-15,26.34
2008-02-19,26.5
2008-02-20,26.1
2008-02-21,24.790001
2008-02-22,24.6
2008-02-25,24.77
2008-02-26,23.459999
2008-02-27,23.15
2008-02-28,23.389999
2008-02-29,22.99
2008-03-03,23.200001
2008-03-04,23.379998999999998
2008-03-05,23.9
2008-03-06,23.74
2008-03-07,23.870001000000002
2008-03-10,23.799999
2008-03-11,24.120001000000002
2008-03-12,24.219998999999998
2008-03-13,24.42
2008-03-14,23.57
2008-03-17,22.75
2008-03-18,23.24
2008-03-19,22.889999
2008-03-20,23.389999
2008-03-24,23.299999
2008-03-25,24.0
2008-03-26,24.09
2008-03-27,23.5
2008-03-28,23.690001000000002
2008-03-31,23.92
2008-04-01,24.82
2008-04-02,24.280001000000002
2008-04-03,23.6
2008-04-04,23.620001000000002
2008-04-07,23.219998999999998
2008-04-08,23.25
2008-04-09,22.959999
2008-04-10,23.0
2008-04-11,22.540001
2008-04-14,22.889999
2008-04-15,22.969998999999998
2008-04-16,23.0
2008-04-17,22.870001000000002
2008-04-18,22.860001
2008-04-21,23.08
2008-04-22,23.0
2008-04-23,22.93
2008-04-24,22.73
2008-04-25,23.33
2008-04-28,23.889999
2008-04-29,23.75
2008-04-30,23.4
2008-05-01,24.49
2008-05-02,24.459999
2008-05-05,24.48
2008-05-06,25.65
2008-05-07,26.549999
2008-05-08,26.07
2008-05-09,26.639999
2008-05-12,27.280001000000002
2008-05-13,29.02
2008-05-14,28.610001
2008-05-15,29.0
2008-05-16,29.51
2008-05-19,33.57
2008-05-20,32.950001
2008-05-21,30.190001000000002
2008-05-22,29.629998999999998
2008-05-23,29.690001000000002
2008-05-27,29.93
2008-05-28,31.0
2008-05-29,30.91
2008-05-30,31.209999
2008-06-02,31.700001
2008-06-03,32.720001
2008-06-04,31.43
2008-06-05,32.400002
2008-06-06,31.57
2008-06-09,30.809998999999998
2008-06-10,30.98
2008-06-11,30.9
2008-06-12,35.68
2008-06-13,35.450001
2008-06-16,35.709998999999996
2008-06-17,35.73
2008-06-18,36.970001
2008-06-19,37.139998999999996
2008-06-20,35.68
2008-06-23,35.650002
2008-06-24,34.849998
2008-06-25,34.02
2008-06-26,33.619999
2008-06-27,33.02
2008-06-30,34.23
2008-07-01,33.080002
2008-07-02,32.240002000000004
2008-07-03,31.49
2008-07-07,32.560001
2008-07-08,32.040001000000004
2008-07-09,31.9
2008-07-10,32.639998999999996
2008-07-11,32.169998
2008-07-14,34.169998
2008-07-15,32.599998
2008-07-16,33.290001000000004
2008-07-17,32.419998
2008-07-18,33.02
2008-07-21,32.580002
2008-07-22,33.639998999999996
2008-07-23,32.490002000000004
2008-07-24,31.27
2008-07-25,32.380001
2008-07-28,31.719998999999998
2008-07-29,32.049999
2008-07-30,32.970001
2008-07-31,32.279999
2008-08-01,31.91
2008-08-04,31.68
2008-08-05,32.810001
2008-08-06,28.23
2008-08-07,26.73
2008-08-08,26.08
2008-08-11,28.040001
2008-08-12,29.07
2008-08-13,30.66
2008-08-14,30.83
2008-08-15,31.0
2008-08-18,29.35
2008-08-19,29.290001
2008-08-20,29.83
2008-08-21,29.42
2008-08-22,29.450001
2008-08-25,28.59
2008-08-26,28.209999
2008-08-27,28.66
2008-08-28,28.879998999999998
2008-08-29,28.120001000000002
2008-09-02,27.469998999999998
2008-09-03,26.620001000000002
2008-09-04,24.77
2008-09-05,25.67
2008-09-08,25.48
2008-09-09,23.33
2008-09-10,23.68
2008-09-11,23.139999
2008-09-12,22.780001000000002
2008-09-15,18.93
2008-09-16,19.43
2008-09-17,18.299999
2008-09-18,20.049999
2008-09-19,21.559998999999998
2008-09-22,20.379998999999998
2008-09-23,20.450001
2008-09-24,19.99
2008-09-25,20.059998999999998
2008-09-26,19.690001000000002
2008-09-29,18.57
2008-09-30,19.709999
2008-10-01,18.82
2008-10-02,16.940001000000002
2008-10-03,15.55
2008-10-06,14.35
2008-10-07,13.83
2008-10-08,14.15
2008-10-09,12.65
2008-10-10,12.91
2008-10-13,14.7
2008-10-14,14.49
2008-10-15,12.62
2008-10-16,13.45
2008-10-17,13.74
2008-10-20,13.33
2008-10-21,13.12
2008-10-22,11.87
2008-10-23,11.49
2008-10-24,10.93
2008-10-27,10.75
2008-10-28,11.07
2008-10-29,12.66
2008-10-30,12.88
2008-10-31,13.24
2008-11-03,12.97
2008-11-04,13.34
2008-11-05,12.04
2008-11-06,10.04
2008-11-07,9.89
2008-11-10,9.85
2008-11-11,8.41
2008-11-12,7.55
2008-11-13,7.31
2008-11-14,6.86
2008-11-17,6.7
2008-11-18,6.76
2008-11-19,6.62
2008-11-20,5.96
2008-11-21,6.57
2008-11-24,7.02
2008-11-25,7.77
2008-11-26,8.8
2008-11-28,8.53
2008-12-01,7.08
2008-12-02,8.51
2008-12-03,9.23
2008-12-04,8.7
2008-12-05,9.12
2008-12-08,9.71
2008-12-09,9.5
2008-12-10,9.54
2008-12-11,8.37
2008-12-12,9.93
2008-12-15,9.43
2008-12-16,9.59
2008-12-17,9.75
2008-12-18,9.8
2008-12-19,10.15
2008-12-22,10.18
2008-12-23,9.72
2008-12-24,10.14
2008-12-26,10.58
2008-12-29,10.22
2008-12-30,10.61
2008-12-31,11.0
2009-01-02,11.28
2009-01-05,11.3
2009-01-06,11.54
2009-01-07,11.15
2009-01-08,10.95
2009-01-09,11.05
2009-01-12,11.01
2009-01-13,11.04
2009-01-14,10.18
2009-01-15,9.74
2009-01-16,9.26
2009-01-20,8.77
2009-01-21,9.24
2009-01-22,9.05
2009-01-23,9.16
2009-01-26,9.09
2009-01-27,9.07
2009-01-28,9.37
2009-01-29,9.0
2009-01-30,9.11
2009-02-02,9.43
2009-02-03,9.66
2009-02-04,9.48
2009-02-05,11.14
2009-02-06,12.55
2009-02-09,11.96
2009-02-10,11.84
2009-02-11,11.86
2009-02-12,12.11
2009-02-13,11.63
2009-02-17,10.78
2009-02-18,11.38
2009-02-19,11.1
2009-02-20,10.58
2009-02-23,9.85
2009-02-24,11.27
2009-02-25,10.88
2009-02-26,10.56
2009-02-27,10.72
2009-03-02,9.74
2009-03-03,9.97
2009-03-04,9.93
2009-03-05,9.05
2009-03-06,8.74
2009-03-09,8.94
2009-03-10,10.0
2009-03-11,10.33
2009-03-12,10.97
2009-03-13,10.92
2009-03-16,10.77
2009-03-17,11.24
2009-03-18,11.69
2009-03-19,12.15
2009-03-20,12.15
2009-03-23,12.98
2009-03-24,12.15
2009-03-25,13.28
2009-03-26,13.47
2009-03-27,13.3
2009-03-30,12.1
2009-03-31,12.12
2009-04-01,12.83
2009-04-02,14.42
2009-04-03,14.08
2009-04-06,13.26
2009-04-07,12.8
2009-04-08,13.1
2009-04-09,13.89
2009-04-13,14.38
2009-04-14,13.8
2009-04-15,14.06
2009-04-16,13.9
2009-04-17,13.95
2009-04-20,13.28
2009-04-21,14.3
2009-04-22,14.7
2009-04-23,13.96
2009-04-24,14.15
2009-04-27,14.34
2009-04-28,15.14
2009-04-29,16.370001000000002
2009-04-30,17.049999
2009-05-01,18.66
2009-05-04,19.08
2009-05-05,18.889999
2009-05-06,18.41
2009-05-07,17.58
2009-05-08,18.99
2009-05-11,18.74
2009-05-12,18.629998999999998
2009-05-13,17.75
2009-05-14,15.21
2009-05-15,16.0
2009-05-18,16.200001
2009-05-19,16.190001000000002
