Date,ENS
2013-11-19,68.139999
2013-11-20,68.389999
2013-11-21,69.120003
2013-11-22,69.889999
2013-11-25,69.989998
2013-11-26,70.489998
2013-11-27,71.540001
2013-11-29,71.349998
2013-12-02,70.25
2013-12-03,69.150002
2013-12-04,69.959999
2013-12-05,69.779999
2013-12-06,70.519997
2013-12-09,70.82
2013-12-10,70.610001
2013-12-11,68.489998
2013-12-12,68.470001
2013-12-13,68.449997
2013-12-16,69.059998
2013-12-17,68.540001
2013-12-18,69.610001
2013-12-19,68.629997
2013-12-20,70.040001
2013-12-23,69.690002
2013-12-24,70.220001
2013-12-26,70.540001
2013-12-27,70.089996
2013-12-30,69.889999
2013-12-31,70.089996
2014-01-02,69.019997
2014-01-03,69.589996
2014-01-06,69.059998
2014-01-07,69.33000200000001
2014-01-08,68.690002
2014-01-09,68.980003
2014-01-10,69.410004
2014-01-13,68.230003
2014-01-14,70.510002
2014-01-15,71.43
2014-01-16,71.599998
2014-01-17,71.480003
2014-01-21,72.07
2014-01-22,72.290001
2014-01-23,70.739998
2014-01-24,68.529999
2014-01-27,67.459999
2014-01-28,68.389999
2014-01-29,66.910004
2014-01-30,68.449997
2014-01-31,68.059998
2014-02-03,65.610001
2014-02-04,66.519997
2014-02-05,66.400002
2014-02-06,72.550003
2014-02-07,72.059998
2014-02-10,71.389999
2014-02-11,71.110001
2014-02-12,70.260002
2014-02-13,70.470001
2014-02-14,70.010002
2014-02-18,69.650002
2014-02-19,68.290001
2014-02-20,69.400002
2014-02-21,68.32
2014-02-24,68.589996
2014-02-25,67.279999
2014-02-26,69.16999799999999
2014-02-27,70.099998
2014-02-28,71.040001
2014-03-03,69.809998
2014-03-04,72.25
2014-03-05,72.980003
2014-03-06,73.269997
2014-03-07,73.870003
2014-03-10,73.559998
2014-03-11,73.029999
2014-03-12,73.18
2014-03-13,73.0
2014-03-14,70.989998
2014-03-17,71.529999
2014-03-18,72.08000200000001
2014-03-19,72.029999
2014-03-20,71.510002
2014-03-21,72.610001
2014-03-24,71.230003
2014-03-25,70.309998
2014-03-26,68.599998
2014-03-27,67.68
2014-03-28,68.83000200000001
2014-03-31,69.290001
2014-04-01,69.989998
2014-04-02,69.989998
2014-04-03,69.269997
2014-04-04,67.099998
2014-04-07,65.940002
2014-04-08,65.809998
2014-04-09,66.349998
2014-04-10,64.160004
2014-04-11,63.27
2014-04-14,63.599998
2014-04-15,64.650002
2014-04-16,65.779999
2014-04-17,66.410004
2014-04-21,66.949997
2014-04-22,67.610001
2014-04-23,67.290001
2014-04-24,67.400002
2014-04-25,67.07
2014-04-28,67.800003
2014-04-29,67.0
2014-04-30,67.58000200000001
2014-05-01,67.129997
2014-05-02,68.050003
2014-05-05,67.389999
2014-05-06,65.940002
2014-05-07,65.529999
2014-05-08,68.510002
2014-05-09,67.889999
2014-05-12,69.849998
2014-05-13,69.400002
2014-05-14,67.309998
2014-05-15,65.43
2014-05-16,66.519997
2014-05-19,66.199997
2014-05-20,64.760002
2014-05-21,65.019997
2014-05-22,65.639999
2014-05-23,67.08000200000001
2014-05-27,68.230003
2014-05-28,68.790001
2014-05-29,69.93
2014-05-30,69.040001
2014-06-02,69.059998
2014-06-03,68.889999
2014-06-04,69.029999
2014-06-05,70.66999799999999
2014-06-06,70.83000200000001
2014-06-09,71.449997
2014-06-10,71.809998
2014-06-11,71.150002
2014-06-12,69.959999
2014-06-13,70.199997
2014-06-16,69.480003
2014-06-17,69.989998
2014-06-18,69.769997
2014-06-19,69.959999
2014-06-20,70.41999799999999
2014-06-23,69.639999
2014-06-24,68.889999
2014-06-25,68.879997
2014-06-26,68.739998
2014-06-27,68.910004
2014-06-30,68.790001
2014-07-01,69.629997
2014-07-02,68.889999
2014-07-03,69.68
2014-07-07,68.33000200000001
2014-07-08,68.440002
2014-07-09,68.339996
2014-07-10,67.230003
2014-07-11,68.040001
2014-07-14,68.43
2014-07-15,67.349998
2014-07-16,67.029999
2014-07-17,65.809998
2014-07-18,64.889999
2014-07-21,64.860001
2014-07-22,64.790001
2014-07-23,64.800003
2014-07-24,64.82
2014-07-25,64.730003
2014-07-28,64.730003
2014-07-29,64.360001
2014-07-30,64.400002
2014-07-31,63.43
2014-08-01,63.540001000000004
2014-08-04,64.209999
2014-08-05,64.120003
2014-08-06,63.619999
2014-08-07,58.18
2014-08-08,60.049999
2014-08-11,61.16
2014-08-12,61.279999
2014-08-13,61.189999
2014-08-14,61.77
2014-08-15,62.09
2014-08-18,63.150002
2014-08-19,63.599998
2014-08-20,63.48
2014-08-21,64.089996
2014-08-22,64.16999799999999
2014-08-25,64.029999
2014-08-26,64.230003
2014-08-27,64.129997
2014-08-28,63.91
2014-08-29,64.290001
2014-09-02,64.230003
2014-09-03,63.549999
2014-09-04,63.41
2014-09-05,63.369999
2014-09-08,64.309998
2014-09-09,63.169998
2014-09-10,62.779999
2014-09-11,62.970001
2014-09-12,62.849998
2014-09-15,62.490002000000004
2014-09-16,62.57
2014-09-17,63.02
2014-09-18,63.5
2014-09-19,62.860001000000004
2014-09-22,62.139998999999996
2014-09-23,61.450001
2014-09-24,61.869999
2014-09-25,60.259997999999996
2014-09-26,60.07
2014-09-29,59.57
2014-09-30,58.639998999999996
2014-10-01,56.080002
2014-10-02,56.599998
2014-10-03,57.25
2014-10-06,56.720001
2014-10-07,55.220001
2014-10-08,56.110001000000004
2014-10-09,54.689999
2014-10-10,53.48
2014-10-13,51.830002
2014-10-14,52.290001000000004
2014-10-15,53.32
2014-10-16,54.380001
2014-10-17,54.709998999999996
2014-10-20,55.540001000000004
2014-10-21,56.959998999999996
2014-10-22,56.630001
2014-10-23,58.139998999999996
2014-10-24,58.119999
2014-10-27,58.080002
2014-10-28,60.639998999999996
2014-10-29,60.02
2014-10-30,60.650002
2014-10-31,62.799999
2014-11-03,62.470001
2014-11-04,61.310001
2014-11-05,61.73
2014-11-06,60.380001
2014-11-07,60.23
2014-11-10,60.27
2014-11-11,60.150002
2014-11-12,60.110001000000004
2014-11-13,59.880001
2014-11-14,59.860001000000004
2014-11-17,59.900002
2014-11-18,60.400002
2014-11-19,60.299999
2014-11-20,60.830002
2014-11-21,61.169998
2014-11-24,61.259997999999996
2014-11-25,61.23
2014-11-26,61.279999
2014-11-28,60.73
2014-12-01,59.970001
2014-12-02,59.919998
2014-12-03,61.200001
2014-12-04,60.080002
2014-12-05,60.139998999999996
2014-12-08,59.700001
2014-12-09,60.91
2014-12-10,59.619999
2014-12-11,59.450001
2014-12-12,57.419998
2014-12-15,56.639998999999996
2014-12-16,57.099998
2014-12-17,58.5
2014-12-18,59.990002000000004
2014-12-19,60.130001
2014-12-22,60.810001
2014-12-23,61.299999
2014-12-24,61.66
2014-12-26,61.779999
2014-12-29,61.75
2014-12-30,61.82
2014-12-31,61.720001
2015-01-02,60.77
2015-01-05,60.0
2015-01-06,58.5
2015-01-07,59.029999
2015-01-08,60.41
2015-01-09,60.240002000000004
2015-01-12,59.189999
2015-01-13,60.360001000000004
2015-01-14,59.189999
2015-01-15,57.790001000000004
2015-01-16,58.380001
2015-01-20,58.099998
2015-01-21,58.119999
2015-01-22,59.400002
2015-01-23,59.209998999999996
2015-01-26,59.549999
2015-01-27,59.029999
2015-01-28,58.549999
2015-01-29,59.5
2015-01-30,58.380001
2015-02-02,59.639998999999996
2015-02-03,61.599998
2015-02-04,60.84
2015-02-05,60.02
2015-02-06,60.240002000000004
2015-02-09,60.599998
2015-02-10,60.619999
2015-02-11,60.759997999999996
2015-02-12,61.549999
2015-02-13,62.529999
2015-02-17,62.700001
2015-02-18,63.060001
2015-02-19,63.560001
2015-02-20,64.459999
2015-02-23,64.839996
2015-02-24,65.209999
2015-02-25,65.220001
2015-02-26,65.41999799999999
2015-02-27,65.300003
2015-03-02,66.559998
2015-03-03,66.0
2015-03-04,65.959999
2015-03-05,65.910004
2015-03-06,65.480003
2015-03-09,65.779999
2015-03-10,64.209999
2015-03-11,64.41999799999999
2015-03-12,65.730003
2015-03-13,64.43
2015-03-16,64.629997
2015-03-17,65.989998
2015-03-18,66.33000200000001
2015-03-19,65.75
2015-03-20,66.279999
2015-03-23,66.400002
2015-03-24,65.940002
2015-03-25,63.310001
2015-03-26,63.849998
2015-03-27,64.0
2015-03-30,65.41999799999999
2015-03-31,64.239998
2015-04-01,64.599998
2015-04-02,64.620003
2015-04-06,65.059998
2015-04-07,64.860001
2015-04-08,65.300003
2015-04-09,65.660004
2015-04-10,66.41999799999999
2015-04-13,66.889999
2015-04-14,67.129997
2015-04-15,68.25
2015-04-16,67.879997
2015-04-17,67.510002
2015-04-20,67.809998
2015-04-21,68.07
2015-04-22,68.260002
2015-04-23,68.68
2015-04-24,68.269997
2015-04-27,68.629997
2015-04-28,69.08000200000001
2015-04-29,68.879997
2015-04-30,67.900002
2015-05-01,68.220001
2015-05-04,68.019997
2015-05-05,67.339996
2015-05-06,67.300003
2015-05-07,67.160004
2015-05-08,68.589996
2015-05-11,67.980003
2015-05-12,68.400002
2015-05-13,68.43
2015-05-14,69.360001
2015-05-15,69.269997
2015-05-18,68.790001
2015-05-19,68.32
2015-05-20,68.480003
2015-05-21,68.769997
2015-05-22,68.339996
2015-05-26,67.209999
2015-05-27,68.709999
2015-05-28,68.220001
2015-05-29,66.639999
2015-06-01,66.970001
2015-06-02,67.029999
2015-06-03,68.290001
2015-06-04,67.83000200000001
2015-06-05,68.25
2015-06-08,68.860001
2015-06-09,69.470001
2015-06-10,71.800003
2015-06-11,70.699997
2015-06-12,71.099998
2015-06-15,69.879997
2015-06-16,71.389999
2015-06-17,71.550003
2015-06-18,72.010002
2015-06-19,72.540001
2015-06-22,72.029999
2015-06-23,72.75
2015-06-24,72.470001
2015-06-25,71.91999799999999
2015-06-26,71.58000200000001
2015-06-29,70.220001
2015-06-30,70.290001
2015-07-01,70.699997
2015-07-02,69.889999
2015-07-06,69.269997
2015-07-07,69.110001
2015-07-08,67.269997
2015-07-09,67.279999
2015-07-10,68.480003
2015-07-13,69.059998
2015-07-14,68.989998
2015-07-15,67.68
2015-07-16,67.43
2015-07-17,65.970001
2015-07-20,65.58000200000001
2015-07-21,64.82
2015-07-22,64.370003
2015-07-23,63.32
2015-07-24,62.02
2015-07-27,61.57
2015-07-28,61.599998
2015-07-29,62.040001000000004
2015-07-30,62.200001
2015-07-31,62.450001
2015-08-03,61.869999
2015-08-04,61.209998999999996
2015-08-05,61.490002000000004
2015-08-06,55.5
2015-08-07,54.049999
2015-08-10,55.32
2015-08-11,55.009997999999996
2015-08-12,54.900002
2015-08-13,54.450001
2015-08-14,53.990002000000004
2015-08-17,54.509997999999996
2015-08-18,54.5
2015-08-19,54.490002000000004
2015-08-20,54.0
2015-08-21,52.369999
2015-08-24,49.93
2015-08-25,49.939999
2015-08-26,50.91
2015-08-27,52.360001000000004
2015-08-28,52.5
2015-08-31,53.470001
2015-09-01,51.310001
2015-09-02,51.48
2015-09-03,51.790001000000004
2015-09-04,50.919998
2015-09-08,52.389998999999996
2015-09-09,51.830002
2015-09-10,52.360001000000004
2015-09-11,53.27
2015-09-14,52.25
2015-09-15,53.580002
2015-09-16,54.509997999999996
2015-09-17,53.830002
2015-09-18,52.360001000000004
2015-09-21,51.82
2015-09-22,50.610001000000004
2015-09-23,50.59
2015-09-24,50.91
2015-09-25,51.66
2015-09-28,51.470001
2015-09-29,52.110001000000004
2015-09-30,53.580002
2015-10-01,53.200001
2015-10-02,56.130001
2015-10-05,58.880001
2015-10-06,63.860001000000004
2015-10-07,64.699997
2015-10-08,65.989998
2015-10-09,65.120003
2015-10-12,64.300003
2015-10-13,63.959998999999996
2015-10-14,63.240002000000004
2015-10-15,64.160004
2015-10-16,65.489998
2015-10-19,64.800003
2015-10-20,64.989998
2015-10-21,64.660004
2015-10-22,65.879997
2015-10-23,66.08000200000001
2015-10-26,64.410004
2015-10-27,62.080002
2015-10-28,63.16
2015-10-29,61.650002
2015-10-30,60.990002000000004
2015-11-02,64.510002
2015-11-03,62.970001
2015-11-04,63.150002
2015-11-05,64.32
2015-11-06,65.07
2015-11-09,64.410004
2015-11-10,62.990002000000004
2015-11-11,62.490002000000004
2015-11-12,60.810001
2015-11-13,60.060001
2015-11-16,60.380001
2015-11-17,60.360001000000004
2015-11-18,60.360001000000004
2015-11-19,59.610001000000004
2015-11-20,59.639998999999996
2015-11-23,59.34
2015-11-24,58.799999
2015-11-25,59.5
2015-11-27,59.119999
2015-11-30,58.900002
2015-12-01,59.220001
2015-12-02,58.43
2015-12-03,58.02
2015-12-04,59.02
2015-12-07,58.740002000000004
2015-12-08,58.150002
2015-12-09,56.73
2015-12-10,56.470001
2015-12-11,55.869999
2015-12-14,56.43
2015-12-15,56.41
2015-12-16,57.119999
2015-12-17,56.59
2015-12-18,56.060001
2015-12-21,57.080002
2015-12-22,57.16
2015-12-23,57.099998
2015-12-24,57.18
2015-12-28,56.639998999999996
2015-12-29,56.720001
2015-12-30,56.73
2015-12-31,55.93
2016-01-04,54.700001
2016-01-05,54.580002
2016-01-06,54.509997999999996
2016-01-07,53.98
2016-01-08,53.830002
2016-01-11,53.880001
2016-01-12,54.490002000000004
2016-01-13,53.349998
2016-01-14,52.919998
2016-01-15,52.400002
2016-01-19,53.119999
2016-01-20,53.27
2016-01-21,52.169998
2016-01-22,52.389998999999996
2016-01-25,47.869999
2016-01-26,48.580002
2016-01-27,48.57
2016-01-28,48.080002
2016-01-29,48.43
2016-02-01,48.310001
2016-02-02,46.689999
2016-02-03,46.369999
2016-02-04,46.259997999999996
2016-02-05,44.610001000000004
2016-02-08,43.790001000000004
2016-02-09,43.849998
2016-02-10,43.389998999999996
2016-02-11,43.580002
2016-02-12,45.299999
2016-02-16,46.919998
2016-02-17,47.52
2016-02-18,46.169998
2016-02-19,45.959998999999996
2016-02-22,47.939999
2016-02-23,47.900002
2016-02-24,50.080002
2016-02-25,50.130001
2016-02-26,50.889998999999996
2016-02-29,51.360001000000004
2016-03-01,52.459998999999996
2016-03-02,54.049999
2016-03-03,54.709998999999996
2016-03-04,55.779999
2016-03-07,56.860001000000004
2016-03-08,54.57
2016-03-09,54.049999
2016-03-10,53.77
2016-03-11,55.27
2016-03-14,55.060001
2016-03-15,54.130001
2016-03-16,55.290001000000004
2016-03-17,57.23
2016-03-18,58.43
2016-03-21,58.48
2016-03-22,58.209998999999996
2016-03-23,55.650002
2016-03-24,55.599998
2016-03-28,55.330002
2016-03-29,55.849998
2016-03-30,55.599998
2016-03-31,55.720001
2016-04-01,55.68
2016-04-04,54.990002000000004
2016-04-05,53.73
2016-04-06,53.900002
2016-04-07,53.459998999999996
2016-04-08,53.220001
2016-04-11,52.439999
2016-04-12,52.610001000000004
2016-04-13,55.650002
2016-04-14,55.759997999999996
2016-04-15,55.790001000000004
2016-04-18,57.139998999999996
2016-04-19,57.040001000000004
2016-04-20,56.669998
2016-04-21,56.779999
2016-04-22,58.759997999999996
2016-04-25,57.490002000000004
2016-04-26,58.830002
2016-04-27,58.540001000000004
2016-04-28,57.32
2016-04-29,58.369999
2016-05-02,58.360001000000004
2016-05-03,56.990002000000004
2016-05-04,56.279999
2016-05-05,57.869999
2016-05-06,58.77
2016-05-09,57.889998999999996
2016-05-10,58.349998
2016-05-11,58.310001
2016-05-12,57.950001
2016-05-13,56.389998999999996
2016-05-16,57.599998
2016-05-17,56.619999
2016-05-18,58.119999
2016-05-19,57.009997999999996
2016-05-20,58.5
2016-05-23,58.450001
2016-05-24,58.700001
2016-05-25,59.419998
2016-05-26,59.48
2016-05-27,59.610001000000004
2016-05-31,60.119999
2016-06-01,63.77
2016-06-02,64.110001
2016-06-03,64.550003
2016-06-06,66.800003
2016-06-07,67.269997
2016-06-08,67.019997
2016-06-09,66.25
2016-06-10,64.949997
2016-06-13,64.220001
2016-06-14,63.27
2016-06-15,63.130001
2016-06-16,62.599998
2016-06-17,63.099998
2016-06-20,63.369999
2016-06-21,62.48
2016-06-22,62.400002
2016-06-23,64.089996
2016-06-24,59.119999
2016-06-27,56.5
2016-06-28,56.209998999999996
2016-06-29,57.619999
2016-06-30,59.470001
2016-07-01,60.66
2016-07-05,59.509997999999996
2016-07-06,60.98
2016-07-07,60.259997999999996
2016-07-08,61.57
2016-07-11,62.580002
2016-07-12,63.490002000000004
2016-07-13,62.82
2016-07-14,63.400002
2016-07-15,63.310001
2016-07-18,63.68
2016-07-19,63.73
2016-07-20,64.309998
2016-07-21,63.75
2016-07-22,65.150002
2016-07-25,64.190002
2016-07-26,64.150002
2016-07-27,63.59
2016-07-28,62.779999
2016-07-29,62.349998
2016-08-01,62.740002000000004
2016-08-02,61.189999
2016-08-03,62.040001000000004
2016-08-04,62.860001000000004
2016-08-05,64.82
2016-08-08,64.849998
2016-08-09,64.75
2016-08-10,64.5
2016-08-11,69.610001
2016-08-12,69.33000200000001
2016-08-15,69.970001
2016-08-16,69.75
2016-08-17,70.190002
2016-08-18,70.300003
2016-08-19,70.5
2016-08-22,71.08000200000001
2016-08-23,70.849998
2016-08-24,72.050003
2016-08-25,72.25
2016-08-26,69.989998
2016-08-29,69.730003
2016-08-30,70.529999
2016-08-31,70.379997
2016-09-01,70.940002
2016-09-02,71.309998
2016-09-06,69.709999
2016-09-07,70.529999
2016-09-08,69.83000200000001
2016-09-09,67.769997
2016-09-12,69.129997
2016-09-13,67.75
2016-09-14,67.360001
2016-09-15,68.33000200000001
2016-09-16,68.379997
2016-09-19,67.970001
2016-09-20,67.290001
2016-09-21,68.190002
2016-09-22,69.440002
2016-09-23,67.839996
2016-09-26,67.290001
2016-09-27,67.769997
2016-09-28,68.800003
2016-09-29,68.230003
2016-09-30,69.190002
2016-10-03,68.730003
2016-10-04,68.529999
2016-10-05,69.940002
2016-10-06,70.309998
2016-10-07,68.660004
2016-10-10,69.980003
2016-10-11,67.339996
2016-10-12,67.459999
2016-10-13,66.480003
2016-10-14,65.82
2016-10-17,65.949997
2016-10-18,66.150002
2016-10-19,66.099998
2016-10-20,64.900002
2016-10-21,65.709999
2016-10-24,66.599998
2016-10-25,64.699997
2016-10-26,64.610001
2016-10-27,64.010002
2016-10-28,64.470001
2016-10-31,65.129997
2016-11-01,63.259997999999996
2016-11-02,63.540001000000004
2016-11-03,63.900002
2016-11-04,64.480003
2016-11-07,65.709999
2016-11-08,66.0
2016-11-09,67.75
2016-11-10,72.639999
2016-11-11,73.91999799999999
2016-11-14,78.010002
2016-11-15,77.610001
2016-11-16,77.139999
2016-11-17,76.989998
2016-11-18,78.110001
2016-11-21,79.160004
2016-11-22,79.019997
2016-11-23,79.0
2016-11-25,78.970001
2016-11-28,78.760002
2016-11-29,79.110001
2016-11-30,79.58000200000001
2016-12-01,78.339996
2016-12-02,77.620003
2016-12-05,80.16999799999999
2016-12-06,80.040001
2016-12-07,81.610001
2016-12-08,82.589996
2016-12-09,82.519997
2016-12-12,82.709999
2016-12-13,81.400002
2016-12-14,78.989998
2016-12-15,78.489998
2016-12-16,77.610001
2016-12-19,79.809998
2016-12-20,80.370003
2016-12-21,80.33000200000001
2016-12-22,79.300003
2016-12-23,79.110001
2016-12-27,79.440002
2016-12-28,78.260002
2016-12-29,78.559998
2016-12-30,78.099998
2017-01-03,78.489998
2017-01-04,80.239998
2017-01-05,78.629997
2017-01-06,79.529999
2017-01-09,77.389999
2017-01-10,79.389999
2017-01-11,79.559998
2017-01-12,78.860001
2017-01-13,80.260002
2017-01-17,77.519997
2017-01-18,77.790001
2017-01-19,76.550003
2017-01-20,77.400002
2017-01-23,77.029999
2017-01-24,80.66999799999999
2017-01-25,81.269997
2017-01-26,80.110001
2017-01-27,79.300003
2017-01-30,78.389999
2017-01-31,77.949997
2017-02-01,78.33000200000001
2017-02-02,77.639999
2017-02-03,79.290001
2017-02-06,78.360001
2017-02-07,78.32
2017-02-08,77.870003
2017-02-09,78.089996
2017-02-10,77.529999
2017-02-13,78.599998
2017-02-14,78.839996
2017-02-15,79.019997
2017-02-16,78.889999
2017-02-17,78.980003
2017-02-21,79.459999
2017-02-22,77.75
2017-02-23,76.75
2017-02-24,75.980003
2017-02-27,77.720001
2017-02-28,76.730003
2017-03-01,79.629997
2017-03-02,78.709999
2017-03-03,79.559998
2017-03-06,78.220001
2017-03-07,77.540001
2017-03-08,77.41999799999999
2017-03-09,76.0
2017-03-10,76.099998
2017-03-13,76.309998
2017-03-14,75.910004
2017-03-15,76.5
2017-03-16,77.190002
2017-03-17,77.75
2017-03-20,76.139999
2017-03-21,74.730003
2017-03-22,74.870003
2017-03-23,75.66999799999999
2017-03-24,76.25
2017-03-27,76.620003
2017-03-28,78.0
2017-03-29,78.150002
2017-03-30,79.110001
2017-03-31,78.940002
2017-04-03,77.760002
2017-04-04,78.440002
2017-04-05,77.07
2017-04-06,77.599998
2017-04-07,77.660004
2017-04-10,77.410004
2017-04-11,77.529999
2017-04-12,76.68
2017-04-13,75.910004
2017-04-17,77.389999
2017-04-18,77.599998
2017-04-19,78.07
2017-04-20,78.949997
2017-04-21,78.389999
2017-04-24,81.0
2017-04-25,82.800003
2017-04-26,83.720001
2017-04-27,83.91999799999999
2017-04-28,83.110001
2017-05-01,83.099998
2017-05-02,82.480003
2017-05-03,82.300003
2017-05-04,82.620003
2017-05-05,83.959999
2017-05-08,83.940002
2017-05-09,83.139999
2017-05-10,83.639999
2017-05-11,83.410004
2017-05-12,82.540001
2017-05-15,83.160004
2017-05-16,82.900002
2017-05-17,79.550003
2017-05-18,79.739998
2017-05-19,79.970001
2017-05-22,80.449997
2017-05-23,82.370003
2017-05-24,82.510002
2017-05-25,83.220001
2017-05-26,83.699997
2017-05-30,83.16999799999999
2017-05-31,74.059998
2017-06-01,75.260002
2017-06-02,77.389999
2017-06-05,75.290001
2017-06-06,74.889999
2017-06-07,74.139999
2017-06-08,76.629997
2017-06-09,77.410004
2017-06-12,77.599998
2017-06-13,77.309998
2017-06-14,76.790001
2017-06-15,76.230003
2017-06-16,76.93
2017-06-19,76.440002
2017-06-20,75.58000200000001
2017-06-21,73.849998
2017-06-22,73.610001
2017-06-23,73.41999799999999
2017-06-26,73.019997
2017-06-27,72.75
2017-06-28,73.480003
2017-06-29,72.410004
2017-06-30,72.449997
2017-07-03,73.989998
2017-07-05,73.190002
2017-07-06,72.459999
2017-07-07,72.449997
2017-07-10,71.769997
2017-07-11,71.760002
2017-07-12,72.110001
2017-07-13,71.949997
2017-07-14,72.309998
2017-07-17,72.410004
2017-07-18,71.93
2017-07-19,73.019997
2017-07-20,72.190002
2017-07-21,71.779999
2017-07-24,71.470001
2017-07-25,72.540001
2017-07-26,70.980003
2017-07-27,71.33000200000001
2017-07-28,71.760002
2017-07-31,72.269997
2017-08-01,72.709999
2017-08-02,72.660004
2017-08-03,72.769997
2017-08-04,72.889999
2017-08-07,73.58000200000001
2017-08-08,73.18
2017-08-09,72.360001
2017-08-10,64.989998
2017-08-11,63.41
2017-08-14,64.639999
2017-08-15,63.48
2017-08-16,63.09
2017-08-17,62.82
2017-08-18,62.009997999999996
2017-08-21,61.450001
2017-08-22,62.779999
2017-08-23,62.810001
2017-08-24,62.549999
2017-08-25,63.02
2017-08-28,63.400002
2017-08-29,63.25
2017-08-30,63.240002000000004
2017-08-31,64.099998
2017-09-01,65.290001
2017-09-05,64.989998
2017-09-06,65.41999799999999
2017-09-07,64.970001
2017-09-08,65.25
2017-09-11,66.790001
2017-09-12,67.629997
2017-09-13,67.620003
2017-09-14,68.019997
2017-09-15,68.190002
2017-09-18,67.389999
2017-09-19,67.300003
2017-09-20,67.5
2017-09-21,67.360001
2017-09-22,68.199997
2017-09-25,68.239998
2017-09-26,67.93
2017-09-27,68.620003
2017-09-28,69.41999799999999
2017-09-29,69.16999799999999
2017-10-02,69.010002
2017-10-03,69.110001
2017-10-04,68.470001
2017-10-05,68.43
2017-10-06,68.410004
2017-10-09,68.309998
2017-10-10,68.5
2017-10-11,68.610001
2017-10-12,68.480003
2017-10-13,67.970001
2017-10-16,68.18
2017-10-17,67.849998
2017-10-18,67.589996
2017-10-19,68.529999
2017-10-20,68.57
2017-10-23,68.239998
2017-10-24,69.870003
2017-10-25,69.160004
2017-10-26,70.510002
2017-10-27,69.980003
2017-10-30,69.800003
2017-10-31,69.370003
2017-11-01,67.949997
2017-11-02,70.309998
2017-11-03,68.75
2017-11-06,68.730003
2017-11-07,68.0
2017-11-08,68.220001
2017-11-09,69.58000200000001
2017-11-10,67.089996
2017-11-13,66.860001
2017-11-14,66.260002
2017-11-15,65.959999
2017-11-16,66.43
2017-11-17,67.139999
2017-11-20,66.699997
2017-11-21,67.199997
2017-11-22,67.050003
2017-11-24,67.309998
2017-11-27,67.050003
2017-11-28,69.07
2017-11-29,69.220001
2017-11-30,69.089996
2017-12-01,68.529999
2017-12-04,69.690002
2017-12-05,68.449997
2017-12-06,67.75
2017-12-07,67.459999
2017-12-08,67.58000200000001
2017-12-11,67.739998
2017-12-12,68.07
2017-12-13,67.860001
2017-12-14,67.529999
2017-12-15,68.57
2017-12-18,69.230003
2017-12-19,69.470001
2017-12-20,69.699997
2017-12-21,70.25
2017-12-22,70.33000200000001
2017-12-26,70.129997
2017-12-27,70.260002
2017-12-28,70.379997
2017-12-29,69.629997
2018-01-02,69.519997
2018-01-03,69.480003
2018-01-04,71.32
2018-01-05,70.940002
2018-01-08,70.370003
2018-01-09,69.879997
2018-01-10,68.739998
2018-01-11,70.08000200000001
2018-01-12,72.129997
2018-01-16,75.760002
2018-01-17,74.709999
2018-01-18,74.07
2018-01-19,76.57
2018-01-22,76.440002
2018-01-23,74.66999799999999
2018-01-24,72.449997
2018-01-25,71.889999
2018-01-26,72.75
2018-01-29,72.339996
2018-01-30,71.650002
2018-01-31,70.309998
2018-02-01,71.870003
2018-02-02,69.540001
2018-02-05,64.57
2018-02-06,66.120003
2018-02-07,66.480003
2018-02-08,70.68
2018-02-09,71.360001
2018-02-12,70.5
2018-02-13,70.91999799999999
2018-02-14,71.970001
2018-02-15,73.510002
2018-02-16,72.900002
2018-02-20,72.279999
2018-02-21,72.260002
2018-02-22,73.160004
2018-02-23,73.139999
2018-02-26,73.720001
2018-02-27,72.209999
2018-02-28,69.690002
2018-03-01,68.370003
2018-03-02,69.300003
2018-03-05,69.709999
2018-03-06,70.660004
2018-03-07,70.339996
2018-03-08,70.779999
2018-03-09,73.629997
2018-03-12,72.209999
2018-03-13,71.68
2018-03-14,70.790001
2018-03-15,70.760002
2018-03-16,72.290001
2018-03-19,71.809998
2018-03-20,71.449997
2018-03-21,71.690002
2018-03-22,68.510002
2018-03-23,66.800003
2018-03-26,68.540001
2018-03-27,67.269997
2018-03-28,67.900002
2018-03-29,69.370003
2018-04-02,66.720001
2018-04-03,67.68
2018-04-04,68.129997
2018-04-05,69.370003
2018-04-06,66.489998
2018-04-09,66.639999
2018-04-10,68.510002
2018-04-11,68.510002
2018-04-12,69.620003
2018-04-13,69.639999
2018-04-16,70.900002
2018-04-17,71.41999799999999
2018-04-18,71.730003
2018-04-19,70.629997
2018-04-20,70.389999
2018-04-23,70.449997
2018-04-24,69.720001
2018-04-25,70.870003
2018-04-26,69.610001
2018-04-27,69.440002
2018-04-30,68.559998
2018-05-01,69.410004
2018-05-02,70.129997
2018-05-03,69.57
2018-05-04,69.730003
2018-05-07,74.139999
2018-05-08,73.959999
2018-05-09,73.650002
2018-05-10,73.760002
2018-05-11,73.989998
2018-05-14,73.720001
2018-05-15,73.790001
2018-05-16,73.730003
2018-05-17,79.160004
2018-05-18,78.540001
2018-05-21,80.690002
2018-05-22,79.949997
2018-05-23,79.050003
2018-05-24,80.360001
2018-05-25,80.199997
2018-05-29,79.07
2018-05-30,80.75
2018-05-31,79.910004
2018-06-01,80.349998
2018-06-04,79.949997
2018-06-05,80.16999799999999
2018-06-06,81.66999799999999
