Date,TRWH
2020-03-31,13.01
2020-04-01,11.08
2020-04-02,10.67
2020-04-03,10.23
2020-04-06,12.0
2020-04-07,12.08
2020-04-08,13.6
2020-04-09,13.97
2020-04-13,13.16
2020-04-14,13.56
2020-04-15,12.35
2020-04-16,11.92
2020-04-17,11.85
2020-04-20,11.36
2020-04-21,11.43
2020-04-22,11.36
2020-04-23,11.57
2020-04-24,13.72
2020-04-27,14.1
2020-04-28,14.93
2020-04-29,16.0
2020-04-30,15.78
2020-05-01,14.98
2020-05-04,14.94
2020-05-05,15.01
2020-05-06,14.82
2020-05-07,15.38
2020-05-08,16.25
