Date,LONE
2018-08-07,9.65
2018-08-08,8.76
2018-08-09,8.66
2018-08-10,8.7
2018-08-13,8.4
2018-08-14,8.13
2018-08-15,7.87
2018-08-16,7.86
2018-08-17,7.99
2018-08-20,8.59
2018-08-21,8.85
2018-08-22,9.29
2018-08-23,9.4
2018-08-24,9.07
2018-08-27,9.2
2018-08-28,9.23
2018-08-29,9.09
2018-08-30,9.02
2018-08-31,9.09
2018-09-04,8.97
2018-09-05,8.96
2018-09-06,8.49
2018-09-07,8.3
2018-09-10,8.23
2018-09-11,8.68
2018-09-12,8.44
2018-09-13,8.32
2018-09-14,8.44
2018-09-17,8.1
2018-09-18,7.98
2018-09-19,7.92
2018-09-20,7.86
2018-09-21,7.84
2018-09-24,8.53
2018-09-25,8.34
2018-09-26,7.76
2018-09-27,7.76
2018-09-28,7.79
2018-10-01,8.44
2018-10-02,8.23
2018-10-03,8.84
2018-10-04,8.56
2018-10-05,8.31
2018-10-08,8.45
2018-10-09,8.49
2018-10-10,8.13
2018-10-11,7.99
2018-10-12,8.13
2018-10-15,8.45
2018-10-16,9.15
2018-10-17,9.37
2018-10-18,8.75
2018-10-19,8.89
2018-10-22,8.74
2018-10-23,8.36
2018-10-24,8.01
2018-10-25,7.8
2018-10-26,7.5
2018-10-29,7.24
2018-10-30,7.62
2018-10-31,7.69
2018-11-01,7.63
2018-11-02,7.55
2018-11-05,7.6
2018-11-06,7.8
2018-11-07,7.55
2018-11-08,7.44
2018-11-09,7.27
2018-11-12,7.11
2018-11-13,6.97
2018-11-14,6.97
2018-11-15,7.33
2018-11-16,7.04
2018-11-19,7.0
2018-11-20,6.84
2018-11-21,6.97
2018-11-23,6.92
2018-11-26,6.99
2018-11-27,6.91
2018-11-28,6.78
2018-11-29,6.88
2018-11-30,6.79
2018-12-03,6.78
2018-12-04,6.54
2018-12-06,6.28
2018-12-07,6.13
2018-12-10,6.07
2018-12-11,6.08
2018-12-12,6.17
2018-12-13,5.93
2018-12-14,5.46
2018-12-17,5.17
2018-12-18,4.43
2018-12-19,4.13
2018-12-20,3.8
2018-12-21,3.82
2018-12-24,3.61
2018-12-26,4.11
2018-12-27,3.72
2018-12-28,3.53
2018-12-31,3.65
2019-01-02,4.01
2019-01-03,3.95
2019-01-04,4.2
2019-01-07,4.58
2019-01-08,4.74
2019-01-09,4.9
2019-01-10,4.95
2019-01-11,4.56
2019-01-14,4.55
2019-01-15,4.57
2019-01-16,4.64
2019-01-17,4.77
2019-01-18,4.84
2019-01-22,4.76
2019-01-23,4.69
2019-01-24,4.8
2019-01-25,4.99
2019-01-28,4.86
2019-01-29,4.78
2019-01-30,4.85
2019-01-31,5.0
2019-02-01,5.26
2019-02-04,5.38
2019-02-05,5.25
2019-02-06,5.29
2019-02-07,5.29
2019-02-08,5.22
2019-02-11,5.14
2019-02-12,5.2
2019-02-13,5.15
2019-02-14,5.13
2019-02-15,5.24
2019-02-19,5.16
2019-02-20,5.15
2019-02-21,5.0
2019-02-22,4.91
2019-02-25,4.94
2019-02-26,4.79
2019-02-27,4.65
2019-02-28,4.47
2019-03-01,4.73
2019-03-04,4.8
2019-03-05,4.52
2019-03-06,4.16
2019-03-07,4.3
2019-03-08,4.43
2019-03-11,4.23
2019-03-12,4.07
2019-03-13,4.32
2019-03-14,4.46
2019-03-15,4.3
2019-03-18,4.3
2019-03-19,4.27
2019-03-20,4.46
2019-03-21,4.53
2019-03-22,4.21
2019-03-25,4.12
2019-03-26,4.19
2019-03-27,3.98
2019-03-28,3.96
2019-03-29,4.01
2019-04-01,4.28
2019-04-02,4.41
2019-04-03,4.24
2019-04-04,4.35
2019-04-05,4.4
2019-04-08,4.5
2019-04-09,4.51
2019-04-10,4.28
2019-04-11,4.25
2019-04-12,4.42
2019-04-15,4.37
2019-04-16,4.29
2019-04-17,4.12
2019-04-18,4.1
2019-04-22,4.38
2019-04-23,4.31
2019-04-24,4.16
2019-04-25,3.96
2019-04-26,3.92
2019-04-29,3.86
2019-04-30,3.98
2019-05-01,3.67
2019-05-02,3.63
2019-05-03,3.53
2019-05-06,3.63
2019-05-07,3.65
2019-05-08,3.58
2019-05-09,3.56
2019-05-10,3.7
2019-05-13,3.46
2019-05-14,3.46
2019-05-15,3.59
2019-05-16,3.64
2019-05-17,3.64
2019-05-20,3.57
2019-05-21,3.66
2019-05-22,3.36
2019-05-23,3.25
2019-05-24,3.15
2019-05-28,3.07
2019-05-29,3.09
2019-05-30,2.87
2019-05-31,2.75
2019-06-03,2.62
2019-06-04,2.66
2019-06-05,2.42
2019-06-06,2.31
2019-06-07,2.31
2019-06-10,2.29
2019-06-11,2.15
2019-06-12,1.94
2019-06-13,2.12
2019-06-14,2.1
2019-06-17,2.49
2019-06-18,2.96
2019-06-19,2.71
2019-06-20,2.87
2019-06-21,2.75
2019-06-24,2.62
2019-06-25,2.44
2019-06-26,2.51
2019-06-27,2.36
2019-06-28,2.29
2019-07-01,2.39
2019-07-02,2.2
2019-07-03,2.29
2019-07-05,2.26
2019-07-08,2.33
2019-07-09,2.34
2019-07-10,2.46
2019-07-11,2.42
2019-07-12,2.4
2019-07-15,2.32
2019-07-16,2.66
2019-07-17,2.53
2019-07-18,2.46
2019-07-19,2.5
2019-07-22,2.52
2019-07-23,2.43
2019-07-24,2.46
2019-07-25,2.39
2019-07-26,2.4
2019-07-29,2.35
2019-07-30,2.49
2019-07-31,2.48
2019-08-01,2.17
2019-08-02,2.36
2019-08-05,2.32
2019-08-06,2.97
2019-08-07,2.8
2019-08-08,2.91
2019-08-09,2.77
2019-08-12,2.59
2019-08-13,2.55
2019-08-14,2.49
2019-08-15,2.46
2019-08-16,2.58
2019-08-19,2.64
2019-08-20,2.57
2019-08-21,2.63
2019-08-22,2.56
2019-08-23,2.55
2019-08-26,2.48
2019-08-27,2.44
2019-08-28,2.53
2019-08-29,2.67
2019-08-30,2.59
2019-09-03,2.55
2019-09-04,2.64
2019-09-05,2.66
2019-09-06,2.64
2019-09-09,2.76
2019-09-10,2.86
2019-09-11,2.99
2019-09-12,2.94
2019-09-13,3.0
2019-09-16,3.3
2019-09-17,3.12
2019-09-18,3.0
2019-09-19,3.0
2019-09-20,2.96
2019-09-23,3.1
2019-09-24,2.97
2019-09-25,2.98
2019-09-26,2.84
2019-09-27,2.83
2019-09-30,2.72
2019-10-01,2.75
2019-10-02,2.71
2019-10-03,2.75
2019-10-04,2.69
2019-10-07,2.65
2019-10-08,2.58
2019-10-09,2.52
2019-10-10,2.42
2019-10-11,2.43
2019-10-14,2.39
2019-10-15,2.37
2019-10-16,2.35
2019-10-17,2.33
2019-10-18,2.31
2019-10-21,2.31
2019-10-22,2.38
2019-10-23,2.37
2019-10-24,2.35
2019-10-25,2.4
2019-10-28,2.38
2019-10-29,2.39
2019-10-30,2.4
2019-10-31,2.4
2019-11-01,2.43
2019-11-04,2.68
2019-11-05,2.78
2019-11-06,2.69
2019-11-07,2.73
2019-11-08,2.8
2019-11-11,2.87
2019-11-12,2.69
2019-11-13,2.47
2019-11-14,2.39
2019-11-15,2.39
2019-11-18,2.26
2019-11-19,2.05
2019-11-20,1.99
2019-11-21,1.99
2019-11-22,1.99
2019-11-25,2.0
2019-11-26,1.96
2019-11-27,2.0
2019-11-29,1.98
2019-12-02,1.99
2019-12-03,2.0
2019-12-04,1.97
2019-12-05,1.99
2019-12-06,1.98
2019-12-09,1.93
2019-12-10,1.91
2019-12-11,1.94
2019-12-12,2.05
2019-12-13,2.35
2019-12-16,2.37
2019-12-17,2.2
2019-12-18,2.32
2019-12-19,2.26
2019-12-20,2.32
2019-12-23,2.37
2019-12-24,2.31
2019-12-26,2.45
2019-12-27,2.45
2019-12-30,2.49
2019-12-31,2.61
2020-01-02,2.58
2020-01-03,2.66
2020-01-06,2.74
2020-01-07,2.68
2020-01-08,2.44
2020-01-09,2.33
2020-01-10,2.24
2020-01-13,2.13
2020-01-14,2.18
2020-01-15,2.15
2020-01-16,2.25
2020-01-17,2.2
2020-01-21,2.11
2020-01-22,2.05
2020-01-23,2.0
2020-01-24,2.01
2020-01-27,2.0
2020-01-28,1.98
2020-01-29,1.9
2020-01-30,1.92
2020-01-31,1.82
2020-02-03,1.62
2020-02-04,1.57
2020-02-05,1.72
2020-02-06,1.7
2020-02-07,1.61
2020-02-10,1.54
2020-02-11,1.53
2020-02-12,1.49
2020-02-13,1.45
2020-02-14,1.44
2020-02-18,1.36
2020-02-19,1.35
2020-02-20,1.26
2020-02-21,1.29
2020-02-24,1.25
2020-02-25,1.26
2020-02-26,1.13
2020-02-27,1.26
2020-02-28,1.38
2020-03-02,1.38
2020-03-03,1.38
2020-03-04,1.26
2020-03-05,1.14
2020-03-06,0.97
2020-03-09,0.6
2020-03-10,0.88
2020-03-11,0.71
2020-03-12,0.76
2020-03-13,0.86
2020-03-16,0.6
2020-03-17,0.64
2020-03-18,0.66
2020-03-19,0.67
2020-03-20,0.5
2020-03-23,0.47
2020-03-24,0.46
2020-03-25,0.51
2020-03-26,0.51
2020-03-27,0.45
2020-03-30,0.4
2020-03-31,0.41
2020-04-01,0.43
2020-04-02,0.45
2020-04-03,0.5
2020-04-06,0.48
2020-04-07,0.47
2020-04-08,0.47
2020-04-09,0.54
2020-04-13,0.64
2020-04-14,0.54
2020-04-15,0.54
2020-04-16,0.5
2020-04-17,0.45
2020-04-20,0.43
2020-04-21,0.44
2020-04-22,0.46
2020-04-23,0.66
2020-04-24,0.68
2020-04-27,0.61
2020-04-28,0.62
2020-04-29,0.68
2020-04-30,0.76
2020-05-01,0.71
2020-05-04,0.65
2020-05-05,0.67
2020-05-06,0.64
2020-05-07,0.67
2020-05-08,0.67
