Date,LONE
2008-12-05,12.0
2008-12-08,12.0
2008-12-09,12.0
2008-12-10,12.0
2008-12-11,12.0
2008-12-12,12.0
2008-12-15,12.0
2008-12-16,12.0
2008-12-17,12.0
2008-12-18,11.0
2008-12-19,11.0
2008-12-22,11.0
2008-12-23,11.0
2008-12-24,9.5
2008-12-26,9.5
2008-12-29,9.5
2008-12-30,9.5
2008-12-31,9.5
2009-01-02,13.5
2009-01-05,13.5
2009-01-06,13.5
2009-01-07,13.5
2009-01-08,13.5
2009-01-09,13.5
2009-01-12,13.5
2009-01-13,13.5
2009-01-14,13.5
2009-01-15,13.5
2009-01-16,13.5
2009-01-20,7.5
2009-01-21,7.5
2009-01-22,9.0
2009-01-23,9.0
2009-01-26,9.0
2009-01-27,9.0
2009-01-28,9.0
2009-01-29,9.0
2009-01-30,9.0
2009-02-02,9.0
2009-02-03,9.0
2009-02-04,9.0
2009-02-05,9.0
2009-02-06,9.0
2009-02-09,9.0
2009-02-10,9.0
2009-02-11,9.0
2009-02-12,9.0
2009-02-13,9.0
2009-02-17,9.0
2009-02-18,9.0
2009-02-19,8.5
2009-02-20,8.5
2009-02-23,8.5
2009-02-24,8.5
2009-02-25,8.0
2009-02-26,8.0
2009-02-27,8.5
2009-03-02,8.5
2009-03-03,8.5
2009-03-04,9.0
2009-03-05,9.0
2009-03-06,9.0
2009-03-09,9.0
2009-03-10,9.0
2009-03-11,9.0
2009-03-12,9.0
2009-03-13,9.0
2009-03-16,9.0
2009-03-17,9.0
2009-03-18,9.0
2009-03-19,9.0
2009-03-20,9.0
2009-03-23,9.5
2009-03-24,9.5
2009-03-25,9.5
2009-03-26,9.5
2009-03-27,9.5
2009-03-30,8.5
2009-03-31,8.5
2009-04-01,8.5
2009-04-02,8.5
2009-04-03,8.5
2009-04-06,8.5
2009-04-07,8.5
2009-04-08,8.5
2009-04-09,8.5
2009-04-13,8.5
2009-04-14,8.5
2009-04-15,8.5
2009-04-16,8.5
2009-04-17,8.5
2009-04-20,8.5
2009-04-21,8.5
2009-04-22,8.5
2009-04-23,8.5
2009-04-24,8.5
2009-04-27,8.5
2009-04-28,8.5
2009-04-29,8.5
2009-04-30,8.5
2009-05-01,8.5
2009-05-04,8.5
2009-05-05,8.5
2009-05-06,8.5
2009-05-07,10.0
2009-05-08,10.0
2009-05-11,10.0
2009-05-12,10.0
2009-05-13,10.0
2009-05-14,11.0
2009-05-15,11.0
2009-05-18,11.0
2009-05-19,11.0
2009-05-20,11.0
2009-05-21,11.0
2009-05-22,11.0
2009-05-26,11.0
2009-05-27,11.0
2009-05-28,11.0
2009-05-29,11.0
2009-06-01,12.5
2009-06-02,12.5
2009-06-03,12.5
2009-06-04,14.0
2009-06-05,14.0
2009-06-08,14.0
2009-06-09,14.5
2009-06-10,14.5
2009-06-11,15.0
2009-06-12,15.0
2009-06-15,15.0
2009-06-16,15.0
2009-06-17,14.0
2009-06-18,14.0
2009-06-19,14.0
2009-06-22,14.0
2009-06-23,14.0
2009-06-24,14.0
2009-06-25,14.0
2009-06-26,14.0
2009-06-29,13.0
2009-06-30,13.0
2009-07-01,13.0
2009-07-02,13.0
2009-07-06,13.0
2009-07-07,13.0
2009-07-08,13.0
2009-07-09,13.0
2009-07-10,13.0
2009-07-13,13.0
2009-07-14,13.0
2009-07-15,13.0
2009-07-16,13.0
2009-07-17,13.0
2009-07-20,13.0
2009-07-21,13.0
2009-07-22,13.0
2009-07-23,13.0
2009-07-24,13.0
2009-07-27,13.0
2009-07-28,13.0
2009-07-29,13.0
2009-07-30,12.5
2009-07-31,12.5
2009-08-03,12.5
2009-08-04,12.5
2009-08-05,12.5
2009-08-06,12.5
2009-08-07,12.5
2009-08-10,12.5
2009-08-11,12.5
2009-08-12,12.5
2009-08-13,12.5
2009-08-14,12.5
2009-08-17,12.5
2009-08-18,12.5
2009-08-19,12.5
2009-08-20,12.5
2009-08-21,10.0
2009-08-24,10.0
2009-08-25,10.0
2009-08-26,10.0
2009-08-27,10.0
2009-08-28,10.0
2009-08-31,10.0
2009-09-01,12.5
2009-09-02,12.5
2009-09-03,11.0
2009-09-04,11.0
2009-09-08,11.0
2009-09-09,12.5
2009-09-10,12.0
2009-09-11,12.5
2009-09-14,13.0
2009-09-15,13.0
2009-09-16,13.0
2009-09-17,13.0
2009-09-18,13.0
2009-09-21,13.0
2009-09-22,13.0
2009-09-23,13.0
2009-09-24,12.0
2009-09-25,12.0
2009-09-28,12.0
2009-09-29,12.0
2009-09-30,12.0
2009-10-01,12.0
2009-10-02,10.5
2009-10-05,10.5
2009-10-06,12.5
2009-10-07,12.5
2009-10-08,12.5
2009-10-09,12.5
2009-10-12,13.0
2009-10-13,13.5
2009-10-14,13.5
2009-10-15,13.5
2009-10-16,13.5
2009-10-19,13.5
2009-10-20,13.5
2009-10-21,13.5
2009-10-22,13.5
2009-10-23,13.5
2009-10-26,13.5
2009-10-27,13.5
2009-10-28,15.0
2009-10-29,15.0
2009-10-30,15.0
2009-11-02,15.0
2009-11-03,15.0
2009-11-04,15.0
2009-11-05,15.0
2009-11-06,14.0
2009-11-09,14.0
2009-11-10,14.0
2009-11-11,12.0
2009-11-12,12.0
2009-11-13,12.0
2009-11-16,12.0
2009-11-17,12.0
2009-11-18,12.0
2009-11-19,12.0
2009-11-20,14.5
2009-11-23,14.5
2009-11-24,14.5
2009-11-25,14.5
2009-11-27,14.5
2009-11-30,14.5
2009-12-01,14.5
2009-12-02,14.5
2009-12-03,14.5
2009-12-04,10.0
2009-12-07,10.0
2009-12-08,10.0
2009-12-09,10.0
2009-12-10,10.0
2009-12-11,10.0
2009-12-14,10.0
2009-12-15,9.5
2009-12-16,11.0
2009-12-17,11.0
2009-12-18,11.0
2009-12-21,10.5
2009-12-22,10.5
2009-12-23,10.5
2009-12-24,10.5
2009-12-28,11.0
2009-12-29,11.5
2009-12-30,11.5
2009-12-31,11.5
2010-01-04,11.5
2010-01-05,11.5
2010-01-06,11.5
2010-01-07,11.5
2010-01-08,11.0
2010-01-11,11.0
2010-01-12,11.0
2010-01-13,11.0
2010-01-14,11.0
2010-01-15,11.0
2010-01-19,11.0
2010-01-20,11.0
2010-01-21,11.0
2010-01-22,11.0
2010-01-25,11.0
2010-01-26,10.0
2010-01-27,10.5
2010-01-28,10.5
2010-01-29,10.5
2010-02-01,10.5
2010-02-02,10.5
2010-02-03,10.5
2010-02-04,10.5
2010-02-05,9.0
2010-02-08,9.0
2010-02-09,9.0
2010-02-10,9.0
2010-02-11,9.0
2010-02-12,9.0
2010-02-16,9.0
2010-02-17,9.0
2010-02-18,9.0
2010-02-19,9.0
2010-02-22,9.0
2010-02-23,9.0
2010-02-24,9.0
2010-02-25,9.0
2010-02-26,9.0
2010-03-01,9.0
2010-03-02,9.0
2010-03-03,9.0
2010-03-04,9.0
2010-03-05,9.0
2010-03-08,11.5
2010-03-09,11.5
2010-03-10,11.5
2010-03-11,11.5
2010-03-12,11.5
2010-03-15,11.5
2010-03-16,9.5
2010-03-17,9.5
2010-03-18,9.5
2010-03-19,9.5
2010-03-22,9.5
2010-03-23,9.5
2010-03-24,9.5
2010-03-25,9.5
2010-03-26,9.5
2010-03-29,9.5
2010-03-30,9.5
2010-03-31,9.5
2010-04-01,9.5
2010-04-05,9.5
2010-04-06,9.5
2010-04-07,9.5
2010-04-08,9.5
2010-04-09,9.5
2010-04-12,9.5
2010-04-13,9.5
2010-04-14,9.5
2010-04-15,10.0
2010-04-16,10.0
2010-04-19,11.5
2010-04-20,10.0
2010-04-21,10.0
2010-04-22,10.0
2010-04-23,10.0
2010-04-26,10.0
2010-04-27,10.0
2010-04-28,10.0
2010-04-29,10.0
2010-04-30,10.0
2010-05-03,10.0
2010-05-04,10.0
2010-05-05,10.0
2010-05-06,9.5
2010-05-07,9.5
2010-05-10,9.5
2010-05-11,9.5
2010-05-12,9.5
2010-05-13,10.5
2010-05-14,10.5
2010-05-17,10.5
2010-05-18,10.5
2010-05-19,10.5
2010-05-20,10.5
2010-05-21,10.5
2010-05-24,10.5
2010-05-25,10.5
2010-05-26,10.5
2010-05-27,7.0
2010-05-28,7.0
2010-06-01,7.0
2010-06-02,7.0
2010-06-03,7.0
2010-06-04,7.0
2010-06-07,7.0
2010-06-08,7.0
2010-06-09,7.0
2010-06-10,7.0
2010-06-11,7.0
2010-06-14,7.0
2010-06-15,7.0
2010-06-16,9.0
2010-06-17,9.0
2010-06-18,9.0
2010-06-21,11.5
2010-06-22,11.5
2010-06-23,11.5
2010-06-24,11.5
2010-06-25,11.5
2010-06-28,11.5
2010-06-29,11.5
2010-06-30,11.5
2010-07-01,11.5
2010-07-02,11.5
2010-07-06,11.5
2010-07-07,11.5
2010-07-08,11.5
2010-07-09,11.5
2010-07-12,11.5
2010-07-13,11.5
2010-07-14,11.5
2010-07-15,11.5
2010-07-16,11.5
2010-07-19,11.5
2010-07-20,11.5
2010-07-21,11.5
2010-07-22,11.5
2010-07-23,11.5
2010-07-26,11.5
2010-07-27,11.5
2010-07-28,11.5
2010-07-29,11.5
2010-07-30,11.5
2010-08-02,11.5
2010-08-03,11.5
2010-08-04,11.5
2010-08-05,11.5
2010-08-06,11.5
2010-08-09,11.5
2010-08-10,11.5
2010-08-11,11.5
2010-08-12,11.5
2010-08-13,11.5
2010-08-16,11.5
2010-08-17,11.5
2010-08-18,11.5
2010-08-19,11.5
2010-08-20,9.5
2010-08-23,9.5
2010-08-24,9.5
2010-08-25,9.5
2010-08-26,9.5
2010-08-27,9.5
2010-08-30,9.5
2010-08-31,9.5
2010-09-01,9.5
2010-09-02,9.5
2010-09-03,9.5
2010-09-07,9.5
2010-09-08,10.0
2010-09-09,10.0
2010-09-10,10.0
2010-09-13,10.0
2010-09-14,10.0
2010-09-15,10.0
2010-09-16,10.0
2010-09-17,10.0
2010-09-20,10.0
2010-09-21,10.0
2010-09-22,10.0
2010-09-23,10.0
2010-09-24,10.5
2010-09-27,10.5
2010-09-28,10.5
2010-09-29,10.5
2010-09-30,10.5
2010-10-01,10.5
2010-10-04,10.5
2010-10-05,12.0
2010-10-06,12.0
2010-10-07,12.0
2010-10-08,12.0
2010-10-11,12.0
2010-10-12,12.0
2010-10-13,12.0
2010-10-14,12.0
2010-10-15,11.5
2010-10-18,11.5
2010-10-19,11.5
2010-10-20,11.5
2010-10-21,11.5
2010-10-22,11.5
2010-10-25,11.5
2010-10-26,11.5
2010-10-27,12.5
2010-10-28,12.5
2010-10-29,12.5
2010-11-01,12.5
2010-11-02,12.5
2010-11-03,12.5
2010-11-04,12.5
2010-11-05,12.5
2010-11-08,12.5
2010-11-09,11.5
2010-11-10,11.5
2010-11-11,11.5
2010-11-12,11.5
2010-11-15,11.5
2010-11-16,11.5
2010-11-17,11.5
2010-11-18,10.5
2010-11-19,10.5
2010-11-22,10.5
2010-11-23,10.5
2010-11-24,10.5
2010-11-26,10.5
2010-11-29,10.5
2010-11-30,12.0
2010-12-01,12.0
2010-12-02,12.0
2010-12-03,12.0
2010-12-06,12.0
2010-12-07,12.0
2010-12-08,12.0
2010-12-09,12.0
2010-12-10,12.0
2010-12-13,12.0
2010-12-14,12.0
2010-12-15,10.5
2010-12-16,10.5
2010-12-17,10.5
2010-12-20,10.5
2010-12-21,10.5
2010-12-22,10.5
2010-12-23,10.5
2010-12-27,11.5
2010-12-28,12.0
2010-12-29,12.0
2010-12-30,12.0
2010-12-31,12.0
2011-01-03,12.0
2011-01-04,12.0
2011-01-05,12.0
2011-01-06,12.0
2011-01-07,12.0
2011-01-10,12.0
2011-01-11,11.0
2011-01-12,11.0
2011-01-13,11.0
2011-01-14,11.0
2011-01-18,11.0
2011-01-19,11.0
2011-01-20,11.5
2011-01-21,11.5
2011-01-24,11.5
2011-01-25,11.5
2011-01-26,11.5
2011-01-27,11.5
2011-01-28,15.5
2011-01-31,15.0
2011-02-01,12.0
2011-02-02,12.0
2011-02-03,12.0
2011-02-04,12.0
2011-02-07,13.5
2011-02-08,13.5
2011-02-09,13.5
2011-02-10,13.5
2011-02-11,13.5
2011-02-14,13.5
2011-02-15,13.5
2011-02-16,13.5
2011-02-17,13.5
2011-02-18,13.5
2011-02-22,13.5
2011-02-23,16.0
2011-02-24,16.0
2011-02-25,16.0
2011-02-28,16.0
2011-03-01,16.0
2011-03-02,16.0
2011-03-03,10.0
2011-03-04,10.0
2011-03-07,10.0
2011-03-08,15.0
2011-03-09,15.0
2011-03-10,15.0
2011-03-11,15.0
2011-03-14,15.0
2011-03-15,15.0
2011-03-16,14.0
2011-03-17,14.0
2011-03-18,14.0
2011-03-21,14.0
2011-03-22,14.0
2011-03-23,14.0
2011-03-24,14.5
2011-03-25,15.0
2011-03-28,15.0
2011-03-29,15.0
2011-03-30,14.5
2011-03-31,14.0
2011-04-01,14.0
2011-04-04,14.0
2011-04-05,13.5
2011-04-06,13.5
2011-04-07,13.5
2011-04-08,13.5
2011-04-11,14.0
2011-04-12,14.0
2011-04-13,14.0
2011-04-14,14.0
2011-04-15,14.0
2011-04-18,14.0
2011-04-19,14.0
2011-04-20,14.0
2011-04-21,14.0
2011-04-25,14.0
2011-04-26,14.0
2011-04-27,14.0
2011-04-28,14.0
2011-04-29,14.0
2011-05-02,14.0
2011-05-03,14.0
2011-05-04,12.5
2011-05-05,12.5
2011-05-06,12.5
2011-05-09,12.5
2011-05-10,12.5
2011-05-11,12.5
2011-05-12,12.5
2011-05-13,12.5
2011-05-16,12.5
2011-05-17,12.5
2011-05-18,12.5
2011-05-19,12.5
2011-05-20,12.5
2011-05-23,12.5
2011-05-24,12.5
2011-05-25,12.5
2011-05-26,12.5
2011-05-27,11.5
2011-05-31,11.5
2011-06-01,11.5
2011-06-02,11.5
2011-06-03,11.5
2011-06-06,11.5
2011-06-07,11.5
2011-06-08,11.5
2011-06-09,12.5
2011-06-10,12.5
2011-06-13,12.5
2011-06-14,10.5
2011-06-15,10.5
2011-06-16,10.5
2011-06-17,10.5
2011-06-20,10.5
2011-06-21,10.5
2011-06-22,11.0
2011-06-23,11.0
2011-06-24,11.5
2011-06-27,11.5
2011-06-28,10.5
2011-06-29,10.5
2011-06-30,11.0
2011-07-01,11.0
2011-07-05,11.0
2011-07-06,11.0
2011-07-07,11.0
2011-07-08,11.0
2011-07-11,11.0
2011-07-12,11.0
2011-07-13,11.0
2011-07-14,11.0
2011-07-15,11.0
2011-07-18,11.0
2011-07-19,11.0
2011-07-20,11.0
2011-07-21,11.0
2011-07-22,11.0
2011-07-25,11.0
2011-07-26,11.0
2011-07-27,11.0
2011-07-28,11.0
2011-07-29,11.0
2011-08-01,11.0
2011-08-02,11.0
2011-08-03,11.0
2011-08-04,11.0
2011-08-05,11.0
2011-08-08,11.0
2011-08-09,11.0
2011-08-10,10.0
2011-08-11,10.0
2011-08-12,10.0
2011-08-15,10.0
2011-08-16,10.0
2011-08-17,10.0
2011-08-18,10.0
2011-08-19,10.0
2011-08-22,10.0
2011-08-23,10.0
2011-08-24,10.0
2011-08-25,10.0
2011-08-26,10.0
2011-08-29,10.0
2011-08-30,10.0
2011-08-31,10.0
2011-09-01,10.0
2011-09-02,10.0
2011-09-06,10.0
2011-09-07,10.0
2011-09-08,10.0
2011-09-09,10.0
2011-09-12,10.0
2011-09-13,10.0
2011-09-14,10.0
2011-09-15,10.0
2011-09-16,10.0
2011-09-19,10.0
2011-09-20,10.0
2011-09-21,10.0
2011-09-22,10.0
2011-09-23,10.0
2011-09-26,10.0
2011-09-27,10.0
2011-09-28,10.0
2011-09-29,10.0
2011-09-30,10.0
2011-10-03,10.0
2011-10-04,10.0
2011-10-05,10.0
2011-10-06,10.0
2011-10-07,10.0
2011-10-10,10.0
2011-10-11,10.0
2011-10-12,10.0
2011-10-13,10.0
2011-10-14,10.0
2011-10-17,10.0
2011-10-18,10.0
2011-10-19,10.0
2011-10-20,10.0
2011-10-21,10.0
2011-10-24,10.0
2011-10-25,10.0
2011-10-26,10.0
2011-10-27,10.0
2011-10-28,10.0
2011-10-31,10.0
2011-11-01,10.0
2011-11-02,10.0
2011-11-03,10.0
2011-11-04,10.5
2011-11-07,10.5
2011-11-08,10.5
2011-11-09,10.5
2011-11-10,10.5
2011-11-11,10.5
2011-11-14,10.5
2011-11-15,10.5
2011-11-16,10.5
2011-11-17,10.5
2011-11-18,10.5
2011-11-21,10.5
2011-11-22,10.5
2011-11-23,10.5
2011-11-25,10.5
2011-11-28,10.5
2011-11-29,10.5
2011-11-30,10.5
2011-12-01,10.5
2011-12-02,10.5
2011-12-05,12.0
2011-12-06,12.0
2011-12-07,12.0
2011-12-08,12.0
2011-12-09,9.5
2011-12-12,9.5
2011-12-13,9.5
2011-12-14,9.5
2011-12-15,9.5
2011-12-16,9.5
2011-12-19,9.5
2011-12-20,9.5
2011-12-21,9.5
2011-12-22,9.5
2011-12-23,9.5
2011-12-27,9.5
2011-12-28,9.5
2011-12-29,9.5
2011-12-30,9.5
2012-01-03,10.0
2012-01-04,10.0
2012-01-05,10.0
2012-01-06,10.0
2012-01-09,10.0
2012-01-10,10.0
2012-01-11,11.0
2012-01-12,11.0
2012-01-13,11.0
2012-01-17,11.0
2012-01-18,11.0
2012-01-19,11.0
2012-01-20,11.0
2012-01-23,11.0
2012-01-24,10.5
2012-01-25,10.5
2012-01-26,10.5
2012-01-27,10.5
2012-01-30,10.5
2012-01-31,10.5
2012-02-01,10.5
2012-02-02,10.5
2012-02-03,10.5
2012-02-06,10.5
2012-02-07,11.0
2012-02-08,11.0
2012-02-09,11.0
2012-02-10,11.0
2012-02-13,11.0
2012-02-14,11.0
2012-02-15,11.0
2012-02-16,11.0
2012-02-17,11.0
2012-02-21,10.0
2012-02-22,10.0
2012-02-23,10.0
2012-02-24,10.0
2012-02-27,10.5
2012-02-28,10.5
2012-02-29,10.5
2012-03-01,10.5
2012-03-02,10.5
2012-03-05,10.5
2012-03-06,10.5
2012-03-07,10.5
2012-03-08,10.5
2012-03-09,10.5
2012-03-12,10.5
2012-03-13,10.5
2012-03-14,10.5
2012-03-15,10.5
2012-03-16,10.5
2012-03-19,10.5
2012-03-20,10.5
2012-03-21,10.5
2012-03-22,10.5
2012-03-23,10.5
2012-03-26,10.5
2012-03-27,10.5
2012-03-28,10.5
2012-03-29,10.5
2012-03-30,10.5
2012-04-02,10.5
2012-04-03,11.0
2012-04-04,11.0
2012-04-05,11.0
2012-04-09,11.0
2012-04-10,11.0
2012-04-11,11.0
2012-04-12,11.0
2012-04-13,11.0
2012-04-16,11.0
2012-04-17,10.5
2012-04-18,10.5
2012-04-19,10.5
2012-04-20,10.5
2012-04-23,10.5
2012-04-24,10.5
2012-04-25,10.5
2012-04-26,10.5
2012-04-27,10.5
2012-04-30,10.5
2012-05-01,10.5
2012-05-02,10.5
2012-05-03,10.5
2012-05-04,10.5
2012-05-07,10.5
2012-05-08,10.5
2012-05-09,10.5
2012-05-10,10.5
2012-05-11,10.5
2012-05-14,10.5
2012-05-15,10.5
2012-05-16,10.5
2012-05-17,10.5
2012-05-18,10.5
2012-05-21,10.5
2012-05-22,10.5
2012-05-23,10.5
2012-05-24,10.5
2012-05-25,10.5
2012-05-29,10.0
2012-05-30,10.0
2012-05-31,10.0
2012-06-01,10.0
2012-06-04,10.0
2012-06-05,10.0
2012-06-06,10.0
2012-06-07,10.0
2012-06-08,11.0
2012-06-11,11.0
2012-06-12,11.0
2012-06-13,11.0
2012-06-14,11.0
2012-06-15,11.0
2012-06-18,11.0
2012-06-19,11.0
2012-06-20,11.0
2012-06-21,11.0
2012-06-22,11.0
2012-06-25,11.0
2012-06-26,11.0
2012-06-27,11.0
2012-06-28,10.5
2012-06-29,10.5
2012-07-02,10.5
2012-07-03,10.5
2012-07-05,10.5
2012-07-06,10.5
2012-07-09,10.5
2012-07-10,10.5
2012-07-11,10.5
2012-07-12,10.5
2012-07-13,10.5
2012-07-16,10.5
2012-07-17,10.5
2012-07-18,10.5
2012-07-19,10.5
2012-07-20,10.5
2012-07-23,10.5
2012-07-24,10.5
2012-07-25,10.5
2012-07-26,10.5
2012-07-27,10.5
2012-07-30,10.5
2012-07-31,10.5
2012-08-01,10.5
2012-08-02,10.5
2012-08-03,10.5
2012-08-06,10.5
2012-08-07,10.5
2012-08-08,10.5
2012-08-09,10.5
2012-08-10,10.5
2012-08-13,10.5
2012-08-14,10.0
2012-08-15,10.0
2012-08-16,10.0
2012-08-17,10.0
2012-08-20,10.0
2012-08-21,10.0
2012-08-22,10.0
2012-08-23,10.0
2012-08-24,10.0
2012-08-27,10.0
2012-08-28,10.0
2012-08-29,10.0
2012-08-30,10.0
2012-08-31,10.0
2012-09-04,10.0
2012-09-05,10.0
2012-09-06,10.0
2012-09-07,10.0
2012-09-10,10.0
2012-09-11,10.0
2012-09-12,10.0
2012-09-13,10.0
2012-09-14,11.5
2012-09-17,11.5
2012-09-18,11.5
2012-09-19,11.5
2012-09-20,11.5
2012-09-21,11.5
2012-09-24,11.5
2012-09-25,11.5
2012-09-26,10.0
2012-09-27,10.0
2012-09-28,10.0
2012-10-01,10.0
2012-10-02,10.0
2012-10-03,10.0
2012-10-04,10.0
2012-10-05,10.0
2012-10-08,10.0
2012-10-09,10.5
2012-10-10,10.5
2012-10-11,10.5
2012-10-12,10.5
2012-10-15,10.5
2012-10-16,10.5
2012-10-17,10.5
2012-10-18,10.5
2012-10-19,10.5
2012-10-22,12.5
2012-10-23,13.0
2012-10-24,12.5
2012-10-25,12.0
2012-10-26,12.5
2012-10-31,12.5
2012-11-01,12.5
2012-11-02,12.5
2012-11-05,12.5
2012-11-06,12.5
2012-11-07,12.5
2012-11-08,12.5
2012-11-09,12.0
2012-11-12,12.0
2012-11-13,12.0
2012-11-14,12.0
2012-11-15,12.0
2012-11-16,12.0
2012-11-19,12.0
2012-11-20,12.0
2012-11-21,12.0
2012-11-23,12.0
2012-11-26,12.0
2012-11-27,11.5
2012-11-28,12.0
2012-11-29,12.5
2012-11-30,12.5
2012-12-03,12.5
2012-12-04,12.5
2012-12-05,12.5
2012-12-06,12.5
2012-12-07,12.5
2012-12-10,12.0
2012-12-11,12.0
2012-12-12,12.0
2012-12-13,12.5
2012-12-14,12.5
2012-12-17,12.5
2012-12-18,12.0
2012-12-19,12.0
2012-12-20,12.0
2012-12-21,12.0
2012-12-24,12.0
2012-12-26,9.0
2012-12-27,9.0
2012-12-28,10.0
2012-12-31,9.5
2013-01-02,12.0
2013-01-03,12.0
2013-01-04,11.5
2013-01-07,11.5
2013-01-08,10.5
2013-01-09,10.5
2013-01-10,10.5
2013-01-11,10.5
2013-01-14,10.5
2013-01-15,10.5
2013-01-16,11.0
2013-01-17,11.5
2013-01-18,10.5
2013-01-22,9.5
2013-01-23,9.5
2013-01-24,9.5
2013-01-25,9.5
2013-01-28,10.0
2013-01-29,10.0
2013-01-30,10.0
2013-01-31,10.5
2013-02-01,10.0
2013-02-04,10.5
2013-02-05,11.0
2013-02-06,11.0
2013-02-07,11.0
2013-02-08,11.0
2013-02-11,11.0
2013-02-12,11.0
2013-02-13,11.0
2013-02-14,11.0
2013-02-15,11.0
2013-02-19,11.0
2013-02-20,10.5
2013-02-21,10.5
2013-02-22,10.5
2013-02-25,10.5
2013-02-26,10.5
2013-02-27,10.5
2013-02-28,10.5
2013-03-01,10.5
2013-03-04,10.5
2013-03-05,10.5
2013-03-06,10.5
2013-03-07,10.0
2013-03-08,10.0
2013-03-11,10.0
2013-03-12,10.0
2013-03-13,10.0
2013-03-14,9.5
2013-03-15,9.5
2013-03-18,9.5
2013-03-19,10.0
2013-03-20,10.0
2013-03-21,10.0
2013-03-22,10.0
2013-03-25,10.0
2013-03-26,10.0
2013-03-27,10.5
2013-03-28,10.5
2013-04-01,10.5
2013-04-02,10.5
2013-04-03,10.5
2013-04-04,10.5
2013-04-05,10.5
2013-04-08,10.5
2013-04-09,11.0
2013-04-10,11.0
2013-04-11,11.0
2013-04-12,11.0
2013-04-15,11.0
2013-04-16,11.0
2013-04-17,9.5
2013-04-18,9.5
2013-04-19,9.5
2013-04-22,9.5
2013-04-23,7.5
2013-04-24,7.5
2013-04-25,7.5
2013-04-26,7.5
2013-04-29,7.5
2013-04-30,7.5
2013-05-01,7.5
2013-05-02,7.5
2013-05-03,7.5
2013-05-06,7.5
2013-05-07,7.5
2013-05-08,7.5
2013-05-09,7.5
2013-05-10,7.5
2013-05-13,7.5
2013-05-14,7.5
2013-05-15,7.5
2013-05-16,7.5
2013-05-17,7.5
2013-05-20,7.5
2013-05-21,7.5
2013-05-22,7.5
2013-05-23,7.5
2013-05-24,7.5
2013-05-28,7.5
2013-05-29,7.5
2013-05-30,7.5
2013-05-31,6.5
2013-06-03,6.5
2013-06-04,6.5
2013-06-05,6.5
2013-06-06,6.5
2013-06-07,6.5
2013-06-10,6.5
2013-06-11,6.5
2013-06-12,6.5
2013-06-13,6.5
2013-06-14,6.5
2013-06-17,6.5
2013-06-18,6.5
2013-06-19,7.0
2013-06-20,6.5
2013-06-21,6.5
2013-06-24,6.5
2013-06-25,6.5
2013-06-26,6.5
2013-06-27,6.5
2013-06-28,7.0
2013-07-01,7.0
2013-07-02,7.0
2013-07-03,6.0
2013-07-05,6.0
2013-07-08,6.0
2013-07-09,6.0
2013-07-10,6.0
2013-07-11,6.0
2013-07-12,6.0
2013-07-15,6.0
2013-07-16,6.0
2013-07-17,6.0
2013-07-18,6.0
