Date,AGN
1995-02-03,12.75
1995-02-06,12.75
1995-02-07,12.625
1995-02-08,12.875
1995-02-09,12.75
1995-02-10,12.875
1995-02-13,13.4375
1995-02-14,14.09375
1995-02-15,13.875
1995-02-16,14.125
1995-02-17,13.625
1995-02-21,13.75
1995-02-22,13.625
1995-02-23,13.25
1995-02-24,13.125
1995-02-27,13.125
1995-02-28,12.90625
1995-03-01,12.75
1995-03-02,13.6875
1995-03-03,14.25
1995-03-06,14.3125
1995-03-07,14.0
1995-03-08,13.625
1995-03-09,13.625
1995-03-10,13.5625
1995-03-13,13.375
1995-03-14,14.1875
1995-03-15,14.125
1995-03-16,14.25
1995-03-17,13.9375
1995-03-20,14.84375
1995-03-21,15.0
1995-03-22,15.5
1995-03-23,15.5
1995-03-24,15.5
1995-03-27,16.125
1995-03-28,16.5
1995-03-29,16.25
1995-03-30,15.375
1995-03-31,14.75
1995-04-03,14.5
1995-04-04,15.03125
1995-04-05,15.0
1995-04-06,14.6875
1995-04-07,14.625
1995-04-10,14.625
1995-04-11,14.625
1995-04-12,14.6875
1995-04-13,15.0
1995-04-17,15.125
1995-04-18,15.25
1995-04-19,15.25
1995-04-20,15.0
1995-04-21,15.25
1995-04-24,15.0625
1995-04-25,15.25
1995-04-26,15.0625
1995-04-27,15.625
1995-04-28,15.5625
1995-05-01,15.625
1995-05-02,15.875
1995-05-03,16.0625
1995-05-04,16.125
1995-05-05,16.125
1995-05-08,16.0
1995-05-09,16.25
1995-05-10,16.25
1995-05-11,16.25
1995-05-12,16.71875
1995-05-15,17.5
1995-05-16,17.0
1995-05-17,17.0625
1995-05-18,16.75
1995-05-19,16.625
1995-05-22,16.53125
1995-05-23,16.625
1995-05-24,16.75
1995-05-25,18.1875
1995-05-26,17.8125
1995-05-30,17.78125
1995-05-31,18.375
1995-06-01,18.5
1995-06-02,18.4375
1995-06-05,18.3125
1995-06-06,18.1875
1995-06-07,18.5
1995-06-08,18.75
1995-06-09,19.25
1995-06-12,19.375
1995-06-13,19.875
1995-06-14,20.125
1995-06-15,19.75
1995-06-16,18.875
1995-06-19,18.25
1995-06-20,19.5625
1995-06-21,19.5
1995-06-22,19.4375
1995-06-23,19.75
1995-06-26,19.5625
1995-06-27,19.25
1995-06-28,19.1875
1995-06-29,19.125
1995-06-30,19.5
1995-07-03,19.25
1995-07-05,19.125
1995-07-06,19.0625
1995-07-07,19.25
1995-07-10,18.25
1995-07-11,18.375
1995-07-12,17.6875
1995-07-13,18.46875
1995-07-14,18.25
1995-07-17,18.625
1995-07-18,18.5
1995-07-19,17.25
1995-07-20,17.5
1995-07-21,18.1875
1995-07-24,18.25
1995-07-25,18.6875
1995-07-26,18.5
1995-07-27,18.625
1995-07-28,18.375
1995-07-31,18.0
1995-08-01,18.25
1995-08-02,18.625
1995-08-03,19.5
1995-08-04,19.75
1995-08-07,19.9375
1995-08-08,19.90625
1995-08-09,19.75
1995-08-10,20.0
1995-08-11,19.625
1995-08-14,19.375
1995-08-15,19.4375
1995-08-16,19.703125
1995-08-17,20.375
1995-08-18,20.3125
1995-08-21,20.375
1995-08-22,20.625
1995-08-23,21.25
1995-08-24,21.0625
1995-08-25,20.875
1995-08-28,20.875
1995-08-29,20.5
1995-08-30,20.25
1995-08-31,20.6875
1995-09-01,20.375
1995-09-05,19.75
1995-09-06,20.0
1995-09-07,20.125
1995-09-08,20.25
1995-09-11,20.75
1995-09-12,21.0
1995-09-13,21.0
1995-09-14,21.75
1995-09-15,21.5625
1995-09-18,22.0625
1995-09-19,21.8125
1995-09-20,20.375
1995-09-21,20.5
1995-09-22,20.25
1995-09-25,20.0
1995-09-26,19.875
1995-09-27,19.375
1995-09-28,19.875
1995-09-29,20.5
1995-10-02,20.1875
1995-10-03,19.875
1995-10-04,20.375
1995-10-05,21.75
1995-10-06,22.25
1995-10-09,21.5625
1995-10-10,21.3125
1995-10-11,22.125
1995-10-12,22.25
1995-10-13,22.3125
1995-10-16,22.0
1995-10-17,22.25
1995-10-18,21.75
1995-10-19,22.125
1995-10-20,22.75
1995-10-23,23.5
1995-10-24,23.625
1995-10-25,23.25
1995-10-26,22.75
1995-10-27,22.375
1995-10-30,22.5
1995-10-31,22.375
1995-11-01,22.625
1995-11-02,23.625
1995-11-03,23.5625
1995-11-06,23.125
1995-11-07,23.1875
1995-11-08,24.375
1995-11-09,24.0
1995-11-10,24.0
1995-11-13,24.4375
1995-11-14,24.25
1995-11-15,24.1875
1995-11-16,24.75
1995-11-17,24.3125
1995-11-20,24.5
1995-11-21,24.5
1995-11-22,24.25
1995-11-24,24.75
1995-11-27,24.3125
1995-11-28,24.125
1995-11-29,23.875
1995-11-30,23.5625
1995-12-01,23.375
1995-12-04,23.6875
1995-12-05,23.75
1995-12-06,23.875
1995-12-07,23.4375
1995-12-08,22.9375
1995-12-11,22.3125
1995-12-12,21.625
1995-12-13,21.4375
1995-12-14,22.125
1995-12-15,21.875
1995-12-18,20.5625
1995-12-19,20.375
1995-12-20,22.3125
1995-12-21,23.0
1995-12-22,22.625
1995-12-26,22.8125
1995-12-27,23.8125
1995-12-28,24.625
1995-12-29,24.5
1996-01-02,23.78125
1996-01-03,24.4375
1996-01-04,23.25
1996-01-05,23.125
1996-01-08,23.125
1996-01-09,22.125
1996-01-10,22.125
1996-01-11,23.25
1996-01-12,23.625
1996-01-15,23.375
1996-01-16,22.875
1996-01-17,23.0625
1996-01-18,22.625
1996-01-19,22.75
1996-01-22,23.375
1996-01-23,23.5
1996-01-24,23.375
1996-01-25,22.125
1996-01-26,21.875
1996-01-29,21.75
1996-01-30,22.0
1996-01-31,22.875
1996-02-01,22.6875
1996-02-02,22.75
1996-02-05,24.0
1996-02-06,24.0
1996-02-07,24.5
1996-02-08,24.125
1996-02-09,23.75
1996-02-12,24.0
1996-02-13,23.625
1996-02-14,24.625
1996-02-15,24.0
1996-02-16,23.9375
1996-02-20,23.25
1996-02-21,23.0
1996-02-22,23.0
1996-02-23,23.0
1996-02-26,22.875
1996-02-27,20.625
1996-02-28,21.5625
1996-02-29,21.5
1996-03-01,21.375
1996-03-04,20.625
1996-03-05,20.625
1996-03-06,20.125
1996-03-07,20.375
1996-03-08,19.875
1996-03-11,19.5
1996-03-12,18.875
1996-03-13,19.0
1996-03-14,18.9375
1996-03-15,19.0
1996-03-18,20.0
1996-03-19,20.5
1996-03-20,20.375
1996-03-21,20.4375
1996-03-22,20.4375
1996-03-25,20.5625
1996-03-26,19.875
1996-03-27,20.125
1996-03-28,20.0625
1996-03-29,20.0
1996-04-01,21.0
1996-04-02,20.9375
1996-04-03,20.75
1996-04-04,20.5
1996-04-08,20.3125
1996-04-09,20.125
1996-04-10,20.0
1996-04-11,20.0
1996-04-12,20.6875
1996-04-15,20.9375
1996-04-16,21.875
1996-04-17,21.875
1996-04-18,22.25
1996-04-19,22.5
1996-04-22,22.375
1996-04-23,22.375
1996-04-24,22.625
1996-04-25,24.125
1996-04-26,23.75
1996-04-29,23.6875
1996-04-30,23.75
1996-05-01,23.125
1996-05-02,23.0
1996-05-03,21.875
1996-05-06,21.375
1996-05-07,20.5
1996-05-08,20.625
1996-05-09,21.125
1996-05-10,21.5
1996-05-13,21.125
1996-05-14,21.75
1996-05-15,22.125
1996-05-16,22.8125
1996-05-17,22.875
1996-05-20,22.5
1996-05-21,22.5
1996-05-22,22.25
1996-05-23,22.5
1996-05-24,22.75
1996-05-28,22.375
1996-05-29,22.5
1996-05-30,22.875
1996-05-31,22.5
1996-06-03,22.4375
1996-06-04,21.875
1996-06-05,22.0
1996-06-06,22.0625
1996-06-07,22.0
1996-06-10,22.125
1996-06-11,21.8125
1996-06-12,21.75
1996-06-13,21.125
1996-06-14,20.75
1996-06-17,20.875
1996-06-18,21.125
1996-06-19,21.25
1996-06-20,21.3125
1996-06-21,20.9375
1996-06-24,21.125
1996-06-25,20.8125
1996-06-26,19.875
1996-06-27,19.0
1996-06-28,18.9375
1996-07-01,20.0
1996-07-02,19.8125
1996-07-03,19.9375
1996-07-05,19.25
1996-07-08,19.0
1996-07-09,18.5
1996-07-10,17.4375
1996-07-11,17.375
1996-07-12,17.5
1996-07-15,16.9375
1996-07-16,16.125
1996-07-17,16.9375
1996-07-18,16.75
1996-07-19,16.375
1996-07-22,16.25
1996-07-23,15.75
1996-07-24,15.4375
1996-07-25,16.9375
1996-07-26,17.9375
1996-07-29,17.9375
1996-07-30,18.75
1996-07-31,19.5
1996-08-01,19.625
1996-08-02,19.875
1996-08-05,15.625
1996-08-06,15.375
1996-08-07,15.875
1996-08-08,15.5625
1996-08-09,15.8125
1996-08-12,15.75
1996-08-13,15.625
1996-08-14,15.625
1996-08-15,15.375
1996-08-16,14.875
1996-08-19,13.75
1996-08-20,13.0
1996-08-21,14.75
1996-08-22,14.8125
1996-08-23,14.75
1996-08-26,14.375
1996-08-27,14.5625
1996-08-28,14.625
1996-08-29,14.5625
1996-08-30,14.5
1996-09-03,14.375
1996-09-04,14.25
1996-09-05,13.75
1996-09-06,13.875
1996-09-09,14.125
1996-09-10,14.75
1996-09-11,16.1875
1996-09-12,15.5
1996-09-13,15.875
1996-09-16,16.1875
1996-09-17,15.75
1996-09-18,16.25
1996-09-19,16.75
1996-09-20,16.5
1996-09-23,16.5625
1996-09-24,16.75
1996-09-25,16.9375
1996-09-26,17.25
1996-09-27,17.5
1996-09-30,18.75
1996-10-01,18.1875
1996-10-02,17.8125
1996-10-03,16.75
1996-10-04,16.5625
1996-10-07,16.0
1996-10-08,16.96875
1996-10-09,16.875
1996-10-10,16.9375
1996-10-11,17.5625
1996-10-14,17.1875
1996-10-15,17.125
1996-10-16,16.5
1996-10-17,17.0
1996-10-18,16.6875
1996-10-21,16.6875
1996-10-22,16.5
1996-10-23,16.375
1996-10-24,17.25
1996-10-25,17.0
1996-10-28,16.9375
1996-10-29,16.40625
1996-10-30,16.8125
1996-10-31,16.6875
1996-11-01,16.875
1996-11-04,17.375
1996-11-05,17.375
1996-11-06,17.3125
1996-11-07,17.3125
1996-11-08,16.625
1996-11-11,17.0
1996-11-12,17.125
1996-11-13,17.625
1996-11-14,18.0
1996-11-15,18.25
1996-11-18,17.75
1996-11-19,18.4375
1996-11-20,18.8125
1996-11-21,18.8125
1996-11-22,18.75
1996-11-25,18.8125
1996-11-26,18.25
1996-11-27,19.0
1996-11-29,19.5
1996-12-02,19.75
1996-12-03,19.375
1996-12-04,20.1875
1996-12-05,20.1875
1996-12-06,19.9375
1996-12-09,20.0
1996-12-10,20.75
1996-12-11,20.742188
1996-12-12,21.25
1996-12-13,22.125
1996-12-16,21.125
1996-12-17,20.6875
1996-12-18,20.3125
1996-12-19,21.0
1996-12-20,21.0625
1996-12-23,21.625
1996-12-24,21.75
1996-12-26,22.5625
1996-12-27,21.8125
1996-12-30,22.0
1996-12-31,22.46875
1997-01-02,22.375
1997-01-03,22.4375
1997-01-06,22.125
1997-01-07,21.5
1997-01-08,21.125
1997-01-09,21.1875
1997-01-10,21.125
1997-01-13,20.875
1997-01-14,21.5
1997-01-15,21.6875
1997-01-16,22.25
1997-01-17,22.375
1997-01-20,22.375
1997-01-21,22.375
1997-01-22,22.34375
1997-01-23,22.375
1997-01-24,22.625
1997-01-27,22.6875
1997-01-28,22.9375
1997-01-29,22.5
1997-01-30,22.375
1997-01-31,22.40625
1997-02-03,22.375
1997-02-04,22.375
1997-02-05,22.4375
1997-02-06,22.0
1997-02-07,21.3125
1997-02-10,21.1875
1997-02-11,21.0
1997-02-12,20.5625
1997-02-13,20.75
1997-02-14,21.0
1997-02-18,21.125
1997-02-19,20.9375
1997-02-20,20.9375
1997-02-21,20.9375
1997-02-24,20.9375
1997-02-25,21.5625
1997-02-26,21.1875
1997-02-27,21.75
1997-02-28,21.8125
1997-03-03,21.625
1997-03-04,21.4375
1997-03-05,21.375
1997-03-06,21.5625
1997-03-07,21.625
1997-03-10,21.5625
1997-03-11,21.5
1997-03-12,21.46875
1997-03-13,21.1875
1997-03-14,20.5
1997-03-17,20.9375
1997-03-18,20.5
1997-03-19,19.9375
1997-03-20,19.25
1997-03-21,19.5
1997-03-24,18.9375
1997-03-25,18.9375
1997-03-26,19.125
1997-03-27,19.1875
1997-03-31,17.875
1997-04-01,17.875
1997-04-02,17.5
1997-04-03,16.625
1997-04-04,17.28125
1997-04-07,17.4375
1997-04-08,17.625
1997-04-09,17.5
1997-04-10,17.5
1997-04-11,16.65625
1997-04-14,16.75
1997-04-15,16.375
1997-04-16,16.3125
1997-04-17,16.5625
1997-04-18,17.25
1997-04-21,16.8125
1997-04-22,17.6875
1997-04-23,17.375
1997-04-24,17.25
1997-04-25,17.3125
1997-04-28,17.28125
1997-04-29,18.1875
1997-04-30,17.875
1997-05-01,17.75
1997-05-02,18.4375
1997-05-05,17.875
1997-05-06,18.21875
1997-05-07,18.0
1997-05-08,17.3125
1997-05-09,17.125
1997-05-12,17.3125
1997-05-13,16.65625
1997-05-14,17.4375
1997-05-15,17.5
1997-05-16,17.625
1997-05-19,17.5
1997-05-20,17.625
1997-05-21,18.25
1997-05-22,17.8125
1997-05-23,19.0625
1997-05-27,19.5
1997-05-28,19.9375
1997-05-29,19.75
1997-05-30,19.5625
1997-06-02,19.6875
1997-06-03,19.5625
1997-06-04,19.375
1997-06-05,19.3125
1997-06-06,19.5625
1997-06-09,19.5
1997-06-10,19.0
1997-06-11,20.0
1997-06-12,20.5625
1997-06-13,21.375
1997-06-16,21.4375
1997-06-17,21.375
1997-06-18,21.5625
1997-06-19,21.5
1997-06-20,21.3125
1997-06-23,21.25
1997-06-24,21.1875
1997-06-25,21.3125
1997-06-26,21.5625
1997-06-27,21.0625
1997-06-30,21.125
1997-07-01,23.0
1997-07-02,23.625
1997-07-03,23.5625
1997-07-07,23.5
1997-07-08,24.0
1997-07-09,24.0625
1997-07-10,24.21875
1997-07-11,24.0625
1997-07-14,24.46875
1997-07-15,24.5
1997-07-16,24.875
1997-07-17,24.375
1997-07-18,24.25
1997-07-21,24.6875
1997-07-22,25.375
1997-07-23,25.34375
1997-07-24,25.1875
1997-07-25,25.5
1997-07-28,24.75
1997-07-29,25.09375
1997-07-30,25.28125
1997-07-31,24.75
1997-08-01,24.25
1997-08-04,24.1875
1997-08-05,25.125
1997-08-06,25.6875
1997-08-07,25.0
1997-08-08,24.40625
1997-08-11,23.78125
1997-08-12,24.625
1997-08-13,24.125
1997-08-14,24.0
1997-08-15,24.125
1997-08-18,23.9375
1997-08-19,24.5
1997-08-20,24.125
1997-08-21,24.6875
1997-08-22,24.25
1997-08-25,24.5625
1997-08-26,25.8125
1997-08-27,26.15625
1997-08-28,26.1875
1997-08-29,26.28125
1997-09-02,27.21875
1997-09-03,27.4375
1997-09-04,28.5625
1997-09-05,28.34375
1997-09-08,28.3125
1997-09-09,28.4375
1997-09-10,28.3125
1997-09-11,28.25
1997-09-12,28.5
1997-09-15,29.5
1997-09-16,29.6875
1997-09-17,29.6875
1997-09-18,29.84375
1997-09-19,29.5625
1997-09-22,29.375
1997-09-23,29.25
1997-09-24,28.8125
1997-09-25,29.21875
1997-09-26,29.28125
1997-09-29,29.25
1997-09-30,29.875
1997-10-01,30.25
1997-10-02,30.375
1997-10-03,31.09375
1997-10-06,32.5625
1997-10-07,33.5
1997-10-08,32.8125
1997-10-09,33.0
1997-10-10,33.25
1997-10-13,33.5
1997-10-14,33.625
1997-10-15,33.34375
1997-10-16,32.5
1997-10-17,32.0
1997-10-20,31.96875
1997-10-21,32.40625
1997-10-22,32.5
1997-10-23,32.03125
1997-10-24,32.125
1997-10-27,29.125
1997-10-28,30.125
1997-10-29,30.96875
1997-10-30,31.3125
1997-10-31,31.75
1997-11-03,33.5
1997-11-04,31.25
1997-11-05,31.875
1997-11-06,30.0
1997-11-07,29.0625
1997-11-10,29.4375
1997-11-11,29.25
1997-11-12,27.875
1997-11-13,28.125
1997-11-14,29.0625
1997-11-17,29.75
1997-11-18,29.4375
1997-11-19,29.0
1997-11-20,29.0
1997-11-21,29.0
1997-11-24,28.25
1997-11-25,28.625
1997-11-26,29.5
1997-11-28,29.75
1997-12-01,30.0
1997-12-02,30.75
1997-12-03,29.9375
1997-12-04,30.8125
1997-12-05,30.5625
1997-12-08,31.25
1997-12-09,30.875
1997-12-10,30.4375
1997-12-11,29.3125
1997-12-12,28.5
1997-12-15,28.5
1997-12-16,28.4375
1997-12-17,29.375
1997-12-18,29.8125
1997-12-19,30.0625
1997-12-22,30.6875
1997-12-23,31.375
1997-12-24,31.625
1997-12-26,31.0625
1997-12-29,32.75
1997-12-30,33.5
1997-12-31,32.4375
1998-01-02,32.3125
1998-01-05,33.75
1998-01-06,33.375
1998-01-07,32.6875
1998-01-08,33.4375
1998-01-09,31.4375
1998-01-12,30.8125
1998-01-13,30.75
