Date,DBI
2006-01-30,13.52
2006-01-31,13.365
2006-02-01,13.775
2006-02-02,14.3
2006-02-03,14.185
2006-02-06,14.285
2006-02-07,13.55
2006-02-08,13.7
2006-02-09,13.56
2006-02-10,13.9
2006-02-13,13.56
2006-02-14,13.79
2006-02-15,14.02
2006-02-16,14.015
2006-02-17,14.11
2006-02-21,14.085
2006-02-22,14.31
2006-02-23,14.015
2006-02-24,13.98
2006-02-27,14.22
2006-02-28,14.29
2006-03-01,14.88
2006-03-02,14.35
2006-03-03,14.385
2006-03-06,14.335
2006-03-07,13.94
2006-03-08,13.88
2006-03-09,13.715
2006-03-10,13.8
2006-03-13,13.875
2006-03-14,14.485
2006-03-15,14.8
2006-03-16,14.9
2006-03-17,15.0
2006-03-20,14.99
2006-03-21,14.775
2006-03-22,14.69
2006-03-23,14.74
2006-03-24,14.89
2006-03-27,14.895
2006-03-28,15.365
2006-03-29,15.64
2006-03-30,15.45
2006-03-31,15.66
2006-04-03,15.705
2006-04-04,15.475
2006-04-05,15.725
2006-04-06,16.07
2006-04-07,15.75
2006-04-10,15.16
2006-04-11,15.085
2006-04-12,15.025
2006-04-13,15.705
2006-04-17,15.68
2006-04-18,15.585
2006-04-19,15.83
2006-04-20,16.07
2006-04-21,16.225
2006-04-24,15.59
2006-04-25,15.45
2006-04-26,15.645
2006-04-27,15.545
2006-04-28,15.65
2006-05-01,16.325001
2006-05-02,16.9
2006-05-03,16.879998999999998
2006-05-04,16.575001
2006-05-05,16.139999
2006-05-08,16.325001
2006-05-09,16.24
2006-05-10,16.235001
2006-05-11,16.195
2006-05-12,15.95
2006-05-15,15.92
2006-05-16,16.65
2006-05-17,16.42
2006-05-18,15.985
2006-05-19,15.76
2006-05-22,15.945
2006-05-23,15.27
2006-05-24,15.2
2006-05-25,15.43
2006-05-26,15.475
2006-05-30,14.775
2006-05-31,15.0
2006-06-01,15.195
2006-06-02,15.325
2006-06-05,14.595
2006-06-06,14.575
2006-06-07,15.825
2006-06-08,15.69
2006-06-09,15.65
2006-06-12,15.235
2006-06-13,14.69
2006-06-14,14.295
2006-06-15,15.125
2006-06-16,15.66
2006-06-19,15.93
2006-06-20,16.184998999999998
2006-06-21,16.809998999999998
2006-06-22,17.035
2006-06-23,16.950001
2006-06-26,17.495001000000002
2006-06-27,17.475
2006-06-28,17.674999
2006-06-29,18.025
2006-06-30,18.209999
2006-07-03,18.450001
2006-07-05,17.934998999999998
2006-07-06,18.125
2006-07-07,17.934998999999998
2006-07-10,17.895
2006-07-11,17.445
2006-07-12,17.02
2006-07-13,16.674999
2006-07-14,16.299999
2006-07-17,16.334999
2006-07-18,16.24
2006-07-19,17.01
2006-07-20,16.9
2006-07-21,16.775
2006-07-24,17.525
2006-07-25,17.52
2006-07-26,17.094998999999998
2006-07-27,16.405001000000002
2006-07-28,17.075001
2006-07-31,17.165001
2006-08-01,17.025
2006-08-02,16.665001
2006-08-03,14.91
2006-08-04,14.75
2006-08-07,14.24
2006-08-08,14.205
2006-08-09,13.775
2006-08-10,13.705
2006-08-11,13.72
2006-08-14,13.75
2006-08-15,14.175
2006-08-16,14.5
2006-08-17,14.485
2006-08-18,14.515
2006-08-21,14.48
2006-08-22,14.305
2006-08-23,14.185
2006-08-24,13.505
2006-08-25,13.5
2006-08-28,13.4
2006-08-29,14.05
2006-08-30,14.125
2006-08-31,13.995
2006-09-01,14.125
2006-09-05,14.14
2006-09-06,13.835
2006-09-07,13.9
2006-09-08,13.95
2006-09-11,13.615
2006-09-12,14.415
2006-09-13,14.27
2006-09-14,14.19
2006-09-15,14.465
2006-09-18,14.795
2006-09-19,14.84
2006-09-20,15.32
2006-09-21,15.355
2006-09-22,15.21
2006-09-25,15.32
2006-09-26,15.445
2006-09-27,15.355
2006-09-28,15.645
2006-09-29,15.75
2006-10-02,15.735
2006-10-03,15.95
2006-10-04,16.094998999999998
2006-10-05,16.905001000000002
2006-10-06,17.049999
2006-10-09,16.790001
2006-10-10,17.389999
2006-10-11,16.775
2006-10-12,17.24
2006-10-13,17.4
2006-10-16,17.530001000000002
2006-10-17,17.075001
2006-10-18,17.305
2006-10-19,17.375
2006-10-20,16.889999
2006-10-23,16.92
2006-10-24,17.450001
2006-10-25,17.565001000000002
2006-10-26,17.475
2006-10-27,17.459999
2006-10-30,17.629998999999998
2006-10-31,17.299999
2006-11-01,16.245001000000002
2006-11-02,15.745
2006-11-03,15.29
2006-11-06,16.040001
2006-11-07,16.18
2006-11-08,16.33
2006-11-09,16.254998999999998
2006-11-10,16.66
2006-11-13,16.865
2006-11-14,17.360001
2006-11-15,17.23
2006-11-16,16.860001
2006-11-17,17.125
2006-11-20,17.25
2006-11-21,17.385
2006-11-22,17.055
2006-11-24,16.950001
2006-11-27,16.705
2006-11-28,16.495001000000002
2006-11-29,16.855
2006-11-30,19.15
2006-12-01,19.16
2006-12-04,19.485001
2006-12-05,19.084999
2006-12-06,18.754998999999998
2006-12-07,19.094998999999998
2006-12-08,19.004998999999998
2006-12-11,19.16
2006-12-12,19.309998999999998
2006-12-13,19.299999
2006-12-14,19.49
2006-12-15,19.65
2006-12-18,19.190001000000002
2006-12-19,19.655001000000002
2006-12-20,19.889999
2006-12-21,19.75
2006-12-22,19.955
2006-12-26,19.780001000000002
2006-12-27,19.76
2006-12-28,19.709999
2006-12-29,19.285
2007-01-03,19.535
2007-01-04,19.49
2007-01-05,18.82
2007-01-08,18.855
2007-01-09,18.629998999999998
2007-01-10,19.315001000000002
2007-01-11,19.445
2007-01-12,19.705
2007-01-16,19.705
2007-01-17,19.66
2007-01-18,19.75
2007-01-19,19.625
2007-01-22,20.57
2007-01-23,20.125
2007-01-24,19.99
2007-01-25,19.26
2007-01-26,19.129998999999998
2007-01-29,19.200001
2007-01-30,19.629998999999998
2007-01-31,20.045
2007-02-01,20.434998999999998
2007-02-02,20.51
2007-02-05,20.25
2007-02-06,20.469998999999998
2007-02-07,20.690001000000002
2007-02-08,21.645
2007-02-09,20.934998999999998
2007-02-12,20.745001000000002
2007-02-13,21.025
2007-02-14,20.799999
2007-02-15,20.895
2007-02-16,21.129998999999998
2007-02-20,21.370001000000002
2007-02-21,21.459999
2007-02-22,21.004998999999998
2007-02-23,20.815001000000002
2007-02-26,20.91
2007-02-27,20.139999
2007-02-28,20.0
2007-03-01,19.965
2007-03-02,19.559998999999998
2007-03-05,18.875
2007-03-06,19.184998999999998
2007-03-07,19.77
2007-03-08,19.559998999999998
2007-03-09,19.754998999999998
2007-03-12,20.4
2007-03-13,20.280001000000002
2007-03-14,20.305
2007-03-15,20.48
2007-03-16,20.43
2007-03-19,20.995001000000002
2007-03-20,21.275
2007-03-21,21.375
2007-03-22,21.6
2007-03-23,22.055
2007-03-26,21.395
2007-03-27,21.280001000000002
2007-03-28,21.4
2007-03-29,21.165001
2007-03-30,21.105
2007-04-02,21.200001
2007-04-03,21.365
2007-04-04,21.084999
2007-04-05,21.440001000000002
2007-04-09,21.02
2007-04-10,21.23
2007-04-11,21.075001
2007-04-12,21.35
2007-04-13,20.934998999999998
2007-04-16,21.219998999999998
2007-04-17,21.174999
2007-04-18,20.42
2007-04-19,19.959999
2007-04-20,20.424999
2007-04-23,20.700001
2007-04-24,20.325001
2007-04-25,20.174999
2007-04-26,20.125
2007-04-27,20.049999
2007-04-30,19.379998999999998
2007-05-01,19.209999
2007-05-02,19.379998999999998
2007-05-03,19.195
2007-05-04,18.91
2007-05-07,19.165001
2007-05-08,18.945
2007-05-09,19.184998999999998
2007-05-10,19.43
2007-05-11,19.035
2007-05-14,18.625
2007-05-15,17.940001000000002
2007-05-16,18.049999
2007-05-17,17.889999
2007-05-18,18.115
2007-05-21,18.77
2007-05-22,19.225
2007-05-23,19.0
2007-05-24,18.705
2007-05-25,18.905001000000002
2007-05-29,18.790001
2007-05-30,18.865
2007-05-31,19.110001
2007-06-01,19.205
2007-06-04,18.75
2007-06-05,18.5
2007-06-06,18.280001000000002
2007-06-07,17.959999
2007-06-08,18.120001000000002
2007-06-11,17.73
2007-06-12,17.1
2007-06-13,17.450001
2007-06-14,17.285
2007-06-15,17.610001
2007-06-18,18.290001
2007-06-19,18.025
2007-06-20,17.485001
2007-06-21,17.415001
2007-06-22,17.620001000000002
2007-06-25,17.254998999999998
2007-06-26,16.885
2007-06-27,17.67
2007-06-28,17.639999
2007-06-29,17.41
2007-07-02,17.450001
2007-07-03,17.280001000000002
2007-07-05,17.440001000000002
2007-07-06,17.780001000000002
2007-07-09,17.475
2007-07-10,17.264999
2007-07-11,17.275
2007-07-12,17.665001
2007-07-13,18.014999
2007-07-16,18.030001000000002
2007-07-17,17.934998999999998
2007-07-18,17.865
2007-07-19,19.110001
2007-07-20,18.379998999999998
2007-07-23,18.379998999999998
2007-07-24,17.620001000000002
2007-07-25,17.33
2007-07-26,16.575001
2007-07-27,15.98
2007-07-30,16.165001
2007-07-31,16.620001000000002
2007-08-01,16.665001
2007-08-02,16.825001
2007-08-03,15.745
2007-08-06,16.6
2007-08-07,16.799999
2007-08-08,17.110001
2007-08-09,17.125
2007-08-10,16.24
2007-08-13,15.95
2007-08-14,15.87
2007-08-15,15.89
2007-08-16,15.89
2007-08-17,16.684998999999998
2007-08-20,16.67
2007-08-21,16.66
2007-08-22,16.334999
2007-08-23,15.64
2007-08-24,16.030001000000002
2007-08-27,15.35
2007-08-28,14.885
2007-08-29,15.095
2007-08-30,15.185
2007-08-31,15.225
2007-09-04,15.54
2007-09-05,14.405
2007-09-06,14.31
2007-09-07,13.88
2007-09-10,13.4
2007-09-11,13.59
2007-09-12,13.21
2007-09-13,13.38
2007-09-14,13.375
2007-09-17,13.48
2007-09-18,14.32
2007-09-19,14.54
2007-09-20,14.185
2007-09-21,14.055
2007-09-24,13.835
2007-09-25,13.33
2007-09-26,13.45
2007-09-27,13.225
2007-09-28,12.585
2007-10-01,12.79
2007-10-02,12.995
2007-10-03,13.12
2007-10-04,13.15
2007-10-05,13.095
2007-10-08,12.97
2007-10-09,12.605
2007-10-10,12.55
2007-10-11,12.64
2007-10-12,12.23
2007-10-15,12.09
2007-10-16,11.99
2007-10-17,11.85
2007-10-18,11.53
2007-10-19,11.525
2007-10-22,11.52
2007-10-23,11.565
2007-10-24,12.215
2007-10-25,12.51
2007-10-26,11.355
2007-10-29,11.015
2007-10-30,11.14
2007-10-31,11.25
2007-11-01,10.795
2007-11-02,10.73
2007-11-05,10.685
2007-11-06,10.76
2007-11-07,10.32
2007-11-08,10.56
2007-11-09,10.535
2007-11-12,11.325
2007-11-13,11.935
2007-11-14,11.56
2007-11-15,11.27
2007-11-16,11.265
2007-11-19,10.75
2007-11-20,10.56
2007-11-21,10.205
2007-11-23,10.85
2007-11-26,10.005
2007-11-27,10.62
2007-11-28,11.2
2007-11-29,10.755
2007-11-30,11.245
2007-12-03,10.64
2007-12-04,10.335
2007-12-05,10.765
2007-12-06,10.705
2007-12-07,10.385
2007-12-10,10.345
2007-12-11,10.11
2007-12-12,10.135
2007-12-13,10.045
2007-12-14,9.225
2007-12-17,8.77
2007-12-18,9.255
2007-12-19,8.76
2007-12-20,8.685
2007-12-21,8.7
2007-12-24,8.725
2007-12-26,8.7
2007-12-27,8.575
2007-12-28,9.505
2007-12-31,9.38
2008-01-02,8.755
2008-01-03,8.61
2008-01-04,8.6
2008-01-07,9.095
2008-01-08,9.225
2008-01-09,9.375
2008-01-10,8.98
2008-01-11,8.735
2008-01-14,8.83
2008-01-15,8.095
2008-01-16,8.3
2008-01-17,8.11
2008-01-18,7.95
2008-01-22,8.41
2008-01-23,8.765
2008-01-24,9.25
2008-01-25,8.895
2008-01-28,9.18
2008-01-29,9.0
2008-01-30,8.855
2008-01-31,9.23
2008-02-01,9.995
2008-02-04,9.5
2008-02-05,8.955
2008-02-06,9.03
2008-02-07,9.68
2008-02-08,9.645
2008-02-11,9.7
2008-02-12,9.94
2008-02-13,9.995
2008-02-14,9.955
2008-02-15,9.71
2008-02-19,9.885
2008-02-20,10.205
2008-02-21,9.54
2008-02-22,9.61
2008-02-25,9.5
2008-02-26,9.66
2008-02-27,9.835
2008-02-28,9.515
2008-02-29,9.105
2008-03-03,8.72
2008-03-04,8.45
2008-03-05,8.505
2008-03-06,8.085
2008-03-07,8.13
2008-03-10,7.57
2008-03-11,7.96
2008-03-12,7.755
2008-03-13,7.935
2008-03-14,7.715
2008-03-17,7.52
2008-03-18,8.28
2008-03-19,8.08
2008-03-20,8.86
2008-03-24,9.18
2008-03-25,9.225
2008-03-26,8.775
2008-03-27,6.67
2008-03-28,6.745
2008-03-31,6.475
2008-04-01,6.755
2008-04-02,6.625
2008-04-03,6.46
2008-04-04,6.495
2008-04-07,6.7
2008-04-08,6.45
2008-04-09,6.15
2008-04-10,6.15
2008-04-11,5.95
2008-04-14,5.875
2008-04-15,5.92
2008-04-16,6.22
2008-04-17,6.415
2008-04-18,6.575
2008-04-21,6.425
2008-04-22,6.45
2008-04-23,6.75
2008-04-24,7.18
2008-04-25,7.5
2008-04-28,7.56
2008-04-29,7.835
2008-04-30,7.665
2008-05-01,7.585
2008-05-02,7.63
2008-05-05,7.64
2008-05-06,7.505
2008-05-07,7.285
2008-05-08,6.845
2008-05-09,6.695
2008-05-12,6.82
2008-05-13,6.805
2008-05-14,6.885
2008-05-15,7.005
2008-05-16,6.96
2008-05-19,6.965
2008-05-20,6.865
2008-05-21,6.61
2008-05-22,6.7
2008-05-23,6.65
2008-05-27,6.85
2008-05-28,7.14
2008-05-29,7.3
2008-05-30,7.385
2008-06-02,7.37
2008-06-03,7.28
2008-06-04,7.07
2008-06-05,7.395
2008-06-06,7.01
2008-06-09,6.785
2008-06-10,6.875
2008-06-11,6.66
2008-06-12,6.82
2008-06-13,6.995
2008-06-16,7.04
2008-06-17,7.26
2008-06-18,6.925
2008-06-19,6.96
2008-06-20,6.725
2008-06-23,6.595
2008-06-24,6.645
2008-06-25,6.755
2008-06-26,6.315
2008-06-27,6.32
2008-06-30,5.89
2008-07-01,6.005
2008-07-02,5.71
2008-07-03,5.665
2008-07-07,5.51
2008-07-08,5.955
2008-07-09,5.895
2008-07-10,5.625
2008-07-11,5.4
2008-07-14,5.29
2008-07-15,5.33
2008-07-16,5.835
2008-07-17,6.155
2008-07-18,6.015
2008-07-21,5.975
2008-07-22,6.4
2008-07-23,6.695
2008-07-24,6.415
2008-07-25,6.4
2008-07-28,5.955
2008-07-29,6.455
2008-07-30,6.75
2008-07-31,6.755
2008-08-01,6.815
2008-08-04,6.47
2008-08-05,6.785
2008-08-06,6.66
2008-08-07,6.3
2008-08-08,7.005
2008-08-11,7.42
2008-08-12,7.315
2008-08-13,7.125
2008-08-14,7.395
2008-08-15,7.45
2008-08-18,7.265
2008-08-19,6.935
2008-08-20,6.915
2008-08-21,6.885
2008-08-22,7.295
2008-08-25,7.145
2008-08-26,7.235
2008-08-27,7.475
2008-08-28,7.31
2008-08-29,7.265
2008-09-02,7.295
2008-09-03,7.48
2008-09-04,7.56
2008-09-05,7.66
2008-09-08,7.92
2008-09-09,7.6
2008-09-10,7.53
2008-09-11,7.53
2008-09-12,7.38
2008-09-15,6.915
2008-09-16,6.875
2008-09-17,6.645
2008-09-18,7.1
2008-09-19,7.515
2008-09-22,7.045
2008-09-23,6.77
2008-09-24,6.96
2008-09-25,7.425
2008-09-26,7.465
2008-09-29,6.8
2008-09-30,6.85
2008-10-01,6.925
2008-10-02,6.585
2008-10-03,6.07
2008-10-06,6.53
2008-10-07,6.35
2008-10-08,6.25
2008-10-09,5.325
2008-10-10,6.075
2008-10-13,6.46
2008-10-14,6.09
2008-10-15,5.295
2008-10-16,5.75
2008-10-17,5.97
2008-10-20,6.29
2008-10-21,6.31
2008-10-22,5.625
2008-10-23,5.49
2008-10-24,5.33
2008-10-27,5.25
2008-10-28,5.14
2008-10-29,5.5
2008-10-30,6.255
2008-10-31,6.465
2008-11-03,5.985
2008-11-04,6.5
2008-11-05,6.035
2008-11-06,6.235
2008-11-07,6.365
2008-11-10,6.02
2008-11-11,6.085
2008-11-12,5.475
2008-11-13,5.95
2008-11-14,5.43
2008-11-17,5.41
2008-11-18,5.21
2008-11-19,4.685
2008-11-20,4.115
2008-11-21,4.0
2008-11-24,4.255
2008-11-25,4.64
2008-11-26,4.98
2008-11-28,5.025
2008-12-01,4.5
2008-12-02,4.62
2008-12-03,4.66
2008-12-04,4.78
2008-12-05,5.265
2008-12-08,5.545
2008-12-09,5.3
2008-12-10,5.415
2008-12-11,4.915
2008-12-12,5.02
2008-12-15,4.92
2008-12-16,5.35
2008-12-17,5.35
2008-12-18,5.45
2008-12-19,5.805
2008-12-22,5.76
2008-12-23,5.7
2008-12-24,5.85
2008-12-26,5.875
2008-12-29,5.76
2008-12-30,5.93
2008-12-31,6.23
2009-01-02,6.08
2009-01-05,5.825
2009-01-06,5.745
2009-01-07,5.56
2009-01-08,5.575
2009-01-09,5.25
2009-01-12,5.29
2009-01-13,5.335
2009-01-14,4.835
2009-01-15,4.94
2009-01-16,5.015
2009-01-20,4.61
2009-01-21,4.8
2009-01-22,4.755
2009-01-23,5.09
2009-01-26,5.325
2009-01-27,5.24
2009-01-28,5.68
2009-01-29,5.21
2009-01-30,4.99
2009-02-02,5.09
2009-02-03,5.08
2009-02-04,5.01
2009-02-05,5.105
2009-02-06,5.535
2009-02-09,5.55
2009-02-10,5.305
2009-02-11,5.325
2009-02-12,5.2
2009-02-13,5.055
2009-02-17,4.8
2009-02-18,4.615
2009-02-19,4.535
2009-02-20,4.445
2009-02-23,4.415
2009-02-24,4.515
2009-02-25,4.525
2009-02-26,4.435
2009-02-27,4.355
2009-03-02,4.18
2009-03-03,3.94
2009-03-04,3.88
2009-03-05,3.805
2009-03-06,3.465
2009-03-09,3.335
2009-03-10,3.55
2009-03-11,3.535
2009-03-12,3.88
2009-03-13,4.225
2009-03-16,4.05
2009-03-17,4.45
2009-03-18,4.92
2009-03-19,4.83
2009-03-20,4.615
2009-03-23,5.085
2009-03-24,4.985
2009-03-25,4.61
2009-03-26,4.525
2009-03-27,4.57
2009-03-30,4.66
2009-03-31,4.645
2009-04-01,5.0
2009-04-02,5.32
2009-04-03,5.525
2009-04-06,5.365
2009-04-07,5.06
2009-04-08,5.28
2009-04-09,5.625
2009-04-13,5.77
2009-04-14,5.51
2009-04-15,5.31
2009-04-16,5.705
2009-04-17,5.545
2009-04-20,5.05
2009-04-21,5.0
2009-04-22,5.02
2009-04-23,4.865
2009-04-24,4.805
2009-04-27,4.69
2009-04-28,5.05
2009-04-29,5.29
2009-04-30,5.435
2009-05-01,5.51
2009-05-04,5.6
2009-05-05,5.995
2009-05-06,6.015
2009-05-07,6.15
2009-05-08,6.355
2009-05-11,6.335
2009-05-12,6.43
2009-05-13,6.08
2009-05-14,6.17
2009-05-15,6.275
2009-05-18,6.555
2009-05-19,6.425
2009-05-20,6.375
2009-05-21,6.33
2009-05-22,6.33
2009-05-26,6.5
2009-05-27,6.485
2009-05-28,5.615
2009-05-29,5.685
2009-06-01,5.785
2009-06-02,5.725
2009-06-03,5.785
2009-06-04,5.935
2009-06-05,5.765
2009-06-08,5.73
2009-06-09,5.755
2009-06-10,5.55
2009-06-11,5.26
2009-06-12,5.16
2009-06-15,5.22
2009-06-16,5.205
2009-06-17,5.22
2009-06-18,5.19
2009-06-19,5.1
2009-06-22,4.95
2009-06-23,4.785
2009-06-24,4.81
2009-06-25,4.765
2009-06-26,4.8
2009-06-29,4.8
2009-06-30,4.925
2009-07-01,5.4
2009-07-02,5.28
2009-07-06,5.05
2009-07-07,5.005
2009-07-08,5.235
2009-07-09,5.26
2009-07-10,5.345
2009-07-13,5.47
2009-07-14,5.52
2009-07-15,6.01
2009-07-16,5.845
2009-07-17,5.86
2009-07-20,6.15
2009-07-21,6.04
2009-07-22,6.18
2009-07-23,6.41
2009-07-24,6.45
2009-07-27,6.485
2009-07-28,6.635
2009-07-29,6.61
2009-07-30,6.87
2009-07-31,6.745
2009-08-03,6.24
2009-08-04,6.125
2009-08-05,6.15
2009-08-06,6.135
2009-08-07,6.42
2009-08-10,6.425
2009-08-11,6.285
2009-08-12,6.685
2009-08-13,6.87
2009-08-14,6.495
2009-08-17,6.285
2009-08-18,6.39
2009-08-19,6.345
2009-08-20,6.755
2009-08-21,6.835
2009-08-24,6.81
2009-08-25,7.01
2009-08-26,7.5
2009-08-27,7.49
2009-08-28,7.575
2009-08-31,7.58
2009-09-01,7.27
2009-09-02,7.065
2009-09-03,7.125
2009-09-04,7.07
2009-09-08,7.06
2009-09-09,7.125
2009-09-10,7.125
2009-09-11,7.07
2009-09-14,7.53
2009-09-15,7.65
2009-09-16,8.13
2009-09-17,8.105
2009-09-18,8.24
2009-09-21,8.105
2009-09-22,8.215
2009-09-23,8.5
2009-09-24,8.14
2009-09-25,8.135
2009-09-28,8.315
2009-09-29,8.2
2009-09-30,7.985
2009-10-01,7.52
2009-10-02,7.94
2009-10-05,7.945
2009-10-06,8.375
2009-10-07,8.93
2009-10-08,8.97
2009-10-09,8.765
2009-10-12,8.96
2009-10-13,8.75
2009-10-14,8.83
2009-10-15,9.985
2009-10-16,10.9
2009-10-19,10.475
2009-10-20,10.545
2009-10-21,10.79
2009-10-22,10.62
2009-10-23,10.395
2009-10-26,10.145
2009-10-27,9.875
2009-10-28,9.6
2009-10-29,10.245
2009-10-30,9.6
2009-11-02,9.705
2009-11-03,10.165
2009-11-04,9.865
2009-11-05,10.17
2009-11-06,10.195
2009-11-09,10.305
2009-11-10,10.34
2009-11-11,10.625
2009-11-12,10.265
2009-11-13,10.395
2009-11-16,10.515
2009-11-17,10.26
2009-11-18,10.475
2009-11-19,10.05
2009-11-20,10.13
2009-11-23,10.27
2009-11-24,11.355
2009-11-25,11.925
2009-11-27,11.365
2009-11-30,11.67
2009-12-01,11.88
2009-12-02,11.88
2009-12-03,11.86
2009-12-04,12.18
2009-12-07,12.285
2009-12-08,12.045
2009-12-09,11.915
2009-12-10,11.85
2009-12-11,11.945
2009-12-14,12.535
2009-12-15,12.58
2009-12-16,12.84
2009-12-17,12.8
2009-12-18,12.7
2009-12-21,12.77
2009-12-22,12.69
2009-12-23,13.455
2009-12-24,13.21
2009-12-28,13.375
2009-12-29,13.325
2009-12-30,13.34
2009-12-31,12.94
2010-01-04,13.16
2010-01-05,13.43
2010-01-06,13.31
2010-01-07,13.3
2010-01-08,13.125
2010-01-11,12.75
2010-01-12,12.825
2010-01-13,13.055
2010-01-14,12.975
2010-01-15,13.01
2010-01-19,13.145
2010-01-20,13.225
2010-01-21,12.815
2010-01-22,11.965
2010-01-25,12.43
2010-01-26,12.25
2010-01-27,12.475
2010-01-28,12.275
2010-01-29,12.05
2010-02-01,12.565
2010-02-02,13.115
2010-02-03,13.23
2010-02-04,12.735
2010-02-05,12.5
2010-02-08,12.465
2010-02-09,13.35
2010-02-10,13.215
2010-02-11,13.61
2010-02-12,13.63
2010-02-16,13.845
2010-02-17,13.11
2010-02-18,13.32
2010-02-19,13.365
2010-02-22,13.28
2010-02-23,13.09
2010-02-24,13.275
2010-02-25,13.465
2010-02-26,13.465
2010-03-01,13.94
2010-03-02,14.055
2010-03-03,13.97
2010-03-04,14.125
2010-03-05,14.135
2010-03-08,14.08
2010-03-09,14.32
2010-03-10,14.485
2010-03-11,14.555
2010-03-12,14.64
2010-03-15,14.715
2010-03-16,13.165
2010-03-17,12.77
2010-03-18,13.195
2010-03-19,12.78
2010-03-22,12.925
2010-03-23,13.26
2010-03-24,13.305
2010-03-25,13.075
2010-03-26,13.13
2010-03-29,12.88
2010-03-30,12.83
2010-03-31,12.765
2010-04-01,12.88
2010-04-05,12.85
2010-04-06,13.085
2010-04-07,12.905
2010-04-08,13.015
2010-04-09,13.04
2010-04-12,13.015
2010-04-13,13.22
2010-04-14,13.845
2010-04-15,13.81
2010-04-16,13.805
2010-04-19,13.45
2010-04-20,13.555
2010-04-21,13.835
2010-04-22,13.995
2010-04-23,13.99
2010-04-26,13.86
2010-04-27,16.115
2010-04-28,15.4
2010-04-29,15.775
2010-04-30,15.1
2010-05-03,15.505
2010-05-04,14.81
2010-05-05,14.825
2010-05-06,14.25
2010-05-07,13.56
2010-05-10,14.705
2010-05-11,15.49
2010-05-12,15.69
2010-05-13,15.075
2010-05-14,14.745
2010-05-17,14.575
2010-05-18,14.265
2010-05-19,14.31
2010-05-20,13.555
2010-05-21,13.76
2010-05-24,13.63
2010-05-25,14.97
2010-05-26,14.455
2010-05-27,14.605
2010-05-28,14.44
2010-06-01,13.71
2010-06-02,13.405
