Date,BP
1978-07-28,4.296875
1978-07-31,4.25
1978-08-01,4.1875
1978-08-02,4.421875
1978-08-03,4.28125
1978-08-04,4.453125
1978-08-07,4.40625
1978-08-08,4.515625
1978-08-09,4.5625
1978-08-10,4.6875
1978-08-11,4.75
1978-08-14,4.71875
1978-08-15,4.6875
1978-08-16,4.78125
1978-08-17,4.859375
1978-08-18,4.84375
1978-08-21,4.8125
1978-08-22,4.75
1978-08-23,4.6875
1978-08-24,4.71875
1978-08-25,4.75
1978-08-28,4.6875
1978-08-29,4.6875
1978-08-30,4.6875
1978-08-31,4.59375
1978-09-01,4.578125
1978-09-05,4.625
1978-09-06,4.6875
1978-09-07,4.640625
1978-09-08,4.734375
1978-09-11,4.8125
1978-09-12,4.9375
1978-09-13,5.015625
1978-09-14,5.0
1978-09-15,4.921875
1978-09-18,4.875
1978-09-19,4.875
1978-09-20,4.75
1978-09-21,4.609375
1978-09-22,4.5
1978-09-25,4.4375
1978-09-26,4.5625
1978-09-27,4.546875
1978-09-28,4.625
1978-09-29,4.8125
1978-10-02,4.71875
1978-10-03,4.6875
1978-10-04,4.75
1978-10-05,4.859375
1978-10-06,4.90625
1978-10-09,4.890625
1978-10-10,4.96875
1978-10-11,4.984375
1978-10-12,4.953125
1978-10-13,4.96875
1978-10-16,4.90625
1978-10-17,4.6875
1978-10-18,4.5625
1978-10-19,4.515625
1978-10-20,4.40625
1978-10-23,4.421875
1978-10-24,4.3125
1978-10-25,4.3125
1978-10-26,4.1875
1978-10-27,4.15625
1978-10-30,4.125
1978-10-31,4.28125
1978-11-01,4.640625
1978-11-02,4.65625
1978-11-03,4.4375
1978-11-06,4.53125
1978-11-07,4.421875
1978-11-08,4.53125
1978-11-09,4.625
1978-11-10,4.578125
1978-11-13,4.515625
1978-11-14,4.4375
1978-11-15,4.453125
1978-11-16,4.515625
1978-11-17,4.75
1978-11-20,4.71875
1978-11-21,4.6875
1978-11-22,4.65625
1978-11-24,4.65625
1978-11-27,4.578125
1978-11-28,4.625
1978-11-29,4.59375
1978-11-30,4.6875
1978-12-01,4.734375
1978-12-04,4.8125
1978-12-05,4.90625
1978-12-06,4.921875
1978-12-07,4.84375
1978-12-08,4.953125
1978-12-11,4.984375
1978-12-12,4.953125
1978-12-13,4.9375
1978-12-14,4.96875
1978-12-15,4.90625
1978-12-18,5.0
1978-12-19,5.15625
1978-12-20,5.203125
1978-12-21,5.21875
1978-12-22,5.296875
1978-12-26,5.375
1978-12-27,5.34375
1978-12-28,5.34375
1978-12-29,5.3125
1979-01-02,5.21875
1979-01-03,5.125
1979-01-04,5.25
1979-01-05,5.265625
1979-01-08,5.234375
1979-01-09,5.25
1979-01-10,5.15625
1979-01-11,5.09375
1979-01-12,5.1875
1979-01-15,5.296875
1979-01-16,5.1875
1979-01-17,5.203125
1979-01-18,5.203125
1979-01-19,5.203125
1979-01-22,5.1875
1979-01-23,5.3125
1979-01-24,5.375
1979-01-25,5.5
1979-01-26,5.625
1979-01-29,5.640625
1979-01-30,5.703125
1979-01-31,5.796875
1979-02-01,5.8125
1979-02-02,5.75
1979-02-05,5.6875
1979-02-06,5.703125
1979-02-07,5.6875
1979-02-08,5.71875
1979-02-09,5.6875
1979-02-12,5.765625
1979-02-13,5.859375
1979-02-14,5.875
1979-02-15,5.9375
1979-02-16,6.09375
1979-02-20,6.1875
1979-02-21,6.1875
1979-02-22,6.140625
1979-02-23,6.125
1979-02-26,6.078125
1979-02-27,5.90625
1979-02-28,5.875
1979-03-01,5.9375
1979-03-02,5.875
1979-03-05,5.84375
1979-03-06,5.859375
1979-03-07,5.84375
1979-03-08,5.765625
1979-03-09,5.828125
1979-03-12,5.796875
1979-03-13,5.671875
1979-03-14,5.84375
1979-03-15,6.0625
1979-03-16,6.28125
1979-03-19,6.28125
1979-03-20,6.125
1979-03-21,6.15625
1979-03-22,6.28125
1979-03-23,6.375
1979-03-26,6.34375
1979-03-27,6.40625
1979-03-28,6.3125
1979-03-29,6.25
1979-03-30,6.203125
1979-04-02,6.0625
1979-04-03,6.234375
1979-04-04,6.296875
1979-04-05,6.375
1979-04-06,6.359375
1979-04-09,6.28125
1979-04-10,6.25
1979-04-11,6.0
1979-04-12,6.109375
1979-04-16,6.125
1979-04-17,6.046875
1979-04-18,6.125
1979-04-19,6.0625
1979-04-20,6.125
1979-04-23,6.125
1979-04-24,6.21875
1979-04-25,6.28125
1979-04-26,6.171875
1979-04-27,6.234375
1979-04-30,6.296875
1979-05-01,6.375
1979-05-02,6.4375
1979-05-03,6.390625
1979-05-04,6.125
1979-05-07,6.015625
1979-05-08,6.1875
1979-05-09,6.203125
1979-05-10,6.078125
1979-05-11,6.125
1979-05-14,6.0
1979-05-15,6.015625
1979-05-16,6.015625
1979-05-17,6.34375
1979-05-18,6.421875
1979-05-21,6.53125
1979-05-22,6.71875
1979-05-23,6.65625
1979-05-24,6.625
1979-05-25,6.625
1979-05-29,6.6875
1979-05-30,6.703125
1979-05-31,6.6875
1979-06-01,6.6875
1979-06-04,6.796875
1979-06-05,7.046875
1979-06-06,7.25
1979-06-07,7.21875
1979-06-08,7.125
1979-06-11,7.125
1979-06-12,7.09375
1979-06-13,6.71875
1979-06-14,6.75
1979-06-15,6.859375
1979-06-18,6.75
1979-06-19,6.6875
1979-06-20,6.59375
1979-06-21,6.671875
1979-06-22,6.65625
1979-06-25,6.65625
1979-06-26,6.5625
1979-06-27,6.765625
1979-06-28,6.9375
1979-06-29,7.0
1979-07-02,7.078125
1979-07-03,7.109375
1979-07-05,7.234375
1979-07-06,7.421875
1979-07-09,7.609375
1979-07-10,7.484375
1979-07-11,7.328125
1979-07-12,7.28125
1979-07-13,7.1875
1979-07-16,7.34375
1979-07-17,7.296875
1979-07-18,7.25
1979-07-19,7.25
1979-07-20,7.328125
1979-07-23,7.203125
1979-07-24,7.21875
1979-07-25,7.40625
1979-07-26,7.296875
1979-07-27,7.5
1979-07-30,7.5
1979-07-31,7.5
1979-08-01,7.453125
1979-08-02,7.375
1979-08-03,7.359375
1979-08-06,7.46875
1979-08-07,7.578125
1979-08-08,7.671875
1979-08-09,7.59375
1979-08-10,7.59375
1979-08-13,7.53125
1979-08-14,7.5625
1979-08-15,7.734375
1979-08-16,7.703125
1979-08-17,7.78125
1979-08-20,7.984375
1979-08-21,8.09375
1979-08-22,8.1875
1979-08-23,8.265625
1979-08-24,8.5
1979-08-27,8.625
1979-08-28,8.34375
1979-08-29,8.359375
1979-08-30,8.390625
1979-08-31,8.390625
1979-09-04,8.25
1979-09-05,8.1875
1979-09-06,8.34375
1979-09-07,8.5
1979-09-10,8.671875
1979-09-11,8.4375
1979-09-12,8.4375
1979-09-13,8.390625
1979-09-14,8.546875
1979-09-17,8.46875
1979-09-18,8.34375
1979-09-19,8.328125
1979-09-20,8.65625
1979-09-21,8.546875
1979-09-24,8.5
1979-09-25,8.4375
1979-09-26,8.53125
1979-09-27,8.578125
1979-09-28,8.640625
1979-10-01,8.625
1979-10-02,8.71875
1979-10-03,8.875
1979-10-04,9.09375
1979-10-05,9.40625
1979-10-08,9.5
1979-10-09,8.96875
1979-10-10,8.875
1979-10-11,9.03125
1979-10-12,9.078125
1979-10-15,8.828125
1979-10-16,9.078125
1979-10-17,9.171875
1979-10-18,9.625
1979-10-19,9.34375
1979-10-22,9.0625
1979-10-23,8.953125
1979-10-24,9.03125
1979-10-25,9.0
1979-10-26,8.984375
1979-10-29,9.0
1979-10-30,9.171875
1979-10-31,9.0625
1979-11-01,9.328125
1979-11-02,9.5
1979-11-05,9.625
1979-11-06,9.53125
1979-11-07,9.5
1979-11-08,9.453125
1979-11-09,9.53125
1979-11-12,10.0625
1979-11-13,10.09375
1979-11-14,10.15625
1979-11-15,10.234375
1979-11-16,10.21875
1979-11-19,10.4375
1979-11-20,10.4375
1979-11-21,10.5625
1979-11-23,10.765625
1979-11-26,10.5625
1979-11-27,10.0
1979-11-28,10.0625
1979-11-29,9.75
1979-11-30,9.890625
1979-12-03,10.15625
1979-12-04,10.53125
1979-12-05,10.34375
1979-12-06,10.5
1979-12-07,10.25
1979-12-10,10.234375
1979-12-11,10.453125
1979-12-12,10.40625
1979-12-13,10.5
1979-12-14,10.96875
1979-12-17,11.25
1979-12-18,11.296875
1979-12-19,11.578125
1979-12-20,11.375
1979-12-21,11.125
1979-12-24,11.0
1979-12-26,10.953125
1979-12-27,10.9375
1979-12-28,11.0
1979-12-31,11.03125
1980-01-02,10.40625
1980-01-03,10.28125
1980-01-04,10.625
1980-01-07,10.609375
1980-01-08,10.96875
1980-01-09,10.90625
1980-01-10,10.921875
1980-01-11,10.6875
1980-01-14,10.84375
1980-01-15,11.0
1980-01-16,11.015625
1980-01-17,11.484375
1980-01-18,11.4375
1980-01-21,12.0
1980-01-22,11.78125
1980-01-23,11.765625
1980-01-24,11.921875
1980-01-25,12.1875
1980-01-28,12.625
1980-01-29,12.28125
1980-01-30,12.75
1980-01-31,12.5
1980-02-01,12.5
1980-02-04,12.3125
1980-02-05,12.28125
1980-02-06,12.78125
1980-02-07,12.6875
1980-02-08,13.15625
1980-02-11,13.125
1980-02-12,13.375
1980-02-13,13.5
1980-02-14,13.1875
1980-02-15,13.25
1980-02-19,13.21875
1980-02-20,13.71875
1980-02-21,13.453125
1980-02-22,13.15625
1980-02-25,12.59375
1980-02-26,12.75
1980-02-27,12.375
1980-02-28,12.578125
1980-02-29,12.71875
1980-03-03,12.71875
1980-03-04,12.59375
1980-03-05,12.390625
1980-03-06,12.0
1980-03-07,11.71875
1980-03-10,11.6875
1980-03-11,11.703125
1980-03-12,11.5625
1980-03-13,11.34375
1980-03-14,11.21875
1980-03-17,10.84375
1980-03-18,11.21875
1980-03-19,11.203125
1980-03-20,11.0625
1980-03-21,11.015625
1980-03-24,10.25
1980-03-25,10.59375
1980-03-26,10.5
1980-03-27,10.5625
1980-03-28,10.609375
1980-03-31,10.875
1980-04-01,10.90625
1980-04-02,11.125
1980-04-03,11.0
1980-04-07,10.6875
1980-04-08,10.8125
1980-04-09,11.15625
1980-04-10,10.96875
1980-04-11,11.0
1980-04-14,10.9375
1980-04-15,10.875
1980-04-16,10.75
1980-04-17,10.671875
1980-04-18,10.703125
1980-04-21,10.6875
1980-04-22,10.875
1980-04-23,11.0
1980-04-24,11.015625
1980-04-25,11.75
1980-04-28,11.75
1980-04-29,11.65625
1980-04-30,11.625
1980-05-01,11.5625
1980-05-02,11.5
1980-05-05,11.53125
1980-05-06,11.46875
1980-05-07,11.25
1980-05-08,11.1875
1980-05-09,10.8125
1980-05-12,10.625
1980-05-13,10.9375
1980-05-14,11.1875
1980-05-15,11.140625
1980-05-16,10.90625
1980-05-19,11.0
1980-05-20,10.90625
1980-05-21,10.828125
1980-05-22,11.25
1980-05-23,11.296875
1980-05-27,11.71875
1980-05-28,12.21875
1980-05-29,11.9375
1980-05-30,11.8125
1980-06-02,11.625
1980-06-03,11.671875
1980-06-04,11.90625
1980-06-05,12.03125
1980-06-06,12.34375
1980-06-09,12.625
1980-06-10,12.515625
1980-06-11,12.875
1980-06-12,12.84375
1980-06-13,12.59375
1980-06-16,12.84375
1980-06-17,12.546875
1980-06-18,12.59375
1980-06-19,12.5625
1980-06-20,12.28125
1980-06-23,12.125
1980-06-24,12.46875
1980-06-25,12.65625
1980-06-26,12.46875
1980-06-27,12.75
1980-06-30,12.46875
1980-07-01,12.375
1980-07-02,12.46875
1980-07-03,12.25
1980-07-07,12.15625
1980-07-08,12.25
1980-07-09,12.25
1980-07-10,11.9375
1980-07-11,12.3125
1980-07-14,12.3125
1980-07-15,12.125
1980-07-16,12.25
1980-07-17,12.3125
1980-07-18,12.0625
1980-07-21,12.09375
1980-07-22,12.1875
1980-07-23,12.125
1980-07-24,12.28125
1980-07-25,11.84375
1980-07-28,11.78125
1980-07-29,11.9375
1980-07-30,11.375
1980-07-31,11.25
1980-08-01,11.34375
1980-08-04,11.375
1980-08-05,11.46875
1980-08-06,11.4375
1980-08-07,11.5625
1980-08-08,11.90625
1980-08-11,12.5
1980-08-12,12.09375
1980-08-13,12.0625
1980-08-14,12.3125
1980-08-15,12.4375
1980-08-18,12.0
1980-08-19,11.875
1980-08-20,11.96875
1980-08-21,12.5
1980-08-22,12.625
1980-08-25,12.53125
1980-08-26,12.53125
1980-08-27,12.375
1980-08-28,12.0
1980-08-29,12.25
1980-09-02,12.4375
1980-09-03,12.875
1980-09-04,12.9375
1980-09-05,12.78125
1980-09-08,12.4375
1980-09-09,12.5
1980-09-10,12.375
1980-09-11,12.46875
1980-09-12,12.5
1980-09-15,12.375
1980-09-16,12.375
1980-09-17,12.5
1980-09-18,12.65625
1980-09-19,12.625
1980-09-22,13.125
1980-09-23,14.0
1980-09-24,14.5
1980-09-25,14.5
1980-09-26,14.0
1980-09-29,13.59375
1980-09-30,14.375
1980-10-01,15.5
1980-10-02,16.0
1980-10-03,15.90625
1980-10-06,16.25
1980-10-07,15.875
1980-10-08,15.78125
1980-10-09,15.6875
1980-10-10,15.46875
1980-10-13,15.96875
1980-10-14,16.21875
1980-10-15,17.625
1980-10-16,17.5
1980-10-17,17.4375
1980-10-20,18.09375
1980-10-21,17.4375
1980-10-22,17.375
1980-10-23,16.6875
1980-10-24,16.75
1980-10-27,16.5
1980-10-28,16.8125
1980-10-29,17.1875
1980-10-30,16.75
1980-10-31,16.84375
1980-11-03,17.5625
1980-11-05,18.1875
1980-11-06,17.6875
1980-11-07,17.5625
1980-11-10,17.875
1980-11-11,18.375
1980-11-12,19.59375
1980-11-13,19.65625
1980-11-14,20.0
1980-11-17,21.0
1980-11-18,21.75
1980-11-19,21.875
1980-11-20,22.5
1980-11-21,22.0
1980-11-24,21.9375
1980-11-25,21.78125
1980-11-26,21.875
1980-11-28,22.25
1980-12-01,21.71875
1980-12-02,21.28125
1980-12-03,21.125
1980-12-04,20.4375
1980-12-05,19.5
1980-12-08,19.0625
1980-12-09,19.0625
1980-12-10,18.5625
1980-12-11,18.25
1980-12-12,18.4375
1980-12-15,18.46875
1980-12-16,18.4375
1980-12-17,19.0
1980-12-18,19.75
1980-12-19,19.5625
1980-12-22,19.21875
1980-12-23,18.6875
1980-12-24,18.71875
1980-12-26,18.5625
1980-12-29,18.21875
1980-12-30,18.34375
1980-12-31,18.0
1981-01-02,17.9375
1981-01-05,17.3125
1981-01-06,17.3125
1981-01-07,17.03125
1981-01-08,16.5625
1981-01-09,16.625
1981-01-12,16.5
1981-01-13,16.40625
1981-01-14,17.03125
1981-01-15,17.75
1981-01-16,17.75
1981-01-19,17.4375
1981-01-20,16.90625
1981-01-21,17.125
1981-01-22,16.4375
1981-01-23,16.4375
1981-01-26,16.25
1981-01-27,16.25
1981-01-28,15.75
1981-01-29,15.21875
1981-01-30,15.0
1981-02-02,14.59375
1981-02-03,15.09375
1981-02-04,14.9375
1981-02-05,14.59375
1981-02-06,14.71875
1981-02-09,14.1875
1981-02-10,14.125
1981-02-11,13.90625
1981-02-12,14.125
1981-02-13,14.0
1981-02-17,14.15625
1981-02-18,14.4375
1981-02-19,14.0
1981-02-20,13.90625
1981-02-23,13.96875
1981-02-24,13.78125
1981-02-25,14.125
1981-02-26,14.5
1981-02-27,14.71875
1981-03-02,15.03125
1981-03-03,14.5625
1981-03-04,14.5
1981-03-05,14.375
1981-03-06,13.65625
1981-03-09,13.78125
1981-03-10,13.78125
1981-03-11,13.75
1981-03-12,13.75
1981-03-13,13.0
1981-03-16,12.84375
1981-03-17,13.0625
1981-03-18,12.8125
1981-03-19,12.4375
1981-03-20,12.46875
1981-03-23,13.0
1981-03-24,13.34375
1981-03-25,13.09375
1981-03-26,13.15625
1981-03-27,13.0625
1981-03-30,13.15625
1981-03-31,13.125
1981-04-01,12.96875
1981-04-02,12.9375
1981-04-03,12.5625
1981-04-06,12.6875
1981-04-07,12.5
1981-04-08,12.5
1981-04-09,12.0625
1981-04-10,11.78125
1981-04-13,11.28125
1981-04-14,11.34375
1981-04-15,11.46875
1981-04-16,11.75
1981-04-20,12.0
1981-04-21,11.8125
1981-04-22,11.75
1981-04-23,12.09375
1981-04-24,12.125
1981-04-27,12.25
1981-04-28,12.0625
1981-04-29,12.25
1981-04-30,12.71875
1981-05-01,12.78125
1981-05-04,12.6875
1981-05-05,12.9375
1981-05-06,12.78125
1981-05-07,12.75
1981-05-08,12.5
1981-05-11,11.9375
1981-05-12,12.125
1981-05-13,11.875
1981-05-14,11.9375
1981-05-15,12.40625
1981-05-18,12.21875
1981-05-19,12.09375
1981-05-20,12.40625
1981-05-21,12.15625
1981-05-22,12.15625
1981-05-26,12.3125
1981-05-27,12.0625
1981-05-28,11.6875
1981-05-29,11.46875
1981-06-01,11.3125
1981-06-02,10.84375
1981-06-03,10.8125
1981-06-04,10.9375
1981-06-05,11.375
1981-06-08,11.5625
1981-06-09,11.8125
1981-06-10,11.9375
1981-06-11,11.8125
1981-06-12,11.3125
1981-06-15,10.9375
1981-06-16,10.875
1981-06-17,11.3125
1981-06-18,11.3125
1981-06-19,11.5625
1981-06-22,11.625
1981-06-23,11.96875
1981-06-24,11.6875
1981-06-25,11.9375
1981-06-26,12.03125
1981-06-29,12.1875
1981-06-30,12.125
1981-07-01,12.03125
1981-07-02,11.75
1981-07-06,11.65625
1981-07-07,11.84375
1981-07-08,12.0
1981-07-09,12.0
1981-07-10,12.0
1981-07-13,11.90625
1981-07-14,11.8125
1981-07-15,12.125
1981-07-16,12.25
1981-07-17,12.4375
1981-07-20,12.59375
1981-07-21,12.5625
1981-07-22,12.15625
1981-07-23,12.09375
1981-07-24,12.21875
1981-07-27,12.5625
1981-07-28,12.375
1981-07-29,12.4375
1981-07-30,12.59375
1981-07-31,12.75
1981-08-03,12.875
1981-08-04,13.125
1981-08-05,13.4375
1981-08-06,13.34375
1981-08-07,13.1875
1981-08-10,13.21875
1981-08-11,13.375
1981-08-12,13.375
1981-08-13,13.21875
1981-08-14,13.125
1981-08-17,13.28125
1981-08-18,12.8125
1981-08-19,12.90625
1981-08-20,12.8125
1981-08-21,12.375
1981-08-24,11.625
1981-08-25,11.59375
1981-08-26,11.40625
1981-08-27,11.25
1981-08-28,11.25
1981-08-31,11.09375
1981-09-01,11.25
1981-09-02,11.375
1981-09-03,10.84375
1981-09-04,10.90625
1981-09-08,10.75
