Date,RTN
1985-03-15,11.15625
1985-03-18,11.15625
1985-03-19,11.28125
1985-03-20,11.25
1985-03-21,11.1875
1985-03-22,11.25
1985-03-25,11.21875
1985-03-26,11.25
1985-03-27,11.21875
1985-03-28,11.1875
1985-03-29,11.4375
1985-04-01,11.4375
1985-04-02,11.46875
1985-04-03,11.21875
1985-04-04,11.09375
1985-04-08,11.0625
1985-04-09,11.03125
1985-04-10,11.21875
1985-04-11,11.25
1985-04-12,11.25
1985-04-15,11.03125
1985-04-16,11.375
1985-04-17,11.1875
1985-04-18,11.3125
1985-04-19,11.4375
1985-04-22,11.375
1985-04-23,11.46875
1985-04-24,11.46875
1985-04-25,11.59375
1985-04-26,11.65625
1985-04-29,11.40625
1985-04-30,11.21875
1985-05-01,11.125
1985-05-02,11.125
1985-05-03,11.3125
1985-05-06,11.09375
1985-05-07,11.21875
1985-05-08,11.1875
1985-05-09,11.1875
1985-05-10,11.4375
1985-05-13,11.5625
1985-05-14,11.5
1985-05-15,11.53125
1985-05-16,11.4375
1985-05-17,11.40625
1985-05-20,11.53125
1985-05-21,11.625
1985-05-22,11.5625
1985-05-23,11.34375
1985-05-24,11.4375
1985-05-28,11.375
1985-05-29,11.53125
1985-05-30,11.90625
1985-05-31,11.84375
1985-06-03,11.625
1985-06-04,11.59375
1985-06-05,11.5625
1985-06-06,11.875
1985-06-07,11.8125
1985-06-10,12.0625
1985-06-11,12.375
1985-06-12,12.15625
1985-06-13,11.90625
1985-06-14,11.96875
1985-06-17,12.0
1985-06-18,12.21875
1985-06-19,12.3125
1985-06-20,12.46875
1985-06-21,12.59375
1985-06-24,12.53125
1985-06-25,12.4375
1985-06-26,12.40625
1985-06-27,12.5
1985-06-28,12.5
1985-07-01,12.5
1985-07-02,12.5
1985-07-03,12.5625
1985-07-05,12.71875
1985-07-08,12.4375
1985-07-09,12.28125
1985-07-10,12.59375
1985-07-11,12.5625
1985-07-12,12.90625
1985-07-15,12.78125
1985-07-16,13.1875
1985-07-17,13.03125
1985-07-18,13.0
1985-07-19,13.03125
1985-07-22,13.03125
1985-07-23,12.8125
1985-07-24,12.71875
1985-07-25,12.78125
1985-07-26,12.71875
1985-07-29,12.5
1985-07-30,12.40625
1985-07-31,12.375
1985-08-01,12.34375
1985-08-02,12.15625
1985-08-05,12.25
1985-08-06,12.15625
1985-08-07,12.125
1985-08-08,12.125
1985-08-09,12.21875
1985-08-12,12.34375
1985-08-13,12.34375
1985-08-14,12.40625
1985-08-15,12.375
1985-08-16,12.28125
1985-08-19,12.3125
1985-08-20,12.4375
1985-08-21,12.53125
1985-08-22,12.4375
1985-08-23,12.4375
1985-08-26,12.5
1985-08-27,13.125
1985-08-28,12.71875
1985-08-29,12.90625
1985-08-30,12.71875
1985-09-03,12.5
1985-09-04,12.40625
1985-09-05,12.53125
1985-09-06,12.46875
1985-09-09,12.5
1985-09-10,12.34375
1985-09-11,12.3125
1985-09-12,12.1875
1985-09-13,12.34375
1985-09-16,12.34375
1985-09-17,12.4375
1985-09-18,12.46875
1985-09-19,12.71875
1985-09-20,12.40625
1985-09-23,12.46875
1985-09-24,12.40625
1985-09-25,12.34375
1985-09-26,12.375
1985-09-30,12.34375
1985-10-01,12.34375
1985-10-02,12.1875
1985-10-03,12.1875
1985-10-04,12.0
1985-10-07,11.84375
1985-10-08,11.84375
1985-10-09,11.875
1985-10-10,11.96875
1985-10-11,12.1875
1985-10-14,12.125
1985-10-15,12.125
1985-10-16,12.28125
1985-10-17,12.3125
1985-10-18,12.21875
1985-10-21,12.125
1985-10-22,12.21875
1985-10-23,12.1875
1985-10-24,12.15625
1985-10-25,12.03125
1985-10-28,11.96875
1985-10-29,12.03125
1985-10-30,12.09375
1985-10-31,12.09375
1985-11-01,12.1875
1985-11-04,12.125
1985-11-05,12.125
1985-11-06,12.09375
1985-11-07,12.15625
1985-11-08,12.25
1985-11-11,12.4375
1985-11-12,12.46875
1985-11-13,12.375
1985-11-14,12.5
1985-11-15,12.4375
1985-11-18,12.53125
1985-11-19,12.5
1985-11-20,12.5
1985-11-21,12.4375
1985-11-22,12.5
1985-11-25,12.4375
1985-11-26,12.46875
1985-11-27,12.5
1985-11-29,12.5625
1985-12-02,12.4375
1985-12-03,12.4375
1985-12-04,12.5625
1985-12-05,12.5625
1985-12-06,12.5625
1985-12-09,12.625
1985-12-10,12.90625
1985-12-11,13.21875
1985-12-12,13.5
1985-12-13,13.71875
1985-12-16,13.75
1985-12-17,13.3125
1985-12-18,13.375
1985-12-19,13.25
1985-12-20,13.46875
1985-12-23,13.4375
1985-12-24,13.125
1985-12-26,13.09375
1985-12-27,13.375
1985-12-30,13.3125
1985-12-31,13.40625
1986-01-02,13.25
1986-01-03,13.4375
1986-01-06,13.34375
1986-01-07,13.375
1986-01-08,13.3125
1986-01-09,13.21875
1986-01-10,13.375
1986-01-13,13.5
1986-01-14,13.625
1986-01-15,13.59375
1986-01-16,13.5625
1986-01-17,13.375
1986-01-20,13.46875
1986-01-21,13.5625
1986-01-22,13.5
1986-01-23,13.59375
1986-01-24,13.625
1986-01-27,13.71875
1986-01-28,13.6875
1986-01-29,13.8125
1986-01-30,13.9375
1986-01-31,13.90625
1986-02-03,14.15625
1986-02-04,14.25
1986-02-05,14.6875
1986-02-06,14.625
1986-02-07,14.5625
1986-02-10,14.53125
1986-02-11,14.46875
1986-02-12,14.5
1986-02-13,14.5
1986-02-14,14.5625
1986-02-18,14.5625
1986-02-19,14.1875
1986-02-20,13.9375
1986-02-21,14.3125
1986-02-24,14.6875
1986-02-25,14.6875
1986-02-26,14.6875
1986-02-27,14.75
1986-02-28,14.9375
1986-03-03,14.84375
1986-03-04,14.59375
1986-03-05,15.03125
1986-03-06,15.03125
1986-03-07,15.0
1986-03-10,14.90625
1986-03-11,14.96875
1986-03-12,15.0
1986-03-13,15.1875
1986-03-14,15.5
1986-03-17,15.53125
1986-03-18,16.0
1986-03-19,15.75
1986-03-20,15.4375
1986-03-21,14.75
1986-03-24,15.3125
1986-03-25,15.65625
1986-03-26,15.96875
1986-03-27,15.875
1986-03-31,15.84375
1986-04-01,15.75
1986-04-02,15.5
1986-04-03,15.03125
1986-04-04,14.75
1986-04-07,14.625
1986-04-08,15.15625
1986-04-09,15.5
1986-04-10,15.59375
1986-04-11,15.59375
1986-04-14,15.625
1986-04-15,15.8125
1986-04-16,16.1875
1986-04-17,16.21875
1986-04-18,16.03125
1986-04-21,16.21875
1986-04-22,16.03125
1986-04-23,16.0625
1986-04-24,16.09375
1986-04-25,16.625
1986-04-28,16.625
1986-04-29,16.5
1986-04-30,16.0
1986-05-01,16.15625
1986-05-02,16.15625
1986-05-05,15.9375
1986-05-06,15.875
1986-05-07,15.8125
1986-05-08,15.9375
1986-05-09,16.03125
1986-05-12,15.90625
1986-05-13,15.84375
1986-05-14,15.625
1986-05-15,15.125
1986-05-16,15.09375
1986-05-19,14.90625
1986-05-20,15.5
1986-05-21,15.4375
1986-05-22,15.71875
1986-05-23,15.5
1986-05-27,15.1875
1986-05-28,15.375
1986-05-29,15.125
1986-05-30,14.71875
1986-06-02,14.96875
1986-06-03,14.9375
1986-06-04,15.0
1986-06-05,15.09375
1986-06-06,15.40625
1986-06-09,15.0625
1986-06-10,15.0625
1986-06-11,15.0625
1986-06-12,15.09375
1986-06-13,15.40625
1986-06-16,15.625
1986-06-17,15.46875
1986-06-18,15.53125
1986-06-19,15.3125
1986-06-20,15.25
1986-06-23,15.15625
1986-06-24,15.09375
1986-06-25,15.25
1986-06-26,15.28125
1986-06-27,15.3125
1986-06-30,15.90625
1986-07-01,16.09375
1986-07-02,16.21875
1986-07-03,15.90625
1986-07-07,14.9375
1986-07-08,15.03125
1986-07-09,15.28125
1986-07-10,15.40625
1986-07-11,15.71875
1986-07-14,15.625
1986-07-15,15.5
1986-07-16,15.65625
1986-07-17,15.625
1986-07-18,15.5625
1986-07-21,15.40625
1986-07-22,15.3125
1986-07-23,15.625
1986-07-24,15.4375
1986-07-25,15.5625
1986-07-28,15.3125
1986-07-29,15.0
1986-07-30,15.34375
1986-07-31,15.0625
1986-08-01,14.96875
1986-08-04,15.28125
1986-08-05,15.28125
1986-08-06,15.375
1986-08-07,15.3125
1986-08-08,15.28125
1986-08-11,15.375
1986-08-12,15.75
1986-08-13,15.84375
1986-08-14,15.65625
1986-08-15,15.3125
1986-08-18,15.46875
1986-08-19,15.375
1986-08-20,15.6875
1986-08-21,15.59375
1986-08-22,15.75
1986-08-25,15.5
1986-08-26,15.875
1986-08-27,16.0625
1986-08-28,16.3125
1986-08-29,16.34375
1986-09-02,16.59375
1986-09-03,16.5
1986-09-04,16.5625
1986-09-05,16.34375
1986-09-08,16.21875
1986-09-09,16.125
1986-09-10,16.25
1986-09-11,15.40625
1986-09-12,15.28125
1986-09-15,15.40625
1986-09-16,15.34375
1986-09-17,15.34375
1986-09-18,15.34375
1986-09-19,15.5
1986-09-22,15.6875
