Date,CMLS
2018-12-28,10.9
2018-12-31,10.8
2019-01-02,11.15
2019-01-03,11.0
2019-01-04,11.9
2019-01-07,12.04
2019-01-08,12.65
2019-01-09,12.45
2019-01-10,12.26
2019-01-11,12.0
2019-01-14,11.75
2019-01-15,12.0
2019-01-16,11.97
2019-01-17,11.85
2019-01-18,12.09
2019-01-22,12.0
2019-01-23,11.83
2019-01-24,11.85
2019-01-25,11.99
2019-01-28,12.01
2019-01-29,12.05
2019-01-30,12.05
2019-01-31,12.05
2019-02-01,13.24
2019-02-04,13.7
2019-02-05,14.7
2019-02-06,14.42
2019-02-07,14.3
2019-02-08,14.35
2019-02-11,14.72
2019-02-12,14.6
2019-02-13,14.75
2019-02-14,15.6
2019-02-15,16.0
2019-02-19,16.35
2019-02-20,16.4
2019-02-21,16.6
2019-02-22,16.709999
2019-02-25,16.639999
2019-02-26,17.5
2019-02-27,17.51
2019-02-28,17.809998999999998
2019-03-01,18.200001
2019-03-04,18.219998999999998
2019-03-05,18.08
2019-03-06,17.959999
2019-03-07,18.195
2019-03-08,18.59
2019-03-11,18.809998999999998
2019-03-12,18.91
2019-03-13,18.959999
2019-03-14,19.09
2019-03-15,19.040001
2019-03-18,19.25
2019-03-19,19.5
2019-03-20,19.719998999999998
2019-03-21,19.41
2019-03-22,19.1
2019-03-25,18.700001
2019-03-26,17.860001
2019-03-27,17.75
2019-03-28,17.82
2019-03-29,18.01
2019-04-01,18.07
2019-04-02,18.389999
2019-04-03,18.1
2019-04-04,17.879998999999998
2019-04-05,18.190001000000002
2019-04-08,18.41
2019-04-09,18.700001
2019-04-10,18.48
2019-04-11,18.43
2019-04-12,18.639999
2019-04-15,18.57
2019-04-16,18.469998999999998
2019-04-17,17.75
2019-04-18,18.25
2019-04-22,17.99
2019-04-23,16.98
2019-04-24,17.52
2019-04-25,17.639999
2019-04-26,18.0
2019-04-29,18.299999
2019-04-30,18.120001000000002
2019-05-01,17.73
2019-05-02,17.440001000000002
2019-05-03,17.620001000000002
2019-05-06,17.9
2019-05-07,17.450001
2019-05-08,17.17
2019-05-09,17.0
2019-05-10,17.0
2019-05-13,16.950001
2019-05-14,17.469998999999998
2019-05-15,17.790001
2019-05-16,18.389999
2019-05-17,18.379998999999998
2019-05-20,18.49
2019-05-21,18.6
2019-05-22,17.709999
2019-05-23,17.24
2019-05-24,17.25
2019-05-28,16.75
2019-05-29,16.16
2019-05-30,16.459999
2019-05-31,16.0
2019-06-03,15.8
2019-06-04,15.8
2019-06-05,15.45
2019-06-06,16.370001000000002
2019-06-07,16.309998999999998
2019-06-10,16.42
2019-06-11,16.700001
2019-06-12,17.5
2019-06-13,17.110001
2019-06-14,17.379998999999998
2019-06-17,17.280001000000002
2019-06-18,17.09
2019-06-19,17.629998999999998
2019-06-20,17.450001
2019-06-21,17.209999
2019-06-24,17.030001000000002
2019-06-25,16.92
2019-06-26,17.17
2019-06-27,17.6
2019-06-28,18.549999
2019-07-01,18.57
2019-07-02,18.48
2019-07-03,18.379998999999998
2019-07-05,17.91
2019-07-08,17.99
2019-07-09,17.58
2019-07-10,17.51
2019-07-11,17.82
2019-07-12,17.92
2019-07-15,17.790001
2019-07-16,17.559998999999998
2019-07-17,17.450001
2019-07-18,17.07
2019-07-19,17.16
2019-07-22,16.42
2019-07-23,15.89
2019-07-24,16.18
2019-07-25,15.31
2019-07-26,15.52
2019-07-29,14.92
2019-07-30,15.27
2019-07-31,15.11
2019-08-01,14.16
2019-08-02,14.06
2019-08-05,13.5
2019-08-06,13.73
2019-08-07,12.6
2019-08-08,14.62
2019-08-09,14.51
2019-08-12,14.34
2019-08-13,14.81
2019-08-14,14.19
2019-08-15,15.11
2019-08-16,15.21
2019-08-19,15.7
2019-08-20,15.4
2019-08-21,15.01
2019-08-22,14.62
2019-08-23,13.79
2019-08-26,13.88
2019-08-27,13.55
2019-08-28,13.54
2019-08-29,13.55
2019-08-30,13.6
2019-09-03,13.14
2019-09-04,13.22
2019-09-05,13.07
2019-09-06,13.08
2019-09-09,13.68
2019-09-10,14.35
2019-09-11,14.76
2019-09-12,14.59
2019-09-13,14.38
2019-09-16,13.61
2019-09-17,14.39
2019-09-18,14.14
2019-09-19,13.58
2019-09-20,13.21
2019-09-23,13.48
2019-09-24,13.16
2019-09-25,13.42
2019-09-26,13.42
2019-09-27,13.33
2019-09-30,14.54
2019-10-01,14.94
2019-10-02,15.35
2019-10-03,14.79
2019-10-04,14.53
2019-10-07,14.11
2019-10-08,13.3
2019-10-09,13.45
2019-10-10,13.54
2019-10-11,13.73
2019-10-14,13.08
2019-10-15,13.07
2019-10-16,13.16
2019-10-17,13.24
2019-10-18,13.07
2019-10-21,13.27
2019-10-22,13.59
2019-10-23,13.61
2019-10-24,13.64
2019-10-25,13.71
2019-10-28,13.85
2019-10-29,13.96
2019-10-30,13.66
2019-10-31,13.69
2019-11-01,13.89
2019-11-04,13.77
2019-11-05,13.85
2019-11-06,13.68
2019-11-07,13.61
2019-11-08,13.48
2019-11-11,13.6
2019-11-12,14.51
2019-11-13,14.76
2019-11-14,14.52
2019-11-15,14.54
2019-11-18,14.9
2019-11-19,14.95
2019-11-20,15.19
2019-11-21,15.9
2019-11-22,16.195
2019-11-25,16.540001
2019-11-26,16.690001000000002
2019-11-27,16.85
2019-11-29,17.34
2019-12-02,17.57
2019-12-03,17.34
2019-12-04,17.200001
2019-12-05,17.01
2019-12-06,17.77
2019-12-09,17.24
2019-12-10,17.16
2019-12-11,17.17
2019-12-12,17.35
2019-12-13,17.370001000000002
2019-12-16,17.5
2019-12-17,17.18
2019-12-18,17.08
2019-12-19,16.98
2019-12-20,16.995001000000002
2019-12-23,17.92
2019-12-24,17.940001000000002
2019-12-26,17.9
2019-12-27,17.6
2019-12-30,17.450001
2019-12-31,17.57
2020-01-02,16.950001
2020-01-03,16.469998999999998
2020-01-06,16.459999
2020-01-07,16.299999
2020-01-08,16.459999
2020-01-09,16.42
2020-01-10,15.84
2020-01-13,16.18
2020-01-14,15.9
2020-01-15,15.81
2020-01-16,15.84
2020-01-17,15.41
2020-01-21,15.41
2020-01-22,15.14
2020-01-23,15.03
2020-01-24,14.42
2020-01-27,14.15
2020-01-28,14.48
2020-01-29,14.19
2020-01-30,13.9
2020-01-31,14.0
2020-02-03,14.15
2020-02-04,14.23
2020-02-05,14.46
2020-02-06,14.41
2020-02-07,13.99
2020-02-10,14.1
2020-02-11,14.38
2020-02-12,14.62
2020-02-13,14.64
2020-02-14,14.53
2020-02-18,14.43
2020-02-19,14.22
2020-02-20,14.15
2020-02-21,14.24
2020-02-24,14.01
2020-02-25,13.32
2020-02-26,13.07
2020-02-27,12.09
2020-02-28,12.05
2020-03-02,11.98
2020-03-03,11.415
2020-03-04,11.46
2020-03-05,10.6
2020-03-06,9.76
2020-03-09,8.15
2020-03-10,8.01
2020-03-11,6.85
2020-03-12,4.96
2020-03-13,6.39
2020-03-16,5.95
2020-03-17,6.59
2020-03-18,4.65
2020-03-19,5.22
2020-03-20,5.27
2020-03-23,4.5
2020-03-24,4.73
2020-03-25,5.98
2020-03-26,5.47
2020-03-27,4.62
2020-03-30,5.13
2020-03-31,5.42
2020-04-01,4.75
2020-04-02,4.44
2020-04-03,3.35
2020-04-06,3.93
2020-04-07,4.16
2020-04-08,3.95
2020-04-09,3.85
2020-04-13,3.83
2020-04-14,3.92
2020-04-15,3.59
2020-04-16,3.69
2020-04-17,3.69
2020-04-20,3.68
2020-04-21,3.54
2020-04-22,3.5
2020-04-23,3.53
2020-04-24,3.92
2020-04-27,4.51
2020-04-28,4.42
2020-04-29,4.38
2020-04-30,4.43
2020-05-01,4.1
2020-05-04,3.96
2020-05-05,3.99
2020-05-06,3.75
2020-05-07,3.75
2020-05-08,4.05
