Date,AB
1990-01-26,3.875
1990-01-29,3.90625
1990-01-30,3.75
1990-01-31,3.9375
1990-02-01,4.0
1990-02-02,4.03125
1990-02-05,3.9375
1990-02-06,3.96875
1990-02-07,3.9375
1990-02-08,3.875
1990-02-09,3.84375
1990-02-12,3.9375
1990-02-13,3.96875
1990-02-14,3.9375
1990-02-15,4.0
1990-02-16,3.96875
1990-02-20,3.90625
1990-02-21,3.90625
1990-02-22,3.875
1990-02-23,3.84375
1990-02-26,3.84375
1990-02-27,3.90625
1990-02-28,3.875
1990-03-01,3.90625
1990-03-02,3.9375
1990-03-05,3.875
1990-03-06,3.90625
1990-03-07,4.0
1990-03-08,3.96875
1990-03-09,3.96875
1990-03-12,4.0
1990-03-13,3.96875
1990-03-14,3.96875
1990-03-15,4.0
1990-03-16,4.0
1990-03-19,4.0
1990-03-20,3.96875
1990-03-21,4.09375
1990-03-22,4.125
1990-03-23,4.28125
1990-03-26,4.25
1990-03-27,4.28125
1990-03-28,4.28125
1990-03-29,4.21875
1990-03-30,4.15625
1990-04-02,4.09375
1990-04-03,4.125
1990-04-04,4.1875
1990-04-05,4.21875
1990-04-06,4.28125
1990-04-09,4.25
1990-04-10,4.21875
1990-04-11,4.25
1990-04-12,4.25
1990-04-16,4.21875
1990-04-17,3.78125
1990-04-18,3.90625
1990-04-19,3.90625
1990-04-20,3.84375
1990-04-23,3.78125
1990-04-24,3.8125
1990-04-25,4.0
1990-04-26,3.96875
1990-04-27,4.0
1990-04-30,3.90625
1990-05-01,3.90625
1990-05-02,3.71875
1990-05-03,3.75
1990-05-04,3.875
1990-05-07,3.84375
1990-05-08,3.71875
1990-05-09,3.65625
1990-05-10,3.625
1990-05-11,3.65625
1990-05-14,3.71875
1990-05-15,3.65625
1990-05-16,3.6875
1990-05-17,3.75
1990-05-18,3.75
1990-05-21,3.71875
1990-05-22,3.6875
1990-05-23,3.625
1990-05-24,3.6875
1990-05-25,3.6875
1990-05-29,3.71875
1990-05-30,3.75
1990-05-31,3.78125
1990-06-01,3.96875
1990-06-04,4.0
1990-06-05,4.0
1990-06-06,3.96875
1990-06-07,3.96875
1990-06-08,3.9375
1990-06-11,3.84375
1990-06-12,3.90625
1990-06-13,3.90625
1990-06-14,3.84375
1990-06-15,3.875
1990-06-18,3.75
1990-06-19,3.78125
1990-06-20,3.78125
1990-06-21,3.8125
1990-06-22,3.875
1990-06-25,3.84375
1990-06-26,3.875
1990-06-27,3.875
1990-06-28,3.875
1990-06-29,3.875
1990-07-02,3.8125
1990-07-03,3.875
1990-07-05,3.875
1990-07-06,3.78125
1990-07-09,3.84375
1990-07-10,3.84375
1990-07-11,3.84375
1990-07-12,3.84375
1990-07-13,3.875
1990-07-16,3.875
1990-07-17,3.90625
1990-07-18,3.84375
1990-07-19,3.875
1990-07-20,3.875
1990-07-23,3.8125
1990-07-24,3.75
1990-07-25,3.75
1990-07-26,3.84375
1990-07-27,3.84375
1990-07-30,3.71875
1990-07-31,3.65625
1990-08-01,3.625
1990-08-02,3.53125
1990-08-03,3.34375
1990-08-06,3.21875
1990-08-07,3.3125
1990-08-08,3.4375
1990-08-09,3.625
1990-08-10,3.59375
1990-08-13,3.71875
1990-08-14,3.6875
1990-08-15,3.65625
1990-08-16,3.6875
1990-08-17,3.53125
1990-08-20,3.46875
1990-08-21,3.375
1990-08-22,3.34375
1990-08-23,3.1875
1990-08-24,3.3125
1990-08-27,3.46875
1990-08-28,3.4375
1990-08-29,3.46875
1990-08-30,3.40625
1990-08-31,3.375
1990-09-04,3.375
1990-09-05,3.375
1990-09-06,3.40625
1990-09-07,3.34375
1990-09-10,3.4375
1990-09-11,3.40625
1990-09-12,3.40625
1990-09-13,3.40625
1990-09-14,3.375
1990-09-17,3.375
1990-09-18,3.34375
1990-09-19,3.3125
1990-09-20,3.3125
1990-09-21,3.25
1990-09-24,3.21875
1990-09-25,3.21875
1990-09-26,3.25
1990-09-27,3.21875
1990-09-28,3.25
1990-10-01,3.3125
1990-10-02,3.40625
1990-10-03,3.3125
1990-10-04,3.25
1990-10-05,3.21875
1990-10-08,3.25
1990-10-09,3.1875
1990-10-10,3.03125
1990-10-11,2.9375
1990-10-12,3.0
1990-10-15,3.0625
1990-10-16,2.96875
1990-10-17,3.03125
1990-10-18,3.125
1990-10-19,3.21875
1990-10-22,3.28125
1990-10-23,3.25
1990-10-24,3.25
1990-10-25,3.375
1990-10-26,3.40625
1990-10-29,3.25
1990-10-30,3.21875
1990-10-31,3.25
1990-11-01,3.28125
1990-11-02,3.28125
1990-11-05,3.34375
1990-11-06,3.40625
1990-11-07,3.40625
1990-11-08,3.40625
1990-11-09,3.40625
1990-11-12,3.5
1990-11-13,3.46875
1990-11-14,3.6875
1990-11-15,3.59375
1990-11-16,3.5625
1990-11-19,3.5625
1990-11-20,3.5
1990-11-21,3.5625
1990-11-23,3.625
1990-11-26,3.59375
1990-11-27,3.65625
1990-11-28,3.6875
1990-11-29,3.625
1990-11-30,3.59375
1990-12-03,3.625
1990-12-04,3.5
1990-12-05,3.625
1990-12-06,3.65625
1990-12-07,3.6875
1990-12-10,3.6875
1990-12-11,3.6875
1990-12-12,3.8125
1990-12-13,3.90625
1990-12-14,3.875
1990-12-17,3.875
1990-12-18,3.90625
1990-12-19,3.9375
1990-12-20,3.875
1990-12-21,3.9375
1990-12-24,4.0
1990-12-26,4.09375
1990-12-27,4.21875
1990-12-28,4.09375
1990-12-31,4.1875
1991-01-02,4.15625
1991-01-03,4.09375
1991-01-04,3.9375
1991-01-07,3.875
1991-01-08,3.84375
1991-01-09,3.9375
1991-01-10,4.0
1991-01-11,4.03125
1991-01-14,3.9375
1991-01-15,3.96875
1991-01-16,4.0
1991-01-17,4.0625
1991-01-18,4.03125
1991-01-21,4.0
1991-01-22,4.0
1991-01-23,4.0
1991-01-24,4.15625
1991-01-25,4.1875
1991-01-28,4.21875
1991-01-29,4.21875
1991-01-30,4.28125
1991-01-31,4.25
1991-02-01,4.46875
1991-02-04,4.5625
1991-02-05,4.75
1991-02-06,4.71875
1991-02-07,4.5
1991-02-08,4.5625
1991-02-11,4.78125
1991-02-12,4.6875
1991-02-13,4.78125
1991-02-14,4.75
1991-02-15,4.875
1991-02-19,4.9375
1991-02-20,4.90625
1991-02-21,4.90625
1991-02-22,5.0
1991-02-25,4.9375
1991-02-26,4.9375
1991-02-27,4.90625
1991-02-28,5.0
1991-03-01,5.0
1991-03-04,5.03125
1991-03-05,5.125
1991-03-06,5.15625
1991-03-07,5.125
1991-03-08,5.0625
1991-03-11,5.03125
1991-03-12,5.03125
1991-03-13,5.0
1991-03-14,5.03125
1991-03-15,5.0
1991-03-18,5.0
1991-03-19,5.03125
1991-03-20,5.0625
1991-03-21,5.15625
1991-03-22,5.28125
1991-03-25,5.34375
1991-03-26,5.625
1991-03-27,5.65625
1991-03-28,5.46875
1991-04-01,5.34375
1991-04-02,5.53125
1991-04-03,5.6875
1991-04-04,5.875
1991-04-05,5.90625
1991-04-08,5.875
1991-04-09,5.75
1991-04-10,5.8125
1991-04-11,5.78125
1991-04-12,5.84375
1991-04-15,5.71875
1991-04-16,5.71875
1991-04-17,5.9375
1991-04-18,5.84375
1991-04-19,5.6875
1991-04-22,5.5625
1991-04-23,5.71875
1991-04-24,5.75
1991-04-25,5.875
1991-04-26,5.75
1991-04-29,5.40625
1991-04-30,5.375
1991-05-01,5.46875
1991-05-02,5.5625
1991-05-03,5.625
1991-05-06,5.53125
1991-05-07,5.375
1991-05-08,5.53125
1991-05-09,5.625
1991-05-10,5.59375
1991-05-13,5.6875
1991-05-14,5.625
1991-05-15,5.5
1991-05-16,5.5625
1991-05-17,5.59375
1991-05-20,5.59375
1991-05-21,5.65625
1991-05-22,5.78125
1991-05-23,6.375
1991-05-24,6.59375
1991-05-28,6.75
1991-05-29,6.5625
1991-05-30,6.5625
1991-05-31,6.5
1991-06-03,6.5
1991-06-04,6.65625
1991-06-05,6.65625
1991-06-06,6.84375
1991-06-07,6.65625
1991-06-10,6.59375
1991-06-11,6.75
1991-06-12,6.625
1991-06-13,6.9375
1991-06-14,7.03125
1991-06-17,7.03125
1991-06-18,7.03125
1991-06-19,6.84375
1991-06-20,7.03125
1991-06-21,7.125
1991-06-24,6.9375
1991-06-25,6.96875
1991-06-26,7.03125
1991-06-27,7.0625
1991-06-28,7.21875
1991-07-01,7.25
1991-07-02,7.1875
1991-07-03,7.1875
1991-07-05,7.21875
1991-07-08,7.34375
1991-07-09,7.65625
1991-07-10,7.75
1991-07-11,7.59375
1991-07-12,7.6875
1991-07-15,7.65625
1991-07-16,7.625
1991-07-17,7.65625
1991-07-18,7.71875
1991-07-19,7.59375
1991-07-22,7.34375
1991-07-23,7.25
1991-07-24,7.375
1991-07-25,7.375
1991-07-26,7.40625
1991-07-29,7.40625
1991-07-30,7.28125
1991-07-31,7.40625
1991-08-01,7.5
1991-08-02,7.375
1991-08-05,6.53125
1991-08-06,6.96875
1991-08-07,6.65625
1991-08-08,6.625
1991-08-09,6.65625
1991-08-12,6.65625
1991-08-13,6.65625
1991-08-14,6.9375
1991-08-15,6.90625
1991-08-16,6.875
1991-08-19,6.65625
1991-08-20,6.53125
1991-08-21,6.71875
1991-08-22,6.53125
1991-08-23,6.71875
1991-08-26,6.71875
1991-08-27,6.84375
1991-08-28,7.0
1991-08-29,7.1875
1991-08-30,7.125
1991-09-03,7.09375
1991-09-04,7.0
1991-09-05,7.1875
1991-09-06,7.125
1991-09-09,7.125
1991-09-10,6.90625
1991-09-11,6.625
1991-09-12,6.8125
1991-09-13,6.71875
1991-09-16,6.625
1991-09-17,6.65625
1991-09-18,6.4375
1991-09-19,6.59375
1991-09-20,6.78125
1991-09-23,6.90625
1991-09-24,6.90625
1991-09-25,6.84375
1991-09-26,6.6875
1991-09-27,6.59375
1991-09-30,6.53125
1991-10-01,6.625
1991-10-02,6.6875
1991-10-03,6.75
1991-10-04,6.8125
1991-10-07,6.65625
1991-10-08,6.6875
1991-10-09,6.65625
1991-10-10,6.59375
1991-10-11,6.65625
1991-10-14,6.71875
1991-10-15,7.15625
1991-10-16,7.5
1991-10-17,7.28125
1991-10-18,7.5
1991-10-21,7.40625
1991-10-22,7.5625
1991-10-23,7.5625
1991-10-24,7.3125
1991-10-25,7.15625
1991-10-28,7.53125
1991-10-29,7.4375
1991-10-30,7.9375
1991-10-31,8.28125
1991-11-01,8.40625
1991-11-04,8.125
1991-11-05,8.0
1991-11-06,8.03125
1991-11-07,7.9375
1991-11-08,7.96875
1991-11-11,8.0
1991-11-12,8.0
1991-11-13,7.84375
1991-11-14,7.71875
1991-11-15,7.0625
1991-11-18,7.5625
1991-11-19,7.3125
1991-11-20,7.46875
1991-11-21,7.6875
1991-11-22,7.625
1991-11-25,7.4375
1991-11-26,7.375
1991-11-27,7.25
1991-11-29,7.28125
1991-12-02,7.28125
1991-12-03,7.375
1991-12-04,7.28125
1991-12-05,7.34375
1991-12-06,7.25
1991-12-09,7.1875
1991-12-10,7.1875
1991-12-11,7.1875
1991-12-12,7.1875
1991-12-13,7.3125
1991-12-16,7.375
1991-12-17,7.34375
1991-12-18,7.21875
1991-12-19,7.15625
1991-12-20,7.125
1991-12-23,7.375
1991-12-24,7.78125
1991-12-26,8.15625
1991-12-27,8.40625
1991-12-30,8.40625
1991-12-31,8.28125
1992-01-02,7.96875
1992-01-03,8.125
1992-01-06,8.1875
1992-01-07,8.25
1992-01-08,8.5625
1992-01-09,8.75
1992-01-10,8.71875
1992-01-13,8.59375
1992-01-14,8.65625
1992-01-15,8.65625
1992-01-16,8.875
1992-01-17,9.03125
1992-01-20,9.125
1992-01-21,8.75
1992-01-22,8.8125
1992-01-23,8.90625
1992-01-24,8.84375
1992-01-27,8.90625
1992-01-28,9.25
1992-01-29,9.25
1992-01-30,9.375
1992-01-31,9.28125
1992-02-03,8.96875
1992-02-04,9.1875
1992-02-05,9.28125
1992-02-06,9.25
1992-02-07,9.46875
1992-02-10,9.53125
1992-02-11,9.65625
1992-02-12,9.375
1992-02-13,9.28125
1992-02-14,9.3125
1992-02-18,9.34375
1992-02-19,9.25
1992-02-20,9.1875
1992-02-21,9.15625
1992-02-24,9.125
1992-02-25,9.0
1992-02-26,9.125
1992-02-27,9.21875
1992-02-28,9.1875
1992-03-02,9.15625
1992-03-03,9.125
1992-03-04,9.03125
1992-03-05,8.9375
1992-03-06,8.6875
1992-03-09,8.71875
1992-03-10,8.78125
1992-03-11,8.78125
1992-03-12,8.59375
1992-03-13,8.5625
1992-03-16,8.46875
1992-03-17,8.25
1992-03-18,8.46875
1992-03-19,8.6875
1992-03-20,8.8125
1992-03-23,9.09375
1992-03-24,9.03125
1992-03-25,8.9375
1992-03-26,9.03125
1992-03-27,9.0625
1992-03-30,9.125
1992-03-31,9.15625
1992-04-01,8.875
1992-04-02,8.40625
1992-04-03,8.15625
1992-04-06,8.25
1992-04-07,7.875
1992-04-08,8.125
1992-04-09,8.0
1992-04-10,8.09375
1992-04-13,8.15625
1992-04-14,8.40625
1992-04-15,8.25
1992-04-16,8.3125
1992-04-20,8.15625
1992-04-21,8.15625
1992-04-22,8.0
1992-04-23,7.96875
1992-04-24,8.0
1992-04-27,7.84375
1992-04-28,7.65625
1992-04-29,7.59375
1992-04-30,7.875
1992-05-01,8.21875
1992-05-04,8.28125
1992-05-05,8.1875
1992-05-06,8.03125
1992-05-07,8.0625
1992-05-08,8.0625
1992-05-11,8.03125
1992-05-12,8.0625
1992-05-13,7.9375
1992-05-14,7.8125
1992-05-15,7.65625
1992-05-18,7.65625
1992-05-19,7.59375
1992-05-20,7.875
1992-05-21,8.0
1992-05-22,8.03125
1992-05-26,7.96875
1992-05-27,8.0
1992-05-28,7.90625
1992-05-29,8.15625
1992-06-01,8.125
1992-06-02,8.0625
1992-06-03,8.03125
1992-06-04,8.0625
1992-06-05,8.125
1992-06-08,8.03125
1992-06-09,7.9375
1992-06-10,7.875
1992-06-11,7.90625
1992-06-12,7.96875
1992-06-15,8.0625
1992-06-16,8.09375
1992-06-17,7.8125
1992-06-18,7.96875
1992-06-19,8.0
1992-06-22,7.84375
1992-06-23,7.78125
1992-06-24,7.8125
1992-06-25,7.9375
1992-06-26,8.0
1992-06-29,8.0
1992-06-30,8.03125
1992-07-01,8.25
1992-07-02,8.40625
1992-07-06,8.46875
1992-07-07,8.65625
1992-07-08,8.65625
1992-07-09,8.6875
1992-07-10,8.78125
1992-07-13,8.8125
1992-07-14,8.8125
1992-07-15,9.0
1992-07-16,9.09375
1992-07-17,9.09375
1992-07-20,8.90625
1992-07-21,8.96875
1992-07-22,8.96875
1992-07-23,8.96875
1992-07-24,8.875
1992-07-27,8.8125
1992-07-28,8.84375
1992-07-29,9.0
1992-07-30,9.0
1992-07-31,9.40625
1992-08-03,9.15625
1992-08-04,9.25
1992-08-05,9.1875
1992-08-06,8.96875
1992-08-07,8.96875
1992-08-10,8.9375
1992-08-11,8.9375
1992-08-12,8.9375
1992-08-13,9.03125
1992-08-14,8.8125
1992-08-17,8.6875
1992-08-18,8.5625
1992-08-19,8.59375
1992-08-20,8.5
1992-08-21,8.375
1992-08-24,8.15625
1992-08-25,8.34375
1992-08-26,8.375
1992-08-27,8.21875
1992-08-28,8.15625
1992-08-31,8.15625
1992-09-01,8.375
1992-09-02,8.46875
1992-09-03,8.65625
1992-09-04,8.75
1992-09-08,8.6875
1992-09-09,8.5
1992-09-10,8.375
1992-09-11,8.5
1992-09-14,8.375
1992-09-15,8.1875
1992-09-16,8.25
1992-09-17,8.3125
1992-09-18,8.4375
1992-09-21,8.25
1992-09-22,8.15625
1992-09-23,7.96875
1992-09-24,7.78125
1992-09-25,7.71875
1992-09-28,7.3125
1992-09-29,7.625
1992-09-30,7.65625
1992-10-01,7.75
1992-10-02,7.71875
1992-10-05,7.96875
1992-10-06,7.90625
1992-10-07,7.9375
1992-10-08,8.0625
1992-10-09,7.96875
1992-10-12,8.0
1992-10-13,8.15625
1992-10-14,8.0625
1992-10-15,8.15625
1992-10-16,8.25
1992-10-19,8.34375
1992-10-20,8.5
1992-10-21,8.53125
1992-10-22,8.25
1992-10-23,8.3125
1992-10-26,8.1875
1992-10-27,8.3125
1992-10-28,8.34375
1992-10-29,8.25
1992-10-30,8.40625
1992-11-02,8.625
1992-11-03,8.53125
1992-11-04,8.625
1992-11-05,8.5625
1992-11-06,8.09375
1992-11-09,8.21875
1992-11-10,8.21875
1992-11-11,8.3125
1992-11-12,8.21875
1992-11-13,8.25
1992-11-16,8.28125
1992-11-17,8.25
1992-11-18,8.21875
1992-11-19,8.1875
1992-11-20,8.1875
1992-11-23,8.21875
1992-11-24,8.5625
1992-11-25,8.6875
1992-11-27,8.71875
1992-11-30,8.875
1992-12-01,8.6875
1992-12-02,8.84375
1992-12-03,8.9375
1992-12-04,9.0625
1992-12-07,9.03125
1992-12-08,9.0625
1992-12-09,9.0625
1992-12-10,9.15625
1992-12-11,9.28125
1992-12-14,9.03125
1992-12-15,9.15625
1992-12-16,8.9375
1992-12-17,8.90625
1992-12-18,9.15625
1992-12-21,9.0625
1992-12-22,9.125
1992-12-23,9.0
1992-12-24,9.03125
1992-12-28,9.0625
1992-12-29,9.03125
