Date,BIG
1995-07-13,14.4
1995-07-14,14.08
1995-07-17,14.24
1995-07-18,14.4
1995-07-19,14.08
1995-07-20,14.4
1995-07-21,14.24
1995-07-24,14.4
1995-07-25,14.64
1995-07-26,14.32
1995-07-27,14.56
1995-07-28,14.16
1995-07-31,14.24
1995-08-01,14.08
1995-08-02,13.92
1995-08-03,13.84
1995-08-04,13.6
1995-08-07,13.6
1995-08-08,13.76
1995-08-09,14.24
1995-08-10,14.24
1995-08-11,14.08
1995-08-14,14.4
1995-08-15,14.56
1995-08-16,14.88
1995-08-17,14.8
1995-08-18,14.88
1995-08-21,15.12
1995-08-22,15.2
1995-08-23,14.24
1995-08-24,14.32
1995-08-25,14.24
1995-08-28,14.0
1995-08-29,14.24
1995-08-30,13.68
1995-08-31,14.08
1995-09-01,14.16
1995-09-05,14.24
1995-09-06,14.08
1995-09-07,14.24
1995-09-08,14.08
1995-09-11,14.32
1995-09-12,14.56
1995-09-13,14.64
1995-09-14,14.4
1995-09-15,14.56
1995-09-18,14.56
1995-09-19,14.48
1995-09-20,14.4
1995-09-21,14.32
1995-09-22,14.24
1995-09-25,14.32
1995-09-26,14.56
1995-09-27,14.64
1995-09-28,14.56
1995-09-29,14.8
1995-10-02,15.04
1995-10-03,15.28
1995-10-04,15.12
1995-10-05,15.12
1995-10-06,15.2
1995-10-09,15.12
1995-10-10,14.96
1995-10-11,15.04
1995-10-12,15.2
1995-10-13,15.36
1995-10-16,15.52
1995-10-17,15.6
1995-10-18,15.68
1995-10-19,15.84
1995-10-20,15.92
1995-10-23,15.44
1995-10-24,15.28
1995-10-25,15.04
1995-10-26,14.56
1995-10-27,14.72
1995-10-30,14.88
1995-10-31,14.72
1995-11-01,15.12
1995-11-02,15.52
1995-11-03,15.68
1995-11-06,15.6
1995-11-07,15.6
1995-11-08,15.52
1995-11-09,15.28
1995-11-10,15.2
1995-11-13,15.2
1995-11-14,15.2
1995-11-15,15.44
1995-11-16,15.68
1995-11-17,15.04
1995-11-20,14.88
1995-11-21,15.04
1995-11-22,15.52
1995-11-24,15.52
1995-11-27,15.76
1995-11-28,15.76
1995-11-29,15.76
1995-11-30,15.84
1995-12-01,16.0
1995-12-04,16.08
1995-12-05,16.08
1995-12-06,16.16
1995-12-07,16.0
1995-12-08,15.6
1995-12-11,16.16
1995-12-12,15.92
1995-12-13,16.24
1995-12-14,16.16
1995-12-15,15.28
1995-12-18,14.08
1995-12-19,14.56
1995-12-20,14.4
1995-12-21,14.24
1995-12-22,14.24
1995-12-26,14.08
1995-12-27,14.08
1995-12-28,13.84
1995-12-29,13.84
1996-01-02,13.36
1996-01-03,13.52
1996-01-04,13.6
1996-01-05,13.84
1996-01-08,13.76
1996-01-09,13.6
1996-01-10,12.72
1996-01-11,13.04
1996-01-12,13.6
1996-01-15,12.88
1996-01-16,12.72
1996-01-17,12.72
1996-01-18,12.88
1996-01-19,12.8
1996-01-22,13.2
1996-01-23,13.04
1996-01-24,13.12
1996-01-25,13.12
1996-01-26,13.12
1996-01-29,12.8
1996-01-30,12.72
1996-01-31,12.8
1996-02-01,13.2
1996-02-02,13.36
1996-02-05,13.76
1996-02-06,14.48
1996-02-07,14.32
1996-02-08,14.32
1996-02-09,14.08
1996-02-12,14.32
1996-02-13,15.36
1996-02-14,14.96
1996-02-15,14.72
1996-02-16,14.8
1996-02-20,14.96
1996-02-21,15.2
1996-02-22,15.44
1996-02-23,15.92
1996-02-26,15.84
1996-02-27,15.68
1996-02-28,16.0
1996-02-29,16.639999
1996-03-01,16.719998999999998
1996-03-04,17.92
1996-03-05,17.92
1996-03-06,17.92
1996-03-07,17.440001000000002
1996-03-08,16.32
1996-03-11,16.959999
1996-03-12,17.120001000000002
1996-03-13,17.68
1996-03-14,17.92
1996-03-15,17.200001
1996-03-18,17.52
1996-03-19,17.360001
1996-03-20,17.040001
1996-03-21,17.200001
1996-03-22,17.040001
1996-03-25,16.799999
1996-03-26,20.24
1996-03-27,20.639999
1996-03-28,20.32
1996-03-29,21.440001000000002
1996-04-01,22.4
1996-04-02,22.4
1996-04-03,21.76
1996-04-04,22.0
1996-04-08,22.08
1996-04-09,21.52
1996-04-10,21.040001
1996-04-11,21.440001000000002
1996-04-12,21.76
1996-04-15,22.799999
1996-04-16,23.280001000000002
1996-04-17,22.959999
1996-04-18,22.959999
1996-04-19,22.959999
1996-04-22,23.68
1996-04-23,23.52
1996-04-24,23.360001
1996-04-25,23.440001000000002
1996-04-26,23.68
1996-04-29,23.280001000000002
1996-04-30,23.040001
1996-05-01,22.719998999999998
1996-05-02,22.559998999999998
1996-05-03,23.52
1996-05-06,23.68
1996-05-07,22.48
1996-05-08,22.4
1996-05-09,22.48
1996-05-10,22.959999
1996-05-13,23.76
1996-05-14,23.76
1996-05-15,23.84
1996-05-16,24.0
1996-05-17,24.719998999999998
1996-05-20,24.4
1996-05-21,25.200001
1996-05-22,24.959999
1996-05-23,25.040001
1996-05-24,24.559998999999998
1996-05-28,24.48
1996-05-29,24.32
1996-05-30,24.24
1996-05-31,24.24
1996-06-03,24.4
1996-06-04,24.879998999999998
1996-06-05,25.440001000000002
1996-06-06,24.639999
1996-06-07,24.24
1996-06-10,23.92
1996-06-11,24.32
1996-06-12,24.799999
1996-06-13,24.799999
1996-06-14,24.879998999999998
1996-06-17,24.719998999999998
1996-06-18,25.040001
1996-06-19,24.719998999999998
1996-06-20,23.76
1996-06-21,24.32
1996-06-24,24.0
1996-06-25,22.879998999999998
1996-06-26,21.92
1996-06-27,22.16
1996-06-28,23.52
1996-07-01,23.200001
1996-07-02,23.360001
1996-07-03,23.280001000000002
1996-07-05,23.120001000000002
1996-07-08,21.92
1996-07-09,22.799999
1996-07-10,22.559998999999998
1996-07-11,22.24
1996-07-12,22.16
1996-07-15,21.120001000000002
1996-07-16,19.200001
1996-07-17,21.040001
1996-07-18,22.16
1996-07-19,21.76
1996-07-22,21.280001000000002
1996-07-23,20.719998999999998
1996-07-24,21.120001000000002
1996-07-25,21.040001
1996-07-26,21.120001000000002
1996-07-29,20.959999
1996-07-30,20.959999
1996-07-31,21.120001000000002
1996-08-01,21.440001000000002
1996-08-02,21.280001000000002
1996-08-05,21.360001
1996-08-06,21.440001000000002
1996-08-07,21.92
1996-08-08,21.84
1996-08-09,22.16
1996-08-12,22.559998999999998
1996-08-13,22.879998999999998
1996-08-14,23.040001
1996-08-15,23.040001
1996-08-16,23.84
1996-08-19,24.08
1996-08-20,23.84
1996-08-21,24.32
1996-08-22,24.879998999999998
1996-08-23,24.719998999999998
1996-08-26,24.4
1996-08-27,24.24
1996-08-28,24.719998999999998
1996-08-29,24.32
1996-08-30,24.32
1996-09-03,24.0
1996-09-04,24.0
1996-09-05,23.92
1996-09-06,24.08
1996-09-09,24.24
1996-09-10,24.32
1996-09-11,24.32
1996-09-12,24.559998999999998
1996-09-13,24.959999
1996-09-16,24.879998999999998
1996-09-17,25.280001000000002
1996-09-18,25.440001000000002
1996-09-19,25.6
1996-09-20,25.52
1996-09-23,25.52
1996-09-24,24.959999
1996-09-25,24.48
1996-09-26,24.559998999999998
1996-09-27,24.959999
1996-09-30,25.6
1996-10-01,26.24
1996-10-02,26.559998999999998
1996-10-03,27.280001000000002
1996-10-04,27.6
1996-10-07,27.92
1996-10-08,27.440001000000002
1996-10-09,26.719998999999998
1996-10-10,26.559998999999998
1996-10-11,26.799999
1996-10-14,26.799999
1996-10-15,26.32
1996-10-16,26.639999
1996-10-17,26.559998999999998
1996-10-18,26.4
1996-10-21,26.24
1996-10-22,25.52
1996-10-23,25.200001
1996-10-24,25.120001000000002
1996-10-25,25.280001000000002
1996-10-28,25.120001000000002
1996-10-29,24.559998999999998
1996-10-30,24.4
1996-10-31,24.719998999999998
1996-11-01,25.040001
1996-11-04,25.440001000000002
1996-11-05,26.0
1996-11-06,26.24
1996-11-07,25.6
1996-11-08,25.92
1996-11-11,26.48
1996-11-12,27.200001
1996-11-13,26.719998999999998
1996-11-14,26.32
1996-11-15,25.6
1996-11-18,25.200001
1996-11-19,24.879998999999998
1996-11-20,24.16
1996-11-21,24.24
1996-11-22,24.48
1996-11-25,24.719998999999998
1996-11-26,24.32
1996-11-27,24.0
1996-11-29,23.68
1996-12-02,25.6
1996-12-03,25.360001
1996-12-04,25.200001
1996-12-05,24.799999
1996-12-06,24.719998999999998
1996-12-09,24.799999
1996-12-10,24.719998999999998
1996-12-11,23.76
1996-12-12,23.440001000000002
1996-12-13,23.280001000000002
1996-12-16,23.120001000000002
1996-12-17,23.200001
1996-12-18,24.4
1996-12-19,24.48
1996-12-20,24.4
1996-12-23,24.24
1996-12-24,24.48
1996-12-26,25.700001
1996-12-27,25.6
1996-12-30,25.700001
1996-12-31,25.799999
1997-01-02,25.299999
1997-01-03,25.200001
1997-01-06,24.700001
1997-01-07,26.4
1997-01-08,25.5
1997-01-09,25.0
1997-01-10,25.200001
1997-01-13,24.799999
1997-01-14,25.4
1997-01-15,25.1
1997-01-16,25.1
1997-01-17,25.0
1997-01-20,25.299999
1997-01-21,25.5
1997-01-22,26.1
1997-01-23,27.0
1997-01-24,26.799999
1997-01-27,26.5
1997-01-28,26.1
1997-01-29,26.1
1997-01-30,26.5
1997-01-31,26.299999
1997-02-03,26.6
1997-02-04,26.299999
1997-02-05,26.799999
1997-02-06,26.299999
1997-02-07,26.9
1997-02-10,27.200001
1997-02-11,28.1
1997-02-12,28.1
1997-02-13,28.200001
1997-02-14,28.6
1997-02-18,28.700001
1997-02-19,28.9
1997-02-20,28.6
1997-02-21,28.4
1997-02-24,28.1
1997-02-25,29.5
1997-02-26,29.4
1997-02-27,28.700001
1997-02-28,28.1
1997-03-03,28.6
1997-03-04,28.9
1997-03-05,29.4
1997-03-06,29.9
1997-03-07,29.299999
1997-03-10,29.1
1997-03-11,29.1
1997-03-12,30.6
1997-03-13,30.4
1997-03-14,31.700001
1997-03-17,31.299999
1997-03-18,30.6
1997-03-19,30.799999
1997-03-20,30.700001
1997-03-21,30.700001
1997-03-24,30.5
1997-03-25,30.299999
1997-03-26,30.200001
1997-03-27,29.6
1997-03-31,28.200001
1997-04-01,27.799999
1997-04-02,28.9
1997-04-03,29.1
1997-04-04,29.4
1997-04-07,30.299999
1997-04-08,30.1
1997-04-09,30.700001
1997-04-10,30.299999
1997-04-11,30.0
1997-04-14,30.299999
1997-04-15,31.6
1997-04-16,31.4
1997-04-17,30.6
1997-04-18,31.200001
1997-04-21,32.299999
1997-04-22,31.6
1997-04-23,31.6
1997-04-24,32.0
1997-04-25,31.1
1997-04-28,31.200001
1997-04-29,31.0
1997-04-30,32.0
1997-05-01,32.200001
1997-05-02,34.099998
1997-05-05,34.099998
1997-05-06,32.200001
1997-05-07,31.799999
1997-05-08,31.299999
1997-05-09,31.5
1997-05-12,32.0
1997-05-13,32.5
1997-05-14,32.0
1997-05-15,33.200001
1997-05-16,32.799999
1997-05-19,33.5
1997-05-20,34.5
1997-05-21,33.0
1997-05-22,32.299999
1997-05-23,31.5
1997-05-27,31.6
1997-05-28,30.799999
1997-05-29,30.799999
1997-05-30,31.0
1997-06-02,30.0
1997-06-03,31.200001
1997-06-04,31.799999
1997-06-05,31.200001
1997-06-06,31.6
1997-06-09,31.700001
1997-06-10,31.700001
1997-06-11,31.5
1997-06-12,32.099998
1997-06-13,33.5
1997-06-16,33.400002
1997-06-17,34.299999
1997-06-18,34.599998
1997-06-19,34.700001
1997-06-20,34.799999
1997-06-23,34.799999
1997-06-24,34.0
1997-06-25,34.375
1997-06-26,33.625
1997-06-27,34.3125
1997-06-30,34.75
1997-07-01,34.125
1997-07-02,33.9375
1997-07-03,34.4375
1997-07-07,33.8125
1997-07-08,34.875
1997-07-09,36.0625
1997-07-10,36.1875
1997-07-11,37.75
1997-07-14,37.9375
1997-07-15,37.875
1997-07-16,38.125
1997-07-17,38.25
1997-07-18,38.375
1997-07-21,38.0625
1997-07-22,38.5
1997-07-23,39.0625
1997-07-24,39.625
1997-07-25,40.5
1997-07-28,39.5625
1997-07-29,39.0
1997-07-30,39.5625
1997-07-31,40.25
1997-08-01,38.4375
1997-08-04,38.9375
1997-08-05,38.6875
1997-08-06,38.9375
1997-08-07,37.5
1997-08-08,37.4375
1997-08-11,36.75
1997-08-12,37.6875
1997-08-13,37.4375
1997-08-14,38.3125
1997-08-15,38.3125
1997-08-18,37.3125
1997-08-19,37.625
1997-08-20,38.0
1997-08-21,37.875
1997-08-22,37.125
1997-08-25,36.8125
1997-08-26,36.5
1997-08-27,36.3125
1997-08-28,36.875
1997-08-29,37.4375
1997-09-02,38.375
1997-09-03,39.6875
1997-09-04,40.375
1997-09-05,40.0
1997-09-08,40.875
1997-09-09,40.875
1997-09-10,40.5625
1997-09-11,40.4375
1997-09-12,41.1875
1997-09-15,40.375
1997-09-16,40.875
1997-09-17,40.9375
1997-09-18,40.6875
1997-09-19,40.1875
1997-09-22,40.3125
1997-09-23,41.0
1997-09-24,42.3125
1997-09-25,42.4375
1997-09-26,43.25
1997-09-29,42.6875
1997-09-30,41.875
1997-10-01,40.0
1997-10-02,40.75
1997-10-03,41.25
1997-10-06,41.1875
1997-10-07,39.75
1997-10-08,40.4375
1997-10-09,40.5625
1997-10-10,40.375
1997-10-13,40.0625
1997-10-14,39.875
1997-10-15,39.75
1997-10-16,39.8125
1997-10-17,39.1875
1997-10-20,38.8125
1997-10-21,39.25
1997-10-22,39.75
1997-10-23,39.1875
1997-10-24,38.8125
1997-10-27,35.0
1997-10-28,38.25
1997-10-29,38.5
1997-10-30,38.9375
1997-10-31,39.875
1997-11-03,40.25
1997-11-04,41.125
1997-11-05,45.4375
1997-11-06,48.0
1997-11-07,47.3125
1997-11-10,47.125
1997-11-11,46.5625
1997-11-12,45.875
1997-11-13,45.875
1997-11-14,46.0625
1997-11-17,47.8125
1997-11-18,49.375
1997-11-19,49.125
1997-11-20,48.875
1997-11-21,48.625
1997-11-24,48.625
1997-11-25,48.8125
1997-11-26,48.75
1997-11-28,48.625
1997-12-01,49.0
1997-12-02,49.125
1997-12-03,49.6875
1997-12-04,48.75
1997-12-05,49.375
1997-12-08,49.25
1997-12-09,48.1875
1997-12-10,49.0625
1997-12-11,48.8125
1997-12-12,48.75
1997-12-15,47.4375
1997-12-16,42.5
1997-12-17,44.5
1997-12-18,44.25
1997-12-19,43.0
1997-12-22,41.5
1997-12-23,40.0
1997-12-24,40.6875
1997-12-26,40.5625
1997-12-29,41.1875
1997-12-30,44.0
1997-12-31,43.9375
1998-01-02,43.625
1998-01-05,45.9375
1998-01-06,44.375
1998-01-07,45.0
1998-01-08,43.0
1998-01-09,40.0
1998-01-12,41.8125
1998-01-13,42.3125
1998-01-14,43.25
1998-01-15,42.625
1998-01-16,43.375
1998-01-20,42.8125
1998-01-21,42.375
1998-01-22,41.4375
1998-01-23,40.5
1998-01-26,40.125
1998-01-27,39.375
1998-01-28,38.625
1998-01-29,39.375
1998-01-30,41.125
1998-02-02,42.0625
1998-02-03,44.5
1998-02-04,39.875
1998-02-05,37.375
1998-02-06,37.5
1998-02-09,38.4375
1998-02-10,38.0625
1998-02-11,37.75
1998-02-12,38.0625
1998-02-13,38.125
1998-02-17,38.6875
1998-02-18,39.125
1998-02-19,38.5
1998-02-20,38.5
1998-02-23,38.125
1998-02-24,37.25
1998-02-25,38.375
1998-02-26,38.8125
1998-02-27,41.125
1998-03-02,40.75
1998-03-03,39.0
1998-03-04,38.625
1998-03-05,37.625
1998-03-06,37.875
1998-03-09,38.125
1998-03-10,38.5625
1998-03-11,40.3125
1998-03-12,41.625
1998-03-13,42.6875
1998-03-16,45.5625
1998-03-17,45.875
1998-03-18,45.375
1998-03-19,45.0625
1998-03-20,45.0625
1998-03-23,44.0625
1998-03-24,43.25
1998-03-25,43.875
1998-03-26,44.5625
1998-03-27,44.0
1998-03-30,43.4375
1998-03-31,42.9375
1998-04-01,43.9375
1998-04-02,43.875
1998-04-03,43.8125
1998-04-06,42.8125
1998-04-07,42.6875
1998-04-08,42.4375
1998-04-09,43.125
1998-04-13,43.1875
1998-04-14,43.8125
1998-04-15,43.0
1998-04-16,42.125
1998-04-17,42.25
1998-04-20,41.875
1998-04-21,42.625
1998-04-22,43.0625
1998-04-23,43.0
1998-04-24,42.3125
1998-04-27,41.75
1998-04-28,41.0
1998-04-29,40.5
1998-04-30,40.0
1998-05-01,39.5
1998-05-04,39.875
1998-05-05,40.5
1998-05-06,40.625
1998-05-07,40.0
1998-05-08,40.0625
1998-05-11,39.875
1998-05-12,40.1875
1998-05-13,39.75
1998-05-14,40.0
1998-05-15,40.375
1998-05-18,40.125
1998-05-19,40.3125
1998-05-20,41.6875
1998-05-21,40.6875
1998-05-22,39.6875
1998-05-26,39.5
1998-05-27,39.25
1998-05-28,38.5625
1998-05-29,38.1875
1998-06-01,37.9375
1998-06-02,37.0625
1998-06-03,35.75
1998-06-04,34.75
1998-06-05,36.5
1998-06-08,35.3125
1998-06-09,35.75
1998-06-10,36.3125
1998-06-11,35.75
1998-06-12,36.0
1998-06-15,35.25
1998-06-16,35.25
1998-06-17,35.75
1998-06-18,36.3125
1998-06-19,35.5
1998-06-22,37.1875
1998-06-23,38.5
1998-06-24,38.5625
1998-06-25,37.75
1998-06-26,37.625
1998-06-29,37.375
1998-06-30,36.25
1998-07-01,35.5
1998-07-02,36.4375
1998-07-06,36.8125
1998-07-07,36.125
1998-07-08,36.75
1998-07-09,36.25
1998-07-10,36.0625
1998-07-13,35.8125
1998-07-14,35.875
1998-07-15,35.3125
1998-07-16,34.6875
1998-07-17,35.4375
1998-07-20,36.0
1998-07-21,35.9375
1998-07-22,35.375
1998-07-23,34.375
1998-07-24,33.3125
1998-07-27,33.375
1998-07-28,32.0
1998-07-29,31.5625
1998-07-30,33.8125
1998-07-31,33.75
1998-08-03,32.8125
1998-08-04,31.4375
1998-08-05,30.0
1998-08-06,31.9375
1998-08-07,34.4375
1998-08-10,34.75
1998-08-11,34.625
1998-08-12,34.5
1998-08-13,33.875
1998-08-14,33.5625
1998-08-17,33.1875
1998-08-18,34.0
1998-08-19,37.3125
1998-08-20,38.1875
1998-08-21,36.9375
1998-08-24,37.0
1998-08-25,37.375
1998-08-26,36.3125
1998-08-27,35.0
1998-08-28,34.375
1998-08-31,31.5
1998-09-01,30.8125
1998-09-02,31.125
1998-09-03,29.625
1998-09-04,29.6875
1998-09-08,32.5
1998-09-09,33.0625
1998-09-10,32.3125
1998-09-11,32.5625
1998-09-14,31.5
1998-09-15,31.875
1998-09-16,28.6875
1998-09-17,26.375
1998-09-18,26.25
1998-09-21,25.3125
1998-09-22,25.0
1998-09-23,25.625
1998-09-24,24.25
1998-09-25,22.6875
1998-09-28,22.375
1998-09-29,20.5
1998-09-30,19.625
1998-10-01,18.5
1998-10-02,20.0625
1998-10-05,21.875
1998-10-06,23.1875
1998-10-07,21.9375
1998-10-08,17.5625
1998-10-09,17.9375
1998-10-12,16.4375
1998-10-13,16.4375
1998-10-14,16.625
1998-10-15,19.875
1998-10-16,21.0
1998-10-19,21.8125
1998-10-20,21.875
1998-10-21,21.6875
1998-10-22,22.0
1998-10-23,20.8125
1998-10-26,17.625
1998-10-27,15.75
1998-10-28,16.625
1998-10-29,16.875
1998-10-30,16.0
1998-11-02,18.3125
1998-11-03,17.375
1998-11-04,17.5
1998-11-05,18.75
1998-11-06,19.9375
1998-11-09,21.0625
1998-11-10,21.875
1998-11-11,20.625
1998-11-12,21.5625
1998-11-13,21.125
1998-11-16,21.25
1998-11-17,20.75
1998-11-18,20.8125
1998-11-19,20.125
1998-11-20,20.625
1998-11-23,20.5
1998-11-24,20.1875
1998-11-25,21.1875
1998-11-27,21.5
1998-11-30,21.5
1998-12-01,21.0625
1998-12-02,20.625
1998-12-03,21.0
1998-12-04,20.6875
1998-12-07,21.875
1998-12-08,21.6875
1998-12-09,21.6875
1998-12-10,20.6875
1998-12-11,21.8125
1998-12-14,20.875
1998-12-15,20.8125
1998-12-16,20.8125
1998-12-17,20.625
1998-12-18,20.0625
1998-12-21,19.75
1998-12-22,18.9375
1998-12-23,20.3125
1998-12-24,20.3125
1998-12-28,20.625
1998-12-29,21.25
1998-12-30,20.5
1998-12-31,20.1875
1999-01-04,21.0625
1999-01-05,22.0
1999-01-06,23.625
1999-01-07,22.8125
1999-01-08,22.625
1999-01-11,22.0
1999-01-12,21.3125
1999-01-13,21.4375
1999-01-14,20.75
1999-01-15,20.875
1999-01-19,20.4375
1999-01-20,20.125
1999-01-21,19.875
1999-01-22,19.5625
1999-01-25,18.5
1999-01-26,18.9375
1999-01-27,18.5625
1999-01-28,18.4375
1999-01-29,16.6875
1999-02-01,17.5625
1999-02-02,17.75
1999-02-03,18.375
1999-02-04,18.125
1999-02-05,18.5
1999-02-08,17.9375
1999-02-09,17.875
1999-02-10,17.875
1999-02-11,18.4375
1999-02-12,17.8125
1999-02-16,18.5625
1999-02-17,20.0
1999-02-18,20.6875
1999-02-19,20.75
1999-02-22,22.9375
1999-02-23,22.5
1999-02-24,22.5
1999-02-25,23.25
1999-02-26,25.1875
1999-03-01,25.0625
1999-03-02,26.875
1999-03-03,25.875
1999-03-04,25.875
1999-03-05,25.875
1999-03-08,25.0
1999-03-09,25.0625
1999-03-10,26.25
1999-03-11,26.75
1999-03-12,26.3125
1999-03-15,26.25
1999-03-16,25.5625
1999-03-17,26.0
1999-03-18,26.4375
1999-03-19,25.75
1999-03-22,26.0
1999-03-23,25.75
1999-03-24,25.375
1999-03-25,26.75
1999-03-26,29.0
1999-03-29,31.0
1999-03-30,30.875
1999-03-31,30.3125
1999-04-01,30.3125
1999-04-05,33.1875
1999-04-06,32.8125
1999-04-07,33.875
1999-04-08,33.5
1999-04-09,33.125
1999-04-12,33.6875
1999-04-13,33.75
1999-04-14,33.4375
1999-04-15,31.9375
1999-04-16,32.0
1999-04-19,32.0
1999-04-20,32.125
1999-04-21,31.8125
1999-04-22,32.0625
1999-04-23,32.4375
1999-04-26,32.5
1999-04-27,34.0625
1999-04-28,33.5
1999-04-29,33.0
1999-04-30,34.375
1999-05-03,37.0625
1999-05-04,36.125
1999-05-05,35.0
1999-05-06,35.3125
1999-05-07,35.25
1999-05-10,35.25
1999-05-11,35.6875
1999-05-12,35.5625
1999-05-13,35.75
1999-05-14,35.4375
1999-05-17,35.9375
1999-05-18,35.8125
1999-05-19,37.125
1999-05-20,37.8125
1999-05-21,37.0
1999-05-24,35.0
1999-05-25,33.5
1999-05-26,34.4375
1999-05-27,33.4375
1999-05-28,34.375
1999-06-01,34.9375
1999-06-02,35.625
1999-06-03,37.0
1999-06-04,37.1875
1999-06-07,37.0
1999-06-08,37.4375
1999-06-09,37.875
1999-06-10,36.5
1999-06-11,35.0
1999-06-14,34.75
1999-06-15,33.5625
1999-06-16,32.5
1999-06-17,32.3125
1999-06-18,32.1875
1999-06-21,32.25
1999-06-22,31.3125
1999-06-23,28.6875
1999-06-24,29.8125
1999-06-25,29.0
1999-06-28,27.1875
1999-06-29,27.3125
1999-06-30,27.0
1999-07-01,25.5
1999-07-02,24.6875
1999-07-06,24.0
1999-07-07,23.375
1999-07-08,16.5
1999-07-09,15.75
1999-07-12,16.875
1999-07-13,16.625
1999-07-14,16.4375
1999-07-15,16.5
1999-07-16,16.6875
1999-07-19,16.3125
1999-07-20,15.6875
1999-07-21,16.125
1999-07-22,16.0
1999-07-23,15.625
1999-07-26,15.25
1999-07-27,15.5
1999-07-28,15.9375
1999-07-29,15.875
1999-07-30,15.625
1999-08-02,15.625
1999-08-03,15.8125
1999-08-04,15.6875
1999-08-05,15.625
1999-08-06,15.9375
1999-08-09,16.25
1999-08-10,16.0
1999-08-11,16.25
1999-08-12,16.4375
1999-08-13,16.9375
1999-08-16,17.6875
1999-08-17,18.0625
1999-08-18,17.6875
1999-08-19,17.375
1999-08-20,17.5
1999-08-23,17.625
1999-08-24,17.5625
1999-08-25,18.0
1999-08-26,17.5
1999-08-27,17.0625
1999-08-30,16.4375
1999-08-31,16.125
1999-09-01,16.4375
1999-09-02,16.125
1999-09-03,16.3125
1999-09-07,16.9375
1999-09-08,17.0
1999-09-09,17.6875
1999-09-10,19.0
1999-09-13,18.6875
1999-09-14,18.9375
1999-09-15,19.0625
1999-09-16,18.0625
1999-09-17,19.375
1999-09-20,19.4375
1999-09-21,19.0
1999-09-22,19.9375
1999-09-23,18.9375
1999-09-24,19.375
1999-09-27,19.8125
1999-09-28,20.25
1999-09-29,22.875
1999-09-30,22.0625
1999-10-01,21.75
1999-10-04,21.75
1999-10-05,20.875
1999-10-06,20.375
1999-10-07,20.1875
1999-10-08,21.25
1999-10-11,21.125
1999-10-12,20.25
1999-10-13,20.0625
1999-10-14,20.0625
1999-10-15,18.1875
1999-10-18,18.25
1999-10-19,18.8125
1999-10-20,18.8125
1999-10-21,19.1875
1999-10-22,18.8125
1999-10-25,18.375
1999-10-26,17.0
1999-10-27,17.5
1999-10-28,16.6875
1999-10-29,18.3125
1999-11-01,17.25
1999-11-02,17.9375
1999-11-03,18.125
1999-11-04,18.4375
1999-11-05,18.125
1999-11-08,18.875
1999-11-09,18.5
1999-11-10,18.875
1999-11-11,18.9375
1999-11-12,19.375
1999-11-15,20.5625
1999-11-16,20.125
1999-11-17,20.25
1999-11-18,21.4375
1999-11-19,20.375
1999-11-22,19.6875
1999-11-23,18.9375
1999-11-24,18.875
1999-11-26,20.0625
1999-11-29,16.5
1999-11-30,15.75
1999-12-01,15.875
1999-12-02,16.375
1999-12-03,17.0
1999-12-06,16.0625
1999-12-07,16.625
1999-12-08,16.25
1999-12-09,16.125
1999-12-10,16.4375
1999-12-13,15.5625
1999-12-14,15.3125
1999-12-15,15.875
1999-12-16,14.8125
1999-12-17,15.0
1999-12-20,14.75
1999-12-21,13.9375
1999-12-22,14.0625
1999-12-23,14.25
1999-12-27,16.0
1999-12-28,15.5625
1999-12-29,15.625
1999-12-30,15.6875
1999-12-31,16.25
2000-01-03,15.375
2000-01-04,15.0625
2000-01-05,15.0625
2000-01-06,15.0
2000-01-07,14.625
2000-01-10,15.0625
2000-01-11,15.4375
2000-01-12,15.375
2000-01-13,15.375
2000-01-14,14.875
2000-01-18,14.6875
2000-01-19,14.5625
2000-01-20,14.8125
2000-01-21,14.6875
2000-01-24,14.75
2000-01-25,14.75
2000-01-26,13.9375
2000-01-27,15.0
2000-01-28,13.875
2000-01-31,14.25
2000-02-01,14.5
2000-02-02,14.8125
2000-02-03,14.75
2000-02-04,14.375
2000-02-07,14.1875
2000-02-08,14.25
2000-02-09,13.625
2000-02-10,13.625
2000-02-11,13.25
2000-02-14,13.0
2000-02-15,13.625
2000-02-16,13.1875
2000-02-17,13.0625
2000-02-18,12.5625
2000-02-22,12.5625
2000-02-23,12.5
2000-02-24,12.0625
2000-02-25,11.5625
2000-02-28,11.6875
2000-02-29,11.25
2000-03-01,11.9375
2000-03-02,11.75
2000-03-03,11.75
2000-03-06,11.625
2000-03-07,11.5625
2000-03-08,11.4375
2000-03-09,11.375
2000-03-10,11.375
2000-03-13,11.3125
2000-03-14,12.25
2000-03-15,12.375
2000-03-16,14.25
2000-03-17,13.875
2000-03-20,13.6875
2000-03-21,13.75
2000-03-22,13.625
2000-03-23,13.75
2000-03-24,13.8125
2000-03-27,13.125
2000-03-28,12.25
2000-03-29,12.4375
2000-03-30,12.0625
2000-03-31,11.375
2000-04-03,11.875
2000-04-04,11.375
2000-04-05,12.0625
2000-04-06,12.0
2000-04-07,12.0625
2000-04-10,12.125
2000-04-11,12.3125
2000-04-12,12.375
2000-04-13,11.6875
2000-04-14,11.3125
2000-04-17,11.375
2000-04-18,12.1875
2000-04-19,12.4375
2000-04-20,12.125
2000-04-24,12.5
2000-04-25,12.4375
2000-04-26,12.375
2000-04-27,12.4375
2000-04-28,12.4375
