Date,BIG
1986-10-08,9.92
1986-10-09,9.92
1986-10-10,10.16
1986-10-13,10.24
1986-10-14,10.56
1986-10-15,10.4
1986-10-16,10.88
1986-10-17,10.56
1986-10-20,10.32
1986-10-21,10.08
1986-10-22,9.76
1986-10-23,9.84
1986-10-24,9.68
1986-10-27,9.52
1986-10-28,9.68
1986-10-29,9.76
1986-10-30,10.0
1986-10-31,10.0
1986-11-03,10.0
1986-11-04,10.32
1986-11-05,10.16
1986-11-06,10.08
1986-11-07,10.16
1986-11-10,10.4
1986-11-11,10.08
1986-11-12,10.16
1986-11-13,9.84
1986-11-14,9.6
1986-11-17,9.76
1986-11-18,9.2
1986-11-19,9.28
1986-11-20,8.96
1986-11-21,9.28
1986-11-24,9.92
1986-11-25,9.6
1986-11-26,9.76
1986-11-28,9.76
1986-12-01,9.36
1986-12-02,9.6
1986-12-03,10.0
1986-12-04,9.6
1986-12-05,9.6
1986-12-08,9.44
1986-12-09,9.6
1986-12-10,9.6
1986-12-11,9.2
1986-12-12,9.28
1986-12-15,8.56
1986-12-16,8.24
1986-12-17,8.0
1986-12-18,8.48
1986-12-19,8.56
1986-12-22,8.32
1986-12-23,8.16
1986-12-24,8.24
1986-12-26,8.08
1986-12-29,7.92
1986-12-30,7.84
1986-12-31,8.64
1987-01-02,9.28
1987-01-05,9.52
1987-01-06,9.28
1987-01-07,9.92
1987-01-08,10.4
1987-01-09,10.0
1987-01-12,9.76
1987-01-13,9.52
1987-01-14,9.84
1987-01-15,10.24
1987-01-16,10.32
1987-01-19,10.48
1987-01-20,11.2
1987-01-21,10.48
1987-01-22,11.28
1987-01-23,11.44
1987-01-26,10.88
1987-01-27,11.2
1987-01-28,10.96
1987-01-29,10.72
1987-01-30,10.72
1987-02-02,10.88
1987-02-03,10.96
1987-02-04,10.96
1987-02-05,10.88
1987-02-06,10.8
1987-02-09,10.8
1987-02-10,10.64
1987-02-11,10.32
1987-02-12,10.16
1987-02-13,10.16
1987-02-17,10.88
1987-02-18,10.72
1987-02-19,10.72
1987-02-20,10.72
1987-02-23,10.72
1987-02-24,10.64
1987-02-25,10.72
1987-02-26,10.32
1987-02-27,10.32
1987-03-02,10.4
1987-03-03,10.32
1987-03-04,10.4
1987-03-05,10.08
1987-03-06,9.6
1987-03-09,9.36
1987-03-10,9.04
1987-03-11,9.44
1987-03-12,10.0
1987-03-13,9.92
1987-03-16,9.84
1987-03-17,10.4
1987-03-18,9.92
1987-03-19,9.84
1987-03-20,9.52
1987-03-23,9.36
1987-03-24,9.52
1987-03-25,9.52
1987-03-26,9.6
1987-03-27,9.36
1987-03-30,9.12
1987-03-31,9.12
1987-04-01,9.6
1987-04-02,10.24
1987-04-03,10.08
1987-04-06,10.24
1987-04-07,10.24
1987-04-08,9.92
1987-04-09,10.24
1987-04-10,10.0
1987-04-13,9.52
1987-04-14,8.96
1987-04-15,8.64
1987-04-16,7.84
1987-04-20,7.68
1987-04-21,7.6
1987-04-22,7.04
1987-04-23,7.04
1987-04-24,7.12
1987-04-27,7.12
1987-04-28,7.28
1987-04-29,7.44
1987-04-30,7.04
1987-05-01,6.8
1987-05-04,6.24
1987-05-05,6.48
1987-05-06,6.4
1987-05-07,6.4
1987-05-08,6.48
1987-05-11,6.24
1987-05-12,6.32
1987-05-13,6.24
1987-05-14,6.08
1987-05-15,6.0
1987-05-18,6.32
1987-05-19,6.08
1987-05-20,5.84
1987-05-21,6.48
1987-05-22,6.56
1987-05-26,6.48
1987-05-27,6.56
1987-05-28,7.36
1987-05-29,7.44
1987-06-01,6.88
1987-06-02,6.96
1987-06-03,7.36
1987-06-04,7.44
1987-06-05,7.36
1987-06-08,7.28
1987-06-09,7.2
1987-06-10,7.04
1987-06-11,7.04
1987-06-12,6.96
1987-06-15,6.88
1987-06-16,6.64
1987-06-17,6.48
1987-06-18,6.56
1987-06-19,6.4
1987-06-22,6.32
1987-06-23,6.24
1987-06-24,6.16
1987-06-25,6.0
1987-06-26,5.84
1987-06-29,6.0
1987-06-30,6.4
1987-07-01,6.64
1987-07-02,6.64
1987-07-06,6.4
1987-07-07,6.32
1987-07-08,6.0
1987-07-09,6.08
1987-07-10,6.0
1987-07-13,5.76
1987-07-14,6.08
1987-07-15,6.08
1987-07-16,6.08
1987-07-17,6.16
1987-07-20,5.92
1987-07-21,5.84
1987-07-22,5.6
1987-07-23,5.12
1987-07-24,5.2
1987-07-27,5.12
1987-07-28,5.12
1987-07-29,5.04
1987-07-30,5.04
1987-07-31,4.88
1987-08-03,4.56
1987-08-04,4.48
1987-08-05,4.8
1987-08-06,4.88
1987-08-07,5.12
1987-08-10,5.44
1987-08-11,5.44
1987-08-12,5.2
1987-08-13,4.88
1987-08-14,4.88
1987-08-17,4.56
1987-08-18,4.48
1987-08-19,4.8
1987-08-20,4.96
1987-08-21,5.36
1987-08-24,4.56
1987-08-25,4.64
1987-08-26,4.64
1987-08-27,4.64
1987-08-28,4.48
1987-08-31,4.64
1987-09-01,4.56
1987-09-02,4.48
1987-09-03,4.4
1987-09-04,4.4
1987-09-08,4.24
1987-09-09,4.32
1987-09-10,4.4
1987-09-11,4.64
1987-09-14,4.48
1987-09-15,4.24
1987-09-16,4.16
1987-09-17,4.24
1987-09-18,4.08
1987-09-21,3.68
1987-09-22,3.36
1987-09-23,3.44
1987-09-24,3.52
1987-09-25,3.44
1987-09-28,3.52
1987-09-29,3.36
1987-09-30,3.44
1987-10-01,3.52
1987-10-02,3.68
1987-10-05,4.0
1987-10-06,3.84
1987-10-07,3.44
1987-10-08,3.52
1987-10-09,3.52
1987-10-12,3.36
1987-10-13,3.44
1987-10-14,3.44
1987-10-15,3.28
1987-10-16,3.2
1987-10-19,2.72
1987-10-20,2.48
1987-10-21,2.88
1987-10-22,2.72
1987-10-23,2.4
1987-10-26,1.92
1987-10-27,2.0
1987-10-28,1.84
1987-10-29,2.72
1987-10-30,2.64
1987-11-02,2.56
1987-11-03,2.32
1987-11-04,2.32
1987-11-05,2.64
1987-11-06,2.56
1987-11-09,2.48
1987-11-10,2.32
1987-11-11,2.4
1987-11-12,2.56
1987-11-13,2.48
1987-11-16,2.48
1987-11-17,2.4
1987-11-18,2.4
1987-11-19,2.4
1987-11-20,2.32
1987-11-23,2.24
1987-11-24,2.16
1987-11-25,2.08
1987-11-27,2.16
1987-11-30,2.08
1987-12-01,2.0
1987-12-02,1.92
1987-12-03,2.0
1987-12-04,1.92
1987-12-07,1.84
1987-12-08,1.84
1987-12-09,2.08
1987-12-10,2.08
1987-12-11,2.08
1987-12-14,2.24
1987-12-15,2.24
1987-12-16,2.4
1987-12-17,2.4
1987-12-18,2.56
1987-12-21,2.56
1987-12-22,2.64
1987-12-23,2.8
1987-12-24,2.72
1987-12-28,2.56
1987-12-29,2.56
1987-12-30,2.88
1987-12-31,3.2
1988-01-04,3.44
1988-01-05,3.36
1988-01-06,3.36
1988-01-07,3.52
1988-01-08,3.04
1988-01-11,3.04
1988-01-12,2.96
1988-01-13,2.88
1988-01-14,2.88
1988-01-15,3.04
1988-01-18,3.04
1988-01-19,3.04
1988-01-20,2.88
1988-01-21,2.8
1988-01-22,2.8
1988-01-25,2.96
1988-01-26,2.88
1988-01-27,2.96
1988-01-28,3.04
1988-01-29,3.04
1988-02-01,3.04
1988-02-02,2.88
1988-02-03,3.04
1988-02-04,2.96
1988-02-05,3.04
1988-02-08,3.12
1988-02-09,3.04
1988-02-10,3.04
1988-02-11,2.96
1988-02-12,2.96
1988-02-16,2.96
1988-02-17,2.96
1988-02-18,2.96
1988-02-19,2.96
1988-02-22,2.96
1988-02-23,2.8
1988-02-24,2.88
1988-02-25,2.8
1988-02-26,2.8
1988-02-29,3.28
1988-03-01,3.12
1988-03-02,3.12
1988-03-03,2.88
1988-03-04,2.8
1988-03-07,2.96
1988-03-08,2.88
1988-03-09,2.88
1988-03-10,2.88
1988-03-11,2.88
1988-03-14,2.8
1988-03-15,3.04
1988-03-16,2.88
1988-03-17,3.12
1988-03-18,3.12
1988-03-21,2.88
1988-03-22,2.88
1988-03-23,2.96
1988-03-24,2.88
1988-03-25,2.8
1988-03-28,2.96
1988-03-29,3.04
1988-03-30,3.12
1988-03-31,3.04
1988-04-04,2.96
1988-04-05,3.04
1988-04-06,3.2
1988-04-07,2.96
1988-04-08,3.12
1988-04-11,3.04
1988-04-12,3.12
1988-04-13,3.04
1988-04-14,2.8
1988-04-15,2.8
1988-04-18,2.72
1988-04-19,2.8
1988-04-20,2.8
1988-04-21,2.88
1988-04-22,2.96
1988-04-25,2.88
1988-04-26,2.88
1988-04-27,2.88
1988-04-28,2.96
1988-04-29,3.04
1988-05-02,2.96
1988-05-03,2.96
1988-05-04,2.88
1988-05-05,2.96
1988-05-06,2.96
1988-05-09,2.88
1988-05-10,2.8
1988-05-11,2.72
1988-05-12,2.64
1988-05-13,2.64
1988-05-16,2.8
1988-05-17,2.72
1988-05-18,2.72
1988-05-19,2.64
1988-05-20,2.56
1988-05-23,2.56
1988-05-24,2.64
1988-05-25,2.64
1988-05-26,2.56
1988-05-27,2.72
1988-05-31,2.72
1988-06-01,2.72
1988-06-02,2.72
1988-06-03,2.72
1988-06-06,2.88
1988-06-07,2.8
1988-06-08,3.04
1988-06-09,2.96
1988-06-10,2.96
1988-06-13,2.96
1988-06-14,2.88
1988-06-15,2.96
1988-06-16,2.88
1988-06-17,3.04
1988-06-20,3.04
1988-06-21,2.96
1988-06-22,2.96
1988-06-23,3.36
1988-06-24,3.2
1988-06-27,3.28
1988-06-28,3.28
1988-06-29,3.28
1988-06-30,3.28
1988-07-01,3.44
1988-07-05,3.52
1988-07-06,3.36
1988-07-07,3.44
1988-07-08,3.6
1988-07-11,3.68
1988-07-12,3.68
1988-07-13,3.52
1988-07-14,3.6
1988-07-15,3.76
1988-07-18,3.6
1988-07-19,3.68
1988-07-20,3.52
1988-07-21,3.52
1988-07-22,3.28
1988-07-25,3.52
1988-07-26,3.52
1988-07-27,3.52
1988-07-28,3.6
1988-07-29,3.76
1988-08-01,3.84
1988-08-02,3.84
1988-08-03,3.76
1988-08-04,3.68
1988-08-05,3.84
1988-08-08,3.68
1988-08-09,3.6
1988-08-10,3.44
1988-08-11,3.52
1988-08-12,3.44
1988-08-15,3.36
1988-08-16,3.52
1988-08-17,3.44
1988-08-18,3.6
1988-08-19,3.68
1988-08-22,3.52
1988-08-23,3.6
1988-08-24,3.6
1988-08-25,3.52
1988-08-26,3.68
1988-08-29,3.68
1988-08-30,3.76
1988-08-31,3.68
1988-09-01,3.6
1988-09-02,3.6
1988-09-06,3.76
1988-09-07,3.6
1988-09-08,3.68
1988-09-09,4.0
1988-09-12,3.92
1988-09-13,4.08
1988-09-14,4.0
1988-09-15,4.0
1988-09-16,3.92
1988-09-19,3.84
1988-09-20,3.84
1988-09-21,3.84
1988-09-22,3.76
1988-09-23,3.92
1988-09-26,3.92
1988-09-27,3.92
1988-09-28,4.16
1988-09-29,4.08
1988-09-30,4.0
1988-10-03,4.08
1988-10-04,4.08
1988-10-05,4.08
1988-10-06,4.0
1988-10-07,4.24
1988-10-10,4.4
1988-10-11,4.32
1988-10-12,4.32
1988-10-13,4.24
1988-10-14,4.32
1988-10-17,4.24
1988-10-18,4.16
1988-10-19,4.16
1988-10-20,4.0
1988-10-21,4.0
1988-10-24,4.0
1988-10-25,4.0
1988-10-26,4.08
1988-10-27,3.84
1988-10-28,3.92
1988-10-31,4.0
1988-11-01,3.84
1988-11-02,3.68
1988-11-03,3.68
1988-11-04,3.6
1988-11-07,3.52
1988-11-08,3.6
1988-11-09,3.68
1988-11-10,4.0
1988-11-11,4.0
1988-11-14,3.92
1988-11-15,3.84
1988-11-16,3.68
1988-11-17,3.76
1988-11-18,3.84
1988-11-21,3.92
1988-11-22,3.84
1988-11-23,3.68
1988-11-25,3.68
1988-11-28,3.68
1988-11-29,3.68
1988-11-30,3.6
1988-12-01,3.52
1988-12-02,3.44
1988-12-05,3.6
1988-12-06,3.52
1988-12-07,3.36
1988-12-08,3.44
1988-12-09,3.44
1988-12-12,3.44
1988-12-13,3.44
1988-12-14,3.52
1988-12-15,3.52
1988-12-16,3.44
1988-12-19,3.68
1988-12-20,3.6
1988-12-21,3.6
1988-12-22,3.68
1988-12-23,3.6
1988-12-27,3.52
1988-12-28,3.68
1988-12-29,4.0
1988-12-30,4.16
1989-01-03,4.08
1989-01-04,4.24
1989-01-05,4.24
1989-01-06,4.16
1989-01-09,4.16
1989-01-10,4.32
1989-01-11,4.32
1989-01-12,4.32
1989-01-13,4.4
1989-01-16,4.32
1989-01-17,4.24
1989-01-18,4.16
1989-01-19,4.16
1989-01-20,4.24
1989-01-23,4.08
1989-01-24,3.92
1989-01-25,4.32
1989-01-26,4.24
1989-01-27,4.4
1989-01-30,4.8
1989-01-31,4.72
1989-02-01,4.64
1989-02-02,4.72
1989-02-03,4.96
1989-02-06,4.8
1989-02-07,4.8
1989-02-08,4.8
1989-02-09,4.8
1989-02-10,4.64
1989-02-13,4.88
1989-02-14,4.88
1989-02-15,4.96
1989-02-16,5.12
1989-02-17,5.2
1989-02-21,4.96
1989-02-22,5.04
1989-02-23,5.04
1989-02-24,4.96
1989-02-27,4.96
1989-02-28,5.04
1989-03-01,4.88
1989-03-02,4.96
1989-03-03,4.96
1989-03-06,5.04
1989-03-07,5.12
1989-03-08,5.28
1989-03-09,5.04
1989-03-10,4.88
1989-03-13,5.04
1989-03-14,4.96
1989-03-15,4.96
1989-03-16,5.04
1989-03-17,4.96
1989-03-20,4.96
1989-03-21,4.88
1989-03-22,4.8
1989-03-23,4.8
1989-03-27,4.8
1989-03-28,5.04
1989-03-29,4.96
1989-03-30,4.96
1989-03-31,4.96
1989-04-03,4.96
1989-04-04,4.88
1989-04-05,4.88
1989-04-06,4.88
1989-04-07,4.88
1989-04-10,4.72
1989-04-11,4.72
1989-04-12,4.8
1989-04-13,4.88
1989-04-14,4.96
1989-04-17,4.88
1989-04-18,4.72
1989-04-19,4.64
1989-04-20,4.56
1989-04-21,4.48
1989-04-24,4.32
1989-04-25,4.16
1989-04-26,4.32
1989-04-27,4.4
1989-04-28,4.48
1989-05-01,4.48
1989-05-02,4.4
1989-05-03,4.32
1989-05-04,4.4
1989-05-05,4.32
1989-05-08,4.24
1989-05-09,4.32
1989-05-10,4.8
1989-05-11,4.64
1989-05-12,4.56
1989-05-15,4.64
1989-05-16,4.72
1989-05-17,4.64
1989-05-18,4.56
1989-05-19,4.72
1989-05-22,4.56
1989-05-23,4.4
1989-05-24,4.4
1989-05-25,4.48
1989-05-26,4.4
1989-05-30,4.4
1989-05-31,4.48
1989-06-01,4.32
1989-06-02,4.56
1989-06-05,4.4
1989-06-06,4.56
1989-06-07,4.48
1989-06-08,4.48
1989-06-09,4.48
1989-06-12,4.48
1989-06-13,4.4
1989-06-14,4.64
1989-06-15,4.88
1989-06-16,4.88
1989-06-19,4.72
1989-06-20,4.56
1989-06-21,4.4
1989-06-22,4.48
1989-06-23,4.48
1989-06-26,4.48
1989-06-27,4.72
1989-06-28,4.8
1989-06-29,4.88
1989-06-30,4.72
1989-07-03,4.8
1989-07-05,4.88
1989-07-06,4.72
1989-07-07,4.64
1989-07-10,4.56
1989-07-11,4.64
1989-07-12,4.64
1989-07-13,4.4
1989-07-14,4.4
1989-07-17,4.32
1989-07-18,4.32
1989-07-19,4.48
1989-07-20,4.4
1989-07-21,4.32
1989-07-24,4.4
1989-07-25,4.32
1989-07-26,4.24
1989-07-27,4.24
1989-07-28,4.24
1989-07-31,4.32
1989-08-01,4.32
1989-08-02,4.4
1989-08-03,4.24
1989-08-04,4.48
1989-08-07,4.48
1989-08-08,4.4
1989-08-09,4.32
1989-08-10,4.24
1989-08-11,4.08
1989-08-14,3.92
1989-08-15,3.92
1989-08-16,3.76
1989-08-17,3.68
1989-08-18,3.6
1989-08-21,3.68
1989-08-22,3.68
1989-08-23,3.76
1989-08-24,3.92
1989-08-25,4.0
1989-08-28,3.84
1989-08-29,3.84
1989-08-30,3.84
1989-08-31,3.84
1989-09-01,3.92
1989-09-05,3.68
1989-09-06,3.68
1989-09-07,3.76
1989-09-08,3.76
1989-09-11,3.76
1989-09-12,3.76
1989-09-13,3.84
1989-09-14,3.76
1989-09-15,3.68
1989-09-18,3.44
1989-09-19,3.36
1989-09-20,3.44
1989-09-21,3.6
1989-09-22,3.52
1989-09-25,3.36
1989-09-26,3.36
1989-09-27,3.36
1989-09-28,3.28
1989-09-29,3.36
1989-10-02,3.2
1989-10-03,3.12
1989-10-04,3.2
1989-10-05,3.04
1989-10-06,3.12
1989-10-09,3.12
1989-10-10,3.2
1989-10-11,3.28
1989-10-12,3.28
1989-10-13,2.96
1989-10-16,2.96
1989-10-17,2.96
1989-10-18,3.04
1989-10-19,3.12
1989-10-20,3.12
1989-10-23,3.12
1989-10-24,2.96
1989-10-25,3.04
1989-10-26,2.88
1989-10-27,2.56
1989-10-30,2.56
1989-10-31,2.64
1989-11-01,2.56
1989-11-02,2.56
1989-11-03,2.56
1989-11-06,2.4
1989-11-07,2.48
1989-11-08,2.56
1989-11-09,2.56
1989-11-10,2.56
1989-11-13,2.48
1989-11-14,2.4
1989-11-15,2.32
1989-11-16,2.48
1989-11-17,2.48
1989-11-20,2.48
1989-11-21,2.4
1989-11-22,2.4
1989-11-24,2.8
1989-11-27,2.64
1989-11-28,2.8
1989-11-29,2.56
1989-11-30,2.56
1989-12-01,2.56
1989-12-04,2.48
1989-12-05,2.4
1989-12-06,2.32
1989-12-07,2.48
1989-12-08,2.48
1989-12-11,2.64
1989-12-12,2.48
1989-12-13,2.56
1989-12-14,2.64
1989-12-15,2.56
1989-12-18,2.48
1989-12-19,2.4
1989-12-20,2.32
1989-12-21,2.56
1989-12-22,2.48
1989-12-26,2.4
1989-12-27,2.48
1989-12-28,2.4
1989-12-29,2.48
1990-01-02,2.32
1990-01-03,2.24
1990-01-04,2.24
1990-01-05,2.32
1990-01-08,2.4
1990-01-09,2.4
1990-01-10,2.4
1990-01-11,2.08
1990-01-12,2.08
1990-01-15,2.08
1990-01-16,1.92
1990-01-17,1.92
1990-01-18,1.84
1990-01-19,1.76
1990-01-22,1.76
1990-01-23,1.76
1990-01-24,1.6
1990-01-25,1.68
1990-01-26,1.52
1990-01-29,1.44
1990-01-30,1.36
1990-01-31,1.36
1990-02-01,1.28
1990-02-02,1.52
1990-02-05,1.6
1990-02-06,1.52
1990-02-07,1.52
1990-02-08,1.52
1990-02-09,1.52
1990-02-12,1.52
1990-02-13,1.52
1990-02-14,1.52
1990-02-15,1.52
1990-02-16,1.36
1990-02-20,1.36
1990-02-21,1.28
1990-02-22,1.36
1990-02-23,1.2
1990-02-26,1.28
1990-02-27,1.36
1990-02-28,1.44
1990-03-01,1.52
1990-03-02,1.76
1990-03-05,1.76
1990-03-06,1.76
1990-03-07,1.76
1990-03-08,1.84
1990-03-09,1.76
1990-03-12,1.76
1990-03-13,1.68
1990-03-14,2.0
1990-03-15,1.92
1990-03-16,1.84
1990-03-19,1.68
1990-03-20,1.6
1990-03-21,1.6
1990-03-22,1.76
1990-03-23,1.84
1990-03-26,1.76
1990-03-27,1.68
1990-03-28,1.68
1990-03-29,1.68
1990-03-30,1.68
1990-04-02,1.6
1990-04-03,1.6
1990-04-04,1.6
1990-04-05,1.6
1990-04-06,1.6
1990-04-09,1.52
1990-04-10,1.52
1990-04-11,1.68
1990-04-12,1.68
1990-04-16,1.68
1990-04-17,1.68
1990-04-18,1.6
1990-04-19,1.6
1990-04-20,1.68
1990-04-23,1.68
1990-04-24,1.68
1990-04-25,1.6
1990-04-26,1.68
1990-04-27,1.6
1990-04-30,1.76
1990-05-01,1.76
1990-05-02,1.68
1990-05-03,1.92
1990-05-04,2.16
1990-05-07,2.24
1990-05-08,2.16
1990-05-09,2.08
1990-05-10,2.08
1990-05-11,2.08
1990-05-14,2.16
1990-05-15,2.08
1990-05-16,2.08
1990-05-17,2.16
1990-05-18,2.16
1990-05-21,2.16
1990-05-22,2.32
1990-05-23,2.32
1990-05-24,2.4
1990-05-25,2.4
1990-05-29,2.56
1990-05-30,2.64
1990-05-31,2.64
1990-06-01,2.64
1990-06-04,2.56
1990-06-05,2.72
1990-06-06,2.8
1990-06-07,3.12
1990-06-08,2.88
1990-06-11,2.88
1990-06-12,2.96
1990-06-13,2.88
1990-06-14,2.96
1990-06-15,2.96
1990-06-18,3.04
1990-06-19,3.12
1990-06-20,3.12
1990-06-21,3.04
1990-06-22,3.04
1990-06-25,3.12
1990-06-26,3.04
1990-06-27,3.28
1990-06-28,3.36
1990-06-29,3.36
