Date,MYRG
2009-01-30,14.4
2009-02-02,14.42
2009-02-03,14.6
2009-02-04,14.8
2009-02-05,14.64
2009-02-06,14.51
2009-02-09,14.24
2009-02-10,14.01
2009-02-11,13.88
2009-02-12,13.52
2009-02-13,13.5
2009-02-17,13.52
2009-02-18,13.46
2009-02-19,13.44
2009-02-20,13.4
2009-02-23,12.84
2009-02-24,14.03
2009-02-25,13.89
2009-02-26,13.49
2009-02-27,13.37
2009-03-02,13.08
2009-03-03,12.9
2009-03-04,13.25
2009-03-05,13.34
2009-03-06,13.15
2009-03-09,13.96
2009-03-10,14.38
2009-03-11,13.81
2009-03-12,13.97
2009-03-13,13.38
2009-03-16,13.95
2009-03-17,14.38
2009-03-18,14.79
2009-03-19,15.13
2009-03-20,14.6
2009-03-23,15.1
2009-03-24,14.83
2009-03-25,15.1
2009-03-26,15.53
2009-03-27,15.4
2009-03-30,14.47
2009-03-31,15.25
2009-04-01,14.91
2009-04-02,14.74
2009-04-03,14.3
2009-04-06,13.96
2009-04-07,14.02
2009-04-08,14.16
2009-04-09,14.84
2009-04-13,14.22
2009-04-14,14.32
2009-04-15,14.43
2009-04-16,14.62
2009-04-17,14.76
2009-04-20,14.58
2009-04-21,14.2
2009-04-22,14.23
2009-04-23,14.05
2009-04-24,14.95
2009-04-27,14.58
2009-04-28,14.76
2009-04-29,15.03
2009-04-30,14.91
2009-05-01,14.92
2009-05-04,15.06
2009-05-05,16.219998999999998
2009-05-06,16.08
2009-05-07,15.95
2009-05-08,15.86
2009-05-11,16.049999
2009-05-12,15.98
2009-05-13,15.17
2009-05-14,15.19
2009-05-15,16.049999
2009-05-18,17.299999
2009-05-19,17.59
2009-05-20,18.82
2009-05-21,18.76
2009-05-22,18.700001
2009-05-26,17.799999
2009-05-27,17.969998999999998
2009-05-28,18.0
2009-05-29,19.1
2009-06-01,20.120001000000002
2009-06-02,20.440001000000002
2009-06-03,19.9
2009-06-04,21.139999
2009-06-05,21.959999
2009-06-08,21.120001000000002
2009-06-09,21.0
2009-06-10,22.780001000000002
2009-06-11,21.360001
2009-06-12,20.92
2009-06-15,21.299999
2009-06-16,21.280001000000002
2009-06-17,21.25
2009-06-18,21.58
2009-06-19,21.889999
2009-06-22,19.65
2009-06-23,18.690001000000002
2009-06-24,20.059998999999998
2009-06-25,20.51
2009-06-26,21.290001
2009-06-29,21.02
2009-06-30,20.219998999999998
2009-07-01,20.35
2009-07-02,19.200001
2009-07-06,19.280001000000002
2009-07-07,18.809998999999998
2009-07-08,17.370001000000002
2009-07-09,17.030001000000002
2009-07-10,17.85
2009-07-13,18.25
2009-07-14,18.200001
2009-07-15,19.17
2009-07-16,20.1
2009-07-17,19.76
2009-07-20,19.66
2009-07-21,19.34
2009-07-22,19.610001
2009-07-23,20.040001
2009-07-24,19.790001
2009-07-27,18.77
2009-07-28,18.549999
2009-07-29,17.969998999999998
2009-07-30,18.07
2009-07-31,18.02
2009-08-03,19.280001000000002
2009-08-04,19.65
2009-08-05,19.309998999999998
2009-08-06,19.17
2009-08-07,19.49
2009-08-10,20.57
2009-08-11,22.790001
2009-08-12,22.049999
2009-08-13,22.879998999999998
2009-08-14,21.459999
2009-08-17,20.85
2009-08-18,20.43
2009-08-19,21.26
2009-08-20,21.35
2009-08-21,20.84
2009-08-24,21.129998999999998
2009-08-25,21.08
2009-08-26,20.690001000000002
2009-08-27,20.290001
2009-08-28,20.1
2009-08-31,20.5
2009-09-01,20.25
2009-09-02,20.18
2009-09-03,20.5
2009-09-04,20.540001
2009-09-08,21.1
2009-09-09,21.67
2009-09-10,22.219998999999998
2009-09-11,21.75
2009-09-14,22.25
2009-09-15,22.02
2009-09-16,22.059998999999998
2009-09-17,22.379998999999998
2009-09-18,22.67
2009-09-21,22.309998999999998
2009-09-22,22.389999
2009-09-23,22.780001000000002
2009-09-24,21.459999
2009-09-25,21.17
2009-09-28,21.139999
2009-09-29,20.950001
2009-09-30,21.09
2009-10-01,20.35
2009-10-02,19.43
2009-10-05,19.629998999999998
2009-10-06,19.76
2009-10-07,20.559998999999998
2009-10-08,20.790001
2009-10-09,20.9
2009-10-12,20.98
2009-10-13,20.639999
2009-10-14,20.620001000000002
2009-10-15,20.459999
2009-10-16,20.18
2009-10-19,19.41
2009-10-20,19.09
2009-10-21,18.690001000000002
2009-10-22,18.82
2009-10-23,18.08
2009-10-26,17.280001000000002
2009-10-27,17.41
2009-10-28,17.530001000000002
2009-10-29,18.18
2009-10-30,17.18
2009-11-02,17.360001
2009-11-03,17.610001
2009-11-04,16.549999
2009-11-05,16.719998999999998
2009-11-06,16.49
2009-11-09,17.200001
2009-11-10,15.83
2009-11-11,16.629998999999998
2009-11-12,15.9
2009-11-13,16.43
2009-11-16,17.25
2009-11-17,17.01
2009-11-18,16.629998999999998
2009-11-19,15.96
2009-11-20,15.68
2009-11-23,15.68
2009-11-24,15.77
2009-11-25,16.040001
2009-11-27,15.61
2009-11-30,15.62
2009-12-01,16.280001000000002
2009-12-02,16.959999
2009-12-03,16.51
2009-12-04,17.27
2009-12-07,16.9
2009-12-08,16.780001000000002
2009-12-09,16.85
2009-12-10,16.91
2009-12-11,17.48
2009-12-14,18.43
2009-12-15,18.809998999999998
2009-12-16,19.530001000000002
2009-12-17,18.9
2009-12-18,19.290001
2009-12-21,19.23
2009-12-22,19.120001000000002
2009-12-23,18.41
2009-12-24,18.17
2009-12-28,18.09
2009-12-29,18.139999
2009-12-30,18.16
2009-12-31,18.07
2010-01-04,18.67
2010-01-05,18.42
2010-01-06,18.620001000000002
2010-01-07,18.41
2010-01-08,18.299999
2010-01-11,17.43
2010-01-12,16.99
2010-01-13,17.1
2010-01-14,16.780001000000002
2010-01-15,16.530001000000002
2010-01-19,16.4
2010-01-20,15.88
2010-01-21,15.93
2010-01-22,15.96
2010-01-25,16.1
2010-01-26,16.360001
2010-01-27,16.610001
2010-01-28,16.110001
2010-01-29,15.87
2010-02-01,16.120001000000002
2010-02-02,15.96
2010-02-03,15.28
2010-02-04,15.12
2010-02-05,14.64
2010-02-08,14.31
2010-02-09,14.65
2010-02-10,15.69
2010-02-11,15.61
2010-02-12,14.65
2010-02-16,14.82
2010-02-17,14.68
2010-02-18,15.18
2010-02-19,14.79
2010-02-22,15.22
2010-02-23,14.9
2010-02-24,15.49
2010-02-25,15.68
2010-02-26,15.81
2010-03-01,15.57
2010-03-02,15.77
2010-03-03,15.54
2010-03-04,15.51
2010-03-05,15.85
2010-03-08,16.040001
2010-03-09,15.82
2010-03-10,16.049999
2010-03-11,16.370001000000002
2010-03-12,16.76
2010-03-15,16.67
2010-03-16,17.17
2010-03-17,17.280001000000002
2010-03-18,17.32
2010-03-19,17.73
2010-03-22,17.809998999999998
2010-03-23,17.799999
2010-03-24,17.18
2010-03-25,16.93
2010-03-26,16.57
2010-03-29,16.93
2010-03-30,16.82
2010-03-31,16.309998999999998
2010-04-01,16.58
2010-04-05,16.809998999999998
2010-04-06,16.860001
2010-04-07,16.709999
2010-04-08,16.98
2010-04-09,16.98
2010-04-12,17.530001000000002
2010-04-13,17.889999
2010-04-14,17.940001000000002
2010-04-15,18.0
2010-04-16,17.75
2010-04-19,17.1
2010-04-20,17.620001000000002
2010-04-21,17.629998999999998
2010-04-22,17.559998999999998
2010-04-23,17.75
2010-04-26,17.91
2010-04-27,17.610001
2010-04-28,18.1
2010-04-29,19.139999
2010-04-30,17.950001
2010-05-03,18.33
2010-05-04,17.65
2010-05-05,17.969998999999998
2010-05-06,17.379998999999998
2010-05-07,16.959999
2010-05-10,18.049999
2010-05-11,18.389999
2010-05-12,19.610001
2010-05-13,19.57
2010-05-14,19.24
2010-05-17,19.469998999999998
2010-05-18,18.35
2010-05-19,17.75
2010-05-20,16.65
2010-05-21,16.83
2010-05-24,16.49
2010-05-25,16.530001000000002
2010-05-26,16.34
2010-05-27,17.120001000000002
2010-05-28,16.49
2010-06-01,15.98
2010-06-02,16.309998999999998
2010-06-03,16.48
2010-06-04,15.8
2010-06-07,15.07
2010-06-08,15.12
2010-06-09,15.93
2010-06-10,17.25
2010-06-11,17.48
2010-06-14,17.120001000000002
2010-06-15,17.1
2010-06-16,16.93
2010-06-17,16.799999
2010-06-18,17.040001
2010-06-21,16.84
2010-06-22,16.73
2010-06-23,16.959999
2010-06-24,16.9
2010-06-25,18.110001
2010-06-28,17.690001000000002
2010-06-29,16.5
2010-06-30,16.690001000000002
2010-07-01,16.370001000000002
2010-07-02,16.15
2010-07-06,15.94
2010-07-07,16.200001
2010-07-08,16.6
2010-07-09,16.74
2010-07-12,16.07
2010-07-13,17.200001
2010-07-14,16.889999
2010-07-15,16.309998999999998
2010-07-16,15.53
2010-07-19,15.4
2010-07-20,15.54
2010-07-21,15.65
2010-07-22,16.58
2010-07-23,17.59
2010-07-26,18.290001
2010-07-27,17.76
2010-07-28,16.58
2010-07-29,16.620001000000002
2010-07-30,16.809998999999998
2010-08-02,17.24
2010-08-03,16.129998999999998
2010-08-04,16.48
2010-08-05,16.0
2010-08-06,15.65
2010-08-09,16.049999
2010-08-10,15.58
2010-08-11,14.98
2010-08-12,14.55
2010-08-13,14.25
2010-08-16,14.22
2010-08-17,14.66
2010-08-18,14.31
2010-08-19,12.98
2010-08-20,13.22
2010-08-23,13.0
2010-08-24,13.5
2010-08-25,14.07
2010-08-26,13.97
2010-08-27,14.42
2010-08-30,13.78
2010-08-31,13.95
2010-09-01,14.28
2010-09-02,14.52
2010-09-03,14.51
2010-09-07,14.09
2010-09-08,14.2
2010-09-09,14.12
2010-09-10,13.95
2010-09-13,14.25
2010-09-14,14.17
2010-09-15,14.31
2010-09-16,13.72
2010-09-17,13.95
2010-09-20,14.34
2010-09-21,14.69
2010-09-22,14.41
2010-09-23,14.2
2010-09-24,15.37
2010-09-27,15.61
2010-09-28,15.79
2010-09-29,15.83
2010-09-30,16.389999
2010-10-01,16.27
2010-10-04,16.139999
2010-10-05,16.65
2010-10-06,16.559998999999998
2010-10-07,16.34
2010-10-08,16.309998999999998
2010-10-11,15.96
2010-10-12,15.82
2010-10-13,15.87
2010-10-14,15.92
2010-10-15,15.62
2010-10-18,15.77
2010-10-19,15.41
2010-10-20,15.46
2010-10-21,15.54
2010-10-22,15.63
2010-10-25,15.99
2010-10-26,15.8
2010-10-27,15.44
2010-10-28,16.040001
2010-10-29,15.59
2010-11-01,15.42
2010-11-02,15.85
2010-11-03,16.25
2010-11-04,16.389999
2010-11-05,16.6
2010-11-08,16.24
2010-11-09,15.62
2010-11-10,15.55
2010-11-11,14.99
2010-11-12,14.51
2010-11-15,14.23
2010-11-16,14.03
2010-11-17,14.2
2010-11-18,14.57
2010-11-19,14.58
2010-11-22,14.81
2010-11-23,14.56
2010-11-24,14.9
2010-11-26,14.99
2010-11-29,15.23
2010-11-30,15.77
2010-12-01,16.49
2010-12-02,17.17
2010-12-03,17.459999
2010-12-06,17.66
2010-12-07,18.08
2010-12-08,18.120001000000002
2010-12-09,18.25
2010-12-10,19.129998999999998
2010-12-13,19.709999
2010-12-14,18.59
2010-12-15,18.18
2010-12-16,18.200001
2010-12-17,17.98
2010-12-20,19.790001
2010-12-21,21.799999
2010-12-22,21.0
2010-12-23,20.719998999999998
2010-12-27,20.459999
2010-12-28,20.57
2010-12-29,20.940001000000002
2010-12-30,20.76
2010-12-31,21.0
2011-01-03,21.200001
2011-01-04,20.24
2011-01-05,20.620001000000002
2011-01-06,20.34
2011-01-07,20.4
2011-01-10,20.43
2011-01-11,20.33
2011-01-12,20.02
2011-01-13,19.74
2011-01-14,20.540001
2011-01-18,20.26
2011-01-19,20.790001
2011-01-20,20.76
2011-01-21,20.889999
2011-01-24,21.370001000000002
2011-01-25,21.32
2011-01-26,22.040001
2011-01-27,22.01
2011-01-28,21.299999
2011-01-31,21.99
2011-02-01,23.049999
2011-02-02,22.110001
2011-02-03,22.139999
2011-02-04,22.209999
2011-02-07,22.9
2011-02-08,22.700001
2011-02-09,22.32
2011-02-10,22.42
2011-02-11,22.870001000000002
2011-02-14,22.17
2011-02-15,22.24
2011-02-16,23.030001000000002
2011-02-17,23.299999
2011-02-18,23.6
2011-02-22,22.559998999999998
2011-02-23,21.290001
2011-02-24,21.889999
2011-02-25,22.540001
2011-02-28,22.559998999999998
2011-03-01,21.809998999999998
2011-03-02,21.99
2011-03-03,22.379998999999998
2011-03-04,22.200001
2011-03-07,21.530001000000002
2011-03-08,22.629998999999998
2011-03-09,23.629998999999998
2011-03-10,24.74
2011-03-11,24.370001000000002
2011-03-14,24.01
2011-03-15,24.280001000000002
2011-03-16,24.049999
2011-03-17,24.059998999999998
2011-03-18,24.27
2011-03-21,24.77
2011-03-22,24.67
2011-03-23,24.309998999999998
2011-03-24,24.18
2011-03-25,24.049999
2011-03-28,23.780001000000002
2011-03-29,23.889999
2011-03-30,23.959999
2011-03-31,23.92
2011-04-01,25.290001
2011-04-04,24.77
2011-04-05,24.01
2011-04-06,24.059998999999998
2011-04-07,23.93
2011-04-08,23.33
2011-04-11,23.91
2011-04-12,24.34
2011-04-13,24.35
2011-04-14,24.76
2011-04-15,24.700001
2011-04-18,24.790001
2011-04-19,24.780001000000002
2011-04-20,25.040001
2011-04-21,25.200001
2011-04-25,25.07
2011-04-26,25.51
2011-04-27,25.379998999999998
2011-04-28,24.809998999999998
2011-04-29,24.93
2011-05-02,24.809998999999998
2011-05-03,24.129998999999998
2011-05-04,23.75
2011-05-05,24.09
2011-05-06,24.15
2011-05-09,25.0
2011-05-10,25.879998999999998
2011-05-11,25.950001
2011-05-12,24.67
2011-05-13,23.99
2011-05-16,23.629998999999998
2011-05-17,23.209999
2011-05-18,23.42
2011-05-19,23.17
2011-05-20,22.43
2011-05-23,22.18
2011-05-24,21.77
2011-05-25,22.139999
2011-05-26,22.540001
2011-05-27,22.26
2011-05-31,22.549999
2011-06-01,21.76
2011-06-02,21.74
2011-06-03,21.1
2011-06-06,21.15
2011-06-07,21.25
2011-06-08,21.190001000000002
2011-06-09,21.42
2011-06-10,21.049999
2011-06-13,20.969998999999998
2011-06-14,21.65
2011-06-15,21.299999
2011-06-16,21.459999
2011-06-17,21.709999
2011-06-20,21.280001000000002
2011-06-21,22.1
2011-06-22,22.0
2011-06-23,22.02
2011-06-24,22.48
2011-06-27,22.639999
2011-06-28,22.6
2011-06-29,22.83
2011-06-30,23.4
2011-07-01,23.4
2011-07-05,22.790001
2011-07-06,23.33
2011-07-07,23.85
2011-07-08,23.92
2011-07-11,23.51
2011-07-12,23.52
2011-07-13,24.75
2011-07-14,24.780001000000002
2011-07-15,24.91
2011-07-18,25.200001
2011-07-19,25.98
2011-07-20,26.0
2011-07-21,26.15
2011-07-22,26.23
2011-07-25,25.93
2011-07-26,25.34
2011-07-27,24.299999
2011-07-28,24.41
2011-07-29,24.290001
2011-08-01,25.389999
2011-08-02,23.85
2011-08-03,23.469998999999998
2011-08-04,21.959999
2011-08-05,21.07
2011-08-08,19.35
2011-08-09,20.09
2011-08-10,18.59
2011-08-11,19.540001
2011-08-12,19.27
2011-08-15,20.01
2011-08-16,19.43
2011-08-17,19.309998999999998
2011-08-18,17.809998999999998
2011-08-19,17.51
2011-08-22,17.84
2011-08-23,19.25
2011-08-24,19.6
2011-08-25,18.700001
2011-08-26,20.59
2011-08-29,21.190001000000002
2011-08-30,20.709999
2011-08-31,20.860001
2011-09-01,20.4
2011-09-02,19.08
2011-09-06,19.209999
2011-09-07,19.639999
2011-09-08,19.16
2011-09-09,18.6
2011-09-12,18.379998999999998
2011-09-13,18.58
2011-09-14,19.18
2011-09-15,19.67
2011-09-16,19.51
2011-09-19,18.99
2011-09-20,18.450001
2011-09-21,17.52
2011-09-22,16.450001
2011-09-23,16.469998999999998
2011-09-26,16.15
2011-09-27,17.290001
2011-09-28,16.91
2011-09-29,18.049999
2011-09-30,17.639999
2011-10-03,16.9
2011-10-04,18.049999
2011-10-05,18.76
2011-10-06,19.17
2011-10-07,18.01
2011-10-10,18.73
2011-10-11,19.379998999999998
2011-10-12,19.34
2011-10-13,19.5
2011-10-14,19.860001
2011-10-17,19.209999
2011-10-18,19.93
2011-10-19,19.309998999999998
2011-10-20,18.969998999999998
2011-10-21,19.58
2011-10-24,19.68
2011-10-25,18.969998999999998
2011-10-26,19.110001
2011-10-27,20.99
2011-10-28,19.879998999999998
2011-10-31,19.290001
2011-11-01,18.75
2011-11-02,19.92
2011-11-03,20.440001000000002
2011-11-04,19.42
2011-11-07,19.32
2011-11-08,19.1
2011-11-09,18.889999
2011-11-10,18.889999
2011-11-11,19.34
2011-11-14,18.950001
2011-11-15,19.030001000000002
2011-11-16,17.950001
2011-11-17,17.68
2011-11-18,17.73
2011-11-21,17.370001000000002
2011-11-22,17.02
2011-11-23,16.299999
2011-11-25,15.56
2011-11-28,16.379998999999998
2011-11-29,16.219998999999998
2011-11-30,17.540001
2011-12-01,17.27
2011-12-02,17.389999
2011-12-05,17.860001
2011-12-06,17.540001
2011-12-07,17.26
2011-12-08,16.99
2011-12-09,16.969998999999998
2011-12-12,17.34
2011-12-13,17.08
2011-12-14,17.360001
2011-12-15,18.09
2011-12-16,18.24
2011-12-19,17.940001000000002
2011-12-20,19.139999
2011-12-21,19.09
2011-12-22,19.51
2011-12-23,19.530001000000002
2011-12-27,19.540001
2011-12-28,18.85
2011-12-29,19.15
2011-12-30,19.139999
2012-01-03,19.459999
2012-01-04,19.209999
2012-01-05,19.48
2012-01-06,19.870001000000002
2012-01-09,20.379998999999998
2012-01-10,20.9
2012-01-11,20.5
2012-01-12,20.35
2012-01-13,20.309998999999998
2012-01-17,20.139999
2012-01-18,19.959999
2012-01-19,19.360001
2012-01-20,19.139999
2012-01-23,18.459999
2012-01-24,19.219998999999998
2012-01-25,19.709999
2012-01-26,19.76
2012-01-27,20.200001
2012-01-30,19.870001000000002
2012-01-31,19.99
2012-02-01,20.719998999999998
2012-02-02,21.280001000000002
2012-02-03,22.1
2012-02-06,22.059998999999998
2012-02-07,21.66
2012-02-08,21.540001
2012-02-09,21.610001
2012-02-10,21.0
2012-02-13,21.620001000000002
2012-02-14,21.719998999999998
2012-02-15,22.1
2012-02-16,22.559998999999998
2012-02-17,22.610001
2012-02-21,22.84
2012-02-22,22.75
2012-02-23,23.459999
2012-02-24,23.25
2012-02-27,21.73
2012-02-28,21.0
2012-02-29,20.030001000000002
2012-03-01,20.559998999999998
2012-03-02,19.639999
2012-03-05,20.18
2012-03-06,19.219998999999998
2012-03-07,19.25
2012-03-08,18.889999
2012-03-09,18.950001
2012-03-12,18.809998999999998
2012-03-13,18.889999
2012-03-14,18.280001000000002
2012-03-15,18.1
2012-03-16,18.139999
2012-03-19,17.889999
2012-03-20,17.67
2012-03-21,17.799999
2012-03-22,17.360001
2012-03-23,17.48
2012-03-26,17.74
2012-03-27,17.84
2012-03-28,18.08
2012-03-29,17.67
2012-03-30,17.860001
2012-04-02,17.75
2012-04-03,17.25
2012-04-04,17.1
2012-04-05,17.030001000000002
2012-04-09,16.450001
2012-04-10,16.59
2012-04-11,17.049999
2012-04-12,17.41
2012-04-13,16.75
2012-04-16,17.120001000000002
2012-04-17,17.110001
2012-04-18,16.98
2012-04-19,16.75
2012-04-20,17.32
2012-04-23,16.68
2012-04-24,16.709999
2012-04-25,16.639999
2012-04-26,16.51
2012-04-27,16.700001
2012-04-30,16.719998999999998
2012-05-01,16.24
2012-05-02,16.129998999999998
2012-05-03,16.59
2012-05-04,16.51
2012-05-07,16.639999
2012-05-08,16.65
2012-05-09,16.299999
2012-05-10,14.49
2012-05-11,15.86
2012-05-14,15.7
2012-05-15,16.110001
2012-05-16,16.5
2012-05-17,16.280001000000002
2012-05-18,16.559998999999998
2012-05-21,16.51
2012-05-22,16.41
2012-05-23,16.459999
2012-05-24,16.219998999999998
2012-05-25,16.030001000000002
2012-05-29,15.88
2012-05-30,15.52
2012-05-31,15.21
2012-06-01,15.01
2012-06-04,15.03
2012-06-05,15.03
2012-06-06,15.14
2012-06-07,15.27
2012-06-08,15.86
2012-06-11,15.52
2012-06-12,15.74
2012-06-13,15.78
2012-06-14,16.16
2012-06-15,16.42
2012-06-18,16.120001000000002
2012-06-19,16.74
2012-06-20,16.809998999999998
2012-06-21,16.1
2012-06-22,16.4
2012-06-25,16.030001000000002
2012-06-26,16.0
2012-06-27,16.77
2012-06-28,16.68
2012-06-29,17.059998999999998
2012-07-02,17.120001000000002
2012-07-03,17.040001
2012-07-05,17.0
2012-07-06,16.940001000000002
2012-07-09,16.98
2012-07-10,16.76
2012-07-11,16.4
2012-07-12,15.38
2012-07-13,15.56
2012-07-16,15.34
2012-07-17,15.42
2012-07-18,15.55
2012-07-19,14.8
2012-07-20,14.67
2012-07-23,14.34
2012-07-24,14.52
2012-07-25,14.64
2012-07-26,14.37
2012-07-27,14.96
2012-07-30,16.4
2012-07-31,16.32
2012-08-01,15.96
2012-08-02,15.94
2012-08-03,16.780001000000002
2012-08-06,16.690001000000002
2012-08-07,17.08
2012-08-08,18.15
2012-08-09,18.68
2012-08-10,19.27
2012-08-13,19.42
2012-08-14,19.620001000000002
2012-08-15,19.74
2012-08-16,20.41
2012-08-17,20.549999
2012-08-20,20.48
2012-08-21,20.139999
2012-08-22,20.360001
2012-08-23,20.440001000000002
2012-08-24,20.459999
2012-08-27,20.65
2012-08-28,20.65
2012-08-29,20.379998999999998
2012-08-30,20.07
2012-08-31,20.34
2012-09-04,20.6
2012-09-05,20.540001
2012-09-06,20.43
2012-09-07,20.52
2012-09-10,20.540001
2012-09-11,20.549999
2012-09-12,21.0
2012-09-13,21.209999
2012-09-14,20.84
2012-09-17,20.57
2012-09-18,20.6
2012-09-19,20.49
2012-09-20,19.969998999999998
2012-09-21,20.09
2012-09-24,19.969998999999998
2012-09-25,19.77
2012-09-26,19.719998999999998
2012-09-27,19.82
2012-09-28,19.950001
2012-10-01,20.1
2012-10-02,21.110001
2012-10-03,20.67
2012-10-04,21.0
2012-10-05,21.49
2012-10-08,21.1
2012-10-09,20.530001000000002
2012-10-10,20.139999
2012-10-11,20.120001000000002
2012-10-12,20.27
2012-10-15,20.110001
2012-10-16,20.190001000000002
2012-10-17,20.209999
2012-10-18,19.959999
2012-10-19,19.860001
2012-10-22,19.77
2012-10-23,19.700001
2012-10-24,19.139999
2012-10-25,19.450001
2012-10-26,19.59
2012-10-31,21.16
2012-11-01,21.27
2012-11-02,20.719998999999998
2012-11-05,21.68
2012-11-06,21.6
2012-11-07,20.799999
2012-11-08,19.59
2012-11-09,20.870001000000002
2012-11-12,20.799999
2012-11-13,20.889999
2012-11-14,20.700001
2012-11-15,20.969998999999998
2012-11-16,20.809998999999998
2012-11-19,20.93
2012-11-20,20.950001
2012-11-21,20.780001000000002
2012-11-23,20.76
2012-11-26,20.700001
2012-11-27,20.67
2012-11-28,20.450001
2012-11-29,20.74
2012-11-30,21.440001000000002
2012-12-03,21.940001000000002
2012-12-04,21.940001000000002
2012-12-05,22.01
2012-12-06,22.0
2012-12-07,22.27
2012-12-10,22.35
2012-12-11,22.280001000000002
2012-12-12,22.190001000000002
2012-12-13,21.389999
2012-12-14,21.440001000000002
2012-12-17,21.610001
2012-12-18,21.530001000000002
2012-12-19,21.41
2012-12-20,21.610001
2012-12-21,21.6
2012-12-24,21.58
2012-12-26,21.52
2012-12-27,21.09
2012-12-28,21.360001
2012-12-31,22.25
2013-01-02,21.9
2013-01-03,21.59
2013-01-04,21.700001
2013-01-07,21.49
2013-01-08,21.59
2013-01-09,21.540001
2013-01-10,21.76
2013-01-11,21.77
2013-01-14,21.92
2013-01-15,21.809998999999998
2013-01-16,21.77
2013-01-17,21.940001000000002
2013-01-18,21.969998999999998
2013-01-22,22.52
2013-01-23,22.370001000000002
2013-01-24,21.99
2013-01-25,22.139999
2013-01-28,22.440001000000002
2013-01-29,22.950001
2013-01-30,22.32
2013-01-31,22.450001
2013-02-01,22.950001
2013-02-04,21.809998999999998
2013-02-05,21.82
2013-02-06,22.33
2013-02-07,22.18
2013-02-08,23.0
2013-02-11,22.92
2013-02-12,23.17
2013-02-13,23.66
2013-02-14,24.120001000000002
2013-02-15,24.360001
2013-02-19,24.52
2013-02-20,23.870001000000002
2013-02-21,23.17
2013-02-22,23.5
2013-02-25,22.459999
2013-02-26,22.93
2013-02-27,23.309998999999998
2013-02-28,23.209999
2013-03-01,23.17
2013-03-04,23.530001000000002
2013-03-05,23.620001000000002
2013-03-06,24.0
2013-03-07,23.18
2013-03-08,24.07
2013-03-11,23.92
2013-03-12,23.950001
2013-03-13,24.139999
2013-03-14,25.690001000000002
2013-03-15,25.049999
2013-03-18,24.6
2013-03-19,24.42
2013-03-20,24.280001000000002
2013-03-21,25.0
2013-03-22,24.74
2013-03-25,24.68
2013-03-26,24.389999
2013-03-27,24.34
2013-03-28,24.559998999999998
2013-04-01,23.51
2013-04-02,23.299999
2013-04-03,22.540001
2013-04-04,22.66
2013-04-05,22.379998999999998
2013-04-08,22.35
2013-04-09,22.01
2013-04-10,22.82
2013-04-11,22.879998999999998
2013-04-12,22.76
2013-04-15,21.82
2013-04-16,22.530001000000002
2013-04-17,22.200001
2013-04-18,21.879998999999998
2013-04-19,22.33
2013-04-22,21.74
2013-04-23,22.15
