Date,BABA
2019-04-12,188.91000400000001
2019-04-15,183.070007
2019-04-16,185.779999
2019-04-17,187.550003
2019-04-18,186.940002
2019-04-22,185.380005
2019-04-23,187.28999299999998
2019-04-24,185.669998
2019-04-25,187.880005
2019-04-26,187.08999599999999
2019-04-29,186.940002
2019-04-30,185.570007
2019-05-01,189.309998
2019-05-02,190.389999
2019-05-03,195.21000700000002
2019-05-06,188.240005
2019-05-07,181.429993
2019-05-08,179.58999599999999
2019-05-09,179.03999299999998
2019-05-10,178.0
2019-05-13,170.009995
2019-05-14,174.83999599999999
2019-05-15,177.600006
2019-05-16,175.570007
2019-05-17,169.570007
2019-05-20,160.649994
2019-05-21,163.429993
2019-05-22,158.830002
2019-05-23,156.0
2019-05-24,155.0
2019-05-28,154.809998
2019-05-29,152.479996
2019-05-30,151.070007
2019-05-31,149.259995
2019-06-03,149.91000400000001
2019-06-04,154.149994
2019-06-05,151.649994
2019-06-06,151.5
2019-06-07,154.229996
2019-06-10,159.850006
2019-06-11,162.649994
2019-06-12,160.03999299999998
2019-06-13,160.330002
2019-06-14,158.100006
2019-06-17,159.91000400000001
2019-06-18,165.509995
2019-06-19,165.46000700000002
2019-06-20,168.25
2019-06-21,167.550003
2019-06-24,168.100006
2019-06-25,165.800003
2019-06-26,168.990005
2019-06-27,170.899994
2019-06-28,169.449997
2019-07-01,175.050003
2019-07-02,175.449997
2019-07-03,174.669998
2019-07-05,173.300003
2019-07-08,168.449997
2019-07-09,168.800003
2019-07-10,166.929993
2019-07-11,166.550003
2019-07-12,169.070007
2019-07-15,173.5
2019-07-16,174.190002
2019-07-17,174.820007
2019-07-18,172.800003
2019-07-19,172.990005
2019-07-22,174.0
2019-07-23,178.08999599999999
2019-07-24,178.669998
2019-07-25,177.28999299999998
2019-07-26,178.740005
2019-07-29,177.020004
2019-07-30,174.100006
2019-07-31,173.110001
2019-08-01,165.649994
2019-08-02,161.0
2019-08-05,153.669998
2019-08-06,157.429993
2019-08-07,159.169998
2019-08-08,162.220001
2019-08-09,159.119995
2019-08-12,159.309998
2019-08-13,164.029999
2019-08-14,162.059998
2019-08-15,166.970001
2019-08-16,174.600006
2019-08-19,178.279999
2019-08-20,177.21000700000002
2019-08-21,175.240005
2019-08-22,171.91000400000001
2019-08-23,164.53999299999998
2019-08-26,165.899994
2019-08-27,166.199997
2019-08-28,167.479996
2019-08-29,172.809998
2019-08-30,175.029999
2019-09-03,172.41000400000001
2019-09-04,174.330002
2019-09-05,178.940002
2019-09-06,176.690002
2019-09-09,177.779999
2019-09-10,174.990005
2019-09-11,176.08999599999999
2019-09-12,178.240005
2019-09-13,179.169998
2019-09-16,177.070007
2019-09-17,179.0
2019-09-18,180.0
2019-09-19,180.46000700000002
2019-09-20,182.509995
2019-09-23,176.979996
2019-09-24,171.550003
2019-09-25,176.66000400000001
2019-09-26,175.0
2019-09-27,165.979996
2019-09-30,167.229996
2019-10-01,165.149994
2019-10-02,165.770004
2019-10-03,169.479996
2019-10-04,170.33999599999999
2019-10-07,168.320007
2019-10-08,161.929993
2019-10-09,165.190002
2019-10-10,166.070007
2019-10-11,172.940002
2019-10-14,171.16000400000001
2019-10-15,175.28999299999998
2019-10-16,177.119995
2019-10-17,176.850006
2019-10-18,169.130005
2019-10-21,173.520004
2019-10-22,169.889999
2019-10-23,169.919998
2019-10-24,172.550003
2019-10-25,174.309998
2019-10-28,178.679993
2019-10-29,176.889999
2019-10-30,177.529999
2019-10-31,176.669998
2019-11-01,176.46000700000002
2019-11-04,179.690002
2019-11-05,182.0
2019-11-06,184.16000400000001
2019-11-07,186.66000400000001
2019-11-08,187.16000400000001
2019-11-11,186.71000700000002
2019-11-12,186.970001
2019-11-13,182.479996
2019-11-14,182.800003
2019-11-15,185.490005
2019-11-18,184.610001
2019-11-19,185.25
2019-11-20,182.350006
2019-11-21,184.860001
2019-11-22,186.779999
2019-11-25,190.449997
2019-11-26,194.699997
2019-11-27,200.820007
2019-11-29,200.0
2019-12-02,196.309998
2019-12-03,194.899994
2019-12-04,193.740005
2019-12-05,200.0
2019-12-06,201.889999
2019-12-09,198.740005
2019-12-10,200.449997
2019-12-11,204.639999
2019-12-12,204.5
2019-12-13,204.91000400000001
2019-12-16,206.970001
2019-12-17,208.179993
2019-12-18,210.0
2019-12-19,210.13000499999998
2019-12-20,212.25
2019-12-23,214.830002
2019-12-24,214.25999500000003
2019-12-26,216.38000499999998
2019-12-27,215.47000099999997
2019-12-30,212.91000400000001
2019-12-31,212.100006
2020-01-02,219.770004
2020-01-03,217.0
2020-01-06,216.63999900000002
2020-01-07,217.63000499999998
2020-01-08,218.0
2020-01-09,221.77999900000003
2020-01-10,223.830002
2020-01-13,230.479996
2020-01-14,226.49000499999997
2020-01-15,225.059998
2020-01-16,223.940002
2020-01-17,227.42999300000002
2020-01-21,222.25999500000003
2020-01-22,222.36999500000002
2020-01-23,219.13000499999998
2020-01-24,213.75
2020-01-27,205.470001
2020-01-28,210.229996
2020-01-29,212.020004
2020-01-30,208.580002
2020-01-31,206.58999599999999
2020-02-03,213.100006
2020-02-04,222.88000499999998
2020-02-05,220.22000099999997
2020-02-06,220.899994
2020-02-07,216.52999900000003
2020-02-10,215.770004
2020-02-11,217.210007
2020-02-12,224.309998
2020-02-13,220.36000099999998
2020-02-14,219.63000499999998
2020-02-18,220.520004
2020-02-19,222.13999900000002
2020-02-20,218.039993
2020-02-21,212.58999599999999
2020-02-24,206.16000400000001
2020-02-25,205.610001
2020-02-26,208.740005
2020-02-27,205.029999
2020-02-28,208.0
2020-03-02,210.979996
2020-03-03,207.41000400000001
2020-03-04,211.960007
2020-03-05,211.460007
2020-03-06,204.639999
2020-03-09,197.66000400000001
2020-03-10,206.389999
2020-03-11,198.91000400000001
2020-03-12,185.100006
2020-03-13,194.0
2020-03-16,178.850006
2020-03-17,184.809998
2020-03-18,180.0
2020-03-19,180.880005
2020-03-20,181.300003
2020-03-23,176.33999599999999
2020-03-24,185.75
2020-03-25,188.559998
2020-03-26,195.320007
2020-03-27,188.58999599999999
2020-03-30,191.270004
2020-03-31,194.479996
2020-04-01,187.559998
2020-04-02,188.899994
2020-04-03,187.110001
2020-04-06,196.449997
2020-04-07,198.0
2020-04-08,195.979996
2020-04-09,196.369995
2020-04-13,199.440002
2020-04-14,204.779999
2020-04-15,208.169998
2020-04-16,212.66000400000001
2020-04-17,209.5
2020-04-20,212.13000499999998
2020-04-21,207.33999599999999
2020-04-22,209.960007
2020-04-23,205.240005
2020-04-24,204.360001
2020-04-27,203.690002
2020-04-28,201.149994
2020-04-29,206.699997
2020-04-30,202.669998
2020-05-01,194.479996
2020-05-04,191.149994
2020-05-05,195.020004
2020-05-06,195.169998
2020-05-07,196.490005
2020-05-08,201.190002
