Date,STNE
2019-07-29,34.540001000000004
2019-07-30,35.790001000000004
2019-07-31,35.009997999999996
2019-08-01,35.540001000000004
2019-08-02,36.48
2019-08-05,34.470001
2019-08-06,35.599998
2019-08-07,35.41
2019-08-08,38.099998
2019-08-09,36.07
2019-08-12,34.259997999999996
2019-08-13,34.900002
2019-08-14,33.580002
2019-08-15,30.52
2019-08-16,31.700001
2019-08-19,32.240002000000004
2019-08-20,31.51
2019-08-21,32.09
2019-08-22,32.459998999999996
2019-08-23,30.690001000000002
2019-08-26,30.51
2019-08-27,30.33
2019-08-28,30.68
2019-08-29,30.59
2019-08-30,30.08
2019-09-03,30.09
2019-09-04,32.279999
2019-09-05,33.84
2019-09-06,33.599998
2019-09-09,31.85
2019-09-10,31.09
2019-09-11,31.83
2019-09-12,32.790001000000004
2019-09-13,32.889998999999996
2019-09-16,33.490002000000004
2019-09-17,36.82
2019-09-18,36.580002
2019-09-19,37.279999
2019-09-20,36.029999
2019-09-23,35.619999
2019-09-24,34.790001000000004
2019-09-25,35.049999
2019-09-26,35.639998999999996
2019-09-27,34.299999
2019-09-30,34.779999
2019-10-01,34.150002
2019-10-02,32.380001
2019-10-03,33.490002000000004
2019-10-04,33.950001
2019-10-07,33.889998999999996
2019-10-08,32.259997999999996
2019-10-09,33.57
2019-10-10,33.91
2019-10-11,34.580002
2019-10-14,34.990002000000004
2019-10-15,33.720001
2019-10-16,33.959998999999996
2019-10-17,34.900002
2019-10-18,34.02
2019-10-21,34.18
2019-10-22,31.549999
2019-10-23,33.02
2019-10-24,33.779999
2019-10-25,36.470001
2019-10-28,35.389998999999996
2019-10-29,35.310001
2019-10-30,36.529999
2019-10-31,36.790001000000004
2019-11-01,37.650002
2019-11-04,38.09
2019-11-05,35.02
2019-11-06,34.220001
2019-11-07,33.990002000000004
2019-11-08,35.200001
2019-11-11,35.25
2019-11-12,35.990002000000004
2019-11-13,35.990002000000004
2019-11-14,36.950001
2019-11-15,37.900002
2019-11-18,36.740002000000004
2019-11-19,36.130001
2019-11-20,35.150002
2019-11-21,34.349998
2019-11-22,41.389998999999996
2019-11-25,41.09
2019-11-26,39.349998
2019-11-27,40.619999
2019-11-29,40.98
2019-12-02,37.709998999999996
2019-12-03,37.849998
2019-12-04,38.299999
2019-12-05,38.32
2019-12-06,39.099998
2019-12-09,38.73
2019-12-10,37.91
2019-12-11,38.700001
2019-12-12,38.689999
2019-12-13,39.529999
2019-12-16,39.389998999999996
2019-12-17,39.029999
2019-12-18,39.09
2019-12-19,39.09
2019-12-20,38.009997999999996
2019-12-23,38.130001
2019-12-24,38.57
2019-12-26,38.82
2019-12-27,39.07
2019-12-30,38.360001000000004
2019-12-31,39.889998999999996
2020-01-02,42.790001000000004
2020-01-03,42.209998999999996
2020-01-06,41.02
2020-01-07,40.700001
2020-01-08,41.869999
2020-01-09,41.880001
2020-01-10,42.759997999999996
2020-01-13,41.68
2020-01-14,41.310001
2020-01-15,41.040001000000004
2020-01-16,41.080002
2020-01-17,42.040001000000004
2020-01-21,42.25
2020-01-22,44.639998999999996
2020-01-23,45.029999
2020-01-24,43.150002
2020-01-27,41.16
2020-01-28,43.509997999999996
2020-01-29,43.439999
2020-01-30,44.299999
2020-01-31,43.439999
2020-02-03,45.299999
2020-02-04,43.139998999999996
2020-02-05,42.279999
2020-02-06,41.59
2020-02-07,40.779999
2020-02-10,40.049999
2020-02-11,40.189999
2020-02-12,40.790001000000004
2020-02-13,42.009997999999996
2020-02-14,41.82
2020-02-18,41.82
2020-02-19,44.310001
2020-02-20,43.73
2020-02-21,43.48
2020-02-24,41.779999
2020-02-25,41.0
2020-02-26,41.57
2020-02-27,41.849998
2020-02-28,39.889998999999996
2020-03-02,43.860001000000004
2020-03-03,44.290001000000004
2020-03-04,44.349998
2020-03-05,41.709998999999996
2020-03-06,40.0
2020-03-09,36.029999
2020-03-10,40.310001
2020-03-11,36.34
2020-03-12,30.219998999999998
2020-03-13,32.5
2020-03-16,26.32
2020-03-17,25.16
2020-03-18,21.74
2020-03-19,23.620001000000002
2020-03-20,22.030001000000002
2020-03-23,19.889999
2020-03-24,23.74
2020-03-25,25.530001000000002
2020-03-26,27.969998999999998
2020-03-27,24.440001000000002
2020-03-30,23.5
2020-03-31,21.77
2020-04-01,19.530001000000002
2020-04-02,19.879998999999998
2020-04-03,17.82
2020-04-06,22.24
2020-04-07,23.639999
2020-04-08,25.48
2020-04-09,25.139999
2020-04-13,23.01
2020-04-14,24.629998999999998
2020-04-15,23.940001000000002
2020-04-16,22.940001000000002
2020-04-17,24.1
2020-04-20,22.43
2020-04-21,21.209999
2020-04-22,23.0
2020-04-23,23.18
2020-04-24,22.08
2020-04-27,23.75
2020-04-28,25.27
2020-04-29,28.040001
2020-04-30,26.379998999999998
2020-05-01,25.4
2020-05-04,26.4
2020-05-05,26.74
2020-05-06,27.059998999999998
2020-05-07,26.99
2020-05-08,28.1
