Date,PVH
1981-07-15,1.525
1981-07-16,1.525
1981-07-17,1.525
1981-07-20,1.5125
1981-07-21,1.5375
1981-07-22,1.5375
1981-07-23,1.5125
1981-07-24,1.5125
1981-07-27,1.55
1981-07-28,1.5125
1981-07-29,1.5125
1981-07-30,1.5125
1981-07-31,1.5125
1981-08-03,1.525
1981-08-04,1.525
1981-08-05,1.525
1981-08-06,1.525
1981-08-07,1.525
1981-08-10,1.5375
1981-08-11,1.5125
1981-08-12,1.5375
1981-08-13,1.525
1981-08-14,1.5125
1981-08-17,1.5
1981-08-18,1.5
1981-08-19,1.525
1981-08-20,1.525
1981-08-21,1.5
1981-08-24,1.5
1981-08-25,1.4625
1981-08-26,1.45
1981-08-27,1.4875
1981-08-28,1.4875
1981-08-31,1.4625
1981-09-01,1.45
1981-09-02,1.4625
1981-09-03,1.4375
1981-09-04,1.4
1981-09-08,1.35
1981-09-09,1.3
1981-09-10,1.325
1981-09-11,1.3375
1981-09-14,1.3625
1981-09-15,1.35
1981-09-16,1.3375
1981-09-17,1.3375
1981-09-18,1.35
1981-09-21,1.35
1981-09-22,1.3625
1981-09-23,1.3625
1981-09-24,1.375
1981-09-25,1.3375
1981-09-28,1.375
1981-09-29,1.375
1981-09-30,1.375
1981-10-01,1.3625
1981-10-02,1.425
1981-10-05,1.425
1981-10-06,1.4125
1981-10-07,1.4
1981-10-08,1.4
1981-10-09,1.375
1981-10-12,1.4
1981-10-13,1.3875
1981-10-14,1.4125
1981-10-15,1.3875
1981-10-16,1.3625
1981-10-19,1.3875
1981-10-20,1.4
1981-10-21,1.4125
1981-10-22,1.375
1981-10-23,1.4
1981-10-26,1.4125
1981-10-27,1.425
1981-10-28,1.425
1981-10-29,1.425
1981-10-30,1.5375
1981-11-02,1.5625
1981-11-03,1.5875
1981-11-04,1.6375
1981-11-05,1.675
1981-11-06,1.65
1981-11-09,1.65
1981-11-10,1.65
1981-11-11,1.6625
1981-11-12,1.725
1981-11-13,1.7
1981-11-16,1.65
1981-11-17,1.6625
1981-11-18,1.675
1981-11-19,1.6375
1981-11-20,1.5875
1981-11-23,1.5875
1981-11-24,1.5625
1981-11-25,1.6
1981-11-27,1.625
1981-11-30,1.6375
1981-12-01,1.65
1981-12-02,1.65
1981-12-03,1.6375
1981-12-04,1.65
1981-12-07,1.675
1981-12-08,1.675
1981-12-09,1.65
1981-12-10,1.675
1981-12-11,1.6375
1981-12-14,1.65
1981-12-15,1.6375
1981-12-16,1.6125
1981-12-17,1.625
1981-12-18,1.6375
1981-12-21,1.6125
1981-12-22,1.625
1981-12-23,1.6
1981-12-24,1.6
1981-12-28,1.6
1981-12-29,1.575
1981-12-30,1.575
1981-12-31,1.575
1982-01-04,1.55
1982-01-05,1.55
1982-01-06,1.5375
1982-01-07,1.55
1982-01-08,1.575
1982-01-11,1.525
1982-01-12,1.5375
1982-01-13,1.525
1982-01-14,1.55
1982-01-15,1.525
1982-01-18,1.525
1982-01-19,1.525
1982-01-20,1.525
1982-01-21,1.525
1982-01-22,1.525
1982-01-25,1.525
1982-01-26,1.475
1982-01-27,1.475
1982-01-28,1.4875
1982-01-29,1.4625
1982-02-01,1.45
1982-02-02,1.45
1982-02-03,1.475
1982-02-04,1.425
1982-02-05,1.425
1982-02-08,1.45
1982-02-09,1.4125
1982-02-10,1.425
1982-02-11,1.425
1982-02-12,1.3875
1982-02-16,1.4625
1982-02-17,1.525
1982-02-18,1.5375
1982-02-19,1.525
1982-02-22,1.5
1982-02-23,1.5375
1982-02-24,1.5375
1982-02-25,1.55
1982-02-26,1.5
1982-03-01,1.5
1982-03-02,1.4875
1982-03-03,1.4375
1982-03-04,1.475
1982-03-05,1.475
1982-03-08,1.45
1982-03-09,1.4125
1982-03-10,1.4375
1982-03-11,1.4
1982-03-12,1.3375
1982-03-15,1.3
1982-03-16,1.3125
1982-03-17,1.3
1982-03-18,1.3
1982-03-19,1.2875
1982-03-22,1.325
1982-03-23,1.325
1982-03-24,1.325
1982-03-25,1.3625
1982-03-26,1.4
1982-03-29,1.3875
1982-03-30,1.4
1982-03-31,1.4125
1982-04-01,1.45
1982-04-02,1.5125
1982-04-05,1.5125
1982-04-06,1.5125
1982-04-07,1.525
1982-04-08,1.4875
1982-04-12,1.5
1982-04-13,1.4875
1982-04-14,1.5
1982-04-15,1.5
1982-04-16,1.5375
1982-04-19,1.5375
1982-04-20,1.55
1982-04-21,1.6
1982-04-22,1.6125
1982-04-23,1.6
1982-04-26,1.625
1982-04-27,1.625
1982-04-28,1.5875
1982-04-29,1.6
1982-04-30,1.5875
1982-05-03,1.6
1982-05-04,1.6
1982-05-05,1.5875
1982-05-06,1.6375
1982-05-07,1.725
1982-05-10,1.6875
1982-05-11,1.675
1982-05-12,1.6625
1982-05-13,1.6625
1982-05-14,1.6625
1982-05-17,1.625
1982-05-18,1.6125
1982-05-19,1.6125
1982-05-20,1.6125
1982-05-21,1.625
1982-05-24,1.6375
1982-05-25,1.6375
1982-05-26,1.625
1982-05-27,1.625
1982-05-28,1.6375
1982-06-01,1.6125
1982-06-02,1.6125
1982-06-03,1.6125
1982-06-04,1.6
1982-06-07,1.5875
1982-06-08,1.5875
1982-06-09,1.5875
1982-06-10,1.55
1982-06-11,1.575
1982-06-14,1.5625
1982-06-15,1.55
1982-06-16,1.4875
1982-06-17,1.4625
1982-06-18,1.4875
1982-06-21,1.475
1982-06-22,1.475
1982-06-23,1.4875
1982-06-24,1.475
1982-06-25,1.475
1982-06-28,1.475
1982-06-29,1.475
1982-06-30,1.475
1982-07-01,1.475
1982-07-02,1.475
1982-07-06,1.5
1982-07-07,1.5
1982-07-08,1.5
1982-07-09,1.5
1982-07-12,1.4875
1982-07-13,1.5
1982-07-14,1.5125
1982-07-15,1.475
1982-07-16,1.475
1982-07-19,1.475
1982-07-20,1.475
1982-07-21,1.475
1982-07-22,1.5125
1982-07-23,1.525
1982-07-26,1.4875
1982-07-27,1.4875
1982-07-28,1.4875
1982-07-29,1.475
1982-07-30,1.425
1982-08-02,1.4
1982-08-03,1.4
1982-08-04,1.4125
1982-08-05,1.4
1982-08-06,1.3375
1982-08-09,1.2625
1982-08-10,1.2625
1982-08-11,1.25
1982-08-12,1.275
1982-08-13,1.2625
1982-08-16,1.275
1982-08-17,1.2625
1982-08-18,1.275
1982-08-19,1.2625
1982-08-20,1.2625
1982-08-23,1.3
1982-08-24,1.3375
1982-08-25,1.3375
1982-08-26,1.325
1982-08-27,1.3375
1982-08-30,1.3875
1982-08-31,1.3625
1982-09-01,1.4
1982-09-02,1.4
1982-09-03,1.4
1982-09-07,1.3875
1982-09-08,1.4
1982-09-09,1.4125
1982-09-10,1.4375
1982-09-13,1.45
1982-09-14,1.5125
1982-09-15,1.5125
1982-09-16,1.4875
1982-09-17,1.5125
1982-09-20,1.525
1982-09-21,1.5625
1982-09-22,1.525
1982-09-23,1.5125
1982-09-24,1.525
1982-09-27,1.475
1982-09-28,1.5
1982-09-29,1.475
1982-09-30,1.4875
1982-10-01,1.475
1982-10-04,1.4875
1982-10-05,1.5
1982-10-06,1.5125
1982-10-07,1.5
1982-10-08,1.5125
1982-10-11,1.5625
1982-10-12,1.5375
1982-10-13,1.6125
1982-10-14,1.6
1982-10-15,1.5375
1982-10-18,1.55
1982-10-19,1.6875
1982-10-20,1.6875
1982-10-21,1.7875
1982-10-22,1.7375
1982-10-25,1.7125
1982-10-26,1.6875
1982-10-27,1.7375
1982-10-28,1.7125
1982-10-29,1.75
1982-11-01,1.7375
1982-11-02,1.75
1982-11-03,1.7625
1982-11-04,1.7625
1982-11-05,1.8
1982-11-08,1.7875
1982-11-09,1.8
1982-11-10,1.8375
1982-11-11,1.8125
1982-11-12,1.775
1982-11-15,1.7
1982-11-16,1.6625
1982-11-17,1.7
1982-11-18,1.7125
1982-11-19,1.7125
1982-11-22,1.675
1982-11-23,1.65
1982-11-24,1.6875
1982-11-26,1.6875
1982-11-29,1.725
1982-11-30,1.85
1982-12-01,1.95
1982-12-02,1.9625
1982-12-03,1.95
1982-12-06,1.95
1982-12-07,2.125
1982-12-08,2.1
1982-12-09,2.0375
1982-12-10,2.0125
1982-12-13,2.025
1982-12-14,1.95
1982-12-15,1.925
1982-12-16,1.85
1982-12-17,1.875
1982-12-20,1.925
1982-12-21,1.925
1982-12-22,2.0
1982-12-23,2.05
1982-12-27,2.15
1982-12-28,2.0875
1982-12-29,2.05
1982-12-30,2.0125
1982-12-31,1.95
1983-01-03,1.9625
1983-01-04,1.9875
1983-01-05,2.0
1983-01-06,1.95
1983-01-07,1.9875
1983-01-10,1.95
1983-01-11,1.95
1983-01-12,1.8625
1983-01-13,1.8875
1983-01-14,1.9
1983-01-17,1.875
1983-01-18,1.9
1983-01-19,1.8875
1983-01-20,1.85
1983-01-21,1.85
1983-01-24,1.8
1983-01-25,1.8125
1983-01-26,1.8375
1983-01-27,1.825
1983-01-28,1.85
1983-01-31,1.825
1983-02-01,1.85
1983-02-02,1.8625
1983-02-03,1.875
1983-02-04,1.925
1983-02-07,2.0
1983-02-08,2.0
1983-02-09,2.0
1983-02-10,2.0
1983-02-11,2.05
1983-02-14,2.0
1983-02-15,2.075
1983-02-16,2.025
1983-02-17,2.05
1983-02-18,1.9875
1983-02-22,1.975
1983-02-23,1.9
1983-02-24,1.9375
1983-02-25,1.95
1983-02-28,1.95
1983-03-01,2.0
1983-03-02,1.975
1983-03-03,2.0
1983-03-04,2.05
1983-03-07,2.075
1983-03-08,2.2
1983-03-09,2.175
1983-03-10,2.15
1983-03-11,2.15
1983-03-14,2.2
1983-03-15,2.2125
1983-03-16,2.25
1983-03-17,2.25
1983-03-18,2.3
1983-03-21,2.2125
1983-03-22,2.2
1983-03-23,2.175
1983-03-24,2.2
1983-03-25,2.2
1983-03-28,2.1125
1983-03-29,2.05
1983-03-30,2.05
1983-03-31,2.025
1983-04-04,2.125
1983-04-05,2.125
1983-04-06,2.1125
1983-04-07,2.05
1983-04-08,2.225
1983-04-11,2.175
1983-04-12,2.2625
1983-04-13,2.2875
1983-04-14,2.2625
1983-04-15,2.2375
1983-04-18,2.375
1983-04-19,2.3625
1983-04-20,2.3
1983-04-21,2.3375
1983-04-22,2.35
1983-04-25,2.325
1983-04-26,2.2875
1983-04-27,2.275
1983-04-28,2.325
1983-04-29,2.4375
1983-05-02,2.4
1983-05-03,2.4375
1983-05-04,2.4
1983-05-05,2.45
1983-05-06,2.4375
1983-05-09,2.4375
1983-05-10,2.4
1983-05-11,2.425
1983-05-12,2.4375
1983-05-13,2.45
1983-05-16,2.4
1983-05-17,2.4875
1983-05-18,2.5
1983-05-19,2.525
1983-05-20,2.575
1983-05-23,2.5875
1983-05-24,2.575
1983-05-25,2.675
1983-05-26,2.6125
1983-05-27,2.625
1983-05-31,2.6
1983-06-01,2.6875
1983-06-02,2.725
1983-06-03,2.675
1983-06-06,3.05
1983-06-07,3.1
1983-06-08,3.225
1983-06-09,3.2875
1983-06-10,3.275
1983-06-13,3.275
1983-06-14,3.2
1983-06-15,3.2625
1983-06-16,3.2375
1983-06-17,3.2875
1983-06-20,3.35
1983-06-21,3.35
1983-06-22,3.325
1983-06-23,3.2875
1983-06-24,3.2625
1983-06-27,3.175
1983-06-28,3.1
1983-06-29,3.1
1983-06-30,3.375
1983-07-01,3.45
1983-07-05,3.4375
1983-07-06,3.45
1983-07-07,3.525
1983-07-08,3.475
1983-07-11,3.5
1983-07-12,3.475
1983-07-13,3.475
1983-07-14,3.4875
1983-07-15,3.45
1983-07-18,3.3875
1983-07-19,3.35
1983-07-20,3.4625
1983-07-21,3.4625
1983-07-22,3.475
1983-07-25,3.4875
1983-07-26,3.475
1983-07-27,3.475
1983-07-28,3.375
1983-07-29,3.2875
1983-08-01,3.2375
1983-08-02,3.3
1983-08-03,3.325
1983-08-04,3.3125
1983-08-05,3.325
1983-08-08,3.35
1983-08-09,3.3375
1983-08-10,3.45
1983-08-11,3.45
1983-08-12,3.4875
1983-08-15,3.45
1983-08-16,3.475
1983-08-17,3.45
1983-08-18,3.425
1983-08-19,3.45
1983-08-22,3.4375
1983-08-23,3.425
1983-08-24,3.45
1983-08-25,3.5375
1983-08-26,3.65
1983-08-29,3.7375
1983-08-30,3.7
1983-08-31,3.7
1983-09-01,3.625
1983-09-02,3.6
1983-09-06,3.75
1983-09-07,3.8
1983-09-08,3.85
1983-09-09,3.8625
1983-09-12,3.95
1983-09-13,3.9375
1983-09-14,3.8375
1983-09-15,3.95
1983-09-16,3.9375
1983-09-19,3.9
1983-09-20,3.8875
1983-09-21,3.95
1983-09-22,3.9625
1983-09-23,3.875
1983-09-26,3.9
1983-09-27,3.925
1983-09-28,3.9125
1983-09-29,4.0
1983-09-30,4.1125
1983-10-03,4.0625
1983-10-04,4.125
1983-10-05,4.1125
1983-10-06,4.1125
1983-10-07,4.0875
1983-10-10,4.125
1983-10-11,4.1875
1983-10-12,4.1875
1983-10-13,4.2125
1983-10-14,4.175
1983-10-17,4.1
1983-10-18,4.1
1983-10-19,4.125
1983-10-20,4.1
1983-10-21,4.0375
1983-10-24,4.0125
1983-10-25,4.0375
1983-10-26,4.025
1983-10-27,3.9875
1983-10-28,3.975
1983-10-31,3.9875
1983-11-01,3.875
1983-11-02,3.725
1983-11-03,3.8
1983-11-04,3.775
1983-11-07,3.5
1983-11-08,3.475
1983-11-09,3.775
1983-11-10,3.8125
1983-11-11,3.8
1983-11-14,3.8
1983-11-15,3.775
1983-11-16,3.7625
1983-11-17,3.75
1983-11-18,3.85
1983-11-21,4.025
1983-11-22,4.325
1983-11-23,4.475
1983-11-25,4.5125
1983-11-28,4.55
1983-11-29,4.45
1983-11-30,4.3875
1983-12-01,4.425
1983-12-02,4.425
1983-12-05,4.375
1983-12-06,4.3
1983-12-07,4.375
1983-12-08,4.2625
1983-12-09,4.3125
1983-12-12,4.35
1983-12-13,4.3125
1983-12-14,4.0875
1983-12-15,4.0875
1983-12-16,4.1625
1983-12-19,4.3
1983-12-20,4.2375
1983-12-21,4.15
1983-12-22,4.3375
1983-12-23,4.425
1983-12-27,4.4125
1983-12-28,4.45
1983-12-29,4.4625
1983-12-30,4.5
1984-01-03,4.5625
1984-01-04,4.55
1984-01-05,4.6
1984-01-06,4.575
1984-01-09,4.6
1984-01-10,4.475
1984-01-11,4.325
1984-01-12,4.35
1984-01-13,4.35
1984-01-16,4.45
1984-01-17,4.5
1984-01-18,4.575
1984-01-19,4.525
1984-01-20,4.575
1984-01-23,4.5
1984-01-24,4.625
1984-01-25,4.675
1984-01-26,4.55
1984-01-27,4.55
1984-01-30,4.525
1984-01-31,4.525
1984-02-01,4.55
1984-02-02,4.5
1984-02-03,4.425
1984-02-06,4.4
1984-02-07,4.3
1984-02-08,4.25
1984-02-09,3.9
1984-02-10,3.9
1984-02-13,3.55
1984-02-14,3.65
1984-02-15,3.8
1984-02-16,3.775
1984-02-17,3.75
1984-02-21,3.75
1984-02-22,3.6
1984-02-23,3.55
1984-02-24,3.7
1984-02-27,3.725
1984-02-28,3.8
1984-02-29,3.75
1984-03-01,3.825
1984-03-02,3.775
1984-03-05,3.95
1984-03-06,4.075
1984-03-07,3.8
1984-03-08,3.9
1984-03-09,3.825
1984-03-12,4.075
1984-03-13,4.1
1984-03-14,4.125
1984-03-15,4.15
1984-03-16,4.25
1984-03-19,4.2
1984-03-20,4.15
1984-03-21,4.0
1984-03-22,3.9
1984-03-23,3.85
1984-03-26,3.875
1984-03-27,3.875
1984-03-28,3.975
1984-03-29,3.9
1984-03-30,3.9
1984-04-02,3.875
1984-04-03,3.825
1984-04-04,3.825
1984-04-05,3.7
1984-04-06,3.7
1984-04-09,3.7
1984-04-10,3.7
1984-04-11,3.65
1984-04-12,3.65
1984-04-13,3.8
1984-04-16,3.875
1984-04-17,4.05
1984-04-18,4.125
1984-04-19,4.15
1984-04-23,4.075
1984-04-24,4.025
1984-04-25,4.1
1984-04-26,4.175
1984-04-27,4.125
1984-04-30,4.3
1984-05-01,4.275
1984-05-02,4.25
1984-05-03,4.175
1984-05-04,4.125
1984-05-07,4.175
1984-05-08,4.1
1984-05-09,4.5
1984-05-10,4.7
1984-05-11,4.65
1984-05-14,4.725
1984-05-15,4.8
1984-05-16,4.65
1984-05-17,4.625
1984-05-18,4.575
1984-05-21,4.55
1984-05-22,4.425
1984-05-23,4.25
1984-05-24,3.95
1984-05-25,4.2
1984-05-29,4.2
1984-05-30,4.15
1984-05-31,4.1
1984-06-01,4.15
1984-06-04,4.375
1984-06-05,4.1
1984-06-06,3.875
1984-06-07,3.95
1984-06-08,3.925
1984-06-11,3.85
1984-06-12,3.825
1984-06-13,3.775
1984-06-14,3.775
1984-06-15,3.6
1984-06-18,3.575
1984-06-19,3.6
1984-06-20,3.475
1984-06-21,3.5
1984-06-22,3.45
1984-06-25,3.575
1984-06-26,3.55
1984-06-27,3.75
1984-06-28,3.8
1984-06-29,3.85
1984-07-02,3.675
1984-07-03,3.975
1984-07-05,3.975
1984-07-06,3.925
1984-07-09,3.875
1984-07-10,3.9
1984-07-11,3.8
1984-07-12,3.9
1984-07-13,3.825
1984-07-16,3.825
1984-07-17,3.85
1984-07-18,3.8
1984-07-19,3.675
1984-07-20,3.525
1984-07-23,3.35
1984-07-24,3.475
1984-07-25,3.3
1984-07-26,3.45
1984-07-27,3.425
1984-07-30,3.55
1984-07-31,3.825
1984-08-01,3.85
1984-08-02,3.85
1984-08-03,4.15
1984-08-06,4.025
1984-08-07,4.1
1984-08-08,4.225
1984-08-09,4.35
1984-08-10,4.25
1984-08-13,4.275
1984-08-14,4.55
1984-08-15,4.675
1984-08-16,4.475
1984-08-17,4.55
1984-08-20,4.525
1984-08-21,4.55
1984-08-22,4.4
1984-08-23,4.35
1984-08-24,4.5
1984-08-27,4.525
1984-08-28,4.275
1984-08-29,4.45
1984-08-30,4.575
1984-08-31,4.55
1984-09-04,4.425
1984-09-05,4.45
1984-09-06,4.5
1984-09-07,4.7
1984-09-10,4.65
1984-09-11,4.675
1984-09-12,4.6
1984-09-13,4.6
1984-09-14,4.575
1984-09-17,4.775
1984-09-18,4.85
1984-09-19,4.875
1984-09-20,4.9
1984-09-21,5.3
1984-09-24,5.35
1984-09-25,5.275
1984-09-26,5.275
1984-09-27,5.375
1984-09-28,5.375
1984-10-01,5.425
1984-10-02,5.4
1984-10-03,5.575
1984-10-04,5.625
1984-10-05,5.65
1984-10-08,5.6
1984-10-09,5.65
1984-10-10,5.6
1984-10-11,5.6
1984-10-12,5.5
1984-10-15,5.375
1984-10-16,5.2
1984-10-17,4.95
1984-10-18,5.45
1984-10-19,5.35
1984-10-22,5.25
1984-10-23,5.3
1984-10-24,5.325
1984-10-25,5.325
1984-10-26,5.275
1984-10-29,5.275
1984-10-30,5.225
1984-10-31,5.2
1984-11-01,5.2
1984-11-02,5.175
1984-11-05,5.175
1984-11-06,5.25
1984-11-07,5.15
1984-11-08,5.225
1984-11-09,5.2
1984-11-12,5.125
1984-11-13,5.125
1984-11-14,4.95
1984-11-15,4.925
1984-11-16,4.925
1984-11-19,4.85
1984-11-20,4.95
1984-11-21,5.15
1984-11-23,5.3
1984-11-26,5.2
1984-11-27,5.2
1984-11-28,5.15
1984-11-29,5.15
1984-11-30,5.2
1984-12-03,5.05
1984-12-04,5.1
1984-12-05,4.975
1984-12-06,5.075
1984-12-07,5.05
1984-12-10,5.05
1984-12-11,5.3
1984-12-12,5.6
1984-12-13,5.475
1984-12-14,5.45
1984-12-17,5.325
1984-12-18,5.2
1984-12-19,5.2
1984-12-20,5.125
1984-12-21,5.2
1984-12-24,5.275
1984-12-26,5.3
1984-12-27,5.3
1984-12-28,4.95
1984-12-31,5.0
1985-01-02,4.825
1985-01-03,4.9
1985-01-04,4.8
1985-01-07,4.925
1985-01-08,4.9
1985-01-09,4.875
1985-01-10,4.7
1985-01-11,4.75
1985-01-14,4.825
1985-01-15,4.85
1985-01-16,5.1
1985-01-17,5.15
1985-01-18,5.125
1985-01-21,5.025
1985-01-22,4.975
1985-01-23,4.975
1985-01-24,4.95
1985-01-25,4.925
1985-01-28,4.975
1985-01-29,5.0
1985-01-30,4.925
