Date,WTRH
2018-02-14,9.96
2018-02-15,9.96
2018-02-16,9.95
2018-02-20,10.03
2018-02-21,10.03
2018-02-22,10.03
2018-02-23,10.1
2018-02-26,9.97
2018-02-27,9.98
2018-02-28,9.98
2018-03-01,9.97
2018-03-02,10.09
2018-03-05,10.04
2018-03-06,10.02
2018-03-07,10.05
2018-03-08,10.05
2018-03-09,10.05
2018-03-12,10.05
2018-03-13,10.05
2018-03-14,10.05
2018-03-15,10.05
2018-03-16,10.02
2018-03-19,10.02
2018-03-20,10.03
2018-03-21,10.04
2018-03-22,10.04
2018-03-23,10.03
2018-03-26,10.03
2018-03-27,10.04
2018-03-28,10.036
2018-03-29,10.04
2018-04-02,10.04
2018-04-03,10.038
2018-04-04,10.03
2018-04-05,10.03
2018-04-06,10.03
2018-04-09,10.06
2018-04-10,10.06
2018-04-11,10.06
2018-04-12,10.06
2018-04-13,10.06
2018-04-16,10.07
2018-04-17,10.06
2018-04-18,10.05
2018-04-19,10.058
2018-04-20,10.05
2018-04-23,10.08
2018-04-24,10.04
2018-04-25,10.09
2018-04-26,10.08
2018-04-27,10.06
2018-04-30,10.06
2018-05-01,10.07
2018-05-02,10.07
2018-05-03,10.05
2018-05-04,10.05
2018-05-07,10.05
2018-05-08,10.07
2018-05-09,10.07
2018-05-10,10.07
2018-05-11,10.08
2018-05-14,10.1
2018-05-15,10.11
2018-05-16,10.1
2018-05-17,10.17
2018-05-18,10.16
2018-05-21,10.16
2018-05-22,10.19
2018-05-23,10.138
2018-05-24,10.141
2018-05-25,10.15
2018-05-29,10.17
2018-05-30,10.19
2018-05-31,10.19
2018-06-01,10.19
2018-06-04,10.15
2018-06-05,10.15
2018-06-06,10.12
2018-06-07,10.14
2018-06-08,10.14
2018-06-11,10.13
2018-06-12,10.14
2018-06-13,10.14
2018-06-14,10.12
2018-06-15,10.12
2018-06-18,10.14
2018-06-19,10.14
2018-06-20,10.13
2018-06-21,10.128
2018-06-22,10.14
2018-06-25,10.12
2018-06-26,10.13
2018-06-27,10.13
2018-06-28,10.14
2018-06-29,10.13
2018-07-02,10.13
2018-07-03,10.14
2018-07-05,10.14
2018-07-06,10.13
2018-07-09,10.14
2018-07-10,10.14
2018-07-11,10.1
2018-07-12,10.14
2018-07-13,10.123
2018-07-16,10.12
2018-07-17,10.11
2018-07-18,10.12
2018-07-19,10.1
2018-07-20,10.11
2018-07-23,10.1
2018-07-24,10.12
2018-07-25,10.11
2018-07-26,10.1
2018-07-27,10.11
2018-07-30,10.12
2018-07-31,10.14
2018-08-01,10.12
2018-08-02,10.17
2018-08-03,10.16
2018-08-06,10.15
2018-08-07,10.15
2018-08-08,10.15
2018-08-09,10.15
2018-08-10,10.14
2018-08-13,10.13
2018-08-14,10.11
2018-08-15,10.11
2018-08-16,10.135
2018-08-17,10.13
2018-08-20,10.14
2018-08-21,10.165
2018-08-22,10.155
2018-08-23,10.18
2018-08-24,10.17
2018-08-27,10.13
2018-08-28,10.16
2018-08-29,10.18
2018-08-30,10.2
2018-08-31,10.22
2018-09-04,10.22
2018-09-05,10.21
2018-09-06,10.22
2018-09-07,10.2
2018-09-10,10.2
2018-09-11,10.25
2018-09-12,10.25
2018-09-13,10.25
2018-09-14,10.25
2018-09-17,10.22
2018-09-18,10.22
2018-09-19,10.21
2018-09-20,10.25
2018-09-21,10.25
2018-09-24,10.27
2018-09-25,10.43
2018-09-26,10.85
2018-09-27,10.865
2018-09-28,10.84
2018-10-01,11.36
2018-10-02,12.03
2018-10-03,11.97
2018-10-04,11.76
2018-10-05,12.59
2018-10-08,12.59
2018-10-09,12.43
2018-10-10,11.25
2018-10-11,11.73
2018-10-12,11.84
2018-10-15,11.67
2018-10-16,11.86
2018-10-17,11.87
2018-10-18,11.8
2018-10-19,11.96
2018-10-22,11.97
2018-10-23,11.89
2018-10-24,11.93
2018-10-25,11.8
2018-10-26,11.36
2018-10-29,11.31
2018-10-30,11.14
2018-10-31,11.16
2018-11-01,11.35
2018-11-02,11.39
2018-11-05,11.39
2018-11-06,11.22
2018-11-07,10.99
2018-11-08,10.78
2018-11-09,10.83
2018-11-12,10.86
2018-11-13,10.85
2018-11-14,11.31
2018-11-15,11.94
2018-11-16,11.81
2018-11-19,11.88
2018-11-20,11.25
2018-11-21,11.0
2018-11-23,10.55
2018-11-26,10.82
2018-11-27,10.6
2018-11-28,11.42
2018-11-29,11.63
2018-11-30,11.54
2018-12-03,12.0
2018-12-04,11.68
2018-12-06,11.6
2018-12-07,11.43
2018-12-10,11.5
2018-12-11,11.26
2018-12-12,11.5
2018-12-13,11.23
2018-12-14,11.045
2018-12-17,11.14
2018-12-18,11.14
2018-12-19,10.28
2018-12-20,10.2
2018-12-21,10.55
2018-12-24,10.35
2018-12-26,11.14
2018-12-27,10.7
2018-12-28,10.52
2018-12-31,11.15
2019-01-02,10.83
2019-01-03,11.14
2019-01-04,11.4
2019-01-07,11.87
2019-01-08,11.69
2019-01-09,11.74
2019-01-10,11.7
2019-01-11,11.74
2019-01-14,11.65
2019-01-15,11.75
2019-01-16,11.75
2019-01-17,11.95
2019-01-18,12.09
2019-01-22,11.8
2019-01-23,11.97
2019-01-24,12.05
2019-01-25,12.3
2019-01-28,11.9
2019-01-29,12.1
2019-01-30,12.15
2019-01-31,12.25
2019-02-01,12.2
2019-02-04,12.12
2019-02-05,11.83
2019-02-06,12.4
2019-02-07,11.69
2019-02-08,12.2
2019-02-11,12.06
2019-02-12,11.88
2019-02-13,12.11
2019-02-14,12.05
2019-02-15,11.8
2019-02-19,11.54
2019-02-20,11.5
2019-02-21,10.99
2019-02-22,11.09
2019-02-25,10.99
2019-02-26,10.48
2019-02-27,10.67
2019-02-28,10.66
2019-03-01,10.79
2019-03-04,10.97
2019-03-05,11.09
2019-03-06,11.43
2019-03-07,11.02
2019-03-08,11.18
2019-03-11,12.75
2019-03-12,13.5
2019-03-13,14.15
2019-03-14,13.95
2019-03-15,13.86
2019-03-18,13.81
2019-03-19,13.86
2019-03-20,12.79
2019-03-21,12.79
2019-03-22,12.33
2019-03-25,12.55
2019-03-26,12.12
2019-03-27,11.93
2019-03-28,11.99
2019-03-29,12.29
2019-04-01,12.55
2019-04-02,12.25
2019-04-03,12.56
2019-04-04,12.45
2019-04-05,11.99
2019-04-08,11.81
2019-04-09,11.49
2019-04-10,11.4
2019-04-11,11.11
2019-04-12,11.2
2019-04-15,11.0
2019-04-16,11.07
2019-04-17,11.2
2019-04-18,11.0
2019-04-22,10.95
2019-04-23,10.96
2019-04-24,10.59
2019-04-25,10.79
2019-04-26,10.55
2019-04-29,10.35
2019-04-30,9.76
2019-05-01,9.52
2019-05-02,8.96
2019-05-03,9.21
2019-05-06,9.21
2019-05-07,8.94
2019-05-08,9.08
2019-05-09,9.05
2019-05-10,9.21
2019-05-13,8.96
2019-05-14,8.36
2019-05-15,8.14
2019-05-16,7.81
2019-05-17,7.45
2019-05-20,7.01
2019-05-21,6.85
2019-05-22,7.18
2019-05-23,7.33
2019-05-24,7.12
2019-05-28,7.08
2019-05-29,6.79
2019-05-30,6.74
2019-05-31,7.0
2019-06-03,6.54
2019-06-04,6.65
2019-06-05,6.32
2019-06-06,5.68
2019-06-07,6.04
2019-06-10,6.11
2019-06-11,6.3
2019-06-12,6.15
2019-06-13,6.65
2019-06-14,6.43
2019-06-17,6.34
2019-06-18,6.24
2019-06-19,6.1
2019-06-20,5.98
2019-06-21,5.52
2019-06-24,5.86
2019-06-25,6.03
2019-06-26,6.3
2019-06-27,5.98
2019-06-28,6.29
2019-07-01,6.35
2019-07-02,6.4
2019-07-03,6.3
2019-07-05,6.17
2019-07-08,5.87
2019-07-09,6.15
2019-07-10,6.33
2019-07-11,6.31
2019-07-12,6.01
2019-07-15,5.57
2019-07-16,5.26
2019-07-17,5.14
2019-07-18,5.0
2019-07-19,5.23
2019-07-22,5.07
2019-07-23,4.72
2019-07-24,5.28
2019-07-25,4.87
2019-07-26,5.02
2019-07-29,5.08
2019-07-30,4.68
2019-07-31,4.59
2019-08-01,4.33
2019-08-02,3.9
2019-08-05,3.99
2019-08-06,3.9
2019-08-07,3.71
2019-08-08,3.76
2019-08-09,1.89
2019-08-12,1.82
2019-08-13,1.72
2019-08-14,1.64
2019-08-15,1.61
2019-08-16,1.45
2019-08-19,1.44
2019-08-20,1.38
2019-08-21,1.85
2019-08-22,2.0
2019-08-23,1.87
2019-08-26,2.15
2019-08-27,1.92
2019-08-28,1.95
2019-08-29,1.77
2019-08-30,1.73
2019-09-03,1.73
2019-09-04,1.69
2019-09-05,1.75
2019-09-06,1.74
2019-09-09,1.7
2019-09-10,1.78
2019-09-11,1.8
2019-09-12,1.83
2019-09-13,1.69
2019-09-16,1.68
2019-09-17,1.64
2019-09-18,1.62
2019-09-19,1.6
2019-09-20,1.55
2019-09-23,1.54
2019-09-24,1.435
2019-09-25,1.425
2019-09-26,1.34
2019-09-27,1.38
2019-09-30,1.285
2019-10-01,1.33
2019-10-02,1.28
2019-10-03,1.26
2019-10-04,1.17
2019-10-07,1.15
2019-10-08,1.15
2019-10-09,1.11
2019-10-10,1.07
2019-10-11,1.17
2019-10-14,1.07
2019-10-15,1.11
2019-10-16,1.11
2019-10-17,0.617
2019-10-18,0.612
2019-10-21,0.57
2019-10-22,0.578
2019-10-23,0.564
2019-10-24,0.618
2019-10-25,0.54
2019-10-28,0.47
2019-10-29,0.425
2019-10-30,0.435
2019-10-31,0.435
2019-11-01,0.458
2019-11-04,0.517
2019-11-05,0.459
2019-11-06,0.467
2019-11-07,0.45
2019-11-08,0.278
2019-11-11,0.251
2019-11-12,0.254
2019-11-13,0.24
2019-11-14,0.25
2019-11-15,0.285
2019-11-18,0.36
2019-11-19,0.372
2019-11-20,0.352
2019-11-21,0.359
2019-11-22,0.365
2019-11-25,0.376
2019-11-26,0.37
2019-11-27,0.376
2019-11-29,0.38
2019-12-02,0.425
2019-12-03,0.467
2019-12-04,0.516
2019-12-05,0.45
2019-12-06,0.47
2019-12-09,0.462
2019-12-10,0.472
2019-12-11,0.452
2019-12-12,0.439
2019-12-13,0.416
2019-12-16,0.41
2019-12-17,0.377
2019-12-18,0.369
2019-12-19,0.34
2019-12-20,0.342
2019-12-23,0.329
2019-12-24,0.34
2019-12-26,0.358
2019-12-27,0.329
2019-12-30,0.3
2019-12-31,0.322
2020-01-02,0.343
2020-01-03,0.369
2020-01-06,0.38
2020-01-07,0.485
2020-01-08,0.499
2020-01-09,0.418
2020-01-10,0.394
2020-01-13,0.37
2020-01-14,0.354
2020-01-15,0.378
2020-01-16,0.401
2020-01-17,0.417
2020-01-21,0.39
2020-01-22,0.38
2020-01-23,0.388
2020-01-24,0.373
2020-01-27,0.378
2020-01-28,0.379
2020-01-29,0.36
2020-01-30,0.349
2020-01-31,0.344
2020-02-03,0.323
2020-02-04,0.322
2020-02-05,0.324
2020-02-06,0.314
2020-02-07,0.338
2020-02-10,0.332
2020-02-11,0.352
2020-02-12,0.349
2020-02-13,0.339
2020-02-14,0.336
2020-02-18,0.385
2020-02-19,0.389
2020-02-20,0.397
2020-02-21,0.394
2020-02-24,0.371
2020-02-25,0.353
2020-02-26,0.355
2020-02-27,0.348
2020-02-28,0.359
2020-03-02,0.341
2020-03-03,0.387
2020-03-04,0.375
2020-03-05,0.39
2020-03-06,0.405
2020-03-09,0.35
2020-03-10,0.407
2020-03-11,0.364
2020-03-12,0.31
2020-03-13,0.315
2020-03-16,0.551
2020-03-17,0.76
2020-03-18,1.97
2020-03-19,2.6
2020-03-20,1.22
2020-03-23,1.56
2020-03-24,1.42
2020-03-25,1.2
2020-03-26,1.45
2020-03-27,1.3
2020-03-30,1.28
2020-03-31,1.23
2020-04-01,1.13
2020-04-02,0.97
2020-04-03,0.87
2020-04-06,1.0
2020-04-07,1.05
2020-04-08,0.99
2020-04-09,0.993
2020-04-13,1.04
2020-04-14,1.1
2020-04-15,1.2
2020-04-16,1.13
2020-04-17,1.12
2020-04-20,1.01
2020-04-21,1.0
2020-04-22,1.04
2020-04-23,1.13
2020-04-24,1.11
2020-04-27,1.09
2020-04-28,1.17
2020-04-29,1.24
2020-04-30,1.34
2020-05-01,1.33
2020-05-04,1.74
2020-05-05,1.59
2020-05-06,1.62
2020-05-07,2.34
2020-05-08,2.6
