Date,KG
2013-04-10,0.108
2013-04-11,0.108
2013-04-12,0.108
2013-04-15,0.108
2013-04-16,0.108
2013-04-17,0.108
2013-04-18,0.108
2013-04-19,0.108
2013-04-22,0.108
2013-04-23,0.108
2013-04-24,0.108
2013-04-25,0.108
2013-04-26,0.108
2013-04-29,0.108
2013-04-30,0.108
2013-05-01,0.108
2013-05-02,0.108
2013-05-03,0.108
2013-05-06,0.108
2013-05-07,0.108
2013-05-08,0.108
2013-05-09,0.108
2013-05-10,0.108
2013-05-13,0.108
2013-05-14,0.108
2013-05-15,0.105
2013-05-16,0.105
2013-05-17,0.105
2013-05-20,0.105
2013-05-21,0.109
2013-05-22,0.109
2013-05-23,0.109
2013-05-24,0.109
2013-05-28,0.1
2013-05-29,0.1
2013-05-30,0.1
2013-05-31,0.1
2013-06-03,0.108
2013-06-04,0.098
2013-06-05,0.098
2013-06-06,0.098
2013-06-07,0.098
2013-06-10,0.098
2013-06-11,0.098
2013-06-12,0.1
2013-06-13,0.107
2013-06-14,0.107
2013-06-17,0.107
2013-06-18,0.107
2013-06-19,0.107
2013-06-20,0.108
2013-06-21,0.11
2013-06-24,0.11
2013-06-25,0.11
2013-06-26,0.11
2013-06-27,0.11
2013-06-28,0.11
2013-07-01,0.11
2013-07-02,0.11
2013-07-03,0.11
2013-07-05,0.11
2013-07-08,0.11
2013-07-09,0.11
2013-07-10,0.11
2013-07-11,0.11
2013-07-12,0.11
2013-07-15,0.117
2013-07-16,0.117
2013-07-17,0.117
2013-07-18,0.108
2013-07-19,0.118
2013-07-22,0.118
2013-07-23,0.118
2013-07-24,0.118
2013-07-25,0.118
2013-07-26,0.118
2013-07-29,0.118
2013-07-30,0.118
2013-07-31,0.118
2013-08-01,0.118
2013-08-02,0.118
2013-08-05,0.118
2013-08-06,0.118
2013-08-07,0.118
2013-08-08,0.118
2013-08-09,0.118
2013-08-12,0.118
2013-08-13,0.127
2013-08-14,0.127
2013-08-15,0.127
2013-08-16,0.127
2013-08-19,0.138
2013-08-20,0.15
2013-08-21,0.15
2013-08-22,0.164
2013-08-23,0.164
2013-08-26,0.178
2013-08-27,0.178
2013-08-28,0.194
2013-08-29,0.212
2013-08-30,0.232
2013-09-03,0.232
2013-09-04,0.232
2013-09-05,0.232
2013-09-06,0.232
2013-09-09,0.232
2013-09-10,0.229
2013-09-11,0.251
2013-09-12,0.273
2013-09-13,0.273
2013-09-16,0.273
2013-09-17,0.251
2013-09-18,0.264
2013-09-19,0.274
2013-09-20,0.274
2013-09-23,0.274
2013-09-24,0.274
2013-09-25,0.274
2013-09-26,0.274
2013-09-27,0.274
2013-09-30,0.274
2013-10-01,0.274
2013-10-02,0.271
2013-10-03,0.271
2013-10-04,0.271
2013-10-07,0.271
2013-10-08,0.271
2013-10-09,0.271
2013-10-10,0.271
2013-10-11,0.271
2013-10-14,0.271
2013-10-15,0.271
2013-10-16,0.271
2013-10-17,0.271
2013-10-18,0.271
2013-10-21,0.271
2013-10-22,0.271
2013-10-23,0.271
2013-10-24,0.271
2013-10-25,0.271
2013-10-28,0.271
2013-10-29,0.271
2013-10-30,0.271
2013-10-31,0.271
2013-11-01,0.289
2013-11-04,0.289
2013-11-05,0.289
2013-11-06,0.289
2013-11-07,0.289
2013-11-08,0.289
2013-11-11,0.289
2013-11-12,0.289
2013-11-13,0.289
2013-11-14,0.272
2013-11-15,0.272
2013-11-18,0.272
2013-11-19,0.272
2013-11-20,0.255
2013-11-21,0.24
2013-11-22,0.256
2013-11-25,0.252
2013-11-26,0.252
2013-11-27,0.227
2013-11-29,0.232
2013-12-02,0.247
2013-12-03,0.247
2013-12-04,0.25
2013-12-05,0.274
2013-12-06,0.274
2013-12-09,0.274
2013-12-10,0.274
2013-12-11,0.274
2013-12-12,0.274
2013-12-13,0.274
2013-12-16,0.274
2013-12-17,0.274
2013-12-18,0.274
2013-12-19,0.193
2013-12-20,0.209
2013-12-23,0.209
2013-12-24,0.209
2013-12-26,0.209
2013-12-27,0.209
2013-12-30,0.213
2013-12-31,0.213
2014-01-02,0.213
2014-01-03,0.213
2014-01-06,0.213
2014-01-07,0.213
2014-01-08,0.22
2014-01-09,0.215
2014-01-10,0.215
2014-01-13,0.215
2014-01-14,0.21
2014-01-15,0.213
2014-01-16,0.21
2014-01-17,0.195
2014-01-21,0.205
2014-01-22,0.205
2014-01-23,0.205
2014-01-24,0.205
2014-01-27,0.205
2014-01-28,0.205
2014-01-29,0.205
2014-01-30,0.205
2014-01-31,0.205
2014-02-03,0.205
2014-02-04,0.205
2014-02-05,0.185
2014-02-06,0.196
2014-02-07,0.196
2014-02-10,0.196
2014-02-11,0.194
2014-02-12,0.194
2014-02-13,0.194
2014-02-14,0.194
2014-02-18,0.208
2014-02-19,0.208
2014-02-20,0.208
2014-02-21,0.208
2014-02-24,0.208
2014-02-25,0.227
2014-02-26,0.219
2014-02-27,0.218
2014-02-28,0.218
2014-03-03,0.218
2014-03-04,0.198
2014-03-05,0.189
2014-03-06,0.189
2014-03-07,0.207
2014-03-10,0.207
2014-03-11,0.207
2014-03-12,0.214
2014-03-13,0.214
2014-03-14,0.214
2014-03-17,0.214
2014-03-18,0.214
2014-03-19,0.219
2014-03-20,0.219
2014-03-21,0.219
2014-03-24,0.223
2014-03-25,0.223
2014-03-26,0.223
2014-03-27,0.223
2014-03-28,0.223
2014-03-31,0.223
2014-04-01,0.223
2014-04-02,0.22
2014-04-03,0.22
2014-04-04,0.22
2014-04-07,0.22
2014-04-08,0.22
2014-04-09,0.22
2014-04-10,0.22
2014-04-11,0.22
2014-04-14,0.22
2014-04-15,0.22
2014-04-16,0.22
2014-04-17,0.22
2014-04-21,0.22
2014-04-22,0.22
2014-04-23,0.22
2014-04-24,0.22
2014-04-25,0.22
2014-04-28,0.22
2014-04-29,0.22
2014-04-30,0.22
2014-05-01,0.22
2014-05-02,0.22
2014-05-05,0.22
2014-05-06,0.22
2014-05-07,0.22
2014-05-08,0.22
2014-05-09,0.22
2014-05-12,0.22
2014-05-13,0.22
2014-05-14,0.22
2014-05-15,0.22
2014-05-16,0.22
2014-05-19,0.22
2014-05-20,0.22
2014-05-21,0.22
2014-05-22,0.22
2014-05-23,0.22
2014-05-27,0.22
2014-05-28,0.22
2014-05-29,0.22
2014-05-30,0.22
2014-06-02,0.22
2014-06-03,0.22
2014-06-04,0.22
2014-06-05,0.22
2014-06-06,0.22
2014-06-09,0.22
2014-06-10,0.2
2014-06-11,0.2
2014-06-12,0.2
2014-06-13,0.2
2014-06-16,0.2
2014-06-17,0.2
2014-06-18,0.2
2014-06-19,0.2
2014-06-20,0.2
2014-06-23,0.2
2014-06-24,0.2
2014-06-25,0.2
2014-06-26,0.2
2014-06-27,0.2
2014-06-30,0.2
2014-07-01,0.2
2014-07-02,0.2
2014-07-03,0.2
2014-07-07,0.2
2014-07-08,0.2
2014-07-09,0.2
2014-07-10,0.2
2014-07-11,0.2
2014-07-14,0.2
2014-07-15,0.2
2014-07-16,0.2
2014-07-17,0.2
2014-07-18,0.2
2014-07-21,0.2
2014-07-22,0.209
2014-07-23,0.209
2014-07-24,0.209
2014-07-25,0.209
2014-07-28,0.209
2014-07-29,0.209
2014-07-30,0.209
2014-07-31,0.209
2014-08-01,0.209
2014-08-04,0.209
2014-08-05,0.209
2014-08-06,0.209
2014-08-07,0.209
2014-08-08,0.209
2014-08-11,0.209
2014-08-12,0.209
2014-08-13,0.209
2014-08-14,0.209
2014-08-15,0.209
2014-08-18,0.209
2014-08-19,0.209
2014-08-20,0.209
2014-08-21,0.209
2014-08-22,0.209
2014-08-25,0.209
2014-08-26,0.209
2014-08-27,0.209
2014-08-28,0.209
2014-08-29,0.209
2014-09-02,0.209
2014-09-03,0.209
2014-09-04,0.209
2014-09-05,0.209
2014-09-08,0.209
2014-09-09,0.209
2014-09-10,0.209
2014-09-11,0.209
2014-09-12,0.209
2014-09-15,0.209
2014-09-16,0.209
2014-09-17,0.209
2014-09-18,0.209
2014-09-19,0.209
2014-09-22,0.209
2014-09-23,0.209
2014-09-24,0.209
2014-09-25,0.209
2014-09-26,0.209
2014-09-29,0.209
2014-09-30,0.209
2014-10-01,0.209
2014-10-02,0.209
2014-10-03,0.209
2014-10-06,0.209
2014-10-07,0.209
2014-10-08,0.209
2014-10-09,0.19
2014-10-10,0.19
2014-10-13,0.205
2014-10-14,0.205
2014-10-15,0.205
2014-10-16,0.205
2014-10-17,0.205
2014-10-20,0.205
2014-10-21,0.205
2014-10-22,0.185
2014-10-23,0.185
2014-10-24,0.185
2014-10-27,0.185
2014-10-28,0.185
2014-10-29,0.185
2014-10-30,0.2
2014-10-31,0.215
2014-11-03,0.215
2014-11-04,0.195
2014-11-05,0.195
2014-11-06,0.195
2014-11-07,0.195
2014-11-10,0.195
2014-11-11,0.198
2014-11-12,0.198
2014-11-13,0.198
2014-11-14,0.198
2014-11-17,0.198
2014-11-18,0.198
2014-11-19,0.198
2014-11-20,0.198
2014-11-21,0.198
2014-11-24,0.198
2014-11-25,0.198
2014-11-26,0.198
2014-11-28,0.198
2014-12-01,0.198
2014-12-02,0.198
2014-12-03,0.198
2014-12-04,0.198
2014-12-05,0.198
2014-12-08,0.198
2014-12-09,0.198
2014-12-10,0.198
2014-12-11,0.198
2014-12-12,0.198
2014-12-15,0.203
2014-12-16,0.203
2014-12-17,0.203
2014-12-18,0.203
2014-12-19,0.203
2014-12-22,0.203
2014-12-23,0.203
2014-12-24,0.203
2014-12-26,0.203
2014-12-29,0.203
2014-12-30,0.203
2014-12-31,0.203
2015-01-02,0.203
2015-01-05,0.203
2015-01-06,0.203
2015-01-07,0.203
2015-01-08,0.203
2015-01-09,0.203
2015-01-12,0.203
2015-01-13,0.203
2015-01-14,0.203
2015-01-15,0.203
2015-01-16,0.203
2015-01-20,0.183
2015-01-21,0.183
2015-01-22,0.186
2015-01-23,0.186
2015-01-26,0.186
2015-01-27,0.186
2015-01-28,0.186
2015-01-29,0.186
2015-01-30,0.186
2015-02-02,0.186
2015-02-03,0.186
2015-02-04,0.186
2015-02-05,0.186
2015-02-06,0.186
2015-02-09,0.186
2015-02-10,0.186
2015-02-11,0.186
2015-02-12,0.186
2015-02-13,0.186
2015-02-17,0.186
2015-02-18,0.186
2015-02-19,0.186
2015-02-20,0.186
2015-02-23,0.186
2015-02-24,0.186
2015-02-25,0.186
2015-02-26,0.186
2015-02-27,0.186
2015-03-02,0.186
2015-03-03,0.186
2015-03-04,0.186
2015-03-05,0.186
2015-03-06,0.186
2015-03-09,0.186
2015-03-10,0.18
2015-03-11,0.18
2015-03-12,0.18
2015-03-13,0.18
2015-03-16,0.18
2015-03-17,0.18
2015-03-18,0.18
2015-03-19,0.18
2015-03-20,0.18
2015-03-23,0.18
2015-03-24,0.18
2015-03-25,0.18
2015-03-26,0.18
2015-03-27,0.18
2015-03-30,0.18
2015-03-31,0.18
2015-04-01,0.18
2015-04-02,0.18
2015-04-06,0.18
2015-04-07,0.18
2015-04-08,0.18
2015-04-09,0.18
2015-04-10,0.18
2015-04-13,0.18
2015-04-14,0.18
2015-04-15,0.18
2015-04-16,0.18
2015-04-17,0.172
2015-04-20,0.155
2015-04-21,0.135
2015-04-22,0.124
2015-04-23,0.124
2015-04-24,0.147
2015-04-27,0.147
2015-04-28,0.147
2015-04-29,0.147
2015-04-30,0.161
2015-05-01,0.161
2015-05-04,0.161
2015-05-05,0.156
2015-05-06,0.156
2015-05-07,0.156
2015-05-08,0.156
2015-05-11,0.169
2015-05-12,0.169
2015-05-13,0.169
2015-05-14,0.169
2015-05-15,0.169
2015-05-18,0.169
2015-05-19,0.169
2015-05-20,0.169
2015-05-21,0.169
2015-05-22,0.169
2015-05-26,0.169
2015-05-27,0.169
2015-05-28,0.169
2015-05-29,0.169
2015-06-01,0.169
2015-06-02,0.169
2015-06-03,0.169
2015-06-04,0.169
2015-06-05,0.169
2015-06-08,0.169
2015-06-09,0.169
2015-06-10,0.169
2015-06-11,0.169
2015-06-12,0.169
2015-06-15,0.169
2015-06-16,0.169
2015-06-17,0.169
2015-06-18,0.169
2015-06-19,0.169
2015-06-22,0.169
2015-06-23,0.169
2015-06-24,0.169
2015-06-25,0.169
2015-06-26,0.169
2015-06-29,0.169
2015-06-30,0.169
2015-07-01,0.169
2015-07-02,0.169
2015-07-06,0.169
2015-07-07,0.169
2015-07-08,0.169
2015-07-09,0.169
2015-07-10,0.169
2015-07-13,0.169
2015-07-14,0.169
2015-07-15,0.169
2015-07-16,0.169
2015-07-17,0.169
2015-07-20,0.169
2015-07-21,0.169
2015-07-22,0.169
2015-07-23,0.169
2015-07-24,0.169
2015-07-27,0.169
2015-07-28,0.169
2015-07-29,0.169
2015-07-30,0.169
2015-07-31,0.169
2015-08-03,0.169
2015-08-04,0.169
2015-08-05,0.169
2015-08-06,0.169
2015-08-07,0.169
2015-08-10,0.169
2015-08-11,0.169
2015-08-12,0.169
2015-08-13,0.169
2015-08-14,0.169
2015-08-17,0.169
2015-08-18,0.169
2015-08-19,0.169
2015-08-20,0.169
2015-08-21,0.169
2015-08-24,0.169
2015-08-25,0.169
2015-08-26,0.169
2015-08-27,0.169
2015-08-28,0.169
2015-08-31,0.169
2015-09-01,0.169
2015-09-02,0.169
2015-09-03,0.169
2015-09-04,0.169
2015-09-08,0.169
2015-09-09,0.169
2015-09-10,0.169
2015-09-11,0.169
2015-09-14,0.169
2015-09-15,0.169
2015-09-16,0.169
2015-09-17,0.169
2015-09-18,0.169
2015-09-21,0.169
2015-09-22,0.169
2015-09-23,0.169
2015-09-24,0.169
2015-09-25,0.169
2015-09-28,0.169
2015-09-29,0.169
2015-09-30,0.169
2015-10-01,0.169
2015-10-02,0.169
2015-10-05,0.169
2015-10-06,0.169
2015-10-07,0.169
2015-10-08,0.169
2015-10-09,0.169
2015-10-12,0.169
2015-10-13,0.169
2015-10-14,0.169
2015-10-15,0.169
2015-10-16,0.169
2015-10-19,0.169
2015-10-20,0.169
2015-10-21,0.169
2015-10-22,0.136
2015-10-23,0.148
2015-10-26,0.148
2015-10-27,0.148
2015-10-28,0.148
2015-10-29,0.148
2015-10-30,0.148
2015-11-02,0.148
2015-11-03,0.148
2015-11-04,0.148
2015-11-05,0.148
2015-11-06,0.148
2015-11-09,0.148
2015-11-10,0.148
2015-11-11,0.148
2015-11-12,0.148
2015-11-13,0.148
2015-11-16,0.148
2015-11-17,0.148
2015-11-18,0.148
2015-11-19,0.148
2015-11-20,0.148
2015-11-23,0.148
2015-11-24,0.148
2015-11-25,0.148
2015-11-27,0.148
2015-11-30,0.148
2015-12-01,0.148
2015-12-02,0.148
2015-12-03,0.148
2015-12-04,0.148
2015-12-07,0.148
2015-12-08,0.148
2015-12-09,0.148
2015-12-10,0.148
2015-12-11,0.148
2015-12-14,0.148
2015-12-15,0.148
2015-12-16,0.148
2015-12-17,0.148
2015-12-18,0.148
2015-12-21,0.148
2015-12-22,0.148
2015-12-23,0.148
2015-12-24,0.148
2015-12-28,0.148
2015-12-29,0.148
2015-12-30,0.148
2015-12-31,0.148
2016-01-04,0.148
2016-01-05,0.148
2016-01-06,0.148
2016-01-07,0.148
2016-01-08,0.148
2016-01-11,0.148
2016-01-12,0.148
2016-01-13,0.148
2016-01-14,0.148
2016-01-15,0.148
2016-01-19,0.148
2016-01-20,0.148
2016-01-21,0.148
2016-01-22,0.148
2016-01-25,0.148
2016-01-26,0.148
2016-01-27,0.148
2016-01-28,0.148
2016-01-29,0.148
2016-02-01,0.148
2016-02-02,0.148
2016-02-03,0.148
2016-02-04,0.148
2016-02-05,0.148
2016-02-08,0.148
2016-02-09,0.148
2016-02-10,0.148
2016-02-11,0.148
2016-02-12,0.148
2016-02-16,0.148
2016-02-17,0.148
2016-02-18,0.148
2016-02-19,0.148
2016-02-22,0.148
2016-02-23,0.145
2016-02-24,0.145
2016-02-25,0.145
2016-02-26,0.145
2016-02-29,0.131
2016-03-01,0.144
2016-03-02,0.144
2016-03-03,0.142
2016-03-04,0.142
2016-03-07,0.142
2016-03-08,0.142
2016-03-09,0.142
2016-03-10,0.142
2016-03-11,0.142
2016-03-14,0.142
2016-03-15,0.142
2016-03-16,0.142
2016-03-17,0.142
2016-03-18,0.142
2016-03-21,0.142
2016-03-22,0.142
2016-03-23,0.142
2016-03-24,0.142
2016-03-28,0.142
2016-03-29,0.142
2016-03-30,0.142
2016-03-31,0.142
2016-04-01,0.142
2016-04-04,0.142
2016-04-05,0.142
2016-04-06,0.142
2016-04-07,0.142
2016-04-08,0.142
2016-04-11,0.142
2016-04-12,0.142
2016-04-13,0.142
2016-04-14,0.147
2016-04-15,0.147
2016-04-18,0.147
2016-04-19,0.147
2016-04-20,0.147
2016-04-21,0.147
2016-04-22,0.147
2016-04-25,0.147
2016-04-26,0.147
2016-04-27,0.147
2016-04-28,0.147
2016-04-29,0.147
2016-05-02,0.147
2016-05-03,0.147
2016-05-04,0.147
2016-05-05,0.147
2016-05-06,0.147
2016-05-09,0.147
2016-05-10,0.147
2016-05-11,0.147
2016-05-12,0.147
2016-05-13,0.147
2016-05-16,0.147
2016-05-17,0.147
2016-05-18,0.147
2016-05-19,0.147
2016-05-20,0.147
2016-05-23,0.147
2016-05-24,0.147
2016-05-25,0.147
2016-05-26,0.147
2016-05-27,0.147
2016-05-31,0.147
2016-06-01,0.147
2016-06-02,0.147
2016-06-03,0.147
2016-06-06,0.147
2016-06-07,0.147
2016-06-08,0.147
2016-06-09,0.147
2016-06-10,0.147
2016-06-13,0.147
2016-06-14,0.147
2016-06-15,0.147
2016-06-16,0.147
2016-06-17,0.147
2016-06-20,0.147
2016-06-21,0.147
2016-06-22,0.147
2016-06-23,0.147
2016-06-24,0.147
2016-06-27,0.147
2016-06-28,0.147
2016-06-29,0.147
2016-06-30,0.147
2016-07-01,0.147
2016-07-05,0.147
2016-07-06,0.147
2016-07-07,0.147
2016-07-08,0.147
2016-07-11,0.147
2016-07-12,0.147
2016-07-13,0.147
2016-07-14,0.147
2016-07-15,0.147
2016-07-18,0.147
2016-07-19,0.147
2016-07-20,0.147
2016-07-21,0.147
2016-07-22,0.147
2016-07-25,0.147
2016-07-26,0.147
2016-07-27,0.147
2016-07-28,0.147
2016-07-29,0.147
2016-08-01,0.147
2016-08-02,0.147
2016-08-03,0.147
2016-08-04,0.147
2016-08-05,0.147
2016-08-08,0.147
2016-08-09,0.147
2016-08-10,0.147
2016-08-11,0.147
2016-08-12,0.147
2016-08-15,0.147
2016-08-16,0.147
2016-08-17,0.147
2016-08-18,0.147
2016-08-19,0.147
2016-08-22,0.147
2016-08-23,0.147
2016-08-24,0.147
2016-08-25,0.147
2016-08-26,0.147
2016-08-29,0.147
2016-08-30,0.147
2016-08-31,0.147
2016-09-01,0.147
2016-09-02,0.124
2016-09-06,0.133
2016-09-07,0.133
2016-09-08,0.133
2016-09-09,0.133
2016-09-12,0.133
2016-09-13,0.133
2016-09-14,0.133
2016-09-15,0.133
2016-09-16,0.133
2016-09-19,0.133
2016-09-20,0.134
2016-09-21,0.143
2016-09-22,0.143
2016-09-23,0.143
2016-09-26,0.145
2016-09-27,0.145
2016-09-28,0.145
2016-09-29,0.145
2016-09-30,0.145
2016-10-03,0.145
2016-10-04,0.145
2016-10-05,0.145
2016-10-06,0.145
2016-10-07,0.145
2016-10-10,0.145
2016-10-11,0.145
2016-10-12,0.145
2016-10-13,0.138
2016-10-14,0.138
2016-10-17,0.141
2016-10-18,0.141
2016-10-19,0.139
2016-10-20,0.138
2016-10-21,0.142
2016-10-24,0.142
2016-10-25,0.142
2016-10-26,0.142
2016-10-27,0.142
2016-10-28,0.142
2016-10-31,0.142
2016-11-01,0.131
2016-11-02,0.131
2016-11-03,0.131
2016-11-04,0.13
2016-11-07,0.13
2016-11-08,0.13
2016-11-09,0.13
2016-11-10,0.131
2016-11-11,0.131
2016-11-14,0.142
2016-11-15,0.142
2016-11-16,0.142
2016-11-17,0.142
2016-11-18,0.141
2016-11-21,0.136
2016-11-22,0.131
2016-11-23,0.131
2016-11-25,0.131
2016-11-28,0.131
2016-11-29,0.131
2016-11-30,0.131
2016-12-01,0.131
2016-12-02,0.131
2016-12-05,0.131
2016-12-06,0.141
2016-12-07,0.141
2016-12-08,0.141
2016-12-09,0.141
2016-12-12,0.141
2016-12-13,0.141
2016-12-14,0.141
2016-12-15,0.141
2016-12-16,0.141
2016-12-19,0.141
2016-12-20,0.141
2016-12-21,0.141
2016-12-22,0.141
2016-12-23,0.141
2016-12-27,0.141
2016-12-28,0.141
2016-12-29,0.141
2016-12-30,0.141
2017-01-03,0.141
2017-01-04,0.141
2017-01-05,0.141
2017-01-06,0.141
2017-01-09,0.141
2017-01-10,0.138
2017-01-11,0.138
2017-01-12,0.138
2017-01-13,0.138
2017-01-17,0.138
2017-01-18,0.138
2017-01-19,0.141
2017-01-20,0.141
2017-01-23,0.141
2017-01-24,0.141
2017-01-25,0.141
2017-01-26,0.141
2017-01-27,0.141
2017-01-30,0.141
2017-01-31,0.141
2017-02-01,0.141
2017-02-02,0.141
2017-02-03,0.141
2017-02-06,0.141
2017-02-07,0.141
2017-02-08,0.141
2017-02-09,0.141
2017-02-10,0.141
2017-02-13,0.143
2017-02-14,0.143
2017-02-15,0.143
2017-02-16,0.143
2017-02-17,0.143
2017-02-21,0.143
2017-02-22,0.143
2017-02-23,0.143
2017-02-24,0.143
2017-02-27,0.143
2017-02-28,0.143
2017-03-01,0.143
2017-03-02,0.143
2017-03-03,0.143
2017-03-06,0.143
2017-03-07,0.143
2017-03-08,0.143
2017-03-09,0.143
2017-03-10,0.14
2017-03-13,0.15
2017-03-14,0.15
2017-03-15,0.14
2017-03-16,0.14
2017-03-17,0.15
2017-03-20,0.145
2017-03-21,0.145
2017-03-22,0.145
2017-03-23,0.145
2017-03-24,0.145
2017-03-27,0.145
2017-03-28,0.145
2017-03-29,0.145
2017-03-30,0.145
2017-03-31,0.14
2017-04-03,0.135
2017-04-04,0.135
2017-04-05,0.145
2017-04-06,0.145
2017-04-07,0.171
2017-04-10,0.165
2017-04-11,0.165
2017-04-12,0.165
2017-04-13,0.165
2017-04-17,0.165
2017-04-18,0.165
2017-04-19,0.165
2017-04-20,0.165
2017-04-21,0.18
2017-04-24,0.18
2017-04-25,0.181
2017-04-26,0.181
2017-04-27,0.165
2017-04-28,0.165
2017-05-01,0.165
2017-05-02,0.175
2017-05-03,0.175
2017-05-04,0.175
2017-05-05,0.175
2017-05-08,0.175
2017-05-09,0.175
2017-05-10,0.175
2017-05-11,0.175
2017-05-12,0.175
2017-05-15,0.163
2017-05-16,0.163
2017-05-17,0.161
2017-05-18,0.161
2017-05-19,0.17
2017-05-22,0.17
2017-05-23,0.174
2017-05-24,0.174
2017-05-25,0.174
2017-05-26,0.174
2017-05-30,0.17
2017-05-31,0.17
2017-06-01,0.187
2017-06-02,0.203
2017-06-05,0.203
2017-06-06,0.219
2017-06-07,0.213
2017-06-08,0.192
2017-06-09,0.192
2017-06-12,0.192
2017-06-13,0.208
2017-06-14,0.208
2017-06-15,0.208
2017-06-16,0.19
2017-06-19,0.19
2017-06-20,0.19
2017-06-21,0.208
2017-06-22,0.208
2017-06-23,0.208
2017-06-26,0.208
2017-06-27,0.208
2017-06-28,0.208
2017-06-29,0.208
2017-06-30,0.2
2017-07-03,0.2
2017-07-05,0.2
2017-07-06,0.2
