Date,EQNR
2002-09-24,7.5
2002-09-25,7.44
2002-09-26,7.5
2002-09-27,7.47
2002-09-30,7.59
2002-10-01,7.48
2002-10-02,7.3
2002-10-03,7.42
2002-10-04,7.5
2002-10-07,7.41
2002-10-08,7.6
2002-10-09,7.43
2002-10-10,7.63
2002-10-11,7.61
2002-10-14,7.72
2002-10-15,7.65
2002-10-16,7.65
2002-10-17,7.67
2002-10-18,7.7
2002-10-21,7.52
2002-10-22,7.0
2002-10-23,7.14
2002-10-24,7.02
2002-10-25,7.1
2002-10-28,7.15
2002-10-29,6.99
2002-10-30,7.11
2002-10-31,7.25
2002-11-01,7.25
2002-11-04,7.25
2002-11-05,7.32
2002-11-06,7.19
2002-11-07,7.2
2002-11-08,7.28
2002-11-11,7.25
2002-11-12,7.3
2002-11-13,7.49
2002-11-14,7.46
2002-11-15,7.33
2002-11-18,7.43
2002-11-19,7.38
2002-11-20,7.29
2002-11-21,7.24
2002-11-22,7.18
2002-11-25,7.06
2002-11-26,6.87
2002-11-27,7.11
2002-11-29,7.29
2002-12-02,7.35
2002-12-03,7.28
2002-12-04,7.48
2002-12-05,7.41
2002-12-06,7.5
2002-12-09,7.48
2002-12-10,7.52
2002-12-11,7.51
2002-12-12,7.62
2002-12-13,7.7
2002-12-16,7.67
2002-12-17,7.83
2002-12-18,8.07
2002-12-19,8.18
2002-12-20,8.3
2002-12-23,8.32
2002-12-24,8.38
2002-12-26,8.26
2002-12-27,8.1
2002-12-30,8.25
2002-12-31,8.27
2003-01-02,8.38
2003-01-03,8.44
2003-01-06,8.55
2003-01-07,8.35
2003-01-08,8.1
2003-01-09,8.24
2003-01-10,8.18
2003-01-13,8.19
2003-01-14,8.2
2003-01-15,8.12
2003-01-16,8.16
2003-01-17,8.25
2003-01-21,8.15
2003-01-22,7.91
2003-01-23,7.83
2003-01-24,7.78
2003-01-27,7.6
2003-01-28,7.62
2003-01-29,7.7
2003-01-30,7.76
2003-01-31,7.75
2003-02-03,7.67
2003-02-04,7.66
2003-02-05,7.5
2003-02-06,7.42
2003-02-07,7.57
2003-02-10,7.6
2003-02-11,7.68
2003-02-12,7.69
2003-02-13,7.65
2003-02-14,7.61
2003-02-18,7.55
2003-02-19,7.44
2003-02-20,7.43
2003-02-21,7.52
2003-02-24,7.47
2003-02-25,7.62
2003-02-26,7.56
2003-02-27,7.57
2003-02-28,7.71
2003-03-03,7.82
2003-03-04,7.82
2003-03-05,7.76
2003-03-06,7.79
2003-03-07,7.79
2003-03-10,7.77
2003-03-11,7.88
2003-03-12,7.92
2003-03-13,7.78
2003-03-14,7.65
2003-03-17,7.71
2003-03-18,7.29
2003-03-19,7.47
2003-03-20,7.52
2003-03-21,7.58
2003-03-24,7.5
2003-03-25,7.65
2003-03-26,7.75
2003-03-27,7.56
2003-03-28,7.77
2003-03-31,7.66
2003-04-01,7.85
2003-04-02,7.91
2003-04-03,7.83
2003-04-04,7.73
2003-04-07,7.83
2003-04-08,7.77
2003-04-09,7.71
2003-04-10,7.68
2003-04-11,7.62
2003-04-14,7.65
2003-04-15,7.64
2003-04-16,7.81
2003-04-17,7.72
2003-04-21,7.88
2003-04-22,8.09
2003-04-23,7.95
2003-04-24,7.91
2003-04-25,8.09
2003-04-28,8.07
2003-04-29,8.01
2003-04-30,7.86
2003-05-01,8.0
2003-05-02,8.07
2003-05-05,8.1
2003-05-06,7.9
2003-05-07,8.01
2003-05-08,8.33
2003-05-09,8.24
2003-05-12,8.22
2003-05-13,8.18
2003-05-14,8.17
2003-05-15,8.25
2003-05-16,8.43
2003-05-19,8.42
2003-05-20,8.52
2003-05-21,8.51
2003-05-22,8.57
2003-05-23,8.67
2003-05-27,8.52
2003-05-28,8.65
2003-05-29,8.8
2003-05-30,8.7
2003-06-02,8.82
2003-06-03,8.66
2003-06-04,8.96
2003-06-05,8.8
2003-06-06,9.01
2003-06-09,9.05
2003-06-10,8.91
2003-06-11,9.11
2003-06-12,9.05
2003-06-13,9.05
2003-06-16,9.01
2003-06-17,8.81
2003-06-18,8.75
2003-06-19,8.64
2003-06-20,8.62
2003-06-23,8.85
2003-06-24,8.71
2003-06-25,8.67
2003-06-26,8.52
2003-06-27,8.54
2003-06-30,8.55
2003-07-01,8.71
2003-07-02,8.65
2003-07-03,8.42
2003-07-07,8.44
2003-07-08,8.44
2003-07-09,8.17
2003-07-10,8.13
2003-07-11,8.27
2003-07-14,8.24
2003-07-15,8.35
2003-07-16,8.7
2003-07-17,8.45
2003-07-18,8.58
2003-07-21,8.5
2003-07-22,8.63
2003-07-23,8.79
2003-07-24,8.88
2003-07-25,8.82
2003-07-28,8.92
2003-07-29,8.95
2003-07-30,8.88
2003-07-31,9.0
2003-08-01,8.98
2003-08-04,9.08
2003-08-05,8.94
2003-08-06,8.98
2003-08-07,9.15
2003-08-08,9.3
2003-08-11,9.1
2003-08-12,9.2
2003-08-13,8.95
2003-08-14,8.9
2003-08-15,8.9
2003-08-18,9.09
2003-08-19,9.1
2003-08-20,9.1
2003-08-21,9.05
2003-08-22,8.95
2003-08-25,8.89
2003-08-26,8.96
2003-08-27,8.95
2003-08-28,8.95
2003-08-29,8.98
2003-09-02,9.09
2003-09-03,9.12
2003-09-04,9.42
2003-09-05,9.37
2003-09-08,9.6
2003-09-09,9.44
2003-09-10,9.25
2003-09-11,9.19
2003-09-12,8.97
2003-09-15,9.07
2003-09-16,9.15
2003-09-17,9.1
2003-09-18,9.29
2003-09-19,9.14
2003-09-22,9.06
2003-09-23,9.01
2003-09-24,9.17
2003-09-25,9.2
2003-09-26,8.94
2003-09-29,8.9
2003-09-30,8.98
2003-10-01,9.3
2003-10-02,9.42
2003-10-03,9.5
2003-10-06,9.47
2003-10-07,9.67
2003-10-08,9.51
2003-10-09,9.38
2003-10-10,9.46
2003-10-13,9.4
2003-10-14,9.62
2003-10-15,9.61
2003-10-16,9.6
2003-10-17,9.58
2003-10-20,9.56
2003-10-21,9.59
2003-10-22,9.67
2003-10-23,9.52
2003-10-24,9.45
2003-10-27,9.59
2003-10-28,9.54
2003-10-29,9.49
2003-10-30,9.5
2003-10-31,9.4
2003-11-03,9.69
2003-11-04,9.68
2003-11-05,9.48
2003-11-06,9.59
2003-11-07,9.71
2003-11-10,9.81
2003-11-11,9.79
2003-11-12,9.96
2003-11-13,9.96
2003-11-14,9.93
2003-11-17,9.89
2003-11-18,9.96
2003-11-19,9.94
2003-11-20,9.97
2003-11-21,10.0
2003-11-24,10.1
2003-11-25,10.17
2003-11-26,10.02
2003-11-28,10.08
2003-12-01,10.12
2003-12-02,10.14
2003-12-03,10.19
2003-12-04,10.02
2003-12-05,10.16
2003-12-08,10.27
2003-12-09,10.55
2003-12-10,10.47
2003-12-11,10.43
2003-12-12,10.46
2003-12-15,10.46
2003-12-16,10.61
2003-12-17,10.56
2003-12-18,10.93
2003-12-19,10.76
2003-12-22,11.13
2003-12-23,11.1
2003-12-24,11.13
2003-12-26,11.1
2003-12-29,11.15
2003-12-30,11.23
2003-12-31,11.3
2004-01-02,11.41
2004-01-05,11.52
2004-01-06,11.66
2004-01-07,11.12
2004-01-08,11.05
2004-01-09,11.12
2004-01-12,11.38
2004-01-13,11.29
2004-01-14,11.37
2004-01-15,10.85
2004-01-16,10.85
2004-01-20,11.16
2004-01-21,11.59
2004-01-22,11.77
2004-01-23,11.63
2004-01-26,11.34
2004-01-27,11.45
2004-01-28,11.2
2004-01-29,11.0
2004-01-30,10.95
2004-02-02,10.95
2004-02-03,10.99
2004-02-04,11.11
2004-02-05,11.15
2004-02-06,11.15
2004-02-09,11.3
2004-02-10,11.27
2004-02-11,11.31
2004-02-12,11.3
2004-02-13,10.93
2004-02-17,11.32
2004-02-18,11.47
2004-02-19,11.47
2004-02-20,11.7
2004-02-23,11.81
2004-02-24,11.75
2004-02-25,11.65
2004-02-26,11.83
2004-02-27,11.97
2004-03-01,12.47
2004-03-02,12.26
2004-03-03,12.2
2004-03-04,12.39
2004-03-05,12.69
2004-03-08,12.78
2004-03-09,12.33
2004-03-10,11.96
2004-03-11,11.93
2004-03-12,12.16
2004-03-15,12.18
2004-03-16,12.47
2004-03-17,12.33
2004-03-18,12.5
2004-03-19,12.48
2004-03-22,12.27
2004-03-23,12.1
2004-03-24,12.05
2004-03-25,12.03
2004-03-26,12.06
2004-03-29,12.35
2004-03-30,12.28
2004-03-31,12.34
2004-04-01,12.34
2004-04-02,12.55
2004-04-05,12.71
2004-04-06,12.71
2004-04-07,12.96
2004-04-08,12.99
2004-04-12,13.13
2004-04-13,13.15
2004-04-14,13.06
2004-04-15,13.28
2004-04-16,13.58
2004-04-19,13.38
2004-04-20,13.13
2004-04-21,13.09
2004-04-22,13.03
2004-04-23,13.13
2004-04-26,12.95
2004-04-27,12.92
2004-04-28,12.85
2004-04-29,12.47
2004-04-30,12.6
2004-05-03,12.41
2004-05-04,12.69
2004-05-05,13.0
2004-05-06,12.88
2004-05-07,12.3
2004-05-10,11.52
2004-05-11,11.83
2004-05-12,12.11
2004-05-13,12.21
2004-05-14,12.41
2004-05-17,12.38
2004-05-18,12.28
2004-05-19,12.01
2004-05-20,11.98
2004-05-21,12.04
2004-05-24,12.16
2004-05-25,12.7
2004-05-26,12.58
2004-05-27,12.69
2004-05-28,12.49
2004-06-01,13.1
2004-06-02,12.8
2004-06-03,12.6
2004-06-04,12.59
2004-06-07,12.8
2004-06-08,12.82
2004-06-09,12.59
2004-06-10,12.68
2004-06-14,12.52
2004-06-15,12.77
2004-06-16,12.55
2004-06-17,12.6
2004-06-18,13.05
2004-06-21,12.8
2004-06-22,12.58
2004-06-23,12.93
2004-06-24,12.78
2004-06-25,13.1
2004-06-28,12.93
2004-06-29,12.78
2004-06-30,12.72
2004-07-01,12.7
2004-07-02,12.64
2004-07-06,12.65
2004-07-07,12.49
2004-07-08,12.56
2004-07-09,12.71
2004-07-12,12.56
2004-07-13,12.47
2004-07-14,12.6
2004-07-15,12.49
2004-07-16,12.73
2004-07-19,12.6
2004-07-20,12.62
2004-07-21,12.37
2004-07-22,12.37
2004-07-23,12.09
2004-07-26,12.02
2004-07-27,11.99
2004-07-28,12.02
2004-07-29,12.23
2004-07-30,12.5
2004-08-02,12.49
2004-08-03,12.77
2004-08-04,12.64
2004-08-05,12.51
2004-08-06,12.43
2004-08-09,12.51
2004-08-10,12.55
2004-08-11,12.46
2004-08-12,12.53
2004-08-13,12.8
2004-08-16,13.05
2004-08-17,12.9
2004-08-18,12.75
2004-08-19,12.97
2004-08-20,13.1
2004-08-23,12.87
2004-08-24,12.7
2004-08-25,12.7
2004-08-26,12.69
2004-08-27,12.68
2004-08-30,12.65
2004-08-31,12.8
2004-09-01,12.98
2004-09-02,13.39
2004-09-03,13.28
2004-09-07,13.05
2004-09-08,13.01
2004-09-09,13.28
2004-09-10,13.18
2004-09-13,13.2
2004-09-14,13.17
2004-09-15,13.09
2004-09-16,13.16
2004-09-17,13.47
2004-09-20,13.47
2004-09-21,13.94
2004-09-22,13.9
2004-09-23,13.9
2004-09-24,14.14
2004-09-27,14.33
2004-09-28,14.62
2004-09-29,14.28
2004-09-30,14.44
2004-10-01,14.8
2004-10-04,14.71
2004-10-05,14.92
2004-10-06,14.94
2004-10-07,15.25
2004-10-08,15.43
2004-10-11,15.54
2004-10-12,15.06
2004-10-13,14.65
2004-10-14,14.74
2004-10-15,14.72
2004-10-18,14.65
2004-10-19,14.61
2004-10-20,14.59
2004-10-21,15.01
2004-10-22,15.02
2004-10-25,15.04
2004-10-26,14.8
2004-10-27,14.7
2004-10-28,14.38
2004-10-29,14.58
2004-11-01,14.57
2004-11-02,14.28
2004-11-03,14.67
2004-11-04,14.66
2004-11-05,14.66
2004-11-08,14.45
2004-11-09,14.38
2004-11-10,14.44
2004-11-11,14.39
2004-11-12,14.61
2004-11-15,14.56
2004-11-16,14.58
2004-11-17,14.8
2004-11-18,14.95
2004-11-19,15.17
2004-11-22,15.13
2004-11-23,15.3
2004-11-24,15.62
2004-11-26,15.82
2004-11-29,15.72
2004-11-30,15.77
2004-12-01,15.46
2004-12-02,14.75
2004-12-03,14.93
2004-12-06,14.99
2004-12-07,15.04
2004-12-08,14.55
2004-12-09,14.75
2004-12-10,14.57
2004-12-13,14.7
2004-12-14,14.55
2004-12-15,14.96
2004-12-16,15.14
2004-12-17,15.19
2004-12-20,15.8
2004-12-21,15.56
2004-12-22,15.53
2004-12-23,15.76
2004-12-27,15.81
2004-12-28,15.68
2004-12-29,15.61
2004-12-30,15.93
2004-12-31,15.88
2005-01-03,15.34
2005-01-04,14.71
2005-01-05,14.69
2005-01-06,14.93
2005-01-07,14.75
2005-01-10,15.04
2005-01-11,15.04
2005-01-12,15.24
2005-01-13,15.29
2005-01-14,15.42
2005-01-18,15.78
2005-01-19,15.42
2005-01-20,15.1
2005-01-21,15.32
2005-01-24,15.45
2005-01-25,15.34
2005-01-26,15.43
2005-01-27,15.61
2005-01-28,15.37
2005-01-31,15.32
2005-02-01,15.67
2005-02-02,16.18
2005-02-03,15.84
2005-02-04,15.99
2005-02-07,15.73
2005-02-08,15.78
2005-02-09,15.59
2005-02-10,15.96
2005-02-11,16.4
2005-02-14,16.42
2005-02-15,16.67
2005-02-16,16.879998999999998
2005-02-17,17.030001000000002
2005-02-18,17.33
2005-02-22,17.34
2005-02-23,17.4
2005-02-24,17.42
2005-02-25,17.75
2005-02-28,18.200001
2005-03-01,17.790001
2005-03-02,17.639999
2005-03-03,17.84
2005-03-04,18.35
2005-03-07,18.389999
2005-03-08,18.299999
2005-03-09,18.18
2005-03-10,17.959999
2005-03-11,18.129998999999998
2005-03-14,18.049999
2005-03-15,17.809998999999998
2005-03-16,17.950001
2005-03-17,18.549999
2005-03-18,18.469998999999998
2005-03-21,18.09
2005-03-22,17.530001000000002
2005-03-23,16.959999
2005-03-24,17.1
2005-03-28,16.870001000000002
2005-03-29,16.799999
2005-03-30,16.809998999999998
2005-03-31,17.139999
2005-04-01,17.49
2005-04-04,17.629998999999998
2005-04-05,17.41
2005-04-06,17.76
2005-04-07,17.719998999999998
2005-04-08,17.709999
2005-04-11,17.59
2005-04-12,17.43
2005-04-13,17.059998999999998
2005-04-14,17.01
2005-04-15,16.879998999999998
2005-04-18,16.9
2005-04-19,17.360001
2005-04-20,17.25
2005-04-21,17.549999
2005-04-22,17.790001
2005-04-25,18.040001
2005-04-26,17.66
2005-04-27,17.4
2005-04-28,17.030001000000002
2005-04-29,17.49
2005-05-02,17.85
2005-05-03,17.67
2005-05-04,17.889999
2005-05-05,18.1
2005-05-06,18.15
2005-05-09,17.450001
2005-05-10,17.389999
2005-05-11,17.559998999999998
2005-05-12,17.059998999999998
2005-05-13,16.389999
2005-05-16,16.32
2005-05-17,16.6
2005-05-18,16.93
2005-05-19,17.139999
2005-05-20,16.860001
2005-05-23,17.08
2005-05-24,17.33
2005-05-25,17.75
2005-05-26,17.9
2005-05-27,18.23
2005-05-31,17.620001000000002
2005-06-01,18.0
2005-06-02,18.219998999999998
2005-06-03,18.209999
2005-06-06,18.59
2005-06-07,18.360001
2005-06-08,18.700001
2005-06-09,19.0
2005-06-10,19.15
2005-06-13,19.110001
2005-06-14,19.379998999999998
2005-06-15,19.24
2005-06-16,19.51
2005-06-17,19.85
2005-06-20,19.690001000000002
2005-06-21,19.309998999999998
2005-06-22,19.1
2005-06-23,19.23
2005-06-24,19.58
2005-06-27,19.870001000000002
2005-06-28,20.09
2005-06-29,20.139999
2005-06-30,20.299999
2005-07-01,20.75
2005-07-05,21.18
2005-07-06,21.42
2005-07-07,21.459999
2005-07-08,22.35
2005-07-11,21.99
2005-07-12,22.42
2005-07-13,22.299999
2005-07-14,21.780001000000002
2005-07-15,21.459999
2005-07-18,21.040001
2005-07-19,21.059998999999998
2005-07-20,20.91
2005-07-21,20.68
2005-07-22,21.209999
2005-07-25,21.690001000000002
2005-07-26,21.559998999999998
2005-07-27,21.5
2005-07-28,21.57
2005-07-29,21.709999
2005-08-01,22.030001000000002
2005-08-02,22.32
2005-08-03,23.0
2005-08-04,22.860001
2005-08-05,22.57
2005-08-08,23.129998999999998
2005-08-09,23.35
2005-08-10,23.450001
2005-08-11,23.950001
2005-08-12,23.76
2005-08-15,23.75
2005-08-16,23.07
2005-08-17,22.450001
2005-08-18,22.389999
2005-08-19,22.790001
2005-08-22,23.209999
2005-08-23,23.469998999999998
2005-08-24,23.49
2005-08-25,23.59
2005-08-26,23.4
2005-08-29,23.68
2005-08-30,23.65
2005-08-31,24.469998999999998
2005-09-01,25.34
2005-09-02,25.280001000000002
2005-09-06,25.389999
2005-09-07,24.92
2005-09-08,24.85
2005-09-09,25.459999
2005-09-12,25.15
2005-09-13,24.73
2005-09-14,25.18
2005-09-15,25.16
2005-09-16,25.0
2005-09-19,25.58
2005-09-20,25.200001
2005-09-21,25.620001000000002
2005-09-22,25.799999
2005-09-23,25.200001
2005-09-26,25.0
2005-09-27,24.709999
2005-09-28,25.43
2005-09-29,25.57
2005-09-30,24.690001000000002
2005-10-03,24.690001000000002
2005-10-04,24.129998999999998
2005-10-05,23.290001
2005-10-06,22.76
2005-10-07,22.91
2005-10-10,22.879998999999998
2005-10-11,23.440001000000002
2005-10-12,23.040001
2005-10-13,21.950001
2005-10-14,22.02
2005-10-17,22.309998999999998
2005-10-18,20.690001000000002
2005-10-19,21.26
2005-10-20,20.6
2005-10-21,21.360001
2005-10-24,21.6
2005-10-25,21.610001
2005-10-26,21.950001
2005-10-27,21.51
2005-10-28,21.65
2005-10-31,22.209999
2005-11-01,22.4
2005-11-02,23.059998999999998
2005-11-03,23.92
2005-11-04,22.99
2005-11-07,22.700001
2005-11-08,22.73
2005-11-09,22.85
2005-11-10,21.9
2005-11-11,21.75
2005-11-14,22.120001000000002
2005-11-15,21.629998999999998
2005-11-16,21.73
2005-11-17,21.82
2005-11-18,22.059998999999998
2005-11-21,22.469998999999998
2005-11-22,23.190001000000002
2005-11-23,22.790001
2005-11-25,22.719998999999998
2005-11-28,22.049999
2005-11-29,21.870001000000002
2005-11-30,21.870001000000002
2005-12-01,22.6
2005-12-02,22.700001
2005-12-05,23.08
2005-12-06,23.15
2005-12-07,23.17
2005-12-08,23.440001000000002
2005-12-09,23.209999
2005-12-12,23.67
2005-12-13,23.84
2005-12-14,24.129998999999998
2005-12-15,23.450001
2005-12-16,22.889999
2005-12-19,22.51
2005-12-20,22.6
2005-12-21,22.52
2005-12-22,22.639999
2005-12-23,22.700001
2005-12-27,22.280001000000002
2005-12-28,22.77
2005-12-29,22.690001000000002
2005-12-30,22.959999
2006-01-03,24.129998999999998
2006-01-04,24.65
2006-01-05,24.25
2006-01-06,24.889999
2006-01-09,24.950001
2006-01-10,24.610001
2006-01-11,24.67
2006-01-12,24.450001
2006-01-13,24.870001000000002
2006-01-17,25.540001
2006-01-18,24.76
2006-01-19,25.9
2006-01-20,25.98
2006-01-23,26.58
2006-01-24,26.540001
2006-01-25,26.129998999999998
2006-01-26,26.4
2006-01-27,26.870001000000002
2006-01-30,27.450001
2006-01-31,27.690001000000002
2006-02-01,27.280001000000002
2006-02-02,27.049999
2006-02-03,26.629998999999998
2006-02-06,27.469998999999998
2006-02-07,26.190001000000002
2006-02-08,26.110001
2006-02-09,25.969998999999998
2006-02-10,26.07
2006-02-13,24.790001
2006-02-14,24.190001000000002
2006-02-15,24.5
2006-02-16,25.24
2006-02-17,25.559998999999998
2006-02-21,26.49
2006-02-22,25.42
2006-02-23,25.610001
2006-02-24,26.040001
2006-02-27,25.700001
2006-02-28,25.58
2006-03-01,26.049999
2006-03-02,26.59
2006-03-03,27.09
2006-03-06,26.51
2006-03-07,26.0
2006-03-08,25.82
2006-03-09,25.620001000000002
2006-03-10,26.1
2006-03-13,26.299999
2006-03-14,26.77
2006-03-15,26.58
2006-03-16,26.9
2006-03-17,26.870001000000002
2006-03-20,26.450001
2006-03-21,26.190001000000002
2006-03-22,26.469998999999998
2006-03-23,26.540001
2006-03-24,26.93
2006-03-27,27.370001000000002
2006-03-28,27.370001000000002
2006-03-29,28.41
2006-03-30,28.780001000000002
2006-03-31,28.48
2006-04-03,29.030001000000002
2006-04-04,29.0
2006-04-05,29.57
2006-04-06,29.5
2006-04-07,28.99
2006-04-10,30.51
2006-04-11,30.08
2006-04-12,29.83
2006-04-13,30.309998999999998
2006-04-17,30.91
2006-04-18,31.790001
2006-04-19,32.84
2006-04-20,33.0
2006-04-21,33.16
2006-04-24,32.830002
2006-04-25,32.259997999999996
2006-04-26,33.0
2006-04-27,32.57
2006-04-28,32.779999
2006-05-01,33.209998999999996
2006-05-02,33.939999
2006-05-03,33.700001
2006-05-04,33.82
2006-05-05,34.52
2006-05-08,32.009997999999996
2006-05-09,32.27
2006-05-10,32.369999
2006-05-11,31.9
2006-05-12,31.030001000000002
2006-05-15,29.77
2006-05-16,29.73
2006-05-17,28.469998999999998
