Date,TV
1994-11-21,9.875
1994-11-22,9.75
1994-11-23,10.0625
1994-11-25,10.4375
1994-11-28,11.0625
1994-11-29,11.6875
1994-11-30,11.28125
1994-12-01,10.875
1994-12-02,10.875
1994-12-05,10.90625
1994-12-06,11.09375
1994-12-07,11.0
1994-12-08,10.53125
1994-12-09,10.53125
1994-12-12,10.5
1994-12-13,10.453125
1994-12-14,10.21875
1994-12-15,10.1875
1994-12-16,10.09375
1994-12-19,9.71875
1994-12-20,8.875
1994-12-21,9.0
1994-12-22,8.09375
1994-12-23,8.21875
1994-12-27,7.46875
1994-12-28,8.125
1994-12-29,8.25
1994-12-30,7.9375
1995-01-03,7.4375
1995-01-04,7.15625
1995-01-05,7.15625
1995-01-06,6.71875
1995-01-09,6.28125
1995-01-10,5.4375
1995-01-11,6.21875
1995-01-12,6.3125
1995-01-13,6.71875
1995-01-16,6.5
1995-01-17,6.4375
1995-01-18,6.21875
1995-01-19,5.6875
1995-01-20,5.75
1995-01-23,5.6875
1995-01-24,5.59375
1995-01-25,5.46875
1995-01-26,5.4375
1995-01-27,5.0625
1995-01-30,4.75
1995-01-31,6.0
1995-02-01,5.71875
1995-02-02,5.4375
1995-02-03,5.625
1995-02-06,5.46875
1995-02-07,5.53125
1995-02-08,5.5
1995-02-09,5.1875
1995-02-10,5.25
1995-02-13,5.0625
1995-02-14,5.03125
1995-02-15,4.625
1995-02-16,4.75
1995-02-17,4.71875
1995-02-21,4.40625
1995-02-22,4.5625
1995-02-23,4.375
1995-02-24,4.15625
1995-02-27,3.8125
1995-02-28,4.125
1995-03-01,3.875
1995-03-02,3.875
1995-03-03,3.625
1995-03-06,3.46875
1995-03-07,3.34375
1995-03-08,3.21875
1995-03-09,3.3125
1995-03-10,3.75
1995-03-13,3.59375
1995-03-14,3.53125
1995-03-15,3.5
1995-03-16,3.46875
1995-03-17,3.5625
1995-03-20,3.53125
1995-03-21,3.65625
1995-03-22,3.59375
1995-03-23,3.65625
1995-03-24,3.8125
1995-03-27,4.125
1995-03-28,4.15625
1995-03-29,4.125
1995-03-30,4.15625
1995-03-31,4.1875
1995-04-03,4.5625
1995-04-04,4.5625
1995-04-05,4.5625
1995-04-06,4.65625
1995-04-07,4.75
1995-04-10,4.5625
1995-04-11,4.40625
1995-04-12,4.34375
1995-04-13,4.3125
1995-04-17,4.3125
1995-04-18,4.34375
1995-04-19,4.28125
1995-04-20,4.53125
1995-04-21,4.75
1995-04-24,5.1875
1995-04-25,5.125
1995-04-26,5.3125
1995-04-27,5.09375
1995-04-28,5.03125
1995-05-01,4.96875
1995-05-02,5.03125
1995-05-03,5.09375
1995-05-04,5.0625
1995-05-05,5.0
1995-05-08,4.90625
1995-05-09,4.875
1995-05-10,4.8125
1995-05-11,4.6875
1995-05-12,4.71875
1995-05-15,4.75
1995-05-16,4.875
1995-05-17,4.8125
1995-05-18,4.59375
1995-05-19,4.53125
1995-05-22,4.625
1995-05-23,4.59375
1995-05-24,4.4375
1995-05-25,4.25
1995-05-26,4.0
1995-05-30,3.96875
1995-05-31,4.0625
1995-06-01,4.40625
1995-06-02,4.3125
1995-06-05,4.375
1995-06-06,4.34375
1995-06-07,4.25
1995-06-08,4.25
1995-06-09,4.21875
1995-06-12,4.34375
1995-06-13,4.40625
1995-06-14,4.28125
1995-06-15,4.3125
1995-06-16,4.28125
1995-06-19,4.25
1995-06-20,4.15625
1995-06-21,4.28125
1995-06-22,4.28125
1995-06-23,4.28125
1995-06-26,4.5625
1995-06-27,4.53125
1995-06-28,4.875
1995-06-29,4.96875
1995-06-30,5.09375
1995-07-03,5.0625
1995-07-05,5.46875
1995-07-06,6.15625
1995-07-07,6.3125
1995-07-10,6.375
1995-07-11,6.03125
1995-07-12,6.25
1995-07-13,6.46875
1995-07-14,6.34375
1995-07-17,6.3125
1995-07-18,6.1875
1995-07-19,6.0
1995-07-20,5.96875
1995-07-21,6.066406
1995-07-24,6.21875
1995-07-25,6.0
1995-07-26,5.6875
1995-07-27,5.75
1995-07-28,5.71875
1995-07-31,5.65625
1995-08-01,5.78125
1995-08-02,6.03125
1995-08-03,6.40625
1995-08-04,6.53125
1995-08-07,6.75
1995-08-08,6.53125
1995-08-09,6.53125
1995-08-10,6.5625
1995-08-11,6.40625
1995-08-14,6.09375
1995-08-15,5.9375
1995-08-16,5.78125
1995-08-17,5.71875
1995-08-18,5.875
1995-08-21,5.9375
1995-08-22,5.84375
1995-08-23,5.625
1995-08-24,5.53125
1995-08-25,5.78125
1995-08-28,5.78125
1995-08-29,5.75
1995-08-30,5.6875
1995-08-31,5.9375
1995-09-01,5.875
1995-09-05,5.9375
1995-09-06,5.875
1995-09-07,5.84375
1995-09-08,5.8125
1995-09-11,5.71875
1995-09-12,5.6875
1995-09-13,5.65625
1995-09-14,5.65625
1995-09-15,5.65625
1995-09-18,5.5625
1995-09-19,5.71875
1995-09-20,5.625
1995-09-21,5.59375
1995-09-22,5.34375
1995-09-25,5.125
1995-09-26,4.875
1995-09-27,4.78125
1995-09-28,4.96875
1995-09-29,5.0
1995-10-02,4.71875
1995-10-03,4.53125
1995-10-04,4.34375
1995-10-05,4.78125
1995-10-06,5.0
1995-10-09,4.6875
1995-10-10,4.71875
1995-10-11,4.84375
1995-10-12,4.78125
1995-10-13,4.6875
1995-10-16,4.5625
1995-10-17,4.5
1995-10-18,4.53125
1995-10-19,4.625
1995-10-20,4.53125
1995-10-23,4.34375
1995-10-24,4.3125
1995-10-25,4.28125
1995-10-26,4.09375
1995-10-27,4.21875
1995-10-30,4.4375
1995-10-31,4.3125
1995-11-01,4.3125
1995-11-02,4.3125
1995-11-03,4.1875
1995-11-06,4.15625
1995-11-07,4.09375
1995-11-08,4.03125
1995-11-09,4.34375
1995-11-10,4.28125
1995-11-13,4.125
1995-11-14,4.125
1995-11-15,4.0625
1995-11-16,4.15625
1995-11-17,4.53125
1995-11-20,4.4375
1995-11-21,4.75
1995-11-22,4.875
1995-11-24,4.8125
1995-11-27,4.78125
1995-11-28,4.96875
1995-11-29,5.6875
1995-11-30,5.40625
1995-12-01,5.5
1995-12-04,5.375
1995-12-05,5.40625
1995-12-06,5.53125
1995-12-07,5.59375
1995-12-08,5.53125
1995-12-11,5.4375
1995-12-12,5.28125
1995-12-13,5.3125
1995-12-14,5.25
1995-12-15,5.625
1995-12-18,5.53125
1995-12-19,5.9375
1995-12-20,5.78125
1995-12-21,6.03125
1995-12-22,5.90625
1995-12-26,5.96875
1995-12-27,5.90625
1995-12-28,5.75
1995-12-29,5.625
1996-01-02,6.28125
1996-01-03,6.53125
1996-01-04,6.5
1996-01-05,6.46875
1996-01-08,6.4375
1996-01-09,6.3125
1996-01-10,6.375
1996-01-11,6.5
1996-01-12,6.28125
1996-01-15,6.3125
1996-01-16,6.3125
1996-01-17,6.25
1996-01-18,6.34375
1996-01-19,6.59375
1996-01-22,6.75
1996-01-23,6.625
1996-01-24,6.65625
1996-01-25,6.5625
1996-01-26,6.9375
1996-01-29,7.375
1996-01-30,7.0625
1996-01-31,7.03125
1996-02-01,7.09375
1996-02-02,7.125
1996-02-05,6.90625
1996-02-06,6.84375
1996-02-07,6.65625
1996-02-08,6.84375
1996-02-09,6.71875
1996-02-12,6.53125
1996-02-13,6.375
1996-02-14,6.5625
1996-02-15,6.3125
1996-02-16,6.375
1996-02-20,6.125
1996-02-21,6.21875
1996-02-22,6.5
1996-02-23,6.46875
1996-02-26,6.34375
1996-02-27,6.40625
1996-02-28,6.0625
1996-02-29,6.125
1996-03-01,6.4375
1996-03-04,6.375
1996-03-05,6.28125
1996-03-06,6.1875
1996-03-07,6.21875
1996-03-08,5.90625
1996-03-11,5.96875
1996-03-12,5.9375
1996-03-13,6.03125
1996-03-14,5.96875
1996-03-15,5.875
1996-03-18,6.0
1996-03-19,6.46875
1996-03-20,6.3125
1996-03-21,6.25
1996-03-22,6.21875
1996-03-25,6.21875
1996-03-26,6.28125
1996-03-27,6.28125
1996-03-28,6.25
1996-03-29,6.21875
1996-04-01,6.375
1996-04-02,6.375
1996-04-03,6.8125
1996-04-04,6.78125
1996-04-08,6.59375
1996-04-09,6.53125
1996-04-10,6.59375
1996-04-11,6.53125
1996-04-12,7.0625
1996-04-15,7.15625
1996-04-16,7.15625
1996-04-17,7.40625
1996-04-18,7.8125
1996-04-19,8.15625
1996-04-22,8.15625
1996-04-23,7.9375
1996-04-24,7.96875
1996-04-25,7.875
1996-04-26,7.875
1996-04-29,7.6875
1996-04-30,7.75
1996-05-01,8.1875
1996-05-02,7.875
1996-05-03,7.6875
1996-05-06,7.90625
1996-05-07,7.75
1996-05-08,7.90625
1996-05-09,7.78125
1996-05-10,7.78125
1996-05-13,7.90625
1996-05-14,7.9375
1996-05-15,7.875
1996-05-16,7.6875
1996-05-17,7.78125
1996-05-20,7.78125
1996-05-21,7.90625
1996-05-22,8.34375
1996-05-23,8.125
1996-05-24,8.21875
1996-05-28,8.25
1996-05-29,8.0625
1996-05-30,8.0
1996-05-31,7.6875
1996-06-03,7.71875
1996-06-04,7.8125
1996-06-05,7.875
1996-06-06,7.90625
1996-06-07,7.84375
1996-06-10,7.6875
1996-06-11,7.65625
1996-06-12,7.625
1996-06-13,7.53125
1996-06-14,7.5625
1996-06-17,7.8125
1996-06-18,7.6875
1996-06-19,7.75
1996-06-20,7.46875
1996-06-21,7.375
1996-06-24,7.375
1996-06-25,7.53125
1996-06-26,7.625
1996-06-27,7.8125
1996-06-28,7.6875
1996-07-01,7.46875
1996-07-02,7.5
1996-07-03,7.40625
1996-07-05,7.0625
1996-07-08,6.71875
1996-07-09,6.9375
1996-07-10,6.875
1996-07-11,6.6875
1996-07-12,6.53125
1996-07-15,6.15625
1996-07-16,5.9375
1996-07-17,6.375
1996-07-18,6.625
1996-07-19,6.625
1996-07-22,6.46875
1996-07-23,6.40625
1996-07-24,6.09375
1996-07-25,6.03125
1996-07-26,6.4375
1996-07-29,6.28125
1996-07-30,6.4375
1996-07-31,6.625
1996-08-01,7.0
1996-08-02,7.3125
1996-08-05,7.25
1996-08-06,7.28125
1996-08-07,7.28125
1996-08-08,7.3125
1996-08-09,7.375
1996-08-12,7.375
1996-08-13,7.28125
1996-08-14,7.375
1996-08-15,7.46875
1996-08-16,7.5
1996-08-19,7.4375
1996-08-20,7.84375
1996-08-21,7.78125
1996-08-22,7.8125
1996-08-23,7.6875
1996-08-26,7.6875
1996-08-27,7.8125
1996-08-28,7.8125
1996-08-29,7.625
1996-08-30,7.59375
1996-09-03,7.34375
1996-09-04,7.46875
1996-09-05,7.4375
1996-09-06,7.625
1996-09-09,7.625
1996-09-10,7.5
1996-09-11,7.4375
1996-09-12,7.375
1996-09-13,7.375
1996-09-16,7.40625
1996-09-17,7.4375
1996-09-18,7.5
1996-09-19,7.4375
1996-09-20,7.46875
1996-09-23,7.375
1996-09-24,7.40625
1996-09-25,7.28125
1996-09-26,7.03125
1996-09-27,7.0
1996-09-30,7.21875
1996-10-01,7.34375
1996-10-02,7.5
1996-10-03,7.59375
1996-10-04,7.5
1996-10-07,7.40625
1996-10-08,7.40625
1996-10-09,7.40625
1996-10-10,7.34375
1996-10-11,6.875
1996-10-14,6.71875
1996-10-15,6.59375
1996-10-16,6.53125
1996-10-17,6.625
1996-10-18,7.0
1996-10-21,7.125
1996-10-22,7.03125
1996-10-23,7.0625
1996-10-24,6.96875
1996-10-25,6.78125
1996-10-28,6.625
1996-10-29,6.53125
1996-10-30,6.40625
1996-10-31,6.5625
1996-11-01,6.75
1996-11-04,6.78125
1996-11-05,6.875
1996-11-06,6.875
1996-11-07,6.875
1996-11-08,7.15625
1996-11-11,7.125
1996-11-12,7.125
1996-11-13,7.25
1996-11-14,7.21875
1996-11-15,7.25
1996-11-18,7.25
1996-11-19,7.203125
1996-11-20,7.0
1996-11-21,6.9375
1996-11-22,6.9375
1996-11-25,6.8125
1996-11-26,6.875
1996-11-27,6.6875
1996-11-29,6.8125
1996-12-02,6.75
1996-12-03,6.8125
1996-12-04,6.6875
1996-12-05,6.65625
1996-12-06,6.46875
1996-12-09,6.46875
1996-12-10,6.496094
1996-12-11,6.40625
1996-12-12,6.34375
1996-12-13,6.1875
1996-12-16,5.96875
1996-12-17,6.375
1996-12-18,6.3125
1996-12-19,6.5625
1996-12-20,6.5
1996-12-23,6.46875
1996-12-24,6.375
1996-12-26,6.4375
1996-12-27,6.40625
1996-12-30,6.46875
1996-12-31,6.40625
1997-01-02,6.28125
1997-01-03,6.40625
1997-01-06,6.65625
1997-01-07,6.5625
1997-01-08,6.9375
1997-01-09,6.8125
1997-01-10,6.75
1997-01-13,6.5625
1997-01-14,6.75
1997-01-15,7.0625
1997-01-16,6.90625
1997-01-17,6.90625
1997-01-20,6.90625
1997-01-21,6.8125
1997-01-22,6.8125
1997-01-23,6.78125
1997-01-24,6.6875
1997-01-27,6.625
1997-01-28,6.6875
1997-01-29,6.5
1997-01-30,6.625
1997-01-31,6.46875
1997-02-03,6.375
1997-02-04,6.40625
1997-02-05,6.375
1997-02-06,6.53125
1997-02-07,6.625
1997-02-10,6.65625
1997-02-11,6.78125
1997-02-12,6.84375
1997-02-13,6.65625
1997-02-14,6.375
1997-02-18,6.40625
1997-02-19,6.625
1997-02-20,6.5625
1997-02-21,6.625
1997-02-24,6.65625
1997-02-25,6.84375
1997-02-26,6.503906
1997-02-27,6.09375
1997-02-28,6.09375
1997-03-03,6.0
1997-03-04,6.25
1997-03-05,6.34375
1997-03-06,6.5625
1997-03-07,6.46875
1997-03-10,6.5625
1997-03-11,6.40625
1997-03-12,6.15625
1997-03-13,6.1875
1997-03-14,6.21875
1997-03-17,6.1875
1997-03-18,6.34375
1997-03-19,6.5
1997-03-20,6.34375
1997-03-21,6.40625
1997-03-24,6.375
1997-03-25,6.34375
1997-03-26,6.3125
1997-03-27,6.28125
1997-03-31,6.21875
1997-04-01,6.28125
1997-04-02,6.25
1997-04-03,6.3125
1997-04-04,6.34375
1997-04-07,6.46875
1997-04-08,6.4375
1997-04-09,6.46875
1997-04-10,6.4375
1997-04-11,6.34375
1997-04-14,6.3125
1997-04-15,6.4375
1997-04-16,6.59375
1997-04-17,6.5625
1997-04-18,6.53125
1997-04-21,6.375
1997-04-22,6.375
1997-04-23,6.28125
1997-04-24,6.09375
1997-04-25,6.0
1997-04-28,5.6875
1997-04-29,5.65625
1997-04-30,5.75
1997-05-01,5.75
1997-05-02,5.8125
1997-05-05,5.9375
1997-05-06,6.0
1997-05-07,6.03125
1997-05-08,6.125
1997-05-09,6.125
1997-05-12,6.21875
1997-05-13,6.1875
1997-05-14,6.09375
1997-05-15,6.125
1997-05-16,6.125
1997-05-19,6.25
1997-05-20,6.375
1997-05-21,6.96875
1997-05-22,7.21875
1997-05-23,7.28125
1997-05-27,7.0625
1997-05-28,6.90625
1997-05-29,7.15625
1997-05-30,7.15625
1997-06-02,7.40625
1997-06-03,7.34375
1997-06-04,7.40625
1997-06-05,7.375
1997-06-06,7.34375
1997-06-09,7.21875
1997-06-10,7.1875
1997-06-11,7.21875
1997-06-12,7.25
1997-06-13,7.40625
1997-06-16,7.40625
1997-06-17,7.40625
1997-06-18,7.53125
1997-06-19,7.625
1997-06-20,7.75
1997-06-23,7.59375
1997-06-24,7.71875
1997-06-25,7.734375
1997-06-26,7.625
1997-06-27,7.5625
1997-06-30,7.59375
1997-07-01,7.6875
1997-07-02,7.71875
1997-07-03,7.8125
1997-07-07,7.90625
1997-07-08,7.9375
1997-07-09,8.0
1997-07-10,8.015625
1997-07-11,7.796875
1997-07-14,7.5625
1997-07-15,7.421875
1997-07-16,7.375
1997-07-17,7.28125
1997-07-18,7.125
1997-07-21,6.75
1997-07-22,6.875
1997-07-23,7.203125
1997-07-24,7.46875
1997-07-25,7.375
1997-07-28,7.28125
1997-07-29,7.234375
1997-07-30,7.453125
1997-07-31,7.671875
1997-08-01,7.6875
1997-08-04,7.8125
1997-08-05,7.875
1997-08-06,8.140625
1997-08-07,8.171875
1997-08-08,8.140625
1997-08-11,8.421875
1997-08-12,8.640625
1997-08-13,8.484375
1997-08-14,8.609375
1997-08-15,8.21875
1997-08-18,7.875
1997-08-19,8.125
1997-08-20,8.59375
1997-08-21,8.421875
1997-08-22,8.3125
1997-08-25,8.34375
1997-08-26,8.1875
1997-08-27,8.3125
1997-08-28,8.40625
1997-08-29,8.15625
1997-09-02,8.453125
1997-09-03,8.625
1997-09-04,8.96875
1997-09-05,9.34375
1997-09-08,9.375
1997-09-09,9.328125
1997-09-10,9.25
1997-09-11,9.109375
1997-09-12,9.265625
1997-09-15,9.1875
1997-09-16,9.4375
1997-09-17,9.40625
1997-09-18,9.4375
1997-09-19,9.484375
1997-09-22,9.59375
1997-09-23,9.5
1997-09-24,9.34375
1997-09-25,9.28125
1997-09-26,9.1875
1997-09-29,9.03125
1997-09-30,8.953125
1997-10-01,9.46875
1997-10-02,9.8125
1997-10-03,9.71875
1997-10-06,9.8125
1997-10-07,9.953125
1997-10-08,9.828125
1997-10-09,9.828125
1997-10-10,9.796875
1997-10-13,9.75
1997-10-14,9.8125
1997-10-15,9.75
1997-10-16,9.640625
1997-10-17,9.296875
1997-10-20,9.5
1997-10-21,9.890625
1997-10-22,10.0
1997-10-23,9.53125
1997-10-24,8.8125
1997-10-27,7.46875
1997-10-28,8.125
1997-10-29,7.96875
1997-10-30,7.5625
1997-10-31,7.75
1997-11-03,8.484375
1997-11-04,8.671875
1997-11-05,8.71875
1997-11-06,9.125
1997-11-07,8.53125
1997-11-10,8.3125
1997-11-11,8.25
1997-11-12,7.734375
1997-11-13,8.34375
1997-11-14,8.53125
1997-11-17,8.53125
1997-11-18,8.625
1997-11-19,8.71875
1997-11-20,8.8125
1997-11-21,9.09375
1997-11-24,8.8125
1997-11-25,9.03125
1997-11-26,9.25
1997-11-28,9.25
1997-12-01,9.59375
1997-12-02,9.71875
1997-12-03,9.796875
1997-12-04,10.0
1997-12-05,9.984375
1997-12-08,9.625
1997-12-09,9.6875
1997-12-10,9.5
1997-12-11,8.96875
1997-12-12,8.984375
1997-12-15,9.4375
1997-12-16,9.671875
1997-12-17,9.609375
1997-12-18,9.375
1997-12-19,9.28125
1997-12-22,9.3125
1997-12-23,8.96875
1997-12-24,9.0625
1997-12-26,9.15625
1997-12-29,9.359375
1997-12-30,9.6875
1997-12-31,9.671875
1998-01-02,9.703125
1998-01-05,9.6875
1998-01-06,9.390625
1998-01-07,9.234375
1998-01-08,8.890625
1998-01-09,8.578125
1998-01-12,8.546875
1998-01-13,8.65625
1998-01-14,8.15625
1998-01-15,8.296875
1998-01-16,8.546875
1998-01-20,8.796875
1998-01-21,8.546875
1998-01-22,8.40625
1998-01-23,8.25
1998-01-26,8.328125
1998-01-27,8.15625
1998-01-28,8.1875
1998-01-29,7.84375
1998-01-30,8.046875
1998-02-02,8.453125
1998-02-03,8.84375
1998-02-04,8.78125
1998-02-05,8.859375
1998-02-06,8.765625
1998-02-09,8.484375
1998-02-10,8.625
1998-02-11,8.953125
1998-02-12,8.8125
1998-02-13,8.828125
1998-02-17,8.703125
1998-02-18,8.6875
1998-02-19,8.84375
1998-02-20,8.65625
1998-02-23,8.453125
1998-02-24,8.34375
1998-02-25,8.640625
1998-02-26,8.734375
1998-02-27,8.75
1998-03-02,8.9375
1998-03-03,8.875
1998-03-04,8.609375
1998-03-05,8.703125
1998-03-06,8.625
1998-03-09,8.5
1998-03-10,8.296875
1998-03-11,8.421875
1998-03-12,8.375
1998-03-13,8.390625
1998-03-16,8.359375
1998-03-17,8.40625
1998-03-18,8.53125
1998-03-19,8.65625
1998-03-20,8.96875
1998-03-23,9.375
1998-03-24,9.359375
1998-03-25,9.265625
1998-03-26,9.1875
1998-03-27,9.21875
1998-03-30,9.09375
1998-03-31,9.15625
1998-04-01,9.1875
1998-04-02,9.1875
1998-04-03,9.0625
1998-04-06,9.078125
1998-04-07,8.84375
1998-04-08,8.9375
1998-04-09,9.140625
1998-04-13,9.15625
1998-04-14,9.3125
1998-04-15,9.40625
1998-04-16,9.359375
1998-04-17,9.546875
1998-04-20,9.609375
1998-04-21,9.78125
1998-04-22,9.9375
1998-04-23,9.65625
1998-04-24,9.59375
1998-04-27,9.34375
1998-04-28,9.671875
1998-04-29,9.796875
1998-04-30,10.25
1998-05-01,10.390625
1998-05-04,10.671875
1998-05-05,10.515625
1998-05-06,10.515625
1998-05-07,10.265625
1998-05-08,10.25
1998-05-11,10.015625
1998-05-12,9.9375
1998-05-13,9.859375
1998-05-14,9.8125
1998-05-15,9.875
1998-05-18,9.453125
1998-05-19,9.640625
1998-05-20,9.640625
1998-05-21,10.15625
1998-05-22,10.171875
1998-05-26,9.828125
1998-05-27,9.90625
1998-05-28,9.75
1998-05-29,9.765625
1998-06-01,9.59375
1998-06-02,9.78125
1998-06-03,9.75
1998-06-04,9.90625
1998-06-05,10.015625
1998-06-08,10.15625
1998-06-09,10.21875
1998-06-10,9.796875
1998-06-11,9.46875
1998-06-12,9.28125
1998-06-15,8.953125
1998-06-16,9.203125
1998-06-17,9.640625
1998-06-18,9.203125
1998-06-19,9.28125
1998-06-22,9.21875
1998-06-23,9.453125
1998-06-24,9.546875
1998-06-25,9.34375
1998-06-26,9.265625
1998-06-29,9.328125
1998-06-30,9.40625
1998-07-01,9.796875
1998-07-02,9.78125
1998-07-06,9.640625
1998-07-07,9.875
1998-07-08,10.0625
1998-07-09,10.078125
1998-07-10,10.140625
1998-07-13,10.34375
1998-07-14,10.40625
1998-07-15,10.46875
1998-07-16,10.5625
1998-07-17,10.640625
1998-07-20,10.640625
1998-07-21,10.609375
1998-07-22,10.5
1998-07-23,10.4375
1998-07-24,10.421875
1998-07-27,10.25
1998-07-28,8.484375
1998-07-29,8.5625
1998-07-30,8.671875
1998-07-31,8.8125
1998-08-03,8.703125
1998-08-04,8.28125
1998-08-05,7.890625
1998-08-06,7.71875
1998-08-07,7.203125
1998-08-10,6.90625
1998-08-11,6.421875
1998-08-12,6.828125
1998-08-13,6.640625
1998-08-14,6.734375
1998-08-17,6.515625
1998-08-18,6.65625
1998-08-19,6.609375
1998-08-20,6.5
1998-08-21,5.984375
1998-08-24,5.96875
1998-08-25,5.625
1998-08-26,5.375
1998-08-27,4.71875
1998-08-28,4.6875
